,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHILADELPHIA_ACTION,OKLAHOMA CITY_SCORE,PHILADELPHIA_SCORE
75,1,3:33.0,,J. Sampson enters the game for M. Carter-Williams,22,15
76,1,3:33.0,,R. Covington makes free throw 2 of 2,22,16
77,1,3:17.0,R. Westbrook makes 2-pt jump shot from 18 ft,,24,16
78,1,2:57.0,,R. Covington makes 3-pt jump shot from 22 ft (assist by J. Sampson),24,19
79,1,2:47.0,Oklahoma City full timeout,,24,19
80,1,2:47.0,J. Lamb enters the game for R. Westbrook,,24,19
81,1,2:43.0,A. Morrow misses 2-pt jump shot from 15 ft,,24,19
82,1,2:41.0,Offensive rebound by N. Collison,,24,19
83,1,2:39.0,R. Jackson misses 3-pt jump shot from 25 ft,,24,19
84,1,2:38.0,,Defensive rebound by Team,24,19
85,1,2:25.0,,J. Sampson makes 2-pt layup at rim,24,21
86,1,2:13.0,N. Collison makes 2-pt layup from 2 ft (assist by A. Morrow),,26,21
87,1,2:13.0,Shooting foul by B. Davies (drawn by N. Collison),,26,21
88,1,2:13.0,,N. Noel enters the game for B. Davies,26,21
89,1,2:13.0,N. Collison makes free throw 1 of 1,,27,21
90,1,2:00.0,,N. Noel misses 2-pt jump shot from 11 ft,27,21
91,1,1:57.0,,Offensive rebound by K. McDaniels,27,21
92,1,1:57.0,,K. McDaniels misses 2-pt dunk at rim (block by K. Perkins),27,21
93,1,1:56.0,,Offensive rebound by J. Sampson,27,21
94,1,1:56.0,,Shooting foul by N. Collison (drawn by J. Sampson),27,21
95,1,1:56.0,,J. Sampson makes free throw 1 of 2,27,22
96,1,1:56.0,,J. Sampson misses free throw 2 of 2,27,22
97,1,1:55.0,Defensive rebound by N. Collison,,27,22
98,1,1:40.0,N. Collison misses 3-pt jump shot from 26 ft,,27,22
99,1,1:38.0,,Defensive rebound by R. Covington,27,22
100,1,1:26.0,,J. Grant misses 3-pt jump shot from 25 ft,27,22
101,1,1:25.0,Defensive rebound by R. Jackson,,27,22
102,1,1:19.0,A. Morrow misses 3-pt jump shot from 25 ft,,27,22
103,1,1:15.0,,Defensive rebound by R. Covington,27,22
104,1,1:06.0,,Shooting block foul by N. Collison (drawn by K. McDaniels),27,22
105,1,1:06.0,,K. McDaniels makes free throw 1 of 2,27,23
106,1,1:06.0,,K. McDaniels makes free throw 2 of 2,27,24
107,1,0:57.0,R. Jackson makes 2-pt layup at rim,,29,24
108,1,0:40.0,,Turnover by N. Noel (bad pass; steal by N. Collison),29,24
109,1,0:24.0,Personal foul by J. Grant (drawn by R. Jackson),,29,24
110,1,0:14.0,J. Lamb makes 2-pt jump shot from 21 ft (assist by K. Perkins),,31,24
111,1,0:03.0,,J. Sampson misses 2-pt jump shot from 12 ft,31,24
112,1,0:01.0,,Offensive rebound by J. Grant,31,24
113,1,0:00.0,,J. Sampson misses 3-pt jump shot from 26 ft,31,24
114,1,0:00.0,,Offensive rebound by Team,31,24
115,2,11:49.0,,Personal foul by R. Jackson (drawn by J. Grant),31,24
116,2,11:37.0,,J. Grant misses 2-pt jump shot from 19 ft,31,24
117,2,11:36.0,Defensive rebound by K. Perkins,,31,24
118,2,11:16.0,R. Jackson misses 2-pt jump shot from 7 ft,,31,24
119,2,11:14.0,,Defensive rebound by J. Grant,31,24
120,2,11:08.0,,M. Carter-Williams misses 2-pt layup from 2 ft,31,24
121,2,11:06.0,Defensive rebound by K. Perkins,,31,24
122,2,10:53.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by R. Jackson),,34,24
123,2,10:35.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,34,24
124,2,10:33.0,Defensive rebound by K. Perkins,,34,24
125,2,10:20.0,A. Morrow makes 2-pt jump shot from 9 ft (assist by N. Collison),,36,24
126,2,10:20.0,,Philadelphia full timeout,36,24
127,2,10:20.0,,L. Mbah a Moute enters the game for R. Covington,36,24
128,2,10:20.0,,H. Thompson enters the game for J. Grant,36,24
129,2,10:20.0,,H. Sims enters the game for J. Sampson,36,24
130,2,10:02.0,,Turnover by M. Carter-Williams (bad pass; steal by R. Jackson),36,24
131,2,9:58.0,A. Morrow misses 3-pt jump shot from 27 ft,,36,24
132,2,9:55.0,,Defensive rebound by M. Carter-Williams,36,24
133,2,9:49.0,,H. Sims misses 2-pt jump shot from 5 ft (block by N. Collison),36,24
134,2,9:47.0,Defensive rebound by N. Collison,,36,24
135,2,9:37.0,R. Jackson misses 2-pt jump shot from 18 ft,,36,24
136,2,9:35.0,Offensive rebound by Team,,36,24
137,2,9:31.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by A. Morrow),,39,24
138,2,9:14.0,,H. Sims makes 2-pt layup at rim (assist by M. Carter-Williams),39,26
139,2,9:14.0,,Shooting foul by K. Perkins (drawn by H. Sims),39,26
140,2,9:14.0,,H. Sims misses free throw 1 of 1,39,26
141,2,9:13.0,Defensive rebound by K. Perkins,,39,26
142,2,8:50.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by A. Morrow),,42,26
143,2,8:30.0,,H. Sims makes 2-pt jump shot from 15 ft (assist by N. Noel),42,28
144,2,8:12.0,R. Jackson makes 2-pt dunk at rim (assist by K. Perkins),,44,28
145,2,8:00.0,,K. McDaniels enters the game for N. Noel,44,28
146,2,8:00.0,K. Durant enters the game for N. Collison,,44,28
147,2,7:48.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,44,28
148,2,7:46.0,,Offensive rebound by L. Mbah a Moute,44,28
149,2,7:36.0,,M. Carter-Williams makes 2-pt jump shot from 19 ft (assist by K. McDaniels),44,30
150,2,7:10.0,S. Ibaka enters the game for K. Perkins,,44,30
151,2,7:10.0,R. Westbrook enters the game for J. Lamb,,44,30
152,2,7:09.0,R. Westbrook misses 3-pt jump shot from 49 ft,,44,30
153,2,7:09.0,Offensive rebound by Team,,44,30
154,2,7:09.0,Turnover by Team (shot clock),,44,30
155,2,6:54.0,,Shooting foul by K. Durant (drawn by M. Carter-Williams),44,30
156,2,6:54.0,,M. Carter-Williams misses free throw 1 of 2,44,30
157,2,6:54.0,,Offensive rebound by Team,44,30
158,2,6:54.0,,M. Carter-Williams makes free throw 2 of 2,44,31
159,2,6:42.0,Turnover by K. Durant (bad pass; steal by M. Carter-Williams),,44,31
160,2,6:37.0,,Shooting foul by A. Morrow (drawn by L. Mbah a Moute),44,31
161,2,6:37.0,,L. Mbah a Moute makes free throw 1 of 2,44,32
162,2,6:37.0,Technical foul by R. Westbrook,,44,32
163,2,6:37.0,,H. Sims makes technical free throw,44,33
164,2,6:37.0,,L. Mbah a Moute misses free throw 2 of 2,44,33
165,2,6:36.0,Defensive rebound by S. Ibaka,,44,33
166,2,6:30.0,Personal foul by H. Thompson (drawn by R. Jackson),,44,33
167,2,6:12.0,A. Morrow misses 3-pt jump shot from 23 ft,,44,33
168,2,6:10.0,,Defensive rebound by M. Carter-Williams,44,33
169,2,6:02.0,,Shooting foul by A. Morrow (drawn by K. McDaniels),44,33
170,2,6:02.0,,K. McDaniels misses free throw 1 of 2,44,33
171,2,6:02.0,,Offensive rebound by Team,44,33
172,2,6:02.0,J. Lamb enters the game for A. Morrow,,44,33
173,2,6:02.0,,K. McDaniels makes free throw 2 of 2,44,34
174,2,5:50.0,K. Durant misses 3-pt jump shot from 25 ft,,44,34
175,2,5:49.0,,Defensive rebound by M. Carter-Williams,44,34
176,2,5:43.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),44,37
177,2,5:35.0,Oklahoma City full timeout,,44,37
178,2,5:35.0,A. Roberson enters the game for R. Jackson,,44,37
179,2,5:28.0,Turnover by R. Westbrook (bad pass; steal by H. Thompson),,44,37
180,2,5:20.0,,M. Carter-Williams misses 2-pt jump shot from 5 ft,44,37
181,2,5:20.0,,Offensive rebound by Team,44,37
182,2,5:08.0,,Turnover by M. Carter-Williams (lost ball; steal by R. Westbrook),44,37
183,2,5:03.0,R. Westbrook makes 2-pt layup from 1 ft (assist by S. Ibaka),,46,37
184,2,4:46.0,,H. Sims misses 2-pt jump shot from 18 ft,46,37
185,2,4:45.0,Defensive rebound by K. Durant,,46,37
186,2,4:36.0,Shooting foul by H. Thompson (drawn by S. Ibaka),,46,37
187,2,4:36.0,S. Ibaka makes free throw 1 of 2,,47,37
188,2,4:36.0,S. Ibaka makes free throw 2 of 2,,48,37
189,2,4:23.0,,H. Thompson misses 3-pt jump shot from 23 ft,48,37
190,2,4:21.0,Defensive rebound by R. Westbrook,,48,37
191,2,4:17.0,,R. Covington enters the game for H. Thompson,48,37
192,2,4:14.0,J. Lamb makes 2-pt jump shot from 15 ft (assist by A. Roberson),,50,37
193,2,3:52.0,,K. McDaniels makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),50,40
194,2,3:36.0,S. Ibaka misses 2-pt jump shot from 6 ft (block by M. Carter-Williams),,50,40
195,2,3:34.0,,Defensive rebound by K. McDaniels,50,40
196,2,3:23.0,,K. McDaniels misses 3-pt jump shot from 26 ft,50,40
197,2,3:22.0,Defensive rebound by Team,,50,40
198,2,3:07.0,K. Durant misses 2-pt jump shot from 19 ft,,50,40
199,2,3:05.0,Offensive rebound by Team,,50,40
200,2,2:52.0,R. Westbrook makes 2-pt jump shot from 14 ft (assist by K. Durant),,52,40
201,2,2:39.0,,R. Covington misses 3-pt jump shot from 25 ft,52,40
202,2,2:35.0,,Offensive rebound by H. Sims,52,40
203,2,2:32.0,,Turnover by H. Sims (bad pass),52,40
204,2,2:32.0,Official timeout,,52,40
205,2,2:32.0,,N. Noel enters the game for L. Mbah a Moute,52,40
206,2,2:32.0,,J. Grant enters the game for H. Sims,52,40
207,2,2:28.0,Shooting foul by J. Grant (drawn by K. Durant),,52,40
208,2,2:28.0,K. Durant makes free throw 1 of 2,,53,40
209,2,2:28.0,K. Durant makes free throw 2 of 2,,54,40
210,2,2:09.0,,K. McDaniels misses 2-pt layup from 1 ft,54,40
211,2,2:07.0,,Offensive rebound by N. Noel,54,40
212,2,2:07.0,,N. Noel misses 2-pt hook shot from 1 ft (block by S. Ibaka),54,40
213,2,2:03.0,,Offensive rebound by J. Grant,54,40
214,2,2:03.0,,J. Grant misses 2-pt layup from 2 ft (block by S. Ibaka),54,40
215,2,2:03.0,,Offensive rebound by Team,54,40
216,2,2:03.0,,Turnover by Team (shot clock),54,40
217,2,1:49.0,Turnover by R. Westbrook (bad pass; steal by K. McDaniels),,54,40
218,2,1:39.0,,M. Carter-Williams makes 2-pt layup from 2 ft,54,42
219,2,1:27.0,Turnover by S. Ibaka (bad pass; steal by J. Grant),,54,42
220,2,1:21.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by M. Carter-Williams),54,45
221,2,1:03.0,Turnover by J. Lamb (lost ball; steal by M. Carter-Williams),,54,45
222,2,0:59.0,,K. McDaniels makes 2-pt dunk at rim (assist by M. Carter-Williams),54,47
223,2,0:56.0,Oklahoma City full timeout,,54,47
224,2,0:56.0,P. Jones enters the game for S. Ibaka,,54,47
225,2,0:56.0,S. Adams enters the game for J. Lamb,,54,47
226,2,0:51.0,R. Westbrook makes 2-pt layup at rim,,56,47
227,2,0:45.0,,Philadelphia full timeout,56,47
228,2,0:41.0,,M. Carter-Williams misses 2-pt jump shot from 13 ft,56,47
229,2,0:39.0,Defensive rebound by R. Westbrook,,56,47
230,2,0:38.0,Personal foul by M. Carter-Williams (drawn by R. Westbrook),,56,47
231,2,0:38.0,,J. Sampson enters the game for M. Carter-Williams,56,47
232,2,0:32.0,R. Westbrook misses 2-pt jump shot from 16 ft,,56,47
233,2,0:31.0,Offensive rebound by A. Roberson,,56,47
234,2,0:28.0,Shooting block foul by N. Noel (drawn by R. Westbrook),,56,47
235,2,0:28.0,R. Westbrook misses free throw 1 of 2,,56,47
236,2,0:28.0,Offensive rebound by Team,,56,47
237,2,0:28.0,,M. Carter-Williams enters the game for J. Sampson,56,47
238,2,0:28.0,,H. Thompson enters the game for J. Grant,56,47
239,2,0:28.0,R. Westbrook misses free throw 2 of 2,,56,47
240,2,0:28.0,Offensive rebound by Team,,56,47
241,2,0:28.0,,Loose ball foul by R. Covington (drawn by S. Adams),56,47
242,2,0:28.0,S. Adams misses free throw 1 of 2,,56,47
243,2,0:28.0,Offensive rebound by Team,,56,47
244,2,0:28.0,S. Adams makes free throw 2 of 2,,57,47
245,2,0:04.0,,Turnover by Team (shot clock),57,47
246,2,0:04.0,,J. Sampson enters the game for M. Carter-Williams,57,47
247,2,0:01.0,R. Westbrook misses 2-pt layup from 1 ft,,57,47
248,2,0:00.0,,Defensive rebound by J. Sampson,57,47
249,3,11:47.0,,H. Sims misses 3-pt jump shot from 25 ft,57,47
250,3,11:44.0,Defensive rebound by R. Westbrook,,57,47
251,3,11:26.0,Turnover by S. Adams (lost ball; steal by L. Mbah a Moute),,57,47
252,3,11:07.0,,Turnover by H. Sims (traveling),57,47
253,3,10:56.0,K. Durant makes 2-pt jump shot from 19 ft (assist by S. Adams),,59,47
254,3,10:36.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),59,50
255,3,10:20.0,Shooting foul by N. Noel (drawn by K. Durant),,59,50
256,3,10:20.0,K. Durant makes free throw 1 of 2,,60,50
257,3,10:20.0,K. Durant misses free throw 2 of 2,,60,50
258,3,10:19.0,,Defensive rebound by N. Noel,60,50
259,3,10:10.0,,M. Carter-Williams misses 2-pt layup at rim,60,50
260,3,10:08.0,,Offensive rebound by H. Thompson,60,50
261,3,10:05.0,,H. Thompson misses 2-pt layup from 1 ft,60,50
262,3,10:05.0,Defensive rebound by A. Roberson,,60,50
263,3,10:01.0,R. Westbrook makes 2-pt layup from 1 ft (assist by A. Roberson),,62,50
264,3,9:42.0,,Personal foul by R. Westbrook (drawn by M. Carter-Williams),62,50
265,3,9:40.0,,Personal foul by S. Ibaka (drawn by H. Thompson),62,50
266,3,9:30.0,,Turnover by M. Carter-Williams (bad pass; steal by R. Westbrook),62,50
267,3,9:26.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,64,50
268,3,9:05.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft (block by S. Adams),64,50
269,3,9:03.0,Defensive rebound by A. Roberson,,64,50
270,3,8:56.0,R. Westbrook makes 3-pt jump shot from 26 ft,,67,50
271,3,8:54.0,,Philadelphia full timeout,67,50
272,3,8:36.0,,L. Mbah a Moute misses 2-pt jump shot from 18 ft,67,50
273,3,8:34.0,Defensive rebound by R. Westbrook,,67,50
274,3,8:18.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by A. Roberson),,70,50
275,3,7:57.0,,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by H. Sims),70,53
276,3,7:41.0,Turnover by K. Durant (bad pass),,70,53
277,3,7:41.0,,K. McDaniels enters the game for H. Sims,70,53
278,3,7:33.0,,Offensive foul by N. Noel (drawn by R. Westbrook),70,53
279,3,7:33.0,,Turnover by N. Noel (offensive foul),70,53
280,3,7:16.0,K. Durant misses 2-pt jump shot from 14 ft,,70,53
281,3,7:15.0,,Defensive rebound by N. Noel,70,53
282,3,7:05.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,70,53
283,3,7:03.0,Defensive rebound by K. Durant,,70,53
284,3,7:00.0,Shooting foul by K. McDaniels (drawn by R. Westbrook),,70,53
285,3,7:00.0,R. Westbrook makes free throw 1 of 2,,71,53
286,3,7:00.0,R. Westbrook makes free throw 2 of 2,,72,53
287,3,6:51.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,72,53
288,3,6:49.0,Defensive rebound by A. Roberson,,72,53
289,3,6:46.0,Turnover by R. Westbrook (bad pass; steal by H. Thompson),,72,53
290,3,6:29.0,,N. Noel makes 2-pt jump shot from 13 ft (assist by M. Carter-Williams),72,55
291,3,6:16.0,K. Durant misses 2-pt jump shot from 17 ft,,72,55
292,3,6:14.0,,Defensive rebound by H. Thompson,72,55
293,3,6:09.0,,Personal foul by S. Adams (drawn by N. Noel),72,55
294,3,6:02.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by M. Carter-Williams),72,57
295,3,5:50.0,Personal foul by M. Carter-Williams (drawn by S. Adams),,72,57
296,3,5:50.0,,J. Grant enters the game for L. Mbah a Moute,72,57
297,3,5:50.0,K. Perkins enters the game for S. Adams,,72,57
298,3,5:50.0,R. Jackson enters the game for A. Roberson,,72,57
299,3,5:49.0,Turnover by R. Westbrook (bad pass; steal by N. Noel),,72,57
300,3,5:47.0,,N. Noel makes flagrant free throw 1 of 2,72,58
301,3,5:47.0,,N. Noel makes flagrant free throw 2 of 2,72,59
302,3,5:47.0,,R. Covington enters the game for H. Thompson,72,59
303,3,5:37.0,,R. Covington misses 2-pt jump shot from 4 ft,72,59
304,3,5:36.0,Defensive rebound by K. Perkins,,72,59
305,3,5:21.0,K. Durant misses 2-pt jump shot from 4 ft,,72,59
306,3,5:20.0,,Defensive rebound by N. Noel,72,59
307,3,5:13.0,,R. Covington misses 3-pt jump shot from 25 ft,72,59
308,3,5:10.0,Defensive rebound by K. Perkins,,72,59
309,3,4:51.0,R. Westbrook misses 3-pt jump shot from 27 ft,,72,59
310,3,4:51.0,,Defensive rebound by Team,72,59
311,3,4:51.0,J. Lamb enters the game for K. Durant,,72,59
312,3,4:44.0,,Personal foul by R. Westbrook (drawn by M. Carter-Williams),72,59
313,3,4:44.0,,M. Carter-Williams makes free throw 1 of 2,72,60
314,3,4:44.0,,M. Carter-Williams misses free throw 2 of 2,72,60
315,3,4:43.0,,Offensive rebound by N. Noel,72,60
316,3,4:38.0,,K. McDaniels misses 3-pt jump shot from 24 ft,72,60
317,3,4:36.0,Defensive rebound by R. Westbrook,,72,60
318,3,4:18.0,K. Perkins misses 2-pt jump shot from 3 ft,,72,60
319,3,4:16.0,,Defensive rebound by M. Carter-Williams,72,60
320,3,4:10.0,,K. McDaniels misses 3-pt jump shot from 23 ft,72,60
321,3,4:08.0,Defensive rebound by K. Perkins,,72,60
322,3,3:56.0,Shooting foul by J. Grant (drawn by R. Westbrook),,72,60
323,3,3:56.0,R. Westbrook makes free throw 1 of 2,,73,60
324,3,3:56.0,R. Westbrook makes free throw 2 of 2,,74,60
325,3,3:41.0,,J. Grant makes 2-pt layup from 1 ft (assist by K. McDaniels),74,62
326,3,3:22.0,Personal foul by N. Noel (drawn by R. Westbrook),,74,62
327,3,3:22.0,R. Westbrook makes free throw 1 of 2,,75,62
328,3,3:22.0,,H. Sims enters the game for N. Noel,75,62
329,3,3:22.0,R. Westbrook makes free throw 2 of 2,,76,62
330,3,3:06.0,A. Morrow enters the game for R. Westbrook,,76,62
331,3,3:03.0,,H. Sims makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),76,64
332,3,3:00.0,Oklahoma City full timeout,,76,64
333,3,2:50.0,R. Jackson makes 2-pt jump shot from 8 ft,,78,64
334,3,2:32.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,78,64
335,3,2:29.0,Defensive rebound by K. Perkins,,78,64
336,3,2:26.0,Shooting foul by J. Grant (drawn by S. Ibaka),,78,64
337,3,2:26.0,S. Ibaka makes free throw 1 of 2,,79,64
338,3,2:26.0,S. Ibaka makes free throw 2 of 2,,80,64
339,3,2:15.0,,Turnover by R. Covington (lost ball),80,64
340,3,2:15.0,,J. Sampson enters the game for M. Carter-Williams,80,64
341,3,1:56.0,S. Ibaka misses 2-pt jump shot from 3 ft,,80,64
342,3,1:55.0,,Defensive rebound by J. Sampson,80,64
343,3,1:39.0,,Offensive foul by K. McDaniels (drawn by A. Morrow),80,64
344,3,1:39.0,,Turnover by K. McDaniels (offensive foul),80,64
345,3,1:25.0,Personal foul by J. Grant (drawn by S. Ibaka),,80,64
346,3,1:25.0,S. Ibaka makes free throw 1 of 2,,81,64
347,3,1:25.0,,H. Thompson enters the game for J. Grant,81,64
348,3,1:25.0,S. Ibaka makes free throw 2 of 2,,82,64
349,3,1:06.0,,Personal foul by J. Lamb (drawn by H. Sims),82,64
350,3,1:06.0,,H. Sims makes free throw 1 of 2,82,65
351,3,1:06.0,,H. Sims misses free throw 2 of 2,82,65
352,3,1:06.0,,Offensive rebound by R. Covington,82,65
353,3,1:03.0,,R. Covington misses 3-pt jump shot from 22 ft,82,65
354,3,1:01.0,Defensive rebound by J. Lamb,,82,65
355,3,0:49.0,Turnover by K. Perkins (lost ball; steal by H. Thompson),,82,65
356,3,0:45.0,,Shooting foul by J. Lamb (drawn by H. Thompson),82,65
357,3,0:45.0,,H. Thompson makes free throw 1 of 2,82,66
358,3,0:45.0,,H. Thompson makes free throw 2 of 2,82,67
359,3,0:37.0,A. Morrow misses 3-pt jump shot from 26 ft,,82,67
360,3,0:35.0,Offensive rebound by S. Ibaka,,82,67
361,3,0:29.0,R. Jackson misses 3-pt jump shot from 26 ft,,82,67
362,3,0:28.0,,Defensive rebound by Team,82,67
363,3,0:05.0,,H. Thompson misses 3-pt jump shot from 26 ft,82,67
364,3,0:03.0,Defensive rebound by K. Perkins,,82,67
365,3,0:00.0,Turnover by K. Perkins (bad pass; steal by R. Covington),,82,67
366,4,11:47.0,A. Morrow makes 2-pt jump shot from 17 ft (assist by R. Jackson),,84,67
367,4,11:31.0,,Turnover by N. Noel (bad pass),84,67
368,4,11:17.0,A. Morrow misses 2-pt jump shot from 13 ft,,84,67
369,4,11:15.0,,Defensive rebound by R. Covington,84,67
370,4,11:08.0,,R. Covington makes 2-pt layup from 2 ft (assist by M. Carter-Williams),84,69
371,4,10:55.0,P. Jones misses 3-pt jump shot from 24 ft,,84,69
372,4,10:53.0,,Defensive rebound by M. Carter-Williams,84,69
373,4,10:40.0,,K. McDaniels makes 2-pt layup from 2 ft (assist by R. Covington),84,71
374,4,10:27.0,Shooting foul by M. Carter-Williams (drawn by R. Jackson),,84,71
375,4,10:27.0,R. Jackson makes free throw 1 of 2,,85,71
376,4,10:27.0,R. Jackson makes free throw 2 of 2,,86,71
377,4,10:12.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,86,71
378,4,10:11.0,Defensive rebound by Team,,86,71
379,4,9:54.0,J. Lamb misses 2-pt jump shot from 16 ft,,86,71
