,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
47,1,6:10.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),8,18
48,1,5:46.0,D. West makes 2-pt jump shot from 7 ft,,10,18
49,1,5:35.0,,Personal foul by R. Stuckey (drawn by G. Dragić),10,18
50,1,5:35.0,,A. Len enters the game for M. Plumlee,10,18
51,1,5:35.0,C. Miles enters the game for R. Stuckey,,10,18
52,1,5:30.0,,G. Dragić misses 3-pt jump shot from 25 ft,10,18
53,1,5:28.0,Defensive rebound by C. Miles,,10,18
54,1,5:11.0,C. Miles makes 3-pt jump shot from 26 ft (assist by D. Sloan),,13,18
55,1,5:01.0,,E. Bledsoe makes 2-pt jump shot from 10 ft,13,20
56,1,4:41.0,Personal foul by A. Len (drawn by R. Hibbert),,13,20
57,1,4:41.0,I. Mahinmi enters the game for R. Hibbert,,13,20
58,1,4:37.0,C. Miles makes 2-pt dunk at rim (assist by D. West),,15,20
59,1,4:20.0,,M. Morris misses 2-pt jump shot from 5 ft,15,20
60,1,4:18.0,Defensive rebound by D. West,,15,20
61,1,3:57.0,S. Hill misses 2-pt jump shot from 5 ft (block by A. Len),,15,20
62,1,3:55.0,,Defensive rebound by A. Len,15,20
63,1,3:55.0,,Turnover by A. Len (bad pass; steal by I. Mahinmi),15,20
64,1,3:53.0,I. Mahinmi makes 2-pt layup from 1 ft,,17,20
65,1,3:43.0,,Turnover by G. Dragić (offensive foul),17,20
66,1,3:43.0,,Offensive foul by G. Dragić (drawn by D. West),17,20
67,1,3:43.0,,G. Green enters the game for G. Dragić,17,20
68,1,3:43.0,,M. Morris enters the game for P. Tucker,17,20
69,1,3:32.0,D. Sloan makes 2-pt layup at rim,,19,20
70,1,3:10.0,,A. Len misses 2-pt layup from 2 ft,19,20
71,1,3:09.0,Defensive rebound by I. Mahinmi,,19,20
72,1,2:46.0,D. West makes 2-pt jump shot from 18 ft (assist by D. Sloan),,21,20
73,1,2:45.0,,Phoenix full timeout,21,20
74,1,2:27.0,,M. Morris misses 2-pt jump shot from 16 ft,21,20
75,1,2:25.0,Defensive rebound by D. Sloan,,21,20
76,1,2:03.0,D. Sloan misses 2-pt jump shot from 17 ft,,21,20
77,1,2:01.0,,Defensive rebound by M. Morris,21,20
78,1,1:54.0,L. Scola enters the game for D. West,,21,20
79,1,1:54.0,C. Watson enters the game for D. Sloan,,21,20
80,1,1:54.0,,A. Tolliver enters the game for M. Morris,21,20
81,1,1:50.0,,G. Green makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),21,23
82,1,1:36.0,Shooting foul by A. Len (drawn by C. Watson),,21,23
83,1,1:36.0,C. Watson makes free throw 1 of 2,,22,23
84,1,1:36.0,C. Watson misses free throw 2 of 2,,22,23
85,1,1:35.0,,Defensive rebound by M. Morris,22,23
86,1,1:18.0,,Turnover by M. Morris (lost ball; steal by C. Miles),22,23
87,1,1:13.0,C. Watson makes 2-pt layup from 1 ft,,24,23
88,1,1:03.0,,G. Green makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),24,26
89,1,0:46.0,C. Miles makes 2-pt jump shot from 10 ft (assist by C. Watson),,26,26
90,1,0:30.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,26,26
91,1,0:28.0,Defensive rebound by S. Hill,,26,26
92,1,0:07.0,C. Watson makes 2-pt layup from 1 ft (assist by L. Scola),,28,26
93,1,0:01.0,,G. Green misses 3-pt jump shot from 24 ft,28,26
94,1,0:00.0,,Offensive rebound by Team,28,26
95,2,11:37.0,,Shooting foul by L. Scola (drawn by M. Plumlee),28,26
96,2,11:37.0,,M. Plumlee misses free throw 1 of 2,28,26
97,2,11:37.0,,Offensive rebound by Team,28,26
98,2,11:37.0,,M. Plumlee misses free throw 2 of 2,28,26
99,2,11:36.0,Defensive rebound by L. Scola,,28,26
100,2,11:21.0,C. Miles misses 3-pt jump shot from 24 ft,,28,26
101,2,11:19.0,,Defensive rebound by M. Morris,28,26
102,2,11:10.0,,A. Tolliver makes 3-pt jump shot from 22 ft (assist by G. Green),28,29
103,2,10:48.0,C. Watson makes 3-pt jump shot from 25 ft (assist by C. Copeland),,31,29
104,2,10:26.0,,A. Tolliver misses 2-pt jump shot from 7 ft,31,29
105,2,10:23.0,Defensive rebound by I. Mahinmi,,31,29
106,2,10:17.0,Offensive foul by I. Mahinmi (drawn by M. Plumlee),,31,29
107,2,10:17.0,Turnover by I. Mahinmi (offensive foul),,31,29
108,2,9:57.0,,M. Plumlee misses 2-pt dunk at rim (block by L. Scola),31,29
109,2,9:53.0,Defensive rebound by I. Mahinmi,,31,29
110,2,9:49.0,Turnover by C. Miles (bad pass; steal by G. Green),,31,29
111,2,9:43.0,,G. Dragić makes 2-pt layup at rim (assist by G. Green),31,31
112,2,9:29.0,L. Scola makes 2-pt jump shot from 19 ft (assist by C. Watson),,33,31
113,2,9:13.0,,M. Morris makes 2-pt jump shot from 11 ft,33,33
114,2,8:56.0,C. Miles makes 2-pt layup from 1 ft,,35,33
115,2,8:50.0,,Personal foul by C. Watson (drawn by G. Dragić),35,33
116,2,8:50.0,Official timeout,,35,33
117,2,8:36.0,,M. Morris misses 2-pt jump shot from 15 ft,35,33
118,2,8:35.0,Defensive rebound by I. Mahinmi,,35,33
119,2,8:22.0,C. Copeland makes 2-pt jump shot from 18 ft,,37,33
120,2,8:10.0,,G. Green misses 2-pt layup from 2 ft,37,33
121,2,8:08.0,,Offensive rebound by M. Plumlee,37,33
122,2,8:08.0,,Turnover by M. Plumlee (lost ball),37,33
123,2,8:00.0,Personal foul by M. Morris (drawn by C. Watson),,37,33
124,2,7:51.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by C. Watson),,40,33
125,2,7:35.0,,G. Dragić misses 2-pt jump shot from 16 ft,40,33
126,2,7:32.0,Defensive rebound by I. Mahinmi,,40,33
127,2,7:28.0,C. Watson makes 2-pt jump shot from 15 ft,,42,33
128,2,7:20.0,,Phoenix full timeout,42,33
129,2,7:20.0,,E. Bledsoe enters the game for M. Plumlee,42,33
130,2,7:20.0,,M. Morris enters the game for M. Morris,42,33
131,2,7:20.0,,P. Tucker enters the game for A. Tolliver,42,33
132,2,7:06.0,,M. Morris makes 2-pt jump shot from 9 ft,42,35
133,2,6:51.0,C. Watson misses 2-pt jump shot from 22 ft,,42,35
134,2,6:49.0,,Defensive rebound by P. Tucker,42,35
135,2,6:46.0,,G. Dragić makes 2-pt layup from 1 ft (assist by P. Tucker),42,37
136,2,6:46.0,,Shooting block foul by C. Miles (drawn by G. Dragić),42,37
137,2,6:46.0,R. Stuckey enters the game for C. Miles,,42,37
138,2,6:46.0,,G. Dragić makes free throw 1 of 1,42,38
139,2,6:34.0,L. Scola makes 2-pt jump shot from 21 ft (assist by C. Watson),,44,38
140,2,6:23.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,44,38
141,2,6:21.0,Defensive rebound by L. Scola,,44,38
142,2,6:16.0,I. Mahinmi makes 2-pt dunk at rim (assist by L. Scola),,46,38
143,2,5:59.0,,Turnover by G. Dragić (bad pass; steal by L. Scola),46,38
144,2,5:57.0,Turnover by R. Stuckey (bad pass; steal by G. Dragić),,46,38
145,2,5:51.0,,G. Green misses 3-pt jump shot from 25 ft,46,38
146,2,5:49.0,,Offensive rebound by M. Morris,46,38
147,2,5:49.0,,M. Morris makes 2-pt dunk at rim,46,40
148,2,5:32.0,L. Scola misses 2-pt jump shot from 21 ft,,46,40
149,2,5:30.0,,Defensive rebound by G. Green,46,40
150,2,5:24.0,,G. Green misses 2-pt jump shot from 19 ft,46,40
151,2,5:21.0,Defensive rebound by R. Stuckey,,46,40
152,2,5:11.0,Indiana full timeout,,46,40
153,2,5:11.0,S. Hill enters the game for I. Mahinmi,,46,40
154,2,5:11.0,R. Hibbert enters the game for C. Copeland,,46,40
155,2,5:04.0,R. Stuckey misses 2-pt jump shot from 17 ft,,46,40
156,2,5:01.0,,Defensive rebound by E. Bledsoe,46,40
157,2,4:57.0,,E. Bledsoe misses 2-pt layup from 2 ft,46,40
158,2,4:55.0,Defensive rebound by R. Hibbert,,46,40
159,2,4:48.0,Turnover by C. Watson (bad pass; steal by P. Tucker),,46,40
160,2,4:43.0,,Personal foul by C. Watson (drawn by G. Green),46,40
161,2,4:35.0,,P. Tucker makes 2-pt layup from 1 ft (assist by M. Morris),46,42
162,2,4:18.0,R. Hibbert makes 2-pt jump shot from 17 ft (assist by C. Watson),,48,42
163,2,4:04.0,,M. Morris misses 2-pt jump shot from 12 ft,48,42
164,2,4:02.0,Defensive rebound by R. Hibbert,,48,42
165,2,3:54.0,L. Scola makes 2-pt layup at rim (assist by R. Hibbert),,50,42
166,2,3:54.0,Shooting foul by P. Tucker (drawn by L. Scola),,50,42
167,2,3:54.0,L. Scola misses free throw 1 of 1,,50,42
168,2,3:54.0,Offensive rebound by Team,,50,42
169,2,3:53.0,,M. Plumlee enters the game for G. Green,50,42
170,2,3:53.0,D. West enters the game for L. Scola,,50,42
171,2,3:42.0,R. Stuckey misses 2-pt jump shot from 17 ft,,50,42
172,2,3:40.0,,Defensive rebound by P. Tucker,50,42
173,2,3:29.0,,E. Bledsoe makes 2-pt jump shot from 12 ft,50,44
174,2,3:12.0,Turnover by C. Watson (bad pass; steal by M. Plumlee),,50,44
175,2,3:05.0,,E. Bledsoe misses 2-pt jump shot from 12 ft,50,44
176,2,3:03.0,Defensive rebound by S. Hill,,50,44
177,2,2:45.0,S. Hill makes 2-pt jump shot from 6 ft,,52,44
178,2,2:35.0,,G. Dragić makes 3-pt jump shot from 23 ft,52,47
179,2,2:12.0,D. West makes 2-pt jump shot from 17 ft,,54,47
180,2,1:57.0,,M. Plumlee misses 2-pt hook shot from 9 ft,54,47
181,2,1:52.0,Defensive rebound by D. West,,54,47
182,2,1:45.0,Personal foul by M. Plumlee (drawn by R. Hibbert),,54,47
183,2,1:45.0,D. Sloan enters the game for C. Watson,,54,47
184,2,1:39.0,R. Stuckey makes 2-pt jump shot from 16 ft,,56,47
185,2,1:22.0,,M. Morris misses 3-pt jump shot from 24 ft,56,47
186,2,1:20.0,Defensive rebound by D. Sloan,,56,47
187,2,1:14.0,S. Hill misses 2-pt layup from 1 ft,,56,47
188,2,1:14.0,,Defensive rebound by Team,56,47
189,2,1:14.0,Loose ball foul by S. Hill (drawn by M. Morris),,56,47
190,2,1:14.0,,M. Morris makes free throw 1 of 2,56,48
191,2,1:14.0,,A. Len enters the game for M. Plumlee,56,48
192,2,1:14.0,C. Miles enters the game for S. Hill,,56,48
193,2,1:14.0,C. Copeland enters the game for R. Stuckey,,56,48
194,2,1:14.0,,M. Morris makes free throw 2 of 2,56,49
195,2,0:58.0,D. Sloan misses 2-pt layup from 1 ft,,56,49
196,2,0:56.0,,Defensive rebound by A. Len,56,49
197,2,0:45.0,,G. Dragić makes 2-pt layup from 1 ft,56,51
198,2,0:32.0,Turnover by D. Sloan (bad pass; steal by G. Dragić),,56,51
199,2,0:28.0,,P. Tucker misses 2-pt layup from 3 ft (block by D. West),56,51
200,2,0:28.0,,Offensive rebound by Team,56,51
201,2,0:16.0,,G. Dragić makes 3-pt jump shot from 24 ft,56,54
202,2,0:11.0,Indiana full timeout,,56,54
203,2,0:01.0,D. Sloan misses 3-pt jump shot from 24 ft,,56,54
204,2,0:00.0,,Defensive rebound by P. Tucker,56,54
205,3,11:48.0,,Personal foul by D. West (drawn by M. Morris),56,54
206,3,11:36.0,,E. Bledsoe makes 2-pt jump shot from 3 ft (assist by G. Dragić),56,56
207,3,11:20.0,D. West misses 2-pt jump shot from 20 ft,,56,56
208,3,11:18.0,,Defensive rebound by P. Tucker,56,56
209,3,10:57.0,,Shooting foul by R. Hibbert (drawn by M. Plumlee),56,56
210,3,10:57.0,,M. Plumlee makes free throw 1 of 2,56,57
211,3,10:57.0,,M. Plumlee misses free throw 2 of 2,56,57
212,3,10:57.0,Defensive rebound by Team,,56,57
213,3,10:56.0,R. Stuckey misses 2-pt layup from 1 ft (block by M. Plumlee),,56,57
214,3,10:53.0,,Defensive rebound by G. Dragić,56,57
215,3,10:48.0,,M. Morris misses 2-pt jump shot from 7 ft,56,57
216,3,10:46.0,Defensive rebound by D. West,,56,57
217,3,10:45.0,Turnover by D. West (bad pass),,56,57
218,3,10:25.0,,P. Tucker misses 2-pt layup from 1 ft (block by R. Hibbert),56,57
219,3,10:23.0,Defensive rebound by S. Hill,,56,57
220,3,10:17.0,S. Hill misses 3-pt jump shot from 25 ft,,56,57
221,3,10:15.0,,Defensive rebound by G. Dragić,56,57
222,3,10:11.0,,P. Tucker misses 3-pt jump shot from 25 ft,56,57
223,3,10:10.0,Defensive rebound by Team,,56,57
224,3,10:10.0,,Loose ball foul by M. Plumlee (drawn by D. West),56,57
225,3,9:43.0,R. Stuckey makes 3-pt jump shot from 27 ft,,59,57
226,3,9:22.0,,Turnover by G. Dragić (bad pass; steal by R. Hibbert),59,57
227,3,9:17.0,R. Stuckey misses 2-pt jump shot from 6 ft,,59,57
228,3,9:14.0,,Defensive rebound by M. Morris,59,57
229,3,9:07.0,,M. Morris misses 2-pt jump shot from 9 ft,59,57
230,3,9:04.0,,Offensive rebound by M. Plumlee,59,57
231,3,9:00.0,,P. Tucker misses 3-pt jump shot from 22 ft,59,57
232,3,8:58.0,,Offensive rebound by M. Plumlee,59,57
233,3,8:55.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by M. Plumlee),59,60
234,3,8:34.0,R. Stuckey misses 3-pt jump shot from 23 ft,,59,60
235,3,8:32.0,,Defensive rebound by M. Plumlee,59,60
236,3,8:29.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Dragić),59,62
237,3,8:16.0,Turnover by R. Hibbert (3 sec),,59,62
238,3,8:16.0,,A. Len enters the game for M. Plumlee,59,62
239,3,8:05.0,,G. Dragić makes 2-pt jump shot from 12 ft,59,64
240,3,7:42.0,R. Hibbert misses 2-pt hook shot from 11 ft,,59,64
241,3,7:40.0,,Defensive rebound by M. Morris,59,64
242,3,7:37.0,,Turnover by P. Tucker (lost ball; steal by S. Hill),59,64
243,3,7:33.0,D. Sloan makes 2-pt layup at rim (assist by D. West),,61,64
244,3,7:14.0,,E. Bledsoe makes 2-pt jump shot from 4 ft,61,66
245,3,7:06.0,Indiana full timeout,,61,66
246,3,6:57.0,D. West makes 2-pt jump shot from 18 ft (assist by D. Sloan),,63,66
247,3,6:41.0,,A. Len misses 2-pt jump shot from 3 ft,63,66
248,3,6:39.0,Defensive rebound by R. Hibbert,,63,66
249,3,6:22.0,Turnover by R. Stuckey (lost ball; steal by A. Len),,63,66
250,3,6:19.0,,M. Morris makes 2-pt dunk at rim,63,68
251,3,6:00.0,D. Sloan misses 2-pt jump shot from 18 ft,,63,68
252,3,5:58.0,Offensive rebound by R. Hibbert,,63,68
253,3,5:56.0,R. Hibbert makes 2-pt layup at rim,,65,68
254,3,5:43.0,,M. Morris misses 2-pt jump shot from 15 ft,65,68
255,3,5:40.0,Defensive rebound by D. West,,65,68
256,3,5:18.0,R. Hibbert misses 2-pt hook shot from 6 ft,,65,68
257,3,5:16.0,,Defensive rebound by P. Tucker,65,68
258,3,5:00.0,,Shooting foul by R. Hibbert (drawn by E. Bledsoe),65,68
259,3,5:00.0,,E. Bledsoe misses free throw 1 of 2,65,68
260,3,5:00.0,,Offensive rebound by Team,65,68
261,3,5:00.0,C. Miles enters the game for S. Hill,,65,68
262,3,5:00.0,C. Copeland enters the game for R. Hibbert,,65,68
263,3,5:00.0,I. Mahinmi enters the game for R. Stuckey,,65,68
264,3,5:00.0,,M. Morris enters the game for P. Tucker,65,68
265,3,5:00.0,,E. Bledsoe makes free throw 2 of 2,65,69
266,3,4:46.0,D. West misses 2-pt jump shot from 19 ft,,65,69
267,3,4:44.0,,Defensive rebound by E. Bledsoe,65,69
268,3,4:38.0,,M. Morris makes 2-pt layup from 1 ft (assist by A. Len),65,71
269,3,4:38.0,,Shooting foul by D. West (drawn by M. Morris),65,71
270,3,4:38.0,,G. Green enters the game for E. Bledsoe,65,71
271,3,4:38.0,,M. Morris makes free throw 1 of 1,65,72
272,3,4:23.0,D. West misses 2-pt jump shot from 10 ft (block by A. Len),,65,72
273,3,4:20.0,,Defensive rebound by M. Morris,65,72
274,3,4:16.0,,G. Green makes 3-pt jump shot from 25 ft,65,75
275,3,3:55.0,Personal foul by G. Green (drawn by I. Mahinmi),,65,75
276,3,3:55.0,,A. Tolliver enters the game for M. Morris,65,75
277,3,3:55.0,C. Watson enters the game for D. West,,65,75
278,3,3:55.0,L. Scola enters the game for D. Sloan,,65,75
279,3,3:51.0,Personal block foul by M. Morris (drawn by C. Watson),,65,75
280,3,3:44.0,Turnover by C. Copeland (traveling),,65,75
281,3,3:30.0,,M. Morris misses 2-pt jump shot from 17 ft,65,75
282,3,3:28.0,Defensive rebound by L. Scola,,65,75
283,3,3:19.0,C. Miles misses 3-pt jump shot from 25 ft,,65,75
284,3,3:17.0,,Defensive rebound by G. Dragić,65,75
285,3,3:12.0,,Shooting foul by C. Watson (drawn by G. Dragić),65,75
286,3,3:12.0,,G. Dragić makes free throw 1 of 2,65,76
287,3,3:12.0,,G. Dragić makes free throw 2 of 2,65,77
288,3,2:49.0,C. Miles makes 2-pt jump shot from 10 ft,,67,77
289,3,2:39.0,,Turnover by G. Green (traveling),67,77
290,3,2:39.0,,Phoenix full timeout,67,77
291,3,2:25.0,C. Miles makes 2-pt layup at rim (assist by C. Watson),,69,77
292,3,2:05.0,,Shooting foul by I. Mahinmi (drawn by M. Morris),69,77
293,3,2:05.0,,M. Morris misses free throw 1 of 2,69,77
294,3,2:05.0,,Offensive rebound by Team,69,77
295,3,2:05.0,R. Hibbert enters the game for I. Mahinmi,,69,77
296,3,2:05.0,,E. Bledsoe enters the game for G. Dragić,69,77
297,3,2:05.0,,M. Morris makes free throw 2 of 2,69,78
298,3,1:50.0,R. Hibbert misses 2-pt jump shot from 19 ft,,69,78
299,3,1:48.0,,Defensive rebound by M. Morris,69,78
300,3,1:39.0,,M. Morris makes 2-pt jump shot from 17 ft,69,80
301,3,1:27.0,C. Watson makes 2-pt jump shot from 7 ft,,71,80
302,3,1:13.0,,G. Green makes 2-pt layup from 1 ft (assist by E. Bledsoe),71,82
303,3,0:59.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by C. Watson),,73,82
304,3,0:51.0,,Shooting foul by R. Hibbert (drawn by G. Green),73,82
305,3,0:51.0,,G. Green makes free throw 1 of 2,73,83
306,3,0:51.0,,G. Green misses free throw 2 of 2,73,83
307,3,0:50.0,Defensive rebound by R. Hibbert,,73,83
308,3,0:46.0,Shooting foul by G. Green (drawn by C. Miles),,73,83
309,3,0:46.0,C. Miles makes free throw 1 of 2,,74,83
310,3,0:46.0,C. Miles makes free throw 2 of 2,,75,83
311,3,0:31.0,,Turnover by G. Green (offensive foul),75,83
312,3,0:31.0,C. Miles makes flagrant free throw 1 of 2,,76,83
313,3,0:31.0,C. Miles makes flagrant free throw 2 of 2,,77,83
314,3,0:31.0,S. Hill enters the game for C. Miles,,77,83
315,3,0:08.0,Shooting foul by A. Len (drawn by R. Hibbert),,77,83
316,3,0:08.0,R. Hibbert makes free throw 1 of 2,,78,83
317,3,0:08.0,R. Hibbert makes free throw 2 of 2,,79,83
318,3,0:02.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,79,83
319,3,0:00.0,Defensive rebound by R. Hibbert,,79,83
320,4,11:40.0,R. Hibbert misses 2-pt hook shot from 2 ft,,79,83
321,4,11:38.0,,Defensive rebound by A. Tolliver,79,83
322,4,11:21.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by E. Bledsoe),79,85
323,4,11:05.0,C. Copeland misses 3-pt jump shot from 23 ft,,79,85
324,4,11:03.0,,Defensive rebound by A. Tolliver,79,85
325,4,10:58.0,,E. Bledsoe makes 2-pt jump shot from 18 ft,79,87
326,4,10:44.0,L. Scola misses 2-pt jump shot from 17 ft,,79,87
327,4,10:42.0,,Defensive rebound by M. Plumlee,79,87
328,4,10:36.0,,G. Green misses 3-pt jump shot from 27 ft,79,87
329,4,10:34.0,Defensive rebound by L. Scola,,79,87
330,4,10:26.0,L. Scola makes 2-pt layup from 1 ft (assist by S. Hill),,81,87
331,4,10:03.0,,M. Morris makes 2-pt jump shot from 17 ft,81,89
332,4,9:50.0,Personal foul by A. Tolliver (drawn by L. Scola),,81,89
333,4,9:42.0,,Offensive charge foul by C. Watson (drawn by A. Tolliver),81,89
334,4,9:42.0,Turnover by C. Watson (offensive foul),,81,89
335,4,9:26.0,,E. Bledsoe misses 3-pt jump shot from 22 ft,81,89
336,4,9:24.0,Defensive rebound by R. Hibbert,,81,89
337,4,9:19.0,C. Watson misses 2-pt jump shot from 10 ft,,81,89
338,4,9:15.0,Offensive rebound by R. Hibbert,,81,89
339,4,9:12.0,C. Watson misses 3-pt jump shot from 25 ft,,81,89
340,4,9:10.0,,Defensive rebound by M. Plumlee,81,89
341,4,9:05.0,,Shooting foul by C. Copeland (drawn by E. Bledsoe),81,89
342,4,9:05.0,,E. Bledsoe makes free throw 1 of 2,81,90
343,4,9:05.0,,E. Bledsoe makes free throw 2 of 2,81,91
344,4,8:52.0,Shooting foul by M. Morris (drawn by C. Copeland),,81,91
345,4,8:52.0,Official timeout,,81,91
346,4,8:52.0,D. Sloan enters the game for C. Watson,,81,91
347,4,8:52.0,C. Copeland makes free throw 1 of 3,,82,91
348,4,8:52.0,C. Copeland makes free throw 2 of 3,,83,91
349,4,8:52.0,C. Copeland makes free throw 3 of 3,,84,91
350,4,8:31.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,84,91
351,4,8:29.0,,Offensive rebound by A. Tolliver,84,91
352,4,8:27.0,,G. Green makes 3-pt jump shot from 25 ft (assist by A. Tolliver),84,94
353,4,8:06.0,L. Scola misses 2-pt jump shot from 5 ft,,84,94
354,4,8:06.0,Offensive rebound by Team,,84,94
355,4,7:53.0,R. Hibbert makes 2-pt hook shot from 6 ft,,86,94
356,4,7:34.0,,G. Green misses 3-pt jump shot from 25 ft,86,94
357,4,7:32.0,Defensive rebound by L. Scola,,86,94
358,4,7:24.0,D. Sloan makes 2-pt layup from 1 ft,,88,94
359,4,7:14.0,,Personal foul by D. Sloan (drawn by E. Bledsoe),88,94
360,4,7:14.0,,G. Dragić enters the game for G. Green,88,94
361,4,7:05.0,,G. Dragić misses 2-pt jump shot from 18 ft,88,94
362,4,7:03.0,Defensive rebound by D. Sloan,,88,94
363,4,6:56.0,Shooting foul by M. Plumlee (drawn by S. Hill),,88,94
364,4,6:56.0,S. Hill misses free throw 1 of 2,,88,94
365,4,6:56.0,Offensive rebound by Team,,88,94
366,4,6:56.0,R. Stuckey enters the game for C. Copeland,,88,94
367,4,6:56.0,I. Mahinmi enters the game for R. Hibbert,,88,94
368,4,6:56.0,D. West enters the game for L. Scola,,88,94
369,4,6:56.0,S. Hill misses free throw 2 of 2,,88,94
370,4,6:55.0,,Defensive rebound by A. Tolliver,88,94
371,4,6:38.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),88,97
372,4,6:19.0,Turnover by D. West (bad pass; steal by E. Bledsoe),,88,97
373,4,6:17.0,,E. Bledsoe makes 2-pt dunk at rim,88,99
374,4,6:17.0,Indiana full timeout,,88,99
375,4,6:17.0,,M. Morris enters the game for A. Tolliver,88,99
376,4,6:17.0,C. Copeland enters the game for S. Hill,,88,99
377,4,6:17.0,C. Miles enters the game for R. Stuckey,,88,99
378,4,6:17.0,C. Watson enters the game for D. Sloan,,88,99
379,4,6:17.0,R. Hibbert enters the game for I. Mahinmi,,88,99
380,4,5:56.0,R. Hibbert misses 2-pt hook shot from 5 ft,,88,99
381,4,5:54.0,,Defensive rebound by M. Morris,88,99
382,4,5:37.0,,E. Bledsoe makes 2-pt jump shot from 8 ft,88,101
383,4,5:21.0,C. Miles misses 2-pt jump shot from 11 ft,,88,101
384,4,5:20.0,Offensive rebound by Team,,88,101
385,4,5:13.0,D. West misses 2-pt hook shot from 5 ft,,88,101
386,4,5:11.0,Offensive rebound by R. Hibbert,,88,101
387,4,5:10.0,R. Hibbert misses 2-pt layup from 1 ft,,88,101
