,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
64,1,4:51.0,Turnover by N. Batum (lost ball; steal by E. Payton),,9,15
65,1,4:46.0,,E. Payton makes 2-pt layup at rim,9,17
66,1,4:29.0,,Violation by C. Frye (kicked ball),9,17
67,1,4:17.0,Turnover by C. Kaman (3 sec),,9,17
68,1,3:56.0,,V. Oladipo misses 2-pt jump shot from 20 ft,9,17
69,1,3:55.0,Defensive rebound by C. Kaman,,9,17
70,1,3:49.0,N. Batum misses 3-pt jump shot from 25 ft,,9,17
71,1,3:47.0,,Defensive rebound by Team,9,17
72,1,3:47.0,,Orlando full timeout,9,17
73,1,3:25.0,,C. Frye misses 2-pt hook shot from 7 ft,9,17
74,1,3:24.0,Defensive rebound by C. Kaman,,9,17
75,1,3:06.0,L. Aldridge misses 2-pt jump shot from 11 ft,,9,17
76,1,3:03.0,Offensive rebound by N. Batum,,9,17
77,1,2:56.0,C. McCollum misses 2-pt layup from 1 ft,,9,17
78,1,2:55.0,Offensive rebound by C. Kaman,,9,17
79,1,2:55.0,C. Kaman makes 2-pt layup from 1 ft,,11,17
80,1,2:44.0,,N. Vučević makes 2-pt jump shot from 11 ft (assist by E. Payton),11,19
81,1,2:19.0,Personal foul by M. Harkless (drawn by N. Batum),,11,19
82,1,2:19.0,N. Batum makes free throw 1 of 3,,12,19
83,1,2:19.0,N. Batum makes free throw 2 of 3,,13,19
84,1,2:19.0,,B. Gordon enters the game for C. Frye,13,19
85,1,2:19.0,,A. Nicholson enters the game for V. Oladipo,13,19
86,1,2:19.0,S. Blake enters the game for D. Lillard,,13,19
87,1,2:19.0,N. Batum makes free throw 3 of 3,,14,19
88,1,2:08.0,,A. Nicholson misses 2-pt jump shot from 14 ft,14,19
89,1,2:05.0,Defensive rebound by S. Blake,,14,19
90,1,1:47.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,17,19
91,1,1:34.0,,E. Payton makes 2-pt layup from 1 ft,17,21
92,1,1:16.0,C. McCollum misses 3-pt jump shot from 23 ft,,17,21
93,1,1:14.0,Offensive rebound by C. Kaman,,17,21
94,1,1:13.0,C. Kaman makes 2-pt layup at rim,,19,21
95,1,1:02.0,,Personal foul by C. McCollum (drawn by M. Harkless),19,21
96,1,1:02.0,A. Afflalo enters the game for N. Batum,,19,21
97,1,0:54.0,,N. Vučević misses 2-pt jump shot from 4 ft,19,21
98,1,0:52.0,Defensive rebound by S. Blake,,19,21
99,1,0:45.0,L. Aldridge misses 2-pt jump shot from 21 ft,,19,21
100,1,0:43.0,,Defensive rebound by B. Gordon,19,21
101,1,0:29.0,,Shooting foul by C. Kaman (drawn by A. Nicholson),19,21
102,1,0:29.0,,A. Nicholson misses free throw 1 of 2,19,21
103,1,0:29.0,,Offensive rebound by Team,19,21
104,1,0:29.0,,K. O'Quinn enters the game for N. Vučević,19,21
105,1,0:29.0,,A. Nicholson makes free throw 2 of 2,19,22
106,1,0:06.0,L. Aldridge misses 2-pt jump shot from 22 ft,,19,22
107,1,0:05.0,,Defensive rebound by B. Gordon,19,22
108,1,0:00.0,,B. Gordon makes 3-pt jump shot from 26 ft,19,25
109,2,11:45.0,C. Kaman makes 2-pt hook shot from 6 ft,,21,25
110,2,11:45.0,Shooting foul by K. O'Quinn (drawn by C. Kaman),,21,25
111,2,11:45.0,C. Kaman misses free throw 1 of 1,,21,25
112,2,11:43.0,,Defensive rebound by K. O'Quinn,21,25
113,2,11:27.0,,A. Nicholson makes 2-pt dunk at rim (assist by K. O'Quinn),21,27
114,2,11:05.0,A. Afflalo makes 2-pt jump shot from 14 ft,,23,27
115,2,10:41.0,,A. Nicholson makes 2-pt dunk at rim (assist by B. Gordon),23,29
116,2,10:22.0,D. Wright misses 3-pt jump shot from 25 ft,,23,29
117,2,10:21.0,,Defensive rebound by L. Ridnour,23,29
118,2,10:11.0,,Shooting foul by C. McCollum (drawn by A. Nicholson),23,29
119,2,10:11.0,,A. Nicholson makes free throw 1 of 2,23,30
120,2,10:11.0,M. Leonard enters the game for C. McCollum,,23,30
121,2,10:11.0,,A. Nicholson makes free throw 2 of 2,23,31
122,2,9:56.0,Personal foul by K. O'Quinn (drawn by C. Kaman),,23,31
123,2,9:45.0,Turnover by A. Afflalo (lost ball; steal by A. Nicholson),,23,31
124,2,9:40.0,,B. Gordon makes 2-pt jump shot from 12 ft,23,33
125,2,9:24.0,C. Kaman makes 2-pt layup from 1 ft,,25,33
126,2,9:14.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by B. Gordon),25,35
127,2,9:03.0,S. Blake misses 2-pt layup from 1 ft,,25,35
128,2,9:02.0,,Defensive rebound by A. Nicholson,25,35
129,2,8:54.0,,L. Ridnour makes 3-pt jump shot from 25 ft,25,38
130,2,8:54.0,Portland full timeout,,25,38
131,2,8:54.0,D. Lillard enters the game for S. Blake,,25,38
132,2,8:38.0,M. Leonard misses 3-pt jump shot from 25 ft,,25,38
133,2,8:37.0,,Defensive rebound by B. Gordon,25,38
134,2,8:22.0,,Offensive foul by A. Nicholson (drawn by A. Afflalo),25,38
135,2,8:22.0,,Turnover by A. Nicholson (offensive foul),25,38
136,2,8:22.0,R. Lopez enters the game for C. Kaman,,25,38
137,2,8:07.0,D. Lillard makes 2-pt jump shot from 13 ft,,27,38
138,2,7:51.0,,L. Ridnour misses 2-pt jump shot from 14 ft,27,38
139,2,7:50.0,Defensive rebound by D. Wright,,27,38
140,2,7:42.0,D. Lillard makes 2-pt layup from 1 ft,,29,38
141,2,7:42.0,Shooting foul by L. Ridnour (drawn by D. Lillard),,29,38
142,2,7:42.0,D. Lillard makes free throw 1 of 1,,30,38
143,2,7:16.0,,B. Gordon makes 2-pt jump shot from 8 ft (assist by L. Ridnour),30,40
144,2,7:03.0,Shooting foul by A. Gordon (drawn by R. Lopez),,30,40
145,2,7:03.0,R. Lopez makes free throw 1 of 2,,31,40
146,2,7:03.0,,V. Oladipo enters the game for L. Ridnour,31,40
147,2,7:03.0,C. McCollum enters the game for A. Afflalo,,31,40
148,2,7:03.0,N. Batum enters the game for D. Wright,,31,40
149,2,7:03.0,R. Lopez makes free throw 2 of 2,,32,40
150,2,6:48.0,,K. O'Quinn misses 3-pt jump shot from 24 ft,32,40
151,2,6:47.0,Defensive rebound by M. Leonard,,32,40
152,2,6:41.0,R. Lopez misses 2-pt hook shot from 7 ft,,32,40
153,2,6:39.0,,Defensive rebound by A. Gordon,32,40
154,2,6:28.0,,K. O'Quinn makes 2-pt layup at rim (assist by B. Gordon),32,42
155,2,6:16.0,Personal foul by B. Gordon (drawn by C. McCollum),,32,42
156,2,6:16.0,C. McCollum makes free throw 1 of 2,,33,42
157,2,6:16.0,C. McCollum makes free throw 2 of 2,,34,42
158,2,5:58.0,,A. Gordon misses 2-pt layup from 1 ft,34,42
159,2,5:55.0,Defensive rebound by D. Lillard,,34,42
160,2,5:44.0,D. Lillard makes 2-pt layup at rim,,36,42
161,2,5:43.0,,Orlando full timeout,36,42
162,2,5:43.0,L. Aldridge enters the game for M. Leonard,,36,42
163,2,5:43.0,,E. Payton enters the game for B. Gordon,36,42
164,2,5:43.0,,C. Frye enters the game for A. Nicholson,36,42
165,2,5:43.0,,N. Vučević enters the game for K. O'Quinn,36,42
166,2,5:43.0,,M. Harkless enters the game for A. Gordon,36,42
167,2,5:32.0,,V. Oladipo misses 2-pt layup from 2 ft (block by L. Aldridge),36,42
168,2,5:30.0,,Offensive rebound by N. Vučević,36,42
169,2,5:23.0,,Personal foul by C. McCollum (drawn by C. Frye),36,42
170,2,5:16.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),36,44
171,2,5:00.0,D. Lillard misses 3-pt jump shot from 25 ft,,36,44
172,2,4:59.0,,Defensive rebound by N. Vučević,36,44
173,2,4:44.0,,E. Payton makes 2-pt jump shot from 10 ft,36,46
174,2,4:24.0,L. Aldridge makes 2-pt jump shot from 9 ft,,38,46
175,2,4:03.0,,V. Oladipo misses 3-pt jump shot from 22 ft,38,46
176,2,4:02.0,Defensive rebound by L. Aldridge,,38,46
177,2,3:54.0,R. Lopez makes 2-pt layup at rim (assist by D. Lillard),,40,46
178,2,3:35.0,,V. Oladipo makes 2-pt jump shot from 9 ft (assist by E. Payton),40,48
179,2,3:23.0,Personal foul by E. Payton (drawn by D. Lillard),,40,48
180,2,3:23.0,A. Afflalo enters the game for C. McCollum,,40,48
181,2,3:23.0,D. Lillard makes free throw 1 of 2,,41,48
182,2,3:23.0,D. Lillard makes free throw 2 of 2,,42,48
183,2,3:11.0,,E. Payton makes 2-pt layup from 1 ft,42,50
184,2,3:00.0,Personal block foul by V. Oladipo (drawn by D. Lillard),,42,50
185,2,3:00.0,D. Lillard makes free throw 1 of 2,,43,50
186,2,3:00.0,D. Lillard makes free throw 2 of 2,,44,50
187,2,2:49.0,,N. Vučević makes 2-pt layup from 1 ft,44,52
188,2,2:43.0,Turnover by D. Lillard (bad pass; steal by E. Payton),,44,52
189,2,2:36.0,,Turnover by N. Vučević (lost ball; steal by D. Lillard),44,52
190,2,2:32.0,D. Lillard misses 2-pt layup from 1 ft (block by M. Harkless),,44,52
191,2,2:28.0,Offensive rebound by D. Lillard,,44,52
192,2,2:22.0,D. Lillard misses 3-pt jump shot from 22 ft,,44,52
193,2,2:21.0,,Defensive rebound by C. Frye,44,52
194,2,2:21.0,,Turnover by C. Frye (traveling),44,52
195,2,2:21.0,Official timeout,,44,52
196,2,2:16.0,N. Batum misses 2-pt hook shot from 6 ft,,44,52
197,2,2:15.0,Offensive rebound by R. Lopez,,44,52
198,2,2:11.0,Shooting foul by C. Frye (drawn by R. Lopez),,44,52
199,2,2:11.0,R. Lopez makes free throw 1 of 2,,45,52
200,2,2:11.0,R. Lopez makes free throw 2 of 2,,46,52
201,2,2:01.0,,E. Payton makes 2-pt dunk at rim (assist by N. Vučević),46,54
202,2,1:34.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by N. Batum),,49,54
203,2,1:16.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by V. Oladipo),49,56
204,2,0:55.0,L. Aldridge makes 2-pt layup at rim,,51,56
205,2,0:40.0,,N. Vučević misses 2-pt hook shot from 4 ft,51,56
206,2,0:39.0,Defensive rebound by N. Batum,,51,56
207,2,0:32.0,R. Lopez makes 2-pt dunk at rim (assist by N. Batum),,53,56
208,2,0:29.0,,Orlando full timeout,53,56
209,2,0:15.0,,M. Harkless makes 2-pt layup from 1 ft (assist by E. Payton),53,58
210,2,0:15.0,Portland full timeout,,53,58
211,2,0:15.0,C. McCollum enters the game for R. Lopez,,53,58
212,2,0:15.0,,A. Gordon enters the game for C. Frye,53,58
213,2,0:00.0,D. Lillard makes 2-pt layup from 2 ft,,55,58
214,2,0:00.0,Shooting foul by A. Gordon (drawn by D. Lillard),,55,58
215,2,0:00.0,D. Lillard makes free throw 1 of 1,,56,58
216,3,11:43.0,D. Lillard misses 3-pt jump shot from 22 ft,,56,58
217,3,11:42.0,,Defensive rebound by M. Harkless,56,58
218,3,11:35.0,,E. Payton makes 2-pt layup from 2 ft,56,60
219,3,11:15.0,L. Aldridge misses 2-pt jump shot from 13 ft,,56,60
220,3,11:14.0,Offensive rebound by R. Lopez,,56,60
221,3,11:14.0,R. Lopez makes 2-pt tip-in at rim,,58,60
222,3,10:49.0,,Personal foul by N. Batum (drawn by N. Vučević),58,60
223,3,10:41.0,,N. Vučević misses 3-pt jump shot from 26 ft,58,60
224,3,10:39.0,Defensive rebound by A. Afflalo,,58,60
225,3,10:21.0,L. Aldridge makes 3-pt jump shot from 26 ft,,61,60
226,3,10:08.0,,Shooting foul by N. Batum (drawn by M. Harkless),61,60
227,3,10:08.0,,M. Harkless misses free throw 1 of 2,61,60
228,3,10:08.0,,Offensive rebound by Team,61,60
229,3,10:08.0,,M. Harkless misses free throw 2 of 2,61,60
230,3,10:06.0,Defensive rebound by L. Aldridge,,61,60
231,3,9:56.0,L. Aldridge makes 3-pt jump shot from 26 ft (assist by D. Lillard),,64,60
232,3,9:37.0,,V. Oladipo misses 2-pt layup at rim,64,60
233,3,9:35.0,,Offensive rebound by V. Oladipo,64,60
234,3,9:34.0,,V. Oladipo misses 2-pt layup at rim,64,60
235,3,9:31.0,,Offensive rebound by V. Oladipo,64,60
236,3,9:22.0,,Turnover by E. Payton (bad pass; steal by N. Batum),64,60
237,3,9:16.0,Turnover by N. Batum (bad pass; steal by M. Harkless),,64,60
238,3,9:04.0,,M. Harkless misses 3-pt jump shot from 23 ft,64,60
239,3,9:03.0,Defensive rebound by L. Aldridge,,64,60
240,3,8:56.0,Personal foul by V. Oladipo (drawn by A. Afflalo),,64,60
241,3,8:42.0,D. Lillard misses 3-pt jump shot from 25 ft,,64,60
242,3,8:39.0,,Defensive rebound by N. Vučević,64,60
243,3,8:28.0,,N. Vučević misses 2-pt dunk at rim,64,60
244,3,8:25.0,,Offensive rebound by N. Vučević,64,60
245,3,8:25.0,,N. Vučević makes 2-pt layup from 1 ft,64,62
246,3,8:02.0,L. Aldridge makes 2-pt jump shot from 10 ft,,66,62
247,3,7:44.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Payton),66,64
248,3,7:30.0,L. Aldridge makes 2-pt dunk at rim (assist by D. Lillard),,68,64
249,3,7:13.0,,V. Oladipo misses 2-pt jump shot from 10 ft,68,64
250,3,7:11.0,Defensive rebound by D. Lillard,,68,64
251,3,7:01.0,L. Aldridge misses 2-pt jump shot from 14 ft,,68,64
252,3,6:58.0,Offensive rebound by N. Batum,,68,64
253,3,6:58.0,N. Batum makes 2-pt tip-in from 3 ft,,70,64
254,3,6:58.0,,Orlando full timeout,70,64
255,3,6:58.0,,K. O'Quinn enters the game for C. Frye,70,64
256,3,6:58.0,,A. Nicholson enters the game for N. Vučević,70,64
257,3,6:37.0,,A. Nicholson misses 2-pt jump shot from 20 ft,70,64
258,3,6:36.0,Defensive rebound by N. Batum,,70,64
259,3,6:26.0,L. Aldridge misses 2-pt jump shot from 17 ft,,70,64
260,3,6:25.0,,Defensive rebound by K. O'Quinn,70,64
261,3,6:15.0,,V. Oladipo misses 2-pt layup at rim,70,64
262,3,6:13.0,Defensive rebound by L. Aldridge,,70,64
263,3,6:04.0,A. Afflalo misses 2-pt jump shot from 21 ft,,70,64
264,3,6:03.0,,Defensive rebound by V. Oladipo,70,64
265,3,5:53.0,,A. Nicholson makes 2-pt jump shot from 19 ft (assist by V. Oladipo),70,66
266,3,5:52.0,,Violation by Team (delay of game),70,66
267,3,5:33.0,L. Aldridge misses 2-pt jump shot from 5 ft,,70,66
268,3,5:32.0,,Defensive rebound by K. O'Quinn,70,66
269,3,5:28.0,,V. Oladipo misses 2-pt layup at rim (block by A. Afflalo),70,66
270,3,5:28.0,,Offensive rebound by Team,70,66
271,3,5:28.0,M. Leonard enters the game for R. Lopez,,70,66
272,3,5:16.0,,V. Oladipo makes 3-pt jump shot from 25 ft,70,69
273,3,4:55.0,M. Leonard misses 2-pt hook shot from 6 ft,,70,69
274,3,4:53.0,,Defensive rebound by A. Nicholson,70,69
275,3,4:45.0,,E. Payton misses 2-pt jump shot from 4 ft,70,69
276,3,4:43.0,,Offensive rebound by E. Payton,70,69
277,3,4:43.0,,E. Payton misses 2-pt tip-in at rim,70,69
278,3,4:42.0,,Offensive rebound by E. Payton,70,69
279,3,4:42.0,,E. Payton makes 2-pt layup at rim,70,71
280,3,4:29.0,Shooting foul by K. O'Quinn (drawn by L. Aldridge),,70,71
281,3,4:29.0,L. Aldridge makes free throw 1 of 2,,71,71
282,3,4:29.0,C. McCollum enters the game for N. Batum,,71,71
283,3,4:29.0,A. Gee enters the game for A. Afflalo,,71,71
284,3,4:29.0,L. Aldridge makes free throw 2 of 2,,72,71
285,3,4:08.0,,V. Oladipo makes 2-pt jump shot from 15 ft,72,73
286,3,3:50.0,Turnover by C. McCollum (bad pass; steal by A. Nicholson),,72,73
287,3,3:39.0,,A. Nicholson misses 3-pt jump shot from 25 ft,72,73
288,3,3:38.0,Defensive rebound by D. Lillard,,72,73
289,3,3:27.0,M. Leonard misses 3-pt jump shot from 25 ft,,72,73
290,3,3:26.0,,Defensive rebound by E. Payton,72,73
291,3,3:19.0,,V. Oladipo misses 2-pt layup from 1 ft,72,73
292,3,3:17.0,Defensive rebound by L. Aldridge,,72,73
293,3,3:04.0,Personal foul by A. Nicholson (drawn by L. Aldridge),,72,73
294,3,3:04.0,L. Aldridge makes free throw 1 of 2,,73,73
295,3,3:04.0,,B. Gordon enters the game for M. Harkless,73,73
296,3,3:04.0,L. Aldridge makes free throw 2 of 2,,74,73
297,3,2:47.0,,Personal foul by A. Gee (drawn by A. Nicholson),74,73
298,3,2:47.0,Portland full timeout,,74,73
299,3,2:47.0,S. Blake enters the game for D. Lillard,,74,73
300,3,2:39.0,,V. Oladipo misses 2-pt layup from 1 ft,74,73
301,3,2:35.0,Defensive rebound by A. Gee,,74,73
302,3,2:16.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,77,73
303,3,1:52.0,,Turnover by V. Oladipo (bad pass; steal by A. Gee),77,73
304,3,1:47.0,A. Gee misses 2-pt layup at rim,,77,73
305,3,1:46.0,Offensive rebound by L. Aldridge,,77,73
306,3,1:46.0,L. Aldridge makes 2-pt layup at rim,,79,73
307,3,1:27.0,,V. Oladipo makes 2-pt jump shot from 19 ft,79,75
308,3,1:03.0,L. Aldridge makes 2-pt jump shot from 13 ft,,81,75
309,3,0:47.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,81,75
310,3,0:46.0,Defensive rebound by L. Aldridge,,81,75
311,3,0:28.0,L. Aldridge misses 2-pt jump shot from 16 ft,,81,75
312,3,0:27.0,,Defensive rebound by V. Oladipo,81,75
313,3,0:04.0,,V. Oladipo misses 2-pt jump shot from 19 ft,81,75
314,3,0:03.0,Defensive rebound by L. Aldridge,,81,75
315,4,11:47.0,,Turnover by L. Ridnour (bad pass; steal by C. McCollum),81,75
316,4,11:45.0,Shooting foul by L. Ridnour (drawn by C. McCollum),,81,75
317,4,11:45.0,C. McCollum makes free throw 1 of 2,,82,75
318,4,11:45.0,C. McCollum misses free throw 2 of 2,,82,75
319,4,11:43.0,,Defensive rebound by A. Nicholson,82,75
320,4,11:20.0,,L. Ridnour makes 2-pt jump shot from 18 ft (assist by C. Frye),82,77
321,4,11:03.0,Turnover by M. Leonard (bad pass; steal by A. Gordon),,82,77
322,4,10:58.0,,Shooting foul by M. Leonard (drawn by A. Gordon),82,77
323,4,10:58.0,,A. Gordon makes free throw 1 of 2,82,78
324,4,10:58.0,,A. Gordon makes free throw 2 of 2,82,79
325,4,10:40.0,,Violation by C. Frye (kicked ball),82,79
326,4,10:35.0,C. McCollum makes 2-pt jump shot from 14 ft,,84,79
327,4,10:22.0,,B. Gordon makes 2-pt jump shot from 13 ft (assist by L. Ridnour),84,81
328,4,10:06.0,C. McCollum misses 2-pt jump shot from 15 ft,,84,81
329,4,10:04.0,,Defensive rebound by A. Gordon,84,81
330,4,9:56.0,,B. Gordon misses 3-pt jump shot from 26 ft,84,81
331,4,9:56.0,,Offensive rebound by Team,84,81
332,4,9:56.0,Loose ball foul by J. Freeland (drawn by A. Nicholson),,84,81
333,4,9:56.0,D. Lillard enters the game for C. McCollum,,84,81
334,4,9:56.0,A. Afflalo enters the game for S. Blake,,84,81
335,4,9:56.0,N. Batum enters the game for A. Gee,,84,81
336,4,9:43.0,,A. Nicholson misses 2-pt hook shot from 11 ft,84,81
337,4,9:39.0,Defensive rebound by M. Leonard,,84,81
338,4,9:27.0,D. Lillard misses 2-pt jump shot from 16 ft,,84,81
339,4,9:26.0,,Defensive rebound by A. Nicholson,84,81
340,4,9:16.0,,Personal foul by D. Lillard (drawn by C. Frye),84,81
341,4,9:16.0,,N. Vučević enters the game for A. Nicholson,84,81
342,4,9:10.0,,Shooting foul by A. Afflalo (drawn by B. Gordon),84,81
343,4,9:10.0,,B. Gordon makes free throw 1 of 2,84,82
344,4,9:10.0,,B. Gordon makes free throw 2 of 2,84,83
345,4,8:54.0,A. Afflalo misses 2-pt jump shot from 18 ft,,84,83
346,4,8:52.0,Offensive rebound by M. Leonard,,84,83
347,4,8:52.0,M. Leonard makes 2-pt tip-in from 1 ft,,86,83
348,4,8:32.0,,C. Frye misses 2-pt hook shot from 4 ft,86,83
349,4,8:30.0,Defensive rebound by M. Leonard,,86,83
350,4,8:08.0,N. Batum misses 3-pt jump shot from 28 ft,,86,83
351,4,8:08.0,,Defensive rebound by Team,86,83
352,4,8:08.0,Official timeout,,86,83
353,4,7:58.0,,Personal foul by M. Leonard (drawn by C. Frye),86,83
354,4,7:58.0,,C. Frye makes free throw 1 of 2,86,84
355,4,7:58.0,,C. Frye makes free throw 2 of 2,86,85
356,4,7:40.0,D. Lillard misses 2-pt jump shot from 16 ft,,86,85
357,4,7:39.0,,Defensive rebound by A. Gordon,86,85
358,4,7:30.0,,N. Vučević misses 2-pt jump shot from 5 ft,86,85
359,4,7:27.0,Defensive rebound by N. Batum,,86,85
360,4,7:19.0,J. Freeland misses 2-pt jump shot from 17 ft,,86,85
361,4,7:17.0,,Defensive rebound by L. Ridnour,86,85
362,4,7:05.0,,B. Gordon misses 2-pt jump shot from 17 ft,86,85
363,4,7:04.0,Defensive rebound by N. Batum,,86,85
364,4,6:52.0,Personal foul by L. Ridnour (drawn by D. Lillard),,86,85
365,4,6:52.0,L. Aldridge enters the game for M. Leonard,,86,85
366,4,6:52.0,R. Lopez enters the game for J. Freeland,,86,85
367,4,6:52.0,,E. Payton enters the game for L. Ridnour,86,85
368,4,6:52.0,,V. Oladipo enters the game for B. Gordon,86,85
369,4,6:50.0,Turnover by N. Batum (bad pass; steal by N. Vučević),,86,85
370,4,6:43.0,,N. Vučević misses 2-pt jump shot from 18 ft,86,85
371,4,6:41.0,,Offensive rebound by A. Gordon,86,85
372,4,6:39.0,,A. Gordon makes 2-pt jump shot from 4 ft,86,87
373,4,6:17.0,L. Aldridge misses 2-pt jump shot from 17 ft,,86,87
374,4,6:16.0,,Defensive rebound by A. Gordon,86,87
375,4,6:07.0,,V. Oladipo misses 2-pt jump shot from 16 ft,86,87
376,4,6:04.0,,Offensive rebound by E. Payton,86,87
377,4,5:59.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Payton),86,90
378,4,5:57.0,Portland full timeout,,86,90
379,4,5:44.0,L. Aldridge makes 2-pt jump shot from 15 ft,,88,90
380,4,5:25.0,,N. Vučević misses 2-pt jump shot from 6 ft,88,90
381,4,5:24.0,,Offensive rebound by E. Payton,88,90
382,4,5:23.0,,E. Payton makes 2-pt layup at rim,88,92
383,4,5:03.0,D. Lillard misses 2-pt layup at rim,,88,92
384,4,5:01.0,,Defensive rebound by N. Vučević,88,92
385,4,4:55.0,,C. Frye makes 2-pt layup at rim (assist by E. Payton),88,94
386,4,4:55.0,,Shooting foul by L. Aldridge (drawn by C. Frye),88,94
387,4,4:55.0,,C. Frye makes free throw 1 of 1,88,95
