,QUARTER,TIME_REMAINING,DETROIT_ACTION,TORONTO_ACTION,DETROIT_SCORE,TORONTO_SCORE
65,1,3:17.0,,Defensive rebound by D. DeRozan,16,20
66,1,3:03.0,,K. Lowry misses 2-pt jump shot from 13 ft,16,20
67,1,3:01.0,Defensive rebound by A. Tolliver,,16,20
68,1,2:57.0,D. Augustin makes 2-pt layup at rim (assist by A. Tolliver),,18,20
69,1,2:40.0,,L. Williams misses 2-pt jump shot from 17 ft,18,20
70,1,2:39.0,,Offensive rebound by J. Valančiūnas,18,20
71,1,2:37.0,,J. Valančiūnas misses 2-pt tip-in from 1 ft,18,20
72,1,2:36.0,Defensive rebound by A. Drummond,,18,20
73,1,2:24.0,D. Augustin misses 2-pt jump shot from 12 ft,,18,20
74,1,2:21.0,Offensive rebound by A. Drummond,,18,20
75,1,2:19.0,A. Drummond makes 2-pt dunk at rim,,20,20
76,1,1:59.0,,D. DeRozan makes 2-pt jump shot from 17 ft,20,22
77,1,1:42.0,D. Augustin makes 2-pt hook shot from 6 ft,,22,22
78,1,1:29.0,,Turnover by L. Williams (bad pass; steal by A. Tolliver),22,22
79,1,1:21.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by D. Augustin),,25,22
80,1,0:59.0,,P. Patterson makes 2-pt hook shot from 7 ft,25,24
81,1,0:47.0,Turnover by K. Singler (lost ball; steal by L. Williams),,25,24
82,1,0:42.0,,L. Williams misses 2-pt layup from 1 ft,25,24
83,1,0:39.0,Defensive rebound by D. Augustin,,25,24
84,1,0:35.0,J. Meeks misses 3-pt jump shot from 24 ft,,25,24
85,1,0:33.0,,Defensive rebound by P. Patterson,25,24
86,1,0:20.0,,Shooting foul by A. Tolliver (drawn by J. Valančiūnas),25,24
87,1,0:20.0,,J. Valančiūnas makes free throw 1 of 2,25,25
88,1,0:20.0,,G. Vásquez enters the game for K. Lowry,25,25
89,1,0:20.0,,T. Ross enters the game for D. DeRozan,25,25
90,1,0:20.0,S. Dinwiddie enters the game for D. Augustin,,25,25
91,1,0:20.0,K. Caldwell-Pope enters the game for K. Singler,,25,25
92,1,0:20.0,,J. Valančiūnas makes free throw 2 of 2,25,26
93,1,0:05.0,Turnover by J. Meeks (traveling),,25,26
94,1,0:01.0,,Turnover by L. Williams (bad pass; steal by K. Caldwell-Pope),25,26
95,1,0:00.0,K. Caldwell-Pope misses 3-pt jump shot from 48 ft,,25,26
96,1,0:00.0,Offensive rebound by Team,,25,26
97,2,11:46.0,,T. Ross makes 2-pt dunk at rim (assist by G. Vásquez),25,28
98,2,11:30.0,J. Meeks misses 2-pt jump shot from 20 ft,,25,28
99,2,11:28.0,Offensive rebound by G. Monroe,,25,28
100,2,11:27.0,G. Monroe makes 2-pt layup from 2 ft,,27,28
101,2,11:06.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by G. Vásquez),27,31
102,2,10:40.0,G. Monroe makes 2-pt hook shot from 5 ft,,29,31
103,2,10:26.0,,Shooting foul by S. Dinwiddie (drawn by G. Vásquez),29,31
104,2,10:26.0,,G. Vásquez makes free throw 1 of 2,29,32
105,2,10:26.0,,G. Vásquez makes free throw 2 of 2,29,33
106,2,10:06.0,G. Monroe makes 2-pt hook shot from 3 ft (assist by K. Caldwell-Pope),,31,33
107,2,9:49.0,,Shooting foul by K. Caldwell-Pope (drawn by T. Hansbrough),31,33
108,2,9:49.0,,T. Hansbrough misses free throw 1 of 2,31,33
109,2,9:49.0,,Offensive rebound by Team,31,33
110,2,9:49.0,,T. Hansbrough misses free throw 2 of 2,31,33
111,2,9:48.0,Defensive rebound by G. Monroe,,31,33
112,2,9:33.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by J. Meeks),,34,33
113,2,9:14.0,,T. Ross misses 3-pt jump shot from 22 ft,34,33
114,2,9:13.0,,Offensive rebound by T. Hansbrough,34,33
115,2,9:08.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by G. Vásquez),34,36
116,2,8:50.0,S. Dinwiddie misses 2-pt jump shot from 19 ft,,34,36
117,2,8:50.0,,Defensive rebound by Team,34,36
118,2,8:50.0,Official timeout,,34,36
119,2,8:31.0,,T. Ross misses 2-pt jump shot from 5 ft,34,36
120,2,8:30.0,Defensive rebound by G. Monroe,,34,36
121,2,8:12.0,G. Monroe misses 2-pt hook shot from 6 ft,,34,36
122,2,8:11.0,,Defensive rebound by L. Williams,34,36
123,2,8:02.0,,L. Williams makes 2-pt jump shot from 5 ft,34,38
124,2,8:02.0,,Shooting foul by S. Dinwiddie (drawn by L. Williams),34,38
125,2,8:02.0,,L. Williams misses free throw 1 of 1,34,38
126,2,8:01.0,Defensive rebound by G. Monroe,,34,38
127,2,7:50.0,Shooting foul by G. Vásquez (drawn by J. Meeks),,34,38
128,2,7:50.0,J. Meeks makes free throw 1 of 2,,35,38
129,2,7:50.0,,K. Lowry enters the game for G. Vásquez,35,38
130,2,7:50.0,J. Meeks makes free throw 2 of 2,,36,38
131,2,7:41.0,,T. Ross misses 3-pt jump shot from 25 ft,36,38
132,2,7:39.0,Defensive rebound by G. Monroe,,36,38
133,2,7:17.0,Turnover by G. Monroe (bad pass; steal by L. Williams),,36,38
134,2,7:01.0,,T. Hansbrough makes 2-pt hook shot from 3 ft (assist by P. Patterson),36,40
135,2,7:01.0,,Shooting foul by S. Dinwiddie (drawn by T. Hansbrough),36,40
136,2,7:01.0,D. Augustin enters the game for S. Dinwiddie,,36,40
137,2,7:01.0,,T. Hansbrough makes free throw 1 of 1,36,41
138,2,6:40.0,Turnover by K. Caldwell-Pope (traveling),,36,41
139,2,6:23.0,,L. Williams makes 2-pt jump shot from 19 ft,36,43
140,2,6:05.0,Turnover by K. Caldwell-Pope (bad pass; steal by L. Williams),,36,43
141,2,5:56.0,,L. Williams misses 2-pt jump shot from 5 ft,36,43
142,2,5:55.0,Defensive rebound by A. Tolliver,,36,43
143,2,5:55.0,,Toronto full timeout,36,43
144,2,5:55.0,,D. DeRozan enters the game for L. Williams,36,43
145,2,5:55.0,,A. Johnson enters the game for T. Hansbrough,36,43
146,2,5:55.0,J. Jerebko enters the game for A. Tolliver,,36,43
147,2,5:33.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Meeks),,38,43
148,2,5:15.0,,P. Patterson misses 2-pt jump shot from 20 ft,38,43
149,2,5:14.0,,Offensive rebound by Team,38,43
150,2,5:09.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by P. Patterson),38,45
151,2,4:49.0,G. Monroe makes 2-pt hook shot from 1 ft,,40,45
152,2,4:45.0,,Turnover by P. Patterson (bad pass; steal by J. Jerebko),40,45
153,2,4:40.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,43,45
154,2,4:20.0,,D. DeRozan misses 3-pt jump shot from 23 ft,43,45
155,2,4:19.0,,Offensive rebound by A. Johnson,43,45
156,2,4:15.0,,K. Lowry misses 3-pt jump shot from 24 ft,43,45
157,2,4:14.0,Defensive rebound by J. Jerebko,,43,45
158,2,4:02.0,D. Augustin makes 2-pt hook shot from 4 ft,,45,45
159,2,3:43.0,,A. Johnson makes 2-pt layup from 1 ft (assist by K. Lowry),45,47
160,2,3:28.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Meeks),,47,47
161,2,3:28.0,Shooting foul by P. Patterson (drawn by G. Monroe),,47,47
162,2,3:28.0,K. Singler enters the game for J. Meeks,,47,47
163,2,3:28.0,,J. Valančiūnas enters the game for P. Patterson,47,47
164,2,3:28.0,G. Monroe makes free throw 1 of 1,,48,47
165,2,3:09.0,,J. Johnson enters the game for T. Ross,48,47
166,2,3:09.0,A. Drummond enters the game for G. Monroe,,48,47
167,2,3:07.0,,D. DeRozan makes 2-pt jump shot from 18 ft (assist by K. Lowry),48,49
168,2,2:56.0,Personal foul by A. Johnson (drawn by A. Drummond),,48,49
169,2,2:56.0,Detroit full timeout,,48,49
170,2,2:41.0,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),,50,49
171,2,2:19.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),50,52
172,2,2:05.0,Turnover by D. Augustin (lost ball; steal by D. DeRozan),,50,52
173,2,1:49.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft,50,54
174,2,1:34.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,50,54
175,2,1:33.0,Offensive rebound by J. Jerebko,,50,54
176,2,1:26.0,D. Augustin misses 3-pt jump shot from 24 ft,,50,54
177,2,1:24.0,,Defensive rebound by J. Valančiūnas,50,54
178,2,1:04.0,,J. Valančiūnas misses 2-pt hook shot from 2 ft,50,54
179,2,1:03.0,Defensive rebound by K. Singler,,50,54
180,2,0:59.0,Shooting foul by J. Johnson (drawn by K. Singler),,50,54
181,2,0:59.0,K. Singler makes free throw 1 of 2,,51,54
182,2,0:59.0,K. Singler misses free throw 2 of 2,,51,54
183,2,0:59.0,,Defensive rebound by J. Valančiūnas,51,54
184,2,0:41.0,,Shooting foul by K. Caldwell-Pope (drawn by D. DeRozan),51,54
185,2,0:41.0,,D. DeRozan makes free throw 1 of 2,51,55
186,2,0:41.0,J. Meeks enters the game for K. Caldwell-Pope,,51,55
187,2,0:41.0,,D. DeRozan makes free throw 2 of 2,51,56
188,2,0:28.0,D. Augustin makes 2-pt hook shot from 6 ft,,53,56
189,2,0:06.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by K. Lowry),53,58
190,2,0:00.0,D. Augustin misses 3-pt jump shot from 24 ft,,53,58
191,2,0:00.0,Offensive rebound by Team,,53,58
192,3,11:46.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by G. Vásquez),53,60
193,3,11:29.0,G. Monroe misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),,53,60
194,3,11:27.0,Offensive rebound by G. Monroe,,53,60
195,3,11:26.0,G. Monroe misses 2-pt hook shot from 4 ft (block by J. Valančiūnas),,53,60
196,3,11:24.0,Offensive rebound by G. Monroe,,53,60
197,3,11:23.0,G. Monroe misses 2-pt tip-in from 2 ft,,53,60
198,3,11:22.0,,Defensive rebound by D. DeRozan,53,60
199,3,11:18.0,,G. Vásquez misses 3-pt jump shot from 24 ft,53,60
200,3,11:17.0,Defensive rebound by D. Augustin,,53,60
201,3,11:12.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,53,60
202,3,11:10.0,,Defensive rebound by J. Valančiūnas,53,60
203,3,10:56.0,,A. Johnson makes 2-pt layup from 1 ft (assist by K. Lowry),53,62
204,3,10:26.0,K. Singler misses 2-pt jump shot from 19 ft,,53,62
205,3,10:24.0,,Defensive rebound by G. Vásquez,53,62
206,3,10:21.0,,D. DeRozan misses 2-pt layup from 1 ft,53,62
207,3,10:18.0,,Offensive rebound by J. Valančiūnas,53,62
208,3,10:17.0,,J. Valančiūnas makes 2-pt layup from 1 ft,53,64
209,3,10:17.0,Detroit full timeout,,53,64
210,3,9:59.0,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by D. Augustin),,55,64
211,3,9:39.0,,A. Johnson makes 2-pt hook shot from 3 ft (assist by G. Vásquez),55,66
212,3,9:20.0,K. Caldwell-Pope makes 2-pt jump shot from 7 ft (assist by K. Singler),,57,66
213,3,9:20.0,Shooting foul by K. Lowry (drawn by K. Caldwell-Pope),,57,66
214,3,9:20.0,K. Caldwell-Pope misses free throw 1 of 1,,57,66
215,3,9:19.0,,Defensive rebound by J. Valančiūnas,57,66
216,3,9:00.0,,G. Vásquez misses 2-pt layup from 2 ft,57,66
217,3,8:59.0,,Offensive rebound by J. Valančiūnas,57,66
218,3,8:57.0,,J. Valančiūnas makes 2-pt layup from 1 ft,57,68
219,3,8:36.0,D. Augustin makes 3-pt jump shot from 22 ft (assist by G. Monroe),,60,68
220,3,8:09.0,,D. DeRozan makes 2-pt jump shot from 14 ft,60,70
221,3,7:43.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,60,70
222,3,7:42.0,,Defensive rebound by J. Valančiūnas,60,70
223,3,7:35.0,,K. Lowry misses 3-pt jump shot from 24 ft,60,70
224,3,7:34.0,Defensive rebound by D. Augustin,,60,70
225,3,7:29.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,60,70
226,3,7:29.0,Offensive rebound by Team,,60,70
227,3,7:29.0,,Loose ball foul by K. Lowry (drawn by A. Drummond),60,70
228,3,7:21.0,A. Drummond makes 2-pt dunk at rim (assist by G. Monroe),,62,70
229,3,6:59.0,,A. Johnson makes 2-pt layup from 2 ft (assist by K. Lowry),62,72
230,3,6:33.0,K. Singler misses 3-pt jump shot from 25 ft,,62,72
231,3,6:31.0,Offensive rebound by G. Monroe,,62,72
232,3,6:26.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by K. Singler),,65,72
233,3,6:11.0,,G. Vásquez makes 2-pt jump shot from 19 ft,65,74
234,3,5:57.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,65,74
235,3,5:54.0,Offensive rebound by G. Monroe,,65,74
236,3,5:52.0,G. Monroe makes 2-pt tip-in from 1 ft,,67,74
237,3,5:39.0,,Shooting foul by A. Drummond (drawn by A. Johnson),67,74
238,3,5:39.0,,A. Johnson makes free throw 1 of 2,67,75
239,3,5:39.0,,A. Johnson misses free throw 2 of 2,67,75
240,3,5:39.0,Defensive rebound by G. Monroe,,67,75
241,3,5:19.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,67,75
242,3,5:18.0,,Defensive rebound by D. DeRozan,67,75
243,3,5:12.0,,G. Vásquez misses 3-pt jump shot from 24 ft,67,75
244,3,5:11.0,Defensive rebound by A. Drummond,,67,75
245,3,5:05.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by A. Drummond),,70,75
246,3,4:55.0,,Toronto full timeout,70,75
247,3,4:55.0,,L. Williams enters the game for A. Johnson,70,75
248,3,4:55.0,,P. Patterson enters the game for G. Vásquez,70,75
249,3,4:48.0,,D. DeRozan misses 2-pt jump shot from 14 ft,70,75
250,3,4:46.0,Defensive rebound by A. Drummond,,70,75
251,3,4:30.0,A. Drummond misses 2-pt layup from 2 ft,,70,75
252,3,4:27.0,,Defensive rebound by L. Williams,70,75
253,3,4:25.0,,Shooting foul by K. Singler (drawn by D. DeRozan),70,75
254,3,4:25.0,,D. DeRozan makes free throw 1 of 2,70,76
255,3,4:25.0,,D. DeRozan makes free throw 2 of 2,70,77
256,3,4:11.0,Turnover by A. Drummond (lost ball; steal by K. Lowry),,70,77
257,3,4:02.0,,J. Valančiūnas makes 2-pt jump shot from 1 ft (assist by K. Lowry),70,79
258,3,3:36.0,K. Caldwell-Pope misses 2-pt layup from 3 ft,,70,79
259,3,3:36.0,Offensive rebound by Team,,70,79
260,3,3:36.0,Personal foul by D. DeRozan (drawn by K. Caldwell-Pope),,70,79
261,3,3:36.0,J. Meeks enters the game for K. Caldwell-Pope,,70,79
262,3,3:36.0,A. Tolliver enters the game for G. Monroe,,70,79
263,3,3:30.0,Turnover by D. Augustin (bad pass; steal by L. Williams),,70,79
264,3,3:25.0,,L. Williams makes 2-pt layup from 1 ft,70,81
265,3,3:04.0,J. Meeks misses 3-pt jump shot from 24 ft,,70,81
266,3,3:03.0,,Defensive rebound by P. Patterson,70,81
267,3,2:45.0,,L. Williams misses 2-pt jump shot from 6 ft (block by A. Drummond),70,81
268,3,2:45.0,,Offensive rebound by Team,70,81
269,3,2:42.0,,K. Lowry makes 2-pt jump shot from 2 ft (assist by D. DeRozan),70,83
270,3,2:24.0,D. Augustin misses 3-pt jump shot from 24 ft,,70,83
271,3,2:23.0,Offensive rebound by A. Drummond,,70,83
272,3,2:20.0,A. Drummond makes 2-pt layup from 2 ft,,72,83
273,3,2:10.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),72,85
274,3,1:54.0,J. Meeks misses 3-pt jump shot from 24 ft,,72,85
275,3,1:53.0,,Defensive rebound by D. DeRozan,72,85
276,3,1:39.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,72,85
277,3,1:38.0,Defensive rebound by A. Tolliver,,72,85
278,3,1:30.0,Shooting foul by J. Valančiūnas (drawn by D. Augustin),,72,85
279,3,1:30.0,D. Augustin makes free throw 1 of 2,,73,85
280,3,1:30.0,,G. Vásquez enters the game for K. Lowry,73,85
281,3,1:30.0,,T. Ross enters the game for D. DeRozan,73,85
282,3,1:30.0,K. Caldwell-Pope enters the game for K. Singler,,73,85
283,3,1:30.0,D. Augustin makes free throw 2 of 2,,74,85
284,3,1:19.0,,Shooting foul by A. Tolliver (drawn by P. Patterson),74,85
285,3,1:19.0,,P. Patterson makes free throw 1 of 2,74,86
286,3,1:19.0,,P. Patterson makes free throw 2 of 2,74,87
287,3,1:08.0,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),,76,87
288,3,1:00.0,,Turnover by P. Patterson (back court),76,87
289,3,0:50.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by D. Augustin),,79,87
290,3,0:34.0,,L. Williams makes 2-pt jump shot from 15 ft,79,89
291,3,0:23.0,Turnover by A. Tolliver (step out of bounds),,79,89
292,3,0:01.0,,T. Ross misses 3-pt jump shot from 23 ft,79,89
293,3,0:00.0,,Offensive rebound by Team,79,89
294,4,11:49.0,Personal foul by J. Valančiūnas (drawn by A. Tolliver),,79,89
295,4,11:43.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,79,89
296,4,11:41.0,,Defensive rebound by T. Ross,79,89
297,4,11:28.0,,L. Williams misses 3-pt jump shot from 24 ft,79,89
298,4,11:27.0,Defensive rebound by A. Tolliver,,79,89
299,4,11:16.0,Shooting foul by J. Valančiūnas (drawn by G. Monroe),,79,89
300,4,11:16.0,G. Monroe misses free throw 1 of 2,,79,89
301,4,11:16.0,Offensive rebound by Team,,79,89
302,4,11:16.0,,C. Hayes enters the game for J. Valančiūnas,79,89
303,4,11:16.0,G. Monroe makes free throw 2 of 2,,80,89
304,4,11:00.0,,L. Williams misses 2-pt jump shot from 15 ft,80,89
305,4,10:59.0,Defensive rebound by S. Dinwiddie,,80,89
306,4,10:56.0,J. Meeks makes 2-pt hook shot from 1 ft (assist by S. Dinwiddie),,82,89
307,4,10:56.0,Shooting foul by T. Ross (drawn by J. Meeks),,82,89
308,4,10:56.0,J. Meeks makes free throw 1 of 1,,83,89
309,4,10:38.0,,P. Patterson makes 2-pt jump shot from 12 ft,83,91
310,4,10:20.0,J. Meeks misses 3-pt jump shot from 22 ft,,83,91
311,4,10:19.0,,Defensive rebound by G. Vásquez,83,91
312,4,10:02.0,,Turnover by T. Ross (lost ball; steal by K. Caldwell-Pope),83,91
313,4,9:53.0,A. Tolliver misses 3-pt jump shot from 23 ft,,83,91
314,4,9:52.0,Offensive rebound by Team,,83,91
315,4,9:41.0,J. Meeks misses 2-pt layup from 1 ft,,83,91
316,4,9:41.0,Offensive rebound by Team,,83,91
317,4,9:41.0,,Loose ball foul by C. Hayes (drawn by G. Monroe),83,91
318,4,9:34.0,Personal block foul by C. Hayes (drawn by J. Meeks),,83,91
319,4,9:34.0,J. Meeks makes free throw 1 of 2,,84,91
320,4,9:34.0,J. Meeks misses free throw 2 of 2,,84,91
321,4,9:32.0,,Defensive rebound by P. Patterson,84,91
322,4,9:15.0,,C. Hayes misses 2-pt layup from 2 ft,84,91
323,4,9:13.0,Defensive rebound by K. Caldwell-Pope,,84,91
324,4,8:57.0,Turnover by J. Meeks (lost ball; steal by G. Vásquez),,84,91
325,4,8:50.0,,G. Vásquez makes 2-pt layup from 1 ft (assist by L. Williams),84,93
326,4,8:37.0,J. Meeks misses 2-pt jump shot from 2 ft (block by T. Ross),,84,93
327,4,8:34.0,,Defensive rebound by P. Patterson,84,93
328,4,8:29.0,,G. Vásquez misses 2-pt layup from 1 ft (block by S. Dinwiddie),84,93
329,4,8:29.0,Defensive rebound by Team,,84,93
330,4,8:29.0,,Loose ball foul by G. Vásquez (drawn by A. Tolliver),84,93
331,4,8:29.0,Technical foul by J. Meeks,,84,93
332,4,8:29.0,Official timeout,,84,93
333,4,8:29.0,,L. Williams makes technical free throw,84,94
334,4,8:29.0,A. Tolliver misses free throw 1 of 2,,84,94
335,4,8:29.0,Offensive rebound by Team,,84,94
336,4,8:29.0,A. Tolliver makes free throw 2 of 2,,85,94
337,4,8:18.0,,L. Williams misses 2-pt jump shot from 17 ft,85,94
338,4,8:17.0,,Offensive rebound by Team,85,94
339,4,7:58.0,,G. Vásquez makes 2-pt layup from 1 ft,85,96
340,4,7:37.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,85,96
341,4,7:36.0,,Defensive rebound by P. Patterson,85,96
342,4,7:25.0,,P. Patterson misses 3-pt jump shot from 24 ft,85,96
343,4,7:24.0,Defensive rebound by K. Caldwell-Pope,,85,96
344,4,7:17.0,S. Dinwiddie makes 2-pt layup from 2 ft,,87,96
345,4,6:54.0,,C. Hayes misses 2-pt layup from 1 ft,87,96
346,4,6:53.0,Defensive rebound by G. Monroe,,87,96
347,4,6:48.0,A. Tolliver makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,89,96
348,4,6:40.0,,Toronto full timeout,89,96
349,4,6:40.0,D. Augustin enters the game for S. Dinwiddie,,89,96
350,4,6:40.0,,K. Lowry enters the game for G. Vásquez,89,96
351,4,6:40.0,,D. DeRozan enters the game for L. Williams,89,96
352,4,6:40.0,,A. Johnson enters the game for C. Hayes,89,96
353,4,6:28.0,,A. Johnson misses 2-pt jump shot from 3 ft,89,96
354,4,6:27.0,Defensive rebound by G. Monroe,,89,96
355,4,6:14.0,Offensive foul by G. Monroe (drawn by K. Lowry),,89,96
356,4,6:14.0,Turnover by G. Monroe (offensive foul),,89,96
357,4,5:52.0,,A. Johnson makes 2-pt layup from 1 ft (assist by T. Ross),89,98
358,4,5:39.0,D. Augustin misses 2-pt jump shot from 10 ft,,89,98
359,4,5:39.0,Offensive rebound by G. Monroe,,89,98
360,4,5:39.0,Shooting foul by P. Patterson (drawn by G. Monroe),,89,98
361,4,5:39.0,G. Monroe misses free throw 1 of 2,,89,98
362,4,5:39.0,Offensive rebound by Team,,89,98
363,4,5:39.0,G. Monroe makes free throw 2 of 2,,90,98
364,4,5:18.0,,D. DeRozan misses 2-pt jump shot from 18 ft,90,98
365,4,5:16.0,Defensive rebound by A. Tolliver,,90,98
366,4,5:04.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by D. Augustin),,93,98
367,4,4:48.0,,K. Lowry makes 2-pt layup from 1 ft,93,100
368,4,4:25.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,93,100
369,4,4:23.0,Offensive rebound by J. Meeks,,93,100
370,4,4:06.0,G. Monroe misses 2-pt layup from 2 ft (block by A. Johnson),,93,100
371,4,4:05.0,,Defensive rebound by T. Ross,93,100
