,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ATLANTA_ACTION,LA CLIPPERS_SCORE,ATLANTA_SCORE
90,1,1:23.0,J. Farmar enters the game for C. Paul,,25,29
91,1,1:12.0,,Offensive foul by E. Brand (drawn by G. Davis),25,29
92,1,1:12.0,,Turnover by E. Brand (offensive foul),25,29
93,1,1:00.0,G. Davis misses 2-pt layup from 1 ft (block by E. Brand),,25,29
94,1,0:58.0,,Defensive rebound by T. Sefolosha,25,29
95,1,0:48.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by P. Millsap),25,31
96,1,0:35.0,H. Türkoğlu misses 3-pt jump shot from 24 ft,,25,31
97,1,0:33.0,,Defensive rebound by T. Sefolosha,25,31
98,1,0:19.0,,P. Millsap misses 2-pt jump shot from 13 ft,25,31
99,1,0:16.0,Defensive rebound by G. Davis,,25,31
100,1,0:00.0,J. Crawford misses 3-pt jump shot from 24 ft,,25,31
101,1,0:00.0,Offensive rebound by Team,,25,31
102,2,11:44.0,,Personal foul by H. Türkoğlu (drawn by J. Teague),25,31
103,2,11:34.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by J. Teague),25,34
104,2,11:20.0,Personal foul by T. Sefolosha (drawn by J. Crawford),,25,34
105,2,11:17.0,J. Farmar makes 3-pt jump shot from 22 ft (assist by J. Crawford),,28,34
106,2,10:58.0,,Turnover by T. Sefolosha (lost ball; steal by J. Crawford),28,34
107,2,10:53.0,H. Türkoğlu misses 2-pt layup from 1 ft,,28,34
108,2,10:52.0,,Defensive rebound by M. Scott,28,34
109,2,10:46.0,,J. Teague misses 2-pt jump shot from 6 ft,28,34
110,2,10:45.0,Defensive rebound by D. Jordan,,28,34
111,2,10:41.0,H. Türkoğlu makes 2-pt dunk at rim (assist by D. Jordan),,30,34
112,2,10:12.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),30,37
113,2,9:50.0,J. Crawford misses 2-pt jump shot from 18 ft,,30,37
114,2,9:48.0,,Defensive rebound by M. Scott,30,37
115,2,9:42.0,,J. Teague misses 2-pt jump shot from 6 ft (block by D. Jordan),30,37
116,2,9:42.0,,Offensive rebound by A. Horford,30,37
117,2,9:42.0,,Shooting foul by R. Bullock (drawn by A. Horford),30,37
118,2,9:42.0,,A. Horford makes free throw 1 of 2,30,38
119,2,9:42.0,,K. Bazemore enters the game for T. Sefolosha,30,38
120,2,9:42.0,,D. Schröder enters the game for J. Teague,30,38
121,2,9:42.0,C. Paul enters the game for R. Bullock,,30,38
122,2,9:42.0,,A. Horford misses free throw 2 of 2,30,38
123,2,9:41.0,Defensive rebound by D. Jordan,,30,38
124,2,9:30.0,J. Crawford misses 2-pt jump shot from 19 ft,,30,38
125,2,9:29.0,Offensive rebound by D. Jordan,,30,38
126,2,9:29.0,D. Jordan misses 2-pt tip-in at rim,,30,38
127,2,9:29.0,,Defensive rebound by Team,30,38
128,2,9:11.0,,D. Schröder makes 2-pt jump shot from 3 ft,30,40
129,2,8:48.0,C. Paul misses 2-pt jump shot from 18 ft,,30,40
130,2,8:46.0,Offensive rebound by D. Jordan,,30,40
131,2,8:46.0,D. Jordan makes 2-pt dunk at rim,,32,40
132,2,8:32.0,,Turnover by D. Schröder (bad pass; steal by J. Farmar),32,40
133,2,8:23.0,J. Farmar misses 3-pt jump shot from 24 ft,,32,40
134,2,8:21.0,,Defensive rebound by K. Bazemore,32,40
135,2,8:07.0,,Turnover by D. Schröder (bad pass; steal by H. Türkoğlu),32,40
136,2,7:56.0,J. Crawford misses 2-pt jump shot from 11 ft,,32,40
137,2,7:55.0,,Defensive rebound by A. Horford,32,40
138,2,7:46.0,,A. Horford misses 2-pt jump shot from 18 ft,32,40
139,2,7:45.0,Defensive rebound by D. Jordan,,32,40
140,2,7:32.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by J. Farmar),,35,40
141,2,7:22.0,,Atlanta full timeout,35,40
142,2,7:22.0,B. Griffin enters the game for J. Farmar,,35,40
143,2,7:22.0,J. Redick enters the game for H. Türkoğlu,,35,40
144,2,7:10.0,,K. Bazemore misses 2-pt jump shot from 22 ft,35,40
145,2,7:09.0,Defensive rebound by C. Paul,,35,40
146,2,7:06.0,Shooting foul by K. Bazemore (drawn by J. Crawford),,35,40
147,2,7:06.0,J. Crawford makes free throw 1 of 2,,36,40
148,2,7:06.0,J. Crawford makes free throw 2 of 2,,37,40
149,2,6:51.0,,Turnover by A. Horford (lost ball; steal by C. Paul),37,40
150,2,6:44.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by C. Paul),,40,40
151,2,6:43.0,,Atlanta full timeout,40,40
152,2,6:43.0,,P. Millsap enters the game for M. Scott,40,40
153,2,6:43.0,,K. Korver enters the game for K. Bazemore,40,40
154,2,6:19.0,,A. Horford misses 2-pt hook shot from 5 ft,40,40
155,2,6:16.0,Defensive rebound by D. Jordan,,40,40
156,2,6:09.0,Shooting foul by A. Horford (drawn by J. Redick),,40,40
157,2,6:09.0,J. Redick misses free throw 1 of 2,,40,40
158,2,6:09.0,Offensive rebound by Team,,40,40
159,2,6:09.0,J. Redick makes free throw 2 of 2,,41,40
160,2,6:00.0,,D. Schröder misses 2-pt jump shot from 17 ft,41,40
161,2,5:59.0,Defensive rebound by B. Griffin,,41,40
162,2,5:52.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,43,40
163,2,5:32.0,,Turnover by D. Schröder (lost ball; steal by C. Paul),43,40
164,2,5:28.0,Shooting foul by P. Millsap (drawn by B. Griffin),,43,40
165,2,5:28.0,Official timeout,,43,40
166,2,5:28.0,B. Griffin makes free throw 1 of 2,,44,40
167,2,5:28.0,B. Griffin makes free throw 2 of 2,,45,40
168,2,5:16.0,,Offensive foul by A. Horford (drawn by J. Redick),45,40
169,2,5:16.0,,Turnover by A. Horford (offensive foul),45,40
170,2,5:16.0,,E. Brand enters the game for A. Horford,45,40
171,2,5:09.0,Turnover by C. Paul (bad pass),,45,40
172,2,4:51.0,,Turnover by P. Millsap (bad pass),45,40
173,2,4:36.0,B. Griffin makes 2-pt hook shot from 3 ft,,47,40
174,2,4:12.0,,D. Schröder misses 2-pt jump shot from 20 ft,47,40
175,2,4:11.0,,Offensive rebound by E. Brand,47,40
176,2,4:11.0,,Personal foul by J. Crawford (drawn by E. Brand),47,40
177,2,4:11.0,,J. Teague enters the game for D. Schröder,47,40
178,2,3:58.0,,J. Teague misses 3-pt jump shot from 24 ft,47,40
179,2,3:57.0,Defensive rebound by D. Jordan,,47,40
180,2,3:46.0,Turnover by B. Griffin (bad pass; steal by E. Brand),,47,40
181,2,3:36.0,,Shooting foul by D. Jordan (drawn by P. Millsap),47,40
182,2,3:36.0,,P. Millsap makes free throw 1 of 2,47,41
183,2,3:36.0,M. Barnes enters the game for J. Crawford,,47,41
184,2,3:36.0,LA Clippers full timeout,,47,41
185,2,3:36.0,,P. Millsap makes free throw 2 of 2,47,42
186,2,3:24.0,Personal foul by D. Carroll (drawn by M. Barnes),,47,42
187,2,3:24.0,M. Barnes makes free throw 1 of 2,,48,42
188,2,3:24.0,M. Barnes misses free throw 2 of 2,,48,42
189,2,3:23.0,,Defensive rebound by P. Millsap,48,42
190,2,3:10.0,,D. Carroll misses 2-pt layup from 1 ft,48,42
191,2,3:07.0,Defensive rebound by B. Griffin,,48,42
192,2,2:59.0,C. Paul misses 3-pt jump shot from 24 ft,,48,42
193,2,2:57.0,Offensive rebound by B. Griffin,,48,42
194,2,2:55.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,50,42
195,2,2:38.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),50,45
196,2,2:24.0,C. Paul makes 2-pt jump shot from 9 ft (assist by B. Griffin),,52,45
197,2,2:08.0,,Turnover by E. Brand (lost ball; steal by C. Paul),52,45
198,2,1:56.0,J. Redick makes 3-pt jump shot from 22 ft (assist by B. Griffin),,55,45
199,2,1:40.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),55,48
200,2,1:19.0,J. Redick misses 3-pt jump shot from 25 ft,,55,48
201,2,1:17.0,,Defensive rebound by P. Millsap,55,48
202,2,1:06.0,,K. Korver misses 2-pt jump shot from 18 ft,55,48
203,2,1:04.0,,Offensive rebound by P. Millsap,55,48
204,2,1:04.0,,P. Millsap misses 2-pt dunk at rim,55,48
205,2,1:03.0,,Offensive rebound by D. Carroll,55,48
206,2,1:02.0,,D. Carroll misses 2-pt layup from 1 ft,55,48
207,2,1:00.0,,Offensive rebound by E. Brand,55,48
208,2,0:46.0,,Turnover by P. Millsap (bad pass; steal by B. Griffin),55,48
209,2,0:40.0,B. Griffin makes 2-pt layup at rim (assist by C. Paul),,57,48
210,2,0:29.0,,P. Millsap misses 3-pt jump shot from 25 ft,57,48
211,2,0:27.0,Defensive rebound by M. Barnes,,57,48
212,2,0:06.0,C. Paul misses 2-pt jump shot from 16 ft,,57,48
213,2,0:06.0,,Defensive rebound by Team,57,48
214,2,0:06.0,Loose ball foul by D. Jordan (drawn by P. Millsap),,57,48
215,2,0:06.0,,P. Millsap makes free throw 1 of 2,57,49
216,2,0:06.0,,K. Bazemore enters the game for K. Korver,57,49
217,2,0:06.0,,T. Sefolosha enters the game for E. Brand,57,49
218,2,0:06.0,,A. Horford enters the game for J. Teague,57,49
219,2,0:06.0,J. Crawford enters the game for D. Jordan,,57,49
220,2,0:06.0,,P. Millsap makes free throw 2 of 2,57,50
221,2,0:00.0,J. Redick misses 3-pt jump shot from 23 ft,,57,50
222,2,0:00.0,Offensive rebound by Team,,57,50
223,3,11:36.0,,D. Carroll misses 3-pt jump shot from 25 ft,57,50
224,3,11:33.0,,Offensive rebound by D. Carroll,57,50
225,3,11:28.0,,Atlanta full timeout,57,50
226,3,11:19.0,,D. Carroll makes 2-pt layup from 1 ft (assist by A. Horford),57,52
227,3,11:03.0,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),,60,52
228,3,10:40.0,,P. Millsap misses 3-pt jump shot from 24 ft,60,52
229,3,10:39.0,Defensive rebound by D. Jordan,,60,52
230,3,10:28.0,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),,63,52
231,3,10:07.0,,D. Schröder misses 2-pt jump shot from 10 ft,63,52
232,3,10:06.0,Defensive rebound by D. Jordan,,63,52
233,3,9:59.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,65,52
234,3,9:44.0,,Turnover by D. Schröder (bad pass; steal by M. Barnes),65,52
235,3,9:36.0,M. Barnes misses 2-pt layup from 1 ft (block by P. Millsap),,65,52
236,3,9:34.0,,Defensive rebound by P. Millsap,65,52
237,3,9:28.0,,P. Millsap misses 2-pt layup from 2 ft,65,52
238,3,9:26.0,Defensive rebound by C. Paul,,65,52
239,3,9:24.0,Turnover by M. Barnes (step out of bounds),,65,52
240,3,9:14.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by D. Schröder),65,54
241,3,8:50.0,M. Barnes misses 3-pt jump shot from 23 ft,,65,54
242,3,8:48.0,Offensive rebound by D. Jordan,,65,54
243,3,8:39.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,67,54
244,3,8:26.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by K. Korver),67,56
245,3,8:13.0,D. Jordan misses 2-pt layup from 2 ft,,67,56
246,3,8:11.0,Offensive rebound by D. Jordan,,67,56
247,3,8:11.0,D. Jordan makes 2-pt layup at rim,,69,56
248,3,7:46.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by P. Millsap),69,59
249,3,7:30.0,Personal foul by D. Carroll (drawn by B. Griffin),,69,59
250,3,7:26.0,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),,71,59
251,3,7:08.0,,D. Schröder misses 2-pt layup from 3 ft (block by D. Jordan),71,59
252,3,7:08.0,,Offensive rebound by Team,71,59
253,3,7:01.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by A. Horford),71,62
254,3,6:43.0,,Offensive charge foul by B. Griffin (drawn by P. Millsap),71,62
255,3,6:43.0,Turnover by B. Griffin (offensive foul),,71,62
256,3,6:23.0,,Shooting foul by M. Barnes (drawn by D. Schröder),71,62
257,3,6:23.0,,D. Schröder makes free throw 1 of 2,71,63
258,3,6:23.0,,D. Schröder misses free throw 2 of 2,71,63
259,3,6:20.0,Defensive rebound by M. Barnes,,71,63
260,3,6:11.0,M. Barnes misses 3-pt jump shot from 23 ft,,71,63
261,3,6:11.0,,Defensive rebound by Team,71,63
262,3,6:11.0,,T. Sefolosha enters the game for K. Korver,71,63
263,3,6:00.0,,P. Millsap misses 2-pt jump shot from 3 ft,71,63
264,3,5:59.0,Defensive rebound by B. Griffin,,71,63
265,3,5:51.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),,74,63
266,3,5:30.0,,Shooting foul by D. Jordan (drawn by D. Carroll),74,63
267,3,5:30.0,,D. Carroll misses free throw 1 of 3,74,63
268,3,5:30.0,,Offensive rebound by Team,74,63
269,3,5:30.0,,D. Carroll makes free throw 2 of 3,74,64
270,3,5:30.0,,J. Teague enters the game for A. Horford,74,64
271,3,5:30.0,,E. Brand enters the game for D. Schröder,74,64
272,3,5:30.0,J. Crawford enters the game for M. Barnes,,74,64
273,3,5:30.0,,D. Carroll makes free throw 3 of 3,74,65
274,3,5:17.0,J. Redick misses 2-pt jump shot from 3 ft,,74,65
275,3,5:16.0,Offensive rebound by D. Jordan,,74,65
276,3,5:15.0,D. Jordan misses 2-pt layup from 1 ft,,74,65
277,3,5:14.0,,Defensive rebound by P. Millsap,74,65
278,3,4:54.0,,Shooting foul by J. Redick (drawn by T. Sefolosha),74,65
279,3,4:54.0,,T. Sefolosha makes free throw 1 of 2,74,66
280,3,4:54.0,,T. Sefolosha makes free throw 2 of 2,74,67
281,3,4:45.0,Turnover by D. Jordan (bad pass; steal by E. Brand),,74,67
282,3,4:27.0,,E. Brand makes 2-pt layup from 1 ft (assist by J. Teague),74,69
283,3,4:27.0,LA Clippers full timeout,,74,69
284,3,4:27.0,G. Davis enters the game for D. Jordan,,74,69
285,3,4:04.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by B. Griffin),,77,69
286,3,3:47.0,,Shooting block foul by J. Redick (drawn by J. Teague),77,69
287,3,3:47.0,,J. Teague makes free throw 1 of 2,77,70
288,3,3:47.0,,J. Teague misses free throw 2 of 2,77,70
289,3,3:45.0,Defensive rebound by J. Crawford,,77,70
290,3,3:34.0,Turnover by J. Redick (bad pass; steal by D. Carroll),,77,70
291,3,3:26.0,,Personal foul by G. Davis (drawn by P. Millsap),77,70
292,3,3:26.0,,P. Millsap makes free throw 1 of 2,77,71
293,3,3:26.0,,P. Millsap makes free throw 2 of 2,77,72
294,3,3:15.0,J. Crawford misses 3-pt jump shot from 24 ft,,77,72
295,3,3:13.0,,Defensive rebound by D. Carroll,77,72
296,3,3:04.0,,Shooting foul by G. Davis (drawn by P. Millsap),77,72
297,3,3:04.0,,P. Millsap makes free throw 1 of 2,77,73
298,3,3:04.0,R. Bullock enters the game for J. Redick,,77,73
299,3,3:04.0,,P. Millsap makes free throw 2 of 2,77,74
300,3,2:53.0,C. Paul misses 2-pt jump shot from 12 ft,,77,74
301,3,2:52.0,,Defensive rebound by D. Carroll,77,74
302,3,2:43.0,,P. Millsap misses 3-pt jump shot from 23 ft,77,74
303,3,2:41.0,Defensive rebound by J. Crawford,,77,74
304,3,2:30.0,C. Paul misses 3-pt jump shot from 24 ft,,77,74
305,3,2:29.0,,Defensive rebound by E. Brand,77,74
306,3,2:29.0,,Personal foul by R. Bullock (drawn by E. Brand),77,74
307,3,2:29.0,,E. Brand makes free throw 1 of 2,77,75
308,3,2:29.0,J. Farmar enters the game for C. Paul,,77,75
309,3,2:29.0,,E. Brand misses free throw 2 of 2,77,75
310,3,2:28.0,Defensive rebound by B. Griffin,,77,75
311,3,2:16.0,J. Crawford misses 2-pt layup from 2 ft (block by E. Brand),,77,75
312,3,2:16.0,Offensive rebound by Team,,77,75
313,3,2:16.0,,A. Horford enters the game for P. Millsap,77,75
314,3,2:08.0,B. Griffin misses 2-pt jump shot from 19 ft,,77,75
315,3,2:06.0,,Defensive rebound by J. Teague,77,75
316,3,2:01.0,,A. Horford misses 2-pt jump shot from 4 ft,77,75
317,3,1:59.0,Defensive rebound by R. Bullock,,77,75
318,3,1:46.0,Shooting foul by T. Sefolosha (drawn by J. Crawford),,77,75
319,3,1:46.0,J. Crawford makes free throw 1 of 2,,78,75
320,3,1:46.0,,K. Korver enters the game for D. Carroll,78,75
321,3,1:46.0,H. Türkoğlu enters the game for B. Griffin,,78,75
322,3,1:46.0,J. Crawford makes free throw 2 of 2,,79,75
323,3,1:33.0,,Shooting foul by J. Farmar (drawn by J. Teague),79,75
324,3,1:33.0,,J. Teague makes 2-pt layup from 2 ft (assist by K. Korver),79,77
325,3,1:33.0,,J. Teague makes free throw 1 of 1,79,78
326,3,1:26.0,Personal foul by E. Brand (drawn by G. Davis),,79,78
327,3,1:26.0,G. Davis makes free throw 1 of 2,,80,78
328,3,1:26.0,G. Davis makes free throw 2 of 2,,81,78
329,3,1:06.0,,Turnover by T. Sefolosha (step out of bounds),81,78
330,3,0:56.0,J. Farmar misses 2-pt jump shot from 22 ft,,81,78
331,3,0:55.0,Offensive rebound by Team,,81,78
332,3,0:55.0,,Loose ball foul by K. Korver (drawn by G. Davis),81,78
333,3,0:55.0,G. Davis misses free throw 1 of 2,,81,78
334,3,0:55.0,Offensive rebound by Team,,81,78
335,3,0:55.0,G. Davis misses free throw 2 of 2,,81,78
336,3,0:54.0,,Defensive rebound by A. Horford,81,78
337,3,0:41.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),81,81
338,3,0:29.0,J. Crawford makes 2-pt jump shot from 17 ft (assist by J. Farmar),,83,81
339,3,0:06.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,83,81
340,3,0:04.0,Defensive rebound by H. Türkoğlu,,83,81
341,3,0:01.0,Turnover by H. Türkoğlu (bad pass; steal by T. Sefolosha),,83,81
342,4,11:46.0,J. Crawford misses 2-pt jump shot from 6 ft,,83,81
343,4,11:44.0,,Defensive rebound by A. Horford,83,81
344,4,11:35.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by K. Korver),83,83
345,4,11:16.0,R. Bullock misses 3-pt jump shot from 24 ft,,83,83
346,4,11:12.0,,Defensive rebound by Team,83,83
347,4,10:59.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by J. Teague),83,86
348,4,10:45.0,J. Farmar misses 2-pt jump shot from 20 ft,,83,86
349,4,10:43.0,,Defensive rebound by K. Korver,83,86
350,4,10:33.0,,T. Sefolosha misses 2-pt layup from 1 ft,83,86
351,4,10:32.0,,Offensive rebound by A. Horford,83,86
352,4,10:32.0,,Shooting foul by D. Jordan (drawn by M. Scott),83,86
353,4,10:32.0,,M. Scott makes free throw 1 of 2,83,87
354,4,10:32.0,M. Barnes enters the game for H. Türkoğlu,,83,87
355,4,10:32.0,,D. Schröder enters the game for J. Teague,83,87
356,4,10:32.0,,M. Scott makes free throw 2 of 2,83,88
357,4,10:17.0,J. Crawford misses 2-pt jump shot from 8 ft,,83,88
358,4,10:15.0,,Defensive rebound by D. Schröder,83,88
359,4,9:55.0,,A. Horford makes 2-pt hook shot from 4 ft,83,90
360,4,9:31.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,85,90
361,4,9:16.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by D. Schröder),85,92
362,4,9:08.0,Personal foul by D. Schröder (drawn by J. Farmar),,85,92
363,4,9:08.0,C. Paul enters the game for J. Farmar,,85,92
364,4,9:08.0,J. Redick enters the game for R. Bullock,,85,92
365,4,8:50.0,J. Crawford misses 2-pt jump shot from 17 ft,,85,92
366,4,8:49.0,,Defensive rebound by T. Sefolosha,85,92
367,4,8:32.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by D. Schröder),85,94
368,4,8:18.0,J. Redick misses 2-pt jump shot from 18 ft,,85,94
369,4,8:17.0,Offensive rebound by D. Jordan,,85,94
370,4,8:12.0,C. Paul misses 2-pt jump shot from 15 ft,,85,94
371,4,8:11.0,Offensive rebound by D. Jordan,,85,94
372,4,8:11.0,Shooting foul by D. Schröder (drawn by D. Jordan),,85,94
373,4,8:11.0,Official timeout,,85,94
374,4,8:11.0,B. Griffin enters the game for M. Barnes,,85,94
375,4,8:11.0,D. Jordan misses free throw 1 of 2,,85,94
376,4,8:11.0,Offensive rebound by Team,,85,94
377,4,8:11.0,D. Jordan makes free throw 2 of 2,,86,94
378,4,7:51.0,,D. Schröder misses 2-pt jump shot from 18 ft (block by D. Jordan),86,94
379,4,7:49.0,Defensive rebound by C. Paul,,86,94
380,4,7:40.0,J. Crawford misses 3-pt jump shot from 25 ft,,86,94
381,4,7:38.0,,Defensive rebound by D. Schröder,86,94
382,4,7:35.0,,Shooting foul by C. Paul (drawn by M. Scott),86,94
383,4,7:35.0,,M. Scott misses free throw 1 of 2,86,94
384,4,7:35.0,,Offensive rebound by Team,86,94
