,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ATLANTA_ACTION,PORTLAND_SCORE,ATLANTA_SCORE
384,4,3:36.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Scott),91,97
385,4,3:34.0,Portland full timeout,,91,97
386,4,3:34.0,,A. Horford enters the game for K. Korver,91,97
387,4,3:34.0,,K. Bazemore enters the game for M. Scott,91,97
388,4,3:34.0,C. Kaman enters the game for D. Wright,,91,97
389,4,3:23.0,D. Lillard misses 3-pt jump shot from 25 ft,,91,97
390,4,3:21.0,,Defensive rebound by K. Bazemore,91,97
391,4,3:14.0,Offensive charge foul by P. Millsap (drawn by D. Lillard),,91,97
392,4,3:14.0,,Turnover by P. Millsap (offensive foul),91,97
393,4,2:57.0,Shooting foul by K. Bazemore (drawn by L. Aldridge),,91,97
394,4,2:57.0,L. Aldridge makes free throw 1 of 2,,92,97
395,4,2:57.0,,K. Korver enters the game for D. Schröder,92,97
396,4,2:57.0,L. Aldridge makes free throw 2 of 2,,93,97
397,4,2:41.0,,Turnover by K. Bazemore (bad pass; steal by L. Aldridge),93,97
398,4,2:30.0,D. Lillard misses 3-pt jump shot from 23 ft,,93,97
399,4,2:27.0,Offensive rebound by L. Aldridge,,93,97
400,4,2:25.0,Turnover by C. Kaman (bad pass; steal by K. Korver),,93,97
401,4,2:19.0,,J. Teague makes 2-pt layup from 1 ft (assist by A. Horford),93,99
402,4,2:03.0,L. Aldridge makes 2-pt jump shot from 16 ft,,95,99
403,4,1:45.0,,P. Millsap misses 3-pt jump shot from 24 ft,95,99
404,4,1:44.0,Defensive rebound by C. Kaman,,95,99
405,4,1:35.0,L. Aldridge misses 2-pt jump shot from 17 ft,,95,99
406,4,1:33.0,,Defensive rebound by A. Horford,95,99
407,4,1:30.0,,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),95,101
408,4,1:21.0,N. Batum makes 2-pt jump shot from 17 ft (assist by W. Matthews),,97,101
409,4,1:06.0,,J. Teague makes 2-pt jump shot from 15 ft,97,103
410,4,0:58.0,Personal foul by K. Bazemore (drawn by W. Matthews),,97,103
411,4,0:58.0,W. Matthews makes free throw 1 of 2,,98,103
412,4,0:58.0,W. Matthews makes free throw 2 of 2,,99,103
413,4,0:33.0,,A. Horford misses 2-pt jump shot from 17 ft,99,103
414,4,0:31.0,Defensive rebound by D. Lillard,,99,103
415,4,0:24.0,N. Batum misses 3-pt jump shot from 24 ft,,99,103
416,4,0:21.0,,Defensive rebound by Team,99,103
417,4,0:21.0,S. Blake enters the game for C. Kaman,,99,103
418,4,0:20.0,,Personal take foul by N. Batum (drawn by J. Teague),99,103
419,4,0:20.0,,Atlanta full timeout,99,103
420,4,0:20.0,,D. Schröder enters the game for K. Bazemore,99,103
421,4,0:18.0,,Turnover by A. Horford (bad pass; steal by D. Lillard),99,103
422,4,0:12.0,W. Matthews misses 3-pt jump shot from 23 ft,,99,103
423,4,0:11.0,,Defensive rebound by P. Millsap,99,103
424,4,0:11.0,,K. Bazemore enters the game for D. Schröder,99,103
425,4,0:10.0,Loose ball foul by S. Blake (drawn by K. Korver),,99,103
426,4,0:10.0,,K. Korver makes free throw 1 of 2,99,104
427,4,0:10.0,C. Kaman enters the game for S. Blake,,99,104
428,4,0:10.0,,K. Korver makes free throw 2 of 2,99,105
429,4,0:10.0,Portland full timeout,,99,105
430,4,0:10.0,D. Wright enters the game for C. Kaman,,99,105
431,4,0:08.0,L. Aldridge misses 3-pt jump shot from 26 ft,,99,105
432,4,0:06.0,,Defensive rebound by A. Horford,99,105
