,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
233,3,7:38.0,Offensive rebound by A. Horford,,54,79
234,3,7:32.0,J. Jenkins makes 2-pt jump shot from 21 ft (assist by A. Horford),,56,79
235,3,7:29.0,,L. James misses 2-pt layup at rim,56,79
236,3,7:29.0,,Offensive rebound by L. James,56,79
237,3,7:29.0,,Turnover by L. James (traveling),56,79
238,3,7:17.0,Turnover by J. Teague (bad pass; steal by K. Irving),,56,79
239,3,7:15.0,,K. Irving makes 2-pt layup from 1 ft (assist by K. Love),56,81
240,3,7:07.0,J. Teague misses 2-pt jump shot from 6 ft,,56,81
241,3,7:06.0,,Defensive rebound by A. Varejão,56,81
242,3,6:55.0,,K. Love misses 3-pt jump shot from 22 ft,56,81
243,3,6:55.0,Defensive rebound by Team,,56,81
244,3,6:55.0,,Loose ball foul by A. Varejão (drawn by J. Teague),56,81
245,3,6:53.0,,T. Thompson enters the game for A. Varejão,56,81
246,3,6:38.0,J. Teague misses 2-pt jump shot from 16 ft,,56,81
247,3,6:37.0,,Defensive rebound by T. Thompson,56,81
248,3,6:29.0,,L. James makes 2-pt layup at rim,56,83
249,3,6:13.0,P. Millsap misses 2-pt layup from 2 ft,,56,83
250,3,6:12.0,,Defensive rebound by K. Irving,56,83
251,3,6:05.0,,Personal foul by J. Teague (drawn by K. Love),56,83
252,3,6:05.0,Atlanta full timeout,,56,83
253,3,6:05.0,,J. Harris enters the game for L. James,56,83
254,3,6:05.0,K. Bazemore enters the game for T. Sefolosha,,56,83
255,3,5:53.0,,K. Love misses 3-pt jump shot from 25 ft,56,83
256,3,5:52.0,Defensive rebound by K. Bazemore,,56,83
257,3,5:32.0,J. Jenkins makes 2-pt layup from 1 ft (assist by P. Millsap),,58,83
258,3,5:32.0,Shooting foul by J. Harris (drawn by J. Jenkins),,58,83
259,3,5:32.0,J. Jenkins makes free throw 1 of 1,,59,83
260,3,5:16.0,,D. Waiters misses 3-pt jump shot from 23 ft,59,83
261,3,5:15.0,Defensive rebound by P. Millsap,,59,83
262,3,5:10.0,J. Jenkins misses 3-pt jump shot from 23 ft,,59,83
263,3,5:08.0,,Defensive rebound by T. Thompson,59,83
264,3,4:56.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Love),59,85
265,3,4:34.0,A. Horford misses 3-pt jump shot from 23 ft,,59,85
266,3,4:34.0,Offensive rebound by Team,,59,85
267,3,4:34.0,,Loose ball foul by J. Harris (drawn by J. Jenkins),59,85
268,3,4:22.0,Personal foul by J. Harris (drawn by J. Jenkins),,59,85
269,3,4:22.0,,L. James enters the game for J. Harris,59,85
270,3,4:15.0,Turnover by J. Jenkins (bad pass; steal by T. Thompson),,59,85
271,3,4:10.0,,L. James makes 2-pt layup at rim,59,87
272,3,3:52.0,K. Bazemore misses 3-pt jump shot from 25 ft,,59,87
273,3,3:51.0,,Defensive rebound by L. James,59,87
274,3,3:42.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),59,90
275,3,3:29.0,Personal foul by T. Thompson (drawn by P. Millsap),,59,90
276,3,3:29.0,P. Millsap makes free throw 1 of 2,,60,90
277,3,3:29.0,S. Mack enters the game for J. Jenkins,,60,90
278,3,3:29.0,M. Muscala enters the game for A. Horford,,60,90
279,3,3:29.0,,S. Marion enters the game for K. Irving,60,90
280,3,3:29.0,P. Millsap makes free throw 2 of 2,,61,90
281,3,3:14.0,,D. Waiters misses 2-pt jump shot from 5 ft,61,90
282,3,3:13.0,Defensive rebound by P. Millsap,,61,90
283,3,3:10.0,K. Bazemore makes 2-pt dunk at rim (assist by P. Millsap),,63,90
284,3,2:58.0,,Turnover by D. Waiters (bad pass; steal by P. Millsap),63,90
285,3,2:53.0,Turnover by M. Muscala (step out of bounds),,63,90
286,3,2:53.0,M. Scott enters the game for P. Millsap,,63,90
287,3,2:39.0,,K. Love misses 2-pt jump shot from 3 ft,63,90
288,3,2:36.0,,Offensive rebound by L. James,63,90
289,3,2:36.0,,L. James makes 2-pt tip-in at rim,63,92
290,3,2:16.0,S. Mack misses 3-pt jump shot from 24 ft,,63,92
291,3,2:15.0,,Defensive rebound by K. Love,63,92
292,3,2:03.0,,S. Marion makes 2-pt jump shot from 6 ft (assist by L. James),63,94
293,3,1:57.0,K. Bazemore misses 2-pt jump shot from 4 ft (block by L. James),,63,94
294,3,1:57.0,Offensive rebound by Team,,63,94
295,3,1:48.0,M. Scott misses 3-pt jump shot from 25 ft,,63,94
296,3,1:48.0,Offensive rebound by Team,,63,94
297,3,1:48.0,Personal foul by K. Love (drawn by M. Muscala),,63,94
298,3,1:48.0,M. Muscala makes free throw 1 of 2,,64,94
299,3,1:48.0,M. Muscala misses free throw 2 of 2,,64,94
300,3,1:46.0,,Defensive rebound by K. Love,64,94
301,3,1:35.0,,T. Thompson makes 2-pt layup from 1 ft,64,96
302,3,1:35.0,,Shooting foul by M. Muscala (drawn by T. Thompson),64,96
303,3,1:35.0,,T. Thompson makes free throw 1 of 1,64,97
304,3,1:28.0,Turnover by K. Bazemore (bad pass; steal by D. Waiters),,64,97
305,3,1:11.0,,D. Waiters makes 2-pt layup from 2 ft (assist by L. James),64,99
306,3,0:59.0,Turnover by M. Scott (lost ball; steal by D. Waiters),,64,99
307,3,0:56.0,,S. Marion makes 2-pt dunk at rim (assist by D. Waiters),64,101
308,3,0:38.0,M. Muscala makes 2-pt layup from 1 ft,,66,101
309,3,0:23.0,,D. Waiters misses 2-pt dunk at rim (block by M. Muscala),66,101
310,3,0:19.0,Defensive rebound by S. Mack,,66,101
311,3,0:17.0,,Technical foul by D. Waiters,66,101
312,3,0:17.0,M. Scott makes technical free throw,,67,101
313,3,0:12.0,D. Schröder enters the game for J. Teague,,67,101
314,3,0:02.0,M. Scott makes 2-pt jump shot from 13 ft (assist by D. Schröder),,69,101
315,4,11:42.0,M. Muscala makes 2-pt jump shot from 19 ft (assist by S. Mack),,71,101
316,4,11:17.0,,J. Harris misses 2-pt jump shot from 7 ft,71,101
317,4,11:16.0,,Offensive rebound by T. Thompson,71,101
318,4,11:15.0,,T. Thompson makes 2-pt dunk at rim,71,103
319,4,10:53.0,K. Bazemore misses 2-pt jump shot from 10 ft,,71,103
320,4,10:52.0,,Defensive rebound by S. Marion,71,103
321,4,10:33.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by D. Waiters),71,106
322,4,10:22.0,Shooting foul by S. Marion (drawn by D. Schröder),,71,106
323,4,10:22.0,D. Schröder makes free throw 1 of 2,,72,106
324,4,10:22.0,J. Jenkins enters the game for K. Bazemore,,72,106
325,4,10:22.0,D. Schröder makes free throw 2 of 2,,73,106
326,4,10:07.0,,D. Waiters misses 2-pt jump shot from 19 ft,73,106
327,4,10:05.0,Defensive rebound by D. Schröder,,73,106
328,4,10:03.0,Turnover by D. Schröder (lost ball; steal by K. Irving),,73,106
329,4,9:59.0,,T. Thompson makes 2-pt dunk at rim (assist by D. Waiters),73,108
330,4,9:50.0,Personal foul by K. Irving (drawn by D. Schröder),,73,108
331,4,9:50.0,,W. Cherry enters the game for K. Irving,73,108
332,4,9:31.0,S. Mack makes 2-pt layup at rim (assist by D. Schröder),,75,108
333,4,9:20.0,,Offensive foul by J. Harris (drawn by M. Muscala),75,108
334,4,9:20.0,,Turnover by J. Harris (offensive foul),75,108
335,4,9:10.0,J. Jenkins misses 2-pt layup from 1 ft (block by T. Thompson),,75,108
336,4,9:10.0,Offensive rebound by Team,,75,108
337,4,9:10.0,,L. Amundson enters the game for S. Marion,75,108
338,4,9:02.0,M. Scott misses 2-pt jump shot from 10 ft,,75,108
339,4,9:00.0,,Defensive rebound by T. Thompson,75,108
340,4,8:52.0,,W. Cherry misses 3-pt jump shot from 26 ft,75,108
341,4,8:51.0,Defensive rebound by J. Jenkins,,75,108
342,4,8:46.0,Turnover by S. Mack (bad pass; steal by D. Waiters),,75,108
343,4,8:37.0,,L. Amundson makes 2-pt dunk at rim (assist by W. Cherry),75,110
344,4,8:30.0,Atlanta full timeout,,75,110
345,4,8:30.0,,B. Haywood enters the game for T. Thompson,75,110
346,4,8:30.0,K. Bazemore enters the game for D. Schröder,,75,110
347,4,8:30.0,E. Brand enters the game for M. Muscala,,75,110
348,4,8:20.0,J. Jenkins misses 3-pt jump shot from 24 ft,,75,110
349,4,8:19.0,,Defensive rebound by J. Harris,75,110
350,4,8:01.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by W. Cherry),75,113
351,4,7:49.0,M. Scott misses 3-pt jump shot from 25 ft,,75,113
352,4,7:48.0,,Defensive rebound by B. Haywood,75,113
353,4,7:35.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Waiters),75,116
354,4,7:24.0,M. Scott makes 2-pt jump shot from 16 ft (assist by S. Mack),,77,116
355,4,7:05.0,,B. Haywood misses 2-pt jump shot from 7 ft,77,116
356,4,7:03.0,,Offensive rebound by W. Cherry,77,116
357,4,7:00.0,,Turnover by B. Haywood (traveling),77,116
358,4,6:49.0,K. Bazemore misses 3-pt jump shot from 26 ft,,77,116
359,4,6:48.0,,Defensive rebound by J. Harris,77,116
360,4,6:35.0,,W. Cherry makes 3-pt jump shot from 25 ft (assist by D. Waiters),77,119
361,4,6:27.0,J. Jenkins misses 2-pt jump shot from 17 ft,,77,119
362,4,6:26.0,,Defensive rebound by B. Haywood,77,119
363,4,6:20.0,,Shooting foul by M. Scott (drawn by W. Cherry),77,119
364,4,6:20.0,,W. Cherry misses free throw 1 of 2,77,119
365,4,6:20.0,,Offensive rebound by Team,77,119
366,4,6:20.0,M. Muscala enters the game for M. Scott,,77,119
367,4,6:20.0,,J. Jones enters the game for D. Waiters,77,119
368,4,6:20.0,,W. Cherry makes free throw 2 of 2,77,120
369,4,6:07.0,S. Mack misses 3-pt jump shot from 25 ft,,77,120
370,4,6:06.0,,Defensive rebound by L. Amundson,77,120
371,4,5:56.0,,L. Amundson misses 2-pt layup from 1 ft,77,120
372,4,5:55.0,Defensive rebound by S. Mack,,77,120
373,4,5:49.0,E. Brand makes 2-pt jump shot from 15 ft (assist by S. Mack),,79,120
374,4,5:22.0,,Turnover by J. Harris (bad pass),79,120
375,4,5:22.0,Official timeout,,79,120
376,4,5:07.0,K. Bazemore misses 2-pt jump shot from 16 ft,,79,120
377,4,5:06.0,,Defensive rebound by B. Haywood,79,120
378,4,4:57.0,,J. Jones misses 3-pt jump shot from 24 ft,79,120
379,4,4:56.0,Defensive rebound by S. Mack,,79,120
380,4,4:44.0,E. Brand makes 2-pt jump shot from 15 ft (assist by S. Mack),,81,120
381,4,4:31.0,,J. Harris misses 3-pt jump shot from 25 ft,81,120
382,4,4:30.0,Defensive rebound by E. Brand,,81,120
383,4,4:19.0,S. Mack makes 2-pt layup from 1 ft,,83,120
384,4,4:01.0,,Turnover by W. Cherry (bad pass),83,120
385,4,3:47.0,Turnover by E. Brand (lost ball; steal by W. Cherry),,83,120
386,4,3:42.0,,W. Cherry misses 2-pt layup at rim,83,120
