,QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
45,1,6:08.0,L. Deng makes 2-pt layup at rim (assist by G. Dragić),,14,11
46,1,6:01.0,,Milwaukee full timeout,14,11
47,1,6:01.0,H. Walker enters the game for U. Haslem,,14,11
48,1,6:01.0,M. Chalmers enters the game for G. Dragić,,14,11
49,1,5:47.0,,Z. Pachulia makes 2-pt dunk at rim (assist by J. Bayless),14,13
50,1,5:24.0,,Offensive charge foul by D. Wade (drawn by E. İlyasova),14,13
51,1,5:24.0,Turnover by D. Wade (offensive foul),,14,13
52,1,5:13.0,,E. İlyasova makes 2-pt layup at rim (assist by Z. Pachulia),14,15
53,1,4:59.0,M. Chalmers misses 2-pt layup at rim,,14,15
54,1,4:57.0,Offensive rebound by H. Whiteside,,14,15
55,1,4:57.0,H. Whiteside misses 2-pt tip-in from 1 ft,,14,15
56,1,4:56.0,,Defensive rebound by M. Carter-Williams,14,15
57,1,4:42.0,,K. Middleton misses 2-pt jump shot from 16 ft,14,15
58,1,4:41.0,Defensive rebound by H. Whiteside,,14,15
59,1,4:32.0,H. Whiteside misses 2-pt layup from 1 ft (block by Z. Pachulia),,14,15
60,1,4:29.0,,Defensive rebound by E. İlyasova,14,15
61,1,4:18.0,,E. İlyasova makes 2-pt layup at rim (assist by M. Carter-Williams),14,17
62,1,4:17.0,Miami full timeout,,14,17
63,1,4:17.0,G. Dragić enters the game for D. Wade,,14,17
64,1,4:17.0,,J. Henson enters the game for Z. Pachulia,14,17
65,1,3:59.0,G. Dragić makes 2-pt layup at rim,,16,17
66,1,3:42.0,,K. Middleton misses 3-pt jump shot from 22 ft,16,17
67,1,3:41.0,,Offensive rebound by J. Bayless,16,17
68,1,3:38.0,,J. Bayless misses 2-pt jump shot from 16 ft,16,17
69,1,3:38.0,,Offensive rebound by Team,16,17
70,1,3:38.0,Loose ball foul by M. Chalmers (drawn by J. Henson),,16,17
71,1,3:25.0,,J. Bayless makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),16,19
72,1,3:18.0,Offensive foul by G. Dragić (drawn by E. İlyasova),,16,19
73,1,3:18.0,Turnover by G. Dragić (offensive foul),,16,19
74,1,3:12.0,,Personal foul by G. Dragić (drawn by M. Carter-Williams),16,19
75,1,2:57.0,,K. Middleton misses 2-pt layup from 1 ft,16,19
76,1,2:57.0,,Offensive rebound by K. Middleton,16,19
77,1,2:57.0,,Shooting foul by L. Deng (drawn by K. Middleton),16,19
78,1,2:57.0,,K. Middleton makes free throw 1 of 2,16,20
79,1,2:57.0,,K. Middleton misses free throw 2 of 2,16,20
80,1,2:55.0,Defensive rebound by L. Deng,,16,20
81,1,2:40.0,L. Deng misses 2-pt jump shot from 17 ft,,16,20
82,1,2:39.0,Offensive rebound by H. Whiteside,,16,20
83,1,2:37.0,H. Whiteside makes 2-pt layup from 1 ft,,18,20
84,1,2:37.0,Shooting foul by J. Henson (drawn by H. Whiteside),,18,20
85,1,2:37.0,H. Whiteside makes free throw 1 of 1,,19,20
86,1,2:24.0,,Turnover by M. Carter-Williams (bad pass),19,20
87,1,2:12.0,Shooting foul by M. Carter-Williams (drawn by M. Chalmers),,19,20
88,1,2:12.0,M. Chalmers makes free throw 1 of 2,,20,20
89,1,2:12.0,,T. Ennis enters the game for M. Carter-Williams,20,20
90,1,2:12.0,M. Chalmers makes free throw 2 of 2,,21,20
91,1,2:01.0,,Turnover by T. Ennis (bad pass; steal by M. Chalmers),21,20
92,1,1:57.0,M. Chalmers makes 2-pt layup at rim,,23,20
93,1,1:37.0,,J. Bayless misses 2-pt jump shot from 7 ft (block by H. Whiteside),23,20
94,1,1:37.0,,Offensive rebound by J. Henson,23,20
95,1,1:37.0,,Shooting foul by H. Whiteside (drawn by J. Henson),23,20
96,1,1:37.0,,J. Henson makes 2-pt layup from 1 ft,23,22
97,1,1:37.0,C. Andersen enters the game for H. Whiteside,,23,22
98,1,1:37.0,M. Beasley enters the game for L. Deng,,23,22
99,1,1:37.0,,J. Henson misses free throw 1 of 1,23,22
100,1,1:36.0,Defensive rebound by H. Walker,,23,22
101,1,1:19.0,Personal foul by J. Bayless (drawn by G. Dragić),,23,22
102,1,1:19.0,G. Dragić misses free throw 1 of 2,,23,22
103,1,1:19.0,Offensive rebound by Team,,23,22
104,1,1:19.0,G. Dragić misses free throw 2 of 2,,23,22
105,1,1:18.0,Offensive rebound by M. Beasley,,23,22
106,1,1:07.0,G. Dragić makes 2-pt layup at rim,,25,22
107,1,0:52.0,,E. İlyasova misses 3-pt jump shot from 25 ft,25,22
108,1,0:50.0,Defensive rebound by C. Andersen,,25,22
109,1,0:42.0,G. Dragić misses 2-pt jump shot from 11 ft,,25,22
110,1,0:41.0,,Defensive rebound by K. Middleton,25,22
111,1,0:31.0,,K. Middleton misses 3-pt jump shot from 24 ft,25,22
112,1,0:30.0,Defensive rebound by M. Beasley,,25,22
113,1,0:18.0,C. Andersen makes 2-pt jump shot from 16 ft,,27,22
114,1,0:00.0,,E. İlyasova misses 2-pt jump shot from 19 ft,27,22
115,1,0:00.0,,Offensive rebound by Team,27,22
116,2,11:39.0,M. Beasley misses 2-pt jump shot from 13 ft,,27,22
117,2,11:38.0,Offensive rebound by Team,,27,22
118,2,11:31.0,,Loose ball foul by J. Henson (drawn by C. Andersen),27,22
119,2,11:31.0,Turnover by C. Andersen (3 sec),,27,22
120,2,11:17.0,,J. Henson misses 2-pt layup at rim,27,22
121,2,11:17.0,,Offensive rebound by M. Plumlee,27,22
122,2,11:17.0,,M. Plumlee misses 2-pt layup from 1 ft,27,22
123,2,11:17.0,Defensive rebound by Team,,27,22
124,2,10:58.0,M. Chalmers makes 2-pt jump shot from 3 ft,,29,22
125,2,10:58.0,Shooting foul by T. Ennis (drawn by M. Chalmers),,29,22
126,2,10:58.0,M. Chalmers makes free throw 1 of 1,,30,22
127,2,10:34.0,,Turnover by Team (shot clock),30,22
128,2,10:25.0,M. Chalmers makes 2-pt layup at rim (assist by C. Andersen),,32,22
129,2,10:08.0,,J. Henson makes 2-pt layup at rim (assist by J. Bayless),32,24
130,2,10:08.0,,Shooting foul by M. Chalmers (drawn by J. Henson),32,24
131,2,10:08.0,,M. Carter-Williams enters the game for T. Ennis,32,24
132,2,10:08.0,,J. Henson makes free throw 1 of 1,32,25
133,2,9:53.0,Turnover by H. Walker (step out of bounds),,32,25
134,2,9:53.0,D. Wade enters the game for G. Dragić,,32,25
135,2,9:34.0,,M. Plumlee misses 2-pt hook shot from 6 ft,32,25
136,2,9:33.0,Defensive rebound by M. Beasley,,32,25
137,2,9:22.0,D. Wade makes 2-pt jump shot from 18 ft,,34,25
138,2,9:06.0,,Shooting block foul by M. Beasley (drawn by G. Antetokounmpo),34,25
139,2,9:06.0,,G. Antetokounmpo makes free throw 1 of 2,34,26
140,2,9:06.0,,Z. Pachulia enters the game for J. Henson,34,26
141,2,9:06.0,,G. Antetokounmpo makes free throw 2 of 2,34,27
142,2,8:44.0,M. Chalmers misses 2-pt jump shot from 9 ft,,34,27
143,2,8:43.0,,Defensive rebound by J. Bayless,34,27
144,2,8:38.0,,Shooting foul by H. Walker (drawn by M. Carter-Williams),34,27
145,2,8:38.0,Official timeout,,34,27
146,2,8:38.0,,M. Carter-Williams makes free throw 1 of 2,34,28
147,2,8:38.0,,M. Carter-Williams makes free throw 2 of 2,34,29
148,2,8:15.0,Turnover by H. Walker (bad pass; steal by J. Bayless),,34,29
149,2,8:11.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Bayless),34,31
150,2,7:55.0,D. Wade misses 2-pt jump shot from 19 ft,,34,31
151,2,7:54.0,,Defensive rebound by Z. Pachulia,34,31
152,2,7:48.0,,J. Bayless misses 3-pt jump shot from 23 ft,34,31
153,2,7:47.0,Defensive rebound by D. Wade,,34,31
154,2,7:37.0,D. Wade makes 2-pt layup from 2 ft,,36,31
155,2,7:21.0,,J. Bayless makes 2-pt layup at rim (assist by Z. Pachulia),36,33
156,2,7:19.0,Miami full timeout,,36,33
157,2,7:19.0,L. Deng enters the game for M. Chalmers,,36,33
158,2,7:19.0,H. Whiteside enters the game for C. Andersen,,36,33
159,2,7:02.0,L. Deng misses 2-pt jump shot from 15 ft,,36,33
160,2,7:01.0,,Defensive rebound by M. Carter-Williams,36,33
161,2,6:44.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,36,33
162,2,6:43.0,Defensive rebound by H. Whiteside,,36,33
163,2,6:31.0,Turnover by D. Wade (bad pass; steal by Z. Pachulia),,36,33
164,2,6:27.0,,Turnover by M. Carter-Williams (lost ball),36,33
165,2,6:27.0,,K. Middleton enters the game for J. Bayless,36,33
166,2,6:06.0,M. Beasley misses 2-pt jump shot from 14 ft,,36,33
167,2,6:04.0,Offensive rebound by H. Whiteside,,36,33
168,2,6:02.0,H. Whiteside misses 2-pt layup at rim (block by G. Antetokounmpo),,36,33
169,2,6:00.0,,Defensive rebound by Z. Pachulia,36,33
170,2,5:50.0,,M. Plumlee makes 2-pt layup at rim (assist by Z. Pachulia),36,35
171,2,5:41.0,G. Dragić enters the game for H. Walker,,36,35
172,2,5:41.0,C. Andersen enters the game for H. Whiteside,,36,35
173,2,5:22.0,D. Wade misses 3-pt jump shot from 25 ft,,36,35
174,2,5:21.0,,Defensive rebound by M. Plumlee,36,35
175,2,5:00.0,,Shooting block foul by C. Andersen (drawn by Z. Pachulia),36,35
176,2,5:00.0,,Z. Pachulia makes free throw 1 of 2,36,36
177,2,5:00.0,M. Chalmers enters the game for D. Wade,,36,36
178,2,5:00.0,,Z. Pachulia makes free throw 2 of 2,36,37
179,2,4:56.0,Turnover by M. Chalmers (bad pass; steal by Z. Pachulia),,36,37
180,2,4:52.0,,Z. Pachulia makes 2-pt dunk at rim,36,39
181,2,4:33.0,M. Beasley misses 3-pt jump shot from 25 ft,,36,39
182,2,4:32.0,,Defensive rebound by G. Antetokounmpo,36,39
183,2,4:21.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft (assist by M. Plumlee),36,41
184,2,4:14.0,Miami full timeout,,36,41
185,2,4:04.0,G. Dragić makes 2-pt jump shot from 14 ft,,38,41
186,2,3:41.0,,K. Middleton misses 3-pt jump shot from 26 ft,38,41
187,2,3:40.0,,Offensive rebound by M. Plumlee,38,41
188,2,3:25.0,,M. Plumlee makes 2-pt dunk at rim (assist by K. Middleton),38,43
189,2,3:10.0,L. Deng makes 3-pt jump shot from 25 ft (assist by G. Dragić),,41,43
190,2,2:46.0,,Turnover by K. Middleton (lost ball; steal by M. Chalmers),41,43
191,2,2:43.0,G. Dragić makes 2-pt layup at rim (assist by M. Chalmers),,43,43
192,2,2:43.0,Shooting foul by M. Carter-Williams (drawn by G. Dragić),,43,43
193,2,2:43.0,,Milwaukee full timeout,43,43
194,2,2:43.0,D. Wade enters the game for M. Chalmers,,43,43
195,2,2:43.0,,J. Bayless enters the game for M. Carter-Williams,43,43
196,2,2:43.0,,E. İlyasova enters the game for M. Plumlee,43,43
197,2,2:43.0,G. Dragić makes free throw 1 of 1,,44,43
198,2,2:33.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by E. İlyasova),44,45
199,2,2:08.0,L. Deng misses 2-pt layup from 1 ft,,44,45
200,2,2:06.0,Offensive rebound by C. Andersen,,44,45
201,2,2:06.0,C. Andersen misses 2-pt tip-in from 1 ft,,44,45
202,2,2:05.0,Offensive rebound by C. Andersen,,44,45
203,2,2:04.0,C. Andersen misses 2-pt tip-in at rim (block by J. Bayless),,44,45
204,2,2:02.0,,Defensive rebound by G. Antetokounmpo,44,45
205,2,1:57.0,,E. İlyasova misses 2-pt layup at rim,44,45
206,2,1:56.0,,Offensive rebound by Z. Pachulia,44,45
207,2,1:54.0,,Z. Pachulia makes 2-pt layup from 1 ft,44,47
208,2,1:43.0,Personal block foul by E. İlyasova (drawn by G. Dragić),,44,47
209,2,1:30.0,G. Dragić makes 3-pt jump shot from 23 ft,,47,47
210,2,1:17.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by E. İlyasova),47,49
211,2,0:59.0,D. Wade makes 2-pt jump shot from 15 ft,,49,49
212,2,0:45.0,,Turnover by E. İlyasova (lost ball; steal by G. Dragić),49,49
213,2,0:36.0,M. Beasley makes 2-pt layup at rim (assist by D. Wade),,51,49
214,2,0:33.0,,K. Middleton misses 2-pt jump shot from 20 ft,51,49
215,2,0:31.0,Defensive rebound by G. Dragić,,51,49
216,2,0:08.0,M. Beasley misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,51,49
217,2,0:06.0,,Defensive rebound by Z. Pachulia,51,49
218,2,0:00.0,,Turnover by J. Bayless (bad pass; steal by D. Wade),51,49
219,2,0:00.0,D. Wade misses 3-pt jump shot from 70 ft,,51,49
220,2,0:00.0,Offensive rebound by Team,,51,49
221,3,11:34.0,U. Haslem misses 2-pt layup at rim (block by E. İlyasova),,51,49
222,3,11:31.0,,Defensive rebound by G. Antetokounmpo,51,49
223,3,11:21.0,,Offensive foul by Z. Pachulia (drawn by G. Dragić),51,49
224,3,11:21.0,,Turnover by Z. Pachulia (offensive foul),51,49
225,3,11:13.0,Turnover by D. Wade (bad pass),,51,49
226,3,11:02.0,,Z. Pachulia makes 2-pt layup at rim (assist by M. Carter-Williams),51,51
227,3,11:02.0,,Shooting foul by L. Deng (drawn by Z. Pachulia),51,51
228,3,11:02.0,,Z. Pachulia misses free throw 1 of 1,51,51
229,3,11:00.0,,Offensive rebound by G. Antetokounmpo,51,51
230,3,10:56.0,,G. Antetokounmpo misses 2-pt hook shot from 2 ft,51,51
231,3,10:56.0,,Offensive rebound by Z. Pachulia,51,51
232,3,10:56.0,Personal foul by E. İlyasova (drawn by U. Haslem),,51,51
233,3,10:56.0,,Personal foul by U. Haslem,51,51
234,3,10:47.0,,E. İlyasova misses 2-pt layup at rim,51,51
235,3,10:45.0,Defensive rebound by M. Beasley,,51,51
236,3,10:28.0,Turnover by D. Wade (lost ball; steal by E. İlyasova),,51,51
237,3,10:25.0,Offensive charge foul by G. Antetokounmpo (drawn by M. Beasley),,51,51
238,3,10:25.0,,Turnover by G. Antetokounmpo (offensive foul),51,51
239,3,10:15.0,M. Beasley misses 3-pt jump shot from 23 ft,,51,51
240,3,10:12.0,,Defensive rebound by M. Carter-Williams,51,51
241,3,9:49.0,,Turnover by G. Antetokounmpo (lost ball; steal by D. Wade),51,51
242,3,9:33.0,G. Dragić misses 3-pt jump shot from 26 ft,,51,51
243,3,9:32.0,,Defensive rebound by E. İlyasova,51,51
244,3,9:28.0,,Shooting foul by U. Haslem (drawn by G. Antetokounmpo),51,51
245,3,9:28.0,,G. Antetokounmpo makes free throw 1 of 2,51,52
246,3,9:28.0,,G. Antetokounmpo makes free throw 2 of 2,51,53
247,3,9:17.0,M. Beasley makes 2-pt jump shot from 7 ft (assist by D. Wade),,53,53
248,3,9:03.0,,Turnover by M. Carter-Williams (lost ball; steal by M. Beasley),53,53
249,3,8:43.0,D. Wade makes 2-pt jump shot from 13 ft (assist by M. Beasley),,55,53
250,3,8:19.0,,K. Middleton misses 2-pt jump shot from 10 ft,55,53
251,3,8:19.0,,Offensive rebound by Team,55,53
252,3,8:19.0,Loose ball foul by U. Haslem (drawn by Z. Pachulia),,55,53
253,3,8:19.0,H. Walker enters the game for M. Beasley,,55,53
254,3,8:14.0,,K. Middleton misses 2-pt jump shot from 16 ft,55,53
255,3,8:13.0,Defensive rebound by L. Deng,,55,53
256,3,8:01.0,H. Walker makes 3-pt jump shot from 25 ft (assist by L. Deng),,58,53
257,3,7:45.0,,K. Middleton makes 2-pt dunk at rim (assist by Z. Pachulia),58,55
258,3,7:30.0,Shooting foul by K. Middleton (drawn by D. Wade),,58,55
259,3,7:30.0,D. Wade makes free throw 1 of 2,,59,55
260,3,7:30.0,,J. Bayless enters the game for M. Carter-Williams,59,55
261,3,7:30.0,C. Andersen enters the game for U. Haslem,,59,55
262,3,7:30.0,D. Wade makes free throw 2 of 2,,60,55
263,3,7:21.0,,Z. Pachulia misses 2-pt layup from 2 ft,60,55
264,3,7:19.0,,Offensive rebound by E. İlyasova,60,55
265,3,7:19.0,,E. İlyasova makes 2-pt tip-in at rim,60,57
266,3,7:06.0,L. Deng makes 3-pt jump shot from 23 ft (assist by G. Dragić),,63,57
267,3,6:53.0,,K. Middleton misses 3-pt jump shot from 24 ft,63,57
268,3,6:52.0,,Offensive rebound by E. İlyasova,63,57
269,3,6:52.0,,E. İlyasova misses 2-pt tip-in at rim,63,57
270,3,6:51.0,Defensive rebound by D. Wade,,63,57
271,3,6:41.0,L. Deng misses 2-pt jump shot from 13 ft,,63,57
272,3,6:40.0,,Defensive rebound by G. Antetokounmpo,63,57
273,3,6:21.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,63,57
274,3,6:20.0,Defensive rebound by Team,,63,57
275,3,6:20.0,M. Chalmers enters the game for G. Dragić,,63,57
276,3,6:04.0,Def 3 sec tech foul by Z. Pachulia,,63,57
277,3,6:04.0,D. Wade makes technical free throw,,64,57
278,3,5:50.0,Turnover by Team (shot clock),,64,57
279,3,5:50.0,,Milwaukee full timeout,64,57
280,3,5:50.0,,O. Mayo enters the game for E. İlyasova,64,57
281,3,5:29.0,,Z. Pachulia misses 2-pt jump shot from 12 ft,64,57
282,3,5:28.0,Defensive rebound by H. Walker,,64,57
283,3,5:15.0,M. Chalmers makes 3-pt jump shot from 23 ft (assist by L. Deng),,67,57
284,3,5:09.0,,J. Bayless misses 2-pt layup from 1 ft (block by C. Andersen),67,57
285,3,5:06.0,,Offensive rebound by Z. Pachulia,67,57
286,3,5:02.0,,Z. Pachulia makes 2-pt jump shot from 10 ft,67,59
287,3,4:42.0,L. Deng misses 2-pt jump shot from 15 ft (block by G. Antetokounmpo),,67,59
288,3,4:40.0,,Defensive rebound by J. Bayless,67,59
289,3,4:26.0,,Turnover by Z. Pachulia (offensive foul),67,59
290,3,4:26.0,,Offensive foul by Z. Pachulia (drawn by L. Deng),67,59
291,3,4:26.0,G. Dragić enters the game for D. Wade,,67,59
292,3,4:26.0,,J. Henson enters the game for Z. Pachulia,67,59
293,3,4:10.0,Turnover by C. Andersen (offensive goaltending),,67,59
294,3,3:59.0,,O. Mayo misses 2-pt jump shot from 8 ft,67,59
295,3,3:58.0,,Offensive rebound by O. Mayo,67,59
296,3,3:57.0,,O. Mayo misses 2-pt layup at rim,67,59
297,3,3:56.0,,Offensive rebound by J. Henson,67,59
298,3,3:56.0,,J. Henson misses 2-pt tip-in at rim,67,59
299,3,3:55.0,Defensive rebound by G. Dragić,,67,59
300,3,3:45.0,L. Deng makes 2-pt jump shot from 17 ft (assist by C. Andersen),,69,59
301,3,3:33.0,,J. Henson misses 2-pt layup at rim,69,59
302,3,3:32.0,Defensive rebound by H. Walker,,69,59
303,3,3:23.0,H. Walker makes 3-pt jump shot from 29 ft (assist by G. Dragić),,72,59
304,3,3:22.0,,Milwaukee full timeout,72,59
305,3,3:22.0,,M. Plumlee enters the game for K. Middleton,72,59
306,3,3:05.0,,M. Plumlee makes 2-pt hook shot at rim (assist by J. Bayless),72,61
307,3,2:47.0,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),,74,61
308,3,2:32.0,,O. Mayo misses 2-pt jump shot from 15 ft,74,61
309,3,2:30.0,Defensive rebound by C. Andersen,,74,61
310,3,2:21.0,L. Deng misses 3-pt jump shot from 26 ft,,74,61
311,3,2:20.0,,Defensive rebound by O. Mayo,74,61
312,3,2:15.0,,M. Plumlee makes 2-pt layup at rim (assist by O. Mayo),74,63
313,3,2:01.0,Miami full timeout,,74,63
314,3,1:49.0,G. Dragić makes 2-pt layup at rim,,76,63
315,3,1:31.0,,J. Bayless makes 2-pt jump shot from 18 ft (assist by J. Henson),76,65
316,3,1:15.0,H. Walker makes 3-pt jump shot from 22 ft (assist by G. Dragić),,79,65
317,3,1:03.0,,J. Bayless misses 2-pt jump shot from 7 ft,79,65
318,3,1:02.0,,Offensive rebound by J. Bayless,79,65
319,3,0:56.0,,O. Mayo misses 3-pt jump shot from 23 ft,79,65
320,3,0:55.0,,Offensive rebound by M. Plumlee,79,65
321,3,0:41.0,,M. Plumlee misses 2-pt dunk at rim,79,65
322,3,0:39.0,,Offensive rebound by J. Henson,79,65
323,3,0:30.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,79,65
324,3,0:29.0,Defensive rebound by C. Andersen,,79,65
325,3,0:09.0,G. Dragić misses 3-pt jump shot from 24 ft,,79,65
326,3,0:06.0,,Defensive rebound by J. Bayless,79,65
327,3,0:04.0,Offensive charge foul by G. Antetokounmpo (drawn by H. Walker),,79,65
328,3,0:04.0,,Turnover by G. Antetokounmpo (offensive foul),79,65
329,3,0:04.0,,M. Carter-Williams enters the game for J. Bayless,79,65
330,3,0:00.0,M. Chalmers misses 3-pt jump shot from 23 ft,,79,65
331,3,0:00.0,Offensive rebound by Team,,79,65
332,4,11:37.0,,K. Middleton misses 2-pt layup from 1 ft,79,65
333,4,11:36.0,Defensive rebound by H. Walker,,79,65
334,4,11:17.0,G. Dragić misses 2-pt layup at rim (block by M. Plumlee),,79,65
335,4,11:15.0,,Defensive rebound by G. Antetokounmpo,79,65
336,4,11:09.0,,Turnover by G. Antetokounmpo (lost ball; steal by H. Walker),79,65
337,4,10:50.0,M. Chalmers misses 2-pt layup at rim,,79,65
338,4,10:48.0,Offensive rebound by M. Chalmers,,79,65
339,4,10:44.0,M. Chalmers misses 3-pt jump shot from 23 ft,,79,65
340,4,10:43.0,,Defensive rebound by G. Antetokounmpo,79,65
341,4,10:21.0,,J. Bayless misses 2-pt layup from 1 ft (block by U. Haslem),79,65
342,4,10:21.0,,Offensive rebound by Team,79,65
343,4,10:21.0,,Technical foul by K. Middleton,79,65
344,4,10:21.0,Technical foul by H. Walker,,79,65
345,4,10:17.0,,M. Plumlee misses 2-pt layup at rim,79,65
346,4,10:15.0,Defensive rebound by M. Beasley,,79,65
347,4,9:53.0,G. Dragić makes 2-pt layup at rim (assist by U. Haslem),,81,65
348,4,9:42.0,,Offensive foul by M. Carter-Williams (drawn by G. Dragić),81,65
349,4,9:42.0,,Turnover by M. Carter-Williams (offensive foul),81,65
350,4,9:27.0,M. Chalmers misses 3-pt jump shot from 25 ft,,81,65
351,4,9:26.0,,Defensive rebound by G. Antetokounmpo,81,65
352,4,9:19.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,81,67
353,4,9:02.0,Offensive foul by M. Chalmers (drawn by M. Carter-Williams),,81,67
354,4,9:02.0,Turnover by M. Chalmers (offensive foul),,81,67
355,4,8:53.0,,Personal foul by M. Chalmers (drawn by J. Bayless),81,67
356,4,8:53.0,Official timeout,,81,67
357,4,8:53.0,,Z. Pachulia enters the game for M. Plumlee,81,67
358,4,8:36.0,,G. Antetokounmpo makes 2-pt jump shot from 3 ft,81,69
359,4,8:20.0,Personal block foul by M. Carter-Williams (drawn by G. Dragić),,81,69
360,4,8:11.0,Turnover by G. Dragić (lost ball; steal by Z. Pachulia),,81,69
361,4,8:07.0,,J. Bayless makes 2-pt layup at rim,81,71
362,4,7:57.0,Offensive foul by U. Haslem (drawn by M. Carter-Williams),,81,71
363,4,7:57.0,Turnover by U. Haslem (offensive foul),,81,71
364,4,7:57.0,Violation by Team (delay of game),,81,71
365,4,7:57.0,C. Andersen enters the game for U. Haslem,,81,71
366,4,7:57.0,D. Wade enters the game for H. Walker,,81,71
367,4,7:41.0,,J. Bayless misses 3-pt jump shot from 25 ft,81,71
368,4,7:41.0,Defensive rebound by Team,,81,71
369,4,7:41.0,,Loose ball foul by M. Carter-Williams (drawn by G. Dragić),81,71
370,4,7:41.0,,E. İlyasova enters the game for M. Carter-Williams,81,71
371,4,7:16.0,D. Wade misses 2-pt jump shot from 15 ft,,81,71
372,4,7:15.0,,Defensive rebound by E. İlyasova,81,71
373,4,6:56.0,,Turnover by Z. Pachulia (bad pass; steal by M. Chalmers),81,71
374,4,6:56.0,Clear path foul by E. İlyasova,,81,71
375,4,6:56.0,M. Chalmers makes clear path free throw 1 of 2,,82,71
376,4,6:56.0,M. Chalmers makes clear path free throw 2 of 2,,83,71
