,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,WASHINGTON_ACTION,SACRAMENTO_SCORE,WASHINGTON_SCORE
25,1,8:27.0,,Offensive rebound by B. Beal,8,4
26,1,8:25.0,,B. Beal makes 2-pt tip-in at rim,8,6
27,1,8:07.0,D. Cousins misses 2-pt jump shot from 18 ft,,8,6
28,1,8:06.0,,Defensive rebound by J. Wall,8,6
29,1,8:03.0,,Turnover by J. Wall (bad pass),8,6
30,1,7:42.0,C. Landry makes 2-pt hook shot from 8 ft (assist by D. Cousins),,10,6
31,1,7:20.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by B. Beal),10,9
32,1,7:02.0,D. Cousins makes 2-pt dunk at rim (assist by O. Casspi),,12,9
33,1,6:46.0,,J. Wall misses 2-pt jump shot from 19 ft,12,9
34,1,6:45.0,,Offensive rebound by D. Gooden,12,9
35,1,6:40.0,,D. Gooden misses 2-pt jump shot from 4 ft,12,9
36,1,6:39.0,Defensive rebound by D. Cousins,,12,9
37,1,6:30.0,B. McLemore misses 3-pt jump shot from 24 ft,,12,9
38,1,6:29.0,,Defensive rebound by Team,12,9
39,1,6:29.0,,Personal foul by C. Landry (drawn by M. Gortat),12,9
40,1,6:21.0,,J. Wall makes 2-pt layup at rim,12,11
41,1,6:02.0,D. Cousins misses 2-pt jump shot from 6 ft,,12,11
42,1,6:01.0,,Defensive rebound by D. Gooden,12,11
43,1,5:53.0,,P. Pierce misses 3-pt jump shot from 22 ft,12,11
44,1,5:52.0,Defensive rebound by B. McLemore,,12,11
45,1,5:49.0,Turnover by R. McCallum (step out of bounds),,12,11
46,1,5:49.0,,Washington full timeout,12,11
47,1,5:32.0,,B. Beal misses 3-pt jump shot from 26 ft,12,11
48,1,5:30.0,Defensive rebound by O. Casspi,,12,11
49,1,5:19.0,Personal foul by M. Gortat (drawn by D. Cousins),,12,11
50,1,5:14.0,O. Casspi misses 2-pt jump shot from 10 ft,,12,11
51,1,5:13.0,Offensive rebound by C. Landry,,12,11
52,1,5:11.0,C. Landry misses 2-pt layup from 2 ft,,12,11
53,1,5:10.0,,Defensive rebound by D. Gooden,12,11
54,1,4:58.0,,Shooting foul by D. Cousins (drawn by M. Gortat),12,11
55,1,4:58.0,,M. Gortat misses free throw 1 of 2,12,11
56,1,4:58.0,,Offensive rebound by Team,12,11
57,1,4:58.0,,K. Séraphin enters the game for D. Gooden,12,11
58,1,4:58.0,J. Thompson enters the game for D. Cousins,,12,11
59,1,4:58.0,A. Miller enters the game for R. McCallum,,12,11
60,1,4:58.0,,M. Gortat makes free throw 2 of 2,12,12
61,1,4:33.0,Shooting foul by J. Wall (drawn by A. Miller),,12,12
62,1,4:33.0,A. Miller makes free throw 1 of 2,,13,12
63,1,4:33.0,A. Miller makes free throw 2 of 2,,14,12
64,1,4:18.0,,Turnover by P. Pierce (traveling),14,12
65,1,4:18.0,D. Williams enters the game for O. Casspi,,14,12
66,1,4:05.0,A. Miller misses 2-pt jump shot from 15 ft,,14,12
67,1,4:04.0,,Defensive rebound by P. Pierce,14,12
68,1,3:55.0,,P. Pierce misses 2-pt jump shot from 11 ft,14,12
69,1,3:54.0,Defensive rebound by J. Thompson,,14,12
70,1,3:49.0,B. McLemore makes 2-pt layup at rim (assist by A. Miller),,16,12
71,1,3:30.0,,B. Beal misses 2-pt jump shot from 21 ft,16,12
72,1,3:30.0,Defensive rebound by Team,,16,12
73,1,3:30.0,,R. Butler enters the game for P. Pierce,16,12
74,1,3:30.0,,O. Porter enters the game for B. Beal,16,12
75,1,3:10.0,B. McLemore misses 2-pt jump shot from 10 ft,,16,12
76,1,3:08.0,,Defensive rebound by M. Gortat,16,12
77,1,2:59.0,,J. Wall makes 2-pt layup from 2 ft,16,14
78,1,2:47.0,B. McLemore misses 2-pt jump shot from 17 ft,,16,14
79,1,2:46.0,,Defensive rebound by K. Séraphin,16,14
80,1,2:38.0,,R. Butler misses 3-pt jump shot from 25 ft,16,14
81,1,2:37.0,Defensive rebound by D. Williams,,16,14
82,1,2:21.0,C. Landry makes 2-pt layup from 1 ft (assist by A. Miller),,18,14
83,1,1:59.0,,R. Butler makes 2-pt jump shot from 12 ft,18,16
84,1,1:53.0,C. Landry makes 2-pt dunk at rim (assist by A. Miller),,20,16
85,1,1:42.0,,Offensive foul by K. Séraphin (drawn by A. Miller),20,16
86,1,1:42.0,,Turnover by K. Séraphin (offensive foul),20,16
87,1,1:42.0,Sacramento full timeout,,20,16
88,1,1:42.0,R. Evans enters the game for C. Landry,,20,16
89,1,1:42.0,N. Stauskas enters the game for B. McLemore,,20,16
90,1,1:23.0,D. Williams makes 2-pt hook shot from 3 ft,,22,16
91,1,1:08.0,,J. Wall misses 2-pt jump shot from 9 ft,22,16
92,1,1:07.0,Defensive rebound by R. Evans,,22,16
93,1,0:52.0,N. Stauskas misses 3-pt jump shot from 27 ft,,22,16
94,1,0:51.0,Offensive rebound by A. Miller,,22,16
95,1,0:46.0,D. Williams makes 3-pt jump shot from 23 ft (assist by A. Miller),,25,16
96,1,0:32.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by M. Gortat),25,19
97,1,0:11.0,J. Thompson misses 2-pt layup from 2 ft,,25,19
98,1,0:10.0,,Defensive rebound by R. Butler,25,19
99,1,0:05.0,,K. Séraphin makes 2-pt layup from 1 ft (assist by J. Wall),25,21
100,1,0:01.0,A. Miller misses 3-pt jump shot from 35 ft,,25,21
101,1,0:00.0,,Defensive rebound by Team,25,21
102,2,11:39.0,J. Thompson makes 2-pt jump shot from 21 ft (assist by N. Stauskas),,27,21
103,2,11:18.0,,R. Butler misses 2-pt jump shot from 16 ft,27,21
104,2,11:17.0,Defensive rebound by R. Evans,,27,21
105,2,11:01.0,Turnover by A. Miller (bad pass; steal by R. Butler),,27,21
106,2,10:57.0,,R. Butler makes 2-pt dunk at rim,27,23
107,2,10:40.0,N. Stauskas makes 2-pt layup at rim,,29,23
108,2,10:19.0,,K. Séraphin makes 2-pt hook shot from 4 ft,29,25
109,2,10:10.0,R. Evans makes 2-pt layup at rim (assist by A. Miller),,31,25
110,2,10:10.0,Shooting foul by K. Séraphin (drawn by R. Evans),,31,25
111,2,10:10.0,R. Evans makes free throw 1 of 1,,32,25
112,2,9:52.0,,K. Séraphin makes 2-pt jump shot from 16 ft,32,27
113,2,9:30.0,N. Stauskas misses 2-pt layup from 1 ft (block by K. Séraphin),,32,27
114,2,9:29.0,,Defensive rebound by D. Gooden,32,27
115,2,9:21.0,,R. Butler makes 3-pt jump shot from 23 ft (assist by R. Sessions),32,30
116,2,9:07.0,D. Williams makes 2-pt jump shot from 4 ft (assist by A. Miller),,34,30
117,2,8:38.0,,D. Gooden makes 2-pt jump shot from 18 ft,34,32
118,2,8:24.0,Turnover by R. Evans (bad pass; steal by O. Porter),,34,32
119,2,8:18.0,,R. Sessions misses 2-pt layup at rim,34,32
120,2,8:16.0,Defensive rebound by Team,,34,32
121,2,8:16.0,Official timeout,,34,32
122,2,8:16.0,D. Cousins enters the game for J. Thompson,,34,32
123,2,7:52.0,D. Williams makes 3-pt jump shot from 26 ft (assist by A. Miller),,37,32
124,2,7:30.0,,Personal foul by R. Evans (drawn by K. Séraphin),37,32
125,2,7:20.0,,O. Porter misses 3-pt jump shot from 26 ft,37,32
126,2,7:19.0,Defensive rebound by R. Evans,,37,32
127,2,7:04.0,N. Stauskas misses 2-pt layup from 1 ft (block by R. Butler),,37,32
128,2,7:03.0,Offensive rebound by A. Miller,,37,32
129,2,6:59.0,D. Williams misses 3-pt jump shot from 25 ft,,37,32
130,2,6:58.0,Offensive rebound by N. Stauskas,,37,32
131,2,6:56.0,N. Stauskas makes 2-pt layup from 1 ft,,39,32
132,2,6:41.0,,R. Butler misses 2-pt jump shot from 14 ft,39,32
133,2,6:40.0,Defensive rebound by R. Evans,,39,32
134,2,6:28.0,Personal foul by D. Gooden (drawn by D. Cousins),,39,32
135,2,6:28.0,,M. Gortat enters the game for K. Séraphin,39,32
136,2,6:28.0,,J. Wall enters the game for R. Sessions,39,32
137,2,6:28.0,,P. Pierce enters the game for D. Gooden,39,32
138,2,6:28.0,R. McCallum enters the game for A. Miller,,39,32
139,2,6:18.0,R. Evans makes 2-pt layup from 1 ft,,41,32
140,2,5:59.0,,O. Porter misses 3-pt jump shot from 23 ft,41,32
141,2,5:58.0,Defensive rebound by R. McCallum,,41,32
142,2,5:42.0,D. Cousins makes 2-pt jump shot from 8 ft,,43,32
143,2,5:37.0,,Washington full timeout,43,32
144,2,5:37.0,,B. Beal enters the game for O. Porter,43,32
145,2,5:27.0,,J. Wall makes 2-pt layup from 2 ft,43,34
146,2,5:11.0,R. McCallum makes 2-pt jump shot from 22 ft,,45,34
147,2,4:49.0,,P. Pierce misses 2-pt jump shot from 17 ft,45,34
148,2,4:48.0,Defensive rebound by R. Evans,,45,34
149,2,4:40.0,D. Cousins makes 2-pt jump shot from 19 ft (assist by R. McCallum),,47,34
150,2,4:26.0,,Turnover by J. Wall (bad pass; steal by R. Evans),47,34
151,2,4:21.0,Turnover by R. Evans (bad pass; steal by J. Wall),,47,34
152,2,4:10.0,,Offensive foul by M. Gortat (drawn by R. McCallum),47,34
153,2,4:10.0,,Turnover by M. Gortat (offensive foul),47,34
154,2,3:52.0,D. Williams makes 2-pt jump shot from 15 ft,,49,34
155,2,3:31.0,,B. Beal misses 3-pt jump shot from 25 ft,49,34
156,2,3:31.0,Defensive rebound by Team,,49,34
157,2,3:19.0,D. Cousins makes 2-pt jump shot from 21 ft,,51,34
158,2,3:19.0,Shooting foul by P. Pierce (drawn by D. Cousins),,51,34
159,2,3:19.0,D. Cousins makes free throw 1 of 1,,52,34
160,2,3:14.0,,Shooting foul by R. McCallum (drawn by J. Wall),52,34
161,2,3:14.0,,J. Wall makes free throw 1 of 2,52,35
162,2,3:14.0,,J. Wall makes free throw 2 of 2,52,36
163,2,3:02.0,R. McCallum makes 2-pt layup from 1 ft (assist by D. Cousins),,54,36
164,2,2:45.0,,Personal foul by N. Stauskas (drawn by P. Pierce),54,36
165,2,2:45.0,Sacramento full timeout,,54,36
166,2,2:45.0,,O. Porter enters the game for R. Butler,54,36
167,2,2:45.0,B. McLemore enters the game for N. Stauskas,,54,36
168,2,2:33.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),54,39
169,2,2:19.0,Personal foul by M. Gortat (drawn by D. Cousins),,54,39
170,2,2:19.0,,D. Blair enters the game for M. Gortat,54,39
171,2,2:04.0,R. McCallum makes 3-pt jump shot from 27 ft (assist by D. Cousins),,57,39
172,2,1:49.0,,D. Blair makes 2-pt layup from 1 ft (assist by P. Pierce),57,41
173,2,1:38.0,Shooting block foul by P. Pierce (drawn by D. Cousins),,57,41
174,2,1:38.0,D. Cousins makes free throw 1 of 2,,58,41
175,2,1:38.0,C. Landry enters the game for R. Evans,,58,41
176,2,1:38.0,D. Cousins makes free throw 2 of 2,,59,41
177,2,1:23.0,,P. Pierce makes 2-pt layup at rim,59,43
178,2,1:06.0,D. Cousins misses 2-pt jump shot from 20 ft,,59,43
179,2,1:05.0,,Defensive rebound by P. Pierce,59,43
180,2,1:01.0,,J. Wall misses 2-pt layup at rim (block by D. Cousins),59,43
181,2,0:59.0,,Offensive rebound by B. Beal,59,43
182,2,0:58.0,,Turnover by B. Beal (bad pass; steal by R. McCallum),59,43
183,2,0:57.0,Personal take foul by P. Pierce (drawn by R. McCallum),,59,43
184,2,0:57.0,R. McCallum makes free throw 1 of 2,,60,43
185,2,0:57.0,,D. Gooden enters the game for P. Pierce,60,43
186,2,0:57.0,R. McCallum misses free throw 2 of 2,,60,43
187,2,0:55.0,Offensive rebound by R. McCallum,,60,43
188,2,0:49.0,R. McCallum misses 2-pt layup from 1 ft (block by D. Blair),,60,43
189,2,0:49.0,Offensive rebound by Team,,60,43
190,2,0:43.0,Shooting foul by D. Blair (drawn by D. Cousins),,60,43
191,2,0:43.0,D. Cousins makes free throw 1 of 2,,61,43
192,2,0:43.0,D. Cousins makes free throw 2 of 2,,62,43
193,2,0:40.0,,Shooting block foul by R. McCallum (drawn by J. Wall),62,43
194,2,0:40.0,,J. Wall misses free throw 1 of 2,62,43
195,2,0:40.0,,Offensive rebound by Team,62,43
196,2,0:40.0,,J. Wall makes free throw 2 of 2,62,44
197,2,0:29.0,Turnover by D. Williams (traveling),,62,44
198,2,0:29.0,J. Thompson enters the game for D. Cousins,,62,44
199,2,0:11.0,,Shooting foul by C. Landry (drawn by J. Wall),62,44
200,2,0:11.0,,J. Wall makes free throw 1 of 2,62,45
201,2,0:11.0,D. Cousins enters the game for C. Landry,,62,45
202,2,0:11.0,,J. Wall makes free throw 2 of 2,62,46
203,2,0:02.0,D. Cousins makes 2-pt dunk at rim (assist by R. McCallum),,64,46
204,3,11:41.0,C. Landry makes 2-pt jump shot from 19 ft (assist by B. McLemore),,66,46
205,3,11:23.0,,B. Beal misses 3-pt jump shot from 26 ft,66,46
206,3,11:22.0,,Offensive rebound by D. Gooden,66,46
207,3,11:16.0,,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),66,48
208,3,11:03.0,B. McLemore makes 3-pt jump shot from 27 ft (assist by R. McCallum),,69,48
209,3,10:45.0,,P. Pierce makes 2-pt layup from 1 ft (assist by D. Gooden),69,50
210,3,10:28.0,Turnover by O. Casspi (bad pass; steal by D. Gooden),,69,50
211,3,10:20.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),69,52
212,3,10:02.0,B. McLemore misses 3-pt jump shot from 26 ft,,69,52
213,3,10:01.0,,Defensive rebound by P. Pierce,69,52
214,3,9:47.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by B. Beal),69,55
215,3,9:26.0,O. Casspi makes 2-pt dunk at rim (assist by D. Cousins),,71,55
216,3,9:13.0,,M. Gortat misses 2-pt jump shot from 7 ft,71,55
217,3,9:12.0,Defensive rebound by Team,,71,55
218,3,9:00.0,C. Landry misses 2-pt layup at rim (block by J. Wall),,71,55
219,3,8:59.0,Offensive rebound by R. McCallum,,71,55
220,3,8:55.0,R. McCallum misses 2-pt dunk at rim,,71,55
221,3,8:54.0,Offensive rebound by D. Cousins,,71,55
222,3,8:50.0,Shooting foul by M. Gortat (drawn by D. Cousins),,71,55
223,3,8:50.0,D. Cousins makes free throw 1 of 2,,72,55
224,3,8:50.0,D. Cousins misses free throw 2 of 2,,72,55
225,3,8:49.0,,Defensive rebound by D. Gooden,72,55
226,3,8:29.0,,Shooting foul by O. Casspi (drawn by B. Beal),72,55
227,3,8:29.0,,B. Beal makes free throw 1 of 2,72,56
228,3,8:29.0,,K. Séraphin enters the game for M. Gortat,72,56
229,3,8:29.0,,B. Beal misses free throw 2 of 2,72,56
230,3,8:26.0,,Offensive rebound by B. Beal,72,56
231,3,8:23.0,,Personal foul by B. McLemore (drawn by B. Beal),72,56
232,3,8:13.0,,J. Wall makes 2-pt layup from 2 ft,72,58
233,3,7:57.0,Personal foul by K. Séraphin (drawn by D. Cousins),,72,58
234,3,7:46.0,R. McCallum makes 3-pt jump shot from 24 ft (assist by D. Cousins),,75,58
235,3,7:28.0,,D. Gooden misses 2-pt jump shot from 20 ft,75,58
236,3,7:27.0,Defensive rebound by B. McLemore,,75,58
237,3,7:22.0,Shooting foul by B. Beal (drawn by D. Cousins),,75,58
238,3,7:22.0,D. Cousins makes free throw 1 of 2,,76,58
239,3,7:22.0,D. Cousins makes free throw 2 of 2,,77,58
240,3,7:12.0,,Shooting block foul by D. Cousins (drawn by J. Wall),77,58
241,3,7:12.0,,J. Wall makes free throw 1 of 2,77,59
242,3,7:12.0,,J. Wall makes free throw 2 of 2,77,60
243,3,6:59.0,D. Cousins misses 2-pt jump shot from 18 ft,,77,60
244,3,6:58.0,,Defensive rebound by K. Séraphin,77,60
245,3,6:43.0,,P. Pierce makes 2-pt jump shot from 17 ft (assist by J. Wall),77,62
246,3,6:32.0,B. McLemore misses 3-pt jump shot from 23 ft,,77,62
247,3,6:31.0,,Defensive rebound by K. Séraphin,77,62
248,3,6:24.0,,P. Pierce makes 3-pt jump shot from 22 ft (assist by J. Wall),77,65
249,3,6:22.0,Sacramento full timeout,,77,65
250,3,6:02.0,Turnover by O. Casspi (3 sec),,77,65
251,3,5:50.0,,K. Séraphin makes 2-pt layup at rim (assist by J. Wall),77,67
252,3,5:31.0,Turnover by D. Cousins (bad pass; steal by D. Gooden),,77,67
253,3,5:25.0,D. Williams enters the game for O. Casspi,,77,67
254,3,5:25.0,A. Miller enters the game for R. McCallum,,77,67
255,3,5:21.0,,J. Wall makes 3-pt jump shot from 24 ft (assist by K. Séraphin),77,70
256,3,5:10.0,Personal foul by K. Séraphin (drawn by D. Cousins),,77,70
257,3,5:10.0,J. Thompson enters the game for C. Landry,,77,70
258,3,4:57.0,Turnover by B. McLemore (lost ball),,77,70
259,3,4:45.0,,J. Wall misses 2-pt jump shot from 6 ft,77,70
260,3,4:44.0,Defensive rebound by J. Thompson,,77,70
261,3,4:30.0,B. McLemore misses 3-pt jump shot from 27 ft,,77,70
262,3,4:29.0,Offensive rebound by D. Cousins,,77,70
263,3,4:29.0,Shooting foul by D. Gooden (drawn by D. Cousins),,77,70
264,3,4:29.0,D. Cousins makes free throw 1 of 2,,78,70
265,3,4:29.0,D. Cousins makes free throw 2 of 2,,79,70
266,3,4:14.0,,K. Séraphin makes 2-pt jump shot from 17 ft (assist by B. Beal),79,72
267,3,3:54.0,A. Miller misses 2-pt jump shot from 7 ft (block by B. Beal),,79,72
268,3,3:52.0,Offensive rebound by J. Thompson,,79,72
269,3,3:47.0,D. Cousins misses 2-pt layup from 2 ft,,79,72
270,3,3:46.0,,Defensive rebound by K. Séraphin,79,72
271,3,3:28.0,,P. Pierce makes 2-pt jump shot from 7 ft (assist by J. Wall),79,74
272,3,3:00.0,Turnover by Team (shot clock),,79,74
273,3,3:00.0,N. Stauskas enters the game for B. McLemore,,79,74
274,3,2:45.0,,J. Wall makes 3-pt jump shot from 22 ft,79,77
275,3,2:44.0,Sacramento full timeout,,79,77
276,3,2:44.0,,Washington full timeout,79,77
277,3,2:44.0,,R. Butler enters the game for P. Pierce,79,77
278,3,2:26.0,J. Thompson makes 2-pt jump shot from 5 ft (assist by N. Stauskas),,81,77
279,3,2:10.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by J. Wall),81,79
280,3,1:54.0,D. Cousins makes 2-pt dunk at rim (assist by J. Thompson),,83,79
281,3,1:54.0,Shooting foul by K. Séraphin (drawn by D. Cousins),,83,79
282,3,1:54.0,,D. Blair enters the game for K. Séraphin,83,79
283,3,1:54.0,D. Cousins misses free throw 1 of 1,,83,79
284,3,1:52.0,,Defensive rebound by D. Blair,83,79
285,3,1:39.0,,Offensive foul by J. Wall (drawn by D. Cousins),83,79
286,3,1:39.0,,Turnover by J. Wall (offensive foul),83,79
287,3,1:31.0,Personal foul by B. Beal (drawn by D. Cousins),,83,79
288,3,1:31.0,D. Cousins makes free throw 1 of 2,,84,79
289,3,1:31.0,D. Cousins makes free throw 2 of 2,,85,79
290,3,1:25.0,,Shooting foul by N. Stauskas (drawn by J. Wall),85,79
291,3,1:25.0,,J. Wall makes free throw 1 of 2,85,80
292,3,1:25.0,,R. Sessions enters the game for B. Beal,85,80
293,3,1:25.0,,J. Wall makes free throw 2 of 2,85,81
294,3,1:10.0,D. Cousins misses 2-pt layup from 1 ft,,85,81
295,3,1:09.0,,Defensive rebound by D. Gooden,85,81
296,3,0:57.0,,J. Wall makes 3-pt jump shot from 22 ft (assist by R. Butler),85,84
297,3,0:40.0,Offensive foul by D. Cousins (drawn by D. Gooden),,85,84
298,3,0:40.0,Turnover by D. Cousins (offensive foul),,85,84
299,3,0:40.0,R. Evans enters the game for D. Cousins,,85,84
300,3,0:20.0,,J. Wall misses 3-pt jump shot from 25 ft (block by N. Stauskas),85,84
301,3,0:18.0,Defensive rebound by A. Miller,,85,84
302,3,0:13.0,Turnover by A. Miller (traveling),,85,84
303,3,0:03.0,,Turnover by J. Wall (bad pass),85,84
304,3,0:01.0,A. Miller misses 3-pt jump shot from 33 ft,,85,84
305,3,0:00.0,,Defensive rebound by Team,85,84
306,4,11:47.0,,R. Butler misses 3-pt jump shot from 23 ft,85,84
307,4,11:46.0,Defensive rebound by N. Stauskas,,85,84
308,4,11:26.0,N. Stauskas makes 2-pt jump shot from 21 ft,,87,84
309,4,11:08.0,,R. Sessions misses 3-pt jump shot from 26 ft,87,84
310,4,11:07.0,Defensive rebound by A. Miller,,87,84
311,4,11:00.0,D. Williams misses 2-pt dunk at rim,,87,84
312,4,10:58.0,,Defensive rebound by J. Wall,87,84
313,4,10:53.0,,D. Blair makes 2-pt layup at rim (assist by J. Wall),87,86
314,4,10:33.0,N. Stauskas misses 2-pt jump shot from 7 ft,,87,86
315,4,10:32.0,Offensive rebound by J. Thompson,,87,86
316,4,10:26.0,Shooting foul by D. Blair (drawn by R. Evans),,87,86
317,4,10:26.0,R. Evans misses free throw 1 of 2,,87,86
318,4,10:26.0,Offensive rebound by Team,,87,86
319,4,10:26.0,R. Evans makes free throw 2 of 2,,88,86
320,4,10:11.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by J. Wall),88,89
321,4,9:55.0,D. Williams misses 2-pt jump shot from 16 ft,,88,89
322,4,9:54.0,,Defensive rebound by R. Sessions,88,89
323,4,9:44.0,,J. Wall misses 2-pt jump shot from 17 ft,88,89
324,4,9:43.0,,Offensive rebound by D. Blair,88,89
325,4,9:41.0,,D. Blair misses 2-pt layup from 2 ft,88,89
326,4,9:40.0,Defensive rebound by R. Evans,,88,89
327,4,9:29.0,A. Miller misses 2-pt jump shot from 13 ft,,88,89
328,4,9:28.0,,Defensive rebound by M. Gortat,88,89
329,4,9:15.0,,R. Sessions misses 2-pt jump shot from 17 ft,88,89
330,4,9:13.0,,Offensive rebound by R. Butler,88,89
331,4,9:00.0,,R. Butler makes 2-pt jump shot from 16 ft (assist by M. Gortat),88,91
332,4,8:56.0,Sacramento full timeout,,88,91
333,4,8:56.0,D. Cousins enters the game for J. Thompson,,88,91
334,4,8:56.0,,B. Beal enters the game for J. Wall,88,91
335,4,8:42.0,Personal foul by D. Blair (drawn by A. Miller),,88,91
336,4,8:42.0,R. McCallum enters the game for A. Miller,,88,91
337,4,8:35.0,N. Stauskas misses 3-pt jump shot from 26 ft,,88,91
338,4,8:34.0,,Defensive rebound by R. Butler,88,91
339,4,8:25.0,,R. Butler makes 3-pt jump shot from 26 ft (assist by B. Beal),88,94
340,4,8:07.0,R. Evans misses 2-pt layup from 1 ft (block by M. Gortat),,88,94
341,4,8:05.0,Offensive rebound by R. McCallum,,88,94
342,4,8:00.0,Turnover by R. McCallum (bad pass; steal by R. Sessions),,88,94
343,4,8:00.0,,Turnover by R. Sessions (step out of bounds),88,94
344,4,7:49.0,R. McCallum misses 2-pt jump shot from 17 ft,,88,94
345,4,7:48.0,,Defensive rebound by R. Butler,88,94
346,4,7:31.0,,B. Beal misses 2-pt jump shot from 19 ft,88,94
347,4,7:30.0,Defensive rebound by D. Cousins,,88,94
348,4,7:16.0,D. Cousins misses 2-pt jump shot from 6 ft,,88,94
349,4,7:15.0,,Defensive rebound by B. Beal,88,94
350,4,7:06.0,,Personal foul by R. Evans (drawn by M. Gortat),88,94
351,4,7:06.0,O. Casspi enters the game for R. Evans,,88,94
352,4,6:53.0,,Turnover by B. Beal (bad pass; steal by N. Stauskas),88,94
353,4,6:48.0,N. Stauskas misses 2-pt layup at rim,,88,94
354,4,6:46.0,,Defensive rebound by B. Beal,88,94
355,4,6:43.0,,Personal take foul by D. Cousins (drawn by B. Beal),88,94
356,4,6:43.0,,B. Beal makes free throw 1 of 2,88,95
357,4,6:43.0,Technical foul by D. Cousins,,88,95
358,4,6:43.0,,B. Beal makes technical free throw,88,96
359,4,6:43.0,,B. Beal makes free throw 2 of 2,88,97
360,4,6:33.0,Shooting foul by D. Blair (drawn by D. Cousins),,88,97
361,4,6:33.0,D. Cousins misses free throw 1 of 2,,88,97
362,4,6:33.0,Offensive rebound by Team,,88,97
363,4,6:33.0,D. Cousins misses free throw 2 of 2,,88,97
364,4,6:32.0,,Defensive rebound by M. Gortat,88,97
365,4,6:18.0,,B. Beal misses 2-pt jump shot from 19 ft,88,97
366,4,6:17.0,,Offensive rebound by D. Blair,88,97
367,4,6:15.0,,D. Blair misses 2-pt layup from 2 ft,88,97
368,4,6:14.0,Defensive rebound by D. Cousins,,88,97
369,4,6:02.0,D. Cousins misses 2-pt layup from 1 ft,,88,97
370,4,6:01.0,,Defensive rebound by R. Butler,88,97
371,4,5:56.0,,R. Butler makes 2-pt layup from 2 ft (assist by B. Beal),88,99
372,4,5:56.0,Sacramento full timeout,,88,99
373,4,5:56.0,,J. Wall enters the game for R. Sessions,88,99
374,4,5:56.0,B. McLemore enters the game for O. Casspi,,88,99
375,4,5:56.0,A. Miller enters the game for N. Stauskas,,88,99
376,4,5:46.0,Turnover by D. Williams (bad pass; steal by D. Blair),,88,99
377,4,5:40.0,,B. Beal misses 3-pt jump shot from 26 ft,88,99
378,4,5:38.0,Defensive rebound by D. Cousins,,88,99
379,4,5:34.0,Offensive foul by D. Cousins (drawn by R. Butler),,88,99
380,4,5:34.0,Turnover by D. Cousins (offensive foul),,88,99
381,4,5:34.0,J. Thompson enters the game for D. Cousins,,88,99
382,4,5:19.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by R. Butler),88,102
383,4,5:04.0,B. McLemore misses 3-pt jump shot from 25 ft,,88,102
384,4,5:03.0,,Defensive rebound by M. Gortat,88,102
385,4,4:46.0,,D. Blair misses 2-pt layup from 2 ft (block by J. Thompson),88,102
386,4,4:44.0,Defensive rebound by B. McLemore,,88,102
