,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHOENIX_ACTION,CLEVELAND_SCORE,PHOENIX_SCORE
53,1,5:12.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by A. Len),11,14
54,1,4:48.0,J. Smith misses 3-pt jump shot from 25 ft,,11,14
55,1,4:46.0,Offensive rebound by K. Love,,11,14
56,1,4:46.0,K. Love misses 2-pt tip-in at rim,,11,14
57,1,4:46.0,Offensive rebound by K. Love,,11,14
58,1,4:46.0,K. Love misses 2-pt tip-in at rim,,11,14
59,1,4:41.0,Offensive rebound by K. Love,,11,14
60,1,4:41.0,K. Love misses 2-pt layup from 2 ft (block by A. Len),,11,14
61,1,4:40.0,,Defensive rebound by M. Morris,11,14
62,1,4:39.0,,Turnover by M. Morris (bad pass; steal by J. Smith),11,14
63,1,4:36.0,K. Love makes 2-pt dunk at rim (assist by J. Smith),,13,14
64,1,4:17.0,,M. Morris makes 2-pt layup from 1 ft,13,16
65,1,3:59.0,J. Smith misses 2-pt layup from 2 ft,,13,16
66,1,3:57.0,,Defensive rebound by A. Len,13,16
67,1,3:52.0,,A. Len makes 2-pt layup at rim (assist by E. Bledsoe),13,18
68,1,3:30.0,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Irving),,16,18
69,1,3:03.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by I. Thomas),16,21
70,1,2:48.0,K. Irving misses 2-pt jump shot from 21 ft,,16,21
71,1,2:46.0,,Defensive rebound by A. Len,16,21
72,1,2:35.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by I. Thomas),16,24
73,1,2:33.0,Cleveland full timeout,,16,24
74,1,2:33.0,,G. Green enters the game for A. Len,16,24
75,1,2:33.0,,B. Wright enters the game for E. Bledsoe,16,24
76,1,2:33.0,L. James enters the game for K. Love,,16,24
77,1,2:08.0,L. James makes 3-pt jump shot from 25 ft (assist by J. Smith),,19,24
78,1,1:52.0,,B. Wright makes 2-pt dunk at rim (assist by M. Morris),19,26
79,1,1:32.0,L. James misses 3-pt jump shot from 25 ft,,19,26
80,1,1:30.0,,Defensive rebound by M. Morris,19,26
81,1,1:26.0,,M. Morris misses 2-pt layup at rim,19,26
82,1,1:24.0,,Offensive rebound by M. Morris,19,26
83,1,1:24.0,,M. Morris makes 2-pt tip-in from 1 ft,19,28
84,1,1:08.0,J. Smith makes 3-pt jump shot from 24 ft (assist by S. Marion),,22,28
85,1,0:54.0,,I. Thomas misses 2-pt jump shot from 5 ft,22,28
86,1,0:51.0,Defensive rebound by S. Marion,,22,28
87,1,0:37.0,Turnover by L. James (traveling),,22,28
88,1,0:37.0,,P. Tucker enters the game for M. Morris,22,28
89,1,0:37.0,M. Dellavedova enters the game for K. Irving,,22,28
90,1,0:32.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by I. Thomas),22,31
91,1,0:14.0,L. James misses 2-pt layup from 1 ft,,22,31
92,1,0:13.0,Offensive rebound by Team,,22,31
93,1,0:09.0,J. Smith misses 3-pt jump shot from 25 ft,,22,31
94,1,0:07.0,Offensive rebound by S. Marion,,22,31
95,1,0:07.0,S. Marion makes 2-pt jump shot from 4 ft,,24,31
96,1,0:04.0,,Personal take foul by M. Dellavedova (drawn by I. Thomas),24,31
97,1,0:00.0,,I. Thomas misses 2-pt jump shot from 22 ft,24,31
98,1,0:00.0,,Offensive rebound by Team,24,31
99,2,11:48.0,Shooting foul by M. Morris (drawn by S. Marion),,24,31
100,2,11:48.0,S. Marion makes free throw 1 of 2,,25,31
101,2,11:48.0,S. Marion makes free throw 2 of 2,,26,31
102,2,11:31.0,,B. Wright makes 2-pt dunk at rim (assist by M. Morris),26,33
103,2,11:09.0,M. Dellavedova misses 2-pt jump shot from 20 ft,,26,33
104,2,11:09.0,,Defensive rebound by Team,26,33
105,2,11:09.0,Loose ball foul by T. Thompson (drawn by B. Wright),,26,33
106,2,10:51.0,,M. Morris makes 2-pt jump shot from 17 ft,26,35
107,2,10:31.0,T. Thompson makes 2-pt layup from 1 ft (assist by M. Dellavedova),,28,35
108,2,10:23.0,,G. Green misses 3-pt jump shot from 24 ft,28,35
109,2,10:20.0,Defensive rebound by M. Miller,,28,35
110,2,10:15.0,Shooting foul by B. Wright (drawn by L. James),,28,35
111,2,10:15.0,L. James misses free throw 1 of 2,,28,35
112,2,10:15.0,Offensive rebound by Team,,28,35
113,2,10:15.0,,G. Dragić enters the game for I. Thomas,28,35
114,2,10:15.0,L. James makes free throw 2 of 2,,29,35
115,2,9:52.0,,G. Dragić makes 2-pt jump shot from 17 ft,29,37
116,2,9:36.0,T. Thompson makes 2-pt jump shot from 5 ft,,31,37
117,2,9:24.0,,G. Dragić makes 2-pt layup from 1 ft (assist by P. Tucker),31,39
118,2,9:12.0,Personal foul by P. Tucker (drawn by L. James),,31,39
119,2,9:12.0,K. Irving enters the game for M. Dellavedova,,31,39
120,2,9:12.0,Cleveland full timeout,,31,39
121,2,9:12.0,,M. Morris enters the game for P. Tucker,31,39
122,2,9:12.0,K. Love enters the game for S. Marion,,31,39
123,2,9:08.0,Offensive foul by L. James (drawn by M. Morris),,31,39
124,2,9:08.0,Turnover by L. James (offensive foul),,31,39
125,2,8:46.0,,M. Morris makes 2-pt jump shot from 20 ft,31,41
126,2,8:27.0,,Violation by B. Wright (def goaltending),31,41
127,2,8:27.0,K. Irving makes 2-pt layup from 2 ft,,33,41
128,2,8:12.0,,G. Green misses 2-pt jump shot from 18 ft,33,41
129,2,8:10.0,Defensive rebound by K. Love,,33,41
130,2,8:01.0,K. Love misses 3-pt jump shot from 24 ft,,33,41
131,2,7:59.0,,Defensive rebound by M. Morris,33,41
132,2,7:51.0,,G. Dragić misses 2-pt layup from 2 ft,33,41
133,2,7:49.0,Defensive rebound by T. Thompson,,33,41
134,2,7:46.0,Personal block foul by G. Dragić (drawn by K. Irving),,33,41
135,2,7:46.0,,A. Len enters the game for B. Wright,33,41
136,2,7:46.0,,E. Bledsoe enters the game for G. Green,33,41
137,2,7:39.0,Turnover by L. James (bad pass; steal by M. Morris),,33,41
138,2,7:26.0,,G. Dragić misses 3-pt jump shot from 23 ft,33,41
139,2,7:25.0,Defensive rebound by K. Love,,33,41
140,2,7:18.0,M. Miller misses 3-pt jump shot from 24 ft,,33,41
141,2,7:16.0,,Defensive rebound by A. Len,33,41
142,2,7:11.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,33,41
143,2,7:11.0,Defensive rebound by Team,,33,41
144,2,7:11.0,,Loose ball foul by M. Morris (drawn by K. Love),33,41
145,2,7:11.0,K. Love makes free throw 1 of 2,,34,41
146,2,7:11.0,J. Smith enters the game for L. James,,34,41
147,2,7:11.0,K. Love makes free throw 2 of 2,,35,41
148,2,6:54.0,,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),35,43
149,2,6:35.0,Turnover by K. Irving (bad pass; steal by G. Dragić),,35,43
150,2,6:33.0,,G. Dragić makes 2-pt layup at rim,35,45
151,2,6:04.0,K. Irving misses 3-pt jump shot from 24 ft,,35,45
152,2,6:02.0,,Defensive rebound by M. Morris,35,45
153,2,5:43.0,,Turnover by G. Dragić (bad pass),35,45
154,2,5:43.0,Official timeout,,35,45
155,2,5:43.0,T. Mozgov enters the game for T. Thompson,,35,45
156,2,5:27.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,38,45
157,2,5:07.0,,M. Morris misses 2-pt jump shot from 20 ft,38,45
158,2,5:05.0,,Offensive rebound by A. Len,38,45
159,2,4:59.0,,M. Morris misses 3-pt jump shot from 24 ft,38,45
160,2,4:57.0,,Offensive rebound by M. Morris,38,45
161,2,4:46.0,,A. Len misses 2-pt jump shot from 8 ft,38,45
162,2,4:45.0,,Offensive rebound by G. Dragić,38,45
163,2,4:44.0,,Turnover by G. Dragić (lost ball),38,45
164,2,4:44.0,,P. Tucker enters the game for M. Morris,38,45
165,2,4:34.0,Offensive foul by T. Mozgov (drawn by A. Len),,38,45
166,2,4:34.0,Turnover by T. Mozgov (offensive foul),,38,45
167,2,4:34.0,L. James enters the game for M. Miller,,38,45
168,2,4:34.0,T. Thompson enters the game for T. Mozgov,,38,45
169,2,4:19.0,,G. Dragić makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),38,47
170,2,3:58.0,J. Smith misses 3-pt jump shot from 25 ft,,38,47
171,2,3:56.0,,Defensive rebound by E. Bledsoe,38,47
172,2,3:49.0,,G. Dragić misses 3-pt jump shot from 22 ft,38,47
173,2,3:48.0,Defensive rebound by L. James,,38,47
174,2,3:44.0,K. Love makes 2-pt layup from 1 ft (assist by K. Irving),,40,47
175,2,3:36.0,,M. Morris makes 2-pt layup from 1 ft (assist by G. Dragić),40,49
176,2,3:26.0,Turnover by K. Irving (bad pass; steal by A. Len),,40,49
177,2,3:22.0,,G. Dragić makes 2-pt layup at rim (assist by P. Tucker),40,51
178,2,2:51.0,J. Smith misses 3-pt jump shot from 25 ft,,40,51
179,2,2:49.0,Offensive rebound by K. Love,,40,51
180,2,2:44.0,J. Smith makes 2-pt layup at rim,,42,51
181,2,2:44.0,Shooting foul by G. Dragić (drawn by J. Smith),,42,51
182,2,2:44.0,,Phoenix full timeout,42,51
183,2,2:44.0,,I. Thomas enters the game for G. Dragić,42,51
184,2,2:44.0,J. Smith makes free throw 1 of 1,,43,51
185,2,2:24.0,,P. Tucker misses 3-pt jump shot from 26 ft,43,51
186,2,2:22.0,,Offensive rebound by M. Morris,43,51
187,2,2:22.0,,M. Morris makes 2-pt tip-in at rim,43,53
188,2,2:00.0,K. Love misses 3-pt jump shot from 25 ft,,43,53
189,2,1:58.0,,Defensive rebound by E. Bledsoe,43,53
190,2,1:57.0,,Personal take foul by J. Smith (drawn by E. Bledsoe),43,53
191,2,1:57.0,,M. Morris enters the game for P. Tucker,43,53
192,2,1:40.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,43,56
193,2,1:28.0,Shooting foul by M. Morris (drawn by L. James),,43,56
194,2,1:28.0,L. James misses free throw 1 of 2,,43,56
195,2,1:28.0,Offensive rebound by Team,,43,56
196,2,1:28.0,L. James makes free throw 2 of 2,,44,56
197,2,1:14.0,,A. Len misses 2-pt jump shot from 3 ft (block by K. Love),44,56
198,2,1:12.0,Defensive rebound by L. James,,44,56
199,2,1:09.0,L. James makes 2-pt layup from 1 ft,,46,56
200,2,0:57.0,,Shooting foul by L. James (drawn by I. Thomas),46,56
201,2,0:57.0,,I. Thomas makes free throw 1 of 3,46,57
202,2,0:57.0,,I. Thomas makes free throw 2 of 3,46,58
203,2,0:57.0,M. Dellavedova enters the game for J. Smith,,46,58
204,2,0:57.0,,I. Thomas makes free throw 3 of 3,46,59
205,2,0:45.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,48,59
206,2,0:28.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,48,59
207,2,0:26.0,Defensive rebound by L. James,,48,59
208,2,0:04.0,Shooting foul by A. Len (drawn by L. James),,48,59
209,2,0:04.0,L. James makes free throw 1 of 2,,49,59
210,2,0:04.0,S. Marion enters the game for K. Love,,49,59
211,2,0:04.0,,G. Dragić enters the game for M. Morris,49,59
212,2,0:04.0,L. James misses free throw 2 of 2,,49,59
213,2,0:04.0,Offensive rebound by S. Marion,,49,59
214,2,0:02.0,S. Marion misses 2-pt jump shot from 3 ft,,49,59
215,2,0:02.0,Offensive rebound by L. James,,49,59
216,2,0:02.0,L. James makes 2-pt dunk at rim,,51,59
217,3,11:47.0,K. Irving makes 2-pt jump shot from 18 ft,,53,59
218,3,11:24.0,,M. Morris makes 2-pt jump shot from 19 ft,53,61
219,3,11:08.0,K. Love misses 3-pt jump shot from 24 ft,,53,61
220,3,11:08.0,Offensive rebound by Team,,53,61
221,3,11:08.0,,Loose ball foul by A. Len (drawn by T. Mozgov),53,61
222,3,10:59.0,Turnover by K. Irving (bad pass),,53,61
223,3,10:40.0,,Shooting foul by K. Love (drawn by A. Len),53,61
224,3,10:40.0,,A. Len makes free throw 1 of 2,53,62
225,3,10:40.0,,A. Len makes free throw 2 of 2,53,63
226,3,10:21.0,K. Irving misses 2-pt jump shot from 19 ft,,53,63
227,3,10:19.0,Offensive rebound by T. Mozgov,,53,63
228,3,10:19.0,T. Mozgov misses 2-pt tip-in from 1 ft,,53,63
229,3,10:18.0,Offensive rebound by T. Mozgov,,53,63
230,3,10:15.0,Turnover by K. Irving (bad pass),,53,63
231,3,10:04.0,,E. Bledsoe makes 2-pt jump shot from 9 ft,53,65
232,3,9:44.0,K. Irving makes 2-pt jump shot from 13 ft,,55,65
233,3,9:34.0,,Turnover by M. Morris (bad pass; steal by J. Smith),55,65
234,3,9:30.0,Shooting foul by A. Len (drawn by T. Mozgov),,55,65
235,3,9:30.0,T. Mozgov makes free throw 1 of 2,,56,65
236,3,9:30.0,T. Mozgov makes free throw 2 of 2,,57,65
237,3,9:10.0,,Turnover by P. Tucker (bad pass; steal by K. Irving),57,65
238,3,8:55.0,K. Irving misses 2-pt jump shot from 17 ft,,57,65
239,3,8:53.0,,Defensive rebound by A. Len,57,65
240,3,8:45.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by G. Dragić),57,68
241,3,8:25.0,Turnover by T. Mozgov (traveling),,57,68
242,3,8:10.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by G. Dragić),57,70
243,3,7:48.0,T. Mozgov misses 2-pt layup from 2 ft,,57,70
244,3,7:46.0,,Defensive rebound by P. Tucker,57,70
245,3,7:24.0,,G. Dragić makes 3-pt jump shot from 24 ft,57,73
246,3,7:07.0,Shooting foul by M. Morris (drawn by L. James),,57,73
247,3,7:07.0,L. James makes free throw 1 of 2,,58,73
248,3,7:07.0,L. James misses free throw 2 of 2,,58,73
249,3,7:06.0,,Defensive rebound by E. Bledsoe,58,73
250,3,6:42.0,,A. Len misses 2-pt jump shot from 14 ft,58,73
251,3,6:40.0,Defensive rebound by L. James,,58,73
252,3,6:33.0,L. James misses 3-pt jump shot from 24 ft,,58,73
253,3,6:31.0,Offensive rebound by K. Love,,58,73
254,3,6:31.0,Personal foul by M. Morris (drawn by K. Love),,58,73
255,3,6:23.0,K. Irving misses 2-pt jump shot from 17 ft,,58,73
256,3,6:21.0,,Defensive rebound by Team,58,73
257,3,5:57.0,,P. Tucker misses 2-pt layup from 2 ft,58,73
258,3,5:55.0,Defensive rebound by T. Mozgov,,58,73
259,3,5:44.0,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Irving),,61,73
260,3,5:44.0,,Phoenix full timeout,61,73
261,3,5:44.0,,I. Thomas enters the game for P. Tucker,61,73
262,3,5:44.0,,M. Morris enters the game for G. Dragić,61,73
263,3,5:44.0,S. Marion enters the game for L. James,,61,73
264,3,5:28.0,,M. Morris makes 2-pt layup from 1 ft (assist by A. Len),61,75
265,3,5:07.0,J. Smith misses 2-pt jump shot from 4 ft,,61,75
266,3,5:05.0,,Defensive rebound by E. Bledsoe,61,75
267,3,4:56.0,,I. Thomas misses 3-pt jump shot from 23 ft,61,75
268,3,4:54.0,Defensive rebound by T. Mozgov,,61,75
269,3,4:34.0,J. Smith misses 3-pt jump shot from 24 ft,,61,75
270,3,4:32.0,,Defensive rebound by A. Len,61,75
271,3,4:19.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by M. Morris),61,77
272,3,3:58.0,T. Mozgov misses 2-pt jump shot from 16 ft,,61,77
273,3,3:56.0,,Defensive rebound by E. Bledsoe,61,77
274,3,3:52.0,,Shooting foul by J. Smith (drawn by E. Bledsoe),61,77
275,3,3:52.0,,E. Bledsoe makes free throw 1 of 2,61,78
276,3,3:52.0,,B. Wright enters the game for A. Len,61,78
277,3,3:52.0,T. Thompson enters the game for K. Love,,61,78
278,3,3:52.0,,E. Bledsoe makes free throw 2 of 2,61,79
279,3,3:33.0,Turnover by K. Irving (bad pass; steal by B. Wright),,61,79
280,3,3:29.0,,Clear path foul by T. Thompson,61,79
281,3,3:29.0,,M. Plumlee enters the game for M. Morris,61,79
282,3,3:29.0,J. Jones enters the game for T. Mozgov,,61,79
283,3,3:29.0,,B. Wright misses clear path free throw 1 of 2,61,79
284,3,3:29.0,,Offensive rebound by Team,61,79
285,3,3:29.0,,B. Wright makes clear path free throw 2 of 2,61,80
286,3,3:19.0,,M. Morris misses 2-pt jump shot from 16 ft,61,80
287,3,3:18.0,,Offensive rebound by M. Plumlee,61,80
288,3,3:10.0,,M. Morris misses 3-pt jump shot from 24 ft,61,80
289,3,3:07.0,Defensive rebound by S. Marion,,61,80
290,3,2:44.0,J. Jones makes 2-pt jump shot from 19 ft (assist by S. Marion),,63,80
291,3,2:25.0,,E. Bledsoe misses 2-pt jump shot from 5 ft,63,80
292,3,2:24.0,Defensive rebound by S. Marion,,63,80
293,3,2:15.0,S. Marion misses 2-pt jump shot from 3 ft,,63,80
294,3,2:14.0,Offensive rebound by S. Marion,,63,80
295,3,2:10.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,66,80
296,3,1:43.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by I. Thomas),66,83
297,3,1:27.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,69,83
298,3,1:13.0,,I. Thomas makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),69,85
299,3,0:57.0,J. Smith makes 3-pt jump shot from 24 ft,,72,85
300,3,0:43.0,,Personal foul by J. Smith (drawn by M. Plumlee),72,85
301,3,0:43.0,Cleveland full timeout,,72,85
302,3,0:43.0,,G. Green enters the game for E. Bledsoe,72,85
303,3,0:43.0,L. James enters the game for K. Irving,,72,85
304,3,0:43.0,,M. Plumlee misses free throw 1 of 2,72,85
305,3,0:43.0,,Offensive rebound by Team,72,85
306,3,0:43.0,,M. Plumlee misses free throw 2 of 2,72,85
307,3,0:43.0,Defensive rebound by L. James,,72,85
308,3,0:30.0,Personal foul by G. Green (drawn by L. James),,72,85
309,3,0:30.0,L. James makes free throw 1 of 2,,73,85
310,3,0:30.0,M. Dellavedova enters the game for J. Smith,,73,85
311,3,0:30.0,,G. Dragić enters the game for M. Plumlee,73,85
312,3,0:30.0,L. James makes free throw 2 of 2,,74,85
313,3,0:10.0,,Turnover by I. Thomas (traveling),74,85
314,3,0:10.0,J. Smith enters the game for T. Thompson,,74,85
315,3,0:10.0,K. Irving enters the game for M. Dellavedova,,74,85
316,3,0:10.0,,P. Tucker enters the game for B. Wright,74,85
317,3,0:06.0,L. James makes 2-pt dunk at rim,,76,85
318,3,0:04.0,,Turnover by M. Morris (bad pass; steal by J. Smith),76,85
319,3,0:02.0,J. Smith makes 3-pt jump shot from 24 ft,,79,85
320,3,0:00.0,,M. Morris misses 3-pt jump shot from 69 ft,79,85
321,3,0:00.0,,Offensive rebound by Team,79,85
322,4,11:46.0,,A. Len makes 2-pt layup from 2 ft (assist by P. Tucker),79,87
323,4,11:28.0,L. James makes 2-pt layup from 1 ft,,81,87
324,4,11:11.0,,G. Dragić misses 2-pt jump shot from 8 ft,81,87
325,4,11:09.0,Defensive rebound by T. Thompson,,81,87
326,4,11:09.0,Personal foul by G. Dragić (drawn by L. James),,81,87
327,4,10:56.0,J. Smith misses 3-pt jump shot from 26 ft,,81,87
328,4,10:53.0,,Defensive rebound by B. Wright,81,87
329,4,10:43.0,,I. Thomas misses 2-pt jump shot from 17 ft,81,87
330,4,10:41.0,Defensive rebound by S. Marion,,81,87
331,4,10:34.0,Turnover by K. Irving (lost ball; steal by B. Wright),,81,87
332,4,10:29.0,,Turnover by P. Tucker (bad pass),81,87
333,4,10:12.0,Personal foul by G. Dragić (drawn by J. Smith),,81,87
334,4,10:02.0,S. Marion makes 2-pt jump shot from 6 ft,,83,87
335,4,9:38.0,,P. Tucker misses 3-pt jump shot from 22 ft,83,87
336,4,9:36.0,Defensive rebound by S. Marion,,83,87
337,4,9:26.0,L. James makes 2-pt layup from 1 ft,,85,87
338,4,9:18.0,,Phoenix full timeout,85,87
339,4,9:18.0,,E. Bledsoe enters the game for I. Thomas,85,87
340,4,9:18.0,,M. Morris enters the game for B. Wright,85,87
341,4,9:05.0,,G. Dragić misses 2-pt layup at rim,85,87
342,4,9:03.0,Defensive rebound by T. Thompson,,85,87
343,4,8:48.0,J. Smith misses 2-pt jump shot from 21 ft,,85,87
344,4,8:46.0,,Defensive rebound by G. Dragić,85,87
345,4,8:45.0,,Personal foul by K. Irving (drawn by G. Dragić),85,87
346,4,8:34.0,,Shooting foul by S. Marion (drawn by M. Morris),85,87
347,4,8:34.0,,M. Morris misses free throw 1 of 2,85,87
348,4,8:34.0,,Offensive rebound by Team,85,87
349,4,8:34.0,,M. Morris makes free throw 2 of 2,85,88
350,4,8:21.0,L. James makes 3-pt jump shot from 24 ft,,88,88
351,4,8:01.0,,Personal foul by L. James (drawn by P. Tucker),88,88
352,4,8:01.0,J. Jones enters the game for J. Smith,,88,88
353,4,7:57.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,88,88
354,4,7:55.0,,Offensive rebound by A. Len,88,88
355,4,7:49.0,,G. Dragić misses 2-pt jump shot from 16 ft,88,88
356,4,7:46.0,Defensive rebound by S. Marion,,88,88
357,4,7:31.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,90,88
358,4,7:11.0,,M. Morris makes 2-pt layup from 1 ft,90,90
359,4,6:49.0,S. Marion misses 3-pt jump shot from 25 ft,,90,90
360,4,6:47.0,Offensive rebound by T. Thompson,,90,90
361,4,6:44.0,Turnover by T. Thompson (lost ball; steal by P. Tucker),,90,90
362,4,6:29.0,,M. Morris makes 2-pt jump shot from 8 ft,90,92
363,4,6:07.0,S. Marion misses 2-pt jump shot from 11 ft,,90,92
364,4,6:04.0,Offensive rebound by S. Marion,,90,92
365,4,6:04.0,S. Marion misses 2-pt jump shot from 5 ft,,90,92
366,4,6:02.0,,Defensive rebound by A. Len,90,92
367,4,5:37.0,,Turnover by A. Len (bad pass; steal by J. Jones),90,92
368,4,5:29.0,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),,93,92
369,4,5:04.0,,M. Morris makes 2-pt jump shot from 8 ft,93,94
370,4,5:04.0,Cleveland full timeout,,93,94
371,4,5:04.0,J. Smith enters the game for S. Marion,,93,94
372,4,4:41.0,K. Irving misses 3-pt jump shot from 23 ft,,93,94
373,4,4:39.0,Offensive rebound by T. Thompson,,93,94
374,4,4:37.0,T. Thompson makes 2-pt jump shot from 4 ft,,95,94
375,4,4:15.0,,M. Morris makes 2-pt jump shot from 12 ft,95,96
376,4,3:53.0,L. James makes 2-pt layup from 1 ft,,97,96
377,4,3:31.0,,Shooting foul by J. Smith (drawn by E. Bledsoe),97,96
378,4,3:31.0,,E. Bledsoe makes free throw 1 of 2,97,97
379,4,3:31.0,,E. Bledsoe makes free throw 2 of 2,97,98
380,4,3:15.0,J. Jones misses 3-pt jump shot from 25 ft,,97,98
381,4,3:13.0,,Defensive rebound by E. Bledsoe,97,98
382,4,3:05.0,,M. Morris misses 2-pt jump shot from 10 ft,97,98
383,4,3:04.0,Defensive rebound by J. Smith,,97,98
384,4,3:04.0,Personal foul by A. Len (drawn by J. Smith),,97,98
385,4,2:48.0,K. Irving misses 2-pt jump shot from 5 ft,,97,98
386,4,2:46.0,,Defensive rebound by A. Len,97,98
387,4,2:38.0,,Personal foul by J. Jones (drawn by E. Bledsoe),97,98
388,4,2:38.0,Official timeout,,97,98
389,4,2:38.0,,E. Bledsoe misses free throw 1 of 2,97,98
390,4,2:38.0,,Offensive rebound by Team,97,98
391,4,2:38.0,,E. Bledsoe makes free throw 2 of 2,97,99
392,4,2:14.0,L. James misses 3-pt jump shot from 25 ft,,97,99
393,4,2:13.0,,Defensive rebound by E. Bledsoe,97,99
394,4,1:52.0,,M. Morris misses 2-pt layup from 1 ft,97,99
395,4,1:52.0,,Offensive rebound by A. Len,97,99
396,4,1:52.0,,A. Len makes 2-pt layup from 1 ft,97,101
397,4,1:39.0,K. Irving misses 2-pt layup from 1 ft (block by E. Bledsoe),,97,101
