,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,WASHINGTON_ACTION,LA CLIPPERS_SCORE,WASHINGTON_SCORE
390,4,5:19.0,,J. Wall misses 2-pt jump shot from 18 ft,79,91
391,4,5:18.0,Defensive rebound by C. Paul,,79,91
392,4,5:09.0,C. Paul makes 3-pt jump shot from 26 ft,,82,91
393,4,4:51.0,,J. Wall misses 2-pt layup at rim (block by D. Jordan),82,91
394,4,4:49.0,,Offensive rebound by R. Butler,82,91
395,4,4:46.0,,R. Butler makes 3-pt jump shot from 26 ft,82,94
396,4,4:30.0,Personal foul by J. Wall (drawn by C. Paul),,82,94
397,4,4:30.0,,Technical foul by J. Wall,82,94
398,4,4:30.0,J. Redick makes technical free throw,,83,94
399,4,4:30.0,C. Paul makes free throw 1 of 2,,84,94
400,4,4:30.0,C. Paul makes free throw 2 of 2,,85,94
401,4,4:12.0,,Shooting foul by B. Griffin (drawn by B. Beal),85,94
402,4,4:12.0,,B. Beal makes free throw 1 of 2,85,95
403,4,4:12.0,,B. Beal makes free throw 2 of 2,85,96
404,4,4:05.0,C. Paul misses 2-pt layup from 1 ft (block by J. Wall),,85,96
405,4,4:03.0,,Defensive rebound by N. Hilário,85,96
406,4,3:57.0,,B. Beal makes 2-pt layup at rim (assist by R. Butler),85,98
407,4,3:46.0,Turnover by J. Crawford (bad pass; steal by B. Beal),,85,98
408,4,3:30.0,,P. Pierce misses 3-pt jump shot from 25 ft,85,98
409,4,3:29.0,Defensive rebound by D. Jordan,,85,98
410,4,3:27.0,LA Clippers full timeout,,85,98
411,4,3:27.0,M. Barnes enters the game for D. Jordan,,85,98
412,4,3:16.0,Personal foul by J. Wall (drawn by C. Paul),,85,98
413,4,3:16.0,C. Paul makes free throw 1 of 2,,86,98
414,4,3:16.0,C. Paul makes free throw 2 of 2,,87,98
415,4,2:59.0,,N. Hilário makes 2-pt layup from 1 ft (assist by P. Pierce),87,100
416,4,2:51.0,Turnover by M. Barnes (lost ball; steal by N. Hilário),,87,100
417,4,2:32.0,,Turnover by J. Wall (bad pass; steal by J. Crawford),87,100
418,4,2:22.0,C. Paul makes 2-pt jump shot from 19 ft,,89,100
419,4,2:09.0,,Personal foul by B. Griffin (drawn by N. Hilário),89,100
420,4,2:09.0,J. Farmar enters the game for M. Barnes,,89,100
421,4,2:09.0,E. Udoh enters the game for B. Griffin,,89,100
422,4,2:09.0,G. Davis enters the game for J. Redick,,89,100
423,4,2:09.0,C. Wilcox enters the game for C. Paul,,89,100
424,4,2:09.0,J. Cunningham enters the game for J. Crawford,,89,100
425,4,1:59.0,,N. Hilário makes 2-pt layup at rim (assist by J. Wall),89,102
426,4,1:49.0,C. Wilcox makes 3-pt jump shot from 24 ft,,92,102
427,4,1:30.0,,Shooting foul by J. Cunningham (drawn by P. Pierce),92,102
428,4,1:30.0,,P. Pierce makes free throw 1 of 2,92,103
429,4,1:30.0,,O. Porter enters the game for B. Beal,92,103
430,4,1:30.0,,K. Séraphin enters the game for N. Hilário,92,103
431,4,1:30.0,,P. Pierce makes free throw 2 of 2,92,104
432,4,1:23.0,Personal take foul by P. Pierce (drawn by E. Udoh),,92,104
433,4,1:23.0,E. Udoh makes free throw 1 of 2,,93,104
434,4,1:23.0,,G. Temple enters the game for P. Pierce,93,104
435,4,1:23.0,E. Udoh makes free throw 2 of 2,,94,104
436,4,1:00.0,,R. Butler misses 3-pt jump shot from 26 ft,94,104
437,4,1:00.0,Defensive rebound by J. Cunningham,,94,104
438,4,0:54.0,J. Cunningham misses 2-pt jump shot from 11 ft,,94,104
439,4,0:53.0,Offensive rebound by G. Davis,,94,104
440,4,0:52.0,G. Davis makes 2-pt layup at rim,,96,104
441,4,0:31.0,,J. Wall misses 2-pt jump shot from 21 ft,96,104
442,4,0:29.0,Defensive rebound by C. Wilcox,,96,104
443,4,0:24.0,Turnover by J. Cunningham (lost ball),,96,104
444,4,0:24.0,,A. Miller enters the game for J. Wall,96,104
445,4,0:00.0,,Turnover by Team (shot clock),96,104
