,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
385,4,3:28.0,,Turnover by D. Green (bad pass; steal by E. Fournier),93,87
386,4,3:05.0,T. Harris misses 2-pt jump shot from 16 ft,,93,87
387,4,3:04.0,,Defensive rebound by K. Thompson,93,87
388,4,2:56.0,,K. Thompson makes 3-pt jump shot from 30 ft,93,90
389,4,2:36.0,K. O'Quinn misses 2-pt layup from 1 ft,,93,90
390,4,2:35.0,,Defensive rebound by A. Bogut,93,90
391,4,2:18.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),93,93
392,4,1:57.0,Personal foul by D. Green (drawn by T. Harris),,93,93
393,4,1:57.0,,H. Barnes enters the game for D. Green,93,93
394,4,1:50.0,K. O'Quinn makes 2-pt jump shot from 11 ft (assist by E. Payton),,95,93
395,4,1:38.0,,Shooting foul by K. O'Quinn (drawn by S. Curry),95,93
396,4,1:38.0,,S. Curry makes free throw 1 of 2,95,94
397,4,1:38.0,,D. Green enters the game for H. Barnes,95,94
398,4,1:38.0,,S. Curry makes free throw 2 of 2,95,95
399,4,1:22.0,E. Payton misses 2-pt jump shot from 9 ft,,95,95
400,4,1:20.0,,Defensive rebound by S. Curry,95,95
401,4,1:11.0,,K. Thompson misses 3-pt jump shot from 26 ft,95,95
402,4,1:09.0,,Offensive rebound by D. Green,95,95
403,4,1:01.0,,S. Curry misses 3-pt jump shot from 24 ft,95,95
404,4,1:00.0,,Offensive rebound by A. Bogut,95,95
405,4,0:57.0,,S. Curry misses 3-pt jump shot from 26 ft,95,95
406,4,0:56.0,Defensive rebound by E. Payton,,95,95
407,4,0:48.0,Orlando full timeout,,95,95
408,4,0:38.0,T. Harris makes 2-pt jump shot from 5 ft (assist by E. Payton),,97,95
409,4,0:30.0,,A. Bogut misses 2-pt dunk at rim,97,95
410,4,0:29.0,Defensive rebound by K. O'Quinn,,97,95
411,4,0:09.0,E. Payton misses 2-pt layup from 1 ft,,97,95
412,4,0:07.0,,Defensive rebound by D. Green,97,95
413,4,0:04.0,,S. Curry makes 3-pt jump shot from 27 ft,97,98
414,4,0:02.0,Orlando full timeout,,97,98
415,4,0:02.0,,H. Barnes enters the game for A. Bogut,97,98
416,4,0:02.0,,Golden State full timeout,97,98
417,4,0:02.0,,A. Bogut enters the game for H. Barnes,97,98
418,4,0:02.0,Turnover by K. O'Quinn (bad pass; steal by D. Green),,97,98
