,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,INDIANA_ACTION,SAN ANTONIO_SCORE,INDIANA_SCORE
394,4,1:52.0,,Offensive rebound by Team,91,93
395,4,1:49.0,,C. Miles misses 2-pt jump shot from 16 ft,91,93
396,4,1:48.0,Defensive rebound by D. Green,,91,93
397,4,1:43.0,T. Parker misses 2-pt layup from 2 ft (block by C. Miles),,91,93
398,4,1:42.0,,Defensive rebound by D. West,91,93
399,4,1:40.0,,Turnover by D. West (lost ball; steal by D. Green),91,93
400,4,1:35.0,D. Green misses 3-pt jump shot from 25 ft,,91,93
401,4,1:33.0,,Defensive rebound by D. West,91,93
402,4,1:19.0,,R. Hibbert misses 2-pt jump shot from 3 ft (block by T. Duncan),91,93
403,4,1:18.0,Defensive rebound by T. Duncan,,91,93
404,4,1:12.0,T. Parker misses 2-pt layup at rim,,91,93
405,4,1:11.0,,Defensive rebound by D. West,91,93
406,4,1:06.0,Offensive charge foul by R. Stuckey (drawn by D. Green),,91,93
407,4,1:06.0,,Turnover by R. Stuckey (offensive foul),91,93
408,4,1:06.0,M. Belinelli enters the game for D. Green,,91,93
409,4,0:58.0,K. Leonard misses 2-pt jump shot from 15 ft,,91,93
410,4,0:57.0,Offensive rebound by A. Baynes,,91,93
411,4,0:57.0,A. Baynes makes 2-pt tip-in at rim,,93,93
412,4,0:57.0,,Indiana full timeout,93,93
413,4,0:57.0,D. Green enters the game for M. Belinelli,,93,93
414,4,0:46.0,,D. West misses 2-pt jump shot from 17 ft,93,93
415,4,0:43.0,Defensive rebound by D. Green,,93,93
416,4,0:28.0,D. Green misses 3-pt jump shot from 22 ft,,93,93
417,4,0:28.0,Offensive rebound by T. Duncan,,93,93
418,4,0:21.0,San Antonio full timeout,,93,93
419,4,0:21.0,M. Belinelli enters the game for A. Baynes,,93,93
420,4,0:02.0,M. Belinelli makes 2-pt jump shot from 17 ft (assist by K. Leonard),,95,93
421,4,0:02.0,,Indiana full timeout,95,93
422,4,0:02.0,A. Baynes enters the game for M. Belinelli,,95,93
423,4,0:02.0,,D. Rudež enters the game for R. Hibbert,95,93
424,4,0:00.0,,G. Hill misses 3-pt jump shot from 25 ft,95,93
425,4,0:00.0,,Offensive rebound by Team,95,93
