,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
390,4,5:33.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),90,92
391,4,5:16.0,M. Ellis misses 2-pt jump shot from 8 ft,,90,92
392,4,5:15.0,,Defensive rebound by N. Hilário,90,92
393,4,5:05.0,,N. Hilário misses 2-pt jump shot from 4 ft (block by T. Chandler),90,92
394,4,5:04.0,Defensive rebound by J. Barea,,90,92
395,4,5:00.0,C. Parsons misses 2-pt jump shot from 4 ft (block by J. Wall),,90,92
396,4,5:00.0,Offensive rebound by Team,,90,92
397,4,5:00.0,,P. Pierce enters the game for B. Beal,90,92
398,4,4:48.0,M. Ellis misses 2-pt jump shot from 13 ft,,90,92
399,4,4:47.0,,Defensive rebound by Team,90,92
400,4,4:31.0,,K. Humphries misses 3-pt jump shot from 24 ft,90,92
401,4,4:29.0,Defensive rebound by J. Barea,,90,92
402,4,4:24.0,B. Wright makes 2-pt layup from 2 ft (assist by J. Barea),,92,92
403,4,4:10.0,,Turnover by P. Pierce (offensive foul),92,92
404,4,4:10.0,,Offensive foul by P. Pierce (drawn by C. Parsons),92,92
405,4,3:57.0,B. Wright misses 2-pt jump shot from 8 ft,,92,92
406,4,3:56.0,,Defensive rebound by O. Porter,92,92
407,4,3:44.0,,Shooting foul by J. Barea (drawn by J. Wall),92,92
408,4,3:44.0,,J. Wall misses free throw 1 of 2,92,92
409,4,3:44.0,,Offensive rebound by Team,92,92
410,4,3:44.0,A. Aminu enters the game for B. Wright,,92,92
411,4,3:44.0,,J. Wall makes free throw 2 of 2,92,93
412,4,3:27.0,Personal foul by N. Hilário (drawn by T. Chandler),,92,93
413,4,3:27.0,D. Nowitzki enters the game for A. Aminu,,92,93
414,4,3:15.0,J. Barea makes 2-pt jump shot from 17 ft (assist by T. Chandler),,94,93
415,4,2:57.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Wall),94,95
416,4,2:37.0,J. Barea makes 2-pt jump shot from 21 ft (assist by D. Nowitzki),,96,95
417,4,2:23.0,,Personal foul by M. Ellis (drawn by J. Wall),96,95
418,4,2:23.0,Official timeout,,96,95
419,4,2:23.0,,B. Beal enters the game for O. Porter,96,95
420,4,2:23.0,,M. Gortat enters the game for K. Humphries,96,95
421,4,2:15.0,,Offensive foul by B. Beal (drawn by J. Barea),96,95
422,4,2:15.0,,Turnover by B. Beal (offensive foul),96,95
423,4,1:59.0,J. Barea makes 3-pt jump shot from 26 ft,,99,95
424,4,1:49.0,,Personal foul by M. Ellis (drawn by P. Pierce),99,95
425,4,1:38.0,,P. Pierce misses 3-pt jump shot from 25 ft,99,95
426,4,1:37.0,,Offensive rebound by M. Gortat,99,95
427,4,1:37.0,,M. Gortat makes 2-pt layup from 1 ft,99,97
428,4,1:20.0,D. Nowitzki makes 3-pt jump shot from 25 ft,,102,97
429,4,1:20.0,,Washington full timeout,102,97
430,4,1:10.0,,B. Beal makes 2-pt layup from 1 ft,102,99
431,4,0:50.0,Dallas full timeout,,102,99
432,4,0:48.0,M. Ellis misses 2-pt jump shot from 19 ft,,102,99
433,4,0:46.0,Offensive rebound by T. Chandler,,102,99
434,4,0:34.0,Offensive foul by M. Ellis (drawn by B. Beal),,102,99
435,4,0:34.0,Turnover by M. Ellis (offensive foul),,102,99
436,4,0:27.0,,J. Wall misses 3-pt jump shot from 25 ft,102,99
437,4,0:26.0,Defensive rebound by C. Parsons,,102,99
438,4,0:21.0,Personal foul by J. Wall (drawn by J. Barea),,102,99
439,4,0:18.0,Personal foul by J. Wall (drawn by M. Ellis),,102,99
440,4,0:18.0,M. Ellis makes free throw 1 of 2,,103,99
441,4,0:18.0,M. Ellis makes free throw 2 of 2,,104,99
442,4,0:18.0,,Washington full timeout,104,99
443,4,0:18.0,,R. Butler enters the game for M. Gortat,104,99
444,4,0:18.0,A. Aminu enters the game for C. Parsons,,104,99
445,4,0:18.0,B. Wright enters the game for D. Nowitzki,,104,99
446,4,0:18.0,J. Crowder enters the game for T. Chandler,,104,99
447,4,0:14.0,,B. Beal misses 3-pt jump shot from 25 ft,104,99
448,4,0:13.0,,Offensive rebound by B. Beal,104,99
449,4,0:11.0,,B. Beal misses 2-pt layup from 1 ft (block by B. Wright),104,99
450,4,0:09.0,Defensive rebound by A. Aminu,,104,99
451,4,0:05.0,Personal take foul by B. Beal (drawn by J. Barea),,104,99
452,4,0:05.0,J. Barea makes free throw 1 of 2,,105,99
453,4,0:05.0,J. Barea misses free throw 2 of 2,,105,99
454,4,0:04.0,,Defensive rebound by P. Pierce,105,99
455,4,0:01.0,,B. Beal makes 3-pt jump shot from 30 ft (assist by P. Pierce),105,102
