,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
377,4,5:47.0,G. Antetokounmpo enters the game for J. Dudley,,82,88
378,4,5:47.0,,T. Duncan enters the game for T. Splitter,82,88
379,4,5:47.0,,C. Joseph enters the game for M. Bonner,82,88
380,4,5:31.0,Turnover by Team (shot clock),,82,88
381,4,5:17.0,,Shooting foul by O. Mayo (drawn by K. Leonard),82,88
382,4,5:17.0,,K. Leonard misses free throw 1 of 2,82,88
383,4,5:17.0,,Offensive rebound by Team,82,88
384,4,5:17.0,,K. Leonard makes free throw 2 of 2,82,89
385,4,4:59.0,B. Knight misses 2-pt layup from 2 ft (block by D. Green),,82,89
386,4,4:58.0,,Defensive rebound by C. Joseph,82,89
387,4,4:53.0,,D. Green misses 3-pt jump shot from 24 ft,82,89
388,4,4:52.0,Defensive rebound by G. Antetokounmpo,,82,89
389,4,4:47.0,B. Knight misses 2-pt layup from 1 ft,,82,89
390,4,4:46.0,Offensive rebound by B. Knight,,82,89
391,4,4:29.0,J. Bayless makes 2-pt layup from 1 ft,,84,89
392,4,4:14.0,,Shooting foul by K. Martin (drawn by K. Leonard),84,89
393,4,4:14.0,,K. Leonard makes free throw 1 of 2,84,90
394,4,4:14.0,,M. Ginóbili enters the game for D. Green,84,90
395,4,4:14.0,K. Middleton enters the game for B. Knight,,84,90
396,4,4:14.0,,B. Diaw enters the game for C. Joseph,84,90
397,4,4:14.0,,K. Leonard makes free throw 2 of 2,84,91
398,4,3:53.0,J. Bayless misses 2-pt jump shot from 20 ft,,84,91
399,4,3:52.0,,Defensive rebound by K. Leonard,84,91
400,4,3:43.0,,Shooting foul by G. Antetokounmpo (drawn by M. Ginóbili),84,91
401,4,3:43.0,,M. Ginóbili makes free throw 1 of 2,84,92
402,4,3:43.0,Z. Pachulia enters the game for K. Martin,,84,92
403,4,3:43.0,,M. Ginóbili makes free throw 2 of 2,84,93
404,4,3:33.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by J. Bayless),,86,93
405,4,3:13.0,,T. Duncan misses 2-pt jump shot from 18 ft,86,93
406,4,3:12.0,Defensive rebound by J. Bayless,,86,93
407,4,2:57.0,Z. Pachulia misses 2-pt jump shot from 10 ft,,86,93
408,4,2:56.0,,Defensive rebound by T. Duncan,86,93
409,4,2:47.0,,Turnover by M. Ginóbili (bad pass; steal by G. Antetokounmpo),86,93
410,4,2:42.0,G. Antetokounmpo misses 2-pt dunk at rim,,86,93
411,4,2:41.0,,Defensive rebound by B. Diaw,86,93
412,4,2:37.0,Milwaukee full timeout,,86,93
413,4,2:37.0,,Turnover by B. Diaw (lost ball; steal by K. Middleton),86,93
414,4,2:23.0,Z. Pachulia makes 2-pt layup at rim (assist by O. Mayo),,88,93
415,4,2:00.0,,M. Ginóbili makes 2-pt layup at rim (assist by T. Parker),88,95
416,4,1:45.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,91,95
417,4,1:27.0,,Turnover by T. Parker (bad pass; steal by K. Middleton),91,95
418,4,1:23.0,K. Middleton makes 2-pt layup at rim (assist by J. Bayless),,93,95
419,4,1:06.0,,M. Ginóbili misses 2-pt layup from 2 ft (block by J. Bayless),93,95
420,4,1:05.0,,Offensive rebound by Team,93,95
421,4,1:02.0,,T. Duncan makes 2-pt layup at rim (assist by T. Parker),93,97
422,4,0:53.0,J. Bayless makes 2-pt jump shot from 5 ft (assist by Z. Pachulia),,95,97
423,4,0:34.0,,T. Parker misses 3-pt jump shot from 22 ft,95,97
424,4,0:33.0,Defensive rebound by G. Antetokounmpo,,95,97
425,4,0:25.0,J. Bayless misses 2-pt jump shot from 8 ft,,95,97
426,4,0:24.0,,Defensive rebound by T. Duncan,95,97
427,4,0:20.0,,Personal foul by Z. Pachulia (drawn by T. Parker),95,97
428,4,0:20.0,,T. Parker makes free throw 1 of 2,95,98
429,4,0:20.0,,T. Parker makes free throw 2 of 2,95,99
430,4,0:20.0,Milwaukee full timeout,,95,99
431,4,0:20.0,,C. Joseph enters the game for T. Duncan,95,99
432,4,0:20.0,J. Dudley enters the game for G. Antetokounmpo,,95,99
433,4,0:13.0,J. Bayless misses 2-pt jump shot from 8 ft,,95,99
434,4,0:12.0,,Defensive rebound by K. Leonard,95,99
435,4,0:09.0,,Personal take foul by J. Dudley (drawn by K. Leonard),95,99
436,4,0:09.0,,K. Leonard makes free throw 1 of 2,95,100
437,4,0:09.0,,T. Duncan enters the game for C. Joseph,95,100
438,4,0:09.0,,K. Leonard makes free throw 2 of 2,95,101
439,4,0:09.0,Milwaukee full timeout,,95,101
440,4,0:09.0,,C. Joseph enters the game for T. Duncan,95,101
441,4,0:05.0,K. Middleton misses 3-pt jump shot from 27 ft,,95,101
442,4,0:03.0,Offensive rebound by J. Bayless,,95,101
443,4,0:03.0,Personal foul by M. Ginóbili (drawn by J. Bayless),,95,101
444,4,0:03.0,J. Bayless misses free throw 1 of 2,,95,101
445,4,0:03.0,Offensive rebound by Team,,95,101
446,4,0:03.0,,T. Duncan enters the game for C. Joseph,95,101
447,4,0:03.0,J. Bayless misses free throw 2 of 2,,95,101
448,4,0:02.0,Offensive rebound by Z. Pachulia,,95,101
