,QUARTER,TIME_REMAINING,DETROIT_ACTION,SAN ANTONIO_ACTION,DETROIT_SCORE,SAN ANTONIO_SCORE
167,2,7:45.0,,B. Diaw makes 2-pt jump shot from 3 ft,29,44
168,2,7:20.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by D. Augustin),,32,44
169,2,7:05.0,,B. Diaw makes 2-pt jump shot from 5 ft (assist by M. Ginóbili),32,46
170,2,7:05.0,,Shooting block foul by J. Jerebko (drawn by B. Diaw),32,46
171,2,7:05.0,,B. Diaw makes free throw 1 of 1,32,47
172,2,6:57.0,Detroit full timeout,,32,47
173,2,6:57.0,A. Tolliver enters the game for J. Jerebko,,32,47
174,2,6:52.0,Detroit full timeout,,32,47
175,2,6:42.0,D. Augustin misses 2-pt jump shot from 5 ft,,32,47
176,2,6:41.0,Offensive rebound by A. Drummond,,32,47
177,2,6:40.0,,Loose ball foul by M. Ginóbili (drawn by A. Drummond),32,47
178,2,6:24.0,J. Meeks makes 2-pt jump shot from 22 ft,,34,47
179,2,6:20.0,,Personal foul by J. Meeks (drawn by M. Ginóbili),34,47
180,2,6:20.0,,M. Ginóbili misses free throw 1 of 2,34,47
181,2,6:20.0,,Offensive rebound by Team,34,47
182,2,6:20.0,B. Jennings enters the game for C. Butler,,34,47
183,2,6:20.0,,M. Ginóbili makes free throw 2 of 2,34,48
184,2,5:54.0,J. Meeks makes 2-pt jump shot from 21 ft (assist by D. Augustin),,36,48
185,2,5:41.0,,C. Joseph makes 2-pt jump shot from 7 ft,36,50
186,2,5:32.0,Offensive foul by A. Tolliver (drawn by M. Ginóbili),,36,50
187,2,5:32.0,Turnover by A. Tolliver (offensive foul),,36,50
188,2,5:17.0,,P. Mills misses 3-pt jump shot from 25 ft,36,50
189,2,5:16.0,Defensive rebound by A. Drummond,,36,50
190,2,5:07.0,A. Drummond misses 2-pt layup from 1 ft,,36,50
191,2,5:05.0,,Defensive rebound by B. Diaw,36,50
192,2,4:57.0,,Turnover by B. Diaw (lost ball; steal by A. Tolliver),36,50
193,2,4:53.0,J. Meeks misses 2-pt layup from 4 ft,,36,50
194,2,4:52.0,Offensive rebound by Team,,36,50
195,2,4:52.0,,Loose ball foul by P. Mills (drawn by A. Tolliver),36,50
196,2,4:52.0,K. Caldwell-Pope enters the game for J. Meeks,,36,50
197,2,4:52.0,G. Monroe enters the game for A. Drummond,,36,50
198,2,4:34.0,B. Jennings misses 2-pt layup from 1 ft (block by J. Ayres),,36,50
199,2,4:33.0,,Defensive rebound by C. Joseph,36,50
200,2,4:29.0,,C. Joseph makes 2-pt layup from 2 ft,36,52
201,2,4:03.0,G. Monroe misses 2-pt layup at rim,,36,52
202,2,4:02.0,,Defensive rebound by J. Ayres,36,52
203,2,3:55.0,,J. Ayres makes 2-pt layup from 1 ft (assist by M. Ginóbili),36,54
204,2,3:44.0,Detroit full timeout,,36,54
205,2,3:44.0,,M. Belinelli enters the game for J. Ayres,36,54
206,2,3:44.0,,T. Parker enters the game for B. Diaw,36,54
207,2,3:44.0,,D. Green enters the game for M. Ginóbili,36,54
208,2,3:44.0,,T. Duncan enters the game for C. Joseph,36,54
209,2,3:44.0,,T. Splitter enters the game for P. Mills,36,54
210,2,3:26.0,A. Tolliver misses 3-pt jump shot from 25 ft,,36,54
211,2,3:25.0,,Defensive rebound by T. Duncan,36,54
212,2,3:10.0,,M. Belinelli misses 2-pt jump shot from 7 ft,36,54
213,2,3:09.0,Defensive rebound by A. Tolliver,,36,54
214,2,3:01.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,39,54
215,2,2:49.0,K. Singler enters the game for D. Augustin,,39,54
216,2,2:49.0,,M. Ginóbili enters the game for M. Belinelli,39,54
217,2,2:37.0,Shooting foul by M. Ginóbili (drawn by K. Singler),,39,54
218,2,2:37.0,K. Singler misses free throw 1 of 2,,39,54
219,2,2:37.0,Offensive rebound by Team,,39,54
220,2,2:37.0,,M. Bonner enters the game for T. Splitter,39,54
221,2,2:37.0,K. Singler makes free throw 2 of 2,,40,54
222,2,2:22.0,,T. Duncan misses 2-pt jump shot from 13 ft,40,54
223,2,2:21.0,Defensive rebound by K. Singler,,40,54
224,2,2:16.0,Shooting foul by D. Green (drawn by K. Caldwell-Pope),,40,54
225,2,2:16.0,K. Caldwell-Pope makes free throw 1 of 2,,41,54
226,2,2:16.0,K. Caldwell-Pope makes free throw 2 of 2,,42,54
227,2,2:05.0,,Turnover by T. Parker (lost ball; steal by B. Jennings),42,54
228,2,2:02.0,Turnover by A. Tolliver (bad pass),,42,54
229,2,1:48.0,,Turnover by M. Ginóbili (lost ball; steal by K. Singler),42,54
230,2,1:33.0,B. Jennings makes 3-pt jump shot from 22 ft,,45,54
231,2,1:17.0,,T. Parker misses 2-pt jump shot from 16 ft,45,54
232,2,1:16.0,Defensive rebound by A. Tolliver,,45,54
233,2,1:11.0,B. Jennings misses 2-pt layup from 2 ft (block by T. Duncan),,45,54
234,2,1:10.0,,Defensive rebound by M. Ginóbili,45,54
235,2,1:00.0,,M. Ginóbili misses 2-pt layup at rim,45,54
236,2,0:59.0,Defensive rebound by K. Singler,,45,54
237,2,0:53.0,A. Tolliver misses 3-pt jump shot from 22 ft,,45,54
238,2,0:53.0,Offensive rebound by G. Monroe,,45,54
239,2,0:53.0,G. Monroe makes 2-pt tip-in at rim,,47,54
240,2,0:36.0,,M. Bonner misses 2-pt jump shot from 10 ft,47,54
241,2,0:35.0,,Offensive rebound by T. Duncan,47,54
242,2,0:35.0,,T. Duncan makes 2-pt layup at rim,47,56
243,2,0:18.0,G. Monroe makes 2-pt layup from 1 ft (assist by B. Jennings),,49,56
244,2,0:00.0,,T. Duncan makes 2-pt layup from 1 ft (assist by M. Ginóbili),49,58
245,3,11:38.0,B. Jennings makes 2-pt jump shot from 7 ft,,51,58
246,3,11:19.0,,T. Duncan misses 2-pt jump shot from 8 ft,51,58
247,3,11:18.0,Defensive rebound by G. Monroe,,51,58
248,3,11:13.0,B. Jennings misses 2-pt layup from 2 ft,,51,58
249,3,11:12.0,Offensive rebound by A. Drummond,,51,58
250,3,11:12.0,A. Drummond makes 2-pt tip-in at rim,,53,58
251,3,11:12.0,,San Antonio full timeout,53,58
252,3,11:02.0,,Turnover by M. Belinelli (lost ball; steal by K. Caldwell-Pope),53,58
253,3,10:57.0,K. Caldwell-Pope makes 2-pt dunk at rim (assist by B. Jennings),,55,58
254,3,10:32.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by C. Joseph),55,60
255,3,10:18.0,Shooting foul by T. Splitter (drawn by G. Monroe),,55,60
256,3,10:18.0,G. Monroe misses free throw 1 of 2,,55,60
257,3,10:18.0,Offensive rebound by Team,,55,60
258,3,10:18.0,G. Monroe makes free throw 2 of 2,,56,60
259,3,9:56.0,,C. Joseph makes 2-pt jump shot from 7 ft,56,62
260,3,9:40.0,K. Singler makes 2-pt jump shot from 20 ft (assist by B. Jennings),,58,62
261,3,9:30.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by C. Joseph),58,64
262,3,9:12.0,K. Caldwell-Pope makes 2-pt layup at rim (assist by G. Monroe),,60,64
263,3,8:57.0,,T. Duncan makes 2-pt jump shot from 3 ft (assist by M. Belinelli),60,66
264,3,8:43.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,62,66
265,3,8:26.0,,D. Green makes 3-pt jump shot from 24 ft (assist by C. Joseph),62,69
266,3,8:14.0,K. Caldwell-Pope misses 2-pt layup from 1 ft (block by T. Splitter),,62,69
267,3,8:11.0,Offensive rebound by A. Drummond,,62,69
268,3,8:11.0,A. Drummond makes 2-pt dunk at rim,,64,69
269,3,7:54.0,Violation by A. Drummond (kicked ball),,64,69
270,3,7:44.0,,D. Green misses 3-pt jump shot from 25 ft,64,69
271,3,7:43.0,Defensive rebound by G. Monroe,,64,69
272,3,7:28.0,Turnover by K. Singler (bad pass),,64,69
273,3,7:28.0,,M. Ginóbili enters the game for D. Green,64,69
274,3,7:15.0,,Turnover by T. Splitter (lost ball; steal by G. Monroe),64,69
275,3,7:01.0,G. Monroe misses 2-pt jump shot from 15 ft,,64,69
276,3,7:00.0,,Defensive rebound by T. Duncan,64,69
277,3,6:38.0,,T. Splitter misses 2-pt layup from 2 ft,64,69
278,3,6:37.0,Defensive rebound by K. Singler,,64,69
279,3,6:24.0,B. Jennings misses 3-pt jump shot from 23 ft,,64,69
280,3,6:22.0,Offensive rebound by A. Drummond,,64,69
281,3,6:22.0,A. Drummond makes 2-pt layup at rim,,66,69
282,3,6:22.0,Shooting foul by T. Splitter (drawn by A. Drummond),,66,69
283,3,6:22.0,J. Meeks enters the game for K. Singler,,66,69
284,3,6:22.0,A. Drummond makes free throw 1 of 1,,67,69
285,3,6:06.0,,C. Joseph misses 2-pt jump shot from 5 ft,67,69
286,3,6:04.0,Defensive rebound by A. Drummond,,67,69
287,3,5:58.0,B. Jennings misses 3-pt jump shot from 26 ft,,67,69
288,3,5:58.0,Offensive rebound by G. Monroe,,67,69
289,3,5:52.0,B. Jennings makes 2-pt layup from 1 ft (assist by G. Monroe),,69,69
290,3,5:33.0,,Turnover by T. Duncan (lost ball; steal by G. Monroe),69,69
291,3,5:31.0,Personal foul by T. Duncan (drawn by A. Drummond),,69,69
292,3,5:31.0,,Technical foul by T. Duncan,69,69
293,3,5:31.0,J. Meeks makes technical free throw,,70,69
294,3,5:13.0,B. Jennings misses 3-pt jump shot from 25 ft,,70,69
295,3,5:12.0,Offensive rebound by A. Drummond,,70,69
296,3,5:11.0,Shooting foul by T. Duncan (drawn by A. Drummond),,70,69
297,3,5:11.0,A. Drummond makes free throw 1 of 2,,71,69
298,3,5:11.0,,D. Green enters the game for M. Belinelli,71,69
299,3,5:11.0,,P. Mills enters the game for C. Joseph,71,69
300,3,5:11.0,,M. Bonner enters the game for T. Splitter,71,69
301,3,5:11.0,J. Jerebko enters the game for G. Monroe,,71,69
302,3,5:11.0,A. Drummond makes free throw 2 of 2,,72,69
303,3,4:57.0,,Turnover by M. Ginóbili (bad pass; steal by J. Jerebko),72,69
304,3,4:53.0,B. Jennings misses 2-pt layup at rim (block by D. Green),,72,69
305,3,4:52.0,,Defensive rebound by M. Ginóbili,72,69
306,3,4:46.0,,Personal foul by J. Jerebko (drawn by T. Duncan),72,69
307,3,4:36.0,,P. Mills misses 2-pt jump shot from 8 ft,72,69
308,3,4:35.0,,Offensive rebound by P. Mills,72,69
309,3,4:34.0,,Personal foul by K. Caldwell-Pope (drawn by M. Ginóbili),72,69
310,3,4:34.0,,J. Ayres enters the game for T. Duncan,72,69
311,3,4:21.0,,M. Ginóbili misses 2-pt jump shot from 14 ft,72,69
312,3,4:20.0,Defensive rebound by A. Drummond,,72,69
313,3,4:07.0,J. Jerebko misses 3-pt jump shot from 24 ft,,72,69
314,3,4:06.0,Offensive rebound by B. Jennings,,72,69
315,3,4:03.0,B. Jennings misses 2-pt layup at rim,,72,69
316,3,4:02.0,,Defensive rebound by J. Ayres,72,69
317,3,3:53.0,,M. Bonner misses 3-pt jump shot from 26 ft,72,69
318,3,3:50.0,,Offensive rebound by D. Green,72,69
319,3,3:33.0,,Shooting foul by J. Jerebko (drawn by J. Ayres),72,69
320,3,3:33.0,,J. Ayres makes free throw 1 of 2,72,70
321,3,3:33.0,A. Tolliver enters the game for J. Jerebko,,72,70
322,3,3:33.0,,J. Ayres makes free throw 2 of 2,72,71
323,3,3:11.0,Turnover by A. Drummond (lost ball; steal by M. Ginóbili),,72,71
324,3,3:02.0,,M. Bonner misses 3-pt jump shot from 26 ft,72,71
325,3,3:01.0,,Offensive rebound by P. Mills,72,71
326,3,2:57.0,,J. Ayres misses 2-pt jump shot from 3 ft (block by A. Drummond),72,71
327,3,2:56.0,Defensive rebound by J. Meeks,,72,71
328,3,2:51.0,J. Meeks misses 2-pt layup from 1 ft,,72,71
329,3,2:51.0,Offensive rebound by A. Tolliver,,72,71
330,3,2:51.0,A. Tolliver makes 2-pt layup from 2 ft,,74,71
331,3,2:51.0,Shooting foul by J. Ayres (drawn by A. Tolliver),,74,71
332,3,2:51.0,Detroit full timeout,,74,71
333,3,2:51.0,D. Augustin enters the game for B. Jennings,,74,71
334,3,2:51.0,G. Monroe enters the game for A. Drummond,,74,71
335,3,2:51.0,A. Tolliver makes free throw 1 of 1,,75,71
336,3,2:32.0,,M. Ginóbili misses 2-pt layup from 2 ft (block by K. Caldwell-Pope),75,71
337,3,2:32.0,,Offensive rebound by Team,75,71
338,3,2:29.0,,J. Ayres misses 2-pt jump shot from 15 ft,75,71
339,3,2:28.0,Defensive rebound by A. Tolliver,,75,71
340,3,2:17.0,D. Augustin makes 2-pt jump shot from 4 ft,,77,71
341,3,2:07.0,,Personal foul by D. Augustin (drawn by D. Green),77,71
342,3,1:56.0,,Personal foul by A. Tolliver (drawn by M. Bonner),77,71
343,3,1:56.0,,M. Bonner misses free throw 1 of 2,77,71
344,3,1:56.0,,Offensive rebound by Team,77,71
345,3,1:56.0,,M. Belinelli enters the game for M. Ginóbili,77,71
346,3,1:56.0,,M. Bonner makes free throw 2 of 2,77,72
347,3,1:41.0,J. Meeks makes 2-pt jump shot from 8 ft (assist by D. Augustin),,79,72
348,3,1:21.0,,D. Green misses 3-pt jump shot from 25 ft,79,72
349,3,1:20.0,Defensive rebound by A. Tolliver,,79,72
350,3,1:09.0,Personal block foul by P. Mills (drawn by D. Augustin),,79,72
351,3,1:09.0,D. Augustin makes free throw 1 of 2,,80,72
352,3,1:09.0,D. Augustin misses free throw 2 of 2,,80,72
353,3,1:09.0,,Defensive rebound by M. Bonner,80,72
354,3,1:01.0,,P. Mills misses 3-pt jump shot from 25 ft,80,72
355,3,1:00.0,Defensive rebound by G. Monroe,,80,72
356,3,0:56.0,D. Augustin makes 2-pt layup at rim,,82,72
357,3,0:46.0,,Shooting foul by K. Caldwell-Pope (drawn by M. Belinelli),82,72
358,3,0:46.0,,M. Belinelli makes free throw 1 of 2,82,73
359,3,0:46.0,,M. Belinelli makes free throw 2 of 2,82,74
360,3,0:28.0,J. Meeks misses 3-pt jump shot from 24 ft,,82,74
361,3,0:27.0,,Defensive rebound by P. Mills,82,74
362,3,0:03.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by P. Mills),82,77
363,3,0:00.0,D. Augustin misses 3-pt jump shot from 45 ft,,82,77
364,3,0:00.0,Offensive rebound by Team,,82,77
365,4,11:49.0,,P. Mills misses 3-pt jump shot from 25 ft,82,77
366,4,11:47.0,,Offensive rebound by J. Ayres,82,77
367,4,11:46.0,,J. Ayres makes 2-pt layup from 1 ft,82,79
368,4,11:21.0,J. Meeks misses 3-pt jump shot from 23 ft,,82,79
369,4,11:20.0,,Defensive rebound by Team,82,79
370,4,11:08.0,,Turnover by B. Diaw (lost ball),82,79
371,4,10:53.0,D. Augustin misses 2-pt layup from 2 ft,,82,79
372,4,10:52.0,,Defensive rebound by M. Belinelli,82,79
373,4,10:37.0,,D. Green makes 3-pt jump shot from 24 ft (assist by B. Diaw),82,82
374,4,10:22.0,Shooting foul by J. Ayres (drawn by J. Meeks),,82,82
375,4,10:22.0,J. Meeks makes free throw 1 of 2,,83,82
376,4,10:22.0,J. Meeks makes free throw 2 of 2,,84,82
377,4,10:03.0,,Turnover by P. Mills (lost ball),84,82
378,4,10:03.0,C. Butler enters the game for K. Caldwell-Pope,,84,82
379,4,9:42.0,D. Augustin misses 3-pt jump shot from 25 ft,,84,82
380,4,9:41.0,,Defensive rebound by D. Green,84,82
381,4,9:29.0,,B. Diaw makes 3-pt jump shot from 26 ft (assist by D. Green),84,85
382,4,9:28.0,Detroit full timeout,,84,85
383,4,9:28.0,,T. Splitter enters the game for J. Ayres,84,85
384,4,9:28.0,,M. Ginóbili enters the game for M. Belinelli,84,85
