,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BROOKLYN_ACTION,HOUSTON_SCORE,BROOKLYN_SCORE
384,4,4:01.0,J. Smith misses 2-pt layup from 3 ft,,104,89
385,4,4:00.0,Offensive rebound by Team,,104,89
386,4,3:55.0,K. Papanikolaou makes 2-pt dunk from 3 ft,,106,89
387,4,3:38.0,,C. Jefferson makes 2-pt hook shot from 5 ft,106,91
388,4,3:24.0,Shooting foul by B. Bogdanović (drawn by D. Motiejūnas),,106,91
389,4,3:24.0,D. Motiejūnas misses free throw 1 of 2,,106,91
390,4,3:24.0,Offensive rebound by Team,,106,91
391,4,3:24.0,A. Shved enters the game for P. Beverley,,106,91
392,4,3:24.0,J. Dorsey enters the game for J. Smith,,106,91
393,4,3:24.0,D. Motiejūnas makes free throw 2 of 2,,107,91
394,4,3:15.0,,Turnover by C. Jefferson (lost ball; steal by K. Papanikolaou),107,91
395,4,3:10.0,C. Brewer makes 2-pt dunk from 1 ft,,109,91
396,4,2:49.0,,J. Jack misses 3-pt jump shot from 24 ft,109,91
397,4,2:48.0,Defensive rebound by J. Dorsey,,109,91
398,4,2:37.0,C. Brewer misses 3-pt jump shot from 22 ft,,109,91
399,4,2:35.0,,Defensive rebound by C. Jefferson,109,91
400,4,2:30.0,,S. Karasev makes 2-pt layup from 1 ft (assist by J. Jack),109,93
401,4,2:24.0,Personal foul by B. Bogdanović (drawn by C. Brewer),,109,93
402,4,2:24.0,Houston full timeout,,109,93
403,4,2:23.0,,J. Jordan enters the game for J. Johnson,109,93
404,4,2:23.0,,D. Morris enters the game for J. Jack,109,93
405,4,2:23.0,,M. Teletović enters the game for C. Jefferson,109,93
406,4,2:07.0,D. Motiejūnas misses 2-pt jump shot from 3 ft (block by M. Teletović),,109,93
407,4,2:05.0,,Defensive rebound by M. Teletović,109,93
408,4,2:02.0,,Turnover by M. Teletović (lost ball; steal by C. Brewer),109,93
409,4,1:59.0,C. Brewer makes 2-pt dunk at rim,,111,93
410,4,1:44.0,,S. Karasev misses 2-pt hook shot from 3 ft,111,93
411,4,1:43.0,,Offensive rebound by Team,111,93
412,4,1:34.0,,M. Teletović makes 2-pt jump shot from 16 ft,111,95
413,4,1:19.0,A. Shved misses 2-pt jump shot from 10 ft,,111,95
414,4,1:18.0,,Defensive rebound by J. Jordan,111,95
415,4,1:13.0,,Shooting foul by K. Papanikolaou (drawn by B. Bogdanović),111,95
416,4,1:13.0,,B. Bogdanović makes free throw 1 of 2,111,96
417,4,1:13.0,,B. Bogdanović makes free throw 2 of 2,111,97
418,4,0:58.0,A. Shved misses 3-pt jump shot from 27 ft,,111,97
419,4,0:57.0,Offensive rebound by D. Motiejūnas,,111,97
420,4,0:56.0,D. Motiejūnas makes 2-pt hook shot from 1 ft,,113,97
421,4,0:48.0,,J. Jordan makes 2-pt layup at rim (assist by S. Karasev),113,99
422,4,0:36.0,K. Papanikolaou misses 3-pt jump shot from 23 ft,,113,99
423,4,0:35.0,,Defensive rebound by S. Karasev,113,99
424,4,0:24.0,,B. Bogdanović misses 2-pt jump shot from 4 ft,113,99
425,4,0:23.0,,Offensive rebound by B. Bogdanović,113,99
426,4,0:14.0,,D. Morris misses 3-pt jump shot from 24 ft,113,99
427,4,0:13.0,Defensive rebound by J. Dorsey,,113,99
