,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
34,1,7:32.0,,J. Terry misses 2-pt layup from 1 ft,3,9
35,1,7:31.0,,Offensive rebound by J. Dorsey,3,9
36,1,7:26.0,,Shooting foul by O. Casspi (drawn by J. Harden),3,9
37,1,7:26.0,,J. Harden makes free throw 1 of 2,3,10
38,1,7:26.0,,J. Harden makes free throw 2 of 2,3,11
39,1,7:12.0,Turnover by B. McLemore (lost ball; steal by J. Terry),,3,11
40,1,7:05.0,,J. Dorsey makes 2-pt layup at rim (assist by J. Terry),3,13
41,1,6:57.0,Sacramento full timeout,,3,13
42,1,6:51.0,R. McCallum makes 2-pt layup from 1 ft (assist by D. Cousins),,5,13
43,1,6:33.0,,Turnover by J. Terry (bad pass; steal by D. Cousins),5,13
44,1,6:29.0,Clear path foul by J. Harden,,5,13
45,1,6:29.0,O. Casspi makes clear path free throw 1 of 2,,6,13
46,1,6:29.0,O. Casspi makes clear path free throw 2 of 2,,7,13
47,1,6:25.0,Turnover by O. Casspi (bad pass; steal by T. Ariza),,7,13
48,1,6:22.0,,J. Dorsey misses 2-pt layup from 1 ft (block by C. Landry),7,13
49,1,6:20.0,,Offensive rebound by T. Jones,7,13
50,1,6:15.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by T. Jones),7,16
51,1,6:02.0,Personal foul by J. Dorsey (drawn by D. Cousins),,7,16
52,1,5:54.0,C. Landry makes 2-pt dunk at rim (assist by D. Cousins),,9,16
53,1,5:42.0,,Turnover by J. Harden (bad pass; steal by R. McCallum),9,16
54,1,5:37.0,B. McLemore makes 2-pt layup from 2 ft (assist by R. McCallum),,11,16
55,1,5:29.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),11,19
56,1,5:14.0,B. McLemore misses 2-pt jump shot from 3 ft,,11,19
57,1,5:12.0,,Defensive rebound by J. Harden,11,19
58,1,4:58.0,,J. Harden misses 2-pt jump shot from 13 ft,11,19
59,1,4:57.0,Defensive rebound by D. Cousins,,11,19
60,1,4:49.0,D. Cousins makes 2-pt jump shot from 7 ft,,13,19
61,1,4:37.0,Offensive charge foul by T. Ariza (drawn by D. Cousins),,13,19
62,1,4:37.0,,Turnover by T. Ariza (offensive foul),13,19
63,1,4:37.0,,J. Smith enters the game for T. Jones,13,19
64,1,4:37.0,,P. Prigioni enters the game for J. Terry,13,19
65,1,4:37.0,N. Stauskas enters the game for B. McLemore,,13,19
66,1,4:37.0,D. Williams enters the game for O. Casspi,,13,19
67,1,4:37.0,,C. Brewer enters the game for T. Ariza,13,19
68,1,4:18.0,C. Landry makes 2-pt jump shot from 17 ft (assist by R. McCallum),,15,19
69,1,4:00.0,,C. Brewer misses 3-pt jump shot from 22 ft,15,19
70,1,3:59.0,Defensive rebound by D. Williams,,15,19
71,1,3:55.0,N. Stauskas misses 2-pt layup from 2 ft,,15,19
72,1,3:53.0,,Defensive rebound by P. Prigioni,15,19
73,1,3:45.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by P. Prigioni),15,22
74,1,3:35.0,R. McCallum makes 2-pt layup from 1 ft (assist by N. Stauskas),,17,22
75,1,3:15.0,,J. Dorsey misses 2-pt layup at rim (block by D. Cousins),17,22
76,1,3:13.0,,Offensive rebound by J. Dorsey,17,22
77,1,3:11.0,,J. Dorsey misses 2-pt layup from 1 ft,17,22
78,1,3:10.0,Defensive rebound by C. Landry,,17,22
79,1,3:05.0,,Houston full timeout,17,22
80,1,3:05.0,,C. Capela enters the game for J. Dorsey,17,22
81,1,3:05.0,J. Thompson enters the game for C. Landry,,17,22
82,1,3:05.0,D. Wear enters the game for D. Cousins,,17,22
83,1,2:52.0,N. Stauskas misses 2-pt jump shot from 18 ft,,17,22
84,1,2:51.0,Offensive rebound by D. Wear,,17,22
85,1,2:51.0,D. Wear misses 2-pt tip-in at rim,,17,22
86,1,2:48.0,Offensive rebound by Team,,17,22
87,1,2:46.0,Personal foul by C. Brewer (drawn by N. Stauskas),,17,22
88,1,2:39.0,D. Williams makes 2-pt jump shot from 19 ft (assist by R. McCallum),,19,22
89,1,2:22.0,,C. Brewer misses 3-pt jump shot from 24 ft,19,22
90,1,2:21.0,Defensive rebound by Team,,19,22
91,1,2:21.0,,Loose ball foul by C. Capela (drawn by J. Thompson),19,22
92,1,2:10.0,D. Williams misses 2-pt layup from 3 ft (block by C. Capela),,19,22
93,1,2:08.0,Offensive rebound by J. Thompson,,19,22
94,1,1:57.0,R. McCallum makes 2-pt jump shot from 17 ft,,21,22
95,1,1:45.0,,P. Prigioni makes 3-pt jump shot from 25 ft,21,25
96,1,1:32.0,D. Wear misses 3-pt jump shot from 24 ft,,21,25
97,1,1:31.0,,Defensive rebound by C. Capela,21,25
98,1,1:24.0,,J. Harden makes 2-pt layup from 1 ft,21,27
99,1,1:24.0,,Shooting foul by J. Thompson (drawn by J. Harden),21,27
100,1,1:24.0,A. Miller enters the game for R. McCallum,,21,27
101,1,1:24.0,,J. Harden makes free throw 1 of 1,21,28
102,1,1:11.0,N. Stauskas makes 2-pt jump shot from 8 ft,,23,28
103,1,0:58.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),23,30
104,1,0:39.0,J. Thompson makes 2-pt jump shot from 9 ft (assist by A. Miller),,25,30
105,1,0:29.0,,J. Harden makes 3-pt jump shot from 25 ft,25,33
106,1,0:09.0,Turnover by N. Stauskas (bad pass; steal by J. Harden),,25,33
107,1,0:05.0,,J. Harden makes 2-pt layup from 1 ft,25,35
108,1,0:00.0,N. Stauskas misses 3-pt jump shot from 24 ft,,25,35
109,1,0:00.0,Offensive rebound by Team,,25,35
110,2,11:42.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by P. Prigioni),25,38
111,2,11:33.0,,Violation by P. Prigioni (kicked ball),25,38
112,2,11:20.0,D. Williams misses 2-pt layup from 2 ft,,25,38
113,2,11:17.0,Offensive rebound by D. Williams,,25,38
114,2,11:16.0,D. Williams misses 2-pt layup from 2 ft (block by C. Capela),,25,38
115,2,11:15.0,,Defensive rebound by C. Brewer,25,38
116,2,11:06.0,,J. Smith makes 2-pt hook shot from 6 ft,25,40
117,2,10:51.0,D. Williams misses 2-pt jump shot from 18 ft,,25,40
118,2,10:49.0,Offensive rebound by J. Thompson,,25,40
119,2,10:47.0,J. Thompson misses 2-pt layup at rim (block by J. Smith),,25,40
120,2,10:46.0,Offensive rebound by J. Thompson,,25,40
121,2,10:46.0,J. Thompson misses 2-pt tip-in at rim,,25,40
122,2,10:44.0,Offensive rebound by J. Thompson,,25,40
123,2,10:43.0,J. Thompson makes 2-pt layup from 1 ft,,27,40
124,2,10:29.0,,C. Brewer misses 2-pt jump shot from 18 ft,27,40
125,2,10:27.0,Defensive rebound by J. Thompson,,27,40
126,2,10:24.0,Turnover by J. Thompson (bad pass; steal by C. Brewer),,27,40
127,2,10:20.0,,Shooting foul by D. Wear (drawn by C. Capela),27,40
128,2,10:20.0,,C. Capela misses free throw 1 of 2,27,40
129,2,10:20.0,,Offensive rebound by Team,27,40
130,2,10:20.0,O. Casspi enters the game for D. Williams,,27,40
131,2,10:20.0,D. Cousins enters the game for D. Wear,,27,40
132,2,10:20.0,,C. Capela misses free throw 2 of 2,27,40
133,2,10:19.0,Defensive rebound by N. Stauskas,,27,40
134,2,10:08.0,D. Cousins misses 2-pt jump shot from 19 ft,,27,40
135,2,10:07.0,,Defensive rebound by J. Smith,27,40
136,2,9:56.0,,C. Capela misses 2-pt layup from 2 ft (block by D. Cousins),27,40
137,2,9:54.0,,Offensive rebound by C. Capela,27,40
138,2,9:51.0,,T. Ariza misses 3-pt jump shot from 26 ft,27,40
139,2,9:50.0,,Offensive rebound by C. Capela,27,40
140,2,9:44.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by P. Prigioni),27,43
141,2,9:30.0,D. Cousins misses 2-pt layup from 1 ft,,27,43
142,2,9:29.0,,Defensive rebound by J. Smith,27,43
143,2,9:23.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by P. Prigioni),27,46
144,2,9:19.0,Sacramento full timeout,,27,46
145,2,9:19.0,,T. Jones enters the game for C. Capela,27,46
146,2,9:01.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by D. Cousins),,30,46
147,2,8:49.0,,P. Prigioni misses 3-pt jump shot from 22 ft,30,46
148,2,8:48.0,Defensive rebound by D. Cousins,,30,46
149,2,8:43.0,O. Casspi makes 2-pt layup from 2 ft (assist by A. Miller),,32,46
150,2,8:37.0,,Turnover by J. Smith (bad pass),32,46
151,2,8:29.0,Personal foul by T. Jones (drawn by D. Cousins),,32,46
152,2,8:21.0,D. Cousins misses 2-pt layup from 1 ft,,32,46
153,2,8:20.0,Offensive rebound by D. Cousins,,32,46
154,2,8:20.0,Shooting foul by T. Jones (drawn by D. Cousins),,32,46
155,2,8:20.0,D. Cousins misses free throw 1 of 2,,32,46
156,2,8:20.0,Offensive rebound by Team,,32,46
157,2,8:20.0,D. Cousins makes free throw 2 of 2,,33,46
158,2,8:05.0,,T. Jones makes 2-pt layup from 2 ft (assist by C. Brewer),33,48
159,2,8:00.0,Turnover by A. Miller (lost ball; steal by P. Prigioni),,33,48
160,2,7:59.0,,Personal foul by A. Miller (drawn by C. Brewer),33,48
161,2,7:59.0,Violation by Team (delay of game),,33,48
162,2,7:47.0,,P. Prigioni misses 3-pt jump shot from 26 ft,33,48
163,2,7:46.0,Defensive rebound by O. Casspi,,33,48
164,2,7:36.0,O. Casspi makes 2-pt layup from 1 ft,,35,48
165,2,7:26.0,,T. Ariza misses 3-pt jump shot from 23 ft,35,48
166,2,7:25.0,Defensive rebound by O. Casspi,,35,48
167,2,7:16.0,N. Stauskas misses 3-pt jump shot from 22 ft,,35,48
168,2,7:15.0,Offensive rebound by D. Cousins,,35,48
169,2,7:14.0,D. Cousins makes 2-pt layup from 1 ft,,37,48
170,2,6:51.0,,T. Ariza misses 3-pt jump shot from 23 ft,37,48
171,2,6:50.0,Defensive rebound by O. Casspi,,37,48
172,2,6:39.0,J. Thompson makes 2-pt dunk at rim (assist by D. Cousins),,39,48
173,2,6:39.0,,Houston full timeout,39,48
174,2,6:39.0,B. McLemore enters the game for N. Stauskas,,39,48
175,2,6:39.0,C. Landry enters the game for J. Thompson,,39,48
176,2,6:39.0,,J. Dorsey enters the game for P. Prigioni,39,48
177,2,6:39.0,,J. Terry enters the game for J. Smith,39,48
178,2,6:39.0,,J. Harden enters the game for C. Brewer,39,48
179,2,6:20.0,,Turnover by T. Ariza (bad pass; steal by D. Cousins),39,48
180,2,6:16.0,D. Cousins makes 2-pt dunk at rim (assist by O. Casspi),,41,48
181,2,5:55.0,,J. Terry misses 3-pt jump shot from 24 ft,41,48
182,2,5:53.0,Defensive rebound by B. McLemore,,41,48
183,2,5:47.0,O. Casspi misses 2-pt layup from 2 ft,,41,48
184,2,5:45.0,,Defensive rebound by T. Jones,41,48
185,2,5:38.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by J. Terry),41,51
186,2,5:22.0,Shooting foul by J. Dorsey (drawn by D. Cousins),,41,51
187,2,5:22.0,D. Cousins misses free throw 1 of 2,,41,51
188,2,5:22.0,Offensive rebound by Team,,41,51
189,2,5:22.0,R. McCallum enters the game for A. Miller,,41,51
190,2,5:22.0,D. Cousins misses free throw 2 of 2,,41,51
191,2,5:22.0,Offensive rebound by D. Cousins,,41,51
192,2,5:16.0,D. Cousins makes 2-pt layup from 2 ft,,43,51
193,2,4:55.0,,T. Ariza misses 3-pt jump shot from 24 ft,43,51
194,2,4:54.0,Defensive rebound by O. Casspi,,43,51
195,2,4:51.0,B. McLemore makes 2-pt dunk at rim (assist by O. Casspi),,45,51
196,2,4:50.0,,Houston full timeout,45,51
197,2,4:25.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by J. Dorsey),45,54
198,2,4:01.0,D. Cousins makes 2-pt layup from 1 ft,,47,54
199,2,3:48.0,,J. Harden misses 2-pt jump shot from 13 ft,47,54
200,2,3:46.0,,Offensive rebound by J. Dorsey,47,54
201,2,3:43.0,,J. Harden misses 2-pt layup from 3 ft,47,54
202,2,3:41.0,Defensive rebound by D. Cousins,,47,54
203,2,3:34.0,C. Landry makes 2-pt layup from 2 ft (assist by B. McLemore),,49,54
204,2,3:10.0,,J. Terry misses 3-pt jump shot from 22 ft,49,54
205,2,3:09.0,Defensive rebound by B. McLemore,,49,54
206,2,2:58.0,D. Cousins misses 2-pt layup from 2 ft,,49,54
207,2,2:56.0,,Defensive rebound by T. Ariza,49,54
208,2,2:52.0,,J. Harden misses 2-pt layup from 2 ft (block by B. McLemore),49,54
209,2,2:49.0,Defensive rebound by R. McCallum,,49,54
210,2,2:44.0,C. Landry makes 2-pt dunk at rim (assist by R. McCallum),,51,54
211,2,2:32.0,,T. Jones misses 2-pt jump shot from 19 ft,51,54
212,2,2:31.0,Defensive rebound by D. Cousins,,51,54
213,2,2:18.0,C. Landry misses 2-pt jump shot from 3 ft (block by T. Jones),,51,54
214,2,2:16.0,Offensive rebound by C. Landry,,51,54
215,2,2:14.0,C. Landry misses 2-pt layup from 2 ft (block by T. Jones),,51,54
216,2,2:12.0,Offensive rebound by C. Landry,,51,54
217,2,2:12.0,C. Landry misses 2-pt layup from 1 ft (block by T. Jones),,51,54
218,2,2:10.0,,Defensive rebound by J. Harden,51,54
219,2,2:04.0,,Turnover by T. Ariza (bad pass; steal by B. McLemore),51,54
220,2,2:00.0,O. Casspi makes 2-pt layup from 2 ft (assist by B. McLemore),,53,54
221,2,1:33.0,,Shooting foul by C. Landry (drawn by T. Jones),53,54
222,2,1:33.0,Official timeout,,53,54
223,2,1:33.0,,C. Brewer enters the game for T. Ariza,53,54
224,2,1:33.0,,T. Jones makes free throw 1 of 2,53,55
225,2,1:33.0,,T. Jones misses free throw 2 of 2,53,55
226,2,1:33.0,Defensive rebound by D. Cousins,,53,55
227,2,1:19.0,Turnover by O. Casspi (bad pass),,53,55
228,2,1:19.0,,J. Smith enters the game for T. Jones,53,55
229,2,1:02.0,,J. Dorsey misses 2-pt dunk at rim (block by D. Cousins),53,55
230,2,1:02.0,,Offensive rebound by J. Dorsey,53,55
231,2,1:02.0,,Shooting foul by R. McCallum (drawn by J. Dorsey),53,55
232,2,1:02.0,,J. Dorsey makes free throw 1 of 2,53,56
233,2,1:02.0,,J. Dorsey misses free throw 2 of 2,53,56
234,2,1:02.0,Defensive rebound by D. Cousins,,53,56
235,2,0:46.0,O. Casspi makes 2-pt layup from 1 ft (assist by D. Cousins),,55,56
236,2,0:35.0,,J. Harden makes 2-pt jump shot from 15 ft,55,58
237,2,0:18.0,B. McLemore misses 3-pt jump shot from 23 ft,,55,58
238,2,0:17.0,,Defensive rebound by J. Smith,55,58
239,2,0:11.0,,J. Harden misses 2-pt layup from 1 ft (block by D. Cousins),55,58
240,2,0:09.0,Defensive rebound by B. McLemore,,55,58
241,2,0:02.0,C. Landry misses 2-pt jump shot from 3 ft (block by J. Smith),,55,58
242,2,0:01.0,,Defensive rebound by Team,55,58
243,2,0:00.0,,J. Dorsey misses 3-pt jump shot from 44 ft,55,58
244,2,0:00.0,,Offensive rebound by Team,55,58
245,3,11:39.0,,T. Jones makes 2-pt hook shot from 5 ft (assist by T. Ariza),55,60
246,3,11:22.0,Shooting foul by J. Terry (drawn by R. McCallum),,55,60
247,3,11:22.0,R. McCallum makes free throw 1 of 2,,56,60
248,3,11:22.0,R. McCallum makes free throw 2 of 2,,57,60
249,3,11:01.0,,Turnover by J. Harden (step out of bounds),57,60
250,3,10:37.0,D. Cousins misses 2-pt layup from 4 ft (block by T. Jones),,57,60
251,3,10:35.0,,Defensive rebound by J. Dorsey,57,60
252,3,10:31.0,,T. Jones misses 2-pt layup from 2 ft (block by C. Landry),57,60
253,3,10:28.0,Defensive rebound by R. McCallum,,57,60
254,3,10:26.0,D. Cousins makes 2-pt dunk at rim (assist by R. McCallum),,59,60
255,3,10:05.0,,J. Harden misses 3-pt jump shot from 24 ft,59,60
256,3,10:04.0,Defensive rebound by D. Cousins,,59,60
257,3,9:51.0,D. Cousins makes 2-pt jump shot from 19 ft,,61,60
258,3,9:24.0,,T. Jones makes 2-pt layup at rim,61,62
259,3,9:11.0,B. McLemore makes 2-pt jump shot from 4 ft,,63,62
260,3,9:00.0,,T. Ariza misses 3-pt jump shot from 25 ft,63,62
261,3,8:59.0,Defensive rebound by R. McCallum,,63,62
262,3,8:46.0,O. Casspi misses 2-pt dunk at rim (block by T. Jones),,63,62
263,3,8:43.0,,Defensive rebound by J. Dorsey,63,62
264,3,8:36.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),63,65
265,3,8:19.0,Turnover by B. McLemore (lost ball; steal by J. Harden),,63,65
266,3,8:12.0,,J. Terry misses 3-pt jump shot from 25 ft,63,65
267,3,8:10.0,,Offensive rebound by J. Harden,63,65
268,3,8:10.0,,J. Harden misses 2-pt tip-in from 1 ft,63,65
269,3,8:08.0,Defensive rebound by D. Cousins,,63,65
270,3,8:00.0,D. Cousins makes 2-pt layup from 2 ft,,65,65
271,3,7:47.0,,J. Harden makes 3-pt jump shot from 25 ft,65,68
272,3,7:35.0,C. Landry makes 2-pt jump shot from 12 ft (assist by O. Casspi),,67,68
273,3,7:16.0,,J. Terry makes 2-pt jump shot from 15 ft (assist by T. Ariza),67,70
274,3,6:58.0,B. McLemore makes 3-pt jump shot from 26 ft (assist by D. Cousins),,70,70
275,3,6:42.0,,J. Terry makes 2-pt jump shot from 7 ft,70,72
276,3,6:39.0,,Technical foul by T. Jones,70,72
277,3,6:39.0,Technical foul by C. Landry,,70,72
278,3,6:39.0,D. Williams enters the game for O. Casspi,,70,72
279,3,6:39.0,J. Thompson enters the game for C. Landry,,70,72
280,3,6:39.0,,J. Smith enters the game for T. Jones,70,72
281,3,6:20.0,D. Cousins makes 2-pt jump shot from 3 ft (assist by J. Thompson),,72,72
282,3,6:20.0,Shooting foul by J. Smith (drawn by D. Cousins),,72,72
283,3,6:20.0,D. Cousins misses free throw 1 of 1,,72,72
284,3,6:20.0,,Defensive rebound by T. Ariza,72,72
285,3,6:05.0,,Personal foul by B. McLemore (drawn by J. Harden),72,72
286,3,5:56.0,,J. Harden makes 2-pt jump shot from 3 ft,72,74
287,3,5:56.0,,Shooting foul by B. McLemore (drawn by J. Harden),72,74
288,3,5:56.0,,Houston full timeout,72,74
289,3,5:56.0,,J. Harden makes free throw 1 of 1,72,75
290,3,5:42.0,B. McLemore misses 2-pt jump shot from 7 ft,,72,75
291,3,5:40.0,Offensive rebound by D. Cousins,,72,75
292,3,5:40.0,D. Cousins misses 2-pt tip-in at rim,,72,75
293,3,5:39.0,,Defensive rebound by J. Harden,72,75
294,3,5:32.0,,J. Smith misses 3-pt jump shot from 25 ft,72,75
295,3,5:31.0,,Offensive rebound by Team,72,75
296,3,5:31.0,Loose ball foul by D. Cousins (drawn by J. Dorsey),,72,75
297,3,5:25.0,,T. Ariza misses 3-pt jump shot from 23 ft,72,75
298,3,5:24.0,,Offensive rebound by J. Dorsey,72,75
299,3,5:22.0,,J. Dorsey makes 2-pt layup from 2 ft,72,77
300,3,5:09.0,Turnover by D. Cousins (bad pass; steal by T. Ariza),,72,77
301,3,4:55.0,,T. Ariza makes 2-pt layup from 3 ft (assist by J. Harden),72,79
302,3,4:54.0,Sacramento full timeout,,72,79
303,3,4:54.0,,P. Prigioni enters the game for J. Terry,72,79
304,3,4:54.0,N. Stauskas enters the game for B. McLemore,,72,79
305,3,4:43.0,Personal foul by J. Dorsey (drawn by D. Cousins),,72,79
306,3,4:32.0,D. Williams misses 2-pt layup from 4 ft,,72,79
307,3,4:29.0,Offensive rebound by D. Cousins,,72,79
308,3,4:29.0,D. Cousins misses 2-pt tip-in from 2 ft,,72,79
309,3,4:26.0,Offensive rebound by D. Cousins,,72,79
310,3,4:25.0,D. Cousins misses 2-pt layup at rim,,72,79
311,3,4:23.0,Offensive rebound by J. Thompson,,72,79
312,3,4:10.0,J. Thompson makes 2-pt layup from 2 ft (assist by D. Cousins),,74,79
313,3,4:02.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by P. Prigioni),74,82
314,3,3:48.0,R. McCallum makes 3-pt jump shot from 25 ft,,77,82
315,3,3:27.0,,J. Harden makes 3-pt jump shot from 25 ft,77,85
316,3,3:13.0,Turnover by D. Cousins (bad pass; steal by J. Harden),,77,85
317,3,3:09.0,,J. Harden makes 2-pt dunk at rim,77,87
318,3,2:55.0,Turnover by R. McCallum (bad pass; steal by P. Prigioni),,77,87
319,3,2:53.0,,Shooting foul by N. Stauskas (drawn by J. Harden),77,87
320,3,2:53.0,,J. Harden makes free throw 1 of 2,77,88
321,3,2:53.0,,C. Brewer enters the game for T. Ariza,77,88
322,3,2:53.0,A. Miller enters the game for R. McCallum,,77,88
323,3,2:53.0,O. Casspi enters the game for D. Cousins,,77,88
324,3,2:53.0,,J. Harden makes free throw 2 of 2,77,89
325,3,2:41.0,Shooting block foul by J. Smith (drawn by D. Williams),,77,89
326,3,2:41.0,D. Williams misses free throw 1 of 2,,77,89
327,3,2:41.0,Offensive rebound by Team,,77,89
328,3,2:41.0,,T. Jones enters the game for J. Dorsey,77,89
329,3,2:41.0,D. Williams misses free throw 2 of 2,,77,89
330,3,2:41.0,,Defensive rebound by P. Prigioni,77,89
331,3,2:28.0,,Shooting foul by N. Stauskas (drawn by J. Harden),77,89
332,3,2:28.0,,J. Harden makes free throw 1 of 2,77,90
333,3,2:28.0,,J. Harden makes free throw 2 of 2,77,91
334,3,2:14.0,O. Casspi makes 2-pt layup from 3 ft (assist by D. Williams),,79,91
335,3,2:02.0,,J. Harden makes 2-pt dunk at rim (assist by T. Jones),79,93
336,3,1:43.0,D. Williams makes 3-pt jump shot from 25 ft (assist by A. Miller),,82,93
337,3,1:32.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by P. Prigioni),82,96
338,3,1:18.0,Turnover by O. Casspi (lost ball; steal by P. Prigioni),,82,96
339,3,1:06.0,,Shooting foul by J. Thompson (drawn by T. Jones),82,96
340,3,1:06.0,,T. Jones makes free throw 1 of 2,82,97
341,3,1:06.0,,T. Jones misses free throw 2 of 2,82,97
342,3,1:06.0,Defensive rebound by D. Williams,,82,97
343,3,0:57.0,O. Casspi misses 2-pt layup from 2 ft,,82,97
344,3,0:56.0,Offensive rebound by J. Thompson,,82,97
345,3,0:56.0,J. Thompson makes 2-pt tip-in from 1 ft,,84,97
346,3,0:44.0,,J. Harden misses 2-pt jump shot from 17 ft,84,97
347,3,0:43.0,Defensive rebound by N. Stauskas,,84,97
348,3,0:37.0,D. Williams misses 2-pt jump shot from 3 ft (block by J. Smith),,84,97
349,3,0:35.0,Offensive rebound by D. Williams,,84,97
350,3,0:35.0,D. Williams misses 2-pt layup from 1 ft,,84,97
351,3,0:34.0,Offensive rebound by J. Thompson,,84,97
352,3,0:34.0,J. Thompson makes 2-pt layup from 1 ft,,86,97
353,3,0:25.0,,Personal foul by J. Thompson (drawn by T. Jones),86,97
354,3,0:25.0,,T. Jones misses free throw 1 of 2,86,97
355,3,0:25.0,,Offensive rebound by Team,86,97
356,3,0:25.0,,T. Jones misses free throw 2 of 2,86,97
357,3,0:25.0,Defensive rebound by J. Thompson,,86,97
358,3,0:03.0,Turnover by N. Stauskas (bad pass; steal by P. Prigioni),,86,97
359,4,11:42.0,O. Casspi misses 2-pt layup from 2 ft,,86,97
360,4,11:41.0,,Defensive rebound by T. Ariza,86,97
361,4,11:25.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by P. Prigioni),86,100
362,4,11:09.0,J. Thompson makes 2-pt jump shot from 6 ft,,88,100
363,4,10:45.0,,C. Brewer misses 2-pt jump shot from 20 ft,88,100
364,4,10:44.0,Defensive rebound by J. Thompson,,88,100
365,4,10:34.0,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Thompson),,91,100
366,4,10:20.0,,Personal foul by N. Stauskas (drawn by C. Brewer),91,100
367,4,10:20.0,R. McCallum enters the game for N. Stauskas,,91,100
368,4,10:20.0,D. Cousins enters the game for J. Thompson,,91,100
369,4,10:20.0,B. McLemore enters the game for A. Miller,,91,100
370,4,10:06.0,,T. Ariza misses 3-pt jump shot from 25 ft,91,100
371,4,10:05.0,Defensive rebound by D. Williams,,91,100
372,4,9:58.0,D. Cousins misses 2-pt jump shot from 3 ft (block by C. Capela),,91,100
373,4,9:56.0,,Defensive rebound by T. Jones,91,100
374,4,9:36.0,,P. Prigioni misses 2-pt jump shot from 14 ft,91,100
375,4,9:34.0,Defensive rebound by D. Cousins,,91,100
376,4,9:30.0,Turnover by R. McCallum (bad pass),,91,100
377,4,9:30.0,,J. Smith enters the game for T. Jones,91,100
378,4,9:09.0,,J. Smith misses 2-pt layup from 1 ft,91,100
379,4,9:08.0,Defensive rebound by D. Cousins,,91,100
380,4,8:59.0,D. Cousins misses 2-pt jump shot from 18 ft,,91,100
381,4,8:58.0,,Defensive rebound by J. Smith,91,100
382,4,8:37.0,,C. Brewer misses 2-pt layup from 3 ft (block by D. Cousins),91,100
383,4,8:37.0,,Offensive rebound by Team,91,100
