,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
100,1,0:23.0,B. Biyombo misses flagrant free throw 2 of 2,,17,28
101,1,0:23.0,Offensive rebound by Team,,17,28
102,1,0:23.0,,T. Sefolosha enters the game for S. Mack,17,28
103,1,0:04.0,J. Maxiell misses 2-pt jump shot from 17 ft,,17,28
104,1,0:03.0,Offensive rebound by B. Biyombo,,17,28
105,1,0:01.0,B. Biyombo misses 2-pt layup from 1 ft,,17,28
106,1,0:01.0,,Defensive rebound by K. Bazemore,17,28
107,2,11:33.0,P. Hairston misses 2-pt jump shot from 16 ft,,17,28
108,2,11:30.0,Offensive rebound by B. Roberts,,17,28
109,2,11:07.0,K. Walker misses 2-pt layup at rim (block by A. Horford),,17,28
110,2,11:05.0,,Defensive rebound by A. Horford,17,28
111,2,11:02.0,,Turnover by M. Scott (offensive foul),17,28
112,2,11:02.0,Offensive charge foul by M. Scott (drawn by B. Roberts),,17,28
113,2,10:49.0,B. Roberts misses 2-pt jump shot from 17 ft,,17,28
114,2,10:47.0,,Defensive rebound by K. Bazemore,17,28
115,2,10:33.0,,M. Scott makes 2-pt jump shot from 5 ft (assist by D. Schröder),17,30
116,2,10:08.0,Turnover by B. Biyombo (lost ball; steal by K. Bazemore),,17,30
117,2,9:54.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by M. Scott),17,33
118,2,9:35.0,J. Maxiell misses 2-pt jump shot from 17 ft,,17,33
119,2,9:31.0,Offensive rebound by Team,,17,33
120,2,9:28.0,P. Hairston misses 3-pt jump shot from 23 ft,,17,33
121,2,9:27.0,,Defensive rebound by K. Bazemore,17,33
122,2,9:11.0,,M. Scott makes 3-pt jump shot from 23 ft (assist by S. Mack),17,36
123,2,9:02.0,Charlotte full timeout,,17,36
124,2,8:47.0,K. Walker misses 2-pt jump shot from 19 ft,,17,36
125,2,8:45.0,,Defensive rebound by M. Scott,17,36
126,2,8:29.0,,Shooting foul by B. Biyombo (drawn by M. Scott),17,36
127,2,8:29.0,,M. Scott makes free throw 1 of 2,17,37
128,2,8:29.0,A. Jefferson enters the game for B. Biyombo,,17,37
129,2,8:29.0,C. Zeller enters the game for J. Maxiell,,17,37
130,2,8:29.0,,M. Scott makes free throw 2 of 2,17,38
131,2,8:15.0,B. Roberts misses 2-pt jump shot from 16 ft,,17,38
132,2,8:14.0,,Defensive rebound by M. Scott,17,38
133,2,7:55.0,,D. Schröder makes 3-pt jump shot from 25 ft,17,41
134,2,7:33.0,P. Hairston makes 2-pt jump shot from 9 ft (assist by K. Walker),,19,41
135,2,7:26.0,,Shooting foul by A. Jefferson (drawn by D. Schröder),19,41
136,2,7:26.0,,D. Schröder makes free throw 1 of 2,19,42
137,2,7:26.0,,D. Schröder makes free throw 2 of 2,19,43
138,2,7:14.0,C. Zeller misses 2-pt jump shot from 16 ft,,19,43
139,2,7:13.0,,Defensive rebound by D. Schröder,19,43
140,2,7:00.0,,S. Mack makes 2-pt jump shot from 6 ft (assist by K. Bazemore),19,45
141,2,6:49.0,Shooting foul by A. Horford (drawn by A. Jefferson),,19,45
142,2,6:49.0,A. Jefferson misses free throw 1 of 2,,19,45
143,2,6:49.0,Offensive rebound by Team,,19,45
144,2,6:49.0,G. Henderson enters the game for B. Roberts,,19,45
145,2,6:49.0,L. Stephenson enters the game for P. Hairston,,19,45
146,2,6:49.0,A. Jefferson makes free throw 2 of 2,,20,45
147,2,6:37.0,,A. Horford misses 2-pt jump shot from 15 ft,20,45
148,2,6:36.0,Defensive rebound by A. Jefferson,,20,45
149,2,6:26.0,C. Zeller misses 2-pt jump shot from 20 ft,,20,45
150,2,6:25.0,,Defensive rebound by S. Mack,20,45
151,2,6:04.0,,M. Scott misses 2-pt jump shot from 4 ft (block by K. Walker),20,45
152,2,6:04.0,Defensive rebound by Team,,20,45
153,2,6:04.0,,E. Brand enters the game for A. Horford,20,45
154,2,6:04.0,,K. Korver enters the game for S. Mack,20,45
155,2,5:50.0,G. Henderson makes 2-pt jump shot from 20 ft (assist by K. Walker),,22,45
156,2,5:36.0,,D. Schröder misses 2-pt layup from 1 ft,22,45
157,2,5:34.0,Defensive rebound by C. Zeller,,22,45
158,2,5:16.0,A. Jefferson makes 2-pt layup from 2 ft (assist by L. Stephenson),,24,45
159,2,5:09.0,,Atlanta full timeout,24,45
160,2,5:09.0,,J. Teague enters the game for D. Schröder,24,45
161,2,5:09.0,,P. Millsap enters the game for K. Bazemore,24,45
162,2,5:09.0,,D. Carroll enters the game for M. Scott,24,45
163,2,4:58.0,,P. Millsap makes 2-pt jump shot from 6 ft,24,47
164,2,4:40.0,C. Zeller misses 2-pt layup from 2 ft (block by K. Korver),,24,47
165,2,4:40.0,Offensive rebound by Team,,24,47
166,2,4:37.0,G. Henderson misses 2-pt layup from 1 ft (block by E. Brand),,24,47
167,2,4:35.0,,Defensive rebound by K. Korver,24,47
168,2,4:13.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by K. Korver),24,50
169,2,3:56.0,A. Jefferson makes 2-pt layup from 1 ft (assist by G. Henderson),,26,50
170,2,3:42.0,,E. Brand makes 2-pt jump shot from 17 ft (assist by J. Teague),26,52
171,2,3:29.0,Shooting foul by J. Teague (drawn by C. Zeller),,26,52
172,2,3:29.0,C. Zeller makes free throw 1 of 2,,27,52
173,2,3:29.0,C. Zeller makes free throw 2 of 2,,28,52
174,2,3:20.0,,Personal foul by L. Stephenson (drawn by D. Carroll),28,52
175,2,3:05.0,,D. Carroll makes 2-pt jump shot from 6 ft,28,54
176,2,2:48.0,Turnover by C. Zeller (lost ball; steal by P. Millsap),,28,54
177,2,2:31.0,,P. Millsap makes 2-pt layup from 1 ft,28,56
178,2,2:31.0,,Shooting foul by A. Jefferson (drawn by P. Millsap),28,56
179,2,2:31.0,Official timeout,,28,56
180,2,2:31.0,B. Roberts enters the game for L. Stephenson,,28,56
181,2,2:31.0,,P. Millsap makes free throw 1 of 1,28,57
182,2,2:11.0,K. Walker misses 2-pt jump shot from 14 ft,,28,57
183,2,2:10.0,,Defensive rebound by E. Brand,28,57
184,2,1:55.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Teague),28,60
185,2,1:37.0,G. Henderson misses 3-pt jump shot from 24 ft,,28,60
186,2,1:36.0,,Defensive rebound by J. Teague,28,60
187,2,1:22.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Carroll),28,62
188,2,0:55.0,G. Henderson misses 3-pt jump shot from 24 ft,,28,62
189,2,0:54.0,,Defensive rebound by P. Millsap,28,62
190,2,0:44.0,,K. Korver makes 2-pt layup from 1 ft (assist by J. Teague),28,64
191,2,0:32.0,B. Roberts misses 3-pt jump shot from 25 ft,,28,64
192,2,0:31.0,,Defensive rebound by E. Brand,28,64
193,2,0:09.0,,E. Brand misses 2-pt jump shot from 17 ft,28,64
194,2,0:08.0,Defensive rebound by C. Zeller,,28,64
195,2,0:00.0,A. Jefferson misses 3-pt jump shot from 25 ft,,28,64
196,2,0:00.0,Offensive rebound by Team,,28,64
197,3,11:38.0,L. Stephenson misses 2-pt jump shot from 21 ft,,28,64
198,3,11:37.0,Offensive rebound by G. Henderson,,28,64
199,3,11:30.0,A. Jefferson makes 2-pt jump shot from 16 ft (assist by L. Stephenson),,30,64
200,3,11:17.0,,Shooting foul by A. Jefferson (drawn by P. Millsap),30,64
201,3,11:17.0,,P. Millsap makes free throw 1 of 2,30,65
202,3,11:17.0,,P. Millsap makes free throw 2 of 2,30,66
203,3,11:01.0,A. Jefferson misses 2-pt jump shot from 8 ft,,30,66
204,3,10:58.0,,Defensive rebound by K. Korver,30,66
205,3,10:51.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),30,68
206,3,10:34.0,G. Henderson misses 2-pt jump shot from 17 ft,,30,68
207,3,10:33.0,Offensive rebound by Team,,30,68
208,3,10:25.0,K. Walker makes 2-pt layup at rim,,32,68
209,3,10:09.0,,A. Horford makes 3-pt jump shot from 23 ft (assist by K. Korver),32,71
210,3,9:56.0,C. Zeller misses 2-pt jump shot from 20 ft,,32,71
211,3,9:55.0,,Defensive rebound by D. Carroll,32,71
212,3,9:38.0,,Shooting foul by K. Walker (drawn by K. Korver),32,71
213,3,9:38.0,,K. Korver makes free throw 1 of 2,32,72
214,3,9:38.0,,K. Korver makes free throw 2 of 2,32,73
215,3,9:13.0,Turnover by A. Jefferson (lost ball; steal by P. Millsap),,32,73
216,3,9:09.0,,Turnover by J. Teague (lost ball),32,73
217,3,9:09.0,B. Roberts enters the game for K. Walker,,32,73
218,3,8:47.0,L. Stephenson makes 2-pt jump shot from 5 ft (assist by G. Henderson),,34,73
219,3,8:33.0,,D. Carroll makes 2-pt jump shot from 5 ft (assist by P. Millsap),34,75
220,3,8:19.0,L. Stephenson misses 3-pt jump shot from 25 ft,,34,75
221,3,8:17.0,,Defensive rebound by A. Horford,34,75
222,3,8:12.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by A. Horford),34,78
223,3,8:11.0,Charlotte full timeout,,34,78
224,3,8:11.0,B. Biyombo enters the game for A. Jefferson,,34,78
225,3,8:00.0,Shooting foul by P. Millsap (drawn by C. Zeller),,34,78
226,3,8:00.0,C. Zeller makes free throw 1 of 2,,35,78
227,3,8:00.0,C. Zeller makes free throw 2 of 2,,36,78
228,3,7:45.0,,A. Horford makes 2-pt hook shot from 12 ft,36,80
229,3,7:30.0,C. Zeller misses 2-pt jump shot from 20 ft,,36,80
230,3,7:29.0,Offensive rebound by L. Stephenson,,36,80
231,3,7:26.0,L. Stephenson misses 2-pt jump shot from 6 ft,,36,80
232,3,7:23.0,Offensive rebound by B. Biyombo,,36,80
233,3,7:23.0,Charlotte full timeout,,36,80
234,3,7:09.0,B. Roberts misses 3-pt jump shot from 24 ft,,36,80
235,3,7:08.0,,Defensive rebound by Team,36,80
236,3,6:49.0,,Turnover by J. Teague (bad pass; steal by C. Zeller),36,80
237,3,6:33.0,L. Stephenson makes 2-pt layup from 1 ft (assist by B. Roberts),,38,80
238,3,6:12.0,,Shooting foul by L. Stephenson (drawn by D. Carroll),38,80
239,3,6:12.0,,D. Carroll makes free throw 1 of 2,38,81
240,3,6:12.0,,E. Brand enters the game for A. Horford,38,81
241,3,6:12.0,,D. Carroll misses free throw 2 of 2,38,81
242,3,6:11.0,Defensive rebound by B. Biyombo,,38,81
243,3,5:49.0,B. Biyombo makes 2-pt layup from 2 ft (assist by G. Henderson),,40,81
244,3,5:35.0,,K. Korver misses 3-pt jump shot from 23 ft,40,81
245,3,5:33.0,Defensive rebound by B. Biyombo,,40,81
246,3,5:22.0,Turnover by L. Stephenson (lost ball; steal by P. Millsap),,40,81
247,3,5:14.0,,P. Millsap misses 3-pt jump shot from 26 ft,40,81
248,3,5:13.0,Defensive rebound by C. Zeller,,40,81
249,3,5:05.0,B. Roberts misses 2-pt jump shot from 19 ft,,40,81
250,3,5:04.0,,Defensive rebound by J. Teague,40,81
251,3,4:56.0,,Shooting foul by L. Stephenson (drawn by E. Brand),40,81
252,3,4:56.0,,E. Brand misses free throw 1 of 2,40,81
253,3,4:56.0,,Offensive rebound by Team,40,81
254,3,4:56.0,,S. Mack enters the game for K. Korver,40,81
255,3,4:56.0,J. Pargo enters the game for G. Henderson,,40,81
256,3,4:56.0,P. Hairston enters the game for L. Stephenson,,40,81
257,3,4:56.0,,E. Brand makes free throw 2 of 2,40,82
258,3,4:43.0,Shooting foul by E. Brand (drawn by B. Biyombo),,40,82
259,3,4:43.0,B. Biyombo misses free throw 1 of 2,,40,82
260,3,4:43.0,Offensive rebound by Team,,40,82
261,3,4:43.0,,D. Schröder enters the game for J. Teague,40,82
262,3,4:43.0,B. Biyombo makes free throw 2 of 2,,41,82
263,3,4:21.0,,D. Schröder misses 2-pt layup from 1 ft (block by B. Biyombo),41,82
264,3,4:21.0,,Offensive rebound by Team,41,82
265,3,4:18.0,,Turnover by Team (shot clock),41,82
266,3,3:59.0,C. Zeller misses 2-pt jump shot from 16 ft,,41,82
267,3,3:57.0,,Defensive rebound by E. Brand,41,82
268,3,3:38.0,,P. Millsap makes 2-pt layup from 1 ft (assist by E. Brand),41,84
269,3,3:26.0,J. Pargo misses 2-pt jump shot from 17 ft,,41,84
270,3,3:24.0,,Defensive rebound by E. Brand,41,84
271,3,3:16.0,,Turnover by P. Millsap (lost ball),41,84
272,3,3:16.0,,M. Scott enters the game for P. Millsap,41,84
273,3,3:16.0,,K. Bazemore enters the game for D. Carroll,41,84
274,3,3:16.0,J. Maxiell enters the game for C. Zeller,,41,84
275,3,3:02.0,J. Pargo misses 3-pt jump shot from 25 ft,,41,84
276,3,3:01.0,Offensive rebound by B. Biyombo,,41,84
277,3,2:59.0,B. Biyombo makes 2-pt layup from 1 ft,,43,84
278,3,2:41.0,,Turnover by E. Brand (lost ball; steal by P. Hairston),43,84
279,3,2:35.0,P. Hairston misses 3-pt jump shot from 24 ft,,43,84
280,3,2:32.0,Offensive rebound by B. Biyombo,,43,84
281,3,2:28.0,J. Pargo makes 3-pt jump shot from 25 ft (assist by B. Biyombo),,46,84
282,3,2:08.0,,S. Mack misses 2-pt jump shot from 10 ft,46,84
283,3,2:06.0,,Offensive rebound by E. Brand,46,84
284,3,1:55.0,,S. Mack misses 3-pt jump shot from 25 ft,46,84
285,3,1:54.0,Defensive rebound by P. Hairston,,46,84
286,3,1:45.0,J. Maxiell misses 2-pt jump shot from 15 ft,,46,84
287,3,1:44.0,,Defensive rebound by K. Bazemore,46,84
288,3,1:36.0,,Turnover by K. Bazemore (back court),46,84
289,3,1:36.0,,Atlanta full timeout,46,84
290,3,1:36.0,G. Henderson enters the game for B. Roberts,,46,84
291,3,1:21.0,P. Hairston makes 2-pt jump shot from 18 ft (assist by J. Pargo),,48,84
292,3,1:02.0,,D. Schröder misses 2-pt jump shot from 18 ft,48,84
293,3,1:01.0,Defensive rebound by B. Biyombo,,48,84
294,3,0:49.0,J. Pargo makes 3-pt jump shot from 24 ft (assist by G. Henderson),,51,84
295,3,0:36.0,,M. Scott misses 3-pt jump shot from 25 ft,51,84
296,3,0:34.0,Defensive rebound by J. Maxiell,,51,84
297,3,0:26.0,J. Pargo misses 2-pt jump shot from 20 ft,,51,84
298,3,0:24.0,,Defensive rebound by S. Mack,51,84
299,3,0:02.0,,Turnover by Team (shot clock),51,84
300,3,0:00.0,J. Pargo misses 3-pt jump shot from 45 ft,,51,84
301,3,0:00.0,Offensive rebound by Team,,51,84
302,4,11:39.0,,D. Schröder makes 2-pt jump shot from 12 ft (assist by T. Sefolosha),51,86
303,4,11:25.0,G. Henderson misses 2-pt jump shot from 20 ft,,51,86
304,4,11:23.0,Offensive rebound by N. Vonleh,,51,86
305,4,11:20.0,Personal foul by M. Scott (drawn by N. Vonleh),,51,86
306,4,11:11.0,P. Hairston makes 3-pt jump shot from 25 ft (assist by J. Pargo),,54,86
307,4,10:54.0,,Personal foul by P. Hairston (drawn by K. Bazemore),54,86
308,4,10:47.0,,Offensive foul by M. Scott (drawn by J. Pargo),54,86
309,4,10:47.0,,Turnover by M. Scott (offensive foul),54,86
310,4,10:37.0,P. Hairston misses 2-pt jump shot from 16 ft,,54,86
311,4,10:37.0,Offensive rebound by Team,,54,86
312,4,10:37.0,,Loose ball foul by M. Scott (drawn by N. Vonleh),54,86
313,4,10:37.0,,E. Brand enters the game for M. Scott,54,86
314,4,10:36.0,Turnover by G. Henderson (bad pass; steal by M. Muscala),,54,86
315,4,10:31.0,,M. Muscala makes 2-pt dunk at rim,54,88
316,4,10:24.0,P. Hairston misses 3-pt jump shot from 25 ft,,54,88
317,4,10:23.0,Offensive rebound by P. Hairston,,54,88
318,4,10:21.0,P. Hairston misses 2-pt layup from 1 ft,,54,88
319,4,10:20.0,,Defensive rebound by T. Sefolosha,54,88
320,4,10:07.0,,M. Muscala misses 2-pt jump shot from 21 ft,54,88
321,4,10:05.0,Defensive rebound by N. Vonleh,,54,88
322,4,10:00.0,Personal foul by D. Schröder (drawn by J. Pargo),,54,88
323,4,10:00.0,,S. Mack enters the game for D. Schröder,54,88
324,4,9:57.0,Personal foul by S. Mack (drawn by J. Pargo),,54,88
325,4,9:49.0,Turnover by J. Pargo (bad pass; steal by K. Bazemore),,54,88
326,4,9:45.0,,K. Bazemore misses 2-pt layup from 1 ft (block by P. Hairston),54,88
327,4,9:44.0,,Offensive rebound by Team,54,88
328,4,9:40.0,,Offensive foul by M. Muscala (drawn by N. Vonleh),54,88
329,4,9:40.0,,Turnover by M. Muscala (offensive foul),54,88
330,4,9:24.0,Shooting foul by K. Bazemore (drawn by P. Hairston),,54,88
331,4,9:24.0,P. Hairston makes free throw 1 of 2,,55,88
332,4,9:24.0,P. Hairston makes free throw 2 of 2,,56,88
333,4,9:09.0,,Personal foul by J. Pargo (drawn by E. Brand),56,88
334,4,8:56.0,,K. Bazemore misses 3-pt jump shot from 26 ft,56,88
335,4,8:55.0,Defensive rebound by N. Vonleh,,56,88
336,4,8:50.0,J. Pargo misses 3-pt jump shot from 25 ft,,56,88
337,4,8:47.0,,Defensive rebound by K. Bazemore,56,88
338,4,8:38.0,Offensive charge foul by M. Muscala (drawn by J. Maxiell),,56,88
339,4,8:38.0,,Turnover by M. Muscala (offensive foul),56,88
340,4,8:38.0,Official timeout,,56,88
341,4,8:38.0,,M. Scott enters the game for K. Bazemore,56,88
342,4,8:26.0,G. Henderson makes 2-pt jump shot from 5 ft,,58,88
343,4,8:06.0,,E. Brand makes 2-pt jump shot from 17 ft (assist by S. Mack),58,90
344,4,7:52.0,P. Hairston makes 3-pt jump shot from 26 ft (assist by J. Pargo),,61,90
345,4,7:36.0,,S. Mack misses 3-pt jump shot from 25 ft,61,90
346,4,7:34.0,Defensive rebound by P. Hairston,,61,90
347,4,7:24.0,J. Maxiell misses 2-pt jump shot from 9 ft,,61,90
348,4,7:23.0,,Defensive rebound by E. Brand,61,90
349,4,7:01.0,,T. Sefolosha misses 2-pt hook shot from 3 ft,61,90
350,4,7:00.0,Defensive rebound by J. Maxiell,,61,90
351,4,6:52.0,Turnover by J. Pargo (bad pass; steal by M. Muscala),,61,90
352,4,6:43.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,61,90
353,4,6:42.0,Defensive rebound by N. Vonleh,,61,90
354,4,6:30.0,Turnover by G. Henderson (step out of bounds),,61,90
355,4,6:30.0,,K. Bazemore enters the game for T. Sefolosha,61,90
356,4,6:15.0,,M. Muscala misses 3-pt jump shot from 24 ft,61,90
357,4,6:13.0,Defensive rebound by J. Maxiell,,61,90
358,4,6:05.0,J. Maxiell misses 2-pt dunk at rim,,61,90
359,4,6:04.0,,Defensive rebound by K. Bazemore,61,90
360,4,5:55.0,,Personal foul by J. Pargo (drawn by M. Scott),61,90
361,4,5:55.0,,Atlanta full timeout,61,90
362,4,5:40.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by S. Mack),61,93
363,4,5:30.0,Technical foul by G. Henderson,,61,93
364,4,5:30.0,Offensive foul by G. Henderson (drawn by E. Brand),,61,93
365,4,5:30.0,Turnover by G. Henderson (offensive foul),,61,93
366,4,5:30.0,,S. Mack makes technical free throw,61,94
367,4,5:30.0,B. Biyombo enters the game for J. Maxiell,,61,94
368,4,5:17.0,,E. Brand makes 2-pt jump shot from 18 ft (assist by S. Mack),61,96
369,4,4:59.0,P. Hairston misses 2-pt jump shot from 11 ft,,61,96
370,4,4:57.0,Offensive rebound by B. Biyombo,,61,96
371,4,4:57.0,B. Biyombo makes 2-pt dunk at rim,,63,96
372,4,4:44.0,,S. Mack misses 3-pt jump shot from 24 ft,63,96
373,4,4:43.0,Defensive rebound by G. Henderson,,63,96
374,4,4:41.0,Personal foul by K. Bazemore (drawn by G. Henderson),,63,96
375,4,4:41.0,G. Henderson makes free throw 1 of 2,,64,96
376,4,4:41.0,G. Henderson makes free throw 2 of 2,,65,96
377,4,4:17.0,,M. Muscala misses 2-pt dunk at rim,65,96
378,4,4:16.0,Defensive rebound by N. Vonleh,,65,96
379,4,4:08.0,J. Pargo makes 2-pt jump shot from 18 ft,,67,96
380,4,3:51.0,,M. Scott makes 2-pt jump shot from 16 ft (assist by S. Mack),67,98
381,4,3:36.0,J. Pargo makes 2-pt jump shot from 19 ft,,69,98
382,4,3:19.0,,M. Scott makes 2-pt jump shot from 16 ft (assist by E. Brand),69,100
