,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
36,1,7:35.0,T. Parker misses 2-pt hook shot from 7 ft,,7,11
37,1,7:33.0,,Defensive rebound by J. Johnson,7,11
38,1,7:19.0,,Turnover by K. Lowry (bad pass),7,11
39,1,7:02.0,T. Duncan misses 2-pt jump shot from 8 ft,,7,11
40,1,7:01.0,,Defensive rebound by J. Johnson,7,11
41,1,6:46.0,,J. Valančiūnas misses 2-pt hook shot from 2 ft,7,11
42,1,6:45.0,Defensive rebound by A. Baynes,,7,11
43,1,6:39.0,T. Parker misses 2-pt layup from 1 ft,,7,11
44,1,6:38.0,,Defensive rebound by J. Valančiūnas,7,11
45,1,6:33.0,,Shooting block foul by A. Baynes (drawn by J. Johnson),7,11
46,1,6:33.0,,J. Johnson makes free throw 1 of 2,7,12
47,1,6:33.0,San Antonio full timeout,,7,12
48,1,6:33.0,B. Diaw enters the game for A. Baynes,,7,12
49,1,6:33.0,M. Ginóbili enters the game for D. Green,,7,12
50,1,6:33.0,,J. Johnson makes free throw 2 of 2,7,13
51,1,6:09.0,K. Leonard misses 3-pt jump shot from 25 ft,,7,13
52,1,6:07.0,Offensive rebound by B. Diaw,,7,13
53,1,5:52.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,7,13
54,1,5:50.0,,Defensive rebound by J. Valančiūnas,7,13
55,1,5:39.0,,J. Johnson makes 2-pt layup from 1 ft (assist by K. Lowry),7,15
56,1,5:32.0,K. Leonard makes 2-pt layup from 2 ft (assist by M. Ginóbili),,9,15
57,1,5:12.0,,P. Patterson makes 2-pt jump shot from 19 ft (assist by K. Lowry),9,17
58,1,4:58.0,Shooting foul by J. Valančiūnas (drawn by T. Duncan),,9,17
59,1,4:58.0,T. Duncan makes free throw 1 of 2,,10,17
60,1,4:58.0,T. Duncan makes free throw 2 of 2,,11,17
61,1,4:39.0,,J. Johnson makes 2-pt layup from 2 ft (assist by D. DeRozan),11,19
62,1,4:26.0,T. Duncan misses 2-pt hook shot from 6 ft,,11,19
63,1,4:24.0,Offensive rebound by B. Diaw,,11,19
64,1,4:18.0,Turnover by K. Leonard (lost ball; steal by P. Patterson),,11,19
65,1,4:13.0,,Shooting foul by M. Ginóbili (drawn by D. DeRozan),11,19
66,1,4:13.0,,D. DeRozan makes free throw 1 of 2,11,20
67,1,4:13.0,C. Joseph enters the game for T. Parker,,11,20
68,1,4:13.0,T. Splitter enters the game for T. Duncan,,11,20
69,1,4:13.0,,G. Vásquez enters the game for K. Lowry,11,20
70,1,4:13.0,,D. DeRozan makes free throw 2 of 2,11,21
71,1,3:58.0,T. Splitter makes 2-pt layup from 1 ft (assist by M. Ginóbili),,13,21
72,1,3:33.0,,Turnover by D. DeRozan (lost ball; steal by K. Leonard),13,21
73,1,3:30.0,Turnover by K. Leonard (lost ball; steal by P. Patterson),,13,21
74,1,3:30.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by P. Patterson),13,23
75,1,3:16.0,Turnover by K. Leonard (step out of bounds),,13,23
76,1,2:58.0,,D. DeRozan misses 2-pt jump shot from 19 ft,13,23
77,1,2:57.0,Defensive rebound by T. Splitter,,13,23
78,1,2:51.0,K. Leonard makes 2-pt layup from 2 ft (assist by T. Splitter),,15,23
79,1,2:42.0,,Toronto full timeout,15,23
80,1,2:42.0,,L. Williams enters the game for J. Valančiūnas,15,23
81,1,2:42.0,D. Green enters the game for K. Leonard,,15,23
82,1,2:26.0,,G. Vásquez misses 2-pt jump shot from 7 ft,15,23
83,1,2:25.0,Defensive rebound by D. Green,,15,23
84,1,2:15.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,15,23
85,1,2:14.0,Offensive rebound by T. Splitter,,15,23
86,1,2:03.0,Offensive foul by C. Joseph (drawn by G. Vásquez),,15,23
87,1,2:03.0,Turnover by C. Joseph (offensive foul),,15,23
88,1,1:39.0,,J. Johnson misses 2-pt jump shot from 19 ft,15,23
89,1,1:39.0,,Offensive rebound by Team,15,23
90,1,1:39.0,,Turnover by Team (shot clock),15,23
91,1,1:31.0,Personal foul by G. Vásquez (drawn by M. Ginóbili),,15,23
92,1,1:31.0,M. Ginóbili makes free throw 1 of 2,,16,23
93,1,1:31.0,,T. Hansbrough enters the game for J. Johnson,16,23
94,1,1:31.0,M. Ginóbili makes free throw 2 of 2,,17,23
95,1,1:18.0,,D. DeRozan makes 2-pt jump shot from 3 ft,17,25
96,1,1:07.0,D. Green makes 3-pt jump shot from 22 ft (assist by B. Diaw),,20,25
97,1,0:50.0,,D. DeRozan misses 2-pt jump shot from 7 ft,20,25
98,1,0:48.0,Defensive rebound by T. Splitter,,20,25
99,1,0:41.0,Shooting foul by T. Hansbrough (drawn by T. Splitter),,20,25
100,1,0:41.0,T. Splitter makes free throw 1 of 2,,21,25
101,1,0:41.0,T. Splitter makes free throw 2 of 2,,22,25
102,1,0:37.0,,L. Williams misses 3-pt jump shot from 24 ft,22,25
103,1,0:33.0,,Offensive rebound by T. Hansbrough,22,25
104,1,0:32.0,,T. Hansbrough misses 2-pt tip-in at rim,22,25
105,1,0:30.0,Defensive rebound by D. Green,,22,25
106,1,0:12.0,Turnover by C. Joseph (lost ball; steal by D. DeRozan),,22,25
107,1,0:06.0,,G. Vásquez makes 3-pt jump shot from 24 ft (assist by D. DeRozan),22,28
108,1,0:02.0,,Violation by G. Vásquez (kicked ball),22,28
109,1,0:00.0,M. Ginóbili makes 3-pt jump shot from 25 ft,,25,28
110,2,11:49.0,,Turnover by T. Ross (step out of bounds),25,28
111,2,11:33.0,M. Ginóbili misses 2-pt layup from 2 ft,,25,28
112,2,11:32.0,,Defensive rebound by T. Ross,25,28
113,2,11:18.0,,G. Vásquez misses 3-pt jump shot from 24 ft,25,28
114,2,11:16.0,Defensive rebound by C. Joseph,,25,28
115,2,11:06.0,T. Splitter misses 2-pt hook shot from 5 ft,,25,28
116,2,11:04.0,Offensive rebound by T. Splitter,,25,28
117,2,10:58.0,C. Joseph makes 2-pt layup from 1 ft (assist by T. Splitter),,27,28
118,2,10:44.0,,A. Johnson makes 2-pt hook shot from 4 ft (assist by T. Ross),27,30
119,2,10:25.0,T. Splitter misses 2-pt layup from 2 ft,,27,30
120,2,10:24.0,,Defensive rebound by T. Hansbrough,27,30
121,2,10:22.0,,Turnover by T. Hansbrough (bad pass; steal by C. Joseph),27,30
122,2,10:18.0,D. Green misses 3-pt jump shot from 24 ft,,27,30
123,2,10:17.0,Offensive rebound by T. Splitter,,27,30
124,2,10:14.0,T. Splitter makes 2-pt hook shot from 1 ft,,29,30
125,2,9:48.0,,A. Johnson misses 2-pt hook shot from 6 ft,29,30
126,2,9:47.0,Defensive rebound by D. Green,,29,30
127,2,9:34.0,T. Splitter misses 2-pt hook shot from 6 ft,,29,30
128,2,9:33.0,,Defensive rebound by G. Vásquez,29,30
129,2,9:19.0,,Turnover by A. Johnson (lost ball; steal by T. Splitter),29,30
130,2,9:09.0,B. Diaw makes 2-pt layup from 2 ft (assist by M. Ginóbili),,31,30
131,2,9:09.0,,Toronto full timeout,31,30
132,2,9:09.0,,K. Lowry enters the game for G. Vásquez,31,30
133,2,9:09.0,,J. Valančiūnas enters the game for T. Hansbrough,31,30
134,2,9:09.0,M. Belinelli enters the game for M. Ginóbili,,31,30
135,2,9:09.0,A. Baynes enters the game for T. Splitter,,31,30
136,2,8:54.0,,L. Williams misses 3-pt jump shot from 24 ft,31,30
137,2,8:53.0,Defensive rebound by D. Green,,31,30
138,2,8:40.0,A. Baynes misses 2-pt jump shot from 14 ft,,31,30
139,2,8:39.0,,Defensive rebound by L. Williams,31,30
140,2,8:31.0,,L. Williams misses 2-pt jump shot from 10 ft,31,30
141,2,8:29.0,Defensive rebound by D. Green,,31,30
142,2,8:11.0,D. Green misses 3-pt jump shot from 24 ft,,31,30
143,2,8:09.0,,Defensive rebound by T. Ross,31,30
144,2,8:05.0,,Shooting block foul by D. Green (drawn by K. Lowry),31,30
145,2,8:05.0,,K. Lowry misses free throw 1 of 2,31,30
146,2,8:05.0,,Offensive rebound by Team,31,30
147,2,8:05.0,,K. Lowry makes free throw 2 of 2,31,31
148,2,7:50.0,C. Joseph makes 2-pt jump shot from 20 ft (assist by D. Green),,33,31
149,2,7:23.0,,K. Lowry misses 2-pt jump shot from 15 ft,33,31
150,2,7:22.0,Defensive rebound by B. Diaw,,33,31
151,2,7:10.0,B. Diaw makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,36,31
152,2,6:48.0,,T. Ross makes 2-pt jump shot from 13 ft (assist by L. Williams),36,33
153,2,6:29.0,M. Belinelli makes 2-pt layup from 2 ft (assist by B. Diaw),,38,33
154,2,6:20.0,,L. Williams misses 2-pt layup from 2 ft (block by B. Diaw),38,33
155,2,6:15.0,Defensive rebound by B. Diaw,,38,33
156,2,6:10.0,A. Baynes makes 2-pt layup from 1 ft (assist by C. Joseph),,40,33
157,2,6:09.0,,Toronto full timeout,40,33
158,2,6:09.0,T. Duncan enters the game for D. Green,,40,33
159,2,6:09.0,K. Leonard enters the game for B. Diaw,,40,33
160,2,6:09.0,,D. DeRozan enters the game for L. Williams,40,33
161,2,5:48.0,,D. DeRozan misses 2-pt jump shot from 8 ft,40,33
162,2,5:47.0,Defensive rebound by T. Duncan,,40,33
163,2,5:47.0,Personal foul by A. Johnson (drawn by T. Duncan),,40,33
164,2,5:47.0,Official timeout,,40,33
165,2,5:47.0,,P. Patterson enters the game for A. Johnson,40,33
166,2,5:30.0,M. Belinelli makes 2-pt layup from 2 ft (assist by T. Duncan),,42,33
167,2,5:13.0,,T. Ross misses 2-pt layup from 2 ft,42,33
168,2,5:12.0,Defensive rebound by A. Baynes,,42,33
169,2,5:06.0,Personal foul by K. Lowry (drawn by C. Joseph),,42,33
170,2,5:06.0,T. Parker enters the game for C. Joseph,,42,33
171,2,4:55.0,M. Belinelli misses 2-pt jump shot from 20 ft,,42,33
172,2,4:54.0,,Defensive rebound by T. Ross,42,33
173,2,4:45.0,,D. DeRozan makes 2-pt jump shot from 14 ft,42,35
174,2,4:22.0,M. Belinelli makes 2-pt layup from 2 ft (assist by T. Duncan),,44,35
175,2,3:57.0,,D. DeRozan misses 2-pt jump shot from 15 ft (block by T. Duncan),44,35
176,2,3:55.0,Defensive rebound by K. Leonard,,44,35
177,2,3:45.0,K. Leonard misses 2-pt hook shot from 6 ft,,44,35
178,2,3:44.0,Offensive rebound by A. Baynes,,44,35
179,2,3:42.0,K. Leonard misses 2-pt hook shot from 4 ft,,44,35
180,2,3:40.0,,Defensive rebound by J. Valančiūnas,44,35
181,2,3:28.0,,K. Lowry makes 2-pt layup from 2 ft,44,37
182,2,3:28.0,San Antonio full timeout,,44,37
183,2,3:28.0,,J. Johnson enters the game for T. Ross,44,37
184,2,3:16.0,K. Leonard makes 2-pt layup from 1 ft (assist by T. Parker),,46,37
185,2,2:58.0,,Personal foul by T. Parker (drawn by K. Lowry),46,37
186,2,2:58.0,M. Ginóbili enters the game for M. Belinelli,,46,37
187,2,2:49.0,,Turnover by K. Lowry (bad pass),46,37
188,2,2:35.0,T. Duncan misses 2-pt layup from 2 ft,,46,37
189,2,2:34.0,Offensive rebound by T. Duncan,,46,37
190,2,2:32.0,T. Duncan misses 2-pt jump shot from 4 ft (block by J. Valančiūnas),,46,37
191,2,2:31.0,,Defensive rebound by P. Patterson,46,37
192,2,2:18.0,,J. Johnson makes 2-pt layup from 1 ft (assist by P. Patterson),46,39
193,2,2:01.0,M. Ginóbili misses 2-pt layup from 1 ft,,46,39
194,2,1:59.0,Offensive rebound by A. Baynes,,46,39
195,2,1:57.0,A. Baynes misses 2-pt tip-in from 2 ft,,46,39
196,2,1:56.0,,Defensive rebound by D. DeRozan,46,39
197,2,1:50.0,,Shooting foul by A. Baynes (drawn by D. DeRozan),46,39
198,2,1:50.0,,D. DeRozan makes free throw 1 of 2,46,40
199,2,1:50.0,B. Diaw enters the game for A. Baynes,,46,40
200,2,1:50.0,,D. DeRozan misses free throw 2 of 2,46,40
201,2,1:49.0,Defensive rebound by T. Duncan,,46,40
202,2,1:37.0,T. Duncan misses 2-pt layup from 2 ft (block by J. Valančiūnas),,46,40
203,2,1:35.0,,Defensive rebound by K. Lowry,46,40
204,2,1:29.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),46,43
205,2,1:11.0,K. Leonard misses 3-pt jump shot from 24 ft,,46,43
206,2,1:10.0,,Defensive rebound by P. Patterson,46,43
207,2,0:57.0,,Shooting foul by M. Ginóbili (drawn by D. DeRozan),46,43
208,2,0:57.0,,D. DeRozan makes free throw 1 of 2,46,44
209,2,0:57.0,,D. DeRozan makes free throw 2 of 2,46,45
210,2,0:41.0,Turnover by B. Diaw (lost ball; steal by J. Valančiūnas),,46,45
211,2,0:30.0,,K. Lowry misses 3-pt jump shot from 24 ft,46,45
212,2,0:29.0,Defensive rebound by M. Ginóbili,,46,45
213,2,0:19.0,San Antonio full timeout,,46,45
214,2,0:19.0,M. Bonner enters the game for T. Parker,,46,45
215,2,0:19.0,D. Green enters the game for B. Diaw,,46,45
216,2,0:07.0,T. Duncan misses 2-pt layup from 2 ft (block by J. Valančiūnas),,46,45
217,2,0:05.0,,Defensive rebound by J. Johnson,46,45
218,2,0:00.0,,D. DeRozan misses 2-pt jump shot from 16 ft,46,45
219,2,0:00.0,,Offensive rebound by Team,46,45
220,3,11:39.0,,J. Johnson makes 2-pt dunk at rim (assist by D. DeRozan),46,47
221,3,11:17.0,K. Leonard misses 2-pt hook shot from 4 ft,,46,47
222,3,11:16.0,Offensive rebound by K. Leonard,,46,47
223,3,11:11.0,D. Green misses 3-pt jump shot from 24 ft,,46,47
224,3,11:10.0,,Defensive rebound by A. Johnson,46,47
225,3,11:02.0,,K. Lowry misses 2-pt jump shot from 19 ft,46,47
226,3,10:59.0,Defensive rebound by T. Duncan,,46,47
227,3,10:49.0,T. Parker makes 2-pt jump shot from 18 ft,,48,47
228,3,10:22.0,,J. Johnson misses 2-pt jump shot from 15 ft,48,47
229,3,10:22.0,,Offensive rebound by Team,48,47
230,3,10:22.0,,Turnover by Team (shot clock),48,47
231,3,10:03.0,K. Leonard makes 3-pt jump shot from 22 ft (assist by T. Duncan),,51,47
232,3,9:45.0,,K. Lowry misses 2-pt jump shot from 5 ft,51,47
233,3,9:43.0,,Offensive rebound by J. Valančiūnas,51,47
234,3,9:40.0,,J. Valančiūnas misses 2-pt tip-in from 1 ft,51,47
235,3,9:39.0,,Offensive rebound by J. Valančiūnas,51,47
236,3,9:38.0,,Turnover by J. Valančiūnas (lost ball; steal by D. Green),51,47
237,3,9:27.0,T. Parker makes 2-pt jump shot from 5 ft (assist by K. Leonard),,53,47
238,3,9:06.0,,D. DeRozan misses 2-pt jump shot from 15 ft,53,47
239,3,9:05.0,Defensive rebound by D. Green,,53,47
240,3,8:54.0,T. Duncan makes 2-pt hook shot from 3 ft (assist by D. Green),,55,47
241,3,8:45.0,,Toronto full timeout,55,47
242,3,8:37.0,,A. Johnson makes 2-pt jump shot from 18 ft (assist by K. Lowry),55,49
243,3,8:16.0,T. Parker misses 3-pt jump shot from 22 ft,,55,49
244,3,8:15.0,,Defensive rebound by J. Valančiūnas,55,49
245,3,8:02.0,,A. Johnson makes 2-pt hook shot from 9 ft (assist by K. Lowry),55,51
246,3,7:40.0,D. Green misses 2-pt jump shot from 19 ft,,55,51
247,3,7:39.0,Offensive rebound by D. Green,,55,51
248,3,7:33.0,T. Parker misses 3-pt jump shot from 24 ft,,55,51
249,3,7:31.0,,Defensive rebound by A. Johnson,55,51
250,3,7:17.0,,J. Valančiūnas misses 2-pt layup from 2 ft,55,51
251,3,7:16.0,Defensive rebound by T. Splitter,,55,51
252,3,7:00.0,K. Leonard misses 2-pt jump shot from 19 ft,,55,51
253,3,6:59.0,,Defensive rebound by J. Valančiūnas,55,51
254,3,6:39.0,,K. Lowry misses 2-pt jump shot from 21 ft,55,51
255,3,6:37.0,,Offensive rebound by J. Valančiūnas,55,51
256,3,6:33.0,,Personal foul by D. Green (drawn by J. Johnson),55,51
257,3,6:33.0,M. Ginóbili enters the game for D. Green,,55,51
258,3,6:33.0,B. Diaw enters the game for T. Splitter,,55,51
259,3,6:14.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by K. Lowry),55,53
260,3,5:57.0,T. Parker misses 2-pt jump shot from 16 ft,,55,53
261,3,5:56.0,,Defensive rebound by A. Johnson,55,53
262,3,5:48.0,,Shooting foul by T. Parker (drawn by D. DeRozan),55,53
263,3,5:48.0,,D. DeRozan makes free throw 1 of 2,55,54
264,3,5:48.0,,D. DeRozan makes free throw 2 of 2,55,55
265,3,5:30.0,T. Duncan misses 2-pt hook shot from 4 ft (block by A. Johnson),,55,55
266,3,5:29.0,,Defensive rebound by A. Johnson,55,55
267,3,5:11.0,,K. Lowry misses 3-pt jump shot from 24 ft,55,55
268,3,5:09.0,Defensive rebound by T. Duncan,,55,55
269,3,5:07.0,Turnover by T. Duncan (bad pass; steal by K. Lowry),,55,55
270,3,4:51.0,,D. DeRozan misses 2-pt jump shot from 12 ft,55,55
271,3,4:50.0,Defensive rebound by T. Duncan,,55,55
272,3,4:38.0,Turnover by T. Parker (lost ball; steal by D. DeRozan),,55,55
273,3,4:21.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft,55,57
274,3,4:20.0,San Antonio full timeout,,55,57
275,3,4:07.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,55,57
276,3,4:05.0,,Defensive rebound by A. Johnson,55,57
277,3,3:56.0,,D. DeRozan misses 2-pt jump shot from 14 ft,55,57
278,3,3:55.0,Defensive rebound by T. Duncan,,55,57
279,3,3:49.0,M. Ginóbili misses 2-pt layup from 2 ft (block by D. DeRozan),,55,57
280,3,3:47.0,Offensive rebound by T. Duncan,,55,57
281,3,3:47.0,T. Duncan misses 2-pt tip-in from 1 ft,,55,57
282,3,3:46.0,,Defensive rebound by J. Valančiūnas,55,57
283,3,3:40.0,,Turnover by K. Lowry (bad pass; steal by T. Duncan),55,57
284,3,3:34.0,M. Ginóbili misses 2-pt layup from 2 ft,,55,57
285,3,3:31.0,Offensive rebound by M. Ginóbili,,55,57
286,3,3:26.0,T. Duncan misses 2-pt jump shot from 5 ft (block by J. Valančiūnas),,55,57
287,3,3:26.0,,Defensive rebound by Team,55,57
288,3,3:26.0,,P. Patterson enters the game for A. Johnson,55,57
289,3,3:06.0,,P. Patterson misses 3-pt jump shot from 24 ft,55,57
290,3,3:05.0,Defensive rebound by K. Leonard,,55,57
291,3,2:56.0,Shooting foul by D. DeRozan (drawn by B. Diaw),,55,57
292,3,2:56.0,B. Diaw makes free throw 1 of 2,,56,57
293,3,2:56.0,P. Mills enters the game for T. Parker,,56,57
294,3,2:56.0,B. Diaw misses free throw 2 of 2,,56,57
295,3,2:54.0,,Defensive rebound by J. Valančiūnas,56,57
296,3,2:43.0,,J. Johnson makes 2-pt layup from 2 ft,56,59
297,3,2:35.0,Turnover by P. Mills (bad pass; steal by K. Lowry),,56,59
298,3,2:30.0,,K. Lowry makes 2-pt layup from 2 ft,56,61
299,3,2:18.0,K. Leonard makes 2-pt jump shot from 7 ft,,58,61
300,3,1:59.0,,Shooting foul by B. Diaw (drawn by D. DeRozan),58,61
301,3,1:59.0,,D. DeRozan misses free throw 1 of 2,58,61
302,3,1:59.0,,Offensive rebound by Team,58,61
303,3,1:59.0,,L. Williams enters the game for J. Johnson,58,61
304,3,1:59.0,T. Splitter enters the game for T. Duncan,,58,61
305,3,1:59.0,,D. DeRozan makes free throw 2 of 2,58,62
306,3,1:38.0,T. Splitter misses 2-pt layup from 2 ft,,58,62
307,3,1:37.0,,Defensive rebound by K. Lowry,58,62
308,3,1:21.0,,Turnover by K. Lowry (bad pass; steal by B. Diaw),58,62
309,3,1:15.0,P. Mills misses 3-pt jump shot from 23 ft,,58,62
310,3,1:14.0,,Defensive rebound by J. Valančiūnas,58,62
311,3,1:14.0,,Personal foul by M. Ginóbili (drawn by J. Valančiūnas),58,62
312,3,1:14.0,,J. Valančiūnas makes free throw 1 of 2,58,63
313,3,1:14.0,,J. Valančiūnas makes free throw 2 of 2,58,64
314,3,0:56.0,K. Leonard misses 3-pt jump shot from 24 ft,,58,64
315,3,0:54.0,,Defensive rebound by P. Patterson,58,64
316,3,0:38.0,,L. Williams misses 2-pt jump shot from 15 ft,58,64
317,3,0:37.0,Defensive rebound by M. Ginóbili,,58,64
318,3,0:30.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,58,64
319,3,0:29.0,,Defensive rebound by K. Lowry,58,64
320,3,0:07.0,,K. Lowry misses 2-pt layup from 1 ft (block by T. Splitter),58,64
321,3,0:07.0,,Offensive rebound by Team,58,64
322,3,0:06.0,,Turnover by Team (shot clock),58,64
323,3,0:03.0,Personal foul by D. DeRozan (drawn by K. Leonard),,58,64
324,3,0:01.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,58,64
325,3,0:00.0,,Defensive rebound by J. Valančiūnas,58,64
326,4,11:49.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),,60,64
327,4,11:39.0,,Personal foul by P. Mills (drawn by L. Williams),60,64
328,4,11:24.0,,A. Johnson makes 2-pt dunk at rim (assist by G. Vásquez),60,66
329,4,11:13.0,Turnover by B. Diaw (bad pass; steal by A. Johnson),,60,66
330,4,11:10.0,Offensive charge foul by L. Williams (drawn by P. Mills),,60,66
331,4,11:10.0,,Turnover by L. Williams (offensive foul),60,66
332,4,11:10.0,M. Belinelli enters the game for K. Leonard,,60,66
333,4,10:55.0,B. Diaw misses 2-pt hook shot from 4 ft,,60,66
334,4,10:54.0,,Defensive rebound by A. Johnson,60,66
335,4,10:46.0,,G. Vásquez makes 2-pt jump shot from 15 ft,60,68
336,4,10:32.0,B. Diaw misses 3-pt jump shot from 24 ft,,60,68
337,4,10:30.0,,Defensive rebound by A. Johnson,60,68
338,4,10:22.0,,G. Vásquez misses 2-pt layup from 1 ft,60,68
339,4,10:21.0,Defensive rebound by B. Diaw,,60,68
340,4,9:58.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by M. Belinelli),,62,68
341,4,9:41.0,,Shooting block foul by T. Splitter (drawn by A. Johnson),62,68
342,4,9:41.0,,A. Johnson makes free throw 1 of 2,62,69
343,4,9:41.0,,A. Johnson misses free throw 2 of 2,62,69
344,4,9:41.0,Defensive rebound by M. Belinelli,,62,69
345,4,9:30.0,Turnover by T. Splitter (bad pass; steal by T. Ross),,62,69
346,4,9:25.0,,T. Ross misses 2-pt layup from 2 ft,62,69
347,4,9:23.0,Defensive rebound by M. Ginóbili,,62,69
348,4,9:11.0,T. Splitter makes 2-pt hook shot from 2 ft,,64,69
349,4,9:04.0,,Turnover by L. Williams (bad pass; steal by M. Ginóbili),64,69
350,4,8:56.0,M. Belinelli misses 3-pt jump shot from 24 ft,,64,69
351,4,8:55.0,Offensive rebound by B. Diaw,,64,69
352,4,8:53.0,B. Diaw misses 2-pt layup from 2 ft,,64,69
353,4,8:52.0,Offensive rebound by T. Splitter,,64,69
354,4,8:49.0,T. Splitter makes 2-pt layup from 2 ft,,66,69
355,4,8:46.0,,Toronto full timeout,66,69
356,4,8:46.0,K. Leonard enters the game for B. Diaw,,66,69
357,4,8:46.0,D. Green enters the game for M. Ginóbili,,66,69
358,4,8:33.0,,T. Ross misses 2-pt jump shot from 17 ft,66,69
359,4,8:32.0,,Offensive rebound by A. Johnson,66,69
360,4,8:28.0,,G. Vásquez misses 3-pt jump shot from 24 ft,66,69
361,4,8:27.0,Defensive rebound by Team,,66,69
362,4,8:27.0,T. Parker enters the game for P. Mills,,66,69
363,4,8:12.0,K. Leonard misses 2-pt jump shot from 15 ft,,66,69
364,4,8:11.0,,Defensive rebound by T. Ross,66,69
365,4,7:58.0,,A. Johnson makes 2-pt hook shot from 4 ft,66,71
366,4,7:50.0,Shooting foul by L. Williams (drawn by T. Parker),,66,71
367,4,7:50.0,T. Parker makes free throw 1 of 2,,67,71
368,4,7:50.0,,K. Lowry enters the game for L. Williams,67,71
369,4,7:50.0,T. Duncan enters the game for T. Splitter,,67,71
370,4,7:50.0,T. Parker misses free throw 2 of 2,,67,71
371,4,7:49.0,Offensive rebound by K. Leonard,,67,71
372,4,7:38.0,Personal foul by G. Vásquez (drawn by M. Belinelli),,67,71
373,4,7:24.0,Turnover by T. Parker (bad pass; steal by T. Ross),,67,71
374,4,7:17.0,,K. Lowry misses 3-pt jump shot from 24 ft,67,71
375,4,7:16.0,Defensive rebound by M. Belinelli,,67,71
376,4,7:11.0,K. Leonard misses 2-pt hook shot from 2 ft (block by P. Patterson),,67,71
377,4,7:11.0,Offensive rebound by Team,,67,71
378,4,7:00.0,T. Duncan makes 2-pt layup from 2 ft (assist by T. Parker),,69,71
379,4,6:40.0,,P. Patterson makes 2-pt jump shot from 6 ft (assist by G. Vásquez),69,73
