,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MILWAUKEE_ACTION,GOLDEN STATE_SCORE,MILWAUKEE_SCORE
43,1,6:41.0,,G. Antetokounmpo makes flagrant free throw 1 of 2,14,13
44,1,6:41.0,,G. Antetokounmpo makes flagrant free throw 2 of 2,14,14
45,1,6:19.0,,Z. Pachulia makes 2-pt layup at rim (assist by K. Middleton),14,16
46,1,6:03.0,D. Lee makes 2-pt jump shot from 10 ft,,16,16
47,1,5:51.0,,E. İlyasova misses 3-pt jump shot from 26 ft,16,16
48,1,5:50.0,Defensive rebound by A. Bogut,,16,16
49,1,5:43.0,Turnover by S. Curry (lost ball; steal by M. Carter-Williams),,16,16
50,1,5:30.0,,K. Middleton misses 3-pt jump shot from 26 ft,16,16
51,1,5:29.0,Defensive rebound by H. Barnes,,16,16
52,1,5:23.0,Turnover by H. Barnes (lost ball),,16,16
53,1,5:23.0,,Milwaukee full timeout,16,16
54,1,5:23.0,J. Holiday enters the game for B. Rush,,16,16
55,1,5:09.0,,Z. Pachulia misses 2-pt jump shot from 14 ft,16,16
56,1,5:08.0,Defensive rebound by H. Barnes,,16,16
57,1,5:01.0,S. Curry misses 3-pt jump shot from 25 ft,,16,16
58,1,5:00.0,,Defensive rebound by E. İlyasova,16,16
59,1,4:55.0,,Shooting foul by H. Barnes (drawn by K. Middleton),16,16
60,1,4:55.0,,K. Middleton makes free throw 1 of 2,16,17
61,1,4:55.0,,K. Middleton makes free throw 2 of 2,16,18
62,1,4:47.0,Offensive foul by H. Barnes (drawn by K. Middleton),,16,18
63,1,4:47.0,Turnover by H. Barnes (offensive foul),,16,18
64,1,4:32.0,,K. Middleton misses 2-pt jump shot from 4 ft (block by A. Bogut),16,18
65,1,4:32.0,,Offensive rebound by Team,16,18
66,1,4:23.0,,E. İlyasova misses 2-pt layup at rim (block by J. Holiday),16,18
67,1,4:21.0,,Offensive rebound by M. Carter-Williams,16,18
68,1,4:19.0,,M. Carter-Williams misses 2-pt layup at rim,16,18
69,1,4:15.0,Defensive rebound by J. Holiday,,16,18
70,1,4:06.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by S. Curry),,19,18
71,1,3:57.0,,Turnover by M. Carter-Williams (lost ball),19,18
72,1,3:47.0,Turnover by D. Lee (bad pass),,19,18
73,1,3:47.0,,J. Bayless enters the game for M. Carter-Williams,19,18
74,1,3:33.0,,Turnover by Z. Pachulia (bad pass; steal by J. Holiday),19,18
75,1,3:27.0,S. Curry misses 3-pt jump shot from 23 ft,,19,18
76,1,3:26.0,,Defensive rebound by E. İlyasova,19,18
77,1,3:19.0,,G. Antetokounmpo misses 2-pt layup at rim (block by A. Bogut),19,18
78,1,3:19.0,,Offensive rebound by Team,19,18
79,1,3:19.0,,J. Henson enters the game for Z. Pachulia,19,18
80,1,3:19.0,J. McAdoo enters the game for D. Lee,,19,18
81,1,3:07.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by J. Bayless),19,20
82,1,2:48.0,J. McAdoo misses 2-pt jump shot from 3 ft (block by J. Henson),,19,20
83,1,2:47.0,Offensive rebound by Team,,19,20
84,1,2:47.0,Golden State full timeout,,19,20
85,1,2:47.0,S. Livingston enters the game for H. Barnes,,19,20
86,1,2:45.0,J. McAdoo makes 2-pt dunk at rim (assist by S. Livingston),,21,20
87,1,2:20.0,,J. Henson misses 2-pt layup from 1 ft,21,20
88,1,2:18.0,,Offensive rebound by E. İlyasova,21,20
89,1,2:18.0,,E. İlyasova misses 2-pt tip-in from 1 ft,21,20
90,1,2:17.0,Defensive rebound by A. Bogut,,21,20
91,1,2:11.0,Turnover by S. Curry (lost ball; steal by J. Henson),,21,20
92,1,1:57.0,,K. Middleton misses 2-pt jump shot from 5 ft,21,20
93,1,1:55.0,,Offensive rebound by K. Middleton,21,20
94,1,1:50.0,,E. İlyasova misses 2-pt jump shot from 16 ft,21,20
95,1,1:48.0,Defensive rebound by A. Bogut,,21,20
96,1,1:27.0,J. Holiday misses 3-pt jump shot from 24 ft,,21,20
97,1,1:26.0,,Defensive rebound by E. İlyasova,21,20
98,1,1:26.0,,Personal foul by S. Curry (drawn by E. İlyasova),21,20
99,1,1:26.0,,E. İlyasova makes free throw 1 of 2,21,21
100,1,1:26.0,M. Speights enters the game for A. Bogut,,21,21
101,1,1:26.0,,O. Mayo enters the game for K. Middleton,21,21
102,1,1:26.0,,E. İlyasova makes free throw 2 of 2,21,22
103,1,1:05.0,J. Holiday misses 3-pt jump shot from 25 ft,,21,22
104,1,1:03.0,,Defensive rebound by O. Mayo,21,22
105,1,0:55.0,,J. Bayless misses 2-pt jump shot from 6 ft,21,22
106,1,0:54.0,,Offensive rebound by J. Henson,21,22
107,1,0:51.0,,Turnover by J. Henson (step out of bounds),21,22
108,1,0:51.0,,J. Dudley enters the game for E. İlyasova,21,22
109,1,0:38.0,S. Curry makes 2-pt layup at rim,,23,22
110,1,0:38.0,Shooting foul by J. Dudley (drawn by S. Curry),,23,22
111,1,0:38.0,S. Curry makes free throw 1 of 1,,24,22
112,1,0:18.0,,Shooting foul by J. McAdoo (drawn by G. Antetokounmpo),24,22
113,1,0:18.0,,G. Antetokounmpo makes free throw 1 of 2,24,23
114,1,0:18.0,L. Barbosa enters the game for J. McAdoo,,24,23
115,1,0:18.0,,G. Antetokounmpo misses free throw 2 of 2,24,23
116,1,0:18.0,,Offensive rebound by J. Dudley,24,23
117,1,0:03.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,24,23
118,1,0:02.0,Defensive rebound by L. Barbosa,,24,23
119,2,11:49.0,,M. Carter-Williams misses 2-pt layup from 1 ft,24,23
120,2,11:48.0,,Offensive rebound by J. Henson,24,23
121,2,11:41.0,,J. Henson misses 2-pt layup at rim (block by J. McAdoo),24,23
122,2,11:38.0,Defensive rebound by M. Speights,,24,23
123,2,11:21.0,Shooting foul by J. Henson (drawn by M. Speights),,24,23
124,2,11:21.0,M. Speights makes free throw 1 of 2,,25,23
125,2,11:21.0,M. Speights makes free throw 2 of 2,,26,23
126,2,11:04.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft,26,23
127,2,11:02.0,,Offensive rebound by J. Henson,26,23
128,2,11:02.0,Loose ball foul by M. Speights (drawn by J. Henson),,26,23
129,2,11:02.0,K. Thompson enters the game for J. Holiday,,26,23
130,2,11:02.0,,M. Plumlee enters the game for J. Henson,26,23
131,2,10:59.0,,J. Bayless misses 2-pt jump shot from 19 ft,26,23
132,2,10:56.0,Defensive rebound by M. Speights,,26,23
133,2,10:50.0,Turnover by S. Livingston (lost ball),,26,23
134,2,10:45.0,,Offensive foul by O. Mayo (drawn by L. Barbosa),26,23
135,2,10:45.0,,Turnover by O. Mayo (offensive foul),26,23
136,2,10:45.0,Golden State full timeout,,26,23
137,2,10:35.0,Personal foul by O. Mayo (drawn by K. Thompson),,26,23
138,2,10:27.0,S. Livingston makes 2-pt layup from 1 ft,,28,23
139,2,10:09.0,,J. Dudley makes 2-pt layup from 1 ft,28,25
140,2,9:57.0,J. McAdoo makes 2-pt layup at rim (assist by M. Speights),,30,25
141,2,9:45.0,,Turnover by M. Carter-Williams (lost ball),30,25
142,2,9:30.0,M. Speights makes 2-pt jump shot from 16 ft (assist by S. Livingston),,32,25
143,2,9:12.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),32,28
144,2,9:02.0,M. Speights makes 2-pt jump shot from 18 ft (assist by S. Livingston),,34,28
145,2,8:43.0,,O. Mayo misses 2-pt jump shot from 17 ft,34,28
146,2,8:42.0,Defensive rebound by M. Speights,,34,28
147,2,8:38.0,Personal foul by O. Mayo (drawn by L. Barbosa),,34,28
148,2,8:38.0,Official timeout,,34,28
149,2,8:38.0,,K. Middleton enters the game for O. Mayo,34,28
150,2,8:32.0,M. Speights misses 2-pt layup at rim,,34,28
151,2,8:29.0,,Defensive rebound by J. Dudley,34,28
152,2,8:09.0,,K. Middleton misses 3-pt jump shot from 25 ft,34,28
153,2,8:08.0,Defensive rebound by K. Thompson,,34,28
154,2,7:56.0,S. Livingston makes 2-pt dunk at rim (assist by K. Thompson),,36,28
155,2,7:45.0,Offensive charge foul by M. Carter-Williams (drawn by M. Speights),,36,28
156,2,7:45.0,,Turnover by M. Carter-Williams (offensive foul),36,28
157,2,7:26.0,S. Livingston misses 2-pt jump shot from 8 ft,,36,28
158,2,7:25.0,,Defensive rebound by M. Plumlee,36,28
159,2,7:17.0,,M. Carter-Williams misses 2-pt jump shot from 16 ft,36,28
160,2,7:16.0,Defensive rebound by S. Livingston,,36,28
161,2,7:16.0,Personal foul by M. Carter-Williams (drawn by S. Livingston),,36,28
162,2,7:16.0,,T. Ennis enters the game for M. Carter-Williams,36,28
163,2,7:01.0,M. Speights makes 2-pt jump shot from 15 ft (assist by K. Thompson),,38,28
164,2,6:45.0,,J. Dudley misses 2-pt jump shot from 4 ft (block by J. McAdoo),38,28
165,2,6:43.0,Defensive rebound by M. Speights,,38,28
166,2,6:41.0,Turnover by M. Speights (bad pass),,38,28
167,2,6:28.0,,K. Middleton makes 2-pt jump shot from 5 ft (assist by M. Plumlee),38,30
168,2,6:15.0,M. Speights misses 2-pt jump shot from 14 ft,,38,30
169,2,6:14.0,Offensive rebound by K. Thompson,,38,30
170,2,6:14.0,K. Thompson misses 2-pt tip-in from 1 ft,,38,30
171,2,6:11.0,,Defensive rebound by K. Middleton,38,30
172,2,6:03.0,,Turnover by J. Bayless (bad pass; steal by L. Barbosa),38,30
173,2,5:59.0,L. Barbosa makes 2-pt layup from 1 ft,,40,30
174,2,5:59.0,,Milwaukee full timeout,40,30
175,2,5:59.0,,E. İlyasova enters the game for J. Bayless,40,30
176,2,5:59.0,,Z. Pachulia enters the game for J. Dudley,40,30
177,2,5:59.0,,G. Antetokounmpo enters the game for M. Plumlee,40,30
178,2,5:51.0,,Offensive foul by G. Antetokounmpo (drawn by K. Thompson),40,30
179,2,5:51.0,,Turnover by G. Antetokounmpo (offensive foul),40,30
180,2,5:39.0,Turnover by J. McAdoo (bad pass; steal by T. Ennis),,40,30
181,2,5:30.0,,E. İlyasova misses 3-pt jump shot from 25 ft,40,30
182,2,5:28.0,Defensive rebound by J. McAdoo,,40,30
183,2,5:19.0,Turnover by J. McAdoo (bad pass; steal by T. Ennis),,40,30
184,2,5:12.0,,E. İlyasova misses 2-pt jump shot from 14 ft,40,30
185,2,5:10.0,Defensive rebound by K. Thompson,,40,30
186,2,5:01.0,Turnover by M. Speights (traveling),,40,30
187,2,4:50.0,,K. Middleton misses 2-pt jump shot from 13 ft,40,30
188,2,4:49.0,Defensive rebound by J. McAdoo,,40,30
189,2,4:29.0,M. Speights misses 2-pt jump shot from 21 ft,,40,30
190,2,4:28.0,,Defensive rebound by G. Antetokounmpo,40,30
191,2,4:21.0,,K. Middleton misses 3-pt jump shot from 24 ft,40,30
192,2,4:19.0,Defensive rebound by M. Speights,,40,30
193,2,4:16.0,Golden State full timeout,,40,30
194,2,4:16.0,S. Curry enters the game for S. Livingston,,40,30
195,2,4:16.0,H. Barnes enters the game for J. McAdoo,,40,30
196,2,4:11.0,Personal foul by T. Ennis (drawn by K. Thompson),,40,30
197,2,4:11.0,K. Thompson makes free throw 1 of 2,,41,30
198,2,4:11.0,B. Rush enters the game for L. Barbosa,,41,30
199,2,4:11.0,K. Thompson makes free throw 2 of 2,,42,30
200,2,4:00.0,,Personal foul by B. Rush (drawn by G. Antetokounmpo),42,30
201,2,3:48.0,,Personal foul by H. Barnes (drawn by E. İlyasova),42,30
202,2,3:41.0,,Z. Pachulia misses 2-pt hook shot from 4 ft,42,30
203,2,3:40.0,,Offensive rebound by Z. Pachulia,42,30
204,2,3:39.0,,Z. Pachulia misses 2-pt hook shot from 4 ft,42,30
205,2,3:37.0,Defensive rebound by H. Barnes,,42,30
206,2,3:29.0,H. Barnes misses 2-pt layup at rim,,42,30
207,2,3:25.0,,Defensive rebound by Z. Pachulia,42,30
208,2,3:08.0,,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by T. Ennis),42,32
209,2,2:59.0,Shooting block foul by T. Ennis (drawn by S. Curry),,42,32
210,2,2:59.0,F. Ezeli enters the game for M. Speights,,42,32
211,2,2:59.0,S. Curry makes free throw 1 of 2,,43,32
212,2,2:59.0,S. Curry makes free throw 2 of 2,,44,32
213,2,2:32.0,,K. Middleton misses 2-pt jump shot from 14 ft,44,32
214,2,2:32.0,Defensive rebound by S. Curry,,44,32
215,2,2:21.0,S. Curry makes 3-pt jump shot from 26 ft (assist by F. Ezeli),,47,32
216,2,1:56.0,,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by K. Middleton),47,34
217,2,1:36.0,Turnover by S. Curry (bad pass; steal by K. Middleton),,47,34
218,2,1:31.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by T. Ennis),47,36
219,2,1:15.0,Shooting foul by E. İlyasova (drawn by H. Barnes),,47,36
220,2,1:15.0,H. Barnes misses free throw 1 of 2,,47,36
221,2,1:15.0,Offensive rebound by Team,,47,36
222,2,1:15.0,,J. Bayless enters the game for T. Ennis,47,36
223,2,1:15.0,H. Barnes makes free throw 2 of 2,,48,36
224,2,1:08.0,,K. Middleton makes 2-pt dunk at rim (assist by J. Bayless),48,38
225,2,0:57.0,Turnover by S. Curry (bad pass; steal by J. Bayless),,48,38
226,2,0:56.0,,Personal foul by S. Curry (drawn by J. Bayless),48,38
227,2,0:48.0,,K. Middleton misses 2-pt jump shot from 19 ft,48,38
228,2,0:46.0,Defensive rebound by B. Rush,,48,38
229,2,0:38.0,K. Thompson misses 2-pt jump shot from 11 ft,,48,38
230,2,0:36.0,Offensive rebound by F. Ezeli,,48,38
231,2,0:31.0,Turnover by F. Ezeli (bad pass),,48,38
232,2,0:09.0,,E. İlyasova misses 3-pt jump shot from 25 ft,48,38
233,2,0:07.0,Defensive rebound by S. Curry,,48,38
234,2,0:00.0,S. Curry misses 3-pt jump shot from 31 ft,,48,38
235,2,0:00.0,Offensive rebound by Team,,48,38
236,3,11:29.0,,Z. Pachulia makes 2-pt layup at rim (assist by E. İlyasova),48,40
237,3,11:26.0,Personal foul by Z. Pachulia (drawn by S. Curry),,48,40
238,3,11:19.0,D. Lee makes 2-pt layup at rim,,50,40
239,3,11:01.0,,E. İlyasova makes 2-pt layup at rim (assist by M. Carter-Williams),50,42
240,3,10:43.0,K. Thompson misses 2-pt jump shot from 6 ft,,50,42
241,3,10:42.0,Offensive rebound by D. Lee,,50,42
242,3,10:37.0,Turnover by S. Curry (bad pass; steal by M. Carter-Williams),,50,42
243,3,10:37.0,,Personal foul by S. Curry (drawn by E. İlyasova),50,42
244,3,10:20.0,,G. Antetokounmpo makes 2-pt layup at rim,50,44
245,3,10:02.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Thompson),,53,44
246,3,9:49.0,,M. Carter-Williams makes 2-pt jump shot from 9 ft,53,46
247,3,9:34.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),,55,46
248,3,9:14.0,,E. İlyasova misses 3-pt jump shot from 24 ft,55,46
249,3,9:13.0,Defensive rebound by K. Thompson,,55,46
250,3,9:02.0,Turnover by D. Lee (lost ball; steal by E. İlyasova),,55,46
251,3,8:57.0,,Shooting foul by A. Bogut (drawn by E. İlyasova),55,46
252,3,8:57.0,,E. İlyasova makes free throw 1 of 2,55,47
253,3,8:57.0,,E. İlyasova makes free throw 2 of 2,55,48
254,3,8:44.0,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),,57,48
255,3,8:25.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by M. Carter-Williams),57,50
256,3,8:12.0,Turnover by S. Curry (bad pass),,57,50
257,3,8:03.0,,Turnover by K. Middleton (lost ball; steal by K. Thompson),57,50
258,3,7:57.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,60,50
259,3,7:44.0,,Shooting foul by S. Curry (drawn by M. Carter-Williams),60,50
260,3,7:44.0,,M. Carter-Williams makes free throw 1 of 2,60,51
261,3,7:44.0,S. Livingston enters the game for S. Curry,,60,51
262,3,7:44.0,,M. Carter-Williams makes free throw 2 of 2,60,52
263,3,7:28.0,D. Lee makes 2-pt hook shot from 10 ft,,62,52
264,3,7:16.0,,E. İlyasova misses 3-pt jump shot from 25 ft,62,52
265,3,7:15.0,Defensive rebound by A. Bogut,,62,52
266,3,7:04.0,H. Barnes makes 2-pt layup at rim (assist by S. Livingston),,64,52
267,3,6:45.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),64,54
268,3,6:33.0,H. Barnes misses 2-pt jump shot from 13 ft,,64,54
269,3,6:32.0,,Defensive rebound by E. İlyasova,64,54
270,3,6:19.0,,K. Middleton misses 2-pt jump shot from 16 ft,64,54
271,3,6:18.0,Defensive rebound by A. Bogut,,64,54
272,3,6:06.0,Personal block foul by G. Antetokounmpo (drawn by D. Lee),,64,54
273,3,5:51.0,K. Thompson makes 2-pt jump shot from 17 ft,,66,54
274,3,5:44.0,,Shooting foul by H. Barnes (drawn by G. Antetokounmpo),66,54
275,3,5:44.0,,Milwaukee full timeout,66,54
276,3,5:44.0,,J. Dudley enters the game for E. İlyasova,66,54
277,3,5:44.0,B. Rush enters the game for H. Barnes,,66,54
278,3,5:44.0,,G. Antetokounmpo misses free throw 1 of 2,66,54
279,3,5:44.0,,Offensive rebound by Team,66,54
280,3,5:44.0,,G. Antetokounmpo makes free throw 2 of 2,66,55
281,3,5:27.0,K. Thompson makes 2-pt jump shot from 16 ft,,68,55
282,3,5:06.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,68,55
283,3,5:05.0,Defensive rebound by D. Lee,,68,55
284,3,4:55.0,K. Thompson makes 2-pt jump shot from 10 ft,,70,55
285,3,4:37.0,,M. Carter-Williams makes 2-pt layup at rim,70,57
286,3,4:20.0,S. Livingston misses 2-pt jump shot from 12 ft,,70,57
287,3,4:19.0,,Defensive rebound by J. Dudley,70,57
288,3,4:01.0,,Z. Pachulia misses 2-pt jump shot from 13 ft,70,57
289,3,4:00.0,Defensive rebound by S. Livingston,,70,57
290,3,3:51.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Livingston),,73,57
291,3,3:50.0,,Milwaukee full timeout,73,57
292,3,3:50.0,M. Speights enters the game for A. Bogut,,73,57
293,3,3:50.0,,J. Henson enters the game for Z. Pachulia,73,57
294,3,3:48.0,,J. Bayless enters the game for K. Middleton,73,57
295,3,3:26.0,,Shooting foul by B. Rush (drawn by J. Bayless),73,57
296,3,3:26.0,,J. Bayless makes free throw 1 of 3,73,58
297,3,3:26.0,,J. Bayless makes free throw 2 of 3,73,59
298,3,3:26.0,,O. Mayo enters the game for M. Carter-Williams,73,59
299,3,3:26.0,,J. Bayless makes free throw 3 of 3,73,60
300,3,3:08.0,D. Lee makes 2-pt layup at rim (assist by M. Speights),,75,60
301,3,2:42.0,,J. Bayless misses 2-pt jump shot from 6 ft,75,60
302,3,2:41.0,,Offensive rebound by J. Henson,75,60
303,3,2:41.0,,J. Henson misses 2-pt tip-in from 1 ft,75,60
304,3,2:40.0,,Offensive rebound by G. Antetokounmpo,75,60
305,3,2:34.0,,Turnover by J. Dudley (bad pass; steal by K. Thompson),75,60
306,3,2:31.0,Turnover by K. Thompson (bad pass; steal by J. Bayless),,75,60
307,3,2:21.0,Offensive charge foul by J. Bayless (drawn by M. Speights),,75,60
308,3,2:21.0,,Turnover by J. Bayless (offensive foul),75,60
309,3,2:03.0,K. Thompson misses 3-pt jump shot from 25 ft,,75,60
310,3,2:01.0,,Defensive rebound by J. Henson,75,60
311,3,1:50.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft,75,62
312,3,1:19.0,D. Lee makes 2-pt jump shot from 15 ft (assist by K. Thompson),,77,62
313,3,1:07.0,,Turnover by J. Dudley (bad pass),77,62
314,3,0:57.0,Personal foul by G. Antetokounmpo (drawn by B. Rush),,77,62
315,3,0:57.0,Golden State full timeout,,77,62
316,3,0:52.0,D. Lee misses 2-pt jump shot from 3 ft (block by J. Henson),,77,62
317,3,0:52.0,Offensive rebound by Team,,77,62
318,3,0:49.0,B. Rush misses 2-pt dunk at rim (block by J. Henson),,77,62
319,3,0:49.0,Offensive rebound by M. Speights,,77,62
320,3,0:48.0,M. Speights makes 2-pt layup from 1 ft,,79,62
321,3,0:32.0,,J. Dudley misses 2-pt jump shot from 8 ft,79,62
322,3,0:31.0,,Offensive rebound by J. Henson,79,62
323,3,0:31.0,,Shooting foul by M. Speights (drawn by J. Henson),79,62
324,3,0:31.0,,J. Henson misses free throw 1 of 2,79,62
325,3,0:31.0,,Offensive rebound by Team,79,62
326,3,0:31.0,,J. Henson makes free throw 2 of 2,79,63
327,3,0:13.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Livingston),,82,63
328,3,0:04.0,,J. Bayless misses 2-pt jump shot from 18 ft,82,63
329,3,0:02.0,Defensive rebound by B. Rush,,82,63
330,3,0:00.0,M. Speights misses 3-pt jump shot from 38 ft,,82,63
331,3,0:00.0,Offensive rebound by Team,,82,63
332,4,11:44.0,M. Speights misses 2-pt layup at rim,,82,63
333,4,11:43.0,,Defensive rebound by J. Bayless,82,63
334,4,11:29.0,,Shooting foul by B. Rush (drawn by O. Mayo),82,63
335,4,11:29.0,,O. Mayo makes free throw 1 of 2,82,64
336,4,11:29.0,,O. Mayo makes free throw 2 of 2,82,65
337,4,11:07.0,Turnover by L. Barbosa (bad pass; steal by O. Mayo),,82,65
338,4,11:00.0,,J. Bayless misses 3-pt jump shot from 24 ft,82,65
339,4,10:58.0,Defensive rebound by S. Curry,,82,65
340,4,10:50.0,B. Rush misses 2-pt jump shot from 16 ft,,82,65
341,4,10:50.0,,Defensive rebound by Team,82,65
342,4,10:36.0,,J. Dudley makes 2-pt jump shot from 16 ft (assist by O. Mayo),82,67
343,4,10:15.0,Personal foul by J. Henson (drawn by S. Curry),,82,67
344,4,10:05.0,J. McAdoo misses 2-pt jump shot from 3 ft (block by J. Henson),,82,67
345,4,10:03.0,,Defensive rebound by J. Bayless,82,67
346,4,9:58.0,,J. Dudley misses 3-pt jump shot from 25 ft,82,67
347,4,9:55.0,Defensive rebound by L. Barbosa,,82,67
348,4,9:50.0,L. Barbosa misses 2-pt jump shot from 15 ft,,82,67
349,4,9:49.0,,Defensive rebound by T. Ennis,82,67
350,4,9:47.0,,Turnover by T. Ennis (bad pass; steal by M. Speights),82,67
351,4,9:42.0,Turnover by M. Speights (lost ball; steal by J. Dudley),,82,67
352,4,9:38.0,,J. Dudley makes 2-pt layup at rim,82,69
353,4,9:27.0,M. Speights misses 2-pt jump shot from 16 ft,,82,69
354,4,9:26.0,,Defensive rebound by J. Henson,82,69
355,4,9:21.0,,J. Dudley makes 2-pt jump shot from 16 ft (assist by O. Mayo),82,71
356,4,9:21.0,Golden State full timeout,,82,71
357,4,9:21.0,K. Thompson enters the game for B. Rush,,82,71
358,4,9:00.0,K. Thompson misses 3-pt jump shot from 22 ft,,82,71
359,4,8:56.0,,Defensive rebound by J. Bayless,82,71
360,4,8:39.0,,T. Ennis misses 2-pt jump shot from 8 ft,82,71
361,4,8:38.0,,Offensive rebound by J. Bayless,82,71
362,4,8:35.0,,J. Henson misses 2-pt layup from 1 ft (block by J. McAdoo),82,71
363,4,8:32.0,Defensive rebound by Team,,82,71
364,4,8:19.0,J. McAdoo makes 2-pt dunk at rim (assist by M. Speights),,84,71
365,4,8:06.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),84,73
366,4,7:45.0,S. Curry makes 3-pt jump shot from 24 ft (assist by L. Barbosa),,87,73
367,4,7:28.0,,J. Dudley misses 3-pt jump shot from 24 ft,87,73
368,4,7:27.0,Defensive rebound by L. Barbosa,,87,73
369,4,7:17.0,S. Curry misses 2-pt jump shot from 12 ft,,87,73
370,4,7:15.0,Offensive rebound by M. Speights,,87,73
371,4,7:15.0,M. Speights makes 2-pt tip-in at rim,,89,73
372,4,7:03.0,,O. Mayo misses 3-pt jump shot from 25 ft,89,73
373,4,7:02.0,,Offensive rebound by J. Henson,89,73
374,4,7:02.0,,J. Henson misses 2-pt tip-in from 1 ft,89,73
375,4,7:01.0,,Offensive rebound by J. Henson,89,73
376,4,6:59.0,,J. Henson makes 2-pt layup at rim,89,75
