,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
54,1,4:22.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by D. Harris),15,18
55,1,4:04.0,Shooting foul by G. Smith (drawn by P. Pierce),,15,18
56,1,4:04.0,P. Pierce misses free throw 1 of 2,,15,18
57,1,4:04.0,Offensive rebound by Team,,15,18
58,1,4:04.0,P. Pierce makes free throw 2 of 2,,16,18
59,1,3:51.0,,C. Villanueva makes 2-pt hook shot from 11 ft,16,20
60,1,3:28.0,Turnover by J. Wall (bad pass; steal by M. Ellis),,16,20
61,1,3:25.0,Violation by J. Wall (def goaltending),,16,20
62,1,3:25.0,,M. Ellis makes 2-pt layup at rim,16,22
63,1,3:13.0,Offensive foul by M. Gortat (drawn by C. Parsons),,16,22
64,1,3:13.0,Turnover by M. Gortat (offensive foul),,16,22
65,1,3:13.0,R. Butler enters the game for P. Pierce,,16,22
66,1,3:09.0,,Shooting foul by J. Wall (drawn by D. Harris),16,22
67,1,3:09.0,,D. Harris makes free throw 1 of 2,16,23
68,1,3:09.0,,D. Harris misses free throw 2 of 2,16,23
69,1,3:08.0,Defensive rebound by K. Humphries,,16,23
70,1,3:03.0,J. Wall makes 2-pt layup at rim (assist by K. Humphries),,18,23
71,1,2:41.0,,M. Ellis misses 2-pt jump shot from 15 ft,18,23
72,1,2:40.0,Defensive rebound by R. Butler,,18,23
73,1,2:34.0,B. Beal misses 2-pt layup at rim,,18,23
74,1,2:33.0,Offensive rebound by K. Humphries,,18,23
75,1,2:33.0,K. Humphries makes 2-pt dunk at rim,,20,23
76,1,2:28.0,,Dallas full timeout,20,23
77,1,2:28.0,Washington full timeout,,20,23
78,1,2:28.0,,R. Jefferson enters the game for C. Parsons,20,23
79,1,2:28.0,,R. Rondo enters the game for M. Ellis,20,23
80,1,2:28.0,,D. Nowitzki enters the game for C. Villanueva,20,23
81,1,2:16.0,,Personal foul by K. Humphries (drawn by D. Nowitzki),20,23
82,1,2:16.0,,D. Nowitzki makes free throw 1 of 2,20,24
83,1,2:16.0,,D. Nowitzki makes free throw 2 of 2,20,25
84,1,1:56.0,M. Gortat makes 2-pt hook shot from 6 ft,,22,25
85,1,1:48.0,,R. Rondo misses 2-pt hook shot from 8 ft,22,25
86,1,1:46.0,,Offensive rebound by Team,22,25
87,1,1:46.0,M. Webster enters the game for B. Beal,,22,25
88,1,1:46.0,K. Séraphin enters the game for M. Gortat,,22,25
89,1,1:37.0,,R. Jefferson misses 2-pt layup from 1 ft (block by K. Séraphin),22,25
90,1,1:36.0,,Offensive rebound by R. Jefferson,22,25
91,1,1:16.0,,D. Harris misses 2-pt jump shot from 22 ft,22,25
92,1,1:15.0,Defensive rebound by K. Séraphin,,22,25
93,1,1:05.0,J. Wall misses 2-pt jump shot from 17 ft,,22,25
94,1,1:04.0,,Defensive rebound by R. Jefferson,22,25
95,1,0:56.0,,R. Rondo misses 2-pt jump shot from 4 ft,22,25
96,1,0:55.0,Defensive rebound by R. Butler,,22,25
97,1,0:50.0,M. Webster misses 2-pt jump shot from 21 ft,,22,25
98,1,0:49.0,Offensive rebound by J. Wall,,22,25
99,1,0:39.0,R. Butler misses 3-pt jump shot from 23 ft,,22,25
100,1,0:38.0,,Defensive rebound by R. Jefferson,22,25
101,1,0:35.0,,R. Rondo makes 2-pt layup at rim (assist by R. Jefferson),22,27
102,1,0:12.0,J. Wall makes 2-pt jump shot from 3 ft,,24,27
103,1,0:01.0,,R. Rondo misses 2-pt jump shot from 10 ft,24,27
104,1,0:00.0,Defensive rebound by K. Humphries,,24,27
105,2,11:47.0,,R. Rondo misses 2-pt jump shot from 15 ft,24,27
106,2,11:46.0,Defensive rebound by K. Séraphin,,24,27
107,2,11:25.0,R. Butler misses 2-pt jump shot from 16 ft,,24,27
108,2,11:24.0,,Defensive rebound by D. Nowitzki,24,27
109,2,11:15.0,,G. Smith makes 2-pt layup from 3 ft (assist by J. Barea),24,29
110,2,10:59.0,K. Séraphin misses 2-pt hook shot from 9 ft,,24,29
111,2,10:58.0,,Defensive rebound by D. Nowitzki,24,29
112,2,10:52.0,,Shooting foul by M. Webster (drawn by G. Smith),24,29
113,2,10:52.0,,G. Smith makes free throw 1 of 2,24,30
114,2,10:52.0,,G. Smith makes free throw 2 of 2,24,31
115,2,10:35.0,Personal foul by J. Barea (drawn by A. Miller),,24,31
116,2,10:26.0,K. Humphries makes 2-pt jump shot from 22 ft,,26,31
117,2,10:08.0,,G. Smith makes 2-pt layup from 1 ft (assist by J. Barea),26,33
118,2,9:54.0,A. Miller misses 2-pt jump shot from 4 ft (block by G. Smith),,26,33
119,2,9:52.0,,Defensive rebound by D. Nowitzki,26,33
120,2,9:47.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,26,33
121,2,9:46.0,Defensive rebound by A. Miller,,26,33
122,2,9:41.0,Offensive foul by R. Butler (drawn by J. Barea),,26,33
123,2,9:41.0,Turnover by R. Butler (offensive foul),,26,33
124,2,9:28.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,26,33
125,2,9:27.0,Defensive rebound by R. Butler,,26,33
126,2,9:17.0,Def 3 sec tech foul by G. Smith,,26,33
127,2,9:17.0,R. Butler makes technical free throw,,27,33
128,2,9:17.0,Washington full timeout,,27,33
129,2,9:05.0,Turnover by A. Miller (lost ball; steal by J. Barea),,27,33
130,2,9:00.0,,Shooting block foul by R. Butler (drawn by R. Rondo),27,33
131,2,9:00.0,,R. Rondo misses free throw 1 of 2,27,33
132,2,9:00.0,,Offensive rebound by Team,27,33
133,2,9:00.0,,R. Rondo makes free throw 2 of 2,27,34
134,2,8:49.0,Shooting foul by R. Rondo (drawn by M. Webster),,27,34
135,2,8:49.0,M. Webster makes free throw 1 of 3,,28,34
136,2,8:49.0,M. Webster makes free throw 2 of 3,,29,34
137,2,8:49.0,M. Webster makes free throw 3 of 3,,30,34
138,2,8:28.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by J. Barea),30,37
139,2,8:09.0,M. Webster misses 2-pt jump shot from 17 ft,,30,37
140,2,8:08.0,Offensive rebound by K. Séraphin,,30,37
141,2,8:03.0,Personal foul by R. Jefferson (drawn by R. Butler),,30,37
142,2,8:03.0,,C. Parsons enters the game for D. Nowitzki,30,37
143,2,8:03.0,,M. Ellis enters the game for R. Rondo,30,37
144,2,8:03.0,,T. Chandler enters the game for G. Smith,30,37
145,2,8:03.0,B. Beal enters the game for M. Webster,,30,37
146,2,7:55.0,Turnover by B. Beal (lost ball; steal by M. Ellis),,30,37
147,2,7:46.0,,R. Jefferson misses 2-pt dunk at rim,30,37
148,2,7:44.0,Defensive rebound by K. Humphries,,30,37
149,2,7:39.0,Turnover by A. Miller (bad pass; steal by R. Jefferson),,30,37
150,2,7:36.0,,M. Ellis makes 2-pt layup at rim,30,39
151,2,7:34.0,,Violation by Team (delay of game),30,39
152,2,7:16.0,K. Séraphin makes 2-pt hook shot from 8 ft (assist by K. Humphries),,32,39
153,2,7:07.0,,J. Barea misses 2-pt layup at rim,32,39
154,2,7:06.0,,Offensive rebound by T. Chandler,32,39
155,2,7:06.0,,T. Chandler makes 2-pt layup from 1 ft,32,41
156,2,6:47.0,R. Butler misses 2-pt jump shot from 22 ft,,32,41
157,2,6:46.0,,Defensive rebound by C. Parsons,32,41
158,2,6:41.0,,R. Jefferson makes 2-pt layup from 2 ft (assist by C. Parsons),32,43
159,2,6:34.0,Washington full timeout,,32,43
160,2,6:34.0,M. Gortat enters the game for K. Humphries,,32,43
161,2,6:34.0,N. Hilário enters the game for R. Butler,,32,43
162,2,6:34.0,J. Wall enters the game for K. Séraphin,,32,43
163,2,6:34.0,P. Pierce enters the game for A. Miller,,32,43
164,2,6:19.0,B. Beal misses 2-pt jump shot from 20 ft,,32,43
165,2,6:17.0,,Defensive rebound by J. Barea,32,43
166,2,6:15.0,,R. Jefferson makes 2-pt layup at rim (assist by J. Barea),32,45
167,2,5:59.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by J. Wall),,35,45
168,2,5:47.0,,J. Barea makes 2-pt layup at rim,35,47
169,2,5:40.0,Turnover by N. Hilário (bad pass; steal by J. Barea),,35,47
170,2,5:30.0,,Personal foul by M. Gortat (drawn by T. Chandler),35,47
171,2,5:30.0,Official timeout,,35,47
172,2,5:30.0,R. Butler enters the game for M. Gortat,,35,47
173,2,5:21.0,,C. Parsons misses 2-pt layup from 1 ft,35,47
174,2,5:18.0,Defensive rebound by N. Hilário,,35,47
175,2,5:16.0,Shooting foul by J. Barea (drawn by J. Wall),,35,47
176,2,5:16.0,J. Wall makes free throw 1 of 2,,36,47
177,2,5:16.0,J. Wall makes free throw 2 of 2,,37,47
178,2,5:03.0,,R. Jefferson makes 3-pt jump shot from 22 ft (assist by M. Ellis),37,50
179,2,4:38.0,B. Beal misses 2-pt jump shot from 1 ft,,37,50
180,2,4:37.0,,Defensive rebound by T. Chandler,37,50
181,2,4:31.0,,J. Barea misses 2-pt layup at rim,37,50
182,2,4:30.0,Defensive rebound by J. Wall,,37,50
183,2,4:14.0,Turnover by N. Hilário (bad pass),,37,50
184,2,4:14.0,,R. Rondo enters the game for J. Barea,37,50
185,2,4:14.0,,D. Nowitzki enters the game for R. Jefferson,37,50
186,2,4:03.0,,Offensive foul by D. Nowitzki (drawn by J. Wall),37,50
187,2,4:03.0,,Turnover by D. Nowitzki (offensive foul),37,50
188,2,3:49.0,J. Wall misses 2-pt jump shot from 16 ft,,37,50
189,2,3:47.0,,Defensive rebound by T. Chandler,37,50
190,2,3:40.0,,Turnover by R. Rondo (bad pass; steal by P. Pierce),37,50
191,2,3:36.0,Shooting foul by M. Ellis (drawn by P. Pierce),,37,50
192,2,3:36.0,P. Pierce misses free throw 1 of 2,,37,50
193,2,3:36.0,Offensive rebound by Team,,37,50
194,2,3:36.0,P. Pierce misses free throw 2 of 2,,37,50
195,2,3:35.0,,Defensive rebound by D. Nowitzki,37,50
196,2,3:21.0,,Shooting foul by B. Beal (drawn by D. Nowitzki),37,50
197,2,3:21.0,,D. Nowitzki makes free throw 1 of 2,37,51
198,2,3:21.0,,D. Nowitzki makes free throw 2 of 2,37,52
199,2,3:09.0,Shooting foul by R. Rondo (drawn by J. Wall),,37,52
200,2,3:09.0,J. Wall makes free throw 1 of 2,,38,52
201,2,3:09.0,J. Wall misses free throw 2 of 2,,38,52
202,2,3:08.0,Offensive rebound by N. Hilário,,38,52
203,2,2:50.0,N. Hilário makes 2-pt jump shot from 14 ft (assist by J. Wall),,40,52
204,2,2:35.0,,Personal block foul by B. Beal (drawn by M. Ellis),40,52
205,2,2:35.0,,Dallas full timeout,40,52
206,2,2:35.0,,G. Smith enters the game for T. Chandler,40,52
207,2,2:35.0,,M. Ellis makes free throw 1 of 2,40,53
208,2,2:35.0,,M. Ellis makes free throw 2 of 2,40,54
209,2,2:27.0,Turnover by B. Beal (lost ball; steal by G. Smith),,40,54
210,2,2:22.0,,M. Ellis makes 2-pt layup at rim (assist by R. Rondo),40,56
211,2,2:05.0,Offensive foul by P. Pierce (drawn by R. Rondo),,40,56
212,2,2:05.0,Turnover by P. Pierce (offensive foul),,40,56
213,2,1:48.0,,Turnover by M. Ellis (bad pass; steal by B. Beal),40,56
214,2,1:45.0,J. Wall makes 2-pt dunk at rim (assist by B. Beal),,42,56
215,2,1:31.0,,Turnover by R. Rondo (bad pass; steal by P. Pierce),42,56
216,2,1:31.0,,Loose ball foul by D. Nowitzki (drawn by P. Pierce),42,56
217,2,1:31.0,P. Pierce makes free throw 1 of 2,,43,56
218,2,1:31.0,K. Humphries enters the game for B. Beal,,43,56
219,2,1:31.0,,T. Chandler enters the game for G. Smith,43,56
220,2,1:31.0,P. Pierce makes free throw 2 of 2,,44,56
221,2,1:19.0,,M. Ellis makes 2-pt layup from 2 ft (assist by D. Nowitzki),44,58
222,2,0:53.0,Turnover by Team (shot clock),,44,58
223,2,0:34.0,,M. Ellis makes 3-pt jump shot from 24 ft,44,61
224,2,0:10.0,R. Butler misses 3-pt jump shot from 24 ft,,44,61
225,2,0:09.0,Offensive rebound by N. Hilário,,44,61
226,2,0:09.0,Personal foul by R. Rondo (drawn by N. Hilário),,44,61
227,2,0:09.0,N. Hilário makes free throw 1 of 2,,45,61
228,2,0:09.0,M. Webster enters the game for P. Pierce,,45,61
229,2,0:09.0,,J. Barea enters the game for R. Rondo,45,61
230,2,0:09.0,N. Hilário misses free throw 2 of 2,,45,61
231,2,0:08.0,,Defensive rebound by T. Chandler,45,61
232,2,0:01.0,,C. Parsons makes 2-pt jump shot from 20 ft,45,63
233,3,11:43.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by M. Ellis),45,65
234,3,11:23.0,Shooting foul by M. Ellis (drawn by B. Beal),,45,65
235,3,11:23.0,B. Beal misses free throw 1 of 2,,45,65
236,3,11:23.0,Offensive rebound by Team,,45,65
237,3,11:23.0,B. Beal makes free throw 2 of 2,,46,65
238,3,11:00.0,,R. Rondo misses 3-pt jump shot from 23 ft,46,65
239,3,10:59.0,Defensive rebound by M. Gortat,,46,65
240,3,10:43.0,B. Beal misses 2-pt jump shot from 21 ft,,46,65
241,3,10:42.0,,Defensive rebound by T. Chandler,46,65
242,3,10:34.0,,M. Ellis misses 2-pt jump shot from 12 ft,46,65
243,3,10:33.0,Defensive rebound by P. Pierce,,46,65
244,3,10:24.0,Turnover by P. Pierce (lost ball; steal by M. Ellis),,46,65
245,3,10:21.0,,Shooting foul by B. Beal (drawn by C. Parsons),46,65
246,3,10:21.0,,C. Parsons makes free throw 1 of 2,46,66
247,3,10:21.0,,C. Parsons makes free throw 2 of 2,46,67
248,3,10:10.0,P. Pierce misses 2-pt jump shot from 5 ft,,46,67
249,3,10:09.0,,Defensive rebound by D. Nowitzki,46,67
250,3,10:00.0,,T. Chandler misses 2-pt dunk at rim,46,67
251,3,9:59.0,Defensive rebound by M. Gortat,,46,67
252,3,9:42.0,Personal foul by M. Ellis (drawn by M. Gortat),,46,67
253,3,9:38.0,Personal foul by D. Nowitzki (drawn by M. Gortat),,46,67
254,3,9:28.0,M. Gortat misses 2-pt jump shot from 10 ft,,46,67
255,3,9:27.0,Offensive rebound by P. Pierce,,46,67
256,3,9:19.0,Turnover by B. Beal (bad pass),,46,67
257,3,9:07.0,,M. Ellis misses 3-pt jump shot from 24 ft,46,67
258,3,9:05.0,Defensive rebound by J. Wall,,46,67
259,3,8:58.0,Turnover by J. Wall (bad pass; steal by M. Ellis),,46,67
260,3,8:55.0,,Shooting foul by J. Wall (drawn by M. Ellis),46,67
261,3,8:55.0,,M. Ellis misses free throw 1 of 2,46,67
262,3,8:55.0,,Offensive rebound by Team,46,67
263,3,8:55.0,,M. Ellis makes free throw 2 of 2,46,68
264,3,8:40.0,N. Hilário makes 2-pt jump shot from 12 ft (assist by J. Wall),,48,68
265,3,8:28.0,,C. Parsons misses 2-pt hook shot from 7 ft,48,68
266,3,8:27.0,Defensive rebound by P. Pierce,,48,68
267,3,8:23.0,B. Beal makes 2-pt dunk at rim (assist by P. Pierce),,50,68
268,3,8:06.0,K. Humphries enters the game for N. Hilário,,50,68
269,3,8:01.0,,C. Parsons makes 3-pt jump shot from 22 ft (assist by R. Rondo),50,71
270,3,7:46.0,Turnover by M. Gortat (traveling),,50,71
271,3,7:32.0,,Personal foul by K. Humphries (drawn by D. Nowitzki),50,71
272,3,7:25.0,,M. Ellis makes 2-pt layup from 1 ft,50,73
273,3,7:10.0,J. Wall misses 3-pt jump shot from 24 ft,,50,73
274,3,7:09.0,,Defensive rebound by T. Chandler,50,73
275,3,6:58.0,,R. Rondo makes 2-pt hook shot from 6 ft,50,75
276,3,6:58.0,Washington full timeout,,50,75
277,3,6:58.0,,R. Jefferson enters the game for D. Nowitzki,50,75
278,3,6:41.0,P. Pierce misses 2-pt layup from 1 ft,,50,75
279,3,6:40.0,,Defensive rebound by T. Chandler,50,75
280,3,6:26.0,,C. Parsons misses 2-pt jump shot from 11 ft,50,75
281,3,6:25.0,Defensive rebound by Team,,50,75
282,3,6:14.0,M. Gortat misses 2-pt hook shot from 6 ft,,50,75
283,3,6:13.0,,Defensive rebound by T. Chandler,50,75
284,3,6:06.0,,R. Rondo misses 2-pt jump shot from 20 ft,50,75
285,3,6:05.0,Defensive rebound by P. Pierce,,50,75
286,3,5:55.0,M. Gortat makes 2-pt layup from 1 ft (assist by P. Pierce),,52,75
287,3,5:37.0,,M. Ellis misses 2-pt jump shot from 19 ft,52,75
288,3,5:36.0,Defensive rebound by B. Beal,,52,75
289,3,5:32.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,54,75
290,3,5:07.0,,R. Rondo makes 2-pt layup from 1 ft,54,77
291,3,4:52.0,B. Beal misses 2-pt jump shot from 12 ft,,54,77
292,3,4:51.0,Offensive rebound by K. Humphries,,54,77
293,3,4:47.0,Personal foul by R. Jefferson (drawn by P. Pierce),,54,77
294,3,4:47.0,,D. Harris enters the game for R. Rondo,54,77
295,3,4:47.0,,G. Smith enters the game for T. Chandler,54,77
296,3,4:47.0,R. Butler enters the game for P. Pierce,,54,77
297,3,4:38.0,Turnover by M. Gortat (offensive goaltending),,54,77
298,3,4:23.0,,R. Jefferson makes 2-pt jump shot from 3 ft (assist by D. Harris),54,79
299,3,4:02.0,B. Beal makes 2-pt jump shot from 8 ft,,56,79
300,3,3:55.0,,Personal foul by R. Butler (drawn by C. Parsons),56,79
301,3,3:48.0,,M. Ellis makes 2-pt jump shot from 15 ft,56,81
302,3,3:31.0,B. Beal misses 2-pt jump shot from 21 ft,,56,81
303,3,3:30.0,,Defensive rebound by C. Parsons,56,81
304,3,3:24.0,,C. Parsons makes 2-pt jump shot from 23 ft,56,83
305,3,3:24.0,,Shooting foul by R. Butler (drawn by C. Parsons),56,83
306,3,3:24.0,,C. Parsons misses free throw 1 of 1,56,83
307,3,3:23.0,Defensive rebound by K. Humphries,,56,83
308,3,3:08.0,M. Gortat misses 2-pt jump shot from 16 ft,,56,83
309,3,3:07.0,,Defensive rebound by R. Jefferson,56,83
310,3,2:54.0,,M. Ellis misses 2-pt layup from 2 ft,56,83
311,3,2:52.0,Defensive rebound by B. Beal,,56,83
312,3,2:46.0,Shooting foul by R. Jefferson (drawn by K. Humphries),,56,83
313,3,2:46.0,,Dallas full timeout,56,83
314,3,2:46.0,K. Séraphin enters the game for M. Gortat,,56,83
315,3,2:46.0,K. Humphries makes free throw 1 of 2,,57,83
316,3,2:46.0,K. Humphries misses free throw 2 of 2,,57,83
317,3,2:45.0,Offensive rebound by K. Séraphin,,57,83
318,3,2:30.0,Shooting foul by G. Smith (drawn by K. Humphries),,57,83
319,3,2:30.0,K. Humphries makes free throw 1 of 2,,58,83
320,3,2:30.0,K. Humphries makes free throw 2 of 2,,59,83
321,3,2:10.0,,M. Ellis misses 2-pt jump shot from 17 ft,59,83
322,3,2:09.0,Defensive rebound by K. Humphries,,59,83
323,3,2:03.0,K. Séraphin misses 2-pt jump shot from 4 ft (block by C. Parsons),,59,83
324,3,2:03.0,Offensive rebound by Team,,59,83
325,3,2:03.0,,J. Barea enters the game for M. Ellis,59,83
326,3,2:03.0,,D. Nowitzki enters the game for C. Parsons,59,83
327,3,1:55.0,B. Beal makes 3-pt jump shot from 24 ft (assist by K. Humphries),,62,83
328,3,1:41.0,,J. Barea misses 2-pt layup at rim (block by J. Wall),62,83
329,3,1:39.0,,Offensive rebound by G. Smith,62,83
330,3,1:36.0,,Personal foul by K. Humphries (drawn by D. Nowitzki),62,83
331,3,1:36.0,,D. Nowitzki misses free throw 1 of 2,62,83
332,3,1:36.0,,Offensive rebound by Team,62,83
333,3,1:36.0,,D. Nowitzki makes free throw 2 of 2,62,84
334,3,1:21.0,K. Humphries makes 2-pt dunk at rim,,64,84
335,3,1:19.0,Violation by Team (delay of game),,64,84
336,3,1:11.0,,Personal foul by B. Beal (drawn by D. Nowitzki),64,84
337,3,1:11.0,,D. Nowitzki makes free throw 1 of 2,64,85
338,3,1:11.0,,D. Nowitzki makes free throw 2 of 2,64,86
339,3,1:00.0,Turnover by J. Wall (bad pass; steal by D. Harris),,64,86
340,3,0:45.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),64,89
341,3,0:29.0,R. Butler misses 2-pt jump shot from 14 ft,,64,89
342,3,0:27.0,,Defensive rebound by D. Nowitzki,64,89
343,3,0:06.0,,J. Barea misses 3-pt jump shot from 24 ft,64,89
344,3,0:05.0,Defensive rebound by B. Beal,,64,89
345,3,0:01.0,B. Beal misses 3-pt jump shot from 26 ft (block by D. Harris),,64,89
346,3,0:00.0,,Defensive rebound by D. Harris,64,89
347,4,11:36.0,K. Séraphin makes 2-pt jump shot from 9 ft,,66,89
348,4,11:26.0,,Personal foul by M. Webster (drawn by D. Harris),66,89
349,4,11:17.0,,Shooting foul by K. Séraphin (drawn by D. Nowitzki),66,89
350,4,11:17.0,,D. Nowitzki makes free throw 1 of 2,66,90
351,4,11:17.0,,D. Nowitzki makes free throw 2 of 2,66,91
352,4,10:59.0,Personal foul by G. Smith (drawn by K. Séraphin),,66,91
353,4,10:45.0,M. Webster misses 2-pt jump shot from 21 ft,,66,91
354,4,10:43.0,Offensive rebound by D. Blair,,66,91
355,4,10:39.0,D. Blair misses 2-pt layup from 1 ft (block by D. Nowitzki),,66,91
356,4,10:38.0,,Defensive rebound by D. Nowitzki,66,91
357,4,10:38.0,,Personal foul by M. Webster (drawn by D. Nowitzki),66,91
358,4,10:38.0,,R. Rondo enters the game for D. Harris,66,91
359,4,10:19.0,,R. Jefferson misses 2-pt jump shot from 6 ft,66,91
360,4,10:18.0,Defensive rebound by D. Blair,,66,91
361,4,10:15.0,Turnover by M. Webster (step out of bounds),,66,91
362,4,10:02.0,,G. Smith makes 2-pt dunk at rim (assist by R. Rondo),66,93
363,4,9:45.0,R. Butler makes 2-pt jump shot from 22 ft (assist by A. Miller),,68,93
364,4,9:24.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,68,93
365,4,9:23.0,Defensive rebound by R. Butler,,68,93
366,4,9:13.0,Turnover by K. Séraphin (traveling),,68,93
367,4,8:57.0,,G. Smith misses 2-pt jump shot from 5 ft (block by K. Séraphin),68,93
368,4,8:55.0,Defensive rebound by A. Miller,,68,93
369,4,8:49.0,D. Blair makes 2-pt layup at rim (assist by A. Miller),,70,93
370,4,8:49.0,,Dallas full timeout,70,93
371,4,8:32.0,,R. Jefferson makes 2-pt layup at rim,70,95
372,4,8:08.0,R. Butler misses 3-pt jump shot from 24 ft,,70,95
373,4,8:06.0,Offensive rebound by Team,,70,95
374,4,8:06.0,,C. Villanueva enters the game for D. Nowitzki,70,95
375,4,8:06.0,O. Porter enters the game for R. Butler,,70,95
376,4,7:59.0,M. Webster misses 3-pt jump shot from 24 ft,,70,95
377,4,7:58.0,,Defensive rebound by Team,70,95
378,4,7:52.0,,Shooting foul by K. Séraphin (drawn by G. Smith),70,95
379,4,7:52.0,,G. Smith misses free throw 1 of 2,70,95
380,4,7:52.0,,Offensive rebound by Team,70,95
381,4,7:52.0,,G. Smith misses free throw 2 of 2,70,95
382,4,7:51.0,Defensive rebound by D. Blair,,70,95
383,4,7:34.0,Shooting foul by R. Rondo (drawn by M. Webster),,70,95
384,4,7:34.0,M. Webster misses free throw 1 of 2,,70,95
385,4,7:34.0,Offensive rebound by Team,,70,95
386,4,7:34.0,M. Webster misses free throw 2 of 2,,70,95
387,4,7:33.0,,Defensive rebound by R. Rondo,70,95
388,4,7:08.0,,J. Barea misses 3-pt jump shot from 24 ft,70,95
