,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
193,2,2:17.0,Shooting foul by J. Hill (drawn by C. Landry),,64,49
194,2,2:17.0,C. Landry makes free throw 1 of 2,,65,49
195,2,2:17.0,C. Landry makes free throw 2 of 2,,66,49
196,2,2:04.0,,C. Boozer misses 2-pt jump shot from 17 ft,66,49
197,2,2:02.0,,Offensive rebound by T. Black,66,49
198,2,2:02.0,,T. Black misses 2-pt tip-in from 1 ft,66,49
199,2,1:59.0,Defensive rebound by J. Thompson,,66,49
200,2,1:40.0,Shooting foul by C. Boozer (drawn by D. Williams),,66,49
201,2,1:40.0,D. Williams misses free throw 1 of 2,,66,49
202,2,1:40.0,Offensive rebound by Team,,66,49
203,2,1:40.0,R. Hollins enters the game for J. Thompson,,66,49
204,2,1:40.0,D. Williams makes free throw 2 of 2,,67,49
205,2,1:25.0,,J. Hill makes 2-pt hook shot from 5 ft,67,51
206,2,1:12.0,D. Williams misses 2-pt jump shot from 16 ft,,67,51
207,2,1:09.0,,Defensive rebound by V. Blue,67,51
208,2,1:00.0,,V. Blue misses 2-pt layup from 1 ft,67,51
209,2,1:00.0,,Offensive rebound by V. Blue,67,51
210,2,0:59.0,,V. Blue misses 2-pt layup from 2 ft,67,51
211,2,0:56.0,Defensive rebound by C. Landry,,67,51
212,2,0:46.0,R. Hollins misses 2-pt jump shot from 11 ft,,67,51
213,2,0:45.0,,Defensive rebound by C. Boozer,67,51
214,2,0:39.0,,J. Brown makes 2-pt layup from 3 ft,67,53
215,2,0:30.0,R. McCallum misses 2-pt jump shot from 17 ft,,67,53
216,2,0:28.0,,Defensive rebound by C. Boozer,67,53
217,2,0:10.0,Violation by D. Williams (kicked ball),,67,53
218,2,0:08.0,,Personal foul by R. McCallum (drawn by J. Brown),67,53
219,2,0:01.0,,J. Brown misses 2-pt jump shot from 20 ft,67,53
220,2,0:00.0,,Offensive rebound by Team,67,53
221,3,11:45.0,J. Thompson misses 2-pt jump shot from 18 ft,,67,53
222,3,11:44.0,,Defensive rebound by J. Brown,67,53
223,3,11:31.0,,Shooting foul by N. Stauskas (drawn by R. Kelly),67,53
224,3,11:31.0,,R. Kelly makes free throw 1 of 2,67,54
225,3,11:31.0,,R. Kelly misses free throw 2 of 2,67,54
226,3,11:29.0,,Offensive rebound by J. Hill,67,54
227,3,11:25.0,,V. Blue misses 2-pt layup from 2 ft,67,54
228,3,11:22.0,Defensive rebound by C. Landry,,67,54
229,3,11:06.0,J. Thompson makes 2-pt layup from 3 ft (assist by B. McLemore),,69,54
230,3,10:54.0,,Turnover by J. Hill (lost ball; steal by R. McCallum),69,54
231,3,10:53.0,R. McCallum makes flagrant free throw 1 of 2,,70,54
232,3,10:53.0,R. McCallum misses flagrant free throw 2 of 2,,70,54
233,3,10:53.0,Offensive rebound by Team,,70,54
234,3,10:41.0,C. Landry misses 2-pt jump shot from 19 ft,,70,54
235,3,10:40.0,,Defensive rebound by V. Blue,70,54
236,3,10:26.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by V. Blue),70,57
237,3,10:11.0,C. Landry makes 2-pt jump shot from 12 ft,,72,57
238,3,10:11.0,Shooting foul by R. Kelly (drawn by C. Landry),,72,57
239,3,10:11.0,C. Landry misses free throw 1 of 1,,72,57
240,3,10:09.0,,Defensive rebound by T. Black,72,57
241,3,9:50.0,,V. Blue misses 3-pt jump shot from 25 ft,72,57
242,3,9:49.0,Defensive rebound by N. Stauskas,,72,57
243,3,9:49.0,N. Stauskas makes 2-pt layup from 1 ft,,74,57
244,3,9:34.0,,Turnover by J. Brown (lost ball),74,57
245,3,9:26.0,B. McLemore misses 3-pt jump shot from 25 ft,,74,57
246,3,9:23.0,,Defensive rebound by J. Hill,74,57
247,3,9:18.0,,Turnover by J. Brown (bad pass; steal by B. McLemore),74,57
248,3,9:13.0,R. McCallum makes 2-pt layup from 2 ft (assist by B. McLemore),,76,57
249,3,8:58.0,,J. Hill misses 2-pt jump shot from 11 ft,76,57
250,3,8:57.0,Defensive rebound by R. McCallum,,76,57
251,3,8:47.0,R. McCallum misses 2-pt jump shot from 19 ft,,76,57
252,3,8:46.0,,Defensive rebound by R. Kelly,76,57
253,3,8:41.0,,Shooting foul by B. McLemore (drawn by J. Brown),76,57
254,3,8:41.0,,J. Brown makes free throw 1 of 2,76,58
255,3,8:41.0,,J. Brown makes free throw 2 of 2,76,59
256,3,8:23.0,Shooting foul by J. Brown (drawn by J. Thompson),,76,59
257,3,8:23.0,J. Thompson misses free throw 1 of 2,,76,59
258,3,8:23.0,Offensive rebound by Team,,76,59
259,3,8:23.0,J. Thompson makes free throw 2 of 2,,77,59
260,3,8:06.0,,R. Kelly misses 3-pt jump shot from 26 ft,77,59
261,3,8:05.0,,Offensive rebound by T. Black,77,59
262,3,8:01.0,,T. Black makes 2-pt layup from 3 ft,77,61
263,3,7:55.0,Personal foul by J. Brown (drawn by B. McLemore),,77,61
264,3,7:48.0,Shooting foul by T. Black (drawn by C. Landry),,77,61
265,3,7:48.0,C. Landry misses free throw 1 of 2,,77,61
266,3,7:48.0,Offensive rebound by Team,,77,61
267,3,7:48.0,C. Landry makes free throw 2 of 2,,78,61
268,3,7:34.0,,J. Hill misses 2-pt jump shot from 21 ft,78,61
269,3,7:33.0,Defensive rebound by N. Stauskas,,78,61
270,3,7:18.0,N. Stauskas misses 3-pt jump shot from 26 ft,,78,61
271,3,7:17.0,,Defensive rebound by J. Hill,78,61
272,3,7:08.0,,Shooting foul by R. McCallum (drawn by J. Brown),78,61
273,3,7:08.0,,J. Brown makes free throw 1 of 2,78,62
274,3,7:08.0,,J. Brown makes free throw 2 of 2,78,63
275,3,6:45.0,R. McCallum makes 2-pt layup from 1 ft,,80,63
276,3,6:36.0,,Shooting foul by C. Landry (drawn by V. Blue),80,63
277,3,6:36.0,,V. Blue makes free throw 1 of 2,80,64
278,3,6:36.0,,V. Blue misses free throw 2 of 2,80,64
279,3,6:35.0,Defensive rebound by C. Landry,,80,64
280,3,6:18.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by R. McCallum),,83,64
281,3,5:56.0,,Shooting foul by N. Stauskas (drawn by T. Black),83,64
282,3,5:56.0,,LA Lakers full timeout,83,64
283,3,5:56.0,,T. Black misses free throw 1 of 2,83,64
284,3,5:56.0,,Offensive rebound by Team,83,64
285,3,5:56.0,,T. Black makes free throw 2 of 2,83,65
286,3,5:43.0,B. McLemore misses 2-pt jump shot from 7 ft,,83,65
287,3,5:41.0,Offensive rebound by C. Landry,,83,65
288,3,5:30.0,N. Stauskas misses 2-pt jump shot from 20 ft,,83,65
289,3,5:26.0,,Defensive rebound by V. Blue,83,65
290,3,5:15.0,,V. Blue misses 2-pt jump shot from 16 ft,83,65
291,3,5:12.0,Defensive rebound by J. Thompson,,83,65
292,3,5:06.0,Turnover by J. Thompson (traveling),,83,65
293,3,4:46.0,,R. Kelly misses 2-pt jump shot from 12 ft,83,65
294,3,4:45.0,,Offensive rebound by T. Black,83,65
295,3,4:43.0,,J. Hill misses 3-pt jump shot from 23 ft,83,65
296,3,4:42.0,,Offensive rebound by Team,83,65
297,3,4:42.0,,Turnover by Team (shot clock),83,65
298,3,4:42.0,D. Williams enters the game for C. Landry,,83,65
299,3,4:29.0,Turnover by N. Stauskas (lost ball; steal by J. Brown),,83,65
300,3,4:26.0,,Shooting foul by R. McCallum (drawn by J. Brown),83,65
301,3,4:26.0,,J. Brown makes free throw 1 of 2,83,66
302,3,4:26.0,,J. Brown makes free throw 2 of 2,83,67
303,3,4:08.0,D. Williams misses 3-pt jump shot from 23 ft,,83,67
304,3,4:06.0,,Defensive rebound by V. Blue,83,67
305,3,3:59.0,,J. Brown misses 2-pt layup from 1 ft,83,67
306,3,3:56.0,Defensive rebound by B. McLemore,,83,67
307,3,3:38.0,B. McLemore misses 3-pt jump shot from 23 ft,,83,67
308,3,3:37.0,,Defensive rebound by R. Kelly,83,67
309,3,3:34.0,,Shooting foul by D. Williams (drawn by J. Brown),83,67
310,3,3:34.0,,J. Brown makes free throw 1 of 2,83,68
311,3,3:34.0,,J. Brown makes free throw 2 of 2,83,69
312,3,3:26.0,Personal block foul by J. Brown (drawn by R. McCallum),,83,69
313,3,3:26.0,R. McCallum misses free throw 1 of 2,,83,69
314,3,3:26.0,Offensive rebound by Team,,83,69
315,3,3:26.0,R. McCallum makes free throw 2 of 2,,84,69
316,3,3:14.0,,J. Brown makes 3-pt jump shot from 27 ft (assist by T. Black),84,72
317,3,2:58.0,D. Williams makes 2-pt dunk at rim (assist by N. Stauskas),,86,72
318,3,2:39.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by V. Blue),86,75
319,3,2:20.0,R. McCallum misses 2-pt layup from 1 ft,,86,75
320,3,2:19.0,,Defensive rebound by Team,86,75
321,3,2:19.0,Sacramento full timeout,,86,75
322,3,2:19.0,R. Hollins enters the game for J. Thompson,,86,75
323,3,1:58.0,,J. Hill misses 2-pt jump shot from 21 ft,86,75
324,3,1:57.0,Defensive rebound by D. Williams,,86,75
325,3,1:43.0,R. McCallum makes 2-pt layup from 2 ft,,88,75
326,3,1:43.0,Shooting foul by J. Hill (drawn by R. McCallum),,88,75
327,3,1:43.0,D. Stockton enters the game for B. McLemore,,88,75
328,3,1:43.0,C. Landry enters the game for N. Stauskas,,88,75
329,3,1:43.0,R. McCallum misses free throw 1 of 1,,88,75
330,3,1:42.0,Offensive rebound by R. McCallum,,88,75
331,3,1:34.0,C. Landry makes 2-pt layup from 2 ft (assist by R. McCallum),,90,75
332,3,1:34.0,Shooting foul by T. Black (drawn by C. Landry),,90,75
333,3,1:34.0,,E. Davis enters the game for T. Black,90,75
334,3,1:34.0,C. Landry makes free throw 1 of 1,,91,75
335,3,1:20.0,,R. Kelly misses 2-pt jump shot from 15 ft,91,75
336,3,1:19.0,Defensive rebound by D. Williams,,91,75
337,3,1:01.0,R. McCallum misses 2-pt layup from 3 ft (block by J. Hill),,91,75
338,3,1:01.0,Offensive rebound by Team,,91,75
339,3,0:57.0,D. Williams makes 2-pt jump shot from 12 ft,,93,75
340,3,0:45.0,,J. Hill misses 2-pt jump shot from 20 ft,93,75
341,3,0:44.0,Defensive rebound by R. McCallum,,93,75
342,3,0:39.0,Shooting foul by E. Davis (drawn by R. McCallum),,93,75
343,3,0:39.0,R. McCallum misses free throw 1 of 2,,93,75
344,3,0:39.0,Offensive rebound by Team,,93,75
345,3,0:39.0,R. McCallum makes free throw 2 of 2,,94,75
346,3,0:29.0,,J. Brown makes 2-pt jump shot from 21 ft,94,77
347,3,0:07.0,R. McCallum makes 2-pt jump shot from 5 ft,,96,77
348,3,0:01.0,,J. Hill misses 3-pt jump shot from 26 ft,96,77
349,3,0:00.0,,Offensive rebound by Team,96,77
350,4,11:37.0,,E. Davis misses 2-pt jump shot from 7 ft,96,77
351,4,11:36.0,Defensive rebound by D. Williams,,96,77
352,4,11:19.0,C. Landry misses 2-pt jump shot from 21 ft,,96,77
353,4,11:18.0,,Defensive rebound by E. Davis,96,77
354,4,11:05.0,,R. Kelly misses 2-pt layup from 2 ft,96,77
355,4,11:01.0,Defensive rebound by D. Williams,,96,77
356,4,10:50.0,D. Williams misses 3-pt jump shot from 24 ft,,96,77
357,4,10:49.0,,Defensive rebound by E. Davis,96,77
358,4,10:35.0,,E. Davis misses 2-pt jump shot from 8 ft (block by R. Hollins),96,77
359,4,10:33.0,Defensive rebound by C. Landry,,96,77
360,4,10:30.0,Turnover by R. McCallum (lost ball),,96,77
361,4,10:30.0,B. McLemore enters the game for R. McCallum,,96,77
362,4,10:13.0,,R. Sacre misses 2-pt hook shot from 10 ft,96,77
363,4,10:11.0,Defensive rebound by R. Hollins,,96,77
364,4,10:03.0,D. Stockton makes 3-pt jump shot from 26 ft (assist by D. Williams),,99,77
365,4,9:44.0,,V. Blue misses 2-pt layup from 2 ft,99,77
366,4,9:43.0,,Offensive rebound by R. Sacre,99,77
367,4,9:43.0,,R. Sacre misses 2-pt tip-in from 3 ft,99,77
368,4,9:42.0,,Offensive rebound by Team,99,77
369,4,9:31.0,,J. Brown makes 2-pt layup from 2 ft (assist by V. Blue),99,79
370,4,9:24.0,B. McLemore misses 2-pt layup from 3 ft,,99,79
371,4,9:24.0,,Defensive rebound by Team,99,79
372,4,9:24.0,Loose ball foul by C. Landry (drawn by E. Davis),,99,79
373,4,9:08.0,,V. Blue misses 3-pt jump shot from 26 ft,99,79
374,4,9:06.0,,Offensive rebound by R. Sacre,99,79
375,4,9:02.0,,R. Kelly misses 3-pt jump shot from 25 ft,99,79
376,4,8:59.0,,Offensive rebound by V. Blue,99,79
377,4,8:59.0,,V. Blue misses 2-pt tip-in at rim,99,79
378,4,8:56.0,Defensive rebound by R. Hollins,,99,79
379,4,8:53.0,Shooting foul by E. Davis (drawn by R. Hollins),,99,79
380,4,8:53.0,Official timeout,,99,79
381,4,8:53.0,R. Hollins makes free throw 1 of 2,,100,79
382,4,8:53.0,R. Hollins misses free throw 2 of 2,,100,79
383,4,8:52.0,,Defensive rebound by J. Brown,100,79
384,4,8:36.0,,R. Kelly misses 3-pt jump shot from 27 ft,100,79
385,4,8:35.0,Defensive rebound by Team,,100,79
386,4,8:19.0,R. Hollins makes 2-pt jump shot from 20 ft (assist by D. Williams),,102,79
387,4,8:03.0,,V. Blue misses 2-pt jump shot from 3 ft (block by R. Hollins),102,79
388,4,8:01.0,Defensive rebound by C. Landry,,102,79
389,4,7:54.0,C. Landry misses 2-pt jump shot from 4 ft (block by R. Sacre),,102,79
390,4,7:52.0,,Defensive rebound by E. Davis,102,79
391,4,7:49.0,,J. Brown makes 2-pt layup from 2 ft (assist by V. Blue),102,81
392,4,7:33.0,B. McLemore makes 2-pt jump shot from 20 ft,,104,81
