,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
382,4,3:46.0,,R. Jackson makes 2-pt layup at rim,90,95
383,4,3:45.0,Memphis full timeout,,90,95
384,4,3:33.0,Turnover by B. Udrih (bad pass; steal by R. Jackson),,90,95
385,4,3:28.0,,T. Prince makes 2-pt layup at rim (assist by R. Jackson),90,97
386,4,3:10.0,M. Gasol misses 2-pt jump shot from 4 ft,,90,97
387,4,3:09.0,,Defensive rebound by A. Drummond,90,97
388,4,3:02.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,90,97
389,4,3:01.0,Defensive rebound by M. Gasol,,90,97
390,4,2:58.0,,Offensive charge foul by M. Gasol (drawn by A. Drummond),90,97
391,4,2:58.0,Turnover by M. Gasol (offensive foul),,90,97
392,4,2:38.0,,Turnover by R. Jackson (lost ball; steal by T. Allen),90,97
393,4,2:36.0,Shooting foul by K. Caldwell-Pope (drawn by J. Green),,90,97
394,4,2:36.0,J. Green makes free throw 1 of 2,,91,97
395,4,2:36.0,J. Green makes free throw 2 of 2,,92,97
396,4,2:20.0,,Shooting foul by M. Gasol (drawn by A. Drummond),92,97
397,4,2:20.0,C. Lee enters the game for M. Gasol,,92,97
398,4,2:20.0,,A. Drummond makes free throw 1 of 2,92,98
399,4,2:20.0,,A. Drummond makes free throw 2 of 2,92,99
400,4,2:05.0,B. Udrih misses 2-pt jump shot from 7 ft,,92,99
401,4,2:04.0,,Defensive rebound by R. Jackson,92,99
402,4,1:54.0,,R. Jackson makes 2-pt layup at rim,92,101
403,4,1:54.0,Memphis full timeout,,92,101
404,4,1:44.0,Personal foul by A. Drummond (drawn by Z. Randolph),,92,101
405,4,1:29.0,Z. Randolph misses 2-pt jump shot from 4 ft,,92,101
406,4,1:28.0,Offensive rebound by T. Allen,,92,101
407,4,1:26.0,T. Allen misses 2-pt tip-in at rim,,92,101
408,4,1:25.0,,Defensive rebound by T. Prince,92,101
409,4,1:10.0,,T. Prince makes 2-pt jump shot from 21 ft (assist by R. Jackson),92,103
410,4,1:00.0,B. Udrih misses 2-pt jump shot from 20 ft,,92,103
411,4,0:59.0,,Defensive rebound by A. Drummond,92,103
412,4,0:43.0,,R. Jackson misses 3-pt jump shot from 26 ft,92,103
413,4,0:42.0,,Offensive rebound by A. Drummond,92,103
414,4,0:41.0,,A. Drummond misses 2-pt tip-in at rim,92,103
415,4,0:38.0,Defensive rebound by B. Udrih,,92,103
416,4,0:31.0,T. Allen makes 3-pt jump shot from 25 ft (assist by B. Udrih),,95,103
417,4,0:08.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),95,105
