,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW ORLEANS_ACTION,WASHINGTON_SCORE,NEW ORLEANS_SCORE
50,1,3:53.0,,J. Holiday makes 2-pt jump shot from 7 ft,15,14
51,1,3:34.0,J. Wall misses 2-pt jump shot from 15 ft,,15,14
52,1,3:31.0,Offensive rebound by R. Butler,,15,14
53,1,3:31.0,,Loose ball foul by D. Cunningham (drawn by R. Butler),15,14
54,1,3:31.0,Washington full timeout,,15,14
55,1,3:25.0,K. Humphries makes 2-pt jump shot from 13 ft (assist by B. Beal),,17,14
56,1,3:01.0,,R. Anderson misses 2-pt jump shot from 17 ft,17,14
57,1,3:00.0,,Offensive rebound by D. Cunningham,17,14
58,1,2:58.0,,D. Cunningham misses 2-pt jump shot from 4 ft (block by M. Gortat),17,14
59,1,2:57.0,,Offensive rebound by A. Davis,17,14
60,1,2:53.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by A. Davis),17,16
61,1,2:33.0,K. Humphries makes 2-pt jump shot from 14 ft (assist by J. Wall),,19,16
62,1,2:07.0,,D. Cunningham misses 2-pt jump shot from 13 ft,19,16
63,1,2:06.0,Defensive rebound by K. Humphries,,19,16
64,1,1:57.0,J. Wall misses 2-pt layup from 1 ft,,19,16
65,1,1:56.0,,Defensive rebound by A. Davis,19,16
66,1,1:49.0,,D. Cunningham misses 2-pt jump shot from 18 ft,19,16
67,1,1:48.0,Defensive rebound by B. Beal,,19,16
68,1,1:43.0,R. Butler makes 2-pt layup from 1 ft (assist by J. Wall),,21,16
69,1,1:25.0,O. Porter enters the game for B. Beal,,21,16
70,1,1:23.0,,Personal foul by O. Porter (drawn by R. Anderson),21,16
71,1,1:10.0,,J. Holiday misses 2-pt jump shot from 10 ft,21,16
72,1,1:09.0,Defensive rebound by O. Porter,,21,16
73,1,1:00.0,J. Wall makes 2-pt jump shot from 15 ft (assist by M. Gortat),,23,16
74,1,0:54.0,,Personal foul by R. Butler (drawn by T. Evans),23,16
75,1,0:54.0,,T. Evans makes free throw 1 of 2,23,17
76,1,0:54.0,,Ö. Aşık enters the game for A. Davis,23,17
77,1,0:54.0,,T. Evans makes free throw 2 of 2,23,18
78,1,0:47.0,Shooting foul by R. Anderson (drawn by J. Wall),,23,18
79,1,0:47.0,J. Wall makes free throw 1 of 2,,24,18
80,1,0:47.0,K. Séraphin enters the game for M. Gortat,,24,18
81,1,0:47.0,J. Wall makes free throw 2 of 2,,25,18
82,1,0:33.0,,T. Evans misses 2-pt layup from 1 ft (block by K. Humphries),25,18
83,1,0:33.0,,Offensive rebound by Team,25,18
84,1,0:29.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Anderson),25,21
85,1,0:06.0,J. Wall makes 2-pt jump shot from 20 ft,,27,21
86,1,0:00.0,,T. Evans makes 2-pt jump shot from 21 ft,27,23
87,2,11:43.0,,J. Fredette misses 2-pt jump shot from 20 ft,27,23
88,2,11:42.0,Defensive rebound by R. Butler,,27,23
89,2,11:28.0,O. Porter makes 2-pt layup from 2 ft (assist by K. Séraphin),,29,23
90,2,11:06.0,,T. Evans misses 3-pt jump shot from 24 ft,29,23
91,2,11:05.0,Defensive rebound by K. Séraphin,,29,23
92,2,10:50.0,Shooting foul by E. Gordon (drawn by R. Butler),,29,23
93,2,10:50.0,R. Butler makes free throw 1 of 2,,30,23
94,2,10:50.0,R. Butler makes free throw 2 of 2,,31,23
95,2,10:32.0,,R. Anderson misses 2-pt layup from 2 ft (block by O. Porter),31,23
96,2,10:32.0,,Offensive rebound by Team,31,23
97,2,10:28.0,,J. Fredette misses 3-pt jump shot from 27 ft,31,23
98,2,10:27.0,,Offensive rebound by R. Anderson,31,23
99,2,10:09.0,,E. Gordon misses 2-pt layup from 2 ft (block by O. Porter),31,23
100,2,10:08.0,Defensive rebound by O. Porter,,31,23
101,2,10:00.0,K. Humphries misses 2-pt jump shot from 11 ft,,31,23
102,2,9:59.0,,Defensive rebound by Ö. Aşık,31,23
103,2,9:56.0,,Turnover by Ö. Aşık (lost ball; steal by O. Porter),31,23
104,2,9:42.0,Shooting foul by R. Anderson (drawn by K. Séraphin),,31,23
105,2,9:42.0,K. Séraphin makes free throw 1 of 2,,32,23
106,2,9:42.0,K. Séraphin makes free throw 2 of 2,,33,23
107,2,9:19.0,,R. Anderson misses 3-pt jump shot from 26 ft,33,23
108,2,9:17.0,Defensive rebound by K. Séraphin,,33,23
109,2,8:59.0,K. Humphries misses 2-pt jump shot from 14 ft,,33,23
110,2,8:58.0,,Defensive rebound by Ö. Aşık,33,23
111,2,8:51.0,,Shooting foul by K. Séraphin (drawn by E. Gordon),33,23
112,2,8:51.0,Official timeout,,33,23
113,2,8:51.0,,E. Gordon makes free throw 1 of 2,33,24
114,2,8:51.0,,E. Gordon makes free throw 2 of 2,33,25
115,2,8:28.0,K. Séraphin makes 2-pt hook shot from 11 ft,,35,25
116,2,8:12.0,,Personal foul by A. Miller (drawn by R. Anderson),35,25
117,2,8:06.0,,R. Anderson makes 2-pt jump shot from 6 ft (assist by E. Gordon),35,27
118,2,8:06.0,,Shooting foul by K. Humphries (drawn by R. Anderson),35,27
119,2,8:06.0,,R. Anderson misses free throw 1 of 1,35,27
120,2,8:04.0,Defensive rebound by K. Séraphin,,35,27
121,2,7:46.0,O. Porter makes 2-pt jump shot from 7 ft (assist by R. Butler),,37,27
122,2,7:33.0,,Shooting foul by O. Porter (drawn by R. Anderson),37,27
123,2,7:33.0,,R. Anderson makes free throw 1 of 2,37,28
124,2,7:33.0,,R. Anderson makes free throw 2 of 2,37,29
125,2,7:17.0,A. Miller makes 2-pt jump shot from 17 ft,,39,29
126,2,7:04.0,,T. Evans makes 3-pt jump shot from 22 ft (assist by E. Gordon),39,32
127,2,6:52.0,A. Miller makes 2-pt jump shot from 17 ft,,41,32
128,2,6:43.0,,T. Evans makes 2-pt layup from 1 ft,41,34
129,2,6:26.0,O. Porter makes 2-pt hook shot from 7 ft,,43,34
130,2,6:10.0,,R. Anderson misses 2-pt jump shot from 5 ft,43,34
131,2,6:09.0,Defensive rebound by K. Séraphin,,43,34
132,2,6:04.0,R. Butler misses 2-pt layup from 3 ft,,43,34
133,2,6:02.0,,Defensive rebound by J. Fredette,43,34
134,2,5:55.0,,Shooting foul by A. Miller (drawn by T. Evans),43,34
135,2,5:55.0,,New Orleans full timeout,43,34
136,2,5:55.0,,A. Davis enters the game for R. Anderson,43,34
137,2,5:55.0,,D. Cunningham enters the game for J. Fredette,43,34
138,2,5:55.0,N. Hilário enters the game for K. Humphries,,43,34
139,2,5:55.0,B. Beal enters the game for R. Butler,,43,34
140,2,5:55.0,,T. Evans makes free throw 1 of 2,43,35
141,2,5:55.0,,T. Evans makes free throw 2 of 2,43,36
142,2,5:36.0,Turnover by K. Séraphin (lost ball; steal by D. Cunningham),,43,36
143,2,5:15.0,,A. Davis makes 2-pt jump shot from 21 ft (assist by T. Evans),43,38
144,2,4:56.0,B. Beal misses 3-pt jump shot from 24 ft,,43,38
145,2,4:55.0,,Defensive rebound by T. Evans,43,38
146,2,4:42.0,,A. Davis misses 2-pt jump shot from 19 ft,43,38
147,2,4:40.0,Defensive rebound by K. Séraphin,,43,38
148,2,4:18.0,O. Porter misses 3-pt jump shot from 24 ft,,43,38
149,2,4:17.0,,Defensive rebound by Ö. Aşık,43,38
150,2,4:11.0,Offensive charge foul by T. Evans (drawn by B. Beal),,43,38
151,2,4:11.0,,Turnover by T. Evans (offensive foul),43,38
152,2,4:11.0,M. Gortat enters the game for A. Miller,,43,38
153,2,4:11.0,,J. Holiday enters the game for T. Evans,43,38
154,2,4:11.0,J. Wall enters the game for K. Séraphin,,43,38
155,2,3:50.0,Turnover by N. Hilário (lost ball; steal by D. Cunningham),,43,38
156,2,3:37.0,,Shooting foul by M. Gortat (drawn by A. Davis),43,38
157,2,3:37.0,,A. Davis makes free throw 1 of 2,43,39
158,2,3:37.0,P. Pierce enters the game for O. Porter,,43,39
159,2,3:37.0,,A. Davis makes free throw 2 of 2,43,40
160,2,3:26.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,45,40
161,2,3:26.0,Shooting foul by J. Holiday (drawn by M. Gortat),,45,40
162,2,3:26.0,M. Gortat misses free throw 1 of 1,,45,40
163,2,3:25.0,,Defensive rebound by E. Gordon,45,40
164,2,3:03.0,,J. Holiday misses 3-pt jump shot from 25 ft,45,40
165,2,3:02.0,,Offensive rebound by D. Cunningham,45,40
166,2,3:00.0,,D. Cunningham makes 2-pt layup from 1 ft,45,42
167,2,2:46.0,J. Wall makes 2-pt jump shot from 4 ft,,47,42
168,2,2:34.0,,J. Holiday misses 3-pt jump shot from 23 ft,47,42
169,2,2:33.0,,Offensive rebound by Ö. Aşık,47,42
170,2,2:25.0,,E. Gordon misses 2-pt jump shot from 19 ft,47,42
171,2,2:24.0,Defensive rebound by N. Hilário,,47,42
172,2,2:16.0,Shooting foul by E. Gordon (drawn by J. Wall),,47,42
173,2,2:16.0,Washington full timeout,,47,42
174,2,2:16.0,,R. Anderson enters the game for Ö. Aşık,47,42
175,2,2:16.0,J. Wall makes free throw 1 of 2,,48,42
176,2,2:16.0,J. Wall misses free throw 2 of 2,,48,42
177,2,2:15.0,,Defensive rebound by A. Davis,48,42
178,2,1:56.0,,R. Anderson misses 2-pt layup from 2 ft,48,42
179,2,1:56.0,Defensive rebound by Team,,48,42
180,2,1:32.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,50,42
181,2,1:13.0,,J. Holiday makes 2-pt layup from 1 ft (assist by R. Anderson),50,44
182,2,0:53.0,J. Wall misses 2-pt jump shot from 11 ft,,50,44
183,2,0:51.0,,Defensive rebound by D. Cunningham,50,44
184,2,0:43.0,,Turnover by J. Holiday (bad pass; steal by B. Beal),50,44
185,2,0:37.0,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),,52,44
186,2,0:22.0,,E. Gordon misses 3-pt jump shot from 24 ft,52,44
187,2,0:21.0,Defensive rebound by J. Wall,,52,44
188,2,0:00.0,J. Wall misses 2-pt jump shot from 14 ft,,52,44
189,2,0:00.0,Offensive rebound by Team,,52,44
190,3,11:43.0,,J. Holiday misses 3-pt jump shot from 22 ft,52,44
191,3,11:42.0,Defensive rebound by N. Hilário,,52,44
192,3,11:24.0,P. Pierce makes 2-pt jump shot from 14 ft (assist by J. Wall),,54,44
193,3,11:03.0,,A. Davis misses 2-pt layup from 2 ft,54,44
194,3,11:01.0,Defensive rebound by N. Hilário,,54,44
195,3,10:57.0,Turnover by J. Wall (lost ball; steal by J. Holiday),,54,44
196,3,10:45.0,,Shooting foul by P. Pierce (drawn by A. Davis),54,44
197,3,10:45.0,,A. Davis makes free throw 1 of 2,54,45
198,3,10:45.0,,A. Davis misses free throw 2 of 2,54,45
199,3,10:44.0,Defensive rebound by N. Hilário,,54,45
200,3,10:24.0,B. Beal misses 2-pt jump shot from 15 ft,,54,45
201,3,10:23.0,Offensive rebound by N. Hilário,,54,45
202,3,10:12.0,Turnover by N. Hilário (traveling),,54,45
203,3,9:53.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by J. Holiday),54,48
204,3,9:38.0,P. Pierce misses 2-pt jump shot from 15 ft (block by T. Evans),,54,48
205,3,9:36.0,,Defensive rebound by Ö. Aşık,54,48
206,3,9:34.0,Offensive charge foul by T. Evans (drawn by P. Pierce),,54,48
207,3,9:34.0,,Turnover by T. Evans (offensive foul),54,48
208,3,9:18.0,Shooting foul by A. Davis (drawn by M. Gortat),,54,48
209,3,9:18.0,M. Gortat makes free throw 1 of 2,,55,48
210,3,9:18.0,M. Gortat makes free throw 2 of 2,,56,48
211,3,9:09.0,,Offensive foul by E. Gordon (drawn by M. Gortat),56,48
212,3,9:09.0,,Turnover by E. Gordon (offensive foul),56,48
213,3,8:50.0,M. Gortat misses 2-pt layup from 2 ft (block by Ö. Aşık),,56,48
214,3,8:48.0,,Defensive rebound by Ö. Aşık,56,48
215,3,8:39.0,,T. Evans misses 3-pt jump shot from 25 ft,56,48
216,3,8:38.0,Defensive rebound by N. Hilário,,56,48
217,3,8:20.0,N. Hilário makes 2-pt jump shot from 18 ft (assist by J. Wall),,58,48
218,3,8:06.0,,Turnover by J. Holiday (bad pass; steal by M. Gortat),58,48
219,3,7:45.0,N. Hilário misses 2-pt jump shot from 15 ft,,58,48
220,3,7:43.0,,Defensive rebound by Ö. Aşık,58,48
221,3,7:39.0,,Personal foul by N. Hilário (drawn by A. Davis),58,48
222,3,7:32.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by J. Holiday),58,50
223,3,7:07.0,J. Wall makes 2-pt jump shot from 18 ft,,60,50
224,3,6:54.0,,Turnover by E. Gordon (bad pass; steal by J. Wall),60,50
225,3,6:39.0,J. Wall misses 3-pt jump shot from 23 ft,,60,50
226,3,6:38.0,,Defensive rebound by A. Davis,60,50
227,3,6:28.0,,Personal foul by N. Hilário (drawn by A. Davis),60,50
228,3,6:28.0,,D. Cunningham enters the game for E. Gordon,60,50
229,3,6:13.0,,T. Evans makes 2-pt jump shot from 16 ft,60,52
230,3,5:56.0,B. Beal makes 2-pt jump shot from 15 ft (assist by M. Gortat),,62,52
231,3,5:35.0,,T. Evans misses 2-pt layup from 1 ft,62,52
232,3,5:34.0,,Offensive rebound by T. Evans,62,52
233,3,5:24.0,,J. Holiday misses 2-pt jump shot from 16 ft,62,52
234,3,5:23.0,,Offensive rebound by T. Evans,62,52
235,3,5:17.0,,Turnover by J. Holiday (bad pass; steal by J. Wall),62,52
236,3,5:16.0,Personal foul by J. Holiday (drawn by J. Wall),,62,52
237,3,5:16.0,,New Orleans full timeout,62,52
238,3,5:07.0,Turnover by J. Wall (lost ball; steal by J. Holiday),,62,52
239,3,5:05.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),62,54
240,3,4:36.0,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Wall),,65,54
241,3,4:17.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by J. Holiday),65,56
242,3,4:03.0,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),,67,56
243,3,3:45.0,,J. Holiday misses 3-pt jump shot from 25 ft,67,56
244,3,3:43.0,Defensive rebound by B. Beal,,67,56
245,3,3:31.0,N. Hilário misses 2-pt jump shot from 16 ft,,67,56
246,3,3:29.0,,Defensive rebound by A. Davis,67,56
247,3,3:16.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),67,58
248,3,2:59.0,J. Wall misses 3-pt jump shot from 24 ft,,67,58
249,3,2:57.0,Offensive rebound by P. Pierce,,67,58
250,3,2:56.0,P. Pierce makes 2-pt tip-in from 2 ft,,69,58
251,3,2:37.0,,T. Evans makes 2-pt jump shot from 18 ft,69,60
252,3,2:13.0,Washington full timeout,,69,60
253,3,2:13.0,K. Humphries enters the game for N. Hilário,,69,60
254,3,2:13.0,,R. Anderson enters the game for Ö. Aşık,69,60
255,3,2:09.0,M. Gortat misses 2-pt jump shot from 20 ft (block by A. Davis),,69,60
256,3,2:09.0,Offensive rebound by Team,,69,60
257,3,2:09.0,Turnover by Team (shot clock),,69,60
258,3,1:52.0,,Personal foul by K. Humphries (drawn by A. Davis),69,60
259,3,1:52.0,O. Porter enters the game for P. Pierce,,69,60
260,3,1:40.0,,J. Holiday misses 2-pt layup from 2 ft,69,60
261,3,1:39.0,Defensive rebound by O. Porter,,69,60
262,3,1:30.0,Turnover by J. Wall (bad pass; steal by J. Holiday),,69,60
263,3,1:26.0,,T. Evans misses 2-pt layup from 1 ft,69,60
264,3,1:24.0,,Offensive rebound by A. Davis,69,60
265,3,1:24.0,,A. Davis makes 2-pt tip-in from 1 ft,69,62
266,3,1:00.0,J. Wall misses 3-pt jump shot from 25 ft,,69,62
267,3,0:58.0,Offensive rebound by M. Gortat,,69,62
268,3,0:47.0,K. Humphries misses 2-pt jump shot from 11 ft,,69,62
269,3,0:45.0,,Defensive rebound by T. Evans,69,62
270,3,0:37.0,,T. Evans misses 2-pt layup from 2 ft,69,62
271,3,0:35.0,Defensive rebound by O. Porter,,69,62
272,3,0:30.0,B. Beal misses 3-pt jump shot from 24 ft,,69,62
273,3,0:29.0,Offensive rebound by M. Gortat,,69,62
274,3,0:28.0,M. Gortat misses 2-pt tip-in from 2 ft,,69,62
275,3,0:27.0,,Defensive rebound by T. Evans,69,62
276,3,0:06.0,,T. Evans makes 2-pt layup from 2 ft,69,64
277,4,11:44.0,O. Porter misses 2-pt jump shot from 16 ft,,69,64
278,4,11:43.0,,Defensive rebound by R. Anderson,69,64
279,4,11:25.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by E. Gordon),69,67
280,4,10:58.0,K. Séraphin misses 2-pt hook shot from 5 ft,,69,67
281,4,10:56.0,,Defensive rebound by A. Davis,69,67
282,4,10:51.0,,Turnover by A. Rivers (bad pass; steal by O. Porter),69,67
283,4,10:46.0,R. Butler misses 2-pt layup from 2 ft,,69,67
284,4,10:44.0,,Defensive rebound by D. Cunningham,69,67
285,4,10:31.0,,A. Rivers misses 2-pt jump shot from 17 ft,69,67
286,4,10:30.0,Defensive rebound by K. Humphries,,69,67
287,4,10:17.0,A. Miller makes 2-pt jump shot from 8 ft,,71,67
288,4,10:03.0,,E. Gordon misses 3-pt jump shot from 23 ft,71,67
289,4,10:02.0,Defensive rebound by A. Miller,,71,67
290,4,9:53.0,R. Butler misses 2-pt jump shot from 15 ft,,71,67
291,4,9:51.0,Offensive rebound by O. Porter,,71,67
292,4,9:39.0,K. Humphries makes 2-pt jump shot from 15 ft (assist by A. Miller),,73,67
293,4,9:18.0,,A. Davis makes 2-pt layup from 2 ft,73,69
294,4,9:05.0,Shooting foul by A. Rivers (drawn by A. Miller),,73,69
295,4,9:05.0,A. Miller makes free throw 1 of 2,,74,69
296,4,9:05.0,,A. Ajinça enters the game for A. Davis,74,69
297,4,9:05.0,A. Miller makes free throw 2 of 2,,75,69
298,4,8:44.0,,R. Anderson misses 2-pt jump shot from 18 ft,75,69
299,4,8:42.0,,Offensive rebound by A. Ajinça,75,69
300,4,8:40.0,,A. Ajinça misses 2-pt layup from 2 ft (block by K. Séraphin),75,69
301,4,8:38.0,Defensive rebound by O. Porter,,75,69
302,4,8:20.0,A. Miller makes 2-pt jump shot from 6 ft,,77,69
303,4,8:12.0,,Personal foul by K. Humphries (drawn by A. Rivers),77,69
304,4,8:12.0,Official timeout,,77,69
305,4,8:03.0,,Shooting foul by K. Séraphin (drawn by R. Anderson),77,69
306,4,8:03.0,,R. Anderson misses free throw 1 of 2,77,69
307,4,8:03.0,,Offensive rebound by Team,77,69
308,4,8:03.0,,R. Anderson makes free throw 2 of 2,77,70
309,4,7:45.0,A. Miller makes 2-pt jump shot from 10 ft,,79,70
310,4,7:23.0,,A. Rivers makes 2-pt jump shot from 19 ft (assist by E. Gordon),79,72
311,4,7:07.0,,A. Davis enters the game for A. Ajinça,79,72
312,4,7:07.0,,T. Evans enters the game for D. Cunningham,79,72
313,4,7:02.0,R. Butler makes 2-pt jump shot from 16 ft,,81,72
314,4,6:45.0,,E. Gordon makes 2-pt jump shot from 15 ft,81,74
315,4,6:23.0,R. Butler misses 2-pt layup from 2 ft,,81,74
316,4,6:22.0,Offensive rebound by K. Humphries,,81,74
317,4,6:22.0,K. Humphries misses 2-pt tip-in at rim,,81,74
318,4,6:19.0,,Defensive rebound by R. Anderson,81,74
319,4,6:05.0,,T. Evans misses 2-pt layup at rim (block by O. Porter),81,74
320,4,6:03.0,,Offensive rebound by T. Evans,81,74
321,4,6:03.0,,Turnover by T. Evans (traveling),81,74
322,4,6:03.0,,J. Holiday enters the game for A. Rivers,81,74
323,4,5:48.0,R. Butler misses 2-pt jump shot from 13 ft (block by T. Evans),,81,74
324,4,5:48.0,Offensive rebound by A. Miller,,81,74
325,4,5:48.0,,Loose ball foul by J. Holiday (drawn by A. Miller),81,74
326,4,5:48.0,,New Orleans full timeout,81,74
327,4,5:36.0,Personal foul by R. Anderson (drawn by R. Butler),,81,74
328,4,5:36.0,B. Beal enters the game for R. Butler,,81,74
329,4,5:36.0,J. Wall enters the game for A. Miller,,81,74
330,4,5:30.0,K. Humphries misses 2-pt jump shot from 17 ft,,81,74
331,4,5:28.0,,Defensive rebound by E. Gordon,81,74
332,4,5:13.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Davis),81,77
333,4,4:49.0,Turnover by J. Wall (bad pass; steal by T. Evans),,81,77
334,4,4:37.0,,J. Holiday misses 2-pt jump shot from 3 ft (block by K. Séraphin),81,77
335,4,4:37.0,,Offensive rebound by Team,81,77
336,4,4:37.0,N. Hilário enters the game for K. Séraphin,,81,77
337,4,4:29.0,,R. Anderson misses 2-pt layup from 1 ft,81,77
338,4,4:27.0,Defensive rebound by O. Porter,,81,77
339,4,4:12.0,B. Beal misses 2-pt jump shot from 20 ft,,81,77
340,4,4:09.0,Offensive rebound by K. Humphries,,81,77
341,4,4:09.0,K. Humphries makes 2-pt tip-in from 2 ft,,83,77
342,4,3:58.0,,Turnover by J. Holiday (lost ball; steal by O. Porter),83,77
343,4,3:33.0,K. Humphries makes 2-pt dunk at rim (assist by N. Hilário),,85,77
344,4,3:33.0,,New Orleans full timeout,85,77
345,4,3:33.0,,D. Cunningham enters the game for E. Gordon,85,77
346,4,3:33.0,P. Pierce enters the game for O. Porter,,85,77
347,4,3:21.0,,A. Davis makes 2-pt dunk at rim (assist by R. Anderson),85,79
348,4,2:56.0,P. Pierce misses 2-pt jump shot from 17 ft,,85,79
349,4,2:53.0,Offensive rebound by Team,,85,79
350,4,2:39.0,N. Hilário makes 2-pt layup from 2 ft,,87,79
351,4,2:17.0,,Turnover by A. Davis (lost ball),87,79
352,4,2:01.0,Personal foul by D. Cunningham (drawn by N. Hilário),,87,79
353,4,1:52.0,J. Wall makes 2-pt jump shot from 16 ft (assist by K. Humphries),,89,79
354,4,1:41.0,,Shooting foul by J. Wall (drawn by T. Evans),89,79
355,4,1:41.0,,T. Evans makes free throw 1 of 2,89,80
356,4,1:41.0,,E. Gordon enters the game for D. Cunningham,89,80
357,4,1:41.0,,T. Evans misses free throw 2 of 2,89,80
358,4,1:40.0,Defensive rebound by N. Hilário,,89,80
359,4,1:20.0,Turnover by J. Wall (bad pass; steal by J. Holiday),,89,80
360,4,1:16.0,,Turnover by T. Evans (lost ball; steal by B. Beal),89,80
361,4,0:54.0,J. Wall misses 3-pt jump shot from 22 ft,,89,80
362,4,0:54.0,Offensive rebound by Team,,89,80
363,4,0:54.0,Turnover by Team (shot clock),,89,80
364,4,0:54.0,,New Orleans full timeout,89,80
365,4,0:54.0,R. Butler enters the game for N. Hilário,,89,80
366,4,0:52.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by T. Evans),89,83
367,4,0:37.0,K. Humphries misses 2-pt layup from 2 ft,,89,83
368,4,0:35.0,Offensive rebound by K. Humphries,,89,83
369,4,0:32.0,Turnover by K. Humphries (bad pass; steal by R. Anderson),,89,83
370,4,0:31.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),89,85
371,4,0:31.0,Washington full timeout,,89,85
372,4,0:31.0,N. Hilário enters the game for K. Humphries,,89,85
373,4,0:30.0,Personal take foul by A. Davis (drawn by R. Butler),,89,85
374,4,0:30.0,R. Butler makes free throw 1 of 2,,90,85
375,4,0:30.0,R. Butler misses free throw 2 of 2,,90,85
376,4,0:29.0,,Defensive rebound by E. Gordon,90,85
377,4,0:29.0,,New Orleans full timeout,90,85
378,4,0:21.0,,J. Holiday misses 2-pt layup from 1 ft,90,85
379,4,0:20.0,Defensive rebound by R. Butler,,90,85
380,4,0:20.0,Personal take foul by A. Davis (drawn by R. Butler),,90,85
381,4,0:20.0,R. Butler makes free throw 1 of 2,,91,85
382,4,0:20.0,R. Butler makes free throw 2 of 2,,92,85
383,4,0:13.0,,R. Anderson misses 3-pt jump shot from 25 ft,92,85
384,4,0:12.0,Defensive rebound by B. Beal,,92,85
