,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
394,4,7:30.0,,Personal foul by C. Miles (drawn by R. Sessions),76,87
395,4,7:30.0,,R. Sessions misses free throw 1 of 2,76,87
396,4,7:30.0,,Offensive rebound by Team,76,87
397,4,7:30.0,S. Hill enters the game for C. Miles,,76,87
398,4,7:30.0,R. Stuckey enters the game for C. Watson,,76,87
399,4,7:30.0,,R. Sessions makes free throw 2 of 2,76,88
400,4,7:17.0,Personal foul by C. Landry (drawn by L. Allen),,76,88
401,4,7:02.0,R. Stuckey makes 3-pt jump shot from 25 ft,,79,88
402,4,6:43.0,,Turnover by C. Landry (bad pass),79,88
403,4,6:25.0,D. Rudež misses 2-pt jump shot from 20 ft,,79,88
404,4,6:24.0,,Defensive rebound by O. Casspi,79,88
405,4,6:19.0,,Turnover by O. Casspi (bad pass; steal by R. Stuckey),79,88
406,4,6:16.0,Personal foul by R. Sessions (drawn by R. Stuckey),,79,88
407,4,6:16.0,,D. Collison enters the game for O. Casspi,79,88
408,4,6:16.0,,R. Gay enters the game for R. Sessions,79,88
409,4,6:05.0,L. Allen makes 2-pt jump shot from 3 ft,,81,88
410,4,6:05.0,Shooting foul by C. Landry (drawn by L. Allen),,81,88
411,4,6:05.0,,J. Thompson enters the game for C. Landry,81,88
412,4,6:05.0,L. Allen makes free throw 1 of 1,,82,88
413,4,5:50.0,,B. McLemore makes 2-pt jump shot from 14 ft (assist by R. Gay),82,90
414,4,5:33.0,R. Hibbert misses 2-pt jump shot from 17 ft,,82,90
415,4,5:33.0,,Defensive rebound by D. Collison,82,90
416,4,5:31.0,,Turnover by D. Collison (lost ball),82,90
417,4,5:31.0,,Sacramento full timeout,82,90
418,4,5:31.0,C. Watson enters the game for D. Rudež,,82,90
419,4,5:11.0,S. Hill misses 3-pt jump shot from 26 ft,,82,90
420,4,5:10.0,,Defensive rebound by Team,82,90
421,4,4:59.0,,R. Gay misses 2-pt jump shot from 5 ft,82,90
422,4,4:58.0,Defensive rebound by Team,,82,90
423,4,4:40.0,R. Stuckey misses 2-pt jump shot from 7 ft,,82,90
424,4,4:40.0,Offensive rebound by Team,,82,90
425,4,4:40.0,D. West enters the game for L. Allen,,82,90
426,4,4:29.0,Shooting foul by R. Evans (drawn by S. Hill),,82,90
427,4,4:29.0,S. Hill makes free throw 1 of 2,,83,90
428,4,4:29.0,S. Hill makes free throw 2 of 2,,84,90
429,4,4:14.0,,D. Collison misses 2-pt jump shot from 17 ft,84,90
430,4,4:12.0,,Offensive rebound by J. Thompson,84,90
431,4,4:12.0,,J. Thompson makes 2-pt tip-in from 1 ft,84,92
432,4,3:58.0,D. West makes 2-pt jump shot from 18 ft (assist by C. Watson),,86,92
433,4,3:48.0,,Shooting foul by R. Hibbert (drawn by R. Gay),86,92
434,4,3:48.0,,R. Gay makes free throw 1 of 2,86,93
435,4,3:48.0,,R. Gay makes free throw 2 of 2,86,94
436,4,3:36.0,C. Watson misses 2-pt jump shot from 3 ft,,86,94
437,4,3:35.0,Offensive rebound by R. Hibbert,,86,94
438,4,3:30.0,D. West misses 3-pt jump shot from 24 ft,,86,94
439,4,3:29.0,,Defensive rebound by D. Collison,86,94
440,4,3:08.0,,J. Thompson misses 2-pt jump shot from 9 ft (block by R. Hibbert),86,94
441,4,3:07.0,,Offensive rebound by J. Thompson,86,94
442,4,3:07.0,,J. Thompson misses 2-pt jump shot from 9 ft,86,94
443,4,3:07.0,,Offensive rebound by Team,86,94
444,4,3:07.0,,Turnover by Team (shot clock),86,94
445,4,3:07.0,Indiana full timeout,,86,94
446,4,2:42.0,D. West makes 2-pt jump shot from 19 ft,,88,94
447,4,2:27.0,,R. Gay misses 2-pt jump shot from 3 ft,88,94
448,4,2:26.0,Defensive rebound by R. Hibbert,,88,94
449,4,2:02.0,R. Stuckey misses 3-pt jump shot from 25 ft,,88,94
450,4,2:01.0,Offensive rebound by D. West,,88,94
451,4,1:53.0,R. Hibbert makes 2-pt hook shot from 6 ft,,90,94
452,4,1:37.0,,D. Collison misses 2-pt jump shot from 15 ft,90,94
453,4,1:35.0,Defensive rebound by R. Stuckey,,90,94
454,4,1:33.0,R. Stuckey makes 2-pt layup at rim,,92,94
455,4,1:33.0,,Sacramento full timeout,92,94
456,4,1:21.0,,Shooting foul by D. West (drawn by J. Thompson),92,94
457,4,1:21.0,,J. Thompson makes free throw 1 of 2,92,95
458,4,1:21.0,,J. Thompson makes free throw 2 of 2,92,96
459,4,1:10.0,R. Stuckey makes 2-pt jump shot from 8 ft,,94,96
460,4,0:55.0,,R. Gay misses 2-pt jump shot from 17 ft,94,96
461,4,0:54.0,Defensive rebound by S. Hill,,94,96
462,4,0:41.0,S. Hill misses 3-pt jump shot from 25 ft,,94,96
463,4,0:40.0,Offensive rebound by D. West,,94,96
464,4,0:37.0,Indiana full timeout,,94,96
465,4,0:28.0,D. West makes 2-pt jump shot from 6 ft,,96,96
466,4,0:28.0,,Sacramento full timeout,96,96
467,4,0:05.0,,R. Gay misses 2-pt jump shot from 16 ft,96,96
468,4,0:05.0,Defensive rebound by R. Hibbert,,96,96
469,4,0:05.0,Indiana full timeout,,96,96
470,4,0:05.0,C. Copeland enters the game for R. Hibbert,,96,96
471,4,0:05.0,,O. Casspi enters the game for R. Evans,96,96
472,4,0:02.0,D. West misses 2-pt jump shot from 16 ft,,96,96
473,4,0:01.0,,Defensive rebound by D. Collison,96,96
474,1OT,4:45.0,D. West misses 2-pt jump shot from 17 ft,,96,96
475,1OT,4:44.0,,Defensive rebound by R. Evans,96,96
476,1OT,4:26.0,,R. Gay misses 2-pt jump shot from 5 ft,96,96
477,1OT,4:25.0,Defensive rebound by R. Stuckey,,96,96
478,1OT,4:20.0,Personal foul by R. Evans (drawn by R. Hibbert),,96,96
479,1OT,4:13.0,Turnover by R. Stuckey (traveling),,96,96
480,1OT,3:58.0,,D. Collison makes 2-pt jump shot from 21 ft,96,98
481,1OT,3:47.0,R. Stuckey misses 2-pt jump shot from 16 ft,,96,98
482,1OT,3:46.0,,Defensive rebound by J. Thompson,96,98
483,1OT,3:22.0,,R. Gay makes 2-pt jump shot from 17 ft (assist by D. Collison),96,100
484,1OT,2:57.0,R. Stuckey misses 3-pt jump shot from 23 ft,,96,100
485,1OT,2:56.0,,Defensive rebound by Team,96,100
486,1OT,2:56.0,Loose ball foul by D. West (drawn by J. Thompson),,96,100
487,1OT,2:41.0,,D. Collison misses 2-pt layup from 2 ft,96,100
488,1OT,2:40.0,Defensive rebound by C. Watson,,96,100
489,1OT,2:38.0,Shooting foul by J. Thompson (drawn by R. Stuckey),,96,100
490,1OT,2:38.0,R. Stuckey misses free throw 1 of 2,,96,100
491,1OT,2:38.0,Offensive rebound by Team,,96,100
492,1OT,2:38.0,R. Stuckey misses free throw 2 of 2,,96,100
493,1OT,2:37.0,,Defensive rebound by R. Gay,96,100
494,1OT,2:21.0,,Turnover by B. McLemore (lost ball; steal by R. Stuckey),96,100
495,1OT,2:04.0,C. Watson makes 3-pt jump shot from 26 ft,,99,100
496,1OT,1:43.0,,Personal foul by C. Watson (drawn by D. Collison),99,100
497,1OT,1:35.0,,R. Gay misses 2-pt jump shot from 19 ft,99,100
498,1OT,1:33.0,,Offensive rebound by B. McLemore,99,100
499,1OT,1:18.0,,Offensive foul by D. Collison (drawn by C. Watson),99,100
500,1OT,1:18.0,,Turnover by D. Collison (offensive foul),99,100
501,1OT,1:03.0,C. Watson makes 2-pt jump shot from 3 ft (assist by S. Hill),,101,100
502,1OT,0:40.0,,D. Collison misses 2-pt jump shot from 14 ft,101,100
503,1OT,0:40.0,Defensive rebound by Team,,101,100
504,1OT,0:40.0,,Loose ball foul by J. Thompson (drawn by S. Hill),101,100
505,1OT,0:40.0,,C. Landry enters the game for J. Thompson,101,100
506,1OT,0:40.0,Indiana full timeout,,101,100
507,1OT,0:28.0,D. West misses 2-pt jump shot from 17 ft,,101,100
508,1OT,0:26.0,,Defensive rebound by R. Gay,101,100
509,1OT,0:14.0,,Sacramento full timeout,101,100
510,1OT,0:03.0,,R. Gay misses 2-pt jump shot from 14 ft,101,100
511,1OT,0:02.0,,Offensive rebound by C. Landry,101,100
512,1OT,0:01.0,,C. Landry makes 2-pt jump shot from 3 ft,101,102
513,1OT,0:01.0,Indiana full timeout,,101,102
514,1OT,0:01.0,,R. Hollins enters the game for C. Landry,101,102
515,1OT,0:01.0,L. Scola enters the game for S. Hill,,101,102
516,1OT,0:01.0,,Sacramento full timeout,101,102
517,1OT,0:01.0,C. Copeland enters the game for L. Scola,,101,102
518,1OT,0:00.0,D. West misses 3-pt jump shot from 28 ft,,101,102
519,1OT,0:00.0,Offensive rebound by Team,,101,102
