,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PORTLAND_ACTION,CHARLOTTE_SCORE,PORTLAND_SCORE
25,1,7:49.0,,D. Lillard makes 2-pt jump shot from 10 ft (assist by W. Matthews),11,8
26,1,7:36.0,Turnover by K. Walker (bad pass; steal by W. Matthews),,11,8
27,1,7:35.0,,Personal foul by L. Stephenson (drawn by W. Matthews),11,8
28,1,7:25.0,,W. Matthews misses 3-pt jump shot from 24 ft,11,8
29,1,7:22.0,Defensive rebound by K. Walker,,11,8
30,1,7:06.0,K. Walker makes 2-pt jump shot from 19 ft,,13,8
31,1,6:51.0,,L. Aldridge makes 2-pt jump shot from 7 ft (assist by A. Crabbe),13,10
32,1,6:51.0,,Shooting foul by A. Jefferson (drawn by L. Aldridge),13,10
33,1,6:51.0,,L. Aldridge makes free throw 1 of 1,13,11
34,1,6:41.0,Shooting foul by R. Lopez (drawn by A. Jefferson),,13,11
35,1,6:41.0,A. Jefferson makes free throw 1 of 2,,14,11
36,1,6:41.0,A. Jefferson makes free throw 2 of 2,,15,11
37,1,6:30.0,,D. Lillard makes 2-pt layup from 1 ft (assist by L. Aldridge),15,13
38,1,6:08.0,L. Stephenson misses 2-pt jump shot from 15 ft,,15,13
39,1,6:07.0,,Defensive rebound by Team,15,13
40,1,6:07.0,,Portland full timeout,15,13
41,1,6:07.0,P. Hairston enters the game for M. Kidd-Gilchrist,,15,13
42,1,5:56.0,,A. Crabbe misses 2-pt jump shot from 21 ft,15,13
43,1,5:55.0,Defensive rebound by L. Stephenson,,15,13
44,1,5:44.0,A. Jefferson makes 2-pt jump shot from 18 ft,,17,13
45,1,5:30.0,,Turnover by A. Crabbe (traveling),17,13
46,1,5:30.0,,C. McCollum enters the game for A. Crabbe,17,13
47,1,5:19.0,P. Hairston makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,20,13
48,1,5:01.0,,Turnover by D. Lillard (bad pass),20,13
49,1,5:01.0,,C. Kaman enters the game for R. Lopez,20,13
50,1,5:01.0,,S. Blake enters the game for W. Matthews,20,13
51,1,4:54.0,Turnover by K. Walker (lost ball; steal by D. Lillard),,20,13
52,1,4:51.0,,D. Lillard makes 2-pt layup from 1 ft,20,15
53,1,4:33.0,L. Stephenson makes 2-pt jump shot from 8 ft,,22,15
54,1,4:24.0,,D. Lillard misses 3-pt jump shot from 25 ft,22,15
55,1,4:23.0,Defensive rebound by L. Stephenson,,22,15
56,1,4:13.0,L. Stephenson makes 2-pt jump shot from 20 ft,,24,15
57,1,3:56.0,,L. Aldridge misses 2-pt jump shot from 5 ft (block by M. Williams),24,15
58,1,3:55.0,Defensive rebound by Team,,24,15
59,1,3:55.0,C. Zeller enters the game for M. Williams,,24,15
60,1,3:43.0,A. Jefferson misses 2-pt jump shot from 17 ft,,24,15
61,1,3:42.0,Offensive rebound by C. Zeller,,24,15
62,1,3:34.0,K. Walker makes 2-pt jump shot from 19 ft,,26,15
63,1,3:17.0,,C. McCollum misses 2-pt layup at rim,26,15
64,1,3:16.0,Defensive rebound by A. Jefferson,,26,15
65,1,3:12.0,Shooting foul by S. Blake (drawn by K. Walker),,26,15
66,1,3:12.0,K. Walker misses free throw 1 of 2,,26,15
67,1,3:12.0,Offensive rebound by Team,,26,15
68,1,3:12.0,J. Maxiell enters the game for A. Jefferson,,26,15
69,1,3:12.0,K. Walker makes free throw 2 of 2,,27,15
70,1,2:54.0,,Turnover by C. McCollum (lost ball; steal by P. Hairston),27,15
71,1,2:54.0,Personal foul by C. McCollum (drawn by P. Hairston),,27,15
72,1,2:54.0,Charlotte full timeout,,27,15
73,1,2:54.0,G. Neal enters the game for L. Stephenson,,27,15
74,1,2:41.0,P. Hairston misses 2-pt layup from 1 ft (block by C. Kaman),,27,15
75,1,2:39.0,Offensive rebound by C. Zeller,,27,15
76,1,2:39.0,C. Zeller makes 2-pt tip-in from 1 ft,,29,15
77,1,2:22.0,,Turnover by D. Lillard (bad pass; steal by K. Walker),29,15
78,1,2:22.0,Personal foul by S. Blake (drawn by P. Hairston),,29,15
79,1,2:11.0,Turnover by C. Zeller (offensive foul),,29,15
80,1,2:11.0,Offensive foul by C. Zeller (drawn by D. Lillard),,29,15
81,1,1:59.0,,C. Kaman makes 2-pt layup from 1 ft (assist by D. Lillard),29,17
82,1,1:38.0,C. Zeller misses 2-pt jump shot from 21 ft,,29,17
83,1,1:37.0,,Defensive rebound by D. Lillard,29,17
84,1,1:27.0,,L. Aldridge misses 2-pt jump shot from 3 ft,29,17
85,1,1:26.0,Defensive rebound by C. Zeller,,29,17
86,1,1:13.0,P. Hairston makes 3-pt jump shot from 24 ft (assist by K. Walker),,32,17
87,1,1:03.0,,Personal foul by J. Maxiell (drawn by S. Blake),32,17
88,1,1:03.0,B. Roberts enters the game for K. Walker,,32,17
89,1,1:03.0,,D. Wright enters the game for D. Lillard,32,17
90,1,0:54.0,,Personal foul by P. Hairston (drawn by L. Aldridge),32,17
91,1,0:54.0,,L. Aldridge makes free throw 1 of 2,32,18
92,1,0:54.0,,L. Aldridge makes free throw 2 of 2,32,19
93,1,0:43.0,G. Neal makes 2-pt jump shot from 18 ft,,34,19
94,1,0:43.0,Shooting foul by C. McCollum (drawn by G. Neal),,34,19
95,1,0:43.0,G. Neal makes free throw 1 of 1,,35,19
96,1,0:34.0,,S. Blake misses 3-pt jump shot from 24 ft,35,19
97,1,0:33.0,,Offensive rebound by C. Kaman,35,19
98,1,0:28.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by C. Kaman),35,21
99,1,0:07.0,G. Neal misses 2-pt jump shot from 19 ft,,35,21
100,1,0:06.0,,Defensive rebound by C. Kaman,35,21
101,1,0:00.0,,D. Wright misses 3-pt jump shot from 23 ft,35,21
102,1,0:00.0,,Offensive rebound by Team,35,21
103,2,11:45.0,Violation by J. Maxiell (def goaltending),,35,21
104,2,11:45.0,,C. Kaman makes 2-pt layup from 1 ft,35,23
105,2,11:34.0,Shooting foul by D. Wright (drawn by L. Stephenson),,35,23
106,2,11:34.0,L. Stephenson makes free throw 1 of 2,,36,23
107,2,11:34.0,L. Stephenson misses free throw 2 of 2,,36,23
108,2,11:32.0,,Defensive rebound by J. Freeland,36,23
109,2,11:17.0,,J. Freeland misses 2-pt jump shot from 3 ft,36,23
110,2,11:17.0,Defensive rebound by Team,,36,23
111,2,11:17.0,,Loose ball foul by C. Kaman (drawn by J. Maxiell),36,23
112,2,11:07.0,L. Stephenson misses 2-pt jump shot from 20 ft,,36,23
113,2,11:06.0,,Defensive rebound by J. Freeland,36,23
114,2,10:56.0,,S. Blake misses 2-pt jump shot from 17 ft,36,23
115,2,10:55.0,,Offensive rebound by C. Kaman,36,23
116,2,10:55.0,,C. Kaman makes 2-pt tip-in at rim,36,25
117,2,10:40.0,B. Roberts misses 2-pt jump shot from 20 ft,,36,25
118,2,10:40.0,Offensive rebound by C. Zeller,,36,25
119,2,10:40.0,Shooting foul by C. Kaman (drawn by C. Zeller),,36,25
120,2,10:40.0,,Technical foul by C. Kaman,36,25
121,2,10:40.0,B. Roberts makes technical free throw,,37,25
122,2,10:40.0,C. Zeller makes free throw 1 of 2,,38,25
123,2,10:40.0,,W. Matthews enters the game for C. McCollum,38,25
124,2,10:40.0,C. Zeller makes free throw 2 of 2,,39,25
125,2,10:25.0,,C. Kaman misses 2-pt layup from 2 ft (block by J. Maxiell),39,25
126,2,10:24.0,,Offensive rebound by C. Kaman,39,25
127,2,10:21.0,,C. Kaman misses 2-pt jump shot from 7 ft,39,25
128,2,10:20.0,Defensive rebound by L. Stephenson,,39,25
129,2,10:11.0,L. Stephenson misses 2-pt jump shot from 18 ft,,39,25
130,2,10:10.0,,Defensive rebound by S. Blake,39,25
131,2,10:02.0,,J. Freeland misses 2-pt hook shot from 5 ft,39,25
132,2,10:01.0,Defensive rebound by C. Zeller,,39,25
133,2,9:55.0,Turnover by B. Roberts (lost ball),,39,25
134,2,9:38.0,,W. Matthews misses 2-pt jump shot from 19 ft,39,25
135,2,9:37.0,Defensive rebound by L. Stephenson,,39,25
136,2,9:30.0,B. Roberts makes 3-pt jump shot from 24 ft (assist by G. Neal),,42,25
137,2,9:10.0,,D. Wright misses 3-pt jump shot from 24 ft,42,25
138,2,9:09.0,Defensive rebound by C. Zeller,,42,25
139,2,8:59.0,B. Roberts makes 2-pt jump shot from 14 ft,,44,25
140,2,8:59.0,,Portland full timeout,44,25
141,2,8:59.0,,D. Lillard enters the game for S. Blake,44,25
142,2,8:59.0,M. Williams enters the game for C. Zeller,,44,25
143,2,8:46.0,,D. Lillard misses 3-pt jump shot from 24 ft,44,25
144,2,8:45.0,Defensive rebound by G. Neal,,44,25
145,2,8:34.0,G. Neal misses 3-pt jump shot from 22 ft,,44,25
146,2,8:34.0,,Defensive rebound by C. Kaman,44,25
147,2,8:24.0,,J. Freeland makes 2-pt layup from 1 ft (assist by D. Wright),44,27
148,2,8:03.0,Shooting foul by C. Kaman (drawn by L. Stephenson),,44,27
149,2,8:03.0,L. Stephenson misses free throw 1 of 2,,44,27
150,2,8:03.0,Offensive rebound by Team,,44,27
151,2,8:03.0,M. Kidd-Gilchrist enters the game for G. Neal,,44,27
152,2,8:03.0,,R. Lopez enters the game for C. Kaman,44,27
153,2,8:03.0,L. Stephenson makes free throw 2 of 2,,45,27
154,2,7:49.0,,D. Wright misses 3-pt jump shot from 23 ft,45,27
155,2,7:48.0,,Offensive rebound by J. Freeland,45,27
156,2,7:47.0,,W. Matthews misses 2-pt jump shot from 22 ft,45,27
157,2,7:46.0,Defensive rebound by L. Stephenson,,45,27
158,2,7:35.0,B. Roberts makes 2-pt layup from 2 ft,,47,27
159,2,7:35.0,Shooting foul by D. Lillard (drawn by B. Roberts),,47,27
160,2,7:35.0,,L. Aldridge enters the game for J. Freeland,47,27
161,2,7:35.0,A. Jefferson enters the game for J. Maxiell,,47,27
162,2,7:35.0,B. Roberts makes free throw 1 of 1,,48,27
163,2,7:19.0,,Turnover by D. Lillard (bad pass; steal by L. Stephenson),48,27
164,2,7:17.0,Shooting foul by D. Wright (drawn by M. Kidd-Gilchrist),,48,27
165,2,7:17.0,M. Kidd-Gilchrist makes free throw 1 of 2,,49,27
166,2,7:17.0,,C. McCollum enters the game for D. Wright,49,27
167,2,7:17.0,M. Kidd-Gilchrist makes free throw 2 of 2,,50,27
168,2,7:03.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. Lillard),50,29
169,2,6:47.0,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,,50,29
170,2,6:46.0,,Defensive rebound by D. Lillard,50,29
171,2,6:43.0,,Turnover by D. Lillard (bad pass),50,29
172,2,6:26.0,A. Jefferson makes 2-pt layup from 3 ft,,52,29
173,2,6:14.0,,R. Lopez makes 2-pt layup at rim (assist by D. Lillard),52,31
174,2,5:56.0,B. Roberts misses 2-pt jump shot from 8 ft,,52,31
175,2,5:55.0,,Defensive rebound by D. Lillard,52,31
176,2,5:51.0,,W. Matthews makes 2-pt dunk at rim (assist by D. Lillard),52,33
177,2,5:44.0,Charlotte full timeout,,52,33
178,2,5:44.0,K. Walker enters the game for B. Roberts,,52,33
179,2,5:34.0,A. Jefferson makes 2-pt jump shot from 8 ft,,54,33
180,2,5:16.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Lillard),54,36
181,2,4:58.0,K. Walker misses 2-pt layup from 2 ft (block by R. Lopez),,54,36
182,2,4:56.0,Offensive rebound by M. Kidd-Gilchrist,,54,36
183,2,4:56.0,Shooting foul by R. Lopez (drawn by M. Kidd-Gilchrist),,54,36
184,2,4:56.0,M. Kidd-Gilchrist makes free throw 1 of 2,,55,36
185,2,4:56.0,M. Kidd-Gilchrist makes free throw 2 of 2,,56,36
186,2,4:48.0,,D. Lillard makes 2-pt layup at rim,56,38
187,2,4:31.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by M. Williams),,58,38
188,2,4:12.0,,L. Aldridge misses 2-pt jump shot from 15 ft,58,38
189,2,4:10.0,Defensive rebound by A. Jefferson,,58,38
190,2,3:59.0,A. Jefferson makes 2-pt jump shot from 19 ft (assist by L. Stephenson),,60,38
191,2,3:41.0,,R. Lopez misses 2-pt hook shot from 7 ft,60,38
192,2,3:40.0,Defensive rebound by L. Stephenson,,60,38
193,2,3:33.0,L. Stephenson misses 3-pt jump shot from 24 ft,,60,38
194,2,3:33.0,,Defensive rebound by R. Lopez,60,38
195,2,3:19.0,,W. Matthews misses 3-pt jump shot from 23 ft,60,38
196,2,3:18.0,,Offensive rebound by L. Aldridge,60,38
197,2,3:16.0,,L. Aldridge misses 2-pt layup at rim,60,38
198,2,3:15.0,,Offensive rebound by L. Aldridge,60,38
199,2,3:12.0,,L. Aldridge makes 2-pt hook shot from 3 ft,60,40
200,2,2:53.0,A. Jefferson misses 2-pt jump shot from 3 ft,,60,40
201,2,2:52.0,,Defensive rebound by L. Aldridge,60,40
202,2,2:43.0,,D. Lillard misses 2-pt jump shot from 6 ft,60,40
203,2,2:42.0,Defensive rebound by M. Williams,,60,40
204,2,2:37.0,Charlotte full timeout,,60,40
205,2,2:37.0,Official timeout,,60,40
206,2,2:37.0,,A. Crabbe enters the game for C. McCollum,60,40
207,2,2:37.0,C. Zeller enters the game for M. Williams,,60,40
208,2,2:37.0,G. Neal enters the game for L. Stephenson,,60,40
209,2,2:21.0,K. Walker makes 2-pt jump shot from 3 ft,,62,40
210,2,2:04.0,,W. Matthews makes 2-pt layup from 1 ft,62,42
211,2,2:04.0,,Shooting foul by M. Kidd-Gilchrist (drawn by W. Matthews),62,42
212,2,2:04.0,,W. Matthews makes free throw 1 of 1,62,43
213,2,1:42.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,62,43
214,2,1:41.0,,Defensive rebound by L. Aldridge,62,43
215,2,1:33.0,,D. Lillard misses 2-pt jump shot from 5 ft,62,43
216,2,1:33.0,,Offensive rebound by Team,62,43
217,2,1:33.0,Loose ball foul by M. Kidd-Gilchrist (drawn by R. Lopez),,62,43
218,2,1:23.0,,L. Aldridge misses 2-pt jump shot from 14 ft,62,43
219,2,1:23.0,,Offensive rebound by Team,62,43
220,2,1:03.0,,W. Matthews misses 3-pt jump shot from 22 ft,62,43
221,2,1:02.0,,Offensive rebound by R. Lopez,62,43
222,2,0:59.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by W. Matthews),62,46
223,2,0:51.0,Turnover by A. Jefferson (traveling),,62,46
224,2,0:36.0,,D. Lillard makes 3-pt jump shot from 25 ft,62,49
225,2,0:20.0,M. Kidd-Gilchrist makes 2-pt jump shot from 8 ft (assist by G. Neal),,64,49
226,2,0:12.0,,Portland full timeout,64,49
227,2,0:12.0,P. Hairston enters the game for M. Kidd-Gilchrist,,64,49
228,2,0:12.0,,C. McCollum enters the game for R. Lopez,64,49
229,2,0:12.0,L. Stephenson enters the game for A. Jefferson,,64,49
230,2,0:02.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Lillard),64,51
231,3,11:40.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by W. Matthews),64,53
232,3,11:11.0,K. Walker misses 3-pt jump shot from 24 ft,,64,53
233,3,11:10.0,,Defensive rebound by L. Aldridge,64,53
234,3,10:59.0,,W. Matthews misses 2-pt jump shot from 15 ft,64,53
235,3,10:58.0,Defensive rebound by L. Stephenson,,64,53
236,3,10:45.0,A. Jefferson makes 2-pt layup from 1 ft,,66,53
237,3,10:33.0,,L. Aldridge misses 2-pt jump shot from 20 ft,66,53
238,3,10:32.0,Defensive rebound by L. Stephenson,,66,53
239,3,10:23.0,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by M. Williams),,68,53
240,3,10:01.0,,W. Matthews makes 2-pt jump shot from 10 ft,68,55
241,3,9:36.0,K. Walker makes 3-pt jump shot from 24 ft (assist by A. Jefferson),,71,55
242,3,9:18.0,,D. Lillard makes 3-pt jump shot from 22 ft (assist by A. Crabbe),71,58
243,3,8:50.0,A. Jefferson makes 2-pt jump shot from 18 ft,,73,58
244,3,8:36.0,,A. Crabbe misses 3-pt jump shot from 24 ft,73,58
245,3,8:35.0,Defensive rebound by M. Kidd-Gilchrist,,73,58
246,3,8:16.0,A. Jefferson misses 2-pt jump shot from 17 ft,,73,58
247,3,8:16.0,,Defensive rebound by L. Aldridge,73,58
248,3,8:08.0,,D. Lillard misses 2-pt jump shot from 16 ft,73,58
249,3,8:08.0,Defensive rebound by M. Kidd-Gilchrist,,73,58
250,3,7:46.0,K. Walker misses 2-pt jump shot from 15 ft,,73,58
251,3,7:46.0,,Defensive rebound by A. Crabbe,73,58
252,3,7:35.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by W. Matthews),73,60
253,3,7:13.0,M. Williams misses 3-pt jump shot from 24 ft,,73,60
254,3,7:12.0,,Defensive rebound by R. Lopez,73,60
255,3,7:00.0,,Shooting foul by M. Kidd-Gilchrist (drawn by W. Matthews),73,60
256,3,7:00.0,,W. Matthews makes free throw 1 of 2,73,61
257,3,7:00.0,,W. Matthews makes free throw 2 of 2,73,62
258,3,6:42.0,A. Jefferson misses 2-pt hook shot from 9 ft,,73,62
259,3,6:42.0,,Defensive rebound by W. Matthews,73,62
260,3,6:29.0,,L. Aldridge misses 2-pt jump shot from 22 ft,73,62
261,3,6:29.0,Defensive rebound by M. Kidd-Gilchrist,,73,62
262,3,6:12.0,Turnover by L. Stephenson (lost ball; steal by D. Lillard),,73,62
263,3,6:02.0,,D. Lillard makes 2-pt jump shot from 19 ft (assist by W. Matthews),73,64
264,3,5:56.0,Charlotte full timeout,,73,64
265,3,5:56.0,C. Zeller enters the game for M. Kidd-Gilchrist,,73,64
266,3,5:56.0,P. Hairston enters the game for M. Williams,,73,64
267,3,5:37.0,K. Walker misses 2-pt layup from 2 ft,,73,64
268,3,5:37.0,,Defensive rebound by L. Aldridge,73,64
269,3,5:29.0,,D. Lillard misses 2-pt jump shot from 3 ft,73,64
270,3,5:27.0,,Offensive rebound by W. Matthews,73,64
271,3,5:24.0,,W. Matthews misses 3-pt jump shot from 24 ft,73,64
272,3,5:23.0,Defensive rebound by K. Walker,,73,64
273,3,5:16.0,Personal foul by W. Matthews (drawn by K. Walker),,73,64
274,3,5:16.0,,S. Blake enters the game for A. Crabbe,73,64
275,3,5:03.0,L. Stephenson makes 3-pt jump shot from 24 ft (assist by K. Walker),,76,64
276,3,4:53.0,,Personal foul by L. Stephenson (drawn by W. Matthews),76,64
277,3,4:46.0,,R. Lopez misses 2-pt layup from 1 ft (block by C. Zeller),76,64
278,3,4:46.0,Defensive rebound by Team,,76,64
279,3,4:34.0,C. Zeller makes 2-pt jump shot from 4 ft (assist by L. Stephenson),,78,64
280,3,4:14.0,,Turnover by R. Lopez (3 sec),78,64
281,3,4:14.0,,C. Kaman enters the game for R. Lopez,78,64
282,3,3:53.0,A. Jefferson makes 2-pt jump shot from 15 ft (assist by P. Hairston),,80,64
283,3,3:38.0,,L. Aldridge misses 2-pt jump shot from 11 ft,80,64
284,3,3:36.0,Defensive rebound by L. Stephenson,,80,64
285,3,3:24.0,Shooting foul by L. Aldridge (drawn by C. Zeller),,80,64
286,3,3:24.0,C. Zeller misses free throw 1 of 2,,80,64
287,3,3:24.0,Offensive rebound by Team,,80,64
288,3,3:24.0,G. Neal enters the game for L. Stephenson,,80,64
289,3,3:24.0,C. Zeller makes free throw 2 of 2,,81,64
290,3,3:17.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by W. Matthews),81,67
291,3,2:56.0,K. Walker misses 2-pt jump shot from 16 ft,,81,67
292,3,2:56.0,,Defensive rebound by C. Kaman,81,67
293,3,2:42.0,,W. Matthews makes 3-pt jump shot from 24 ft,81,70
294,3,2:25.0,K. Walker makes 2-pt jump shot from 8 ft (assist by G. Neal),,83,70
295,3,2:14.0,,W. Matthews misses 3-pt jump shot from 23 ft,83,70
296,3,2:14.0,Defensive rebound by G. Neal,,83,70
297,3,2:02.0,C. Zeller misses 2-pt jump shot from 20 ft,,83,70
298,3,2:01.0,,Defensive rebound by S. Blake,83,70
299,3,1:53.0,,Personal foul by C. Zeller (drawn by L. Aldridge),83,70
300,3,1:53.0,,Portland full timeout,83,70
301,3,1:53.0,,C. McCollum enters the game for D. Lillard,83,70
302,3,1:53.0,J. Maxiell enters the game for A. Jefferson,,83,70
303,3,1:44.0,,C. Kaman makes 2-pt layup at rim (assist by S. Blake),83,72
304,3,1:25.0,G. Neal makes 2-pt jump shot from 17 ft,,85,72
305,3,1:07.0,,Shooting foul by P. Hairston (drawn by W. Matthews),85,72
306,3,1:07.0,,W. Matthews misses free throw 1 of 2,85,72
307,3,1:07.0,,Offensive rebound by Team,85,72
308,3,1:07.0,,W. Matthews makes free throw 2 of 2,85,73
309,3,0:57.0,Turnover by J. Maxiell (lost ball; steal by C. McCollum),,85,73
310,3,0:55.0,,Personal foul by G. Neal (drawn by C. McCollum),85,73
311,3,0:55.0,,C. McCollum makes free throw 1 of 2,85,74
312,3,0:55.0,,A. Crabbe enters the game for W. Matthews,85,74
313,3,0:55.0,,C. McCollum makes free throw 2 of 2,85,75
314,3,0:44.0,G. Neal misses 2-pt jump shot from 18 ft,,85,75
315,3,0:43.0,,Defensive rebound by C. McCollum,85,75
316,3,0:28.0,,C. McCollum misses 2-pt jump shot from 19 ft,85,75
317,3,0:28.0,Defensive rebound by C. Zeller,,85,75
318,3,0:06.0,K. Walker misses 2-pt jump shot from 16 ft,,85,75
319,3,0:05.0,Offensive rebound by J. Maxiell,,85,75
320,3,0:03.0,J. Maxiell misses 2-pt layup from 2 ft (block by C. Kaman),,85,75
321,3,0:01.0,,Defensive rebound by C. Kaman,85,75
322,3,0:00.0,,C. McCollum misses 2-pt jump shot from 9 ft,85,75
323,3,0:00.0,,Offensive rebound by Team,85,75
324,4,11:49.0,Turnover by G. Neal (lost ball),,85,75
325,4,11:38.0,,C. Kaman misses 2-pt jump shot from 15 ft,85,75
326,4,11:37.0,Defensive rebound by C. Zeller,,85,75
327,4,11:29.0,P. Hairston misses 3-pt jump shot from 25 ft,,85,75
328,4,11:29.0,,Defensive rebound by C. Kaman,85,75
329,4,11:17.0,,C. Kaman makes 2-pt jump shot from 18 ft (assist by C. McCollum),85,77
330,4,11:02.0,Shooting foul by J. Freeland (drawn by P. Hairston),,85,77
331,4,11:02.0,P. Hairston makes free throw 1 of 2,,86,77
332,4,11:02.0,P. Hairston makes free throw 2 of 2,,87,77
333,4,10:49.0,,A. Crabbe makes 2-pt jump shot from 20 ft (assist by C. Kaman),87,79
334,4,10:35.0,Turnover by B. Roberts (lost ball; steal by S. Blake),,87,79
335,4,10:29.0,,Offensive foul by S. Blake (drawn by P. Hairston),87,79
336,4,10:29.0,,Turnover by S. Blake (offensive foul),87,79
337,4,10:29.0,L. Stephenson enters the game for P. Hairston,,87,79
338,4,10:14.0,B. Roberts misses 2-pt jump shot from 17 ft,,87,79
339,4,10:13.0,Offensive rebound by B. Roberts,,87,79
340,4,10:09.0,Turnover by B. Roberts (lost ball; steal by S. Blake),,87,79
341,4,10:07.0,,Shooting foul by B. Roberts (drawn by S. Blake),87,79
342,4,10:07.0,,S. Blake makes free throw 1 of 2,87,80
343,4,10:07.0,,S. Blake makes free throw 2 of 2,87,81
344,4,9:56.0,G. Neal misses 3-pt jump shot from 24 ft,,87,81
345,4,9:56.0,,Defensive rebound by J. Freeland,87,81
346,4,9:42.0,,C. Kaman misses 2-pt jump shot from 15 ft,87,81
347,4,9:41.0,Defensive rebound by L. Stephenson,,87,81
348,4,9:34.0,Offensive foul by C. Zeller (drawn by A. Crabbe),,87,81
349,4,9:34.0,Turnover by C. Zeller (offensive foul),,87,81
350,4,9:23.0,,S. Blake misses 3-pt jump shot from 24 ft,87,81
351,4,9:22.0,Defensive rebound by L. Stephenson,,87,81
352,4,9:19.0,Personal foul by J. Freeland (drawn by C. Zeller),,87,81
353,4,9:19.0,A. Jefferson enters the game for J. Maxiell,,87,81
354,4,9:06.0,A. Jefferson misses 2-pt hook shot from 12 ft,,87,81
355,4,9:06.0,,Defensive rebound by C. McCollum,87,81
356,4,8:56.0,,C. Kaman makes 2-pt jump shot from 18 ft (assist by S. Blake),87,83
357,4,8:34.0,A. Jefferson misses 2-pt jump shot from 12 ft,,87,83
358,4,8:34.0,Offensive rebound by Team,,87,83
359,4,8:34.0,,Loose ball foul by S. Blake (drawn by C. Zeller),87,83
360,4,8:34.0,Official timeout,,87,83
361,4,8:34.0,,D. Lillard enters the game for C. McCollum,87,83
362,4,8:28.0,B. Roberts makes 3-pt jump shot from 24 ft (assist by C. Zeller),,90,83
363,4,8:09.0,,D. Lillard misses 3-pt jump shot from 25 ft,90,83
364,4,8:08.0,,Offensive rebound by J. Freeland,90,83
365,4,8:06.0,,J. Freeland makes 2-pt dunk at rim,90,85
366,4,7:43.0,A. Jefferson makes 2-pt layup from 2 ft,,92,85
367,4,7:26.0,,Turnover by C. Kaman (lost ball; steal by G. Neal),92,85
368,4,7:16.0,Turnover by A. Jefferson (traveling),,92,85
369,4,7:16.0,,L. Aldridge enters the game for C. Kaman,92,85
370,4,7:16.0,K. Walker enters the game for B. Roberts,,92,85
371,4,6:57.0,,Turnover by D. Lillard (traveling),92,85
372,4,6:57.0,,W. Matthews enters the game for A. Crabbe,92,85
373,4,6:31.0,K. Walker misses 3-pt jump shot from 23 ft,,92,85
374,4,6:30.0,,Defensive rebound by W. Matthews,92,85
375,4,6:18.0,,Turnover by W. Matthews (traveling),92,85
376,4,6:05.0,K. Walker misses 2-pt jump shot from 15 ft (block by S. Blake),,92,85
377,4,6:04.0,,Defensive rebound by L. Aldridge,92,85
