,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHILADELPHIA_ACTION,DETROIT_SCORE,PHILADELPHIA_SCORE
34,1,8:16.0,Defensive rebound by K. Caldwell-Pope,,6,9
35,1,8:03.0,R. Jackson misses 2-pt jump shot from 3 ft,,6,9
36,1,8:01.0,,Defensive rebound by L. Mbah a Moute,6,9
37,1,7:54.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,6,9
38,1,7:51.0,,Offensive rebound by J. Richardson,6,9
39,1,7:29.0,,L. Mbah a Moute misses 2-pt jump shot from 13 ft,6,9
40,1,7:27.0,Defensive rebound by R. Jackson,,6,9
41,1,7:08.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by J. Anthony),,9,9
42,1,6:57.0,,Offensive foul by J. Sampson (drawn by A. Tolliver),9,9
43,1,6:57.0,,Turnover by J. Sampson (offensive foul),9,9
44,1,6:34.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,9,9
45,1,6:33.0,Offensive rebound by A. Tolliver,,9,9
46,1,6:22.0,J. Anthony makes 2-pt layup at rim (assist by K. Caldwell-Pope),,11,9
47,1,6:07.0,,N. Noel makes 2-pt jump shot from 16 ft (assist by J. Richardson),11,11
48,1,5:54.0,K. Caldwell-Pope misses 2-pt layup at rim (block by N. Noel),,11,11
49,1,5:52.0,Offensive rebound by J. Anthony,,11,11
50,1,5:52.0,J. Anthony makes 2-pt jump shot from 10 ft,,13,11
51,1,5:51.0,,Philadelphia full timeout,13,11
52,1,5:51.0,,R. Covington enters the game for J. Sampson,13,11
53,1,5:39.0,,N. Noel makes 2-pt dunk at rim (assist by L. Mbah a Moute),13,13
54,1,5:17.0,R. Jackson misses 3-pt jump shot from 25 ft,,13,13
55,1,5:15.0,,Defensive rebound by R. Covington,13,13
56,1,5:09.0,,Turnover by N. Noel (traveling),13,13
57,1,4:53.0,C. Butler makes 2-pt jump shot from 16 ft (assist by R. Jackson),,15,13
58,1,4:43.0,,L. Mbah a Moute misses 2-pt jump shot from 7 ft (block by J. Anthony),15,13
59,1,4:42.0,,Offensive rebound by N. Noel,15,13
60,1,4:41.0,,N. Noel misses 2-pt layup from 1 ft,15,13
61,1,4:40.0,,Offensive rebound by Team,15,13
62,1,4:40.0,,H. Thompson enters the game for J. Richardson,15,13
63,1,4:20.0,,I. Smith makes 2-pt jump shot from 12 ft,15,15
64,1,3:59.0,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,,15,15
65,1,3:56.0,,Defensive rebound by I. Smith,15,15
66,1,3:52.0,,H. Thompson misses 3-pt jump shot from 23 ft,15,15
67,1,3:50.0,Defensive rebound by J. Anthony,,15,15
68,1,3:41.0,Personal foul by L. Mbah a Moute (drawn by R. Jackson),,15,15
69,1,3:41.0,,I. Canaan enters the game for L. Mbah a Moute,15,15
70,1,3:41.0,,J. Grant enters the game for N. Noel,15,15
71,1,3:41.0,,T. Robinson enters the game for I. Smith,15,15
72,1,3:35.0,Shooting foul by J. Grant (drawn by J. Anthony),,15,15
73,1,3:35.0,J. Anthony makes free throw 1 of 2,,16,15
74,1,3:35.0,S. Dinwiddie enters the game for R. Jackson,,16,15
75,1,3:35.0,T. Prince enters the game for C. Butler,,16,15
76,1,3:35.0,J. Anthony makes free throw 2 of 2,,17,15
77,1,3:17.0,,R. Covington misses 2-pt jump shot from 3 ft,17,15
78,1,3:16.0,Defensive rebound by K. Caldwell-Pope,,17,15
79,1,2:58.0,T. Prince makes 2-pt jump shot from 20 ft,,19,15
80,1,2:38.0,,T. Robinson misses 2-pt layup from 2 ft,19,15
81,1,2:36.0,Defensive rebound by A. Tolliver,,19,15
82,1,2:31.0,A. Tolliver misses 3-pt jump shot from 26 ft,,19,15
83,1,2:28.0,,Defensive rebound by R. Covington,19,15
84,1,2:23.0,,I. Canaan misses 2-pt layup from 1 ft,19,15
85,1,2:19.0,,Offensive rebound by T. Robinson,19,15
86,1,2:19.0,,T. Robinson makes 2-pt layup from 1 ft,19,17
87,1,2:09.0,S. Dinwiddie misses 2-pt jump shot from 16 ft,,19,17
88,1,2:07.0,,Defensive rebound by I. Canaan,19,17
89,1,2:00.0,,R. Covington misses 3-pt jump shot from 26 ft,19,17
90,1,1:58.0,Defensive rebound by S. Dinwiddie,,19,17
91,1,1:44.0,Turnover by T. Prince (lost ball; steal by H. Thompson),,19,17
92,1,1:28.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by I. Canaan),19,20
93,1,1:08.0,S. Dinwiddie misses 2-pt layup from 2 ft,,19,20
94,1,1:07.0,Offensive rebound by J. Anthony,,19,20
95,1,1:01.0,T. Prince misses 2-pt jump shot from 9 ft,,19,20
96,1,1:00.0,Offensive rebound by K. Caldwell-Pope,,19,20
97,1,1:00.0,K. Caldwell-Pope makes 2-pt tip-in from 1 ft,,21,20
98,1,0:47.0,,Shooting foul by S. Dinwiddie (drawn by I. Canaan),21,20
99,1,0:47.0,,I. Canaan makes free throw 1 of 2,21,21
100,1,0:47.0,J. Meeks enters the game for K. Caldwell-Pope,,21,21
101,1,0:47.0,S. Williams enters the game for A. Tolliver,,21,21
102,1,0:47.0,,I. Canaan makes free throw 2 of 2,21,22
103,1,0:24.0,S. Dinwiddie misses 2-pt layup from 2 ft,,21,22
104,1,0:22.0,,Defensive rebound by T. Robinson,21,22
105,1,0:01.0,,J. Grant makes 2-pt layup at rim (assist by I. Canaan),21,24
106,1,0:00.0,S. Dinwiddie misses 3-pt jump shot from 39 ft,,21,24
107,1,0:00.0,Offensive rebound by Team,,21,24
108,2,11:41.0,,Turnover by J. Grant (bad pass; steal by J. Meeks),21,24
109,2,11:40.0,Personal foul by T. Robinson (drawn by S. Dinwiddie),,21,24
110,2,11:19.0,Turnover by J. Anthony (bad pass; steal by R. Covington),,21,24
111,2,11:11.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by I. Canaan),21,27
112,2,10:49.0,T. Prince makes 2-pt jump shot from 15 ft,,23,27
113,2,10:30.0,,T. Robinson makes 2-pt jump shot from 9 ft (assist by R. Covington),23,29
114,2,10:14.0,J. Meeks misses 2-pt jump shot from 19 ft,,23,29
115,2,10:11.0,,Defensive rebound by T. Robinson,23,29
116,2,10:04.0,,Turnover by I. Canaan (bad pass; steal by J. Meeks),23,29
117,2,10:00.0,Personal foul by I. Canaan (drawn by J. Meeks),,23,29
118,2,10:00.0,J. Meeks makes free throw 1 of 2,,24,29
119,2,10:00.0,A. Drummond enters the game for J. Anthony,,24,29
120,2,10:00.0,J. Meeks makes free throw 2 of 2,,25,29
121,2,9:43.0,,T. Robinson makes 2-pt layup from 1 ft (assist by R. Covington),25,31
122,2,9:32.0,Turnover by J. Meeks (lost ball; steal by H. Thompson),,25,31
123,2,9:24.0,,I. Canaan misses 3-pt jump shot from 25 ft,25,31
124,2,9:22.0,Defensive rebound by T. Prince,,25,31
125,2,9:12.0,T. Prince misses 3-pt jump shot from 24 ft,,25,31
126,2,9:10.0,,Defensive rebound by I. Canaan,25,31
127,2,9:06.0,,R. Covington misses 3-pt jump shot from 26 ft,25,31
128,2,9:04.0,Defensive rebound by S. Williams,,25,31
129,2,8:57.0,T. Prince misses 2-pt layup from 2 ft (block by T. Robinson),,25,31
130,2,8:56.0,Offensive rebound by Team,,25,31
131,2,8:56.0,Official timeout,,25,31
132,2,8:48.0,J. Meeks misses 2-pt jump shot from 19 ft,,25,31
133,2,8:46.0,,Defensive rebound by H. Thompson,25,31
134,2,8:39.0,,Turnover by H. Thompson (traveling),25,31
135,2,8:28.0,S. Dinwiddie misses 2-pt jump shot from 16 ft,,25,31
136,2,8:26.0,,Defensive rebound by J. Grant,25,31
137,2,8:08.0,,T. Robinson makes 2-pt layup from 1 ft,25,33
138,2,7:41.0,T. Prince makes 2-pt jump shot from 18 ft (assist by S. Dinwiddie),,27,33
139,2,7:28.0,,T. Robinson misses 2-pt jump shot from 20 ft,27,33
140,2,7:26.0,Defensive rebound by S. Williams,,27,33
141,2,7:20.0,,Violation by R. Covington (kicked ball),27,33
142,2,7:20.0,R. Jackson enters the game for S. Dinwiddie,,27,33
143,2,7:20.0,,L. Mbah a Moute enters the game for R. Covington,27,33
144,2,7:11.0,Turnover by S. Williams (bad pass; steal by T. Robinson),,27,33
145,2,7:05.0,,I. Canaan misses 3-pt jump shot from 24 ft,27,33
146,2,7:03.0,Defensive rebound by A. Drummond,,27,33
147,2,6:55.0,Turnover by S. Williams (lost ball; steal by I. Canaan),,27,33
148,2,6:39.0,,J. Grant misses 2-pt jump shot from 7 ft,27,33
149,2,6:37.0,,Offensive rebound by T. Robinson,27,33
150,2,6:37.0,,T. Robinson makes 2-pt layup from 2 ft,27,35
151,2,6:31.0,Detroit full timeout,,27,35
152,2,6:31.0,,N. Noel enters the game for T. Robinson,27,35
153,2,6:31.0,,J. Richardson enters the game for H. Thompson,27,35
154,2,6:22.0,R. Jackson misses 2-pt jump shot from 6 ft,,27,35
155,2,6:20.0,,Defensive rebound by N. Noel,27,35
156,2,6:05.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,27,35
157,2,6:03.0,Defensive rebound by T. Prince,,27,35
158,2,5:55.0,A. Drummond makes 2-pt hook shot from 2 ft (assist by T. Prince),,29,35
159,2,5:45.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),29,38
160,2,5:30.0,R. Jackson makes 2-pt jump shot from 8 ft,,31,38
161,2,5:16.0,,Personal foul by S. Williams (drawn by N. Noel),31,38
162,2,5:16.0,A. Tolliver enters the game for S. Williams,,31,38
163,2,5:16.0,,I. Smith enters the game for I. Canaan,31,38
164,2,5:01.0,,I. Smith misses 3-pt jump shot from 26 ft,31,38
165,2,5:00.0,,Offensive rebound by J. Grant,31,38
166,2,4:54.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),31,40
167,2,4:27.0,A. Drummond misses 2-pt jump shot from 5 ft,,31,40
168,2,4:25.0,Offensive rebound by A. Tolliver,,31,40
169,2,4:25.0,Turnover by A. Tolliver (bad pass),,31,40
170,2,4:25.0,,J. Sampson enters the game for J. Grant,31,40
171,2,4:05.0,,N. Noel misses 2-pt hook shot from 4 ft,31,40
172,2,4:03.0,Defensive rebound by A. Drummond,,31,40
173,2,3:59.0,Turnover by T. Prince (lost ball; steal by I. Smith),,31,40
174,2,3:53.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by I. Smith),31,43
175,2,3:39.0,R. Jackson misses 2-pt jump shot from 19 ft,,31,43
176,2,3:37.0,Offensive rebound by A. Drummond,,31,43
177,2,3:37.0,A. Drummond misses 2-pt layup at rim,,31,43
178,2,3:35.0,Offensive rebound by R. Jackson,,31,43
179,2,3:26.0,Shooting foul by J. Richardson (drawn by R. Jackson),,31,43
180,2,3:26.0,R. Jackson makes free throw 1 of 2,,32,43
181,2,3:26.0,K. Caldwell-Pope enters the game for J. Meeks,,32,43
182,2,3:26.0,R. Jackson makes free throw 2 of 2,,33,43
183,2,3:14.0,,N. Noel misses 2-pt jump shot from 10 ft,33,43
184,2,3:14.0,Defensive rebound by Team,,33,43
185,2,3:04.0,R. Jackson misses 2-pt jump shot from 10 ft (block by I. Smith),,33,43
186,2,3:03.0,Offensive rebound by R. Jackson,,33,43
187,2,3:00.0,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),,35,43
188,2,3:00.0,Shooting foul by L. Mbah a Moute (drawn by A. Drummond),,35,43
189,2,3:00.0,A. Drummond makes free throw 1 of 1,,36,43
190,2,2:56.0,,Philadelphia full timeout,36,43
191,2,2:42.0,,J. Richardson misses 2-pt jump shot from 18 ft,36,43
192,2,2:40.0,,Offensive rebound by L. Mbah a Moute,36,43
193,2,2:31.0,,Personal foul by T. Prince (drawn by N. Noel),36,43
194,2,2:21.0,,J. Sampson makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),36,45
195,2,2:02.0,Turnover by R. Jackson (bad pass; steal by J. Sampson),,36,45
196,2,1:58.0,,Personal foul by K. Caldwell-Pope (drawn by I. Smith),36,45
197,2,1:47.0,,J. Sampson misses 2-pt layup from 2 ft,36,45
198,2,1:45.0,,Offensive rebound by N. Noel,36,45
199,2,1:45.0,,N. Noel misses 2-pt dunk at rim,36,45
200,2,1:43.0,Defensive rebound by A. Drummond,,36,45
201,2,1:33.0,Turnover by K. Caldwell-Pope (bad pass),,36,45
202,2,1:29.0,,J. Sampson misses 3-pt jump shot from 27 ft,36,45
203,2,1:28.0,,Offensive rebound by Team,36,45
204,2,1:17.0,,I. Smith misses 2-pt jump shot from 3 ft,36,45
205,2,1:15.0,Defensive rebound by R. Jackson,,36,45
206,2,1:09.0,T. Prince misses 2-pt jump shot from 18 ft,,36,45
207,2,1:08.0,,Defensive rebound by J. Richardson,36,45
208,2,1:03.0,,N. Noel makes 2-pt dunk at rim (assist by J. Richardson),36,47
209,2,0:48.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by T. Prince),,39,47
210,2,0:42.0,,I. Smith misses 2-pt jump shot from 5 ft,39,47
211,2,0:41.0,Defensive rebound by R. Jackson,,39,47
212,2,0:31.0,K. Caldwell-Pope misses 2-pt jump shot from 3 ft (block by N. Noel),,39,47
213,2,0:31.0,Offensive rebound by Team,,39,47
214,2,0:22.0,R. Jackson misses 2-pt jump shot from 22 ft,,39,47
215,2,0:21.0,,Defensive rebound by J. Sampson,39,47
216,2,0:03.0,,I. Smith makes 2-pt jump shot from 6 ft,39,49
217,2,0:01.0,Turnover by K. Caldwell-Pope (lost ball; steal by I. Smith),,39,49
218,3,11:38.0,,J. Richardson misses 3-pt jump shot from 25 ft,39,49
219,3,11:36.0,Defensive rebound by K. Caldwell-Pope,,39,49
220,3,11:20.0,K. Caldwell-Pope makes 2-pt jump shot from 9 ft (assist by R. Jackson),,41,49
221,3,10:56.0,,J. Richardson makes 2-pt layup from 2 ft (assist by I. Smith),41,51
222,3,10:32.0,C. Butler makes 2-pt jump shot from 18 ft (assist by R. Jackson),,43,51
223,3,10:17.0,,Personal foul by C. Butler (drawn by N. Noel),43,51
224,3,10:11.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by I. Smith),43,54
225,3,9:59.0,Personal foul by J. Sampson (drawn by A. Tolliver),,43,54
226,3,9:51.0,C. Butler misses 3-pt jump shot from 25 ft,,43,54
227,3,9:49.0,Offensive rebound by A. Drummond,,43,54
228,3,9:44.0,Turnover by A. Drummond (bad pass; steal by I. Smith),,43,54
229,3,9:38.0,,J. Sampson misses 3-pt jump shot from 25 ft,43,54
230,3,9:36.0,,Offensive rebound by L. Mbah a Moute,43,54
231,3,9:29.0,,J. Richardson misses 3-pt jump shot from 26 ft,43,54
232,3,9:27.0,Defensive rebound by R. Jackson,,43,54
233,3,9:06.0,K. Caldwell-Pope misses 2-pt jump shot from 3 ft,,43,54
234,3,9:05.0,Offensive rebound by A. Drummond,,43,54
235,3,9:05.0,Personal foul by L. Mbah a Moute (drawn by A. Drummond),,43,54
236,3,9:01.0,R. Jackson misses 2-pt jump shot from 15 ft,,43,54
237,3,8:59.0,,Defensive rebound by J. Richardson,43,54
238,3,8:56.0,Offensive charge foul by J. Richardson (drawn by A. Tolliver),,43,54
239,3,8:56.0,,Turnover by J. Richardson (offensive foul),43,54
240,3,8:39.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,43,54
241,3,8:37.0,,Defensive rebound by J. Sampson,43,54
242,3,8:32.0,,J. Sampson misses 2-pt jump shot from 6 ft,43,54
243,3,8:30.0,Defensive rebound by A. Drummond,,43,54
244,3,8:23.0,A. Drummond misses 2-pt layup from 2 ft (block by N. Noel),,43,54
245,3,8:23.0,Offensive rebound by Team,,43,54
246,3,8:14.0,A. Tolliver makes 2-pt layup from 1 ft (assist by R. Jackson),,45,54
247,3,8:05.0,,I. Smith misses 2-pt jump shot from 3 ft (block by A. Drummond),45,54
248,3,8:04.0,,Offensive rebound by N. Noel,45,54
249,3,8:03.0,,Shooting foul by A. Tolliver (drawn by N. Noel),45,54
250,3,8:03.0,,N. Noel makes free throw 1 of 2,45,55
251,3,8:03.0,,N. Noel misses free throw 2 of 2,45,55
252,3,8:01.0,,Offensive rebound by J. Sampson,45,55
253,3,7:46.0,,J. Sampson makes 2-pt jump shot from 4 ft (assist by I. Smith),45,57
254,3,7:28.0,C. Butler misses 3-pt jump shot from 24 ft,,45,57
255,3,7:26.0,Offensive rebound by A. Drummond,,45,57
256,3,7:25.0,A. Drummond misses 2-pt jump shot from 4 ft,,45,57
257,3,7:23.0,,Defensive rebound by Team,45,57
258,3,7:09.0,,Turnover by J. Sampson (bad pass; steal by C. Butler),45,57
259,3,7:01.0,C. Butler makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,48,57
260,3,7:01.0,,Philadelphia full timeout,48,57
261,3,6:44.0,,J. Sampson misses 2-pt layup from 2 ft (block by A. Tolliver),48,57
262,3,6:42.0,Defensive rebound by A. Tolliver,,48,57
263,3,6:38.0,C. Butler misses 3-pt jump shot from 24 ft,,48,57
264,3,6:35.0,,Defensive rebound by J. Richardson,48,57
265,3,6:13.0,,L. Mbah a Moute misses 2-pt jump shot from 4 ft,48,57
266,3,6:11.0,Defensive rebound by K. Caldwell-Pope,,48,57
267,3,5:56.0,Turnover by R. Jackson (bad pass; steal by J. Sampson),,48,57
268,3,5:47.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by I. Smith),48,60
269,3,5:22.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by R. Jackson),,50,60
270,3,5:02.0,,I. Smith makes 2-pt jump shot from 4 ft,50,62
271,3,4:44.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,50,62
272,3,4:43.0,,Defensive rebound by J. Sampson,50,62
273,3,4:32.0,,Turnover by J. Sampson (lost ball; steal by C. Butler),50,62
274,3,4:27.0,Shooting foul by I. Smith (drawn by K. Caldwell-Pope),,50,62
275,3,4:27.0,K. Caldwell-Pope makes free throw 1 of 2,,51,62
276,3,4:27.0,S. Dinwiddie enters the game for R. Jackson,,51,62
277,3,4:27.0,,R. Covington enters the game for J. Sampson,51,62
278,3,4:27.0,,J. Grant enters the game for N. Noel,51,62
279,3,4:27.0,,T. Robinson enters the game for J. Richardson,51,62
280,3,4:27.0,,H. Thompson enters the game for L. Mbah a Moute,51,62
281,3,4:27.0,K. Caldwell-Pope makes free throw 2 of 2,,52,62
282,3,4:06.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by I. Smith),52,65
283,3,3:45.0,K. Caldwell-Pope makes 2-pt jump shot from 15 ft,,54,65
284,3,3:27.0,,I. Smith makes 2-pt jump shot from 7 ft,54,67
285,3,3:24.0,Detroit full timeout,,54,67
286,3,3:24.0,,I. Canaan enters the game for I. Smith,54,67
287,3,3:10.0,S. Dinwiddie misses 2-pt jump shot from 8 ft,,54,67
288,3,3:08.0,Offensive rebound by A. Drummond,,54,67
289,3,3:08.0,A. Drummond misses 2-pt tip-in at rim,,54,67
290,3,3:05.0,,Defensive rebound by T. Robinson,54,67
291,3,2:55.0,,T. Robinson misses 2-pt jump shot from 15 ft,54,67
292,3,2:53.0,Defensive rebound by K. Caldwell-Pope,,54,67
293,3,2:34.0,Shooting foul by I. Canaan (drawn by K. Caldwell-Pope),,54,67
294,3,2:34.0,K. Caldwell-Pope makes free throw 1 of 2,,55,67
295,3,2:34.0,J. Meeks enters the game for C. Butler,,55,67
296,3,2:34.0,K. Caldwell-Pope makes free throw 2 of 2,,56,67
297,3,2:13.0,,Turnover by J. Grant (bad pass; steal by J. Meeks),56,67
298,3,2:04.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,59,67
299,3,1:42.0,,Shooting foul by A. Drummond (drawn by I. Canaan),59,67
300,3,1:42.0,,I. Canaan misses free throw 1 of 2,59,67
301,3,1:42.0,,Offensive rebound by Team,59,67
302,3,1:42.0,,I. Canaan makes free throw 2 of 2,59,68
303,3,1:29.0,J. Meeks misses 2-pt jump shot from 11 ft,,59,68
304,3,1:28.0,Offensive rebound by A. Drummond,,59,68
305,3,1:28.0,A. Drummond makes 2-pt tip-in from 1 ft,,61,68
306,3,1:17.0,Offensive charge foul by T. Robinson (drawn by A. Tolliver),,61,68
307,3,1:17.0,,Turnover by T. Robinson (offensive foul),61,68
308,3,1:03.0,S. Dinwiddie misses 2-pt jump shot from 5 ft (block by T. Robinson),,61,68
309,3,1:02.0,Offensive rebound by S. Dinwiddie,,61,68
310,3,1:01.0,Shooting foul by R. Covington (drawn by S. Dinwiddie),,61,68
311,3,1:01.0,S. Dinwiddie makes free throw 1 of 2,,62,68
312,3,1:01.0,J. Anthony enters the game for A. Drummond,,62,68
313,3,1:01.0,S. Dinwiddie makes free throw 2 of 2,,63,68
314,3,0:40.0,,R. Covington misses 3-pt jump shot from 24 ft,63,68
315,3,0:39.0,Defensive rebound by J. Meeks,,63,68
316,3,0:17.0,K. Caldwell-Pope makes 2-pt layup at rim (assist by S. Dinwiddie),,65,68
317,3,0:02.0,,I. Canaan misses 2-pt jump shot from 3 ft (block by J. Anthony),65,68
318,3,0:01.0,,Offensive rebound by Team,65,68
319,3,0:01.0,,H. Thompson misses 2-pt jump shot from 20 ft,65,68
320,3,0:00.0,,Offensive rebound by Team,65,68
321,4,11:46.0,J. Anthony misses 2-pt jump shot from 3 ft (block by T. Robinson),,65,68
322,4,11:43.0,,Defensive rebound by T. Robinson,65,68
323,4,11:32.0,,J. Grant misses 2-pt jump shot from 5 ft (block by J. Anthony),65,68
324,4,11:30.0,Defensive rebound by K. Caldwell-Pope,,65,68
325,4,11:20.0,A. Tolliver misses 3-pt jump shot from 27 ft,,65,68
326,4,11:19.0,,Defensive rebound by Team,65,68
327,4,11:19.0,T. Prince enters the game for A. Tolliver,,65,68
328,4,11:06.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by R. Covington),65,71
329,4,10:49.0,J. Meeks misses 2-pt jump shot from 18 ft,,65,71
330,4,10:46.0,,Defensive rebound by Team,65,71
331,4,10:36.0,,Turnover by I. Canaan (lost ball),65,71
332,4,10:19.0,S. Dinwiddie makes 2-pt jump shot from 17 ft,,67,71
333,4,10:02.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by H. Thompson),67,74
334,4,10:01.0,Detroit full timeout,,67,74
335,4,10:01.0,,F. Aldemir enters the game for T. Robinson,67,74
336,4,9:44.0,S. Dinwiddie misses 2-pt jump shot from 4 ft,,67,74
337,4,9:43.0,,Defensive rebound by Team,67,74
338,4,9:20.0,,I. Canaan misses 2-pt jump shot from 18 ft,67,74
339,4,9:18.0,Defensive rebound by J. Meeks,,67,74
340,4,9:05.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,67,74
341,4,9:03.0,,Defensive rebound by I. Canaan,67,74
342,4,8:52.0,,H. Thompson makes 2-pt jump shot from 9 ft (assist by I. Canaan),67,76
343,4,8:42.0,Personal foul by I. Canaan (drawn by S. Dinwiddie),,67,76
344,4,8:42.0,A. Drummond enters the game for J. Anthony,,67,76
345,4,8:42.0,R. Jackson enters the game for K. Caldwell-Pope,,67,76
346,4,8:33.0,R. Jackson misses 2-pt jump shot from 7 ft,,67,76
347,4,8:31.0,,Defensive rebound by F. Aldemir,67,76
348,4,8:22.0,,Turnover by I. Canaan (bad pass; steal by A. Drummond),67,76
349,4,8:06.0,J. Meeks misses 2-pt jump shot from 10 ft (block by H. Thompson),,67,76
350,4,8:06.0,Offensive rebound by A. Drummond,,67,76
351,4,8:06.0,Shooting foul by J. Grant (drawn by A. Drummond),,67,76
352,4,8:06.0,A. Drummond makes free throw 1 of 2,,68,76
353,4,8:06.0,A. Drummond makes free throw 2 of 2,,69,76
354,4,7:44.0,,J. Grant misses 3-pt jump shot from 25 ft,69,76
355,4,7:42.0,,Offensive rebound by F. Aldemir,69,76
356,4,7:40.0,,I. Canaan misses 3-pt jump shot from 25 ft,69,76
357,4,7:38.0,Defensive rebound by R. Jackson,,69,76
358,4,7:32.0,R. Jackson misses 2-pt jump shot from 5 ft (block by H. Thompson),,69,76
359,4,7:31.0,,Defensive rebound by Team,69,76
360,4,7:09.0,,J. Grant makes 2-pt dunk at rim,69,78
361,4,6:58.0,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by R. Jackson),,72,78
362,4,6:58.0,,Philadelphia full timeout,72,78
363,4,6:43.0,,F. Aldemir misses 2-pt jump shot from 9 ft (block by A. Drummond),72,78
364,4,6:41.0,Defensive rebound by S. Dinwiddie,,72,78
365,4,6:32.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,72,78
366,4,6:31.0,,Defensive rebound by J. Grant,72,78
367,4,6:22.0,,I. Canaan misses 2-pt layup from 2 ft,72,78
368,4,6:20.0,,Offensive rebound by F. Aldemir,72,78
369,4,6:08.0,,I. Canaan makes 3-pt jump shot from 27 ft,72,81
370,4,5:44.0,Turnover by R. Jackson (traveling),,72,81
371,4,5:44.0,K. Caldwell-Pope enters the game for S. Dinwiddie,,72,81
372,4,5:34.0,,Personal foul by R. Jackson (drawn by J. Grant),72,81
