,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
207,2,0:31.0,Defensive rebound by R. Westbrook,,42,41
208,2,0:25.0,R. Westbrook makes 3-pt jump shot from 26 ft,,45,41
209,2,0:04.0,,C. Anthony misses 2-pt layup from 2 ft (block by S. Adams),45,41
210,2,0:03.0,,Offensive rebound by C. Anthony,45,41
211,2,0:01.0,,C. Anthony makes 2-pt layup from 2 ft,45,43
212,3,11:37.0,,C. Anthony misses 2-pt jump shot from 19 ft,45,43
213,3,11:36.0,,Offensive rebound by L. Amundson,45,43
214,3,11:35.0,,L. Amundson misses 2-pt layup from 2 ft,45,43
215,3,11:34.0,,Offensive rebound by L. Amundson,45,43
216,3,11:34.0,,L. Amundson misses 2-pt tip-in from 2 ft,45,43
217,3,11:33.0,Defensive rebound by R. Westbrook,,45,43
218,3,11:10.0,Turnover by R. Westbrook (bad pass; steal by L. Galloway),,45,43
219,3,10:56.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Calderón),45,46
220,3,10:38.0,S. Ibaka misses 2-pt jump shot from 19 ft,,45,46
221,3,10:37.0,,Defensive rebound by L. Galloway,45,46
222,3,10:36.0,,Personal foul by S. Adams (drawn by L. Galloway),45,46
223,3,10:18.0,,J. Smith makes 2-pt jump shot from 14 ft (assist by J. Calderón),45,48
224,3,9:59.0,R. Westbrook misses 2-pt jump shot from 15 ft,,45,48
225,3,9:58.0,,Defensive rebound by J. Calderón,45,48
226,3,9:40.0,,C. Anthony misses 2-pt jump shot from 19 ft,45,48
227,3,9:39.0,,Offensive rebound by J. Smith,45,48
228,3,9:35.0,,L. Galloway misses 3-pt jump shot from 24 ft,45,48
229,3,9:34.0,Defensive rebound by S. Ibaka,,45,48
230,3,9:26.0,Personal foul by J. Smith (drawn by R. Westbrook),,45,48
231,3,9:20.0,P. Jones misses 3-pt jump shot from 24 ft,,45,48
232,3,9:19.0,,Defensive rebound by J. Calderón,45,48
233,3,9:08.0,,L. Amundson misses 2-pt hook shot from 6 ft (block by S. Ibaka),45,48
234,3,9:07.0,Defensive rebound by S. Adams,,45,48
235,3,9:02.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,47,48
236,3,9:02.0,Shooting foul by L. Amundson (drawn by S. Adams),,47,48
237,3,9:02.0,S. Adams makes free throw 1 of 1,,48,48
238,3,8:45.0,,C. Anthony makes 2-pt jump shot from 21 ft (assist by L. Galloway),48,50
239,3,8:26.0,R. Westbrook makes 2-pt layup from 2 ft,,50,50
240,3,8:26.0,Shooting foul by L. Amundson (drawn by R. Westbrook),,50,50
241,3,8:26.0,R. Westbrook makes free throw 1 of 1,,51,50
242,3,8:13.0,,L. Amundson misses 2-pt hook shot from 5 ft,51,50
243,3,8:12.0,Defensive rebound by P. Jones,,51,50
244,3,8:08.0,R. Westbrook makes 2-pt layup from 2 ft,,53,50
245,3,8:08.0,Shooting foul by L. Galloway (drawn by R. Westbrook),,53,50
246,3,8:08.0,R. Westbrook makes free throw 1 of 1,,54,50
247,3,7:49.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by J. Calderón),54,53
248,3,7:33.0,S. Ibaka misses 3-pt jump shot from 24 ft,,54,53
249,3,7:32.0,,Defensive rebound by L. Galloway,54,53
250,3,7:28.0,,L. Galloway misses 2-pt layup from 1 ft (block by S. Ibaka),54,53
251,3,7:27.0,Defensive rebound by P. Jones,,54,53
252,3,7:22.0,R. Westbrook makes 3-pt jump shot from 24 ft,,57,53
253,3,6:58.0,,C. Anthony misses 2-pt jump shot from 20 ft,57,53
254,3,6:57.0,,Offensive rebound by Team,57,53
255,3,6:57.0,Loose ball foul by S. Ibaka (drawn by L. Amundson),,57,53
256,3,6:36.0,,C. Anthony misses 2-pt layup from 2 ft (block by S. Adams),57,53
257,3,6:35.0,Defensive rebound by S. Adams,,57,53
258,3,6:30.0,Turnover by R. Westbrook (lost ball; steal by J. Calderón),,57,53
259,3,6:26.0,,C. Anthony makes 2-pt dunk at rim (assist by J. Calderón),57,55
260,3,6:25.0,Oklahoma City full timeout,,57,55
261,3,6:25.0,R. Jackson enters the game for A. Roberson,,57,55
262,3,6:25.0,,L. Thomas enters the game for J. Smith,57,55
263,3,6:13.0,R. Westbrook misses 2-pt jump shot from 4 ft,,57,55
264,3,6:12.0,,Defensive rebound by L. Amundson,57,55
265,3,5:52.0,,L. Thomas misses 2-pt jump shot from 9 ft,57,55
266,3,5:51.0,Defensive rebound by R. Westbrook,,57,55
267,3,5:46.0,R. Westbrook makes 2-pt layup from 1 ft,,59,55
268,3,5:25.0,,L. Thomas makes 2-pt jump shot from 17 ft (assist by L. Galloway),59,57
269,3,5:03.0,S. Ibaka makes 2-pt jump shot from 8 ft,,61,57
270,3,4:44.0,,C. Anthony misses 2-pt jump shot from 6 ft,61,57
271,3,4:43.0,Defensive rebound by S. Adams,,61,57
272,3,4:35.0,R. Westbrook misses 3-pt jump shot from 26 ft,,61,57
273,3,4:34.0,,Defensive rebound by L. Amundson,61,57
274,3,4:28.0,,Personal foul by R. Jackson (drawn by L. Galloway),61,57
275,3,4:28.0,N. Collison enters the game for S. Ibaka,,61,57
276,3,4:22.0,,L. Thomas makes 2-pt jump shot from 13 ft (assist by J. Calderón),61,59
277,3,4:06.0,S. Adams misses 2-pt layup from 2 ft (block by L. Amundson),,61,59
278,3,4:05.0,,Defensive rebound by J. Calderón,61,59
279,3,4:01.0,,L. Galloway misses 2-pt jump shot from 15 ft,61,59
280,3,4:00.0,Defensive rebound by R. Jackson,,61,59
281,3,3:42.0,R. Westbrook misses 2-pt jump shot from 12 ft,,61,59
282,3,3:41.0,,Defensive rebound by L. Amundson,61,59
283,3,3:21.0,,C. Anthony makes 2-pt jump shot from 14 ft,61,61
284,3,3:02.0,Personal block foul by L. Amundson (drawn by S. Adams),,61,61
285,3,3:02.0,S. Adams makes free throw 1 of 2,,62,61
286,3,3:02.0,D. Waiters enters the game for R. Westbrook,,62,61
287,3,3:02.0,,J. Smith enters the game for L. Amundson,62,61
288,3,3:02.0,S. Adams misses free throw 2 of 2,,62,61
289,3,3:01.0,,Defensive rebound by J. Smith,62,61
290,3,2:48.0,,New York full timeout,62,61
291,3,2:48.0,,T. Hardaway enters the game for J. Calderón,62,61
292,3,2:38.0,,L. Thomas makes 2-pt jump shot from 18 ft (assist by J. Smith),62,63
293,3,2:18.0,P. Jones misses 3-pt jump shot from 25 ft,,62,63
294,3,2:17.0,,Defensive rebound by C. Anthony,62,63
295,3,2:05.0,,Turnover by C. Anthony (bad pass; steal by R. Jackson),62,63
296,3,1:59.0,R. Jackson makes 2-pt layup from 1 ft,,64,63
297,3,1:34.0,,L. Galloway misses 3-pt jump shot from 23 ft,64,63
298,3,1:33.0,,Offensive rebound by C. Anthony,64,63
299,3,1:31.0,,C. Anthony makes 2-pt jump shot from 15 ft,64,65
300,3,1:11.0,R. Jackson misses 3-pt jump shot from 24 ft,,64,65
301,3,1:10.0,Offensive rebound by N. Collison,,64,65
302,3,1:03.0,P. Jones misses 2-pt layup at rim,,64,65
303,3,1:02.0,,Defensive rebound by L. Thomas,64,65
304,3,0:55.0,,C. Anthony misses 3-pt jump shot from 25 ft,64,65
305,3,0:54.0,Defensive rebound by P. Jones,,64,65
306,3,0:41.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by P. Jones),,67,65
307,3,0:30.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by C. Anthony),67,68
308,3,0:11.0,S. Adams misses 2-pt layup from 3 ft,,67,68
309,3,0:10.0,,Defensive rebound by C. Anthony,67,68
310,3,0:03.0,,Personal take foul by P. Jones (drawn by C. Anthony),67,68
311,3,0:01.0,,L. Galloway misses 3-pt jump shot from 25 ft,67,68
312,3,0:00.0,,Offensive rebound by Team,67,68
313,4,11:47.0,D. Waiters makes 2-pt jump shot from 20 ft,,69,68
314,4,11:27.0,,Turnover by S. Larkin (bad pass),69,68
315,4,11:15.0,D. Waiters misses 2-pt layup from 2 ft,,69,68
316,4,11:14.0,,Defensive rebound by J. Smith,69,68
317,4,11:03.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by S. Larkin),69,70
318,4,10:45.0,A. Morrow makes 2-pt jump shot from 8 ft,,71,70
319,4,10:27.0,,Personal foul by N. Collison (drawn by S. Larkin),71,70
320,4,10:15.0,,T. Hardaway misses 2-pt jump shot from 18 ft,71,70
321,4,10:14.0,Defensive rebound by R. Jackson,,71,70
322,4,10:06.0,D. Waiters misses 3-pt jump shot from 23 ft,,71,70
323,4,10:05.0,,Defensive rebound by J. Smith,71,70
324,4,10:01.0,,Shooting foul by A. Morrow (drawn by T. Hardaway),71,70
325,4,10:01.0,,T. Hardaway makes free throw 1 of 2,71,71
326,4,10:01.0,,T. Hardaway makes free throw 2 of 2,71,72
327,4,9:49.0,R. Jackson misses 2-pt jump shot from 18 ft,,71,72
328,4,9:48.0,,Defensive rebound by T. Hardaway,71,72
329,4,9:41.0,,T. Hardaway misses 3-pt jump shot from 24 ft,71,72
330,4,9:40.0,Defensive rebound by Team,,71,72
331,4,9:17.0,R. Jackson misses 3-pt jump shot from 25 ft,,71,72
332,4,9:15.0,Offensive rebound by Team,,71,72
333,4,9:15.0,Turnover by Team (shot clock),,71,72
334,4,8:58.0,,Q. Acy misses 2-pt jump shot from 19 ft,71,72
335,4,8:57.0,,Offensive rebound by S. Larkin,71,72
336,4,8:43.0,,L. Thomas makes 2-pt jump shot from 21 ft (assist by T. Hardaway),71,74
337,4,8:41.0,Oklahoma City full timeout,,71,74
338,4,8:41.0,R. Westbrook enters the game for R. Jackson,,71,74
339,4,8:21.0,K. Perkins misses 2-pt jump shot from 7 ft,,71,74
340,4,8:20.0,Offensive rebound by N. Collison,,71,74
341,4,8:17.0,D. Waiters misses 3-pt jump shot from 24 ft,,71,74
342,4,8:16.0,,Defensive rebound by Q. Acy,71,74
343,4,8:10.0,,T. Hardaway misses 2-pt layup from 1 ft,71,74
344,4,8:09.0,Defensive rebound by N. Collison,,71,74
345,4,8:00.0,K. Perkins misses 2-pt layup from 2 ft (block by T. Hardaway),,71,74
346,4,7:59.0,Offensive rebound by Team,,71,74
347,4,7:59.0,S. Ibaka enters the game for K. Perkins,,71,74
348,4,7:55.0,N. Collison misses 2-pt layup from 1 ft,,71,74
349,4,7:54.0,,Defensive rebound by L. Thomas,71,74
350,4,7:48.0,,Q. Acy misses 2-pt layup from 1 ft,71,74
351,4,7:47.0,Defensive rebound by S. Ibaka,,71,74
352,4,7:46.0,Personal foul by J. Smith (drawn by S. Ibaka),,71,74
353,4,7:46.0,,C. Anthony enters the game for Q. Acy,71,74
354,4,7:33.0,R. Westbrook misses 2-pt jump shot from 15 ft,,71,74
355,4,7:32.0,Offensive rebound by N. Collison,,71,74
356,4,7:32.0,N. Collison makes 2-pt tip-in at rim,,73,74
357,4,7:25.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by L. Thomas),73,77
358,4,7:09.0,Personal foul by J. Smith (drawn by R. Westbrook),,73,77
359,4,7:09.0,R. Jackson enters the game for D. Waiters,,73,77
360,4,7:09.0,,L. Galloway enters the game for S. Larkin,73,77
361,4,7:09.0,,L. Amundson enters the game for J. Smith,73,77
362,4,6:59.0,R. Westbrook misses 3-pt jump shot from 28 ft,,73,77
363,4,6:58.0,,Defensive rebound by L. Thomas,73,77
364,4,6:42.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by C. Anthony),73,80
365,4,6:40.0,Oklahoma City full timeout,,73,80
366,4,6:40.0,S. Adams enters the game for N. Collison,,73,80
367,4,6:19.0,Turnover by R. Westbrook (bad pass),,73,80
368,4,6:04.0,,L. Thomas makes 2-pt hook shot from 8 ft (assist by T. Hardaway),73,82
369,4,5:45.0,Shooting foul by L. Galloway (drawn by R. Westbrook),,73,82
370,4,5:45.0,R. Westbrook makes free throw 1 of 3,,74,82
371,4,5:45.0,R. Westbrook makes free throw 2 of 3,,75,82
372,4,5:45.0,R. Westbrook makes free throw 3 of 3,,76,82
373,4,5:40.0,,Turnover by L. Galloway (bad pass; steal by R. Westbrook),76,82
374,4,5:36.0,Shooting foul by T. Hardaway (drawn by R. Westbrook),,76,82
375,4,5:36.0,R. Westbrook makes free throw 1 of 2,,77,82
376,4,5:36.0,R. Westbrook makes free throw 2 of 2,,78,82
377,4,5:14.0,,C. Anthony misses 2-pt jump shot from 16 ft,78,82
378,4,5:13.0,Defensive rebound by R. Westbrook,,78,82
379,4,5:04.0,R. Westbrook makes 2-pt jump shot from 16 ft,,80,82
380,4,5:02.0,,New York full timeout,80,82
381,4,4:41.0,,L. Galloway makes 2-pt jump shot from 20 ft,80,84
