,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
172,2,3:15.0,Turnover by T. Young (bad pass; steal by R. Jefferson),,41,45
173,2,3:08.0,,C. Villanueva misses 3-pt jump shot from 24 ft,41,45
174,2,3:07.0,Defensive rebound by D. Williams,,41,45
175,2,3:02.0,,D. Nowitzki enters the game for A. Stoudemire,41,45
176,2,3:02.0,,A. Aminu enters the game for C. Villanueva,41,45
177,2,2:59.0,,Violation by D. Nowitzki (kicked ball),41,45
178,2,2:47.0,T. Young makes 2-pt layup at rim (assist by M. Plumlee),,43,45
179,2,2:23.0,,Shooting foul by T. Young (drawn by A. Aminu),43,45
180,2,2:23.0,,A. Aminu makes free throw 1 of 2,43,46
181,2,2:23.0,,A. Aminu makes free throw 2 of 2,43,47
182,2,2:08.0,D. Williams makes 2-pt jump shot from 11 ft (assist by J. Jack),,45,47
183,2,1:50.0,,R. Rondo misses 2-pt jump shot from 18 ft,45,47
184,2,1:49.0,Defensive rebound by M. Plumlee,,45,47
185,2,1:34.0,J. Jack misses 3-pt jump shot from 24 ft,,45,47
186,2,1:33.0,,Defensive rebound by R. Rondo,45,47
187,2,1:27.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,45,47
188,2,1:25.0,Defensive rebound by J. Johnson,,45,47
189,2,1:06.0,Shooting foul by M. Ellis (drawn by T. Young),,45,47
190,2,1:06.0,T. Young makes free throw 1 of 2,,46,47
191,2,1:06.0,,D. Harris enters the game for R. Rondo,46,47
192,2,1:06.0,M. Brown enters the game for J. Jack,,46,47
193,2,1:06.0,T. Young misses free throw 2 of 2,,46,47
194,2,1:05.0,,Defensive rebound by D. Nowitzki,46,47
195,2,1:05.0,Loose ball foul by M. Plumlee (drawn by D. Nowitzki),,46,47
196,2,1:05.0,,D. Nowitzki misses free throw 1 of 2,46,47
197,2,1:05.0,,Offensive rebound by Team,46,47
198,2,1:05.0,,D. Nowitzki makes free throw 2 of 2,46,48
199,2,0:46.0,Turnover by M. Brown (lost ball; steal by A. Aminu),,46,48
200,2,0:31.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by A. Aminu),46,51
201,2,0:26.0,Brooklyn full timeout,,46,51
202,2,0:26.0,J. Jack enters the game for M. Brown,,46,51
203,2,0:11.0,Shooting foul by A. Aminu (drawn by M. Plumlee),,46,51
204,2,0:11.0,M. Plumlee makes free throw 1 of 2,,47,51
205,2,0:11.0,,R. Rondo enters the game for A. Aminu,47,51
206,2,0:11.0,M. Brown enters the game for T. Young,,47,51
207,2,0:11.0,,Dallas full timeout,47,51
208,2,0:11.0,M. Plumlee misses free throw 2 of 2,,47,51
209,2,0:10.0,,Defensive rebound by R. Rondo,47,51
210,2,0:00.0,,R. Rondo misses 2-pt layup at rim,47,51
211,2,0:00.0,Defensive rebound by M. Plumlee,,47,51
212,3,11:43.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,47,51
213,3,11:42.0,Defensive rebound by A. Anderson,,47,51
214,3,11:28.0,A. Anderson makes 3-pt jump shot from 22 ft (assist by M. Brown),,50,51
215,3,11:09.0,,J. Barea misses 3-pt jump shot from 24 ft,50,51
216,3,11:08.0,Defensive rebound by D. Williams,,50,51
217,3,10:51.0,J. Johnson misses 3-pt jump shot from 22 ft,,50,51
218,3,10:50.0,,Defensive rebound by M. Ellis,50,51
219,3,10:36.0,,R. Jefferson misses 3-pt jump shot from 22 ft,50,51
220,3,10:35.0,Defensive rebound by M. Plumlee,,50,51
221,3,10:26.0,J. Johnson makes 2-pt jump shot from 11 ft,,52,51
222,3,9:59.0,,R. Rondo misses 2-pt jump shot from 18 ft,52,51
223,3,9:58.0,Defensive rebound by M. Brown,,52,51
224,3,9:52.0,D. Williams makes 2-pt layup at rim,,54,51
225,3,9:33.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),54,53
226,3,9:15.0,Turnover by J. Johnson (lost ball; steal by M. Ellis),,54,53
227,3,9:09.0,,J. Barea misses 2-pt layup from 1 ft,54,53
228,3,9:06.0,Defensive rebound by A. Anderson,,54,53
229,3,9:01.0,J. Johnson misses 3-pt jump shot from 24 ft,,54,53
230,3,9:00.0,Offensive rebound by M. Plumlee,,54,53
231,3,8:56.0,D. Williams makes 3-pt jump shot from 25 ft (assist by M. Brown),,57,53
232,3,8:55.0,,Dallas full timeout,57,53
233,3,8:45.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by M. Ellis),57,55
234,3,8:30.0,Offensive foul by M. Plumlee (drawn by M. Ellis),,57,55
235,3,8:30.0,Turnover by M. Plumlee (offensive foul),,57,55
236,3,8:21.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by M. Ellis),57,58
237,3,8:04.0,J. Johnson makes 2-pt jump shot from 9 ft,,59,58
238,3,7:40.0,,R. Jefferson misses 2-pt layup from 1 ft (block by M. Plumlee),59,58
239,3,7:39.0,,Offensive rebound by J. Barea,59,58
240,3,7:39.0,,Shooting foul by M. Brown (drawn by J. Barea),59,58
241,3,7:39.0,,J. Barea misses free throw 1 of 2,59,58
242,3,7:39.0,,Offensive rebound by Team,59,58
243,3,7:39.0,,J. Barea makes free throw 2 of 2,59,59
244,3,7:31.0,Personal foul by R. Rondo (drawn by D. Williams),,59,59
245,3,7:21.0,D. Williams makes 2-pt layup from 1 ft,,61,59
246,3,7:07.0,,M. Ellis misses 2-pt jump shot from 6 ft,61,59
247,3,7:06.0,Defensive rebound by D. Williams,,61,59
248,3,6:56.0,M. Brown makes 2-pt jump shot from 8 ft,,63,59
249,3,6:36.0,,J. Barea misses 2-pt jump shot from 10 ft,63,59
250,3,6:35.0,Defensive rebound by M. Plumlee,,63,59
251,3,6:24.0,A. Anderson misses 3-pt jump shot from 22 ft,,63,59
252,3,6:23.0,Offensive rebound by M. Plumlee,,63,59
253,3,6:18.0,Shooting foul by R. Rondo (drawn by M. Plumlee),,63,59
254,3,6:18.0,M. Plumlee makes 2-pt layup from 1 ft,,65,59
255,3,6:18.0,,A. Aminu enters the game for R. Rondo,65,59
256,3,6:18.0,,A. Stoudemire enters the game for J. Barea,65,59
257,3,6:18.0,,D. Harris enters the game for D. Nowitzki,65,59
258,3,6:18.0,M. Plumlee misses free throw 1 of 1,,65,59
259,3,6:17.0,,Defensive rebound by A. Stoudemire,65,59
260,3,6:02.0,,A. Stoudemire misses 2-pt layup from 1 ft,65,59
261,3,6:00.0,Defensive rebound by M. Brown,,65,59
262,3,5:43.0,D. Williams makes 3-pt jump shot from 26 ft (assist by M. Brown),,68,59
263,3,5:22.0,,Turnover by M. Ellis (dbl dribble),68,59
264,3,5:06.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by M. Brown),,71,59
265,3,4:54.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Harris),71,62
266,3,4:41.0,Shooting foul by D. Harris (drawn by D. Williams),,71,62
267,3,4:41.0,D. Williams makes free throw 1 of 2,,72,62
268,3,4:41.0,J. Jack enters the game for M. Brown,,72,62
269,3,4:41.0,D. Williams makes free throw 2 of 2,,73,62
270,3,4:25.0,Violation by M. Plumlee (def goaltending),,73,62
271,3,4:25.0,,A. Aminu makes 2-pt layup from 2 ft,73,64
272,3,4:25.0,Technical foul by M. Plumlee,,73,64
273,3,4:25.0,,M. Ellis makes technical free throw,73,65
274,3,4:25.0,B. Lopez enters the game for M. Plumlee,,73,65
275,3,4:04.0,D. Williams misses 2-pt layup from 2 ft (block by A. Aminu),,73,65
276,3,4:01.0,,Defensive rebound by R. Jefferson,73,65
277,3,4:01.0,,Turnover by R. Jefferson (traveling),73,65
278,3,3:47.0,B. Lopez misses 2-pt jump shot from 20 ft,,73,65
279,3,3:46.0,,Defensive rebound by R. Jefferson,73,65
280,3,3:38.0,,M. Ellis misses 2-pt jump shot from 17 ft,73,65
281,3,3:37.0,Defensive rebound by J. Johnson,,73,65
282,3,3:35.0,Brooklyn full timeout,,73,65
283,3,3:35.0,T. Young enters the game for J. Johnson,,73,65
284,3,3:17.0,A. Anderson misses 2-pt jump shot from 18 ft,,73,65
285,3,3:16.0,,Defensive rebound by A. Stoudemire,73,65
286,3,3:10.0,,Personal foul by B. Lopez (drawn by A. Stoudemire),73,65
287,3,2:56.0,,R. Jefferson misses 3-pt jump shot from 24 ft,73,65
288,3,2:55.0,Defensive rebound by D. Williams,,73,65
289,3,2:46.0,D. Williams misses 2-pt layup from 1 ft,,73,65
290,3,2:45.0,Offensive rebound by T. Young,,73,65
291,3,2:43.0,T. Young makes 2-pt layup at rim,,75,65
292,3,2:17.0,,M. Ellis misses 3-pt jump shot from 25 ft,75,65
293,3,2:16.0,Defensive rebound by Team,,75,65
294,3,2:15.0,M. Brown enters the game for D. Williams,,75,65
295,3,2:03.0,T. Young makes 2-pt layup at rim (assist by J. Jack),,77,65
296,3,2:02.0,,Dallas full timeout,77,65
297,3,2:02.0,,C. Villanueva enters the game for R. Jefferson,77,65
298,3,1:51.0,,C. Villanueva misses 2-pt jump shot from 19 ft,77,65
299,3,1:50.0,Defensive rebound by M. Brown,,77,65
300,3,1:30.0,M. Brown misses 3-pt jump shot from 25 ft,,77,65
301,3,1:29.0,,Defensive rebound by A. Aminu,77,65
302,3,1:23.0,,D. Harris makes 2-pt layup from 1 ft (assist by A. Aminu),77,67
303,3,1:16.0,Brooklyn full timeout,,77,67
304,3,1:16.0,B. Bogdanović enters the game for M. Brown,,77,67
305,3,1:07.0,T. Young misses 2-pt jump shot from 4 ft,,77,67
306,3,1:06.0,,Defensive rebound by A. Stoudemire,77,67
307,3,0:52.0,,A. Stoudemire misses 2-pt layup from 1 ft (block by T. Young),77,67
308,3,0:51.0,,Offensive rebound by Team,77,67
309,3,0:49.0,,C. Villanueva misses 2-pt jump shot from 7 ft,77,67
310,3,0:48.0,Defensive rebound by B. Bogdanović,,77,67
311,3,0:37.0,T. Young makes 3-pt jump shot from 24 ft (assist by J. Jack),,80,67
312,3,0:24.0,,Shooting block foul by J. Jack (drawn by M. Ellis),80,67
313,3,0:24.0,,M. Ellis makes free throw 1 of 2,80,68
314,3,0:24.0,,B. James enters the game for A. Stoudemire,80,68
315,3,0:24.0,,R. Jefferson enters the game for A. Aminu,80,68
316,3,0:24.0,,M. Ellis makes free throw 2 of 2,80,69
317,3,0:05.0,J. Jack misses 2-pt layup from 2 ft,,80,69
318,3,0:03.0,Offensive rebound by B. Lopez,,80,69
319,3,0:03.0,B. Lopez misses 2-pt layup at rim,,80,69
320,3,0:03.0,Offensive rebound by B. Lopez,,80,69
321,3,0:03.0,B. Lopez misses 2-pt tip-in at rim,,80,69
322,3,0:02.0,Offensive rebound by B. Lopez,,80,69
323,3,0:02.0,B. Lopez makes 2-pt layup at rim,,82,69
324,3,0:01.0,,D. Harris makes 3-pt jump shot from 47 ft,82,72
325,4,11:41.0,B. Lopez misses 2-pt jump shot from 7 ft (block by B. James),,82,72
326,4,11:39.0,,Defensive rebound by J. Barea,82,72
327,4,11:33.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,82,72
328,4,11:31.0,Defensive rebound by B. Lopez,,82,72
329,4,11:22.0,T. Young misses 3-pt jump shot from 24 ft,,82,72
330,4,11:22.0,,Defensive rebound by Team,82,72
331,4,11:06.0,,D. Nowitzki misses 3-pt jump shot from 22 ft,82,72
332,4,11:05.0,Defensive rebound by B. Bogdanović,,82,72
333,4,11:05.0,,Loose ball foul by B. James (drawn by B. Bogdanović),82,72
334,4,11:05.0,J. Johnson enters the game for A. Anderson,,82,72
335,4,10:52.0,J. Jack misses 3-pt jump shot from 24 ft,,82,72
336,4,10:51.0,,Defensive rebound by D. Nowitzki,82,72
337,4,10:32.0,,Shooting foul by T. Young (drawn by B. James),82,72
338,4,10:32.0,,B. James makes free throw 1 of 2,82,73
339,4,10:32.0,,B. James makes free throw 2 of 2,82,74
340,4,10:21.0,Shooting foul by R. Jefferson (drawn by B. Bogdanović),,82,74
341,4,10:21.0,B. Bogdanović makes free throw 1 of 2,,83,74
342,4,10:21.0,,A. Aminu enters the game for R. Jefferson,83,74
343,4,10:21.0,B. Bogdanović misses free throw 2 of 2,,83,74
344,4,10:20.0,,Defensive rebound by A. Aminu,83,74
345,4,10:12.0,,Personal foul by B. Bogdanović (drawn by D. Nowitzki),83,74
346,4,9:57.0,,Turnover by Team (shot clock),83,74
347,4,9:38.0,J. Jack misses 2-pt jump shot from 18 ft,,83,74
348,4,9:37.0,,Defensive rebound by A. Aminu,83,74
349,4,9:30.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Harris),83,77
350,4,9:16.0,D. Williams enters the game for B. Bogdanović,,83,77
351,4,9:07.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by T. Young),,86,77
352,4,8:44.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),86,80
353,4,8:29.0,Shooting foul by D. Nowitzki (drawn by B. Lopez),,86,80
354,4,8:29.0,Official timeout,,86,80
355,4,8:29.0,B. Lopez misses free throw 1 of 2,,86,80
356,4,8:29.0,Offensive rebound by Team,,86,80
357,4,8:29.0,B. Lopez makes free throw 2 of 2,,87,80
358,4,8:17.0,M. Plumlee enters the game for B. Lopez,,87,80
359,4,8:07.0,,D. Harris misses 3-pt jump shot from 25 ft,87,80
360,4,8:06.0,Defensive rebound by M. Plumlee,,87,80
361,4,7:51.0,T. Young makes 2-pt jump shot from 6 ft,,89,80
362,4,7:33.0,,J. Barea misses 3-pt jump shot from 23 ft,89,80
363,4,7:32.0,Defensive rebound by D. Williams,,89,80
364,4,7:20.0,Personal foul by J. Barea (drawn by D. Williams),,89,80
365,4,7:20.0,,A. Stoudemire enters the game for J. Barea,89,80
366,4,7:20.0,,R. Rondo enters the game for D. Harris,89,80
367,4,7:20.0,,M. Ellis enters the game for B. James,89,80
368,4,7:20.0,,C. Villanueva enters the game for D. Nowitzki,89,80
369,4,7:10.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by M. Plumlee),,92,80
370,4,7:08.0,,Dallas full timeout,92,80
371,4,7:08.0,,D. Harris enters the game for A. Aminu,92,80
372,4,6:53.0,,C. Villanueva misses 2-pt layup from 1 ft,92,80
373,4,6:51.0,,Offensive rebound by R. Rondo,92,80
374,4,6:51.0,,R. Rondo makes 2-pt tip-in at rim,92,82
375,4,6:30.0,J. Jack makes 2-pt jump shot from 17 ft,,94,82
376,4,6:16.0,,C. Villanueva makes 2-pt dunk at rim (assist by R. Rondo),94,84
377,4,5:54.0,J. Johnson misses 2-pt jump shot at rim,,94,84
378,4,5:53.0,Offensive rebound by J. Johnson,,94,84
379,4,5:53.0,J. Johnson misses 2-pt layup at rim,,94,84
380,4,5:52.0,,Defensive rebound by R. Rondo,94,84
381,4,5:46.0,,M. Ellis misses 3-pt jump shot from 22 ft,94,84
382,4,5:43.0,,Offensive rebound by C. Villanueva,94,84
383,4,5:34.0,,R. Rondo misses 2-pt jump shot from 17 ft,94,84
384,4,5:33.0,Defensive rebound by D. Williams,,94,84
