,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
387,4,4:37.0,I. Smith misses 2-pt jump shot from 9 ft,,79,92
388,4,4:34.0,,Defensive rebound by E. Davis,79,92
389,4,4:19.0,,Personal foul by I. Smith (drawn by J. Lin),79,92
390,4,4:19.0,,J. Lin makes free throw 1 of 2,79,93
391,4,4:19.0,,J. Lin makes free throw 2 of 2,79,94
392,4,4:04.0,H. Thompson misses 2-pt layup from 1 ft (block by E. Davis),,79,94
393,4,4:04.0,,Defensive rebound by Team,79,94
394,4,3:52.0,,J. Brown misses 2-pt jump shot from 14 ft,79,94
395,4,3:51.0,Defensive rebound by N. Noel,,79,94
396,4,3:44.0,R. Covington misses 3-pt jump shot from 24 ft,,79,94
397,4,3:42.0,,Defensive rebound by C. Boozer,79,94
398,4,3:27.0,,E. Davis misses 2-pt layup from 2 ft,79,94
399,4,3:26.0,Defensive rebound by R. Covington,,79,94
400,4,3:20.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by I. Smith),,82,94
401,4,3:01.0,,J. Lin misses 2-pt jump shot from 17 ft,82,94
402,4,3:00.0,Defensive rebound by N. Noel,,82,94
403,4,2:48.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,82,94
404,4,2:47.0,,Defensive rebound by C. Boozer,82,94
405,4,2:41.0,,J. Lin misses 2-pt layup from 1 ft,82,94
406,4,2:41.0,Defensive rebound by Team,,82,94
407,4,2:41.0,,Loose ball foul by E. Davis (drawn by R. Covington),82,94
408,4,2:41.0,,LA Lakers full timeout,82,94
409,4,2:41.0,I. Canaan enters the game for L. Mbah a Moute,,82,94
410,4,2:26.0,H. Thompson makes 2-pt jump shot from 6 ft (assist by I. Smith),,84,94
411,4,2:10.0,,Shooting foul by R. Covington (drawn by J. Brown),84,94
412,4,2:10.0,,J. Brown makes free throw 1 of 2,84,95
413,4,2:10.0,,W. Johnson enters the game for C. Boozer,84,95
414,4,2:10.0,,J. Brown makes free throw 2 of 2,84,96
415,4,2:01.0,Turnover by I. Smith (bad pass),,84,96
416,4,1:39.0,,Turnover by R. Kelly (lost ball),84,96
417,4,1:31.0,Turnover by H. Thompson (lost ball),,84,96
418,4,1:16.0,,E. Davis makes 2-pt layup at rim (assist by J. Lin),84,98
419,4,1:16.0,Philadelphia full timeout,,84,98
420,4,1:06.0,Turnover by I. Canaan (lost ball; steal by W. Johnson),,84,98
421,4,1:02.0,,Shooting foul by I. Canaan (drawn by J. Brown),84,98
422,4,1:02.0,,J. Brown misses free throw 1 of 2,84,98
423,4,1:02.0,,Offensive rebound by Team,84,98
424,4,1:02.0,,J. Brown makes free throw 2 of 2,84,99
425,4,1:02.0,Philadelphia full timeout,,84,99
426,4,0:50.0,N. Noel makes 2-pt dunk at rim (assist by H. Thompson),,86,99
427,4,0:32.0,,Shooting foul by N. Noel (drawn by J. Brown),86,99
428,4,0:32.0,,J. Brown makes free throw 1 of 2,86,100
429,4,0:32.0,,J. Brown makes free throw 2 of 2,86,101
430,4,0:25.0,Shooting foul by E. Davis (drawn by N. Noel),,86,101
431,4,0:25.0,N. Noel makes free throw 1 of 2,,87,101
432,4,0:25.0,N. Noel misses free throw 2 of 2,,87,101
433,4,0:24.0,Offensive rebound by Team,,87,101
434,4,0:12.0,I. Canaan misses 3-pt jump shot from 26 ft,,87,101
435,4,0:11.0,Offensive rebound by H. Thompson,,87,101
436,4,0:08.0,H. Thompson misses 2-pt jump shot from 5 ft,,87,101
437,4,0:06.0,Offensive rebound by H. Thompson,,87,101
438,4,0:03.0,R. Covington misses 3-pt jump shot from 23 ft,,87,101
439,4,0:03.0,,Defensive rebound by Team,87,101
