,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
108,1,0:50.0,,K. Middleton makes clear path free throw 2 of 2,21,31
109,1,0:40.0,,K. Middleton misses 2-pt jump shot from 16 ft,21,31
110,1,0:39.0,Defensive rebound by T. Harris,,21,31
111,1,0:27.0,V. Oladipo misses 3-pt jump shot from 25 ft,,21,31
112,1,0:27.0,Offensive rebound by Team,,21,31
113,1,0:27.0,,Loose ball foul by J. Henson (drawn by D. Dedmon),21,31
114,1,0:27.0,D. Dedmon misses free throw 1 of 2,,21,31
115,1,0:27.0,Offensive rebound by Team,,21,31
116,1,0:27.0,,G. Antetokounmpo enters the game for K. Middleton,21,31
117,1,0:27.0,D. Dedmon makes free throw 2 of 2,,22,31
118,1,0:07.0,,G. Antetokounmpo misses 2-pt jump shot from 21 ft,22,31
119,1,0:05.0,Defensive rebound by A. Gordon,,22,31
120,1,0:02.0,T. Harris misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,22,31
121,1,0:00.0,,Defensive rebound by J. Henson,22,31
122,2,11:49.0,,G. Antetokounmpo misses 2-pt layup at rim (block by T. Harris),22,31
123,2,11:47.0,Defensive rebound by A. Nicholson,,22,31
124,2,11:33.0,A. Nicholson makes 2-pt hook shot from 6 ft,,24,31
125,2,11:16.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),24,33
126,2,11:16.0,,Violation by Team (delay of game),24,33
127,2,10:49.0,W. Green makes 3-pt jump shot from 23 ft (assist by A. Nicholson),,27,33
128,2,10:24.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,27,33
129,2,10:23.0,Defensive rebound by E. Payton,,27,33
130,2,10:00.0,E. Payton misses 2-pt jump shot from 15 ft (block by J. Henson),,27,33
131,2,9:59.0,,Defensive rebound by J. Bayless,27,33
132,2,9:57.0,,Personal foul by W. Green (drawn by J. Bayless),27,33
133,2,9:44.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by J. Henson),27,36
134,2,9:30.0,T. Harris makes 2-pt jump shot from 8 ft (assist by E. Payton),,29,36
135,2,9:22.0,,O. Mayo misses 3-pt jump shot from 24 ft,29,36
136,2,9:20.0,Defensive rebound by T. Harris,,29,36
137,2,9:04.0,T. Harris misses 2-pt jump shot from 3 ft (block by J. Dudley),,29,36
138,2,9:02.0,Offensive rebound by T. Harris,,29,36
139,2,9:00.0,E. Payton misses 2-pt layup at rim,,29,36
140,2,8:58.0,,Defensive rebound by J. Bayless,29,36
141,2,8:54.0,,Turnover by G. Antetokounmpo (bad pass; steal by W. Green),29,36
142,2,8:48.0,E. Payton misses 2-pt jump shot from 14 ft,,29,36
143,2,8:46.0,,Defensive rebound by G. Antetokounmpo,29,36
144,2,8:31.0,,J. Dudley makes 2-pt jump shot from 11 ft (assist by J. Henson),29,38
145,2,8:15.0,T. Harris makes 3-pt jump shot from 27 ft (assist by E. Payton),,32,38
146,2,7:47.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft,32,38
147,2,7:45.0,Defensive rebound by A. Gordon,,32,38
148,2,7:25.0,W. Green misses 2-pt layup from 2 ft (block by O. Mayo),,32,38
149,2,7:25.0,Offensive rebound by Team,,32,38
150,2,7:25.0,Official timeout,,32,38
151,2,7:22.0,A. Nicholson makes 2-pt jump shot from 17 ft (assist by E. Payton),,34,38
152,2,7:04.0,,J. Bayless misses 2-pt jump shot from 16 ft,34,38
153,2,7:03.0,,Offensive rebound by J. Henson,34,38
154,2,6:53.0,,G. Antetokounmpo misses 2-pt layup at rim (block by T. Harris),34,38
155,2,6:53.0,,Offensive rebound by Team,34,38
156,2,6:50.0,,Offensive foul by G. Antetokounmpo (drawn by T. Harris),34,38
157,2,6:50.0,,Turnover by G. Antetokounmpo (offensive foul),34,38
158,2,6:26.0,T. Harris misses 2-pt jump shot from 12 ft,,34,38
159,2,6:24.0,Offensive rebound by A. Gordon,,34,38
160,2,6:24.0,A. Gordon makes 2-pt tip-in at rim,,36,38
161,2,6:06.0,,Turnover by J. Bayless (bad pass; steal by E. Payton),36,38
162,2,6:02.0,Turnover by E. Payton (bad pass; steal by J. Dudley),,36,38
163,2,5:55.0,,J. Bayless misses 3-pt jump shot from 24 ft,36,38
164,2,5:54.0,Defensive rebound by A. Gordon,,36,38
165,2,5:51.0,W. Green makes 2-pt layup from 1 ft,,38,38
166,2,5:51.0,Shooting foul by O. Mayo (drawn by W. Green),,38,38
167,2,5:51.0,,Milwaukee full timeout,38,38
168,2,5:51.0,,E. İlyasova enters the game for O. Mayo,38,38
169,2,5:51.0,,M. Carter-Williams enters the game for J. Dudley,38,38
170,2,5:51.0,,K. Middleton enters the game for J. Bayless,38,38
171,2,5:51.0,W. Green makes free throw 1 of 1,,39,38
172,2,5:40.0,,Personal foul by E. Payton (drawn by G. Antetokounmpo),39,38
173,2,5:25.0,,E. İlyasova misses 2-pt layup at rim (block by A. Gordon),39,38
174,2,5:23.0,,Offensive rebound by J. Henson,39,38
175,2,5:18.0,,E. İlyasova makes 2-pt layup at rim (assist by J. Henson),39,40
176,2,5:03.0,W. Green misses 2-pt jump shot from 18 ft,,39,40
177,2,5:02.0,,Defensive rebound by M. Carter-Williams,39,40
178,2,4:47.0,,J. Henson makes 2-pt dunk at rim (assist by E. İlyasova),39,42
179,2,4:40.0,Orlando full timeout,,39,42
180,2,4:40.0,N. Vučević enters the game for A. Gordon,,39,42
181,2,4:40.0,V. Oladipo enters the game for W. Green,,39,42
182,2,4:31.0,N. Vučević misses 2-pt jump shot from 16 ft,,39,42
183,2,4:30.0,Offensive rebound by E. Payton,,39,42
184,2,4:17.0,E. Payton makes 2-pt jump shot from 15 ft,,41,42
185,2,4:03.0,,K. Middleton misses 2-pt jump shot from 8 ft,41,42
186,2,4:03.0,,Offensive rebound by Team,41,42
187,2,4:03.0,Loose ball foul by E. Payton (drawn by J. Henson),,41,42
188,2,4:03.0,,Z. Pachulia enters the game for J. Henson,41,42
189,2,3:54.0,,K. Middleton makes 2-pt hook shot from 8 ft (assist by Z. Pachulia),41,44
190,2,3:45.0,T. Harris makes 3-pt jump shot from 22 ft (assist by E. Payton),,44,44
191,2,3:40.0,,G. Antetokounmpo misses 2-pt layup at rim (block by T. Harris),44,44
192,2,3:40.0,,Offensive rebound by Team,44,44
193,2,3:37.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft (block by E. Payton),44,44
194,2,3:35.0,Defensive rebound by T. Harris,,44,44
195,2,3:34.0,T. Harris makes 2-pt layup from 1 ft,,46,44
196,2,3:34.0,Shooting foul by E. İlyasova (drawn by T. Harris),,46,44
197,2,3:34.0,T. Harris makes free throw 1 of 1,,47,44
198,2,3:17.0,,E. İlyasova makes 2-pt jump shot from 22 ft (assist by M. Carter-Williams),47,46
199,2,2:54.0,E. Payton misses 3-pt jump shot from 25 ft,,47,46
200,2,2:53.0,,Defensive rebound by M. Carter-Williams,47,46
201,2,2:28.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),47,48
202,2,2:03.0,A. Nicholson misses 3-pt jump shot from 25 ft,,47,48
203,2,2:02.0,,Defensive rebound by G. Antetokounmpo,47,48
204,2,1:47.0,,G. Antetokounmpo makes 2-pt jump shot from 4 ft (assist by Z. Pachulia),47,50
205,2,1:47.0,,Shooting foul by A. Nicholson (drawn by G. Antetokounmpo),47,50
206,2,1:47.0,D. Dedmon enters the game for A. Nicholson,,47,50
207,2,1:47.0,,G. Antetokounmpo makes free throw 1 of 1,47,51
208,2,1:33.0,E. Payton makes 2-pt jump shot from 5 ft,,49,51
209,2,1:21.0,,Turnover by M. Carter-Williams (lost ball; steal by E. Payton),49,51
210,2,1:16.0,E. Payton misses 2-pt layup from 1 ft,,49,51
211,2,1:15.0,,Defensive rebound by E. İlyasova,49,51
212,2,1:10.0,Offensive charge foul by E. İlyasova (drawn by V. Oladipo),,49,51
213,2,1:10.0,,Turnover by E. İlyasova (offensive foul),49,51
214,2,1:02.0,,Offensive charge foul by E. Payton (drawn by E. İlyasova),49,51
215,2,1:02.0,Turnover by E. Payton (offensive foul),,49,51
216,2,1:02.0,W. Green enters the game for E. Payton,,49,51
217,2,0:53.0,,Turnover by Z. Pachulia (bad pass; steal by V. Oladipo),49,51
218,2,0:51.0,Personal take foul by Z. Pachulia (drawn by V. Oladipo),,49,51
219,2,0:33.0,W. Green misses 2-pt jump shot from 7 ft,,49,51
220,2,0:32.0,Offensive rebound by D. Dedmon,,49,51
221,2,0:32.0,D. Dedmon makes 2-pt dunk at rim,,51,51
222,2,0:11.0,,K. Middleton makes 2-pt jump shot from 15 ft,51,53
223,3,12:00.0,Technical foul by E. Payton,,51,53
224,3,12:00.0,,K. Middleton makes technical free throw,51,54
225,3,11:48.0,,M. Carter-Williams makes 2-pt jump shot from 13 ft,51,56
226,3,11:25.0,N. Vučević misses 2-pt jump shot from 15 ft,,51,56
227,3,11:24.0,Offensive rebound by D. Dedmon,,51,56
228,3,11:17.0,Turnover by V. Oladipo (lost ball; steal by K. Middleton),,51,56
229,3,11:11.0,,Turnover by M. Carter-Williams (bad pass; steal by E. Payton),51,56
230,3,10:59.0,E. Payton makes 2-pt layup at rim,,53,56
231,3,10:59.0,Shooting foul by K. Middleton (drawn by E. Payton),,53,56
232,3,10:59.0,E. Payton makes free throw 1 of 1,,54,56
233,3,10:43.0,,Personal foul by V. Oladipo (drawn by E. İlyasova),54,56
234,3,10:29.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,54,56
235,3,10:29.0,Defensive rebound by Team,,54,56
236,3,10:18.0,Personal foul by G. Antetokounmpo (drawn by T. Harris),,54,56
237,3,10:16.0,Turnover by T. Harris (bad pass; steal by Z. Pachulia),,54,56
238,3,10:08.0,,K. Middleton misses 3-pt jump shot from 24 ft,54,56
239,3,10:07.0,Defensive rebound by T. Harris,,54,56
240,3,10:01.0,Personal foul by G. Antetokounmpo (drawn by T. Harris),,54,56
241,3,10:01.0,,O. Mayo enters the game for G. Antetokounmpo,54,56
242,3,9:54.0,T. Harris misses 3-pt jump shot from 26 ft,,54,56
243,3,9:53.0,,Defensive rebound by M. Carter-Williams,54,56
244,3,9:42.0,,E. İlyasova misses 2-pt layup from 2 ft (block by D. Dedmon),54,56
245,3,9:39.0,Defensive rebound by V. Oladipo,,54,56
246,3,9:33.0,Orlando full timeout,,54,56
247,3,9:20.0,V. Oladipo misses 2-pt jump shot from 13 ft,,54,56
248,3,9:19.0,,Defensive rebound by Z. Pachulia,54,56
249,3,9:03.0,,M. Carter-Williams makes 2-pt jump shot from 15 ft,54,58
250,3,8:52.0,Personal foul by M. Carter-Williams (drawn by E. Payton),,54,58
251,3,8:36.0,N. Vučević misses 2-pt jump shot from 18 ft,,54,58
252,3,8:34.0,,Defensive rebound by M. Carter-Williams,54,58
253,3,8:26.0,,Z. Pachulia makes 2-pt layup at rim (assist by M. Carter-Williams),54,60
254,3,7:59.0,V. Oladipo makes 2-pt jump shot from 17 ft,,56,60
255,3,7:44.0,,Turnover by M. Carter-Williams (bad pass; steal by V. Oladipo),56,60
256,3,7:38.0,V. Oladipo misses 2-pt layup at rim,,56,60
257,3,7:38.0,Offensive rebound by Team,,56,60
258,3,7:28.0,D. Dedmon makes 2-pt dunk at rim (assist by V. Oladipo),,58,60
259,3,7:05.0,,E. İlyasova makes 2-pt layup at rim,58,62
260,3,6:47.0,T. Harris misses 3-pt jump shot from 23 ft,,58,62
261,3,6:46.0,,Defensive rebound by M. Carter-Williams,58,62
262,3,6:42.0,,E. İlyasova misses 2-pt layup at rim (block by V. Oladipo),58,62
263,3,6:39.0,Defensive rebound by T. Harris,,58,62
264,3,6:34.0,N. Vučević makes 2-pt layup at rim (assist by E. Payton),,60,62
265,3,6:11.0,,K. Middleton misses 2-pt jump shot from 17 ft,60,62
266,3,6:10.0,,Offensive rebound by Z. Pachulia,60,62
267,3,6:10.0,,Z. Pachulia makes 2-pt tip-in at rim,60,64
268,3,5:44.0,N. Vučević misses 2-pt jump shot from 5 ft,,60,64
269,3,5:43.0,Offensive rebound by D. Dedmon,,60,64
270,3,5:27.0,E. Payton misses 2-pt jump shot from 16 ft,,60,64
271,3,5:25.0,,Defensive rebound by O. Mayo,60,64
272,3,5:15.0,,Turnover by O. Mayo (lost ball; steal by T. Harris),60,64
273,3,5:14.0,Turnover by T. Harris (lost ball),,60,64
274,3,5:10.0,,O. Mayo makes 2-pt layup at rim (assist by Z. Pachulia),60,66
275,3,4:53.0,T. Harris makes 3-pt jump shot from 22 ft (assist by N. Vučević),,63,66
276,3,4:41.0,,Shooting block foul by N. Vučević (drawn by E. İlyasova),63,66
277,3,4:41.0,,E. İlyasova misses free throw 1 of 2,63,66
278,3,4:41.0,,Offensive rebound by Team,63,66
279,3,4:41.0,,E. İlyasova makes free throw 2 of 2,63,67
280,3,4:24.0,Turnover by N. Vučević (bad pass),,63,67
281,3,4:24.0,A. Gordon enters the game for T. Harris,,63,67
282,3,4:24.0,,J. Henson enters the game for Z. Pachulia,63,67
283,3,4:04.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by E. İlyasova),63,69
284,3,3:50.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),,65,69
285,3,3:33.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),65,71
286,3,3:15.0,W. Green enters the game for D. Dedmon,,65,71
287,3,3:07.0,N. Vučević misses 2-pt jump shot from 19 ft,,65,71
288,3,3:06.0,,Defensive rebound by K. Middleton,65,71
289,3,2:52.0,,K. Middleton misses 2-pt jump shot from 13 ft,65,71
290,3,2:51.0,Defensive rebound by N. Vučević,,65,71
291,3,2:30.0,Turnover by N. Vučević (bad pass; steal by M. Carter-Williams),,65,71
292,3,2:30.0,,Turnover by M. Carter-Williams (bad pass),65,71
293,3,2:30.0,,Milwaukee full timeout,65,71
294,3,2:30.0,,J. Dudley enters the game for E. İlyasova,65,71
295,3,2:08.0,V. Oladipo misses 2-pt layup from 2 ft,,65,71
296,3,2:06.0,,Defensive rebound by J. Dudley,65,71
297,3,1:48.0,,Turnover by J. Henson (traveling),65,71
298,3,1:27.0,W. Green misses 3-pt jump shot from 26 ft,,65,71
299,3,1:25.0,Offensive rebound by N. Vučević,,65,71
300,3,1:24.0,N. Vučević makes 2-pt tip-in at rim,,67,71
301,3,1:10.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,67,71
302,3,1:09.0,,Offensive rebound by M. Carter-Williams,67,71
303,3,1:02.0,,J. Henson misses 2-pt layup at rim,67,71
304,3,1:02.0,Defensive rebound by Team,,67,71
305,3,1:02.0,T. Harris enters the game for V. Oladipo,,67,71
306,3,0:47.0,T. Harris makes 3-pt jump shot from 24 ft (assist by W. Green),,70,71
307,3,0:31.0,,O. Mayo misses 3-pt jump shot from 23 ft,70,71
308,3,0:30.0,Defensive rebound by A. Gordon,,70,71
309,3,0:24.0,W. Green misses 2-pt jump shot from 3 ft (block by J. Henson),,70,71
310,3,0:22.0,,Defensive rebound by O. Mayo,70,71
311,3,0:19.0,,O. Mayo makes 2-pt layup from 1 ft,70,73
312,3,0:19.0,,Shooting foul by N. Vučević (drawn by O. Mayo),70,73
313,3,0:19.0,,J. Bayless enters the game for M. Carter-Williams,70,73
314,3,0:19.0,V. Oladipo enters the game for A. Gordon,,70,73
315,3,0:19.0,,O. Mayo misses free throw 1 of 1,70,73
316,3,0:19.0,Defensive rebound by N. Vučević,,70,73
317,3,0:02.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,72,73
318,4,11:49.0,V. Oladipo misses 2-pt layup at rim,,72,73
319,4,11:47.0,,Defensive rebound by J. Bayless,72,73
320,4,11:36.0,,Turnover by O. Mayo (bad pass),72,73
321,4,11:13.0,A. Nicholson misses 2-pt hook shot from 5 ft,,72,73
322,4,11:11.0,,Defensive rebound by J. Dudley,72,73
323,4,11:01.0,,J. Dudley makes 2-pt jump shot from 19 ft (assist by J. Bayless),72,75
324,4,10:36.0,T. Harris misses 3-pt jump shot from 25 ft,,72,75
325,4,10:34.0,Offensive rebound by A. Gordon,,72,75
326,4,10:32.0,A. Gordon makes 2-pt layup at rim,,74,75
327,4,10:18.0,,J. Bayless misses 3-pt jump shot from 24 ft,74,75
328,4,10:16.0,Defensive rebound by A. Nicholson,,74,75
329,4,10:05.0,V. Oladipo misses 2-pt jump shot from 16 ft,,74,75
330,4,10:04.0,,Defensive rebound by J. Henson,74,75
331,4,9:51.0,,J. Bayless makes 2-pt jump shot from 17 ft,74,77
332,4,9:21.0,V. Oladipo misses 2-pt jump shot from 4 ft,,74,77
333,4,9:19.0,Offensive rebound by A. Gordon,,74,77
334,4,9:19.0,A. Gordon makes 2-pt tip-in from 1 ft,,76,77
335,4,8:56.0,,J. Bayless misses 3-pt jump shot from 24 ft,76,77
336,4,8:55.0,Defensive rebound by A. Gordon,,76,77
337,4,8:46.0,T. Harris makes 2-pt layup at rim,,78,77
338,4,8:46.0,,Milwaukee full timeout,78,77
339,4,8:36.0,Violation by A. Nicholson (kicked ball),,78,77
340,4,8:32.0,Violation by T. Harris (kicked ball),,78,77
341,4,8:23.0,,J. Dudley misses 3-pt jump shot from 23 ft,78,77
342,4,8:22.0,Defensive rebound by V. Oladipo,,78,77
343,4,8:00.0,A. Nicholson misses 2-pt hook shot from 6 ft,,78,77
344,4,8:00.0,,Defensive rebound by Team,78,77
345,4,7:47.0,,Turnover by J. Dudley (back court),78,77
346,4,7:35.0,V. Oladipo misses 2-pt jump shot from 16 ft,,78,77
347,4,7:34.0,,Defensive rebound by G. Antetokounmpo,78,77
348,4,7:17.0,,J. Bayless makes 2-pt jump shot from 13 ft (assist by J. Henson),78,79
349,4,6:59.0,Personal foul by J. Dudley (drawn by A. Gordon),,78,79
350,4,6:59.0,Orlando full timeout,,78,79
351,4,6:59.0,N. Vučević enters the game for A. Nicholson,,78,79
352,4,6:59.0,E. Payton enters the game for V. Oladipo,,78,79
353,4,6:50.0,N. Vučević makes 2-pt jump shot from 10 ft,,80,79
354,4,6:31.0,,J. Bayless makes 2-pt jump shot from 17 ft,80,81
355,4,6:13.0,A. Gordon makes 2-pt jump shot from 18 ft,,82,81
356,4,5:58.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,82,81
357,4,5:57.0,,Offensive rebound by J. Bayless,82,81
358,4,5:50.0,,J. Henson misses 2-pt layup at rim,82,81
359,4,5:48.0,Defensive rebound by A. Gordon,,82,81
360,4,5:37.0,W. Green misses 2-pt layup from 1 ft (block by J. Henson),,82,81
361,4,5:34.0,Offensive rebound by A. Gordon,,82,81
362,4,5:29.0,W. Green misses 3-pt jump shot from 24 ft,,82,81
363,4,5:28.0,,Defensive rebound by J. Henson,82,81
364,4,5:19.0,,O. Mayo misses 3-pt jump shot from 25 ft,82,81
365,4,5:19.0,Defensive rebound by Team,,82,81
366,4,4:59.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),,84,81
367,4,4:32.0,,J. Henson makes 2-pt jump shot from 3 ft (assist by J. Bayless),84,83
368,4,4:32.0,,Shooting foul by N. Vučević (drawn by J. Henson),84,83
369,4,4:32.0,,M. Carter-Williams enters the game for O. Mayo,84,83
370,4,4:32.0,,K. Middleton enters the game for J. Bayless,84,83
371,4,4:32.0,Technical foul by Team,,84,83
372,4,4:32.0,,K. Middleton misses technical free throw,84,83
373,4,4:32.0,,Offensive rebound by Team,84,83
374,4,4:32.0,,J. Henson misses free throw 1 of 1,84,83
375,4,4:31.0,Defensive rebound by T. Harris,,84,83
376,4,4:23.0,Turnover by W. Green (dbl dribble),,84,83
