,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,HOUSTON_ACTION,CHARLOTTE_SCORE,HOUSTON_SCORE
379,4,5:45.0,,Offensive charge foul by M. Kidd-Gilchrist (drawn by D. Motiejūnas),73,85
380,4,5:45.0,Turnover by M. Kidd-Gilchrist (offensive foul),,73,85
381,4,5:45.0,,Houston full timeout,73,85
382,4,5:45.0,,D. Howard enters the game for D. Motiejūnas,73,85
383,4,5:45.0,,J. Harden enters the game for C. Brewer,73,85
384,4,5:45.0,G. Neal enters the game for C. Zeller,,73,85
385,4,5:33.0,,T. Ariza misses 3-pt jump shot from 23 ft,73,85
386,4,5:32.0,Defensive rebound by B. Biyombo,,73,85
387,4,5:19.0,G. Henderson misses 2-pt jump shot from 17 ft,,73,85
388,4,5:19.0,Offensive rebound by Team,,73,85
389,4,5:19.0,,Loose ball foul by J. Smith (drawn by B. Biyombo),73,85
390,4,5:19.0,B. Biyombo makes free throw 1 of 2,,74,85
391,4,5:19.0,B. Biyombo makes free throw 2 of 2,,75,85
392,4,5:10.0,,T. Ariza makes 2-pt layup from 2 ft (assist by J. Harden),75,87
393,4,5:10.0,,Shooting foul by G. Neal (drawn by T. Ariza),75,87
394,4,5:10.0,,T. Ariza makes free throw 1 of 1,75,88
395,4,4:55.0,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,,75,88
396,4,4:54.0,,Defensive rebound by J. Harden,75,88
397,4,4:35.0,,J. Smith misses 3-pt jump shot from 24 ft,75,88
398,4,4:34.0,Defensive rebound by G. Neal,,75,88
399,4,4:25.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by G. Neal),,77,88
400,4,4:01.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by D. Howard),77,91
401,4,3:47.0,Shooting foul by T. Ariza (drawn by G. Henderson),,77,91
402,4,3:47.0,G. Henderson makes free throw 1 of 2,,78,91
403,4,3:47.0,G. Henderson makes free throw 2 of 2,,79,91
404,4,3:31.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by T. Ariza),79,94
405,4,3:16.0,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,,79,94
406,4,3:15.0,,Defensive rebound by D. Howard,79,94
407,4,3:03.0,,Personal foul by G. Henderson (drawn by J. Harden),79,94
408,4,2:54.0,,J. Harden makes 2-pt jump shot from 16 ft,79,96
409,4,2:39.0,G. Henderson misses 3-pt jump shot from 25 ft,,79,96
410,4,2:38.0,,Defensive rebound by J. Terry,79,96
411,4,2:30.0,,J. Harden makes 3-pt jump shot from 27 ft,79,99
412,4,2:29.0,Charlotte full timeout,,79,99
413,4,2:29.0,N. Vonleh enters the game for G. Henderson,,79,99
414,4,2:29.0,B. Roberts enters the game for K. Walker,,79,99
415,4,2:29.0,P. Hairston enters the game for G. Neal,,79,99
416,4,2:29.0,,D. Motiejūnas enters the game for T. Ariza,79,99
417,4,2:29.0,,J. Dorsey enters the game for J. Smith,79,99
418,4,2:29.0,,I. Canaan enters the game for D. Howard,79,99
419,4,2:29.0,,N. Johnson enters the game for J. Harden,79,99
420,4,2:29.0,,K. Papanikolaou enters the game for J. Terry,79,99
421,4,2:15.0,P. Hairston misses 2-pt jump shot from 19 ft,,79,99
422,4,2:14.0,Offensive rebound by M. Kidd-Gilchrist,,79,99
423,4,2:12.0,Shooting foul by D. Motiejūnas (drawn by M. Kidd-Gilchrist),,79,99
424,4,2:12.0,M. Kidd-Gilchrist makes free throw 1 of 2,,80,99
425,4,2:12.0,M. Kidd-Gilchrist makes free throw 2 of 2,,81,99
426,4,1:54.0,,K. Papanikolaou misses 2-pt jump shot from 5 ft (block by M. Kidd-Gilchrist),81,99
427,4,1:52.0,Defensive rebound by M. Kidd-Gilchrist,,81,99
428,4,1:48.0,M. Kidd-Gilchrist makes 2-pt layup from 3 ft,,83,99
429,4,1:35.0,,I. Canaan misses 3-pt jump shot from 24 ft,83,99
430,4,1:34.0,Defensive rebound by B. Biyombo,,83,99
431,4,1:22.0,B. Roberts misses 2-pt jump shot from 21 ft,,83,99
432,4,1:21.0,,Defensive rebound by J. Dorsey,83,99
433,4,1:07.0,,D. Motiejūnas misses 3-pt jump shot from 22 ft,83,99
434,4,1:05.0,,Offensive rebound by I. Canaan,83,99
435,4,0:49.0,,N. Johnson makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),83,102
436,4,0:40.0,P. Hairston misses 3-pt jump shot from 25 ft,,83,102
437,4,0:39.0,,Defensive rebound by I. Canaan,83,102
438,4,0:19.0,,I. Canaan misses 3-pt jump shot from 25 ft,83,102
439,4,0:17.0,Defensive rebound by N. Vonleh,,83,102
440,4,0:11.0,B. Roberts misses 3-pt jump shot from 25 ft,,83,102
441,4,0:10.0,Offensive rebound by B. Biyombo,,83,102
442,4,0:02.0,N. Vonleh misses 2-pt jump shot from 19 ft,,83,102
443,4,0:01.0,Offensive rebound by P. Hairston,,83,102
