,QUARTER,TIME_REMAINING,MIAMI_ACTION,CLEVELAND_ACTION,MIAMI_SCORE,CLEVELAND_SCORE
51,1,4:35.0,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),,20,23
52,1,4:14.0,,K. Irving misses 3-pt jump shot from 28 ft,20,23
53,1,4:13.0,Defensive rebound by D. Wade,,20,23
54,1,4:08.0,Personal foul by J. Jones (drawn by M. Beasley),,20,23
55,1,4:08.0,G. Dragić enters the game for D. Wade,,20,23
56,1,4:08.0,,I. Shumpert enters the game for L. James,20,23
57,1,4:08.0,,T. Thompson enters the game for J. Jones,20,23
58,1,4:06.0,Personal foul by K. Irving (drawn by M. Chalmers),,20,23
59,1,3:57.0,M. Beasley makes 2-pt jump shot from 15 ft (assist by G. Dragić),,22,23
60,1,3:38.0,,I. Shumpert misses 3-pt jump shot from 24 ft,22,23
61,1,3:37.0,,Offensive rebound by Team,22,23
62,1,3:37.0,Loose ball foul by M. Beasley (drawn by T. Thompson),,22,23
63,1,3:31.0,,Shooting foul by G. Dragić (drawn by K. Irving),22,23
64,1,3:31.0,,K. Irving makes free throw 1 of 2,22,24
65,1,3:31.0,T. Johnson enters the game for L. Deng,,22,24
66,1,3:31.0,,K. Irving makes free throw 2 of 2,22,25
67,1,3:19.0,M. Chalmers misses 2-pt jump shot from 6 ft,,22,25
68,1,3:18.0,,Defensive rebound by T. Thompson,22,25
69,1,3:07.0,,I. Shumpert makes 2-pt jump shot from 15 ft (assist by K. Irving),22,27
70,1,2:54.0,M. Beasley misses 3-pt jump shot from 24 ft,,22,27
71,1,2:52.0,,Defensive rebound by J. Smith,22,27
72,1,2:35.0,,J. Smith makes 2-pt jump shot from 20 ft,22,29
73,1,2:24.0,Offensive foul by H. Whiteside (drawn by I. Shumpert),,22,29
74,1,2:24.0,Turnover by H. Whiteside (offensive foul),,22,29
75,1,2:24.0,,Cleveland full timeout,22,29
76,1,2:24.0,C. Andersen enters the game for H. Whiteside,,22,29
77,1,2:24.0,,M. Dellavedova enters the game for T. Mozgov,22,29
78,1,2:24.0,,L. James enters the game for K. Irving,22,29
79,1,2:24.0,L. Deng enters the game for T. Johnson,,22,29
80,1,2:12.0,,Personal foul by M. Chalmers (drawn by J. Smith),22,29
81,1,2:12.0,,J. Smith misses free throw 1 of 2,22,29
82,1,2:12.0,,Offensive rebound by Team,22,29
83,1,2:12.0,,J. Smith makes free throw 2 of 2,22,30
84,1,1:55.0,Turnover by G. Dragić (bad pass; steal by I. Shumpert),,22,30
85,1,1:51.0,,Turnover by L. James (traveling),22,30
86,1,1:33.0,L. Deng misses 2-pt jump shot from 6 ft,,22,30
87,1,1:32.0,,Defensive rebound by M. Dellavedova,22,30
88,1,1:25.0,,Turnover by I. Shumpert (bad pass),22,30
89,1,1:03.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by M. Chalmers),,25,30
90,1,0:41.0,,L. James makes 2-pt jump shot from 13 ft (assist by J. Smith),25,32
91,1,0:23.0,Personal foul by J. Smith (drawn by L. Deng),,25,32
92,1,0:23.0,L. Deng makes free throw 1 of 2,,26,32
93,1,0:23.0,T. Johnson enters the game for G. Dragić,,26,32
94,1,0:23.0,L. Deng makes free throw 2 of 2,,27,32
95,1,0:03.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,27,32
96,1,0:02.0,,Offensive rebound by I. Shumpert,27,32
97,1,0:00.0,,I. Shumpert makes 2-pt jump shot from 15 ft,27,34
98,2,11:42.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by L. James),27,37
99,2,11:24.0,Turnover by M. Beasley (bad pass; steal by I. Shumpert),,27,37
100,2,11:19.0,,L. James makes 2-pt jump shot from 7 ft (assist by K. Irving),27,39
101,2,11:19.0,,Shooting foul by M. Beasley (drawn by L. James),27,39
102,2,11:19.0,D. Wade enters the game for M. Beasley,,27,39
103,2,11:19.0,,L. James misses free throw 1 of 1,27,39
104,2,11:18.0,Defensive rebound by C. Andersen,,27,39
105,2,11:03.0,G. Dragić misses 2-pt jump shot from 11 ft,,27,39
106,2,11:01.0,,Defensive rebound by L. James,27,39
107,2,10:59.0,,Personal foul by C. Andersen (drawn by L. James),27,39
108,2,10:52.0,,Turnover by M. Dellavedova (bad pass; steal by M. Chalmers),27,39
109,2,10:48.0,L. Deng makes 2-pt layup from 1 ft (assist by M. Chalmers),,29,39
110,2,10:41.0,,Turnover by K. Irving (lost ball; steal by M. Chalmers),29,39
111,2,10:34.0,D. Wade misses 2-pt jump shot from 12 ft,,29,39
112,2,10:33.0,,Defensive rebound by I. Shumpert,29,39
113,2,10:20.0,,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),29,41
114,2,10:01.0,Shooting foul by I. Shumpert (drawn by D. Wade),,29,41
115,2,10:01.0,D. Wade misses free throw 1 of 2,,29,41
116,2,10:01.0,Offensive rebound by Team,,29,41
117,2,10:01.0,D. Wade misses free throw 2 of 2,,29,41
118,2,10:00.0,,Defensive rebound by T. Thompson,29,41
119,2,9:39.0,,K. Irving misses 2-pt jump shot from 9 ft,29,41
120,2,9:38.0,,Offensive rebound by T. Thompson,29,41
121,2,9:36.0,,T. Thompson misses 2-pt layup from 1 ft (block by G. Dragić),29,41
122,2,9:35.0,Defensive rebound by G. Dragić,,29,41
123,2,9:30.0,Turnover by D. Wade (bad pass; steal by M. Dellavedova),,29,41
124,2,9:22.0,,I. Shumpert misses 2-pt jump shot from 14 ft,29,41
125,2,9:20.0,,Offensive rebound by T. Thompson,29,41
126,2,9:12.0,,K. Irving misses 3-pt jump shot from 22 ft,29,41
127,2,9:11.0,Defensive rebound by C. Andersen,,29,41
128,2,9:07.0,Personal foul by M. Dellavedova (drawn by G. Dragić),,29,41
129,2,9:04.0,Turnover by D. Wade (bad pass; steal by L. James),,29,41
130,2,8:59.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),29,43
131,2,8:57.0,Miami full timeout,,29,43
132,2,8:57.0,,J. Smith enters the game for M. Dellavedova,29,43
133,2,8:41.0,M. Chalmers makes 2-pt layup at rim (assist by C. Andersen),,31,43
134,2,8:25.0,H. Whiteside enters the game for C. Andersen,,31,43
135,2,8:14.0,,Turnover by Team (shot clock),31,43
136,2,7:55.0,G. Dragić misses 2-pt layup from 1 ft (block by T. Thompson),,31,43
137,2,7:54.0,,Defensive rebound by T. Thompson,31,43
138,2,7:50.0,,J. Smith misses 3-pt jump shot from 25 ft,31,43
139,2,7:48.0,,Offensive rebound by T. Thompson,31,43
140,2,7:48.0,,Personal foul by H. Whiteside (drawn by T. Thompson),31,43
141,2,7:48.0,,T. Mozgov enters the game for T. Thompson,31,43
142,2,7:35.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),31,45
143,2,7:19.0,D. Wade misses 3-pt jump shot from 25 ft,,31,45
144,2,7:18.0,,Defensive rebound by L. James,31,45
145,2,7:03.0,,K. Irving makes 2-pt layup at rim,31,47
146,2,7:03.0,Miami full timeout,,31,47
147,2,7:03.0,,T. Thompson enters the game for L. James,31,47
148,2,6:40.0,Turnover by D. Wade (lost ball; steal by T. Thompson),,31,47
149,2,6:30.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by K. Irving),31,50
150,2,6:25.0,Miami full timeout,,31,50
151,2,6:25.0,T. Johnson enters the game for L. Deng,,31,50
152,2,6:25.0,H. Walker enters the game for D. Wade,,31,50
153,2,6:25.0,J. Ennis enters the game for G. Dragić,,31,50
154,2,6:14.0,Shooting foul by T. Mozgov (drawn by J. Ennis),,31,50
155,2,6:14.0,J. Ennis makes free throw 1 of 2,,32,50
156,2,6:14.0,J. Ennis makes free throw 2 of 2,,33,50
157,2,5:59.0,,Turnover by K. Irving (bad pass; steal by T. Johnson),33,50
158,2,5:53.0,H. Whiteside makes 2-pt jump shot from 5 ft (assist by M. Chalmers),,35,50
159,2,5:30.0,,K. Irving makes 2-pt jump shot from 15 ft,35,52
160,2,5:09.0,H. Whiteside makes 2-pt dunk at rim (assist by M. Chalmers),,37,52
161,2,4:55.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by J. Smith),37,55
162,2,4:41.0,M. Chalmers makes 2-pt layup at rim,,39,55
163,2,4:27.0,,K. Irving misses 2-pt jump shot from 19 ft,39,55
164,2,4:26.0,Defensive rebound by M. Chalmers,,39,55
165,2,4:19.0,Turnover by M. Chalmers (lost ball; steal by K. Irving),,39,55
166,2,4:15.0,,Shooting foul by H. Walker (drawn by T. Thompson),39,55
167,2,4:15.0,,T. Thompson misses free throw 1 of 2,39,55
168,2,4:15.0,,Offensive rebound by Team,39,55
169,2,4:15.0,,M. Dellavedova enters the game for K. Irving,39,55
170,2,4:15.0,L. Deng enters the game for H. Walker,,39,55
171,2,4:15.0,,T. Thompson misses free throw 2 of 2,39,55
172,2,4:14.0,Defensive rebound by H. Whiteside,,39,55
173,2,3:59.0,Turnover by M. Chalmers (lost ball; steal by M. Dellavedova),,39,55
174,2,3:59.0,,Personal foul by H. Whiteside (drawn by M. Dellavedova),39,55
175,2,3:59.0,,M. Dellavedova makes free throw 1 of 2,39,56
176,2,3:59.0,C. Andersen enters the game for H. Whiteside,,39,56
177,2,3:59.0,,L. James enters the game for I. Shumpert,39,56
178,2,3:59.0,,J. Jones enters the game for T. Mozgov,39,56
179,2,3:59.0,,M. Dellavedova makes free throw 2 of 2,39,57
180,2,3:48.0,T. Johnson makes 2-pt layup at rim (assist by C. Andersen),,41,57
181,2,3:27.0,,J. Smith misses 3-pt jump shot from 24 ft,41,57
182,2,3:26.0,,Offensive rebound by Team,41,57
183,2,3:26.0,Loose ball foul by T. Johnson (drawn by T. Thompson),,41,57
184,2,3:26.0,,T. Thompson makes free throw 1 of 2,41,58
185,2,3:26.0,,T. Thompson makes free throw 2 of 2,41,59
186,2,3:11.0,Shooting foul by J. Smith (drawn by T. Johnson),,41,59
187,2,3:11.0,T. Johnson makes free throw 1 of 2,,42,59
188,2,3:11.0,T. Johnson makes free throw 2 of 2,,43,59
189,2,2:58.0,,M. Dellavedova misses 2-pt jump shot from 14 ft,43,59
190,2,2:56.0,Defensive rebound by L. Deng,,43,59
191,2,2:43.0,Turnover by M. Chalmers (bad pass),,43,59
192,2,2:43.0,Official timeout,,43,59
193,2,2:43.0,G. Dragić enters the game for M. Chalmers,,43,59
194,2,2:43.0,,K. Irving enters the game for J. Smith,43,59
195,2,2:21.0,,L. James misses 2-pt jump shot from 15 ft,43,59
196,2,2:19.0,Defensive rebound by J. Ennis,,43,59
197,2,2:06.0,T. Johnson misses 2-pt jump shot from 20 ft,,43,59
198,2,2:05.0,,Defensive rebound by T. Thompson,43,59
199,2,1:56.0,,Turnover by T. Thompson (bad pass; steal by T. Johnson),43,59
200,2,1:49.0,G. Dragić misses 3-pt jump shot from 24 ft,,43,59
201,2,1:48.0,,Defensive rebound by T. Thompson,43,59
202,2,1:40.0,,J. Jones misses 3-pt jump shot from 23 ft,43,59
203,2,1:39.0,Defensive rebound by J. Ennis,,43,59
204,2,1:36.0,Shooting foul by M. Dellavedova (drawn by G. Dragić),,43,59
205,2,1:36.0,G. Dragić makes 2-pt layup from 2 ft,,45,59
206,2,1:36.0,G. Dragić makes free throw 1 of 1,,46,59
207,2,1:14.0,,J. Jones misses 3-pt jump shot from 25 ft,46,59
208,2,1:13.0,Defensive rebound by T. Johnson,,46,59
209,2,1:08.0,L. Deng makes 2-pt dunk at rim (assist by T. Johnson),,48,59
210,2,1:02.0,,Cleveland full timeout,48,59
211,2,0:48.0,,Shooting foul by C. Andersen (drawn by L. James),48,59
212,2,0:48.0,,L. James makes free throw 1 of 2,48,60
213,2,0:48.0,,L. James makes free throw 2 of 2,48,61
214,2,0:35.0,L. Deng makes 2-pt jump shot from 5 ft (assist by G. Dragić),,50,61
215,2,0:26.0,,K. Irving misses 2-pt jump shot from 10 ft,50,61
216,2,0:23.0,Defensive rebound by L. Deng,,50,61
217,2,0:06.0,T. Johnson misses 2-pt jump shot from 22 ft,,50,61
218,2,0:04.0,,Defensive rebound by T. Thompson,50,61
219,2,0:00.0,,L. James misses 3-pt jump shot from 37 ft,50,61
220,2,0:00.0,,Offensive rebound by Team,50,61
221,3,11:43.0,,K. Irving makes 3-pt jump shot from 25 ft,50,64
222,3,11:20.0,H. Whiteside makes 2-pt layup at rim (assist by G. Dragić),,52,64
223,3,11:04.0,,L. James makes 3-pt jump shot from 24 ft,52,67
224,3,10:45.0,L. Deng makes 2-pt layup at rim (assist by T. Johnson),,54,67
225,3,10:21.0,,Turnover by T. Mozgov (3 sec),54,67
226,3,10:09.0,T. Johnson makes 2-pt jump shot from 18 ft,,56,67
227,3,9:52.0,,K. Irving makes 2-pt jump shot from 8 ft,56,69
228,3,9:39.0,Turnover by T. Johnson (bad pass; steal by K. Irving),,56,69
229,3,9:35.0,,K. Irving makes 2-pt layup at rim,56,71
230,3,9:20.0,L. Deng misses 3-pt jump shot from 22 ft,,56,71
231,3,9:19.0,Offensive rebound by J. Ennis,,56,71
232,3,9:19.0,Personal foul by K. Irving (drawn by J. Ennis),,56,71
233,3,9:08.0,Shooting foul by T. Mozgov (drawn by H. Whiteside),,56,71
234,3,9:08.0,H. Whiteside misses free throw 1 of 2,,56,71
235,3,9:08.0,Offensive rebound by Team,,56,71
236,3,9:08.0,H. Whiteside makes free throw 2 of 2,,57,71
237,3,8:53.0,,Turnover by L. James (bad pass; steal by L. Deng),57,71
238,3,8:39.0,G. Dragić misses 2-pt layup from 1 ft,,57,71
239,3,8:38.0,,Defensive rebound by T. Mozgov,57,71
240,3,8:31.0,,K. Irving misses 3-pt jump shot from 24 ft,57,71
241,3,8:30.0,Defensive rebound by L. Deng,,57,71
242,3,8:20.0,Personal foul by J. Jones (drawn by T. Johnson),,57,71
243,3,8:10.0,T. Johnson misses 2-pt layup from 2 ft (block by T. Mozgov),,57,71
244,3,8:08.0,Offensive rebound by H. Whiteside,,57,71
245,3,8:05.0,H. Whiteside misses 2-pt layup from 2 ft (block by L. James),,57,71
246,3,8:04.0,,Defensive rebound by L. James,57,71
247,3,7:53.0,,K. Irving makes 2-pt layup at rim,57,73
248,3,7:31.0,L. Deng makes 3-pt jump shot from 26 ft (assist by T. Johnson),,60,73
249,3,7:03.0,,L. James misses 2-pt jump shot from 13 ft,60,73
250,3,7:00.0,Defensive rebound by G. Dragić,,60,73
251,3,6:57.0,G. Dragić misses 2-pt layup from 1 ft,,60,73
252,3,6:55.0,,Defensive rebound by T. Mozgov,60,73
253,3,6:45.0,,Shooting foul by L. Deng (drawn by T. Mozgov),60,73
254,3,6:45.0,,T. Mozgov makes free throw 1 of 2,60,74
255,3,6:45.0,,T. Mozgov makes free throw 2 of 2,60,75
256,3,6:24.0,H. Whiteside makes 2-pt layup at rim (assist by J. Ennis),,62,75
257,3,6:07.0,,J. Jones misses 2-pt layup at rim,62,75
258,3,6:06.0,,Offensive rebound by Team,62,75
259,3,5:59.0,,L. James misses 2-pt jump shot from 15 ft,62,75
260,3,5:57.0,Defensive rebound by H. Whiteside,,62,75
261,3,5:49.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by J. Ennis),,65,75
262,3,5:49.0,,Cleveland full timeout,65,75
263,3,5:49.0,,T. Thompson enters the game for L. James,65,75
264,3,5:49.0,,I. Shumpert enters the game for J. Jones,65,75
265,3,5:33.0,,J. Smith misses 3-pt jump shot from 25 ft,65,75
266,3,5:31.0,,Offensive rebound by I. Shumpert,65,75
267,3,5:25.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by I. Shumpert),65,78
268,3,5:10.0,J. Ennis misses 3-pt jump shot from 24 ft,,65,78
269,3,5:09.0,,Defensive rebound by T. Mozgov,65,78
270,3,5:02.0,,I. Shumpert makes 2-pt jump shot from 16 ft (assist by K. Irving),65,80
271,3,5:02.0,,Loose ball foul by T. Thompson (drawn by T. Johnson),65,80
272,3,5:02.0,H. Walker enters the game for L. Deng,,65,80
273,3,4:51.0,Turnover by H. Whiteside (bad pass; steal by K. Irving),,65,80
274,3,4:51.0,,Personal foul by H. Whiteside (drawn by K. Irving),65,80
275,3,4:51.0,C. Andersen enters the game for H. Whiteside,,65,80
276,3,4:38.0,,J. Smith misses 2-pt jump shot from 20 ft,65,80
277,3,4:37.0,Defensive rebound by C. Andersen,,65,80
278,3,4:23.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),,68,80
279,3,4:09.0,,T. Mozgov misses 2-pt jump shot from 5 ft (block by H. Walker),68,80
280,3,4:07.0,Defensive rebound by T. Johnson,,68,80
281,3,3:49.0,C. Andersen misses 2-pt jump shot from 4 ft,,68,80
282,3,3:47.0,,Defensive rebound by T. Thompson,68,80
283,3,3:41.0,,I. Shumpert makes 2-pt jump shot from 18 ft,68,82
284,3,3:19.0,H. Walker misses 3-pt jump shot from 25 ft,,68,82
285,3,3:17.0,,Defensive rebound by T. Mozgov,68,82
286,3,3:11.0,,Shooting foul by T. Johnson (drawn by T. Mozgov),68,82
287,3,3:11.0,,T. Mozgov misses free throw 1 of 2,68,82
288,3,3:11.0,,Offensive rebound by Team,68,82
289,3,3:11.0,M. Chalmers enters the game for G. Dragić,,68,82
290,3,3:11.0,,T. Mozgov makes free throw 2 of 2,68,83
291,3,3:03.0,M. Chalmers misses 2-pt layup from 2 ft (block by J. Smith),,68,83
292,3,3:01.0,,Defensive rebound by J. Smith,68,83
293,3,2:55.0,,I. Shumpert misses 2-pt jump shot from 20 ft,68,83
294,3,2:54.0,Defensive rebound by M. Chalmers,,68,83
295,3,2:50.0,J. Ennis makes 2-pt dunk at rim (assist by M. Chalmers),,70,83
296,3,2:33.0,,Turnover by K. Irving (bad pass),70,83
297,3,2:33.0,Miami full timeout,,70,83
298,3,2:33.0,,L. James enters the game for T. Mozgov,70,83
299,3,2:11.0,C. Andersen makes 2-pt dunk at rim (assist by H. Walker),,72,83
300,3,1:49.0,,Turnover by K. Irving (bad pass; steal by H. Walker),72,83
301,3,1:30.0,T. Johnson misses 2-pt jump shot from 7 ft,,72,83
302,3,1:29.0,,Defensive rebound by T. Thompson,72,83
303,3,1:17.0,,L. James makes 2-pt layup at rim,72,85
304,3,1:17.0,,Shooting foul by H. Walker (drawn by L. James),72,85
305,3,1:17.0,,M. Dellavedova enters the game for K. Irving,72,85
306,3,1:17.0,L. Deng enters the game for J. Ennis,,72,85
307,3,1:17.0,,L. James makes free throw 1 of 1,72,86
308,3,0:55.0,H. Walker misses 2-pt jump shot from 6 ft,,72,86
309,3,0:54.0,,Defensive rebound by T. Thompson,72,86
310,3,0:39.0,,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),72,88
311,3,0:29.0,Offensive foul by M. Chalmers (drawn by I. Shumpert),,72,88
312,3,0:29.0,Turnover by M. Chalmers (offensive foul),,72,88
313,3,0:09.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),72,91
314,3,0:00.0,M. Chalmers misses 3-pt jump shot from 25 ft,,72,91
315,3,0:00.0,Offensive rebound by Team,,72,91
316,4,11:42.0,L. Deng misses 2-pt jump shot from 10 ft,,72,91
317,4,11:40.0,Offensive rebound by L. Deng,,72,91
318,4,11:37.0,Turnover by L. Deng (bad pass; steal by I. Shumpert),,72,91
319,4,11:32.0,,J. Smith misses 3-pt jump shot from 25 ft,72,91
320,4,11:31.0,Defensive rebound by Team,,72,91
321,4,11:31.0,G. Dragić enters the game for T. Johnson,,72,91
322,4,11:16.0,Turnover by C. Andersen (bad pass),,72,91
323,4,11:01.0,,L. James misses 2-pt jump shot from 18 ft,72,91
324,4,11:00.0,,Offensive rebound by L. James,72,91
325,4,10:56.0,,L. James makes 2-pt layup from 1 ft,72,93
326,4,10:39.0,Shooting foul by J. Smith (drawn by M. Chalmers),,72,93
327,4,10:39.0,M. Chalmers makes free throw 1 of 2,,73,93
328,4,10:39.0,H. Whiteside enters the game for C. Andersen,,73,93
329,4,10:39.0,J. Ennis enters the game for H. Walker,,73,93
330,4,10:39.0,M. Chalmers makes free throw 2 of 2,,74,93
331,4,10:30.0,,Offensive foul by I. Shumpert (drawn by G. Dragić),74,93
332,4,10:30.0,,Turnover by I. Shumpert (offensive foul),74,93
333,4,10:16.0,L. Deng misses 3-pt jump shot from 25 ft,,74,93
334,4,10:15.0,,Defensive rebound by T. Thompson,74,93
335,4,10:07.0,,L. James misses 2-pt layup from 1 ft,74,93
336,4,10:06.0,,Offensive rebound by T. Thompson,74,93
337,4,10:04.0,,Turnover by T. Thompson (lost ball; steal by H. Whiteside),74,93
338,4,9:59.0,L. Deng makes 2-pt layup at rim (assist by M. Chalmers),,76,93
339,4,9:58.0,,Cleveland full timeout,76,93
340,4,9:37.0,,I. Shumpert misses 3-pt jump shot from 24 ft,76,93
341,4,9:34.0,Defensive rebound by L. Deng,,76,93
342,4,9:27.0,Turnover by G. Dragić (bad pass; steal by I. Shumpert),,76,93
343,4,9:19.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by J. Smith),76,96
344,4,9:00.0,H. Whiteside misses 2-pt jump shot from 4 ft (block by L. James),,76,96
345,4,9:00.0,,Defensive rebound by Team,76,96
346,4,9:00.0,,K. Irving enters the game for J. Smith,76,96
347,4,8:39.0,,Personal foul by G. Dragić (drawn by M. Dellavedova),76,96
348,4,8:33.0,,K. Irving misses 3-pt jump shot from 25 ft,76,96
349,4,8:32.0,Defensive rebound by H. Whiteside,,76,96
350,4,8:25.0,J. Ennis misses 3-pt jump shot from 24 ft,,76,96
351,4,8:24.0,,Defensive rebound by L. James,76,96
352,4,8:04.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. James),76,99
353,4,8:03.0,Miami full timeout,,76,99
354,4,7:39.0,H. Whiteside makes 2-pt jump shot from 4 ft,,78,99
355,4,7:39.0,Shooting foul by L. James (drawn by H. Whiteside),,78,99
356,4,7:39.0,H. Whiteside misses free throw 1 of 1,,78,99
357,4,7:37.0,,Defensive rebound by L. James,78,99
358,4,7:15.0,,K. Irving misses 2-pt jump shot from 15 ft,78,99
359,4,7:14.0,Defensive rebound by H. Whiteside,,78,99
360,4,7:05.0,G. Dragić misses 3-pt jump shot from 24 ft,,78,99
361,4,7:04.0,,Defensive rebound by Team,78,99
362,4,6:40.0,Violation by H. Whiteside (def goaltending),,78,99
363,4,6:40.0,,L. James makes 2-pt layup from 1 ft (assist by M. Dellavedova),78,101
364,4,6:40.0,,Shooting foul by L. Deng (drawn by L. James),78,101
365,4,6:40.0,,L. James makes free throw 1 of 1,78,102
366,4,6:25.0,L. Deng misses 2-pt layup from 1 ft,,78,102
367,4,6:20.0,,Defensive rebound by L. James,78,102
368,4,6:18.0,,I. Shumpert misses 3-pt jump shot from 24 ft,78,102
369,4,6:18.0,,Offensive rebound by T. Thompson,78,102
370,4,6:18.0,,Personal foul by L. Deng (drawn by T. Thompson),78,102
371,4,6:04.0,,K. Irving misses 2-pt jump shot from 6 ft,78,102
372,4,6:02.0,Defensive rebound by H. Whiteside,,78,102
373,4,5:46.0,H. Whiteside misses 2-pt jump shot from 8 ft,,78,102
374,4,5:45.0,Offensive rebound by L. Deng,,78,102
375,4,5:45.0,L. Deng misses 2-pt tip-in at rim,,78,102
376,4,5:42.0,Offensive rebound by L. Deng,,78,102
377,4,5:42.0,L. Deng misses 2-pt tip-in from 1 ft,,78,102
378,4,5:40.0,Offensive rebound by G. Dragić,,78,102
379,4,5:34.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by G. Dragić),,81,102
380,4,5:22.0,,Offensive foul by L. James (drawn by G. Dragić),81,102
381,4,5:22.0,,Turnover by L. James (offensive foul),81,102
382,4,5:22.0,T. Johnson enters the game for G. Dragić,,81,102
383,4,5:02.0,J. Ennis misses 2-pt jump shot from 5 ft,,81,102
384,4,5:00.0,,Defensive rebound by L. James,81,102
385,4,4:38.0,,L. James makes 2-pt layup at rim,81,104
386,4,4:29.0,Personal foul by L. James (drawn by M. Chalmers),,81,104
