,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SAN ANTONIO_ACTION,NEW YORK_SCORE,SAN ANTONIO_SCORE
383,4,3:05.0,T. Hardaway makes 2-pt layup from 1 ft,,89,105
384,4,2:47.0,,A. Baynes misses 2-pt layup at rim,89,105
385,4,2:46.0,Defensive rebound by C. Aldrich,,89,105
386,4,2:42.0,New York full timeout,,89,105
387,4,2:42.0,I. Shumpert misses flagrant free throw 1 of 2,,89,105
388,4,2:42.0,Offensive rebound by Team,,89,105
389,4,2:42.0,I. Shumpert makes flagrant free throw 2 of 2,,90,105
390,4,2:42.0,,Violation by M. Bonner (kicked ball),90,105
391,4,2:34.0,I. Shumpert misses 2-pt dunk at rim (block by A. Baynes),,90,105
392,4,2:31.0,,Defensive rebound by M. Bonner,90,105
393,4,2:10.0,,M. Belinelli misses 2-pt jump shot from 9 ft,90,105
394,4,2:09.0,,Offensive rebound by K. Anderson,90,105
395,4,2:09.0,,K. Anderson makes 2-pt tip-in from 1 ft,90,107
396,4,1:56.0,C. Aldrich misses 2-pt jump shot from 6 ft,,90,107
397,4,1:55.0,,Defensive rebound by C. Joseph,90,107
398,4,1:39.0,,Shooting foul by T. Hardaway (drawn by M. Belinelli),90,107
399,4,1:39.0,,M. Belinelli makes free throw 1 of 2,90,108
400,4,1:39.0,,A. Daye enters the game for C. Joseph,90,108
401,4,1:39.0,,M. Belinelli makes free throw 2 of 2,90,109
402,4,1:24.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,93,109
403,4,0:59.0,,A. Daye misses 2-pt jump shot from 15 ft,93,109
404,4,0:58.0,Defensive rebound by S. Larkin,,93,109
405,4,0:51.0,Shooting block foul by A. Baynes (drawn by T. Hardaway),,93,109
406,4,0:51.0,T. Hardaway makes 2-pt layup at rim (assist by S. Larkin),,95,109
407,4,0:51.0,,J. Ayres enters the game for M. Belinelli,95,109
408,4,0:51.0,T. Hardaway misses free throw 1 of 1,,95,109
409,4,0:50.0,,Defensive rebound by A. Daye,95,109
410,4,0:47.0,,Turnover by A. Daye (lost ball; steal by T. Hardaway),95,109
411,4,0:43.0,Turnover by T. Hardaway (bad pass; steal by K. Anderson),,95,109
412,4,0:20.0,,A. Daye misses 3-pt jump shot from 24 ft,95,109
413,4,0:19.0,,Offensive rebound by A. Baynes,95,109
