,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHARLOTTE_ACTION,MINNESOTA_SCORE,CHARLOTTE_SCORE
382,4,5:32.0,A. Bennett misses 2-pt jump shot from 18 ft,,66,98
383,4,5:31.0,,Defensive rebound by A. Jefferson,66,98
384,4,5:21.0,,A. Jefferson misses 2-pt jump shot from 14 ft,66,98
385,4,5:20.0,Defensive rebound by G. Dieng,,66,98
386,4,5:08.0,Z. LaVine makes 2-pt jump shot from 20 ft,,68,98
387,4,4:47.0,,G. Neal misses 3-pt jump shot from 25 ft,68,98
388,4,4:46.0,Defensive rebound by G. Dieng,,68,98
389,4,4:39.0,Z. LaVine misses 3-pt jump shot from 26 ft,,68,98
390,4,4:38.0,,Defensive rebound by N. Vonleh,68,98
391,4,4:25.0,,N. Vonleh misses 2-pt hook shot from 7 ft,68,98
392,4,4:22.0,Defensive rebound by A. Bennett,,68,98
393,4,4:14.0,T. Daniels makes 3-pt jump shot from 26 ft,,71,98
394,4,3:55.0,,J. Taylor makes 3-pt jump shot from 25 ft (assist by L. Stephenson),71,101
395,4,3:35.0,A. Bennett misses 2-pt jump shot from 14 ft,,71,101
396,4,3:33.0,,Defensive rebound by J. Taylor,71,101
397,4,3:30.0,,Personal foul by Z. LaVine (drawn by J. Taylor),71,101
398,4,3:30.0,Minnesota full timeout,,71,101
399,4,3:30.0,G. Robinson enters the game for G. Dieng,,71,101
400,4,3:30.0,,J. Taylor makes free throw 1 of 2,71,102
401,4,3:30.0,,J. Taylor misses free throw 2 of 2,71,102
402,4,3:26.0,Defensive rebound by A. Bennett,,71,102
403,4,3:09.0,Z. LaVine misses 2-pt layup from 2 ft (block by A. Jefferson),,71,102
404,4,3:09.0,Offensive rebound by Team,,71,102
405,4,3:05.0,Turnover by Team (shot clock),,71,102
406,4,2:47.0,,A. Jefferson misses 2-pt jump shot from 6 ft,71,102
407,4,2:46.0,Defensive rebound by G. Robinson,,71,102
408,4,2:32.0,Personal foul by J. Taylor (drawn by G. Robinson),,71,102
409,4,2:32.0,M. Raduljica enters the game for A. Bennett,,71,102
410,4,2:23.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by G. Robinson),,74,102
411,4,2:03.0,,J. Taylor misses 2-pt layup from 2 ft,74,102
412,4,2:03.0,,Offensive rebound by J. Taylor,74,102
413,4,2:03.0,,Shooting foul by M. Raduljica (drawn by J. Taylor),74,102
414,4,2:03.0,,J. Taylor misses free throw 1 of 2,74,102
415,4,2:03.0,,Offensive rebound by Team,74,102
416,4,2:03.0,,J. Taylor misses free throw 2 of 2,74,102
417,4,2:01.0,Defensive rebound by G. Robinson,,74,102
418,4,1:49.0,T. Daniels misses 3-pt jump shot from 26 ft,,74,102
419,4,1:48.0,Offensive rebound by M. Raduljica,,74,102
420,4,1:35.0,M. Raduljica misses 2-pt jump shot from 11 ft,,74,102
421,4,1:34.0,,Defensive rebound by L. Stephenson,74,102
422,4,1:25.0,,L. Stephenson misses 2-pt jump shot from 12 ft,74,102
423,4,1:25.0,Defensive rebound by Team,,74,102
424,4,1:25.0,,Loose ball foul by N. Vonleh (drawn by C. Budinger),74,102
425,4,1:17.0,Z. LaVine makes 2-pt jump shot from 6 ft,,76,102
426,4,1:17.0,Shooting foul by A. Jefferson (drawn by Z. LaVine),,76,102
427,4,1:17.0,Z. LaVine misses free throw 1 of 1,,76,102
428,4,1:16.0,,Defensive rebound by N. Vonleh,76,102
429,4,1:02.0,,N. Vonleh misses 2-pt hook shot from 7 ft,76,102
430,4,1:01.0,Defensive rebound by M. Raduljica,,76,102
431,4,0:55.0,Z. LaVine misses 2-pt layup from 1 ft,,76,102
432,4,0:54.0,,Defensive rebound by G. Neal,76,102
433,4,0:47.0,,J. Taylor makes 3-pt jump shot from 22 ft (assist by G. Neal),76,105
434,4,0:35.0,G. Robinson makes 2-pt layup from 1 ft (assist by Z. LaVine),,78,105
435,4,0:21.0,,Turnover by L. Stephenson (bad pass; steal by M. Raduljica),78,105
436,4,0:18.0,Z. LaVine makes 2-pt dunk at rim (assist by G. Robinson),,80,105
