,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DETROIT_ACTION,SACRAMENTO_SCORE,DETROIT_SCORE
387,4,5:37.0,,J. Jerebko misses 2-pt jump shot from 18 ft,88,97
388,4,5:36.0,Defensive rebound by D. Collison,,88,97
389,4,5:29.0,R. Gay misses 3-pt jump shot from 26 ft,,88,97
390,4,5:28.0,,Defensive rebound by A. Drummond,88,97
391,4,5:08.0,,C. Butler misses 3-pt jump shot from 25 ft,88,97
392,4,5:07.0,Defensive rebound by D. Cousins,,88,97
393,4,5:00.0,Turnover by D. Cousins (lost ball; steal by C. Butler),,88,97
394,4,4:59.0,,A. Drummond makes 2-pt dunk at rim,88,99
395,4,4:59.0,,Shooting foul by R. Gay (drawn by A. Drummond),88,99
396,4,4:59.0,,K. Caldwell-Pope enters the game for J. Meeks,88,99
397,4,4:59.0,,B. Jennings enters the game for D. Augustin,88,99
398,4,4:59.0,,A. Drummond makes free throw 1 of 1,88,100
399,4,4:41.0,Turnover by D. Collison (lost ball; steal by C. Butler),,88,100
400,4,4:37.0,,Turnover by C. Butler (bad pass; steal by N. Stauskas),88,100
401,4,4:37.0,Personal foul by B. Jennings (drawn by N. Stauskas),,88,100
402,4,4:16.0,N. Stauskas makes 3-pt jump shot from 22 ft (assist by D. Cousins),,91,100
403,4,4:01.0,B. McLemore enters the game for D. Williams,,91,100
404,4,4:01.0,,J. Meeks enters the game for C. Butler,91,100
405,4,3:50.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,91,100
406,4,3:49.0,Defensive rebound by D. Collison,,91,100
407,4,3:42.0,,Offensive charge foul by D. Cousins (drawn by A. Drummond),91,100
408,4,3:42.0,Turnover by D. Cousins (offensive foul),,91,100
409,4,3:30.0,,B. Jennings makes 2-pt layup at rim,91,102
410,4,3:14.0,D. Collison misses 2-pt layup at rim (block by A. Drummond),,91,102
411,4,3:12.0,,Defensive rebound by J. Jerebko,91,102
412,4,2:57.0,,B. Jennings makes 3-pt jump shot from 26 ft,91,105
413,4,2:55.0,Sacramento full timeout,,91,105
414,4,2:55.0,,Detroit full timeout,91,105
415,4,2:50.0,Personal foul by K. Caldwell-Pope (drawn by B. McLemore),,91,105
416,4,2:29.0,R. Gay misses 2-pt layup from 2 ft,,91,105
417,4,2:28.0,,Defensive rebound by J. Meeks,91,105
418,4,2:27.0,,Personal take foul by N. Stauskas (drawn by A. Drummond),91,105
419,4,2:27.0,,A. Drummond misses free throw 1 of 2,91,105
420,4,2:27.0,,Offensive rebound by Team,91,105
421,4,2:27.0,,A. Drummond makes free throw 2 of 2,91,106
422,4,2:00.0,R. Gay misses 2-pt layup from 2 ft,,91,106
423,4,1:59.0,,Defensive rebound by K. Caldwell-Pope,91,106
424,4,1:58.0,,Away from play foul by N. Stauskas (drawn by A. Drummond),91,106
425,4,1:58.0,,J. Meeks makes free throw 1 of 1,91,107
426,4,1:39.0,,B. Jennings makes 3-pt jump shot from 26 ft,91,110
427,4,1:32.0,Shooting foul by J. Jerebko (drawn by B. McLemore),,91,110
428,4,1:32.0,B. McLemore makes free throw 1 of 2,,92,110
429,4,1:32.0,R. McCallum enters the game for D. Collison,,92,110
430,4,1:32.0,B. McLemore makes free throw 2 of 2,,93,110
431,4,1:17.0,,J. Meeks makes 2-pt jump shot from 17 ft (assist by B. Jennings),93,112
432,4,1:03.0,Turnover by N. Stauskas (bad pass),,93,112
433,4,0:48.0,,J. Meeks makes 2-pt jump shot from 19 ft (assist by B. Jennings),93,114
434,4,0:39.0,Personal foul by J. Meeks (drawn by B. McLemore),,93,114
435,4,0:39.0,B. McLemore makes free throw 1 of 2,,94,114
436,4,0:39.0,B. McLemore makes free throw 2 of 2,,95,114
437,4,0:26.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,95,114
438,4,0:25.0,Defensive rebound by R. Gay,,95,114
439,4,0:14.0,B. McLemore misses 3-pt jump shot from 27 ft,,95,114
440,4,0:13.0,,Defensive rebound by B. Jennings,95,114
