,QUARTER,TIME_REMAINING,DETROIT_ACTION,UTAH_ACTION,DETROIT_SCORE,UTAH_SCORE
390,4,3:48.0,A. Tolliver makes 2-pt dunk at rim (assist by G. Monroe),,76,78
391,4,3:48.0,Shooting foul by D. Exum (drawn by A. Tolliver),,76,78
392,4,3:48.0,A. Tolliver misses free throw 1 of 1,,76,78
393,4,3:46.0,,Defensive rebound by R. Gobert,76,78
394,4,3:33.0,,G. Hayward makes 2-pt jump shot from 18 ft,76,80
395,4,3:14.0,S. Dinwiddie misses 2-pt layup from 2 ft,,76,80
396,4,3:12.0,Offensive rebound by G. Monroe,,76,80
397,4,3:12.0,G. Monroe makes 2-pt tip-in from 1 ft,,78,80
398,4,2:52.0,,D. Favors misses 2-pt jump shot from 17 ft,78,80
399,4,2:51.0,Defensive rebound by A. Tolliver,,78,80
400,4,2:40.0,G. Monroe misses 2-pt layup from 3 ft,,78,80
401,4,2:38.0,Offensive rebound by S. Dinwiddie,,78,80
402,4,2:36.0,J. Meeks misses 3-pt jump shot from 24 ft,,78,80
403,4,2:36.0,,Defensive rebound by Team,78,80
404,4,2:36.0,Loose ball foul by G. Monroe (drawn by R. Gobert),,78,80
405,4,2:36.0,,Utah full timeout,78,80
406,4,2:36.0,J. Anthony enters the game for A. Tolliver,,78,80
407,4,2:16.0,,Shooting foul by J. Anthony (drawn by D. Favors),78,80
408,4,2:16.0,,D. Favors makes free throw 1 of 2,78,81
409,4,2:16.0,A. Tolliver enters the game for J. Anthony,,78,81
410,4,2:16.0,,D. Favors makes free throw 2 of 2,78,82
411,4,1:57.0,S. Dinwiddie makes 3-pt jump shot from 24 ft,,81,82
412,4,1:39.0,,R. Hood makes 2-pt jump shot from 10 ft (assist by D. Favors),81,84
413,4,1:25.0,A. Tolliver misses 3-pt jump shot from 24 ft,,81,84
414,4,1:23.0,Offensive rebound by G. Monroe,,81,84
415,4,1:21.0,G. Monroe makes 2-pt hook shot from 5 ft,,83,84
416,4,1:02.0,,G. Hayward misses 2-pt jump shot from 8 ft,83,84
417,4,1:00.0,Defensive rebound by S. Dinwiddie,,83,84
418,4,0:56.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,83,84
419,4,0:55.0,,Defensive rebound by R. Hood,83,84
420,4,0:38.0,,G. Hayward makes 2-pt dunk at rim (assist by R. Gobert),83,86
421,4,0:38.0,Detroit full timeout,,83,86
422,4,0:32.0,G. Monroe makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,85,86
423,4,0:30.0,,Utah full timeout,85,86
424,4,0:30.0,T. Prince enters the game for A. Tolliver,,85,86
425,4,0:30.0,,T. Burke enters the game for R. Gobert,85,86
426,4,0:13.0,,T. Burke makes 2-pt jump shot from 9 ft (assist by G. Hayward),85,88
427,4,0:13.0,Detroit full timeout,,85,88
428,4,0:13.0,,R. Gobert enters the game for T. Burke,85,88
429,4,0:04.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,85,88
430,4,0:03.0,,Defensive rebound by R. Gobert,85,88
431,4,0:03.0,,Personal foul by T. Prince (drawn by R. Gobert),85,88
432,4,0:03.0,,R. Gobert misses free throw 1 of 2,85,88
433,4,0:03.0,,Offensive rebound by Team,85,88
434,4,0:03.0,A. Tolliver enters the game for T. Prince,,85,88
435,4,0:03.0,,E. Millsap enters the game for D. Favors,85,88
436,4,0:03.0,,R. Gobert misses free throw 2 of 2,85,88
437,4,0:02.0,Defensive rebound by G. Monroe,,85,88
438,4,0:01.0,S. Dinwiddie misses 3-pt jump shot from 59 ft,,85,88
439,4,0:00.0,Offensive rebound by Team,,85,88
