,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA LAKERS_ACTION,CHICAGO_SCORE,LA LAKERS_SCORE
137,2,5:41.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Noah),,35,44
138,2,5:23.0,,W. Johnson makes 2-pt jump shot from 8 ft (assist by J. Lin),35,46
139,2,5:05.0,Shooting foul by E. Davis (drawn by T. Gibson),,35,46
140,2,5:05.0,,LA Lakers full timeout,35,46
141,2,5:05.0,,J. Clarkson enters the game for J. Lin,35,46
142,2,5:05.0,,J. Hill enters the game for E. Davis,35,46
143,2,5:05.0,T. Gibson makes free throw 1 of 2,,36,46
144,2,5:05.0,T. Gibson makes free throw 2 of 2,,37,46
145,2,4:48.0,,W. Ellington makes 2-pt jump shot from 11 ft,37,48
146,2,4:30.0,D. Rose misses 2-pt jump shot from 15 ft,,37,48
147,2,4:29.0,,Defensive rebound by J. Hill,37,48
148,2,4:18.0,,J. Hill misses 2-pt jump shot from 20 ft,37,48
149,2,4:17.0,Defensive rebound by D. Rose,,37,48
150,2,4:09.0,J. Noah misses 2-pt layup from 1 ft (block by J. Clarkson),,37,48
151,2,4:07.0,,Defensive rebound by J. Hill,37,48
152,2,4:02.0,,J. Hill makes 2-pt jump shot from 9 ft (assist by J. Clarkson),37,50
153,2,3:55.0,Chicago full timeout,,37,50
154,2,3:55.0,P. Gasol enters the game for J. Noah,,37,50
155,2,3:55.0,T. Snell enters the game for K. Hinrich,,37,50
156,2,3:42.0,P. Gasol misses 2-pt jump shot from 6 ft,,37,50
157,2,3:39.0,,Defensive rebound by J. Hill,37,50
158,2,3:34.0,,R. Kelly enters the game for W. Johnson,37,50
159,2,3:25.0,,Turnover by W. Ellington (lost ball; steal by T. Gibson),37,50
160,2,3:22.0,Shooting foul by J. Hill (drawn by J. Butler),,37,50
161,2,3:22.0,J. Butler makes free throw 1 of 2,,38,50
162,2,3:22.0,J. Butler makes free throw 2 of 2,,39,50
163,2,3:04.0,,J. Hill makes 2-pt layup from 1 ft (assist by R. Kelly),39,52
164,2,2:45.0,P. Gasol makes 2-pt hook shot from 5 ft,,41,52
165,2,2:26.0,,J. Hill misses 2-pt jump shot from 14 ft,41,52
166,2,2:24.0,,Offensive rebound by W. Ellington,41,52
167,2,2:13.0,,W. Ellington makes 2-pt jump shot from 9 ft,41,54
168,2,1:56.0,Shooting foul by W. Ellington (drawn by J. Butler),,41,54
169,2,1:56.0,J. Butler makes free throw 1 of 2,,42,54
170,2,1:56.0,J. Butler makes free throw 2 of 2,,43,54
171,2,1:45.0,,J. Hill misses 2-pt jump shot from 15 ft,43,54
172,2,1:44.0,,Offensive rebound by R. Sacre,43,54
173,2,1:42.0,,J. Hill makes 2-pt dunk at rim (assist by R. Sacre),43,56
174,2,1:42.0,,Shooting foul by T. Snell (drawn by J. Hill),43,56
175,2,1:42.0,J. Noah enters the game for T. Gibson,,43,56
176,2,1:42.0,,J. Hill makes free throw 1 of 1,43,57
177,2,1:30.0,Shooting foul by R. Sacre (drawn by D. Rose),,43,57
178,2,1:30.0,D. Rose makes free throw 1 of 2,,44,57
179,2,1:30.0,,C. Boozer enters the game for R. Sacre,44,57
180,2,1:30.0,D. Rose makes free throw 2 of 2,,45,57
181,2,1:09.0,,C. Boozer misses 2-pt jump shot from 3 ft,45,57
182,2,1:07.0,Defensive rebound by J. Noah,,45,57
183,2,0:55.0,T. Snell makes 2-pt dunk at rim (assist by P. Gasol),,47,57
184,2,0:41.0,,J. Clarkson misses 2-pt jump shot from 3 ft,47,57
185,2,0:40.0,,Offensive rebound by C. Boozer,47,57
186,2,0:38.0,,Turnover by C. Boozer (bad pass; steal by T. Snell),47,57
187,2,0:34.0,Shooting foul by R. Kelly (drawn by T. Snell),,47,57
188,2,0:34.0,T. Snell makes free throw 1 of 2,,48,57
189,2,0:34.0,T. Snell misses free throw 2 of 2,,48,57
190,2,0:34.0,,Defensive rebound by J. Hill,48,57
191,2,0:20.0,,C. Boozer makes 2-pt jump shot from 18 ft (assist by J. Clarkson),48,59
192,2,0:01.0,D. Rose misses 3-pt jump shot from 24 ft,,48,59
193,2,0:00.0,Offensive rebound by Team,,48,59
194,3,11:39.0,,Shooting foul by P. Gasol (drawn by R. Sacre),48,59
195,3,11:39.0,,R. Sacre misses free throw 1 of 2,48,59
196,3,11:39.0,,Offensive rebound by Team,48,59
197,3,11:39.0,,R. Sacre makes free throw 2 of 2,48,60
198,3,11:20.0,T. Snell misses 2-pt layup from 1 ft,,48,60
199,3,11:19.0,,Defensive rebound by J. Hill,48,60
200,3,11:03.0,,J. Clarkson misses 2-pt jump shot from 6 ft,48,60
201,3,11:01.0,,Offensive rebound by J. Clarkson,48,60
202,3,10:55.0,,J. Hill makes 2-pt jump shot from 19 ft (assist by J. Clarkson),48,62
203,3,10:50.0,Offensive foul by P. Gasol (drawn by R. Sacre),,48,62
204,3,10:50.0,Turnover by P. Gasol (offensive foul),,48,62
205,3,10:33.0,,J. Hill misses 2-pt hook shot from 8 ft,48,62
206,3,10:31.0,,Offensive rebound by R. Sacre,48,62
207,3,10:26.0,,R. Sacre misses 2-pt jump shot from 5 ft,48,62
208,3,10:24.0,Defensive rebound by P. Gasol,,48,62
209,3,10:12.0,D. Rose misses 3-pt jump shot from 25 ft,,48,62
210,3,10:09.0,,Defensive rebound by R. Sacre,48,62
211,3,9:46.0,,J. Hill misses 2-pt jump shot from 13 ft,48,62
212,3,9:45.0,Defensive rebound by Team,,48,62
213,3,9:28.0,J. Butler misses 2-pt jump shot from 5 ft,,48,62
214,3,9:24.0,Offensive rebound by J. Noah,,48,62
215,3,9:24.0,J. Noah misses 2-pt tip-in from 2 ft,,48,62
216,3,9:20.0,Offensive rebound by J. Noah,,48,62
217,3,9:20.0,J. Noah makes 2-pt tip-in at rim,,50,62
218,3,9:04.0,,R. Kelly misses 2-pt jump shot from 13 ft,50,62
219,3,9:02.0,Defensive rebound by J. Noah,,50,62
220,3,8:48.0,T. Snell misses 3-pt jump shot from 24 ft,,50,62
221,3,8:47.0,,Defensive rebound by R. Sacre,50,62
222,3,8:37.0,,J. Clarkson misses 2-pt layup from 2 ft,50,62
223,3,8:37.0,,Offensive rebound by Team,50,62
224,3,8:34.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by R. Kelly),50,65
225,3,8:25.0,Shooting foul by W. Ellington (drawn by J. Butler),,50,65
226,3,8:25.0,J. Butler makes free throw 1 of 2,,51,65
227,3,8:25.0,J. Butler makes free throw 2 of 2,,52,65
228,3,8:06.0,,W. Ellington misses 3-pt jump shot from 26 ft,52,65
229,3,8:05.0,,Offensive rebound by J. Clarkson,52,65
230,3,8:03.0,,Shooting foul by J. Noah (drawn by J. Hill),52,65
231,3,8:03.0,,J. Hill makes free throw 1 of 2,52,66
232,3,8:03.0,,J. Hill makes free throw 2 of 2,52,67
233,3,7:56.0,Shooting foul by R. Kelly (drawn by T. Snell),,52,67
234,3,7:56.0,T. Snell makes 2-pt layup from 1 ft (assist by D. Rose),,54,67
235,3,7:56.0,T. Snell misses free throw 1 of 1,,54,67
236,3,7:54.0,,Defensive rebound by J. Hill,54,67
237,3,7:36.0,,J. Clarkson misses 2-pt jump shot from 17 ft,54,67
238,3,7:35.0,Defensive rebound by J. Noah,,54,67
239,3,7:27.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Noah),,56,67
240,3,7:06.0,,J. Hill makes 2-pt layup from 1 ft,56,69
241,3,6:49.0,T. Snell misses 2-pt jump shot from 3 ft (block by J. Hill),,56,69
242,3,6:46.0,,Defensive rebound by R. Sacre,56,69
243,3,6:46.0,,Personal foul by P. Gasol (drawn by R. Sacre),56,69
244,3,6:38.0,,Turnover by R. Kelly (offensive foul),56,69
245,3,6:38.0,,Offensive foul by R. Kelly (drawn by T. Snell),56,69
246,3,6:27.0,J. Butler misses 2-pt layup from 1 ft,,56,69
247,3,6:25.0,Offensive rebound by J. Butler,,56,69
248,3,6:25.0,Shooting foul by W. Ellington (drawn by J. Butler),,56,69
249,3,6:25.0,J. Butler makes free throw 1 of 2,,57,69
250,3,6:25.0,,J. Lin enters the game for W. Ellington,57,69
251,3,6:25.0,J. Butler makes free throw 2 of 2,,58,69
252,3,6:05.0,,J. Hill misses 2-pt jump shot from 15 ft,58,69
253,3,6:04.0,Defensive rebound by J. Butler,,58,69
254,3,5:49.0,J. Butler makes 2-pt jump shot from 10 ft,,60,69
255,3,5:32.0,,R. Sacre makes 2-pt jump shot from 13 ft (assist by J. Lin),60,71
256,3,5:12.0,D. Rose misses 2-pt jump shot from 5 ft,,60,71
257,3,5:10.0,Offensive rebound by T. Snell,,60,71
258,3,5:08.0,T. Snell misses 2-pt layup from 1 ft,,60,71
259,3,5:06.0,,Defensive rebound by R. Kelly,60,71
260,3,4:54.0,,Shooting foul by D. Rose (drawn by J. Lin),60,71
261,3,4:54.0,,LA Lakers full timeout,60,71
262,3,4:54.0,,C. Boozer enters the game for R. Sacre,60,71
263,3,4:54.0,,J. Lin misses free throw 1 of 2,60,71
264,3,4:54.0,,Offensive rebound by Team,60,71
265,3,4:54.0,,J. Lin makes free throw 2 of 2,60,72
266,3,4:33.0,J. Noah makes 2-pt jump shot from 17 ft (assist by J. Butler),,62,72
267,3,4:12.0,,J. Lin misses 2-pt layup from 1 ft,62,72
268,3,4:11.0,Defensive rebound by P. Gasol,,62,72
269,3,4:05.0,D. Rose makes 2-pt layup at rim,,64,72
270,3,3:46.0,,J. Hill makes 2-pt jump shot from 3 ft,64,74
271,3,3:28.0,Shooting foul by R. Kelly (drawn by J. Butler),,64,74
272,3,3:28.0,J. Butler makes free throw 1 of 2,,65,74
273,3,3:28.0,,W. Johnson enters the game for R. Kelly,65,74
274,3,3:28.0,T. Gibson enters the game for J. Noah,,65,74
275,3,3:28.0,J. Butler makes free throw 2 of 2,,66,74
276,3,3:19.0,,J. Lin misses 2-pt layup from 2 ft,66,74
277,3,3:18.0,,Offensive rebound by C. Boozer,66,74
278,3,3:18.0,,Turnover by C. Boozer (lost ball),66,74
279,3,3:18.0,,Loose ball foul by C. Boozer (drawn by J. Butler),66,74
280,3,3:18.0,J. Butler misses free throw 1 of 2,,66,74
281,3,3:18.0,Offensive rebound by Team,,66,74
282,3,3:18.0,K. Hinrich enters the game for D. Rose,,66,74
283,3,3:18.0,A. Brooks enters the game for T. Snell,,66,74
284,3,3:18.0,J. Butler makes free throw 2 of 2,,67,74
285,3,3:04.0,,J. Hill misses 2-pt jump shot from 9 ft,67,74
286,3,3:03.0,Defensive rebound by P. Gasol,,67,74
287,3,2:57.0,Turnover by A. Brooks (bad pass; steal by J. Clarkson),,67,74
288,3,2:49.0,,J. Clarkson makes 2-pt jump shot from 8 ft,67,76
289,3,2:35.0,Shooting foul by J. Hill (drawn by J. Butler),,67,76
290,3,2:35.0,Chicago full timeout,,67,76
291,3,2:35.0,J. Butler misses free throw 1 of 2,,67,76
292,3,2:35.0,Offensive rebound by Team,,67,76
293,3,2:35.0,J. Butler makes free throw 2 of 2,,68,76
294,3,2:16.0,,W. Johnson makes 2-pt layup from 1 ft (assist by J. Hill),68,78
295,3,1:54.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by P. Gasol),,71,78
296,3,1:31.0,,J. Lin misses 2-pt jump shot from 18 ft,71,78
297,3,1:30.0,Defensive rebound by J. Butler,,71,78
298,3,1:23.0,J. Butler makes 2-pt jump shot from 15 ft,,73,78
299,3,1:01.0,,C. Boozer misses 2-pt jump shot from 15 ft,73,78
300,3,1:00.0,Defensive rebound by P. Gasol,,73,78
301,3,0:53.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by P. Gasol),,76,78
302,3,0:38.0,,J. Clarkson makes 2-pt layup from 1 ft,76,80
303,3,0:22.0,P. Gasol misses 2-pt layup from 1 ft,,76,80
304,3,0:20.0,,Defensive rebound by J. Clarkson,76,80
305,3,0:02.0,,J. Clarkson misses 2-pt jump shot from 3 ft (block by P. Gasol),76,80
306,3,0:00.0,Defensive rebound by P. Gasol,,76,80
307,4,11:41.0,J. Butler misses 3-pt jump shot from 24 ft,,76,80
308,4,11:39.0,,Defensive rebound by W. Johnson,76,80
309,4,11:25.0,,E. Davis misses 2-pt hook shot from 6 ft,76,80
310,4,11:23.0,Defensive rebound by J. Noah,,76,80
311,4,11:10.0,J. Butler misses 2-pt jump shot from 15 ft,,76,80
312,4,11:09.0,,Defensive rebound by C. Boozer,76,80
313,4,10:59.0,,Personal foul by T. Gibson (drawn by W. Ellington),76,80
314,4,10:55.0,,W. Johnson misses 3-pt jump shot from 24 ft,76,80
315,4,10:54.0,Defensive rebound by J. Noah,,76,80
316,4,10:43.0,A. Brooks misses 2-pt jump shot from 13 ft,,76,80
317,4,10:41.0,,Defensive rebound by E. Davis,76,80
318,4,10:34.0,,Turnover by W. Ellington (lost ball; steal by T. Gibson),76,80
319,4,10:30.0,Turnover by T. Gibson (lost ball; steal by W. Ellington),,76,80
320,4,10:26.0,,C. Boozer misses 2-pt layup from 1 ft,76,80
321,4,10:23.0,,Offensive rebound by E. Davis,76,80
322,4,10:23.0,,E. Davis makes 2-pt tip-in at rim,76,82
323,4,10:11.0,A. Brooks makes 2-pt layup from 2 ft,,78,82
324,4,10:03.0,,Personal foul by A. Brooks (drawn by J. Lin),78,82
325,4,9:56.0,,C. Boozer misses 2-pt layup from 2 ft (block by T. Gibson),78,82
326,4,9:55.0,,Offensive rebound by E. Davis,78,82
327,4,9:54.0,,E. Davis misses 2-pt tip-in at rim,78,82
328,4,9:54.0,,Offensive rebound by E. Davis,78,82
329,4,9:54.0,,Personal foul by J. Butler (drawn by E. Davis),78,82
330,4,9:45.0,,E. Davis misses 2-pt jump shot from 5 ft,78,82
331,4,9:44.0,Defensive rebound by J. Noah,,78,82
332,4,9:36.0,A. Brooks misses 2-pt layup from 2 ft,,78,82
333,4,9:34.0,,Defensive rebound by C. Boozer,78,82
334,4,9:30.0,,W. Ellington makes 2-pt layup from 1 ft (assist by C. Boozer),78,84
335,4,9:05.0,A. Brooks misses 2-pt jump shot from 7 ft,,78,84
336,4,9:04.0,Offensive rebound by J. Noah,,78,84
337,4,9:04.0,J. Noah makes 2-pt layup from 1 ft,,80,84
338,4,9:04.0,Shooting foul by E. Davis (drawn by J. Noah),,80,84
339,4,9:04.0,D. Rose enters the game for A. Brooks,,80,84
340,4,9:04.0,J. Noah makes free throw 1 of 1,,81,84
341,4,8:44.0,,Turnover by J. Lin (bad pass; steal by J. Butler),81,84
342,4,8:39.0,J. Butler makes 2-pt dunk at rim,,83,84
343,4,8:29.0,,Personal foul by K. Hinrich (drawn by W. Ellington),83,84
344,4,8:29.0,Official timeout,,83,84
345,4,8:14.0,,W. Ellington misses 3-pt jump shot from 25 ft,83,84
346,4,8:13.0,Defensive rebound by J. Noah,,83,84
347,4,7:55.0,K. Hinrich misses 3-pt jump shot from 23 ft,,83,84
348,4,7:53.0,,Defensive rebound by W. Johnson,83,84
349,4,7:37.0,,W. Ellington makes 2-pt layup from 2 ft,83,86
350,4,7:15.0,Chicago full timeout,,83,86
351,4,7:12.0,T. Gibson misses 2-pt jump shot from 16 ft,,83,86
352,4,7:09.0,,Defensive rebound by E. Davis,83,86
353,4,6:45.0,,C. Boozer makes 2-pt hook shot from 5 ft (assist by J. Lin),83,88
354,4,6:31.0,Turnover by D. Rose (bad pass),,83,88
355,4,6:19.0,,J. Lin makes 2-pt jump shot from 4 ft,83,90
356,4,6:02.0,Personal foul by J. Lin (drawn by J. Butler),,83,90
357,4,6:02.0,T. Snell enters the game for J. Butler,,83,90
358,4,6:02.0,P. Gasol enters the game for J. Noah,,83,90
359,4,6:02.0,,R. Sacre enters the game for E. Davis,83,90
360,4,5:55.0,D. Rose misses 2-pt layup from 1 ft,,83,90
361,4,5:52.0,Offensive rebound by D. Rose,,83,90
362,4,5:50.0,D. Rose misses 2-pt layup from 1 ft,,83,90
363,4,5:49.0,,Defensive rebound by C. Boozer,83,90
364,4,5:42.0,,J. Lin misses 2-pt layup from 2 ft,83,90
365,4,5:41.0,,Offensive rebound by R. Sacre,83,90
366,4,5:39.0,,R. Sacre makes 2-pt layup at rim,83,92
367,4,5:39.0,Chicago full timeout,,83,92
368,4,5:39.0,,J. Hill enters the game for C. Boozer,83,92
369,4,5:30.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),,85,92
370,4,5:07.0,,W. Ellington misses 2-pt jump shot from 14 ft,85,92
371,4,5:06.0,Defensive rebound by T. Snell,,85,92
372,4,4:43.0,P. Gasol misses 2-pt jump shot from 16 ft,,85,92
373,4,4:42.0,Offensive rebound by T. Gibson,,85,92
374,4,4:31.0,D. Rose makes 2-pt jump shot from 9 ft,,87,92
375,4,4:11.0,,W. Johnson misses 2-pt jump shot from 6 ft,87,92
376,4,4:10.0,Defensive rebound by T. Gibson,,87,92
377,4,4:05.0,D. Rose misses 3-pt jump shot from 24 ft,,87,92
378,4,4:03.0,Offensive rebound by P. Gasol,,87,92
379,4,4:03.0,,J. Clarkson enters the game for J. Lin,87,92
380,4,4:03.0,J. Butler enters the game for T. Snell,,87,92
381,4,4:00.0,J. Butler misses 3-pt jump shot from 23 ft,,87,92
382,4,3:58.0,,Defensive rebound by J. Clarkson,87,92
383,4,3:41.0,,R. Sacre misses 2-pt jump shot from 15 ft,87,92
384,4,3:38.0,Defensive rebound by K. Hinrich,,87,92
385,4,3:32.0,Personal foul by W. Johnson (drawn by J. Butler),,87,92
386,4,3:19.0,T. Gibson misses 2-pt layup from 2 ft (block by R. Sacre),,87,92
387,4,3:17.0,,Defensive rebound by J. Hill,87,92
388,4,2:59.0,,W. Ellington misses 3-pt jump shot from 25 ft,87,92
