,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DETROIT_ACTION,HOUSTON_SCORE,DETROIT_SCORE
381,4,6:09.0,,K. Singler misses 3-pt jump shot from 23 ft,86,92
382,4,6:07.0,Defensive rebound by C. Brewer,,86,92
383,4,5:58.0,D. Motiejūnas makes 2-pt layup at rim (assist by J. Harden),,88,92
384,4,5:35.0,,Shooting foul by D. Motiejūnas (drawn by D. Augustin),88,92
385,4,5:35.0,Official timeout,,88,92
386,4,5:35.0,,D. Augustin misses free throw 1 of 2,88,92
387,4,5:35.0,,Offensive rebound by Team,88,92
388,4,5:35.0,,D. Augustin makes free throw 2 of 2,88,93
389,4,5:22.0,K. Papanikolaou misses 3-pt jump shot from 23 ft,,88,93
390,4,5:21.0,,Defensive rebound by G. Monroe,88,93
391,4,5:00.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,88,96
392,4,4:39.0,Turnover by J. Harden (bad pass; steal by A. Tolliver),,88,96
393,4,4:34.0,,Turnover by D. Augustin (bad pass; steal by K. Papanikolaou),88,96
394,4,4:29.0,Shooting foul by A. Tolliver (drawn by C. Brewer),,88,96
395,4,4:29.0,C. Brewer misses free throw 1 of 2,,88,96
396,4,4:29.0,Offensive rebound by Team,,88,96
397,4,4:29.0,C. Brewer makes free throw 2 of 2,,89,96
398,4,4:13.0,Houston full timeout,,89,96
399,4,4:11.0,,Turnover by K. Singler (bad pass; steal by K. Papanikolaou),89,96
400,4,4:05.0,T. Ariza misses 2-pt layup at rim (block by A. Tolliver),,89,96
401,4,4:05.0,Offensive rebound by C. Brewer,,89,96
402,4,4:05.0,Shooting foul by K. Singler (drawn by C. Brewer),,89,96
403,4,4:05.0,C. Brewer misses free throw 1 of 2,,89,96
404,4,4:05.0,Offensive rebound by Team,,89,96
405,4,4:05.0,C. Brewer makes free throw 2 of 2,,90,96
406,4,3:43.0,,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,90,98
407,4,3:26.0,D. Motiejūnas makes 2-pt hook shot from 6 ft (assist by C. Brewer),,92,98
408,4,3:02.0,,G. Monroe makes 2-pt hook shot from 4 ft,92,100
409,4,2:46.0,D. Motiejūnas makes 2-pt hook shot from 5 ft (assist by C. Brewer),,94,100
410,4,2:24.0,,K. Singler misses 2-pt jump shot from 16 ft,94,100
411,4,2:23.0,Defensive rebound by T. Ariza,,94,100
412,4,2:14.0,K. Papanikolaou misses 3-pt jump shot from 23 ft,,94,100
413,4,2:13.0,,Defensive rebound by K. Singler,94,100
414,4,1:57.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,94,100
415,4,1:57.0,,Offensive rebound by Team,94,100
416,4,1:57.0,Loose ball foul by T. Ariza (drawn by A. Tolliver),,94,100
417,4,1:57.0,,A. Tolliver makes free throw 1 of 2,94,101
418,4,1:57.0,,A. Drummond enters the game for G. Monroe,94,101
419,4,1:57.0,,A. Tolliver makes free throw 2 of 2,94,102
420,4,1:57.0,Houston full timeout,,94,102
421,4,1:46.0,T. Ariza misses 3-pt jump shot from 26 ft,,94,102
422,4,1:45.0,,Defensive rebound by K. Singler,94,102
423,4,1:41.0,,Personal foul by C. Brewer (drawn by D. Augustin),94,102
424,4,1:41.0,,D. Augustin makes free throw 1 of 2,94,103
425,4,1:41.0,,D. Augustin makes free throw 2 of 2,94,104
426,4,1:30.0,J. Harden makes 2-pt jump shot from 18 ft,,96,104
427,4,1:30.0,,Inbound foul by T. Ariza,96,104
428,4,1:30.0,,D. Augustin makes free throw 1 of 1,96,105
429,4,1:20.0,,A. Tolliver makes 2-pt layup at rim (assist by K. Singler),96,107
430,4,1:20.0,,Shooting foul by D. Motiejūnas (drawn by A. Tolliver),96,107
431,4,1:20.0,Technical foul by Team,,96,107
432,4,1:20.0,,D. Augustin makes technical free throw,96,108
433,4,1:20.0,,A. Tolliver makes free throw 1 of 1,96,109
434,4,1:14.0,J. Harden makes 2-pt layup at rim,,98,109
435,4,1:14.0,,Personal foul by T. Ariza (drawn by D. Augustin),98,109
436,4,1:14.0,,D. Augustin makes free throw 1 of 2,98,110
437,4,1:14.0,I. Canaan enters the game for J. Harden,,98,110
438,4,1:14.0,J. Dorsey enters the game for D. Motiejūnas,,98,110
439,4,1:14.0,,D. Augustin makes free throw 2 of 2,98,111
440,4,1:05.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by K. Papanikolaou),,101,111
441,4,0:46.0,,Turnover by D. Augustin (lost ball; steal by J. Dorsey),101,111
442,4,0:42.0,Turnover by C. Brewer (lost ball; steal by D. Augustin),,101,111
443,4,0:34.0,,Turnover by D. Augustin (lost ball; steal by T. Ariza),101,111
444,4,0:29.0,I. Canaan misses 2-pt layup from 1 ft (block by K. Caldwell-Pope),,101,111
445,4,0:29.0,,Defensive rebound by K. Caldwell-Pope,101,111
446,4,0:03.0,,K. Caldwell-Pope makes 3-pt jump shot from 32 ft,101,114
