,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MIAMI_ACTION,HOUSTON_SCORE,MIAMI_SCORE
89,2,11:46.0,,Defensive rebound by J. Ennis,31,31
90,2,11:34.0,,Turnover by Team (back court),31,31
91,2,11:20.0,K. Papanikolaou misses 3-pt jump shot from 24 ft,,31,31
92,2,11:19.0,,Defensive rebound by C. Bosh,31,31
93,2,11:19.0,,Personal foul by P. Beverley (drawn by C. Bosh),31,31
94,2,11:19.0,Technical foul by Team,,31,31
95,2,11:19.0,,M. Chalmers misses technical free throw,31,31
96,2,11:19.0,,Offensive rebound by Team,31,31
97,2,11:03.0,,C. Bosh misses 3-pt jump shot from 25 ft,31,31
98,2,11:02.0,Defensive rebound by K. Papanikolaou,,31,31
99,2,10:48.0,D. Howard misses 2-pt layup from 2 ft,,31,31
100,2,10:47.0,Offensive rebound by K. Papanikolaou,,31,31
101,2,10:46.0,K. Papanikolaou misses 2-pt tip-in from 1 ft,,31,31
102,2,10:45.0,,Defensive rebound by C. Bosh,31,31
103,2,10:38.0,,S. Napier misses 2-pt layup at rim,31,31
104,2,10:37.0,,Offensive rebound by M. Chalmers,31,31
105,2,10:35.0,,M. Chalmers makes 2-pt jump shot from 5 ft,31,33
106,2,10:25.0,D. Motiejūnas enters the game for K. Papanikolaou,,31,33
107,2,10:17.0,P. Beverley misses 3-pt jump shot from 24 ft,,31,33
108,2,10:16.0,,Defensive rebound by C. Bosh,31,33
109,2,10:03.0,Violation by D. Howard (def goaltending),,31,33
110,2,10:03.0,,C. Bosh makes 2-pt jump shot from 7 ft,31,35
111,2,9:45.0,J. Terry misses 2-pt jump shot from 15 ft,,31,35
112,2,9:44.0,Offensive rebound by Team,,31,35
113,2,9:44.0,,Loose ball foul by C. Bosh (drawn by D. Howard),31,35
114,2,9:39.0,Shooting foul by J. McRoberts (drawn by P. Beverley),,31,35
115,2,9:39.0,P. Beverley misses free throw 1 of 2,,31,35
116,2,9:39.0,Offensive rebound by Team,,31,35
117,2,9:39.0,,J. Hamilton enters the game for C. Bosh,31,35
118,2,9:39.0,P. Beverley makes free throw 2 of 2,,32,35
119,2,9:25.0,,S. Napier misses 2-pt jump shot from 18 ft,32,35
120,2,9:24.0,Defensive rebound by D. Howard,,32,35
121,2,9:22.0,Turnover by D. Howard (bad pass),,32,35
122,2,9:22.0,,D. Wade enters the game for J. Ennis,32,35
123,2,9:13.0,,Personal foul by I. Canaan (drawn by M. Chalmers),32,35
124,2,9:13.0,T. Ariza enters the game for J. Terry,,32,35
125,2,8:56.0,,S. Napier misses 3-pt jump shot from 23 ft,32,35
126,2,8:55.0,Defensive rebound by P. Beverley,,32,35
127,2,8:42.0,Turnover by D. Howard (bad pass; steal by J. Hamilton),,32,35
128,2,8:32.0,,M. Chalmers misses 2-pt layup from 2 ft,32,35
129,2,8:31.0,Defensive rebound by D. Motiejūnas,,32,35
130,2,8:26.0,,Offensive charge foul by P. Beverley (drawn by M. Chalmers),32,35
131,2,8:26.0,Turnover by P. Beverley (offensive foul),,32,35
132,2,8:26.0,Official timeout,,32,35
133,2,8:26.0,J. Harden enters the game for P. Beverley,,32,35
134,2,8:02.0,,D. Wade makes 2-pt jump shot from 16 ft (assist by J. Hamilton),32,37
135,2,7:48.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,32,37
136,2,7:47.0,,Defensive rebound by M. Chalmers,32,37
137,2,7:43.0,,Turnover by M. Chalmers (bad pass; steal by J. Harden),32,37
138,2,7:41.0,Shooting foul by J. McRoberts (drawn by J. Harden),,32,37
139,2,7:41.0,J. Harden makes free throw 1 of 2,,33,37
140,2,7:41.0,,S. Williams enters the game for J. McRoberts,33,37
141,2,7:41.0,J. Harden makes free throw 2 of 2,,34,37
142,2,7:28.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by S. Napier),34,40
143,2,7:16.0,Personal foul by J. Hamilton (drawn by D. Howard),,34,40
144,2,7:16.0,D. Howard misses free throw 1 of 2,,34,40
145,2,7:16.0,Offensive rebound by Team,,34,40
146,2,7:16.0,D. Howard makes free throw 2 of 2,,35,40
147,2,6:57.0,,J. Hamilton misses 3-pt jump shot from 24 ft,35,40
148,2,6:56.0,,Offensive rebound by D. Wade,35,40
149,2,6:55.0,,D. Wade makes 2-pt hook shot from 5 ft,35,42
150,2,6:42.0,I. Canaan makes 3-pt jump shot from 24 ft,,38,42
151,2,6:23.0,,J. Hamilton misses 3-pt jump shot from 24 ft,38,42
152,2,6:22.0,,Offensive rebound by S. Williams,38,42
153,2,6:21.0,,S. Williams misses 2-pt tip-in at rim,38,42
154,2,6:21.0,,Offensive rebound by Team,38,42
155,2,6:21.0,Loose ball foul by D. Motiejūnas (drawn by M. Chalmers),,38,42
156,2,6:21.0,,Miami full timeout,38,42
157,2,6:21.0,K. Papanikolaou enters the game for D. Motiejūnas,,38,42
158,2,6:21.0,,L. Deng enters the game for S. Napier,38,42
159,2,6:06.0,,Shooting foul by K. Papanikolaou (drawn by L. Deng),38,42
160,2,6:06.0,,L. Deng misses free throw 1 of 2,38,42
161,2,6:06.0,,Offensive rebound by Team,38,42
162,2,6:06.0,,L. Deng makes free throw 2 of 2,38,43
163,2,5:46.0,Shooting foul by S. Williams (drawn by D. Howard),,38,43
164,2,5:46.0,D. Howard misses free throw 1 of 2,,38,43
165,2,5:46.0,Offensive rebound by Team,,38,43
166,2,5:46.0,D. Howard misses free throw 2 of 2,,38,43
167,2,5:44.0,Offensive rebound by Team,,38,43
168,2,5:23.0,T. Ariza misses 3-pt jump shot from 23 ft (block by D. Wade),,38,43
169,2,5:22.0,,Defensive rebound by S. Williams,38,43
170,2,5:17.0,,D. Wade makes 2-pt layup at rim (assist by M. Chalmers),38,45
171,2,5:02.0,Turnover by D. Howard (traveling),,38,45
172,2,5:02.0,J. Terry enters the game for I. Canaan,,38,45
173,2,5:02.0,J. Dorsey enters the game for D. Howard,,38,45
174,2,4:50.0,,Turnover by M. Chalmers (bad pass; steal by J. Dorsey),38,45
175,2,4:45.0,K. Papanikolaou makes 2-pt dunk at rim (assist by J. Harden),,40,45
176,2,4:33.0,,Turnover by M. Chalmers (offensive foul),40,45
177,2,4:33.0,,Offensive foul by M. Chalmers (drawn by T. Ariza),40,45
178,2,4:33.0,,N. Cole enters the game for M. Chalmers,40,45
179,2,4:13.0,Turnover by T. Ariza (traveling),,40,45
180,2,4:08.0,,Personal foul by T. Ariza (drawn by D. Wade),40,45
181,2,4:08.0,,D. Wade makes free throw 1 of 2,40,46
182,2,4:08.0,,D. Wade makes free throw 2 of 2,40,47
183,2,3:43.0,J. Harden makes 3-pt jump shot from 24 ft,,43,47
184,2,3:29.0,,Shooting foul by J. Dorsey (drawn by D. Wade),43,47
185,2,3:29.0,,D. Wade makes free throw 1 of 2,43,48
186,2,3:29.0,D. Howard enters the game for J. Dorsey,,43,48
187,2,3:29.0,,D. Wade makes free throw 2 of 2,43,49
188,2,3:17.0,K. Papanikolaou misses 3-pt jump shot from 25 ft,,43,49
189,2,3:16.0,Offensive rebound by D. Howard,,43,49
190,2,3:15.0,D. Howard makes 2-pt dunk at rim,,45,49
191,2,3:01.0,,J. Hamilton misses 3-pt jump shot from 24 ft,45,49
192,2,3:00.0,Defensive rebound by T. Ariza,,45,49
193,2,2:50.0,Def 3 sec tech foul by J. Hamilton,,45,49
194,2,2:50.0,Houston full timeout,,45,49
195,2,2:50.0,,M. Chalmers enters the game for D. Wade,45,49
196,2,2:50.0,,J. McRoberts enters the game for J. Hamilton,45,49
197,2,2:50.0,J. Harden makes technical free throw,,46,49
198,2,2:38.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,49,49
199,2,2:19.0,,M. Chalmers makes 2-pt layup from 1 ft,49,51
200,2,2:05.0,D. Howard makes 2-pt layup at rim,,51,51
201,2,2:05.0,Shooting foul by J. McRoberts (drawn by D. Howard),,51,51
202,2,2:05.0,D. Howard misses free throw 1 of 1,,51,51
203,2,2:04.0,Offensive rebound by J. Harden,,51,51
204,2,1:59.0,Shooting foul by S. Williams (drawn by J. Harden),,51,51
205,2,1:59.0,J. Harden makes free throw 1 of 2,,52,51
206,2,1:59.0,J. Harden makes free throw 2 of 2,,53,51
207,2,1:34.0,,L. Deng misses 2-pt jump shot from 15 ft,53,51
208,2,1:33.0,,Offensive rebound by N. Cole,53,51
209,2,1:27.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by N. Cole),53,54
210,2,1:25.0,Personal foul by J. McRoberts (drawn by J. Harden),,53,54
211,2,1:25.0,J. Harden makes free throw 1 of 2,,54,54
212,2,1:25.0,,J. Hamilton enters the game for J. McRoberts,54,54
213,2,1:25.0,J. Harden makes free throw 2 of 2,,55,54
214,2,1:13.0,,L. Deng misses 2-pt jump shot from 10 ft,55,54
215,2,1:12.0,,Offensive rebound by J. Hamilton,55,54
216,2,1:12.0,,D. Wade enters the game for N. Cole,55,54
217,2,0:55.0,,Turnover by D. Wade (bad pass; steal by J. Terry),55,54
218,2,0:51.0,J. Harden makes 2-pt layup at rim,,57,54
219,2,0:51.0,Technical foul by J. Harden,,57,54
220,2,0:51.0,,D. Wade makes technical free throw,57,55
221,2,0:37.0,,L. Deng misses 2-pt jump shot from 20 ft,57,55
222,2,0:36.0,Defensive rebound by T. Ariza,,57,55
223,2,0:13.0,J. Harden misses 3-pt jump shot from 24 ft,,57,55
224,2,0:12.0,Offensive rebound by D. Howard,,57,55
225,2,0:11.0,D. Howard misses 2-pt layup from 2 ft,,57,55
226,2,0:10.0,,Defensive rebound by J. Hamilton,57,55
227,2,0:06.0,,Turnover by M. Chalmers (bad pass),57,55
228,2,0:06.0,Houston full timeout,,57,55
229,2,0:05.0,,N. Cole enters the game for M. Chalmers,57,55
230,2,0:04.0,Turnover by T. Ariza (step out of bounds),,57,55
231,2,0:01.0,,N. Cole misses 3-pt jump shot from 39 ft,57,55
232,2,0:00.0,,Offensive rebound by Team,57,55
233,3,11:36.0,Turnover by Team (shot clock),,57,55
234,3,11:29.0,,Turnover by L. Deng (bad pass),57,55
235,3,11:19.0,D. Motiejūnas misses 2-pt layup from 1 ft,,57,55
236,3,11:18.0,,Defensive rebound by D. Wade,57,55
237,3,11:04.0,,C. Bosh misses 2-pt jump shot from 13 ft,57,55
238,3,11:03.0,Defensive rebound by J. Harden,,57,55
239,3,10:46.0,Shooting foul by D. Wade (drawn by T. Ariza),,57,55
240,3,10:46.0,T. Ariza makes free throw 1 of 2,,58,55
241,3,10:46.0,T. Ariza makes free throw 2 of 2,,59,55
242,3,10:28.0,,L. Deng misses 2-pt jump shot from 13 ft,59,55
243,3,10:27.0,Defensive rebound by J. Harden,,59,55
244,3,10:22.0,T. Ariza misses 3-pt jump shot from 24 ft,,59,55
245,3,10:21.0,,Defensive rebound by N. Cole,59,55
246,3,10:00.0,,C. Bosh makes 2-pt jump shot from 16 ft,59,57
247,3,9:43.0,Turnover by T. Ariza (bad pass; steal by C. Bosh),,59,57
248,3,9:35.0,,D. Wade makes 2-pt jump shot from 20 ft,59,59
249,3,9:20.0,D. Howard makes 2-pt hook shot from 8 ft,,61,59
250,3,9:07.0,,L. Deng misses 2-pt layup from 1 ft,61,59
251,3,9:06.0,,Offensive rebound by Team,61,59
252,3,8:59.0,,Personal foul by D. Howard (drawn by C. Bosh),61,59
253,3,8:46.0,,Turnover by C. Bosh (3 sec),61,59
254,3,8:38.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,63,59
255,3,8:29.0,,Turnover by L. Deng (lost ball; steal by T. Ariza),63,59
256,3,8:27.0,Personal foul by L. Deng (drawn by T. Ariza),,63,59
257,3,8:01.0,J. Harden makes 3-pt jump shot from 25 ft,,66,59
258,3,7:32.0,,S. Williams misses 3-pt jump shot from 25 ft,66,59
259,3,7:31.0,,Offensive rebound by S. Williams,66,59
260,3,7:25.0,,C. Bosh misses 2-pt layup from 2 ft,66,59
261,3,7:24.0,Defensive rebound by J. Harden,,66,59
262,3,7:15.0,D. Motiejūnas makes 2-pt hook shot from 6 ft (assist by P. Beverley),,68,59
263,3,7:15.0,,Miami full timeout,68,59
264,3,7:00.0,,Def 3 sec tech foul by D. Motiejūnas,68,59
265,3,7:00.0,,C. Bosh makes technical free throw,68,60
266,3,6:52.0,,Turnover by N. Cole (bad pass),68,60
267,3,6:36.0,D. Motiejūnas misses 2-pt layup from 2 ft,,68,60
268,3,6:35.0,Offensive rebound by D. Howard,,68,60
269,3,6:35.0,Personal foul by S. Williams (drawn by D. Howard),,68,60
270,3,6:23.0,D. Motiejūnas misses 3-pt jump shot from 23 ft,,68,60
271,3,6:22.0,,Defensive rebound by N. Cole,68,60
272,3,6:19.0,,Shooting foul by D. Motiejūnas (drawn by S. Williams),68,60
273,3,6:19.0,,S. Williams misses free throw 1 of 2,68,60
274,3,6:19.0,,Offensive rebound by Team,68,60
275,3,6:19.0,K. Papanikolaou enters the game for D. Motiejūnas,,68,60
276,3,6:19.0,,S. Williams makes free throw 2 of 2,68,61
277,3,6:00.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,71,61
278,3,5:45.0,,D. Wade makes 2-pt layup from 1 ft,71,63
279,3,5:35.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by T. Ariza),,74,63
280,3,5:19.0,,Shooting foul by J. Harden (drawn by L. Deng),74,63
281,3,5:19.0,,L. Deng misses free throw 1 of 2,74,63
282,3,5:19.0,,Offensive rebound by Team,74,63
283,3,5:19.0,,S. Napier enters the game for N. Cole,74,63
284,3,5:19.0,,L. Deng makes free throw 2 of 2,74,64
285,3,5:07.0,Personal foul by D. Wade (drawn by D. Howard),,74,64
286,3,4:54.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Harden),,77,64
287,3,4:27.0,,C. Bosh makes 2-pt jump shot from 18 ft (assist by S. Napier),77,66
288,3,4:01.0,D. Howard misses 2-pt hook shot from 8 ft,,77,66
289,3,4:00.0,,Defensive rebound by S. Williams,77,66
290,3,3:47.0,,Turnover by C. Bosh (lost ball; steal by T. Ariza),77,66
291,3,3:42.0,Turnover by J. Harden (lost ball; steal by C. Bosh),,77,66
292,3,3:40.0,,Personal foul by P. Beverley (drawn by C. Bosh),77,66
293,3,3:40.0,,M. Chalmers enters the game for L. Deng,77,66
294,3,3:40.0,,J. Ennis enters the game for D. Wade,77,66
295,3,3:40.0,J. Terry enters the game for D. Howard,,77,66
296,3,3:40.0,J. Dorsey enters the game for P. Beverley,,77,66
297,3,3:27.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by S. Napier),77,69
298,3,3:10.0,J. Terry misses 3-pt jump shot from 24 ft,,77,69
299,3,3:09.0,Offensive rebound by T. Ariza,,77,69
300,3,3:09.0,Shooting foul by S. Williams (drawn by T. Ariza),,77,69
301,3,3:09.0,T. Ariza makes free throw 1 of 2,,78,69
302,3,3:09.0,,J. Hamilton enters the game for S. Williams,78,69
303,3,3:09.0,T. Ariza makes free throw 2 of 2,,79,69
304,3,2:59.0,,Personal foul by J. Terry (drawn by S. Napier),79,69
305,3,2:59.0,Houston full timeout,,79,69
306,3,2:59.0,I. Canaan enters the game for T. Ariza,,79,69
307,3,2:59.0,,S. Napier misses free throw 1 of 2,79,69
308,3,2:59.0,,Offensive rebound by Team,79,69
309,3,2:59.0,,S. Napier misses free throw 2 of 2,79,69
310,3,2:58.0,Defensive rebound by K. Papanikolaou,,79,69
311,3,2:40.0,J. Dorsey makes 2-pt layup from 1 ft (assist by K. Papanikolaou),,81,69
312,3,2:30.0,,Personal foul by J. Terry (drawn by M. Chalmers),81,69
313,3,2:30.0,,M. Chalmers makes free throw 1 of 2,81,70
314,3,2:30.0,,M. Chalmers misses free throw 2 of 2,81,70
315,3,2:29.0,Defensive rebound by K. Papanikolaou,,81,70
316,3,2:10.0,J. Harden makes 2-pt jump shot from 4 ft,,83,70
317,3,1:56.0,,Shooting foul by J. Dorsey (drawn by M. Chalmers),83,70
318,3,1:56.0,,M. Chalmers makes free throw 1 of 2,83,71
319,3,1:56.0,,M. Chalmers misses free throw 2 of 2,83,71
320,3,1:55.0,,Offensive rebound by J. Hamilton,83,71
321,3,1:47.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by J. Hamilton),83,74
322,3,1:22.0,Turnover by Team (shot clock),,83,74
323,3,0:56.0,,J. Ennis misses 3-pt jump shot from 24 ft,83,74
324,3,0:55.0,Defensive rebound by J. Dorsey,,83,74
325,3,0:40.0,Offensive foul by J. Dorsey (drawn by M. Chalmers),,83,74
326,3,0:40.0,Turnover by J. Dorsey (offensive foul),,83,74
327,3,0:29.0,,Shooting foul by K. Papanikolaou (drawn by C. Bosh),83,74
328,3,0:29.0,,C. Bosh makes free throw 1 of 2,83,75
329,3,0:29.0,,C. Bosh misses free throw 2 of 2,83,75
330,3,0:29.0,,Offensive rebound by C. Bosh,83,75
331,3,0:27.0,,C. Bosh makes 2-pt layup at rim,83,77
332,3,0:02.0,J. Harden misses 3-pt jump shot from 25 ft,,83,77
333,3,0:00.0,Offensive rebound by Team,,83,77
334,4,11:40.0,,J. Ennis misses 2-pt layup at rim,83,77
335,4,11:39.0,,Offensive rebound by J. Hamilton,83,77
336,4,11:38.0,,J. Hamilton misses 2-pt jump shot from 5 ft (block by K. Papanikolaou),83,77
337,4,11:37.0,,Offensive rebound by Team,83,77
338,4,11:33.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by M. Chalmers),83,80
339,4,11:22.0,J. Terry misses 3-pt jump shot from 23 ft,,83,80
340,4,11:21.0,,Defensive rebound by M. Chalmers,83,80
341,4,11:07.0,,J. Hamilton misses 2-pt layup from 1 ft,83,80
342,4,11:06.0,Defensive rebound by D. Howard,,83,80
343,4,10:56.0,Personal foul by C. Bosh (drawn by K. Papanikolaou),,83,80
344,4,10:52.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. Ariza),,86,80
345,4,10:22.0,,Turnover by Team (shot clock),86,80
346,4,10:22.0,,D. Wade enters the game for J. Ennis,86,80
347,4,10:06.0,D. Howard misses 2-pt layup from 1 ft,,86,80
348,4,10:05.0,,Defensive rebound by C. Bosh,86,80
349,4,9:55.0,,C. Bosh misses 2-pt layup from 3 ft,86,80
350,4,9:54.0,Defensive rebound by D. Howard,,86,80
351,4,9:54.0,Offensive foul by D. Howard (drawn by J. Hamilton),,86,80
352,4,9:54.0,Turnover by D. Howard (offensive foul),,86,80
353,4,9:43.0,,D. Wade misses 3-pt jump shot from 25 ft,86,80
354,4,9:42.0,Defensive rebound by D. Howard,,86,80
355,4,9:28.0,Shooting foul by J. Hamilton (drawn by D. Howard),,86,80
356,4,9:28.0,D. Howard makes free throw 1 of 2,,87,80
357,4,9:28.0,D. Howard makes free throw 2 of 2,,88,80
358,4,9:26.0,,Miami full timeout,88,80
359,4,9:26.0,P. Beverley enters the game for J. Terry,,88,80
360,4,9:26.0,,S. Williams enters the game for C. Bosh,88,80
361,4,9:14.0,,Turnover by D. Wade (bad pass; steal by I. Canaan),88,80
362,4,9:10.0,I. Canaan makes 2-pt layup from 1 ft,,90,80
363,4,8:51.0,,Personal foul by T. Ariza (drawn by J. Hamilton),90,80
364,4,8:38.0,,D. Wade misses 3-pt jump shot from 24 ft,90,80
365,4,8:37.0,,Offensive rebound by Team,90,80
366,4,8:37.0,,Turnover by Team (shot clock),90,80
367,4,8:19.0,Turnover by D. Howard (lost ball; steal by S. Napier),,90,80
368,4,8:19.0,,Personal foul by D. Howard (drawn by S. Napier),90,80
369,4,8:19.0,J. Harden enters the game for D. Howard,,90,80
370,4,8:19.0,D. Motiejūnas enters the game for I. Canaan,,90,80
371,4,8:01.0,,M. Chalmers misses 3-pt jump shot from 24 ft,90,80
372,4,8:00.0,Defensive rebound by J. Harden,,90,80
373,4,7:59.0,Personal foul by S. Williams (drawn by J. Harden),,90,80
374,4,7:59.0,,C. Bosh enters the game for S. Williams,90,80
375,4,7:48.0,K. Papanikolaou misses 3-pt jump shot from 23 ft,,90,80
376,4,7:47.0,,Defensive rebound by M. Chalmers,90,80
377,4,7:41.0,,M. Chalmers misses 2-pt layup at rim (block by K. Papanikolaou),90,80
378,4,7:40.0,,Offensive rebound by M. Chalmers,90,80
379,4,7:37.0,,S. Napier makes 3-pt jump shot from 23 ft (assist by M. Chalmers),90,83
380,4,7:07.0,P. Beverley misses 3-pt jump shot from 25 ft,,90,83
381,4,7:06.0,,Defensive rebound by C. Bosh,90,83
382,4,7:00.0,,J. Hamilton makes 3-pt jump shot from 23 ft (assist by D. Wade),90,86
383,4,7:00.0,Houston full timeout,,90,86
384,4,6:40.0,J. Harden misses 3-pt jump shot from 24 ft,,90,86
385,4,6:39.0,,Defensive rebound by Team,90,86
386,4,6:39.0,Loose ball foul by D. Motiejūnas (drawn by M. Chalmers),,90,86
387,4,6:39.0,D. Howard enters the game for D. Motiejūnas,,90,86
388,4,6:25.0,,C. Bosh misses 3-pt jump shot from 24 ft,90,86
389,4,6:24.0,Defensive rebound by P. Beverley,,90,86
390,4,6:02.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,93,86
