,QUARTER,TIME_REMAINING,HOUSTON_ACTION,INDIANA_ACTION,HOUSTON_SCORE,INDIANA_SCORE
26,1,8:27.0,J. Harden makes free throw 2 of 2,,12,4
27,1,8:14.0,,G. Hill makes 2-pt jump shot from 18 ft (assist by S. Hill),12,6
28,1,7:47.0,D. Motiejūnas misses 2-pt jump shot from 9 ft,,12,6
29,1,7:46.0,,Defensive rebound by G. Hill,12,6
30,1,7:39.0,,R. Hibbert makes 2-pt hook shot from 8 ft (assist by G. Hill),12,8
31,1,7:17.0,P. Beverley misses 3-pt jump shot from 23 ft,,12,8
32,1,7:16.0,,Defensive rebound by D. West,12,8
33,1,7:03.0,,Turnover by S. Hill (bad pass; steal by D. Motiejūnas),12,8
34,1,6:54.0,Offensive foul by P. Beverley (drawn by R. Hibbert),,12,8
35,1,6:54.0,Turnover by P. Beverley (offensive foul),,12,8
36,1,6:31.0,,S. Hill misses 2-pt layup from 1 ft (block by P. Beverley),12,8
37,1,6:31.0,,Offensive rebound by S. Hill,12,8
38,1,6:31.0,,Turnover by S. Hill (traveling),12,8
39,1,6:15.0,J. Harden makes 2-pt jump shot from 19 ft,,14,8
40,1,6:08.0,,Indiana full timeout,14,8
41,1,6:08.0,C. Brewer enters the game for T. Ariza,,14,8
42,1,6:04.0,,S. Hill misses 2-pt layup at rim (block by J. Harden),14,8
43,1,6:02.0,Defensive rebound by J. Harden,,14,8
44,1,5:57.0,Turnover by J. Harden (bad pass; steal by G. Hill),,14,8
45,1,5:56.0,,Turnover by D. West (bad pass),14,8
46,1,5:38.0,C. Brewer misses 2-pt jump shot from 18 ft,,14,8
47,1,5:37.0,,Defensive rebound by G. Hill,14,8
48,1,5:21.0,,D. Rudež misses 3-pt jump shot from 25 ft,14,8
49,1,5:20.0,Defensive rebound by J. Dorsey,,14,8
50,1,5:05.0,Turnover by P. Beverley (traveling),,14,8
51,1,4:53.0,,Shooting foul by J. Dorsey (drawn by D. West),14,8
52,1,4:53.0,,D. West makes free throw 1 of 2,14,9
53,1,4:53.0,J. Smith enters the game for J. Dorsey,,14,9
54,1,4:53.0,,D. West misses free throw 2 of 2,14,9
55,1,4:53.0,,Offensive rebound by R. Hibbert,14,9
56,1,4:53.0,Loose ball foul by D. Motiejūnas (drawn by R. Hibbert),,14,9
57,1,4:53.0,J. Dorsey enters the game for D. Motiejūnas,,14,9
58,1,4:47.0,,G. Hill misses 3-pt jump shot from 27 ft,14,9
59,1,4:45.0,Defensive rebound by J. Dorsey,,14,9
60,1,4:36.0,J. Harden misses 3-pt jump shot from 25 ft,,14,9
61,1,4:35.0,Offensive rebound by P. Beverley,,14,9
62,1,4:35.0,P. Beverley misses 2-pt layup from 2 ft (block by G. Hill),,14,9
63,1,4:35.0,Offensive rebound by Team,,14,9
64,1,4:25.0,J. Smith misses 2-pt layup at rim,,14,9
65,1,4:24.0,,Defensive rebound by G. Hill,14,9
66,1,4:20.0,,Turnover by G. Hill (bad pass; steal by P. Beverley),14,9
67,1,4:14.0,C. Brewer makes 2-pt layup at rim (assist by J. Smith),,16,9
68,1,3:58.0,,S. Hill misses 2-pt layup at rim (block by J. Dorsey),16,9
69,1,3:56.0,,Offensive rebound by R. Hibbert,16,9
70,1,3:51.0,,R. Hibbert makes 2-pt hook shot from 13 ft,16,11
71,1,3:37.0,C. Brewer misses 2-pt jump shot from 19 ft,,16,11
72,1,3:35.0,,Defensive rebound by R. Hibbert,16,11
73,1,3:17.0,,G. Hill misses 3-pt jump shot from 28 ft,16,11
74,1,3:16.0,Defensive rebound by J. Dorsey,,16,11
75,1,3:12.0,Shooting foul by S. Hill (drawn by J. Harden),,16,11
76,1,3:12.0,J. Harden makes free throw 1 of 2,,17,11
77,1,3:12.0,,I. Mahinmi enters the game for R. Hibbert,17,11
78,1,3:12.0,,C. Watson enters the game for G. Hill,17,11
79,1,3:12.0,J. Terry enters the game for P. Beverley,,17,11
80,1,3:12.0,J. Harden makes free throw 2 of 2,,18,11
81,1,2:57.0,,Turnover by S. Hill (bad pass),18,11
82,1,2:57.0,Houston full timeout,,18,11
83,1,2:43.0,J. Smith misses 2-pt layup from 2 ft,,18,11
84,1,2:42.0,,Defensive rebound by I. Mahinmi,18,11
85,1,2:33.0,,D. West misses 2-pt jump shot from 4 ft,18,11
86,1,2:31.0,,Offensive rebound by I. Mahinmi,18,11
87,1,2:31.0,,I. Mahinmi makes 2-pt tip-in at rim,18,13
88,1,2:17.0,J. Dorsey misses 2-pt layup from 1 ft,,18,13
89,1,2:16.0,Offensive rebound by J. Smith,,18,13
90,1,2:16.0,J. Smith makes 2-pt layup from 1 ft,,20,13
91,1,1:51.0,,D. West misses 2-pt jump shot from 10 ft,20,13
92,1,1:51.0,Defensive rebound by J. Dorsey,,20,13
93,1,1:38.0,J. Smith misses 2-pt jump shot from 9 ft,,20,13
94,1,1:38.0,,Defensive rebound by I. Mahinmi,20,13
95,1,1:38.0,Loose ball foul by J. Dorsey (drawn by I. Mahinmi),,20,13
96,1,1:38.0,,L. Scola enters the game for D. West,20,13
97,1,1:25.0,,L. Scola misses 2-pt jump shot from 19 ft,20,13
98,1,1:24.0,Defensive rebound by J. Dorsey,,20,13
99,1,1:13.0,J. Harden makes 2-pt layup at rim,,22,13
100,1,1:00.0,,Turnover by D. Rudež (bad pass; steal by J. Harden),22,13
101,1,0:52.0,Shooting foul by I. Mahinmi (drawn by J. Harden),,22,13
102,1,0:52.0,J. Harden makes free throw 1 of 2,,23,13
103,1,0:52.0,J. Harden makes free throw 2 of 2,,24,13
104,1,0:30.0,,C. Watson makes 2-pt jump shot from 20 ft,24,15
105,1,0:08.0,Shooting foul by S. Hill (drawn by J. Harden),,24,15
106,1,0:08.0,J. Harden makes free throw 1 of 2,,25,15
107,1,0:08.0,P. Beverley enters the game for J. Terry,,25,15
108,1,0:08.0,T. Ariza enters the game for J. Dorsey,,25,15
109,1,0:08.0,,C. Miles enters the game for S. Hill,25,15
110,1,0:08.0,J. Harden makes free throw 2 of 2,,26,15
111,1,0:01.0,,C. Miles misses 2-pt jump shot from 20 ft,26,15
112,1,0:00.0,Defensive rebound by T. Ariza,,26,15
113,2,11:44.0,J. Smith makes 3-pt jump shot from 26 ft (assist by T. Ariza),,29,15
114,2,11:28.0,,Turnover by L. Scola (lost ball; steal by J. Smith),29,15
115,2,11:23.0,T. Ariza makes 2-pt layup at rim (assist by C. Brewer),,31,15
116,2,11:01.0,,C. Watson makes 2-pt jump shot from 15 ft,31,17
117,2,10:49.0,Turnover by C. Brewer (bad pass; steal by C. Watson),,31,17
118,2,10:44.0,,C. Watson misses 2-pt layup at rim,31,17
119,2,10:42.0,Defensive rebound by J. Terry,,31,17
120,2,10:35.0,J. Terry makes 3-pt jump shot from 27 ft (assist by D. Motiejūnas),,34,17
121,2,10:23.0,,Turnover by I. Mahinmi (bad pass; steal by T. Ariza),34,17
122,2,10:11.0,D. Motiejūnas makes 2-pt dunk at rim (assist by J. Smith),,36,17
123,2,10:11.0,,Indiana full timeout,36,17
124,2,9:55.0,,Personal foul by T. Ariza (drawn by C. Miles),36,17
125,2,9:48.0,,Shooting foul by J. Terry (drawn by L. Scola),36,17
126,2,9:48.0,,L. Scola makes free throw 1 of 2,36,18
127,2,9:48.0,,L. Scola misses free throw 2 of 2,36,18
128,2,9:48.0,Defensive rebound by J. Terry,,36,18
129,2,9:36.0,Turnover by J. Terry (lost ball; steal by C. Watson),,36,18
130,2,9:29.0,,D. Rudež misses 2-pt layup at rim,36,18
131,2,9:28.0,,Offensive rebound by L. Scola,36,18
132,2,9:28.0,,L. Scola misses 2-pt layup at rim,36,18
133,2,9:27.0,,Offensive rebound by Team,36,18
134,2,9:23.0,,I. Mahinmi misses 2-pt jump shot from 3 ft,36,18
135,2,9:22.0,,Offensive rebound by L. Scola,36,18
136,2,9:22.0,,L. Scola makes 2-pt layup from 1 ft,36,20
137,2,9:20.0,,Technical foul by R. Hibbert,36,20
138,2,9:20.0,J. Terry misses technical free throw,,36,20
139,2,9:20.0,Offensive rebound by Team,,36,20
140,2,9:07.0,J. Smith makes 2-pt layup from 1 ft (assist by J. Terry),,38,20
141,2,8:55.0,,L. Scola misses 2-pt jump shot from 18 ft,38,20
142,2,8:52.0,Defensive rebound by C. Brewer,,38,20
143,2,8:31.0,J. Smith makes 3-pt jump shot from 26 ft,,41,20
144,2,8:14.0,,C. Watson makes 3-pt jump shot from 27 ft (assist by C. Miles),41,23
145,2,7:53.0,J. Smith misses 2-pt jump shot from 7 ft,,41,23
146,2,7:53.0,,Defensive rebound by I. Mahinmi,41,23
147,2,7:38.0,,D. Rudež misses 3-pt jump shot from 25 ft,41,23
148,2,7:36.0,Defensive rebound by J. Smith,,41,23
149,2,7:29.0,J. Smith misses 2-pt layup from 2 ft (block by I. Mahinmi),,41,23
150,2,7:29.0,,Defensive rebound by Team,41,23
151,2,7:29.0,,G. Hill enters the game for D. Rudež,41,23
152,2,7:15.0,,G. Hill makes 2-pt layup from 1 ft,41,25
153,2,7:05.0,Turnover by J. Smith (offensive foul),,41,25
154,2,7:05.0,Offensive foul by J. Smith (drawn by C. Miles),,41,25
155,2,7:05.0,J. Dorsey enters the game for J. Smith,,41,25
156,2,7:05.0,P. Beverley enters the game for J. Terry,,41,25
157,2,7:05.0,J. Harden enters the game for T. Ariza,,41,25
158,2,6:48.0,,L. Scola misses 2-pt layup from 1 ft,41,25
159,2,6:46.0,Defensive rebound by J. Dorsey,,41,25
160,2,6:31.0,J. Harden misses 2-pt jump shot from 11 ft,,41,25
161,2,6:30.0,Offensive rebound by J. Harden,,41,25
162,2,6:27.0,C. Brewer makes 3-pt jump shot from 25 ft (assist by J. Harden),,44,25
163,2,6:13.0,,G. Hill makes 2-pt layup from 2 ft (assist by C. Watson),44,27
164,2,6:03.0,J. Harden misses 3-pt jump shot from 26 ft,,44,27
165,2,6:02.0,,Defensive rebound by L. Scola,44,27
166,2,5:55.0,,C. Miles misses 2-pt layup at rim,44,27
167,2,5:55.0,Defensive rebound by Team,,44,27
168,2,5:55.0,Official timeout,,44,27
169,2,5:55.0,,R. Hibbert enters the game for I. Mahinmi,44,27
170,2,5:36.0,C. Brewer misses 2-pt layup from 1 ft,,44,27
171,2,5:35.0,,Defensive rebound by L. Scola,44,27
172,2,5:17.0,,C. Watson makes 3-pt jump shot from 25 ft (assist by G. Hill),44,30
173,2,4:51.0,D. Motiejūnas makes 2-pt hook shot from 7 ft (assist by J. Harden),,46,30
174,2,4:29.0,,G. Hill makes 2-pt jump shot from 18 ft (assist by C. Watson),46,32
175,2,4:02.0,J. Harden misses 2-pt jump shot from 16 ft,,46,32
176,2,4:02.0,,Defensive rebound by C. Watson,46,32
177,2,3:56.0,,L. Scola makes 2-pt layup at rim (assist by C. Watson),46,34
178,2,3:46.0,Personal foul by C. Watson (drawn by P. Beverley),,46,34
179,2,3:46.0,T. Ariza enters the game for C. Brewer,,46,34
180,2,3:31.0,P. Beverley makes 2-pt jump shot from 6 ft,,48,34
181,2,3:19.0,,L. Scola misses 2-pt layup at rim (block by P. Beverley),48,34
182,2,3:17.0,,Offensive rebound by Team,48,34
183,2,3:17.0,J. Smith enters the game for J. Dorsey,,48,34
184,2,3:17.0,,Inbound foul by J. Smith,48,34
185,2,3:17.0,,C. Watson misses free throw 1 of 2,48,34
186,2,3:17.0,,Offensive rebound by Team,48,34
187,2,3:17.0,,D. West enters the game for L. Scola,48,34
188,2,3:17.0,,C. Watson makes free throw 2 of 2,48,35
189,2,2:58.0,D. Motiejūnas misses 2-pt jump shot from 8 ft (block by G. Hill),,48,35
190,2,2:58.0,,Defensive rebound by Team,48,35
191,2,2:58.0,Houston full timeout,,48,35
192,2,2:42.0,,D. West misses 2-pt jump shot from 17 ft,48,35
193,2,2:42.0,Defensive rebound by T. Ariza,,48,35
194,2,2:30.0,J. Smith makes 2-pt jump shot from 6 ft,,50,35
195,2,2:16.0,,C. Miles makes 2-pt jump shot from 22 ft (assist by C. Watson),50,37
196,2,2:07.0,Personal foul by G. Hill (drawn by D. Motiejūnas),,50,37
197,2,1:51.0,P. Beverley misses 2-pt jump shot from 7 ft,,50,37
198,2,1:50.0,,Defensive rebound by D. West,50,37
199,2,1:43.0,,C. Miles misses 3-pt jump shot from 23 ft,50,37
200,2,1:42.0,,Offensive rebound by G. Hill,50,37
201,2,1:39.0,,G. Hill makes 2-pt jump shot from 5 ft,50,39
202,2,1:17.0,,Offensive charge foul by T. Ariza (drawn by R. Hibbert),50,39
203,2,1:17.0,Turnover by T. Ariza (offensive foul),,50,39
204,2,1:02.0,,C. Miles misses 3-pt jump shot from 23 ft,50,39
205,2,1:01.0,Defensive rebound by T. Ariza,,50,39
206,2,0:47.0,J. Harden misses 3-pt jump shot from 24 ft,,50,39
207,2,0:46.0,,Defensive rebound by G. Hill,50,39
208,2,0:29.0,,C. Miles misses 2-pt layup from 1 ft,50,39
209,2,0:28.0,Defensive rebound by J. Smith,,50,39
210,2,0:05.0,J. Harden misses 2-pt jump shot from 23 ft,,50,39
211,2,0:04.0,Offensive rebound by J. Smith,,50,39
212,2,0:01.0,J. Harden makes 3-pt jump shot from 25 ft (assist by J. Smith),,53,39
213,2,0:00.0,,Turnover by R. Hibbert (bad pass; steal by D. Motiejūnas),53,39
214,3,11:52.0,Turnover by T. Ariza (step out of bounds),,53,39
215,3,11:32.0,,D. West makes 2-pt jump shot from 17 ft (assist by S. Hill),53,41
216,3,11:21.0,Turnover by T. Ariza (bad pass; steal by R. Hibbert),,53,41
217,3,11:01.0,,R. Hibbert misses 2-pt jump shot from 8 ft,53,41
218,3,11:00.0,Defensive rebound by J. Dorsey,,53,41
219,3,10:46.0,Turnover by D. Motiejūnas (lost ball),,53,41
220,3,10:25.0,,R. Hibbert makes 2-pt hook shot from 8 ft (assist by D. West),53,43
221,3,10:13.0,P. Beverley makes 3-pt jump shot from 27 ft,,56,43
222,3,9:57.0,,R. Hibbert makes 2-pt jump shot from 4 ft (assist by C. Miles),56,45
223,3,9:39.0,J. Harden misses 3-pt jump shot from 26 ft,,56,45
224,3,9:38.0,,Defensive rebound by R. Hibbert,56,45
225,3,9:16.0,,R. Hibbert misses 2-pt jump shot from 9 ft,56,45
226,3,9:15.0,Defensive rebound by J. Dorsey,,56,45
227,3,8:55.0,J. Harden makes 2-pt dunk at rim (assist by D. Motiejūnas),,58,45
228,3,8:29.0,,G. Hill misses 2-pt jump shot from 14 ft,58,45
229,3,8:26.0,Defensive rebound by T. Ariza,,58,45
230,3,8:19.0,Shooting foul by S. Hill (drawn by J. Harden),,58,45
231,3,8:19.0,J. Harden makes free throw 1 of 3,,59,45
232,3,8:19.0,J. Harden makes free throw 2 of 3,,60,45
233,3,8:19.0,J. Terry enters the game for P. Beverley,,60,45
234,3,8:19.0,J. Harden makes free throw 3 of 3,,61,45
235,3,8:04.0,,Turnover by C. Miles (bad pass),61,45
236,3,7:54.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,61,45
237,3,7:53.0,,Defensive rebound by R. Hibbert,61,45
238,3,7:53.0,Loose ball foul by J. Dorsey (drawn by R. Hibbert),,61,45
239,3,7:40.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by C. Miles),61,48
240,3,7:25.0,J. Terry makes 3-pt jump shot from 26 ft (assist by D. Motiejūnas),,64,48
241,3,7:07.0,,C. Miles makes 2-pt jump shot from 3 ft,64,50
242,3,6:51.0,T. Ariza misses 2-pt jump shot from 6 ft,,64,50
243,3,6:51.0,,Defensive rebound by Team,64,50
244,3,6:51.0,Loose ball foul by J. Dorsey (drawn by C. Miles),,64,50
245,3,6:51.0,Technical foul by J. Dorsey,,64,50
246,3,6:51.0,,G. Hill misses technical free throw,64,50
247,3,6:51.0,,Offensive rebound by Team,64,50
248,3,6:51.0,J. Smith enters the game for J. Dorsey,,64,50
249,3,6:33.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by G. Hill),64,53
250,3,6:22.0,J. Harden misses 2-pt jump shot from 8 ft,,64,53
251,3,6:20.0,,Defensive rebound by G. Hill,64,53
252,3,6:14.0,,G. Hill makes 2-pt layup from 1 ft,64,55
253,3,5:56.0,J. Terry misses 2-pt jump shot from 16 ft,,64,55
254,3,5:55.0,,Defensive rebound by R. Hibbert,64,55
255,3,5:48.0,,Indiana full timeout,64,55
256,3,5:48.0,C. Brewer enters the game for T. Ariza,,64,55
257,3,5:40.0,,R. Hibbert misses 2-pt jump shot from 6 ft,64,55
258,3,5:39.0,Defensive rebound by J. Harden,,64,55
259,3,5:32.0,Turnover by D. Motiejūnas (lost ball; steal by G. Hill),,64,55
260,3,5:27.0,,D. West misses 2-pt layup from 1 ft,64,55
261,3,5:26.0,,Offensive rebound by R. Hibbert,64,55
262,3,5:26.0,,R. Hibbert makes 2-pt layup at rim,64,57
263,3,5:09.0,D. Motiejūnas makes 2-pt layup at rim,,66,57
264,3,4:51.0,,C. Miles misses 2-pt jump shot from 15 ft,66,57
265,3,4:50.0,,Offensive rebound by R. Hibbert,66,57
266,3,4:48.0,,Turnover by R. Hibbert (bad pass; steal by J. Terry),66,57
267,3,4:39.0,J. Terry misses 2-pt layup from 1 ft (block by R. Hibbert),,66,57
268,3,4:37.0,,Defensive rebound by C. Miles,66,57
269,3,4:17.0,,D. West misses 2-pt layup at rim,66,57
270,3,4:16.0,,Offensive rebound by D. West,66,57
271,3,4:16.0,,D. West makes 2-pt layup at rim,66,59
272,3,3:56.0,Turnover by J. Terry (offensive foul),,66,59
273,3,3:56.0,Offensive foul by J. Terry (drawn by G. Hill),,66,59
274,3,3:56.0,,I. Mahinmi enters the game for R. Hibbert,66,59
275,3,3:42.0,,D. West misses 2-pt jump shot from 17 ft,66,59
276,3,3:41.0,,Offensive rebound by I. Mahinmi,66,59
277,3,3:35.0,,C. Miles misses 3-pt jump shot from 26 ft,66,59
278,3,3:34.0,Defensive rebound by J. Harden,,66,59
279,3,3:28.0,J. Harden makes 2-pt layup from 1 ft,,68,59
280,3,3:15.0,,Personal foul by J. Terry (drawn by G. Hill),68,59
281,3,3:15.0,,Technical foul by G. Hill,68,59
282,3,3:15.0,Technical foul by J. Terry,,68,59
283,3,3:15.0,,C. Watson enters the game for C. Miles,68,59
284,3,3:15.0,,D. Rudež enters the game for G. Hill,68,59
285,3,2:59.0,,D. Rudež makes 3-pt jump shot from 27 ft,68,62
286,3,2:33.0,C. Brewer misses 3-pt jump shot from 26 ft,,68,62
287,3,2:32.0,,Defensive rebound by D. West,68,62
288,3,2:28.0,,D. Rudež makes 2-pt dunk at rim (assist by D. West),68,64
289,3,2:01.0,J. Harden misses 3-pt jump shot from 29 ft,,68,64
290,3,1:59.0,,Defensive rebound by I. Mahinmi,68,64
291,3,1:48.0,,I. Mahinmi misses 2-pt layup from 1 ft,68,64
292,3,1:47.0,Defensive rebound by D. Motiejūnas,,68,64
293,3,1:37.0,Turnover by J. Harden (bad pass; steal by I. Mahinmi),,68,64
294,3,1:23.0,,S. Hill makes 2-pt dunk at rim,68,66
295,3,1:16.0,Houston full timeout,,68,66
296,3,1:03.0,Shooting foul by I. Mahinmi (drawn by D. Motiejūnas),,68,66
297,3,1:03.0,D. Motiejūnas makes free throw 1 of 2,,69,66
298,3,1:03.0,D. Motiejūnas makes free throw 2 of 2,,70,66
299,3,0:57.0,,C. Watson misses 2-pt jump shot from 17 ft,70,66
300,3,0:56.0,,Offensive rebound by I. Mahinmi,70,66
301,3,0:54.0,,Turnover by I. Mahinmi (bad pass),70,66
302,3,0:37.0,J. Smith makes 3-pt jump shot from 26 ft (assist by J. Harden),,73,66
303,3,0:31.0,,Offensive foul by I. Mahinmi (drawn by D. Motiejūnas),73,66
304,3,0:31.0,,Turnover by I. Mahinmi (offensive foul),73,66
305,3,0:31.0,,L. Scola enters the game for D. West,73,66
306,3,0:20.0,Offensive foul by J. Harden (drawn by C. Watson),,73,66
307,3,0:20.0,Turnover by J. Harden (offensive foul),,73,66
308,3,0:05.0,,Shooting block foul by J. Harden (drawn by C. Watson),73,66
309,3,0:05.0,,C. Watson makes free throw 1 of 2,73,67
310,3,0:05.0,,G. Hill enters the game for S. Hill,73,67
311,3,0:05.0,,C. Miles enters the game for D. Rudež,73,67
312,3,0:05.0,,C. Watson makes free throw 2 of 2,73,68
313,3,0:01.0,D. Motiejūnas makes 3-pt jump shot from 31 ft (assist by J. Harden),,76,68
314,3,0:00.0,,C. Miles misses 3-pt jump shot from 61 ft,76,68
315,3,0:00.0,,Offensive rebound by Team,76,68
316,4,11:46.0,,D. Rudež makes 2-pt jump shot from 22 ft (assist by C. Watson),76,70
317,4,11:32.0,J. Terry misses 3-pt jump shot from 27 ft,,76,70
318,4,11:32.0,,Defensive rebound by I. Mahinmi,76,70
319,4,11:13.0,,C. Watson misses 3-pt jump shot from 22 ft,76,70
320,4,11:11.0,Defensive rebound by C. Brewer,,76,70
321,4,11:07.0,Shooting block foul by C. Watson (drawn by C. Brewer),,76,70
322,4,11:07.0,C. Brewer makes free throw 1 of 2,,77,70
323,4,11:07.0,C. Brewer makes free throw 2 of 2,,78,70
324,4,10:50.0,,Personal foul by J. Dorsey (drawn by L. Scola),78,70
325,4,10:50.0,T. Ariza enters the game for J. Dorsey,,78,70
326,4,10:43.0,,I. Mahinmi misses 2-pt layup from 2 ft (block by J. Harden),78,70
327,4,10:43.0,,Offensive rebound by Team,78,70
328,4,10:34.0,,G. Hill makes 2-pt jump shot from 13 ft,78,72
329,4,10:13.0,Shooting foul by I. Mahinmi (drawn by C. Brewer),,78,72
330,4,10:13.0,C. Brewer makes free throw 1 of 2,,79,72
331,4,10:13.0,P. Prigioni enters the game for J. Terry,,79,72
332,4,10:13.0,C. Brewer makes free throw 2 of 2,,80,72
333,4,10:03.0,,Personal foul by T. Ariza (drawn by L. Scola),80,72
334,4,10:00.0,,Shooting foul by J. Harden (drawn by L. Scola),80,72
335,4,10:00.0,,L. Scola misses free throw 1 of 2,80,72
336,4,10:00.0,,Offensive rebound by Team,80,72
337,4,10:00.0,,L. Scola misses free throw 2 of 2,80,72
338,4,10:00.0,Defensive rebound by T. Ariza,,80,72
339,4,9:47.0,Shooting foul by I. Mahinmi (drawn by J. Harden),,80,72
340,4,9:47.0,J. Harden makes free throw 1 of 2,,81,72
341,4,9:47.0,,R. Hibbert enters the game for I. Mahinmi,81,72
342,4,9:47.0,J. Harden makes free throw 2 of 2,,82,72
343,4,9:25.0,,G. Hill misses 3-pt jump shot from 25 ft,82,72
344,4,9:24.0,,Offensive rebound by C. Watson,82,72
345,4,9:20.0,,G. Hill misses 2-pt layup at rim,82,72
346,4,9:18.0,,Offensive rebound by L. Scola,82,72
347,4,9:18.0,,L. Scola makes 2-pt tip-in at rim,82,74
348,4,8:54.0,J. Harden misses 2-pt jump shot from 13 ft,,82,74
349,4,8:53.0,,Defensive rebound by L. Scola,82,74
350,4,8:49.0,Official timeout,,82,74
351,4,8:32.0,,R. Hibbert makes 2-pt hook shot from 12 ft (assist by D. Rudež),82,76
352,4,8:12.0,Personal foul by R. Hibbert (drawn by J. Smith),,82,76
353,4,8:08.0,J. Smith misses 3-pt jump shot from 26 ft,,82,76
354,4,8:07.0,,Defensive rebound by L. Scola,82,76
355,4,7:47.0,,Turnover by D. Rudež (bad pass; steal by J. Harden),82,76
356,4,7:47.0,Personal take foul by R. Hibbert (drawn by J. Harden),,82,76
357,4,7:47.0,J. Harden makes free throw 1 of 2,,83,76
358,4,7:47.0,D. Motiejūnas enters the game for C. Brewer,,83,76
359,4,7:47.0,J. Harden makes free throw 2 of 2,,84,76
360,4,7:40.0,,Turnover by C. Watson (lost ball; steal by P. Prigioni),84,76
361,4,7:40.0,,Loose ball foul by C. Watson (drawn by P. Prigioni),84,76
362,4,7:40.0,P. Prigioni makes free throw 1 of 2,,85,76
363,4,7:40.0,,S. Hill enters the game for G. Hill,85,76
364,4,7:40.0,,C. Miles enters the game for D. Rudež,85,76
365,4,7:40.0,P. Prigioni makes free throw 2 of 2,,86,76
366,4,7:33.0,,Personal foul by P. Prigioni (drawn by C. Watson),86,76
367,4,7:33.0,,C. Watson makes free throw 1 of 2,86,77
368,4,7:33.0,J. Dorsey enters the game for J. Smith,,86,77
369,4,7:33.0,,C. Watson makes free throw 2 of 2,86,78
370,4,7:19.0,J. Harden makes 3-pt jump shot from 26 ft,,89,78
371,4,7:01.0,,C. Miles makes 2-pt jump shot from 17 ft (assist by L. Scola),89,80
372,4,6:45.0,D. Motiejūnas makes 2-pt jump shot from 6 ft (assist by J. Harden),,91,80
373,4,6:31.0,,Personal foul by D. Motiejūnas (drawn by L. Scola),91,80
374,4,6:31.0,,L. Scola makes free throw 1 of 2,91,81
375,4,6:31.0,,L. Scola makes free throw 2 of 2,91,82
376,4,6:20.0,J. Harden makes 3-pt jump shot from 26 ft,,94,82
377,4,6:16.0,,Indiana full timeout,94,82
378,4,6:16.0,,G. Hill enters the game for S. Hill,94,82
379,4,6:01.0,,C. Miles misses 3-pt jump shot from 26 ft,94,82
380,4,5:59.0,Defensive rebound by T. Ariza,,94,82
381,4,5:42.0,J. Dorsey misses 2-pt layup from 2 ft (block by G. Hill),,94,82
382,4,5:42.0,Offensive rebound by Team,,94,82
383,4,5:42.0,,D. West enters the game for L. Scola,94,82
384,4,5:37.0,J. Harden makes 2-pt jump shot from 16 ft,,96,82
385,4,5:20.0,,D. West misses 2-pt jump shot from 16 ft,96,82
386,4,5:18.0,Defensive rebound by T. Ariza,,96,82
387,4,5:02.0,J. Harden misses 2-pt jump shot from 17 ft,,96,82
388,4,5:01.0,,Defensive rebound by Team,96,82
389,4,4:42.0,,C. Miles misses 2-pt layup from 1 ft,96,82
390,4,4:41.0,,Offensive rebound by R. Hibbert,96,82
