,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,OKLAHOMA CITY_ACTION,CHARLOTTE_SCORE,OKLAHOMA CITY_SCORE
47,1,6:34.0,K. Walker makes free throw 1 of 2,,5,13
48,1,6:34.0,K. Walker makes free throw 2 of 2,,6,13
49,1,6:21.0,,R. Westbrook misses 2-pt jump shot from 9 ft,6,13
50,1,6:20.0,Defensive rebound by A. Jefferson,,6,13
51,1,6:14.0,M. Kidd-Gilchrist makes 2-pt jump shot from 4 ft (assist by G. Henderson),,8,13
52,1,6:14.0,Shooting foul by P. Jones (drawn by M. Kidd-Gilchrist),,8,13
53,1,6:14.0,,A. Morrow enters the game for P. Jones,8,13
54,1,6:14.0,M. Kidd-Gilchrist makes free throw 1 of 1,,9,13
55,1,6:01.0,,S. Ibaka misses 2-pt jump shot from 16 ft,9,13
56,1,6:00.0,,Offensive rebound by S. Ibaka,9,13
57,1,5:45.0,,R. Westbrook makes 3-pt jump shot from 24 ft,9,16
58,1,5:23.0,G. Henderson misses 2-pt jump shot from 5 ft,,9,16
59,1,5:22.0,,Defensive rebound by S. Ibaka,9,16
60,1,5:19.0,,Shooting foul by A. Jefferson (drawn by R. Westbrook),9,16
61,1,5:19.0,,R. Westbrook makes free throw 1 of 2,9,17
62,1,5:19.0,M. Williams enters the game for C. Zeller,,9,17
63,1,5:19.0,B. Biyombo enters the game for A. Jefferson,,9,17
64,1,5:19.0,,R. Westbrook makes free throw 2 of 2,9,18
65,1,5:10.0,K. Walker makes 2-pt jump shot from 14 ft,,11,18
66,1,4:53.0,,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),11,20
67,1,4:26.0,K. Walker misses 2-pt jump shot from 14 ft (block by A. Roberson),,11,20
68,1,4:25.0,,Defensive rebound by S. Adams,11,20
69,1,4:20.0,,A. Morrow misses 3-pt jump shot from 25 ft,11,20
70,1,4:18.0,Defensive rebound by B. Biyombo,,11,20
71,1,4:07.0,M. Williams makes 2-pt hook shot from 5 ft,,13,20
72,1,3:55.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by R. Westbrook),13,23
73,1,3:42.0,M. Williams misses 3-pt jump shot from 24 ft,,13,23
74,1,3:41.0,,Defensive rebound by S. Adams,13,23
75,1,3:34.0,,Turnover by R. Westbrook (bad pass; steal by M. Kidd-Gilchrist),13,23
76,1,3:31.0,Shooting foul by A. Roberson (drawn by M. Kidd-Gilchrist),,13,23
77,1,3:31.0,M. Kidd-Gilchrist makes free throw 1 of 2,,14,23
78,1,3:31.0,,K. Perkins enters the game for S. Adams,14,23
79,1,3:31.0,G. Neal enters the game for G. Henderson,,14,23
80,1,3:31.0,M. Kidd-Gilchrist makes free throw 2 of 2,,15,23
81,1,3:12.0,,R. Westbrook makes 2-pt jump shot from 14 ft,15,25
82,1,2:56.0,Turnover by M. Kidd-Gilchrist (lost ball),,15,25
83,1,2:56.0,,Oklahoma City full timeout,15,25
84,1,2:56.0,P. Hairston enters the game for M. Kidd-Gilchrist,,15,25
85,1,2:56.0,,R. Jackson enters the game for R. Westbrook,15,25
86,1,2:37.0,,S. Ibaka makes 3-pt jump shot from 22 ft (assist by A. Morrow),15,28
87,1,2:21.0,B. Biyombo misses 2-pt jump shot from 3 ft (block by S. Ibaka),,15,28
88,1,2:20.0,Offensive rebound by M. Williams,,15,28
89,1,2:20.0,M. Williams makes 2-pt layup at rim,,17,28
90,1,2:04.0,,R. Jackson makes 3-pt jump shot from 24 ft,17,31
91,1,1:50.0,K. Walker makes 2-pt jump shot from 15 ft,,19,31
92,1,1:37.0,,K. Perkins misses 2-pt jump shot from 3 ft,19,31
93,1,1:36.0,,Offensive rebound by S. Ibaka,19,31
94,1,1:36.0,,S. Ibaka misses 2-pt layup from 2 ft,19,31
95,1,1:34.0,,Offensive rebound by S. Ibaka,19,31
96,1,1:34.0,,S. Ibaka misses 2-pt tip-in from 1 ft,19,31
97,1,1:33.0,,Offensive rebound by S. Ibaka,19,31
98,1,1:33.0,,S. Ibaka misses 2-pt tip-in from 1 ft,19,31
99,1,1:31.0,Defensive rebound by M. Williams,,19,31
100,1,1:24.0,Personal foul by S. Ibaka (drawn by M. Williams),,19,31
101,1,1:24.0,M. Williams misses free throw 1 of 2,,19,31
102,1,1:24.0,Offensive rebound by Team,,19,31
103,1,1:24.0,B. Roberts enters the game for K. Walker,,19,31
104,1,1:24.0,,J. Lamb enters the game for S. Ibaka,19,31
105,1,1:24.0,,N. Collison enters the game for A. Roberson,19,31
106,1,1:24.0,M. Williams makes free throw 2 of 2,,20,31
107,1,1:13.0,,J. Lamb misses 2-pt jump shot from 17 ft,20,31
108,1,1:12.0,Defensive rebound by M. Williams,,20,31
109,1,1:05.0,Personal foul by R. Jackson (drawn by M. Williams),,20,31
110,1,1:05.0,M. Williams makes free throw 1 of 2,,21,31
111,1,1:05.0,M. Williams misses free throw 2 of 2,,21,31
112,1,1:04.0,,Defensive rebound by K. Perkins,21,31
113,1,0:53.0,,R. Jackson misses 2-pt jump shot from 16 ft,21,31
114,1,0:52.0,Defensive rebound by B. Biyombo,,21,31
115,1,0:43.0,B. Roberts makes 3-pt jump shot from 24 ft,,24,31
116,1,0:20.0,,R. Jackson makes 2-pt jump shot from 16 ft,24,33
117,1,0:01.0,G. Neal misses 2-pt jump shot from 7 ft,,24,33
118,1,0:00.0,,Defensive rebound by J. Lamb,24,33
119,2,11:43.0,M. Williams misses 3-pt jump shot from 25 ft,,24,33
120,2,11:41.0,Offensive rebound by P. Hairston,,24,33
121,2,11:41.0,P. Hairston misses 2-pt dunk at rim,,24,33
122,2,11:38.0,,Defensive rebound by J. Lamb,24,33
123,2,11:28.0,,Shooting foul by P. Hairston (drawn by J. Lamb),24,33
124,2,11:28.0,,J. Lamb makes free throw 1 of 2,24,34
125,2,11:28.0,,J. Lamb makes free throw 2 of 2,24,35
126,2,11:16.0,G. Neal misses 2-pt jump shot from 22 ft,,24,35
127,2,11:15.0,Offensive rebound by B. Biyombo,,24,35
128,2,11:12.0,Turnover by B. Biyombo (bad pass; steal by R. Jackson),,24,35
129,2,11:06.0,,A. Morrow makes 3-pt jump shot from 23 ft (assist by R. Jackson),24,38
130,2,10:46.0,G. Neal misses 2-pt jump shot from 14 ft,,24,38
131,2,10:45.0,,Defensive rebound by K. Perkins,24,38
132,2,10:29.0,,Shooting foul by B. Biyombo (drawn by K. Perkins),24,38
133,2,10:29.0,,K. Perkins misses free throw 1 of 2,24,38
134,2,10:29.0,,Offensive rebound by Team,24,38
135,2,10:29.0,,K. Perkins makes free throw 2 of 2,24,39
136,2,10:09.0,Turnover by B. Biyombo (lost ball; steal by A. Morrow),,24,39
137,2,10:05.0,,J. Lamb makes 2-pt dunk at rim,24,41
138,2,9:56.0,Charlotte full timeout,,24,41
139,2,9:49.0,B. Roberts makes 3-pt jump shot from 24 ft,,27,41
140,2,9:21.0,,R. Jackson misses 2-pt jump shot from 16 ft,27,41
141,2,9:21.0,Defensive rebound by Team,,27,41
142,2,9:21.0,,Loose ball foul by K. Perkins (drawn by B. Biyombo),27,41
143,2,9:09.0,P. Hairston misses 3-pt jump shot from 24 ft,,27,41
144,2,9:08.0,,Defensive rebound by R. Jackson,27,41
145,2,9:03.0,,Shooting foul by B. Roberts (drawn by R. Jackson),27,41
146,2,9:03.0,,R. Jackson makes free throw 1 of 2,27,42
147,2,9:03.0,,R. Jackson makes free throw 2 of 2,27,43
148,2,8:44.0,M. Williams makes 3-pt jump shot from 24 ft (assist by G. Neal),,30,43
149,2,8:27.0,,K. Perkins makes 2-pt jump shot from 8 ft (assist by J. Lamb),30,45
150,2,8:10.0,G. Neal misses 2-pt jump shot from 9 ft,,30,45
151,2,8:09.0,,Defensive rebound by A. Morrow,30,45
152,2,8:03.0,,R. Jackson misses 2-pt jump shot from 11 ft,30,45
153,2,8:01.0,,Offensive rebound by R. Jackson,30,45
154,2,8:01.0,,Shooting foul by B. Biyombo (drawn by R. Jackson),30,45
155,2,8:01.0,,R. Jackson makes free throw 1 of 2,30,46
156,2,8:01.0,A. Jefferson enters the game for M. Williams,,30,46
157,2,8:01.0,C. Zeller enters the game for B. Biyombo,,30,46
158,2,8:01.0,,R. Jackson makes free throw 2 of 2,30,47
159,2,7:40.0,A. Jefferson misses 2-pt jump shot from 5 ft,,30,47
160,2,7:39.0,,Defensive rebound by K. Perkins,30,47
161,2,7:33.0,,Turnover by K. Perkins (bad pass; steal by C. Zeller),30,47
162,2,7:19.0,B. Roberts misses 2-pt jump shot from 11 ft,,30,47
163,2,7:18.0,Offensive rebound by C. Zeller,,30,47
164,2,7:16.0,C. Zeller makes 2-pt layup from 1 ft,,32,47
165,2,6:55.0,,Offensive foul by K. Perkins (drawn by B. Roberts),32,47
166,2,6:55.0,,Turnover by K. Perkins (offensive foul),32,47
167,2,6:55.0,,R. Westbrook enters the game for R. Jackson,32,47
168,2,6:55.0,K. Walker enters the game for P. Hairston,,32,47
169,2,6:55.0,M. Kidd-Gilchrist enters the game for B. Roberts,,32,47
170,2,6:32.0,C. Zeller misses 2-pt jump shot from 20 ft,,32,47
171,2,6:31.0,,Defensive rebound by J. Lamb,32,47
172,2,6:21.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by J. Lamb),32,49
173,2,6:04.0,G. Henderson enters the game for G. Neal,,32,49
174,2,6:03.0,G. Henderson makes 2-pt dunk at rim (assist by M. Kidd-Gilchrist),,34,49
175,2,5:37.0,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Westbrook),34,49
176,2,5:37.0,Official timeout,,34,49
177,2,5:37.0,,S. Ibaka enters the game for N. Collison,34,49
178,2,5:37.0,,R. Westbrook makes free throw 1 of 2,34,50
179,2,5:37.0,,R. Westbrook makes free throw 2 of 2,34,51
180,2,5:16.0,A. Jefferson misses 2-pt layup from 2 ft,,34,51
181,2,5:15.0,,Defensive rebound by S. Ibaka,34,51
182,2,5:14.0,Offensive charge foul by R. Westbrook (drawn by K. Walker),,34,51
183,2,5:14.0,,Turnover by R. Westbrook (offensive foul),34,51
184,2,5:05.0,G. Henderson misses 2-pt jump shot from 18 ft,,34,51
185,2,5:04.0,,Defensive rebound by K. Perkins,34,51
186,2,4:50.0,,A. Morrow misses 3-pt jump shot from 24 ft,34,51
187,2,4:49.0,Defensive rebound by A. Jefferson,,34,51
188,2,4:41.0,Personal foul by S. Ibaka (drawn by K. Walker),,34,51
189,2,4:41.0,,S. Adams enters the game for K. Perkins,34,51
190,2,4:41.0,,A. Roberson enters the game for J. Lamb,34,51
191,2,4:31.0,K. Walker misses 2-pt jump shot from 11 ft,,34,51
192,2,4:30.0,,Defensive rebound by A. Roberson,34,51
193,2,4:24.0,,R. Westbrook makes 2-pt jump shot from 18 ft,34,53
194,2,4:05.0,Personal foul by A. Roberson (drawn by G. Henderson),,34,53
195,2,4:01.0,A. Jefferson makes 2-pt jump shot from 6 ft (assist by G. Henderson),,36,53
196,2,3:54.0,,Turnover by R. Westbrook (bad pass),36,53
197,2,3:45.0,K. Walker misses 2-pt layup from 3 ft (block by S. Ibaka),,36,53
198,2,3:44.0,,Defensive rebound by A. Roberson,36,53
199,2,3:28.0,,R. Westbrook misses 2-pt jump shot from 10 ft,36,53
200,2,3:27.0,Defensive rebound by A. Jefferson,,36,53
201,2,3:03.0,Turnover by Team (shot clock),,36,53
202,2,3:03.0,,Oklahoma City full timeout,36,53
203,2,3:03.0,M. Williams enters the game for C. Zeller,,36,53
204,2,3:03.0,,P. Jones enters the game for A. Morrow,36,53
205,2,2:48.0,,R. Westbrook misses 2-pt jump shot from 10 ft (block by M. Kidd-Gilchrist),36,53
206,2,2:47.0,Defensive rebound by A. Jefferson,,36,53
207,2,2:43.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by S. Ibaka),,36,53
208,2,2:43.0,Offensive rebound by Team,,36,53
209,2,2:33.0,M. Williams makes 2-pt layup from 1 ft (assist by K. Walker),,38,53
210,2,2:11.0,,A. Roberson misses 3-pt jump shot from 24 ft,38,53
211,2,2:10.0,Defensive rebound by G. Henderson,,38,53
212,2,2:02.0,K. Walker misses 2-pt layup from 1 ft,,38,53
213,2,2:01.0,,Defensive rebound by S. Adams,38,53
214,2,1:56.0,,P. Jones makes 2-pt layup from 1 ft (assist by R. Westbrook),38,55
215,2,1:36.0,A. Jefferson makes 2-pt jump shot from 16 ft (assist by M. Williams),,40,55
216,2,1:23.0,,Personal foul by G. Henderson (drawn by P. Jones),40,55
217,2,1:23.0,,P. Jones makes free throw 1 of 2,40,56
218,2,1:23.0,G. Neal enters the game for M. Kidd-Gilchrist,,40,56
219,2,1:23.0,B. Biyombo enters the game for A. Jefferson,,40,56
220,2,1:23.0,,P. Jones makes free throw 2 of 2,40,57
221,2,1:02.0,Turnover by M. Williams (bad pass),,40,57
222,2,0:51.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),40,59
223,2,0:30.0,G. Neal misses 3-pt jump shot from 24 ft,,40,59
224,2,0:29.0,,Defensive rebound by S. Ibaka,40,59
225,2,0:09.0,,A. Roberson misses 3-pt jump shot from 25 ft,40,59
226,2,0:08.0,Defensive rebound by Team,,40,59
227,2,0:06.0,,Oklahoma City full timeout,40,59
228,2,0:06.0,,N. Collison enters the game for S. Ibaka,40,59
229,2,0:06.0,B. Roberts enters the game for B. Biyombo,,40,59
230,2,0:06.0,,R. Jackson enters the game for S. Adams,40,59
231,2,0:00.0,K. Walker misses 3-pt jump shot from 25 ft,,40,59
232,2,0:00.0,,Defensive rebound by Team,40,59
233,3,11:51.0,Offensive foul by C. Zeller (drawn by R. Westbrook),,40,59
234,3,11:51.0,Turnover by C. Zeller (offensive foul),,40,59
235,3,11:29.0,,Turnover by R. Westbrook (bad pass; steal by K. Walker),40,59
236,3,11:29.0,Personal take foul by R. Westbrook (drawn by K. Walker),,40,59
237,3,11:19.0,C. Zeller misses 2-pt jump shot from 20 ft,,40,59
238,3,11:18.0,,Defensive rebound by P. Jones,40,59
239,3,11:12.0,,R. Westbrook misses 2-pt jump shot from 17 ft,40,59
240,3,11:10.0,Defensive rebound by A. Jefferson,,40,59
241,3,10:51.0,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft (block by S. Ibaka),,40,59
242,3,10:50.0,Offensive rebound by G. Henderson,,40,59
243,3,10:48.0,G. Henderson misses 2-pt jump shot from 4 ft,,40,59
244,3,10:47.0,,Defensive rebound by S. Ibaka,40,59
245,3,10:42.0,,R. Westbrook misses 2-pt layup from 3 ft,40,59
246,3,10:41.0,Defensive rebound by A. Jefferson,,40,59
247,3,10:35.0,G. Henderson misses 3-pt jump shot from 24 ft,,40,59
248,3,10:34.0,,Defensive rebound by S. Ibaka,40,59
249,3,10:18.0,,Turnover by R. Westbrook (lost ball; steal by M. Kidd-Gilchrist),40,59
250,3,10:16.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by R. Westbrook),,40,59
251,3,10:15.0,Offensive rebound by C. Zeller,,40,59
252,3,10:14.0,C. Zeller makes 2-pt layup from 1 ft,,42,59
253,3,10:14.0,Shooting foul by P. Jones (drawn by C. Zeller),,42,59
254,3,10:14.0,C. Zeller makes free throw 1 of 1,,43,59
255,3,9:59.0,,P. Jones misses 2-pt jump shot from 17 ft,43,59
256,3,9:58.0,Defensive rebound by K. Walker,,43,59
257,3,9:51.0,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft,,43,59
258,3,9:50.0,Offensive rebound by M. Kidd-Gilchrist,,43,59
259,3,9:40.0,K. Walker misses 2-pt layup from 1 ft (block by S. Adams),,43,59
260,3,9:39.0,Offensive rebound by Team,,43,59
261,3,9:39.0,,Technical foul by A. Roberson,43,59
262,3,9:39.0,Technical foul by G. Henderson,,43,59
263,3,9:37.0,Personal foul by A. Roberson,,43,59
264,3,9:37.0,,A. Morrow enters the game for A. Roberson,43,59
265,3,9:29.0,G. Henderson misses 2-pt jump shot from 18 ft,,43,59
266,3,9:28.0,Offensive rebound by C. Zeller,,43,59
267,3,9:26.0,,Offensive charge foul by M. Kidd-Gilchrist (drawn by R. Westbrook),43,59
268,3,9:26.0,Turnover by M. Kidd-Gilchrist (offensive foul),,43,59
269,3,9:07.0,,R. Westbrook misses 2-pt jump shot from 12 ft,43,59
270,3,9:06.0,Defensive rebound by C. Zeller,,43,59
271,3,8:54.0,A. Jefferson misses 2-pt jump shot from 16 ft,,43,59
272,3,8:53.0,,Defensive rebound by S. Ibaka,43,59
273,3,8:42.0,,Personal foul by C. Zeller (drawn by R. Westbrook),43,59
274,3,8:35.0,,R. Westbrook misses 2-pt layup from 2 ft,43,59
275,3,8:34.0,Defensive rebound by C. Zeller,,43,59
276,3,8:26.0,Personal foul by A. Morrow (drawn by M. Kidd-Gilchrist),,43,59
277,3,8:26.0,,A. Roberson enters the game for A. Morrow,43,59
278,3,8:22.0,C. Zeller makes 2-pt dunk at rim (assist by G. Henderson),,45,59
279,3,8:21.0,,Oklahoma City full timeout,45,59
280,3,8:09.0,,S. Ibaka makes 2-pt jump shot from 15 ft (assist by A. Roberson),45,61
281,3,7:53.0,K. Walker misses 3-pt jump shot from 24 ft,,45,61
282,3,7:52.0,,Defensive rebound by R. Westbrook,45,61
283,3,7:43.0,,R. Westbrook makes 2-pt jump shot from 4 ft,45,63
284,3,7:29.0,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft (assist by G. Henderson),,47,63
285,3,7:13.0,,Personal foul by M. Kidd-Gilchrist (drawn by R. Westbrook),47,63
286,3,7:13.0,P. Hairston enters the game for M. Kidd-Gilchrist,,47,63
287,3,7:03.0,,R. Westbrook makes 2-pt jump shot from 12 ft,47,65
288,3,6:42.0,G. Henderson misses 2-pt jump shot from 11 ft,,47,65
289,3,6:41.0,,Defensive rebound by S. Ibaka,47,65
290,3,6:34.0,,P. Jones misses 3-pt jump shot from 24 ft,47,65
291,3,6:33.0,Defensive rebound by C. Zeller,,47,65
292,3,6:26.0,Turnover by K. Walker (bad pass; steal by R. Westbrook),,47,65
293,3,6:21.0,,Turnover by R. Westbrook (bad pass; steal by K. Walker),47,65
294,3,6:16.0,P. Hairston misses 3-pt jump shot from 25 ft,,47,65
295,3,6:14.0,Offensive rebound by C. Zeller,,47,65
296,3,6:14.0,C. Zeller misses 2-pt layup from 1 ft,,47,65
297,3,6:13.0,,Defensive rebound by S. Adams,47,65
298,3,5:57.0,,Personal foul by C. Zeller (drawn by S. Ibaka),47,65
299,3,5:57.0,M. Williams enters the game for C. Zeller,,47,65
300,3,5:50.0,,R. Westbrook makes 2-pt jump shot from 13 ft,47,67
301,3,5:27.0,P. Hairston misses 2-pt jump shot from 18 ft,,47,67
302,3,5:26.0,,Defensive rebound by A. Roberson,47,67
303,3,5:08.0,,P. Jones misses 2-pt jump shot from 15 ft,47,67
304,3,5:07.0,,Offensive rebound by A. Roberson,47,67
305,3,5:02.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by A. Roberson),47,70
306,3,5:02.0,Charlotte full timeout,,47,70
307,3,4:46.0,P. Hairston makes 2-pt jump shot from 9 ft,,49,70
308,3,4:23.0,,S. Ibaka misses 3-pt jump shot from 24 ft,49,70
309,3,4:22.0,,Offensive rebound by S. Adams,49,70
310,3,4:18.0,,S. Ibaka misses 3-pt jump shot from 25 ft,49,70
311,3,4:17.0,Defensive rebound by K. Walker,,49,70
312,3,4:10.0,K. Walker misses 2-pt jump shot from 15 ft,,49,70
313,3,4:10.0,,Defensive rebound by A. Roberson,49,70
314,3,4:01.0,,R. Westbrook makes 2-pt jump shot from 8 ft,49,72
315,3,3:45.0,P. Hairston misses 3-pt jump shot from 22 ft,,49,72
316,3,3:44.0,,Defensive rebound by S. Ibaka,49,72
317,3,3:27.0,,R. Westbrook misses 2-pt jump shot from 17 ft,49,72
318,3,3:26.0,,Offensive rebound by S. Adams,49,72
319,3,3:23.0,,S. Adams makes 2-pt hook shot from 4 ft,49,74
320,3,3:23.0,,Shooting foul by A. Jefferson (drawn by S. Adams),49,74
321,3,3:23.0,B. Biyombo enters the game for A. Jefferson,,49,74
322,3,3:23.0,,A. Morrow enters the game for P. Jones,49,74
323,3,3:23.0,,N. Collison enters the game for S. Ibaka,49,74
324,3,3:23.0,G. Neal enters the game for G. Henderson,,49,74
325,3,3:23.0,,S. Adams misses free throw 1 of 1,49,74
326,3,3:23.0,Defensive rebound by B. Biyombo,,49,74
327,3,3:06.0,Shooting foul by S. Adams (drawn by P. Hairston),,49,74
328,3,3:06.0,P. Hairston misses free throw 1 of 2,,49,74
329,3,3:06.0,Offensive rebound by Team,,49,74
330,3,3:06.0,P. Hairston misses free throw 2 of 2,,49,74
331,3,3:06.0,,Defensive rebound by A. Morrow,49,74
332,3,2:50.0,,A. Morrow misses 3-pt jump shot from 22 ft,49,74
333,3,2:49.0,,Offensive rebound by N. Collison,49,74
334,3,2:42.0,,R. Westbrook misses 2-pt jump shot from 14 ft,49,74
335,3,2:42.0,,Offensive rebound by R. Westbrook,49,74
336,3,2:40.0,,Shooting foul by M. Williams (drawn by R. Westbrook),49,74
337,3,2:40.0,,R. Westbrook makes free throw 1 of 2,49,75
338,3,2:40.0,,R. Westbrook makes free throw 2 of 2,49,76
339,3,2:32.0,Personal foul by S. Adams (drawn by G. Neal),,49,76
340,3,2:32.0,G. Neal makes free throw 1 of 2,,50,76
341,3,2:32.0,,R. Jackson enters the game for R. Westbrook,50,76
342,3,2:32.0,G. Neal makes free throw 2 of 2,,51,76
343,3,2:21.0,,A. Roberson misses 2-pt layup from 1 ft,51,76
344,3,2:19.0,,Offensive rebound by N. Collison,51,76
345,3,2:19.0,,N. Collison makes 2-pt layup from 2 ft,51,78
346,3,1:56.0,G. Neal misses 2-pt jump shot from 13 ft,,51,78
347,3,1:55.0,,Defensive rebound by S. Adams,51,78
348,3,1:32.0,,R. Jackson misses 2-pt jump shot from 17 ft,51,78
349,3,1:31.0,Defensive rebound by M. Williams,,51,78
350,3,1:22.0,M. Williams misses 3-pt jump shot from 24 ft,,51,78
351,3,1:21.0,,Defensive rebound by N. Collison,51,78
352,3,1:09.0,,Turnover by S. Adams (lost ball; steal by M. Williams),51,78
353,3,0:49.0,P. Hairston makes 3-pt jump shot from 24 ft (assist by K. Walker),,54,78
354,3,0:36.0,,N. Collison misses 3-pt jump shot from 22 ft,54,78
355,3,0:35.0,Defensive rebound by G. Neal,,54,78
356,3,0:28.0,G. Neal makes 2-pt jump shot from 17 ft,,56,78
357,3,0:10.0,,A. Morrow makes 3-pt jump shot from 23 ft (assist by N. Collison),56,81
358,3,0:00.0,M. Williams misses 3-pt jump shot from 26 ft,,56,81
359,3,0:00.0,,Defensive rebound by Team,56,81
360,4,11:49.0,,Personal foul by B. Biyombo (drawn by K. Perkins),56,81
361,4,11:37.0,,K. Perkins misses 2-pt layup from 2 ft,56,81
362,4,11:36.0,,Offensive rebound by N. Collison,56,81
363,4,11:36.0,,N. Collison makes 2-pt layup from 1 ft,56,83
364,4,11:21.0,Personal foul by R. Jackson (drawn by B. Roberts),,56,83
365,4,11:15.0,B. Roberts makes 2-pt jump shot from 13 ft,,58,83
366,4,10:57.0,,K. Perkins misses 2-pt hook shot from 4 ft (block by B. Biyombo),58,83
367,4,10:55.0,Defensive rebound by B. Biyombo,,58,83
368,4,10:51.0,Shooting foul by J. Lamb (drawn by G. Neal),,58,83
369,4,10:51.0,G. Neal makes free throw 1 of 2,,59,83
370,4,10:51.0,G. Neal makes free throw 2 of 2,,60,83
371,4,10:36.0,,N. Collison makes 2-pt layup from 1 ft (assist by K. Perkins),60,85
372,4,10:16.0,B. Roberts misses 2-pt jump shot from 21 ft,,60,85
373,4,10:15.0,,Defensive rebound by K. Perkins,60,85
374,4,10:05.0,,R. Jackson misses 2-pt jump shot from 8 ft,60,85
375,4,10:05.0,Defensive rebound by P. Hairston,,60,85
376,4,9:59.0,B. Roberts makes 3-pt jump shot from 24 ft (assist by P. Hairston),,63,85
377,4,9:58.0,,Oklahoma City full timeout,63,85
378,4,9:39.0,,A. Morrow makes 2-pt hook shot from 7 ft (assist by R. Jackson),63,87
379,4,9:23.0,G. Neal misses 2-pt jump shot from 6 ft,,63,87
