,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHICAGO_ACTION,HOUSTON_SCORE,CHICAGO_SCORE
380,4,5:05.0,J. Harden misses 2-pt layup from 1 ft (block by N. Mirotić),,100,95
381,4,5:04.0,,Defensive rebound by P. Gasol,100,95
382,4,4:58.0,,D. Rose misses 2-pt layup from 2 ft (block by D. Howard),100,95
383,4,4:57.0,Defensive rebound by D. Howard,,100,95
384,4,4:49.0,J. Harden misses 3-pt jump shot from 25 ft,,100,95
385,4,4:48.0,,Defensive rebound by N. Mirotić,100,95
386,4,4:43.0,,J. Noah enters the game for T. Gibson,100,95
387,4,4:36.0,,J. Butler misses 3-pt jump shot from 22 ft,100,95
388,4,4:35.0,Defensive rebound by J. Harden,,100,95
389,4,4:24.0,P. Beverley misses 2-pt layup from 2 ft,,100,95
390,4,4:23.0,Offensive rebound by D. Howard,,100,95
391,4,4:07.0,Turnover by D. Howard (3 sec),,100,95
392,4,3:52.0,,N. Mirotić misses 3-pt jump shot from 25 ft,100,95
393,4,3:52.0,,Offensive rebound by P. Gasol,100,95
394,4,3:52.0,,Personal foul by J. Harden (drawn by P. Gasol),100,95
395,4,3:46.0,,D. Rose misses 2-pt layup from 2 ft (block by P. Beverley),100,95
396,4,3:45.0,Defensive rebound by D. Motiejūnas,,100,95
397,4,3:27.0,Turnover by T. Ariza (lost ball; steal by J. Butler),,100,95
398,4,3:21.0,,D. Rose misses 2-pt layup from 1 ft,100,95
399,4,3:20.0,,Offensive rebound by J. Butler,100,95
400,4,3:20.0,,J. Butler misses 2-pt layup from 2 ft,100,95
401,4,3:19.0,,Offensive rebound by J. Noah,100,95
402,4,3:19.0,,J. Noah misses 2-pt tip-in from 1 ft,100,95
403,4,3:19.0,,Offensive rebound by J. Noah,100,95
404,4,3:19.0,,P. Gasol makes 2-pt layup at rim (assist by D. Rose),100,97
405,4,3:19.0,,Shooting foul by P. Beverley (drawn by P. Gasol),100,97
406,4,3:19.0,,P. Gasol makes free throw 1 of 1,100,98
407,4,3:02.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,100,98
408,4,3:01.0,,Defensive rebound by N. Mirotić,100,98
409,4,2:56.0,,J. Butler makes 2-pt jump shot from 20 ft (assist by N. Mirotić),100,100
410,4,2:54.0,Houston full timeout,,100,100
411,4,2:34.0,P. Beverley misses 2-pt layup from 2 ft,,100,100
412,4,2:32.0,Offensive rebound by P. Beverley,,100,100
413,4,2:22.0,,Offensive charge foul by J. Harden (drawn by J. Butler),100,100
414,4,2:22.0,Turnover by J. Harden (offensive foul),,100,100
415,4,2:22.0,J. Smith enters the game for D. Motiejūnas,,100,100
416,4,2:06.0,,Shooting foul by J. Harden (drawn by P. Gasol),100,100
417,4,2:06.0,,P. Gasol makes free throw 1 of 2,100,101
418,4,2:06.0,,P. Gasol makes free throw 2 of 2,100,102
419,4,1:57.0,Personal foul by J. Noah (drawn by D. Howard),,100,102
420,4,1:46.0,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Harden),,103,102
421,4,1:30.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by D. Rose),103,105
422,4,1:20.0,J. Smith misses 3-pt jump shot from 26 ft,,103,105
423,4,1:19.0,,Defensive rebound by N. Mirotić,103,105
424,4,1:07.0,,Shooting foul by P. Beverley (drawn by D. Rose),103,105
425,4,1:07.0,,D. Rose makes free throw 1 of 2,103,106
426,4,1:07.0,,D. Rose makes free throw 2 of 2,103,107
427,4,1:07.0,Houston full timeout,,103,107
428,4,0:56.0,J. Harden misses 3-pt jump shot from 25 ft,,103,107
429,4,0:56.0,,Defensive rebound by Team,103,107
430,4,0:40.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by P. Gasol),103,110
431,4,0:34.0,Shooting foul by N. Mirotić (drawn by J. Harden),,103,110
432,4,0:34.0,J. Harden makes free throw 1 of 2,,104,110
433,4,0:34.0,J. Harden makes free throw 2 of 2,,105,110
434,4,0:26.0,,J. Noah makes 2-pt layup from 1 ft (assist by D. Rose),105,112
435,4,0:26.0,,Shooting foul by J. Smith (drawn by J. Noah),105,112
436,4,0:26.0,,J. Noah misses free throw 1 of 1,105,112
437,4,0:25.0,Defensive rebound by J. Smith,,105,112
438,4,0:16.0,J. Smith misses 3-pt jump shot from 25 ft,,105,112
439,4,0:16.0,,Defensive rebound by N. Mirotić,105,112
440,4,0:16.0,,Personal foul by T. Ariza (drawn by N. Mirotić),105,112
441,4,0:16.0,,N. Mirotić makes free throw 1 of 2,105,113
442,4,0:16.0,,N. Mirotić makes free throw 2 of 2,105,114
443,4,0:02.0,P. Beverley misses 3-pt jump shot from 24 ft,,105,114
444,4,0:01.0,,Defensive rebound by P. Gasol,105,114
