,QUARTER,TIME_REMAINING,UTAH_ACTION,MILWAUKEE_ACTION,UTAH_SCORE,MILWAUKEE_SCORE
48,1,5:29.0,,J. Bayless enters the game for Z. Pachulia,15,10
49,1,5:29.0,,J. Henson enters the game for B. Knight,15,10
50,1,5:17.0,E. Freedom makes 2-pt layup at rim (assist by R. Gobert),,17,10
51,1,5:00.0,,E. İlyasova misses 2-pt jump shot from 14 ft,17,10
52,1,4:59.0,Defensive rebound by R. Gobert,,17,10
53,1,4:42.0,D. Exum misses 3-pt jump shot from 24 ft,,17,10
54,1,4:41.0,,Defensive rebound by E. İlyasova,17,10
55,1,4:28.0,,E. İlyasova misses 2-pt jump shot from 18 ft,17,10
56,1,4:28.0,Defensive rebound by Team,,17,10
57,1,4:28.0,T. Burke enters the game for D. Exum,,17,10
58,1,4:28.0,T. Booker enters the game for E. Freedom,,17,10
59,1,4:10.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,19,10
60,1,3:56.0,,J. Henson misses 2-pt hook shot from 2 ft,19,10
61,1,3:56.0,Defensive rebound by Team,,19,10
62,1,3:56.0,,J. O'Bryant enters the game for E. İlyasova,19,10
63,1,3:39.0,T. Burke makes 3-pt jump shot from 25 ft (assist by T. Booker),,22,10
64,1,3:21.0,,G. Antetokounmpo misses 3-pt jump shot from 23 ft,22,10
65,1,3:20.0,Defensive rebound by R. Gobert,,22,10
66,1,3:14.0,T. Booker misses 2-pt layup at rim,,22,10
67,1,3:12.0,Offensive rebound by G. Hayward,,22,10
68,1,3:05.0,Personal foul by J. Henson (drawn by G. Hayward),,22,10
69,1,3:05.0,,O. Mayo enters the game for G. Antetokounmpo,22,10
70,1,3:05.0,Utah full timeout,,22,10
71,1,2:56.0,J. Ingles misses 3-pt jump shot from 22 ft,,22,10
72,1,2:54.0,,Defensive rebound by J. O'Bryant,22,10
73,1,2:43.0,,Turnover by J. Bayless (step out of bounds),22,10
74,1,2:28.0,Turnover by J. Ingles (lost ball),,22,10
75,1,2:21.0,,Personal foul by G. Hayward (drawn by O. Mayo),22,10
76,1,2:09.0,,O. Mayo makes 2-pt jump shot from 17 ft,22,12
77,1,1:44.0,T. Burke misses 2-pt jump shot from 4 ft,,22,12
78,1,1:44.0,Offensive rebound by R. Gobert,,22,12
79,1,1:44.0,Shooting foul by J. Henson (drawn by R. Gobert),,22,12
80,1,1:44.0,R. Gobert makes free throw 1 of 2,,23,12
81,1,1:44.0,E. Millsap enters the game for J. Ingles,,23,12
82,1,1:44.0,,Z. Pachulia enters the game for J. Henson,23,12
83,1,1:44.0,R. Gobert misses free throw 2 of 2,,23,12
84,1,1:43.0,,Defensive rebound by J. Bayless,23,12
85,1,1:28.0,,J. O'Bryant makes 2-pt jump shot from 14 ft (assist by J. Bayless),23,14
86,1,1:10.0,G. Hayward makes 3-pt jump shot from 25 ft,,26,14
87,1,0:58.0,,J. Bayless misses 2-pt jump shot from 5 ft,26,14
88,1,0:57.0,Defensive rebound by T. Burke,,26,14
89,1,0:46.0,G. Hayward misses 2-pt jump shot from 9 ft,,26,14
90,1,0:45.0,,Defensive rebound by Z. Pachulia,26,14
91,1,0:40.0,E. Freedom enters the game for R. Gobert,,26,14
92,1,0:33.0,,O. Mayo makes 2-pt layup at rim (assist by Z. Pachulia),26,16
93,1,0:11.0,E. Millsap misses 2-pt jump shot from 9 ft,,26,16
94,1,0:09.0,Offensive rebound by E. Freedom,,26,16
95,1,0:01.0,T. Burke misses 3-pt jump shot from 27 ft,,26,16
96,1,0:00.0,Offensive rebound by Team,,26,16
97,2,11:45.0,E. Freedom makes 2-pt layup from 1 ft (assist by T. Burke),,28,16
98,2,11:45.0,Shooting foul by Z. Pachulia (drawn by E. Freedom),,28,16
99,2,11:45.0,E. Freedom makes free throw 1 of 1,,29,16
100,2,11:31.0,,O. Mayo misses 2-pt jump shot from 14 ft,29,16
101,2,11:30.0,Defensive rebound by E. Freedom,,29,16
102,2,11:22.0,T. Booker makes 3-pt jump shot from 25 ft (assist by E. Millsap),,32,16
103,2,11:07.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by O. Mayo),32,19
104,2,10:55.0,Turnover by E. Freedom (lost ball),,32,19
105,2,10:44.0,,O. Mayo makes 2-pt jump shot from 4 ft (assist by J. Bayless),32,21
106,2,10:22.0,D. Exum makes 3-pt jump shot from 23 ft (assist by T. Booker),,35,21
107,2,10:03.0,,J. Bayless misses 3-pt jump shot from 23 ft,35,21
108,2,10:02.0,,Offensive rebound by J. O'Bryant,35,21
109,2,10:02.0,,Personal foul by T. Booker (drawn by J. O'Bryant),35,21
110,2,9:51.0,,Personal foul by E. Millsap (drawn by J. Dudley),35,21
111,2,9:43.0,,O. Mayo makes 2-pt jump shot from 18 ft (assist by J. Bayless),35,23
112,2,9:15.0,T. Booker misses 2-pt jump shot from 19 ft,,35,23
113,2,9:13.0,,Defensive rebound by O. Mayo,35,23
114,2,9:07.0,,J. Dudley misses 2-pt layup from 1 ft,35,23
115,2,9:05.0,,Offensive rebound by Team,35,23
116,2,8:49.0,,J. O'Bryant makes 2-pt jump shot from 17 ft (assist by J. Bayless),35,25
117,2,8:26.0,E. Freedom misses 2-pt hook shot from 3 ft,,35,25
118,2,8:25.0,,Defensive rebound by J. Bayless,35,25
119,2,8:17.0,,J. Dudley makes 2-pt jump shot from 15 ft (assist by J. Bayless),35,27
120,2,8:17.0,Utah full timeout,,35,27
121,2,7:49.0,E. Millsap misses 3-pt jump shot from 24 ft,,35,27
122,2,7:48.0,,Defensive rebound by J. O'Bryant,35,27
123,2,7:42.0,,O. Mayo makes 2-pt layup at rim (assist by J. Bayless),35,29
124,2,7:29.0,Personal foul by O. Mayo (drawn by T. Booker),,35,29
125,2,7:29.0,R. Gobert enters the game for T. Booker,,35,29
126,2,7:19.0,D. Exum misses 2-pt layup at rim,,35,29
127,2,7:17.0,Offensive rebound by R. Gobert,,35,29
128,2,7:17.0,R. Gobert misses 2-pt tip-in at rim,,35,29
129,2,7:15.0,,Defensive rebound by J. Dudley,35,29
130,2,7:07.0,,Z. Pachulia misses 2-pt layup from 1 ft,35,29
131,2,7:05.0,,Offensive rebound by Z. Pachulia,35,29
132,2,7:04.0,,Z. Pachulia misses 2-pt layup from 1 ft,35,29
133,2,7:02.0,,Offensive rebound by Z. Pachulia,35,29
134,2,7:00.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by E. Freedom),35,29
135,2,6:58.0,Defensive rebound by E. Freedom,,35,29
136,2,6:55.0,Turnover by E. Millsap (lost ball),,35,29
137,2,6:42.0,,Z. Pachulia makes 2-pt jump shot from 10 ft (assist by J. Bayless),35,31
138,2,6:26.0,E. Freedom makes 2-pt layup at rim,,37,31
139,2,6:12.0,,J. Dudley makes 2-pt layup at rim (assist by J. Bayless),37,33
140,2,5:49.0,D. Exum misses 3-pt jump shot from 25 ft,,37,33
141,2,5:48.0,,Defensive rebound by J. O'Bryant,37,33
142,2,5:23.0,,J. Bayless misses 2-pt layup at rim,37,33
143,2,5:22.0,Defensive rebound by E. Freedom,,37,33
144,2,5:22.0,Personal take foul by J. Dudley (drawn by T. Burke),,37,33
145,2,5:22.0,Official timeout,,37,33
146,2,5:22.0,,B. Knight enters the game for J. O'Bryant,37,33
147,2,5:22.0,,G. Antetokounmpo enters the game for J. Bayless,37,33
148,2,5:22.0,J. Ingles enters the game for T. Burke,,37,33
149,2,5:22.0,G. Hayward enters the game for E. Millsap,,37,33
150,2,5:04.0,R. Gobert makes 2-pt layup at rim (assist by J. Ingles),,39,33
151,2,4:48.0,,O. Mayo misses 3-pt jump shot from 23 ft,39,33
152,2,4:47.0,Defensive rebound by E. Freedom,,39,33
153,2,4:24.0,Turnover by E. Freedom (bad pass; steal by G. Antetokounmpo),,39,33
154,2,4:20.0,,B. Knight makes 2-pt layup from 1 ft (assist by O. Mayo),39,35
155,2,3:55.0,G. Hayward misses 2-pt jump shot from 14 ft,,39,35
156,2,3:53.0,Offensive rebound by E. Freedom,,39,35
157,2,3:52.0,E. Freedom makes 2-pt layup at rim,,41,35
158,2,3:44.0,,B. Knight misses 2-pt layup at rim,41,35
159,2,3:42.0,Defensive rebound by R. Gobert,,41,35
160,2,3:28.0,E. Freedom misses 2-pt jump shot from 17 ft,,41,35
161,2,3:26.0,,Defensive rebound by G. Antetokounmpo,41,35
162,2,3:17.0,,J. Dudley misses 2-pt jump shot from 15 ft,41,35
163,2,3:16.0,Defensive rebound by G. Hayward,,41,35
164,2,3:11.0,Personal foul by G. Antetokounmpo (drawn by G. Hayward),,41,35
165,2,3:11.0,,K. Middleton enters the game for O. Mayo,41,35
166,2,2:57.0,D. Exum makes 3-pt jump shot from 26 ft (assist by G. Hayward),,44,35
167,2,2:42.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft,44,35
168,2,2:41.0,,Offensive rebound by Z. Pachulia,44,35
169,2,2:41.0,,Z. Pachulia misses 2-pt tip-in at rim,44,35
170,2,2:39.0,,Offensive rebound by Z. Pachulia,44,35
171,2,2:34.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),44,38
172,2,2:14.0,Personal foul by Z. Pachulia (drawn by R. Gobert),,44,38
173,2,2:14.0,,Milwaukee full timeout,44,38
174,2,2:14.0,T. Burke enters the game for D. Exum,,44,38
175,2,2:14.0,,J. O'Bryant enters the game for Z. Pachulia,44,38
176,2,2:14.0,R. Gobert misses free throw 1 of 2,,44,38
177,2,2:14.0,Offensive rebound by Team,,44,38
178,2,2:14.0,,K. Martin enters the game for J. Dudley,44,38
179,2,2:14.0,R. Gobert makes free throw 2 of 2,,45,38
180,2,2:01.0,,K. Martin misses 2-pt hook shot from 7 ft,45,38
181,2,2:00.0,Defensive rebound by E. Freedom,,45,38
182,2,1:45.0,T. Burke makes 2-pt jump shot from 20 ft (assist by J. Ingles),,47,38
183,2,1:28.0,,J. O'Bryant makes 2-pt jump shot from 16 ft (assist by B. Knight),47,40
184,2,1:10.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Ingles),,50,40
185,2,1:00.0,,B. Knight makes 2-pt jump shot from 14 ft,50,42
186,2,0:46.0,G. Hayward misses 2-pt layup at rim,,50,42
187,2,0:45.0,Offensive rebound by R. Gobert,,50,42
188,2,0:44.0,Shooting foul by K. Martin (drawn by R. Gobert),,50,42
189,2,0:44.0,R. Gobert makes free throw 1 of 2,,51,42
190,2,0:44.0,R. Gobert makes free throw 2 of 2,,52,42
191,2,0:37.0,,Personal block foul by T. Burke (drawn by B. Knight),52,42
192,2,0:30.0,,B. Knight misses 2-pt jump shot from 12 ft,52,42
193,2,0:29.0,,Offensive rebound by B. Knight,52,42
194,2,0:29.0,,B. Knight makes 2-pt layup at rim,52,44
195,2,0:10.0,Shooting foul by G. Antetokounmpo (drawn by G. Hayward),,52,44
196,2,0:10.0,G. Hayward makes free throw 1 of 2,,53,44
197,2,0:10.0,T. Booker enters the game for E. Freedom,,53,44
198,2,0:10.0,G. Hayward misses free throw 2 of 2,,53,44
199,2,0:10.0,,Defensive rebound by K. Middleton,53,44
200,2,0:04.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by B. Knight),53,46
201,2,0:04.0,,Shooting foul by T. Booker (drawn by G. Antetokounmpo),53,46
202,2,0:04.0,,G. Antetokounmpo makes free throw 1 of 1,53,47
203,2,0:00.0,T. Burke misses 3-pt jump shot from 34 ft (block by B. Knight),,53,47
204,2,0:00.0,Offensive rebound by Team,,53,47
205,3,11:52.0,Turnover by R. Gobert (traveling),,53,47
206,3,11:36.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),53,50
207,3,11:15.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,55,50
208,3,10:56.0,,B. Knight makes 2-pt layup at rim,55,52
209,3,10:32.0,Turnover by R. Gobert (bad pass),,55,52
210,3,10:26.0,,Shooting foul by D. Exum (drawn by B. Knight),55,52
211,3,10:26.0,,B. Knight makes free throw 1 of 2,55,53
212,3,10:26.0,,B. Knight makes free throw 2 of 2,55,54
213,3,10:05.0,Offensive foul by R. Gobert (drawn by E. İlyasova),,55,54
214,3,10:05.0,Turnover by R. Gobert (offensive foul),,55,54
215,3,9:43.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,55,54
216,3,9:42.0,Defensive rebound by E. Freedom,,55,54
217,3,9:32.0,R. Gobert makes 2-pt dunk at rim (assist by D. Exum),,57,54
218,3,9:20.0,,B. Knight misses 3-pt jump shot from 24 ft,57,54
219,3,9:19.0,Defensive rebound by G. Hayward,,57,54
220,3,9:12.0,Turnover by G. Hayward (bad pass; steal by E. İlyasova),,57,54
221,3,9:08.0,,E. İlyasova makes 2-pt layup at rim,57,56
222,3,8:42.0,Turnover by D. Exum (lost ball; steal by E. İlyasova),,57,56
223,3,8:40.0,,B. Knight makes 2-pt layup at rim (assist by E. İlyasova),57,58
224,3,8:40.0,,Shooting foul by G. Hayward (drawn by B. Knight),57,58
225,3,8:40.0,,B. Knight makes free throw 1 of 1,57,59
226,3,8:35.0,Personal foul by B. Knight (drawn by D. Exum),,57,59
227,3,8:19.0,Turnover by G. Hayward (lost ball; steal by K. Middleton),,57,59
228,3,8:17.0,,Shooting foul by J. Ingles (drawn by B. Knight),57,59
229,3,8:17.0,,B. Knight misses free throw 1 of 2,57,59
230,3,8:17.0,,Offensive rebound by Team,57,59
231,3,8:17.0,T. Booker enters the game for E. Freedom,,57,59
232,3,8:17.0,,B. Knight makes free throw 2 of 2,57,60
233,3,7:58.0,G. Hayward misses 3-pt jump shot from 27 ft,,57,60
234,3,7:57.0,,Defensive rebound by G. Antetokounmpo,57,60
235,3,7:44.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),57,63
236,3,7:42.0,Utah full timeout,,57,63
237,3,7:23.0,D. Exum misses 3-pt jump shot from 23 ft,,57,63
238,3,7:22.0,,Defensive rebound by K. Middleton,57,63
239,3,7:19.0,,Personal foul by J. Ingles (drawn by B. Knight),57,63
240,3,7:16.0,,Turnover by Z. Pachulia (bad pass; steal by R. Gobert),57,63
241,3,6:50.0,G. Hayward misses 3-pt jump shot from 23 ft,,57,63
242,3,6:49.0,Offensive rebound by T. Booker,,57,63
243,3,6:46.0,Offensive foul by G. Hayward (drawn by B. Knight),,57,63
244,3,6:46.0,Turnover by G. Hayward (offensive foul),,57,63
245,3,6:37.0,,Turnover by G. Antetokounmpo (bad pass; steal by G. Hayward),57,63
246,3,6:33.0,Shooting foul by G. Antetokounmpo (drawn by T. Booker),,57,63
247,3,6:33.0,T. Booker misses free throw 1 of 2,,57,63
248,3,6:33.0,Offensive rebound by Team,,57,63
249,3,6:33.0,T. Booker makes free throw 2 of 2,,58,63
250,3,6:25.0,,G. Antetokounmpo makes 2-pt layup at rim,58,65
251,3,6:17.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Exum),,61,65
252,3,6:08.0,,Personal foul by G. Hayward (drawn by G. Antetokounmpo),61,65
253,3,6:08.0,T. Burke enters the game for G. Hayward,,61,65
254,3,6:08.0,,G. Antetokounmpo makes free throw 1 of 2,61,66
255,3,6:08.0,,G. Antetokounmpo makes free throw 2 of 2,61,67
256,3,5:45.0,J. Ingles misses 2-pt layup at rim,,61,67
257,3,5:43.0,,Defensive rebound by Z. Pachulia,61,67
258,3,5:28.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by B. Knight),61,69
259,3,5:04.0,T. Burke makes 3-pt jump shot from 26 ft,,64,69
260,3,4:42.0,,Shooting block foul by J. Ingles (drawn by Z. Pachulia),64,69
261,3,4:42.0,,Z. Pachulia makes free throw 1 of 2,64,70
262,3,4:42.0,E. Millsap enters the game for J. Ingles,,64,70
263,3,4:42.0,,Z. Pachulia makes free throw 2 of 2,64,71
264,3,4:27.0,Turnover by E. Millsap (lost ball; steal by G. Antetokounmpo),,64,71
265,3,4:21.0,,K. Middleton misses 2-pt layup at rim,64,71
266,3,4:18.0,,Offensive rebound by G. Antetokounmpo,64,71
267,3,4:18.0,,G. Antetokounmpo makes 2-pt layup at rim,64,73
268,3,4:10.0,T. Burke misses 3-pt jump shot from 24 ft,,64,73
269,3,4:09.0,,Defensive rebound by G. Antetokounmpo,64,73
270,3,3:56.0,,B. Knight makes 2-pt jump shot from 4 ft,64,75
271,3,3:37.0,Turnover by T. Burke (lost ball; steal by G. Antetokounmpo),,64,75
272,3,3:32.0,,B. Knight misses 2-pt layup at rim (block by E. Millsap),64,75
273,3,3:32.0,Defensive rebound by Team,,64,75
274,3,3:32.0,,J. Dudley enters the game for G. Antetokounmpo,64,75
275,3,3:32.0,,J. Henson enters the game for Z. Pachulia,64,75
276,3,3:13.0,D. Exum makes 3-pt jump shot from 24 ft (assist by T. Burke),,67,75
277,3,2:55.0,,B. Knight misses 2-pt jump shot from 16 ft,67,75
278,3,2:54.0,Defensive rebound by R. Gobert,,67,75
279,3,2:42.0,T. Burke misses 3-pt jump shot from 23 ft,,67,75
280,3,2:41.0,Offensive rebound by T. Booker,,67,75
281,3,2:41.0,Personal foul by K. Middleton (drawn by T. Booker),,67,75
282,3,2:41.0,,Milwaukee full timeout,67,75
283,3,2:41.0,,O. Mayo enters the game for E. İlyasova,67,75
284,3,2:41.0,,J. O'Bryant enters the game for K. Middleton,67,75
285,3,2:41.0,,J. Bayless enters the game for B. Knight,67,75
286,3,2:41.0,E. Freedom enters the game for R. Gobert,,67,75
287,3,2:31.0,T. Burke makes 2-pt jump shot from 7 ft (assist by D. Exum),,69,75
288,3,2:14.0,,Turnover by J. Bayless (traveling),69,75
289,3,2:02.0,Personal foul by J. Henson (drawn by E. Freedom),,69,75
290,3,1:48.0,Turnover by T. Burke (bad pass; steal by O. Mayo),,69,75
291,3,1:45.0,,J. Bayless misses 2-pt layup at rim,69,75
292,3,1:43.0,,Offensive rebound by O. Mayo,69,75
293,3,1:43.0,,O. Mayo makes 2-pt dunk from 1 ft,69,77
294,3,1:34.0,D. Exum misses 2-pt jump shot from 7 ft,,69,77
295,3,1:33.0,,Defensive rebound by J. Henson,69,77
296,3,1:21.0,Violation by E. Millsap (kicked ball),,69,77
297,3,1:21.0,J. Ingles enters the game for D. Exum,,69,77
298,3,1:11.0,,J. O'Bryant misses 2-pt jump shot from 17 ft,69,77
299,3,1:09.0,Defensive rebound by T. Burke,,69,77
300,3,0:51.0,E. Millsap makes 3-pt jump shot from 23 ft (assist by J. Ingles),,72,77
301,3,0:29.0,,Turnover by O. Mayo (bad pass; steal by E. Freedom),72,77
302,3,0:29.0,Personal foul by O. Mayo (drawn by E. Freedom),,72,77
303,3,0:29.0,E. Freedom makes free throw 1 of 2,,73,77
304,3,0:29.0,E. Freedom makes free throw 2 of 2,,74,77
305,3,0:06.0,,J. Bayless makes 2-pt jump shot from 18 ft,74,79
306,3,0:02.0,Shooting foul by J. O'Bryant (drawn by E. Millsap),,74,79
307,3,0:02.0,E. Millsap makes free throw 1 of 2,,75,79
308,3,0:02.0,E. Millsap makes free throw 2 of 2,,76,79
309,3,0:01.0,,Turnover by J. Henson (bad pass; steal by E. Millsap),76,79
310,3,0:00.0,E. Millsap misses 3-pt jump shot from 38 ft,,76,79
311,3,0:00.0,Offensive rebound by Team,,76,79
312,4,11:47.0,,O. Mayo misses 2-pt layup at rim,76,79
313,4,11:46.0,Defensive rebound by E. Freedom,,76,79
314,4,11:31.0,T. Burke misses 3-pt jump shot from 23 ft,,76,79
315,4,11:30.0,Offensive rebound by E. Millsap,,76,79
316,4,11:20.0,E. Freedom misses 2-pt jump shot from 8 ft (block by O. Mayo),,76,79
317,4,11:17.0,,Defensive rebound by J. Henson,76,79
318,4,11:10.0,,J. Bayless makes 2-pt jump shot from 16 ft,76,81
319,4,10:55.0,Personal foul by J. Bayless (drawn by R. Gobert),,76,81
320,4,10:55.0,T. Booker enters the game for E. Freedom,,76,81
321,4,10:44.0,G. Hayward misses 2-pt jump shot at rim,,76,81
322,4,10:43.0,Offensive rebound by G. Hayward,,76,81
323,4,10:43.0,G. Hayward makes 2-pt layup at rim,,78,81
324,4,10:17.0,,J. O'Bryant misses 2-pt jump shot from 14 ft,78,81
325,4,10:16.0,Defensive rebound by G. Hayward,,78,81
326,4,10:13.0,E. Freedom enters the game for T. Booker,,78,81
327,4,10:05.0,E. Freedom makes 2-pt layup at rim (assist by G. Hayward),,80,81
328,4,9:46.0,,J. Henson misses 2-pt hook shot from 4 ft,80,81
329,4,9:45.0,Defensive rebound by E. Millsap,,80,81
330,4,9:42.0,Shooting foul by J. Bayless (drawn by E. Freedom),,80,81
331,4,9:42.0,E. Freedom makes free throw 1 of 2,,81,81
332,4,9:42.0,E. Freedom makes free throw 2 of 2,,82,81
333,4,9:30.0,,J. Henson makes 2-pt dunk at rim (assist by J. Bayless),82,83
334,4,8:59.0,Turnover by T. Burke (bad pass; steal by J. Dudley),,82,83
335,4,8:54.0,,J. Dudley makes 2-pt layup at rim (assist by O. Mayo),82,85
336,4,8:35.0,Shooting foul by J. O'Bryant (drawn by G. Hayward),,82,85
337,4,8:35.0,Official timeout,,82,85
338,4,8:35.0,G. Hayward makes free throw 1 of 2,,83,85
339,4,8:35.0,G. Hayward makes free throw 2 of 2,,84,85
340,4,8:24.0,,O. Mayo misses 2-pt jump shot from 11 ft,84,85
341,4,8:22.0,Defensive rebound by E. Freedom,,84,85
342,4,8:07.0,T. Burke misses 2-pt jump shot from 9 ft (block by J. Bayless),,84,85
343,4,8:07.0,,Defensive rebound by J. Dudley,84,85
344,4,8:07.0,,Personal foul by E. Millsap (drawn by O. Mayo),84,85
345,4,7:57.0,,J. O'Bryant misses 2-pt jump shot from 19 ft,84,85
346,4,7:56.0,,Offensive rebound by J. Henson,84,85
347,4,7:52.0,,J. Dudley misses 3-pt jump shot from 23 ft,84,85
348,4,7:51.0,,Offensive rebound by J. O'Bryant,84,85
349,4,7:48.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by J. O'Bryant),84,87
350,4,7:27.0,Shooting block foul by J. O'Bryant (drawn by G. Hayward),,84,87
351,4,7:27.0,G. Hayward makes free throw 1 of 2,,85,87
352,4,7:27.0,D. Exum enters the game for T. Burke,,85,87
353,4,7:27.0,J. Ingles enters the game for E. Millsap,,85,87
354,4,7:27.0,G. Hayward makes free throw 2 of 2,,86,87
355,4,7:16.0,,J. Bayless makes 2-pt jump shot from 3 ft (assist by O. Mayo),86,89
356,4,6:50.0,D. Exum misses 3-pt jump shot from 26 ft,,86,89
357,4,6:49.0,,Defensive rebound by J. Henson,86,89
358,4,6:47.0,,Turnover by J. Henson (bad pass),86,89
359,4,6:47.0,T. Booker enters the game for R. Gobert,,86,89
360,4,6:37.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by T. Booker),,89,89
361,4,6:10.0,,J. O'Bryant misses 2-pt layup at rim,89,89
362,4,6:08.0,,Offensive rebound by J. O'Bryant,89,89
363,4,6:08.0,,J. O'Bryant makes 2-pt tip-in from 1 ft,89,91
364,4,5:49.0,E. Freedom makes 2-pt jump shot from 18 ft (assist by D. Exum),,91,91
365,4,5:29.0,,Turnover by O. Mayo (bad pass; steal by T. Booker),91,91
366,4,5:23.0,E. Freedom misses 2-pt layup at rim (block by J. Henson),,91,91
367,4,5:23.0,Offensive rebound by Team,,91,91
368,4,5:23.0,,Milwaukee full timeout,91,91
369,4,5:23.0,,G. Antetokounmpo enters the game for J. O'Bryant,91,91
370,4,5:23.0,,B. Knight enters the game for J. Bayless,91,91
371,4,5:13.0,Personal block foul by O. Mayo (drawn by G. Hayward),,91,91
372,4,5:13.0,G. Hayward makes free throw 1 of 2,,92,91
373,4,5:13.0,G. Hayward makes free throw 2 of 2,,93,91
374,4,5:03.0,,Turnover by O. Mayo (bad pass; steal by E. Freedom),93,91
375,4,4:43.0,J. Ingles misses 2-pt jump shot from 5 ft,,93,91
376,4,4:42.0,,Defensive rebound by J. Dudley,93,91
377,4,4:36.0,,G. Antetokounmpo misses 2-pt layup at rim,93,91
378,4,4:35.0,Defensive rebound by E. Freedom,,93,91
