,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
390,4,4:54.0,N. Hilário makes 2-pt layup from 1 ft (assist by P. Pierce),,86,84
391,4,4:33.0,,J. Terry misses 2-pt layup from 1 ft,86,84
392,4,4:30.0,Defensive rebound by N. Hilário,,86,84
393,4,4:27.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,89,84
394,4,4:09.0,,Turnover by C. Brewer (lost ball; steal by P. Pierce),89,84
395,4,4:02.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,91,84
396,4,4:02.0,,Houston full timeout,91,84
397,4,4:02.0,,P. Beverley enters the game for J. Terry,91,84
398,4,3:55.0,,T. Ariza misses 3-pt jump shot from 25 ft,91,84
399,4,3:54.0,Defensive rebound by J. Wall,,91,84
400,4,3:51.0,Shooting foul by T. Ariza (drawn by J. Wall),,91,84
401,4,3:51.0,J. Wall makes free throw 1 of 2,,92,84
402,4,3:51.0,J. Wall makes free throw 2 of 2,,93,84
403,4,3:38.0,,Personal foul by J. Wall (drawn by P. Beverley),93,84
404,4,3:29.0,,Personal foul by M. Gortat (drawn by D. Howard),93,84
405,4,3:23.0,,T. Ariza makes 2-pt layup from 3 ft,93,86
406,4,3:23.0,,Shooting foul by N. Hilário (drawn by T. Ariza),93,86
407,4,3:23.0,,T. Ariza makes free throw 1 of 1,93,87
408,4,3:03.0,B. Beal misses 3-pt jump shot from 24 ft,,93,87
409,4,3:02.0,,Defensive rebound by J. Harden,93,87
410,4,2:45.0,,Turnover by T. Ariza (bad pass),93,87
411,4,2:45.0,Washington full timeout,,93,87
412,4,2:38.0,Turnover by J. Wall (step out of bounds),,93,87
413,4,2:17.0,,J. Harden makes 2-pt jump shot from 18 ft,93,89
414,4,2:06.0,Turnover by J. Wall (lost ball; steal by C. Brewer),,93,89
415,4,2:02.0,,P. Beverley makes 2-pt layup from 1 ft (assist by C. Brewer),93,91
416,4,2:02.0,Washington full timeout,,93,91
417,4,2:02.0,R. Butler enters the game for M. Gortat,,93,91
418,4,1:47.0,Shooting block foul by P. Beverley (drawn by B. Beal),,93,91
419,4,1:47.0,B. Beal makes free throw 1 of 2,,94,91
420,4,1:47.0,B. Beal makes free throw 2 of 2,,95,91
421,4,1:34.0,,J. Harden misses 2-pt layup from 4 ft,95,91
422,4,1:32.0,Defensive rebound by B. Beal,,95,91
423,4,1:12.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by B. Beal),,98,91
424,4,1:12.0,,Houston full timeout,98,91
425,4,1:08.0,,Turnover by T. Ariza (step out of bounds),98,91
426,4,0:50.0,Turnover by B. Beal (lost ball),,98,91
427,4,0:44.0,,P. Beverley makes 3-pt jump shot from 25 ft,98,94
428,4,0:30.0,,Violation by D. Howard (kicked ball),98,94
429,4,0:29.0,Personal take foul by J. Harden (drawn by B. Beal),,98,94
430,4,0:29.0,B. Beal makes free throw 1 of 2,,99,94
431,4,0:29.0,B. Beal makes free throw 2 of 2,,100,94
432,4,0:20.0,,J. Harden makes 2-pt layup from 1 ft,100,96
433,4,0:20.0,,Shooting foul by N. Hilário (drawn by J. Harden),100,96
434,4,0:20.0,,J. Harden makes free throw 1 of 1,100,97
435,4,0:13.0,Personal take foul by P. Beverley (drawn by B. Beal),,100,97
436,4,0:13.0,B. Beal makes free throw 1 of 2,,101,97
437,4,0:13.0,B. Beal makes free throw 2 of 2,,102,97
438,4,0:07.0,,J. Harden makes 3-pt jump shot from 25 ft,102,100
439,4,0:06.0,Personal take foul by J. Harden (drawn by J. Wall),,102,100
440,4,0:06.0,J. Wall makes free throw 1 of 2,,103,100
441,4,0:06.0,J. Wall makes free throw 2 of 2,,104,100
442,4,0:01.0,,J. Harden makes 3-pt jump shot from 25 ft,104,103
