,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW ORLEANS_ACTION,MILWAUKEE_SCORE,NEW ORLEANS_SCORE
94,1,0:56.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,17,30
95,1,0:55.0,,Defensive rebound by D. Cunningham,17,30
96,1,0:51.0,,T. Evans misses 2-pt layup from 2 ft (block by T. Ennis),17,30
97,1,0:50.0,Defensive rebound by E. İlyasova,,17,30
98,1,0:43.0,J. Henson makes 2-pt dunk at rim (assist by J. Bayless),,19,30
99,1,0:28.0,,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),19,32
100,1,0:03.0,G. Antetokounmpo makes 2-pt jump shot from 15 ft,,21,32
101,1,0:00.0,,T. Evans misses 3-pt jump shot from 46 ft,21,32
102,1,0:00.0,,Offensive rebound by Team,21,32
103,2,11:42.0,Shooting foul by A. Davis (drawn by G. Antetokounmpo),,21,32
104,2,11:42.0,G. Antetokounmpo makes free throw 1 of 2,,22,32
105,2,11:42.0,G. Antetokounmpo makes free throw 2 of 2,,23,32
106,2,11:25.0,,A. Davis misses 2-pt layup from 2 ft (block by G. Antetokounmpo),23,32
107,2,11:24.0,Defensive rebound by K. Middleton,,23,32
108,2,11:05.0,G. Antetokounmpo makes 2-pt jump shot from 10 ft,,25,32
109,2,10:43.0,,N. Cole misses 2-pt layup from 2 ft,25,32
110,2,10:42.0,Defensive rebound by J. Henson,,25,32
111,2,10:33.0,K. Middleton misses 2-pt jump shot from 14 ft,,25,32
112,2,10:32.0,,Defensive rebound by D. Cunningham,25,32
113,2,10:28.0,,Shooting block foul by T. Ennis (drawn by E. Williams),25,32
114,2,10:28.0,,E. Williams misses free throw 1 of 2,25,32
115,2,10:28.0,,Offensive rebound by Team,25,32
116,2,10:28.0,,E. Williams misses free throw 2 of 2,25,32
117,2,10:27.0,,Offensive rebound by A. Davis,25,32
118,2,10:26.0,,A. Davis misses 2-pt jump shot from 14 ft (block by G. Antetokounmpo),25,32
119,2,10:25.0,Defensive rebound by Team,,25,32
120,2,10:09.0,J. Henson makes 2-pt dunk at rim (assist by M. Carter-Williams),,27,32
121,2,9:48.0,,D. Cunningham misses 2-pt jump shot from 19 ft,27,32
122,2,9:48.0,Defensive rebound by G. Antetokounmpo,,27,32
123,2,9:32.0,,Q. Pondexter enters the game for A. Davis,27,32
124,2,9:24.0,K. Middleton makes 2-pt jump shot from 10 ft,,29,32
125,2,9:07.0,,N. Cole misses 2-pt jump shot from 17 ft,29,32
126,2,9:06.0,Defensive rebound by J. Henson,,29,32
127,2,8:57.0,M. Carter-Williams misses 2-pt jump shot from 9 ft,,29,32
128,2,8:56.0,,Defensive rebound by A. Ajinça,29,32
129,2,8:42.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,29,32
130,2,8:41.0,Defensive rebound by K. Middleton,,29,32
131,2,8:35.0,T. Ennis misses 2-pt layup from 2 ft,,29,32
132,2,8:33.0,,Defensive rebound by Q. Pondexter,29,32
133,2,8:21.0,,E. Williams misses 3-pt jump shot from 26 ft,29,32
134,2,8:20.0,Defensive rebound by G. Antetokounmpo,,29,32
135,2,8:17.0,Turnover by G. Antetokounmpo (lost ball),,29,32
136,2,8:17.0,Official timeout,,29,32
137,2,8:17.0,,E. Gordon enters the game for E. Williams,29,32
138,2,8:17.0,J. Bayless enters the game for T. Ennis,,29,32
139,2,8:00.0,,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by N. Cole),29,35
140,2,7:35.0,M. Carter-Williams misses 2-pt jump shot at rim,,29,35
141,2,7:34.0,Offensive rebound by M. Carter-Williams,,29,35
142,2,7:34.0,M. Carter-Williams misses 2-pt layup at rim,,29,35
143,2,7:33.0,,Defensive rebound by A. Ajinça,29,35
144,2,7:14.0,,A. Ajinça misses 2-pt hook shot from 6 ft,29,35
145,2,7:13.0,Defensive rebound by G. Antetokounmpo,,29,35
146,2,7:02.0,M. Carter-Williams makes 2-pt dunk from 2 ft,,31,35
147,2,6:40.0,,A. Ajinça misses 2-pt jump shot from 11 ft,31,35
148,2,6:39.0,Defensive rebound by J. Bayless,,31,35
149,2,6:33.0,J. Bayless makes 2-pt layup at rim,,33,35
150,2,6:15.0,,Turnover by N. Cole (bad pass),33,35
151,2,6:15.0,,Ö. Aşık enters the game for A. Ajinça,33,35
152,2,6:15.0,,A. Davis enters the game for D. Cunningham,33,35
153,2,6:05.0,K. Middleton makes 2-pt dunk at rim (assist by J. Bayless),,35,35
154,2,6:05.0,,New Orleans full timeout,35,35
155,2,6:05.0,Z. Pachulia enters the game for J. Henson,,35,35
156,2,5:51.0,,N. Cole misses 3-pt jump shot from 24 ft,35,35
157,2,5:50.0,Defensive rebound by J. Bayless,,35,35
158,2,5:37.0,K. Middleton misses 2-pt jump shot from 10 ft,,35,35
159,2,5:36.0,,Defensive rebound by A. Davis,35,35
160,2,5:25.0,,E. Gordon misses 3-pt jump shot from 25 ft,35,35
161,2,5:23.0,Defensive rebound by Team,,35,35
162,2,5:23.0,,T. Evans enters the game for N. Cole,35,35
163,2,5:11.0,G. Antetokounmpo makes 2-pt jump shot from 8 ft,,37,35
164,2,5:11.0,Shooting block foul by A. Davis (drawn by G. Antetokounmpo),,37,35
165,2,5:11.0,G. Antetokounmpo makes free throw 1 of 1,,38,35
166,2,4:56.0,,Shooting foul by Z. Pachulia (drawn by Ö. Aşık),38,35
167,2,4:56.0,,Ö. Aşık misses free throw 1 of 2,38,35
168,2,4:56.0,,Offensive rebound by Team,38,35
169,2,4:56.0,,Ö. Aşık makes free throw 2 of 2,38,36
170,2,4:40.0,Turnover by K. Middleton (bad pass; steal by A. Davis),,38,36
171,2,4:32.0,,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by T. Evans),38,39
172,2,4:03.0,Z. Pachulia misses 2-pt hook shot from 8 ft,,38,39
173,2,4:03.0,,Defensive rebound by A. Davis,38,39
174,2,3:50.0,,Shooting foul by Z. Pachulia (drawn by Ö. Aşık),38,39
175,2,3:50.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by E. Gordon),38,41
176,2,3:50.0,,Ö. Aşık makes free throw 1 of 1,38,42
177,2,3:38.0,K. Middleton misses 2-pt jump shot from 17 ft,,38,42
178,2,3:37.0,,Defensive rebound by A. Davis,38,42
179,2,3:25.0,,T. Evans misses 2-pt jump shot from 7 ft,38,42
180,2,3:23.0,,Offensive rebound by Ö. Aşık,38,42
181,2,3:23.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by M. Carter-Williams),38,42
182,2,3:21.0,,Offensive rebound by T. Evans,38,42
183,2,3:20.0,,T. Evans misses 2-pt layup from 3 ft,38,42
184,2,3:19.0,Defensive rebound by J. Bayless,,38,42
185,2,3:09.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,40,42
186,2,2:51.0,,Personal foul by K. Middleton (drawn by Q. Pondexter),40,42
187,2,2:51.0,Milwaukee full timeout,,40,42
188,2,2:51.0,E. İlyasova enters the game for G. Antetokounmpo,,40,42
189,2,2:51.0,J. Henson enters the game for Z. Pachulia,,40,42
190,2,2:38.0,,E. Gordon misses 2-pt layup from 1 ft,40,42
191,2,2:37.0,,Offensive rebound by Ö. Aşık,40,42
192,2,2:36.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by J. Henson),40,42
193,2,2:35.0,,Offensive rebound by Team,40,42
194,2,2:29.0,,Offensive foul by Ö. Aşık (drawn by J. Henson),40,42
195,2,2:29.0,,Turnover by Ö. Aşık (offensive foul),40,42
196,2,2:14.0,J. Henson misses 2-pt hook shot from 7 ft,,40,42
197,2,2:13.0,,Defensive rebound by A. Davis,40,42
198,2,2:01.0,,E. Gordon misses 3-pt jump shot from 24 ft,40,42
199,2,2:00.0,Defensive rebound by M. Carter-Williams,,40,42
200,2,1:43.0,M. Carter-Williams misses 2-pt layup from 3 ft (block by Ö. Aşık),,40,42
201,2,1:43.0,Offensive rebound by Team,,40,42
202,2,1:39.0,E. İlyasova misses 2-pt jump shot from 19 ft,,40,42
203,2,1:38.0,,Defensive rebound by T. Evans,40,42
204,2,1:15.0,,T. Evans misses 3-pt jump shot from 25 ft,40,42
205,2,1:14.0,Defensive rebound by E. İlyasova,,40,42
206,2,0:55.0,J. Bayless makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),,42,42
207,2,0:44.0,,Offensive foul by E. Gordon (drawn by E. İlyasova),42,42
208,2,0:44.0,,Turnover by E. Gordon (offensive foul),42,42
209,2,0:44.0,,D. Cunningham enters the game for A. Davis,42,42
210,2,0:35.0,K. Middleton misses 2-pt jump shot from 16 ft,,42,42
211,2,0:34.0,Offensive rebound by Team,,42,42
212,2,0:34.0,,Loose ball foul by D. Cunningham (drawn by E. İlyasova),42,42
213,2,0:34.0,,A. Davis enters the game for D. Cunningham,42,42
214,2,0:27.0,J. Bayless makes 2-pt jump shot from 20 ft,,44,42
215,2,0:04.0,,Q. Pondexter misses 2-pt layup from 2 ft (block by M. Carter-Williams),44,42
216,2,0:03.0,Defensive rebound by J. Henson,,44,42
217,2,0:00.0,J. Bayless misses 3-pt jump shot from 26 ft,,44,42
218,2,0:00.0,Offensive rebound by Team,,44,42
219,3,11:48.0,Shooting foul by Ö. Aşık (drawn by Z. Pachulia),,44,42
220,3,11:48.0,Z. Pachulia makes free throw 1 of 2,,45,42
221,3,11:48.0,Z. Pachulia misses free throw 2 of 2,,45,42
222,3,11:46.0,,Defensive rebound by Ö. Aşık,45,42
223,3,11:26.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by Q. Pondexter),45,44
224,3,10:59.0,Turnover by K. Middleton (bad pass; steal by Ö. Aşık),,45,44
225,3,10:47.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by Ö. Aşık),45,46
226,3,10:47.0,,Shooting foul by E. İlyasova (drawn by A. Davis),45,46
227,3,10:47.0,,A. Davis makes free throw 1 of 1,45,47
228,3,10:38.0,M. Carter-Williams makes 2-pt layup from 2 ft,,47,47
229,3,10:22.0,,E. Gordon makes 2-pt jump shot from 21 ft (assist by T. Evans),47,49
230,3,10:09.0,K. Middleton misses 3-pt jump shot from 26 ft,,47,49
231,3,10:08.0,,Defensive rebound by Q. Pondexter,47,49
232,3,10:00.0,,Personal foul by G. Antetokounmpo (drawn by E. Gordon),47,49
233,3,9:53.0,,Turnover by T. Evans (lost ball; steal by M. Carter-Williams),47,49
234,3,9:41.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft (block by A. Davis),,47,49
235,3,9:39.0,,Defensive rebound by Ö. Aşık,47,49
236,3,9:31.0,,T. Evans makes 2-pt layup from 2 ft,47,51
237,3,9:20.0,Offensive foul by Z. Pachulia (drawn by Ö. Aşık),,47,51
238,3,9:20.0,Turnover by Z. Pachulia (offensive foul),,47,51
239,3,9:20.0,J. Henson enters the game for Z. Pachulia,,47,51
240,3,9:06.0,,T. Evans misses 2-pt layup at rim,47,51
241,3,9:06.0,,Offensive rebound by Ö. Aşık,47,51
242,3,9:06.0,,Ö. Aşık makes 2-pt layup at rim,47,53
243,3,9:06.0,,Shooting foul by J. Henson (drawn by Ö. Aşık),47,53
244,3,9:06.0,,Ö. Aşık makes free throw 1 of 1,47,54
245,3,8:53.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,47,54
246,3,8:51.0,,Defensive rebound by Q. Pondexter,47,54
247,3,8:42.0,Offensive charge foul by T. Evans (drawn by E. İlyasova),,47,54
248,3,8:42.0,,Turnover by T. Evans (offensive foul),47,54
249,3,8:32.0,E. İlyasova misses 3-pt jump shot from 25 ft,,47,54
250,3,8:31.0,,Defensive rebound by T. Evans,47,54
251,3,8:19.0,,Ö. Aşık makes 2-pt dunk at rim (assist by E. Gordon),47,56
252,3,8:19.0,Milwaukee full timeout,,47,56
253,3,8:19.0,J. Bayless enters the game for M. Carter-Williams,,47,56
254,3,8:11.0,Turnover by J. Bayless (lost ball; steal by E. Gordon),,47,56
255,3,8:05.0,,Q. Pondexter misses 3-pt jump shot from 23 ft,47,56
256,3,8:04.0,Defensive rebound by E. İlyasova,,47,56
257,3,7:51.0,E. İlyasova misses 3-pt jump shot from 26 ft,,47,56
258,3,7:49.0,,Defensive rebound by Q. Pondexter,47,56
259,3,7:47.0,,Offensive foul by A. Davis (drawn by E. İlyasova),47,56
260,3,7:47.0,,Turnover by A. Davis (offensive foul),47,56
261,3,7:24.0,K. Middleton misses 2-pt jump shot from 18 ft,,47,56
262,3,7:22.0,,Defensive rebound by A. Davis,47,56
263,3,7:16.0,,Personal foul by E. İlyasova (drawn by E. Gordon),47,56
264,3,7:05.0,,A. Davis misses 2-pt jump shot from 21 ft,47,56
265,3,7:05.0,Defensive rebound by K. Middleton,,47,56
266,3,6:54.0,J. Henson makes 2-pt hook shot from 4 ft (assist by G. Antetokounmpo),,49,56
267,3,6:34.0,,A. Davis misses 2-pt layup from 1 ft (block by G. Antetokounmpo),49,56
268,3,6:33.0,,Offensive rebound by Team,49,56
269,3,6:31.0,,A. Davis misses 2-pt jump shot from 15 ft,49,56
270,3,6:30.0,Defensive rebound by J. Henson,,49,56
271,3,6:22.0,E. İlyasova makes 3-pt jump shot from 22 ft (assist by K. Middleton),,52,56
272,3,6:04.0,,T. Evans misses 2-pt layup from 1 ft (block by J. Henson),52,56
273,3,6:02.0,Defensive rebound by G. Antetokounmpo,,52,56
274,3,5:56.0,J. Henson makes 2-pt jump shot from 8 ft (assist by G. Antetokounmpo),,54,56
275,3,5:34.0,,Q. Pondexter misses 2-pt layup from 2 ft (block by J. Henson),54,56
276,3,5:34.0,Defensive rebound by Team,,54,56
277,3,5:34.0,T. Ennis enters the game for K. Middleton,,54,56
278,3,5:23.0,E. İlyasova misses 2-pt jump shot from 21 ft,,54,56
279,3,5:21.0,,Defensive rebound by Ö. Aşık,54,56
280,3,5:11.0,,Turnover by E. Gordon (bad pass; steal by E. İlyasova),54,56
281,3,4:51.0,J. Henson makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,56,56
282,3,4:51.0,,New Orleans full timeout,56,56
283,3,4:37.0,,A. Davis misses 2-pt jump shot from 18 ft,56,56
284,3,4:36.0,Defensive rebound by J. Bayless,,56,56
285,3,4:27.0,E. İlyasova misses 3-pt jump shot from 24 ft,,56,56
286,3,4:25.0,,Defensive rebound by Team,56,56
287,3,4:10.0,,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by E. Gordon),56,59
288,3,3:44.0,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),,58,59
289,3,3:20.0,,Q. Pondexter makes 2-pt jump shot from 10 ft (assist by Ö. Aşık),58,61
290,3,3:20.0,,Shooting foul by J. Bayless (drawn by Q. Pondexter),58,61
291,3,3:20.0,,N. Cole enters the game for Ö. Aşık,58,61
292,3,3:20.0,,A. Ajinça enters the game for E. Gordon,58,61
293,3,3:20.0,M. Carter-Williams enters the game for E. İlyasova,,58,61
294,3,3:20.0,,Q. Pondexter makes free throw 1 of 1,58,62
295,3,3:06.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by A. Davis),,58,62
296,3,3:04.0,Offensive rebound by J. Henson,,58,62
297,3,3:04.0,J. Henson misses 2-pt tip-in from 2 ft,,58,62
298,3,3:02.0,Offensive rebound by J. Henson,,58,62
299,3,3:01.0,J. Henson misses 2-pt tip-in from 1 ft,,58,62
300,3,2:56.0,,Defensive rebound by T. Evans,58,62
301,3,2:38.0,,Q. Pondexter misses 3-pt jump shot from 27 ft,58,62
302,3,2:37.0,Defensive rebound by G. Antetokounmpo,,58,62
303,3,2:26.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,60,62
304,3,2:14.0,,Personal foul by G. Antetokounmpo (drawn by A. Davis),60,62
305,3,2:14.0,,A. Davis misses free throw 1 of 2,60,62
306,3,2:14.0,,Offensive rebound by Team,60,62
307,3,2:14.0,,A. Davis makes free throw 2 of 2,60,63
308,3,2:01.0,Shooting block foul by A. Ajinça (drawn by M. Carter-Williams),,60,63
309,3,2:01.0,M. Carter-Williams makes free throw 1 of 2,,61,63
310,3,2:01.0,M. Carter-Williams makes free throw 2 of 2,,62,63
311,3,1:43.0,,A. Ajinça makes 2-pt hook shot from 5 ft (assist by N. Cole),62,65
312,3,1:26.0,T. Ennis misses 3-pt jump shot from 23 ft,,62,65
313,3,1:25.0,,Defensive rebound by A. Davis,62,65
314,3,1:10.0,,A. Davis makes 2-pt layup at rim (assist by N. Cole),62,67
315,3,0:54.0,Shooting foul by A. Ajinça (drawn by J. Henson),,62,67
316,3,0:54.0,J. Henson misses free throw 1 of 2,,62,67
317,3,0:54.0,Offensive rebound by Team,,62,67
318,3,0:54.0,J. Henson misses free throw 2 of 2,,62,67
319,3,0:54.0,,Defensive rebound by A. Ajinça,62,67
320,3,0:40.0,,N. Cole makes 3-pt jump shot from 23 ft (assist by T. Evans),62,70
321,3,0:23.0,J. Bayless misses 3-pt jump shot from 26 ft,,62,70
322,3,0:22.0,,Defensive rebound by A. Davis,62,70
323,3,0:00.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,62,70
324,3,0:00.0,,Offensive rebound by Team,62,70
325,4,11:46.0,,A. Davis misses 2-pt jump shot from 12 ft,62,70
326,4,11:45.0,Defensive rebound by E. İlyasova,,62,70
327,4,11:24.0,J. Bayless misses 3-pt jump shot from 25 ft,,62,70
328,4,11:23.0,,Defensive rebound by N. Cole,62,70
329,4,11:03.0,,A. Davis misses 2-pt layup from 1 ft (block by J. Henson),62,70
330,4,11:02.0,Defensive rebound by J. Bayless,,62,70
331,4,10:54.0,J. Henson makes 2-pt dunk at rim (assist by J. Bayless),,64,70
332,4,10:36.0,,E. Williams misses 3-pt jump shot from 25 ft,64,70
333,4,10:35.0,Defensive rebound by J. Bayless,,64,70
334,4,10:20.0,J. Bayless misses 2-pt layup from 2 ft,,64,70
335,4,10:20.0,,Defensive rebound by Team,64,70
336,4,10:20.0,,D. Cunningham enters the game for A. Davis,64,70
337,4,10:20.0,Loose ball foul by E. İlyasova (drawn by A. Ajinça),,64,70
338,4,9:59.0,,Shooting foul by J. Henson (drawn by A. Ajinça),64,70
339,4,9:59.0,,A. Ajinça makes free throw 1 of 2,64,71
340,4,9:59.0,Z. Pachulia enters the game for J. Henson,,64,71
341,4,9:59.0,,A. Ajinça misses free throw 2 of 2,64,71
342,4,9:58.0,Defensive rebound by Z. Pachulia,,64,71
343,4,9:43.0,T. Ennis misses 2-pt jump shot from 17 ft,,64,71
344,4,9:42.0,,Defensive rebound by D. Cunningham,64,71
345,4,9:30.0,,Turnover by Q. Pondexter (bad pass; steal by Z. Pachulia),64,71
346,4,9:27.0,Personal foul by E. Williams (drawn by T. Ennis),,64,71
347,4,9:11.0,Shooting foul by N. Cole (drawn by J. Bayless),,64,71
348,4,9:11.0,J. Bayless makes free throw 1 of 2,,65,71
349,4,9:11.0,J. Bayless makes free throw 2 of 2,,66,71
350,4,8:58.0,,N. Cole makes 2-pt jump shot from 19 ft (assist by E. Williams),66,73
351,4,8:58.0,,Shooting foul by J. Bayless (drawn by N. Cole),66,73
352,4,8:58.0,Official timeout,,66,73
353,4,8:58.0,M. Carter-Williams enters the game for J. Bayless,,66,73
354,4,8:58.0,,E. Gordon enters the game for Q. Pondexter,66,73
355,4,8:58.0,,N. Cole misses free throw 1 of 1,66,73
356,4,8:57.0,Defensive rebound by Z. Pachulia,,66,73
357,4,8:35.0,T. Ennis misses 3-pt jump shot from 25 ft,,66,73
358,4,8:34.0,Offensive rebound by Z. Pachulia,,66,73
359,4,8:29.0,E. İlyasova makes 2-pt layup from 2 ft (assist by T. Ennis),,68,73
360,4,8:08.0,,E. Williams misses 2-pt layup from 2 ft,68,73
361,4,8:05.0,,Offensive rebound by A. Ajinça,68,73
362,4,8:05.0,,A. Ajinça misses 2-pt layup at rim,68,73
363,4,8:05.0,,Offensive rebound by A. Ajinça,68,73
364,4,8:05.0,,A. Ajinça misses 2-pt tip-in at rim,68,73
365,4,8:04.0,Defensive rebound by E. İlyasova,,68,73
366,4,7:51.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,68,73
367,4,7:50.0,,Defensive rebound by A. Ajinça,68,73
368,4,7:40.0,,A. Ajinça misses 2-pt jump shot from 15 ft,68,73
369,4,7:39.0,Defensive rebound by K. Middleton,,68,73
370,4,7:18.0,K. Middleton misses 2-pt jump shot from 20 ft,,68,73
371,4,7:17.0,Offensive rebound by Team,,68,73
372,4,7:17.0,,Loose ball foul by A. Ajinça (drawn by Z. Pachulia),68,73
373,4,7:17.0,,A. Davis enters the game for A. Ajinça,68,73
374,4,7:17.0,,T. Evans enters the game for E. Williams,68,73
