,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MINNESOTA_ACTION,PHOENIX_SCORE,MINNESOTA_SCORE
388,4,10:05.0,,G. Dieng enters the game for A. Payne,82,82
389,4,10:01.0,G. Green makes 2-pt jump shot from 18 ft (assist by A. Goodwin),,84,82
390,4,9:50.0,,G. Neal makes 3-pt jump shot from 23 ft (assist by R. Rubio),84,85
391,4,9:50.0,Phoenix full timeout,,84,85
392,4,9:32.0,A. Len misses 2-pt jump shot from 19 ft,,84,85
393,4,9:31.0,,Defensive rebound by R. Rubio,84,85
394,4,9:12.0,,Turnover by G. Dieng (bad pass; steal by B. Wright),84,85
395,4,9:07.0,G. Green makes 2-pt dunk at rim (assist by A. Goodwin),,86,85
396,4,8:54.0,,Shooting foul by A. Goodwin (drawn by R. Rubio),86,85
397,4,8:54.0,,R. Rubio makes free throw 1 of 2,86,86
398,4,8:54.0,E. Bledsoe enters the game for A. Goodwin,,86,86
399,4,8:54.0,M. Morris enters the game for B. Wright,,86,86
400,4,8:54.0,,R. Rubio makes free throw 2 of 2,86,87
401,4,8:45.0,M. Morris makes 2-pt layup from 1 ft,,88,87
402,4,8:35.0,,Shooting foul by M. Morris (drawn by N. Peković),88,87
403,4,8:35.0,,N. Peković makes free throw 1 of 2,88,88
404,4,8:35.0,,N. Peković makes free throw 2 of 2,88,89
405,4,8:15.0,M. Morris misses 3-pt jump shot from 24 ft,,88,89
406,4,8:13.0,Offensive rebound by E. Bledsoe,,88,89
407,4,8:12.0,Personal foul by R. Rubio (drawn by E. Bledsoe),,88,89
408,4,7:56.0,Shooting foul by G. Dieng (drawn by M. Morris),,88,89
409,4,7:56.0,M. Morris misses free throw 1 of 2,,88,89
410,4,7:56.0,Offensive rebound by Team,,88,89
411,4,7:56.0,M. Morris makes free throw 2 of 2,,89,89
412,4,7:44.0,,N. Peković misses 2-pt layup from 2 ft (block by M. Morris),89,89
413,4,7:42.0,Defensive rebound by E. Bledsoe,,89,89
414,4,7:38.0,M. Morris makes 2-pt layup from 2 ft (assist by G. Green),,91,89
415,4,7:36.0,,Minnesota full timeout,91,89
416,4,7:36.0,,A. Wiggins enters the game for G. Neal,91,89
417,4,7:36.0,,K. Martin enters the game for S. Muhammad,91,89
418,4,7:19.0,,G. Dieng makes 2-pt jump shot from 17 ft (assist by K. Martin),91,91
419,4,6:57.0,M. Morris makes 2-pt jump shot from 14 ft (assist by G. Green),,93,91
420,4,6:35.0,,R. Rubio misses 2-pt jump shot from 18 ft,93,91
421,4,6:34.0,,Offensive rebound by G. Dieng,93,91
422,4,6:25.0,,N. Peković makes 2-pt layup from 1 ft (assist by G. Dieng),93,93
423,4,6:04.0,G. Green makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,96,93
424,4,5:47.0,,K. Martin makes 2-pt jump shot from 7 ft,96,95
425,4,5:47.0,,Shooting foul by G. Green (drawn by K. Martin),96,95
426,4,5:47.0,,K. Martin makes free throw 1 of 1,96,96
427,4,5:28.0,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,99,96
428,4,5:15.0,,K. Martin misses 3-pt jump shot from 24 ft,99,96
429,4,5:12.0,,Offensive rebound by K. Martin,99,96
430,4,4:59.0,,A. Wiggins makes 2-pt layup from 1 ft,99,98
431,4,4:46.0,M. Morris misses 2-pt layup from 2 ft (block by G. Dieng),,99,98
432,4,4:44.0,Offensive rebound by M. Morris,,99,98
433,4,4:43.0,M. Morris misses 2-pt layup at rim (block by A. Wiggins),,99,98
434,4,4:43.0,Offensive rebound by M. Morris,,99,98
435,4,4:43.0,Shooting foul by G. Dieng (drawn by M. Morris),,99,98
436,4,4:43.0,M. Morris makes free throw 1 of 2,,100,98
437,4,4:43.0,M. Morris makes free throw 2 of 2,,101,98
438,4,4:30.0,,Offensive foul by N. Peković (drawn by E. Bledsoe),101,98
439,4,4:30.0,,Turnover by N. Peković (offensive foul),101,98
440,4,4:14.0,G. Green misses 3-pt jump shot from 24 ft,,101,98
441,4,4:12.0,,Defensive rebound by R. Rubio,101,98
442,4,4:06.0,,Personal block foul by G. Green (drawn by K. Martin),101,98
443,4,4:06.0,,K. Martin makes free throw 1 of 2,101,99
444,4,4:06.0,P. Tucker enters the game for G. Green,,101,99
445,4,4:06.0,,K. Martin makes free throw 2 of 2,101,100
446,4,3:50.0,M. Morris misses 2-pt jump shot from 19 ft,,101,100
447,4,3:49.0,,Defensive rebound by G. Dieng,101,100
448,4,3:38.0,,K. Martin makes 2-pt jump shot from 3 ft,101,102
449,4,3:20.0,M. Morris makes 2-pt jump shot from 8 ft,,103,102
450,4,3:01.0,,R. Rubio misses 2-pt jump shot from 19 ft,103,102
451,4,3:00.0,,Offensive rebound by N. Peković,103,102
452,4,2:59.0,,N. Peković makes 2-pt layup from 2 ft,103,104
453,4,2:41.0,A. Len misses 2-pt jump shot from 4 ft (block by N. Peković),,103,104
454,4,2:39.0,,Defensive rebound by K. Martin,103,104
455,4,2:21.0,,N. Peković misses 2-pt jump shot from 5 ft,103,104
456,4,2:20.0,Defensive rebound by A. Len,,103,104
457,4,2:14.0,Phoenix full timeout,,103,104
458,4,2:14.0,Phoenix full timeout,,103,104
459,4,2:00.0,M. Morris misses 2-pt jump shot from 13 ft,,103,104
460,4,1:59.0,,Defensive rebound by G. Dieng,103,104
461,4,1:50.0,,Offensive foul by R. Rubio (drawn by P. Tucker),103,104
462,4,1:50.0,,Turnover by R. Rubio (offensive foul),103,104
463,4,1:35.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,103,104
464,4,1:33.0,,Defensive rebound by R. Rubio,103,104
465,4,1:12.0,,N. Peković makes 2-pt layup at rim (assist by R. Rubio),103,106
466,4,0:55.0,A. Len misses 2-pt jump shot from 3 ft,,103,106
467,4,0:54.0,Offensive rebound by A. Len,,103,106
468,4,0:54.0,Shooting foul by N. Peković (drawn by A. Len),,103,106
469,4,0:54.0,A. Len makes free throw 1 of 2,,104,106
470,4,0:54.0,A. Len makes free throw 2 of 2,,105,106
471,4,0:47.0,,Personal foul by E. Bledsoe (drawn by R. Rubio),105,106
472,4,0:47.0,,R. Rubio makes free throw 1 of 2,105,107
473,4,0:47.0,,R. Rubio makes free throw 2 of 2,105,108
474,4,0:47.0,Phoenix full timeout,,105,108
475,4,0:34.0,Personal foul by R. Rubio (drawn by M. Morris),,105,108
476,4,0:34.0,M. Morris makes free throw 1 of 2,,106,108
477,4,0:34.0,M. Morris makes free throw 2 of 2,,107,108
478,4,0:34.0,,Minnesota full timeout,107,108
479,4,0:18.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),107,110
480,4,0:18.0,Phoenix full timeout,,107,110
481,4,0:18.0,G. Green enters the game for A. Len,,107,110
482,4,0:18.0,,G. Neal enters the game for N. Peković,107,110
483,4,0:13.0,E. Bledsoe misses 2-pt layup from 2 ft,,107,110
484,4,0:12.0,,Defensive rebound by G. Dieng,107,110
485,4,0:12.0,,Personal take foul by M. Morris (drawn by G. Dieng),107,110
486,4,0:12.0,,G. Dieng misses free throw 1 of 2,107,110
487,4,0:12.0,,Offensive rebound by Team,107,110
488,4,0:12.0,,G. Dieng makes free throw 2 of 2,107,111
489,4,0:06.0,M. Morris misses 3-pt jump shot from 26 ft,,107,111
490,4,0:05.0,Offensive rebound by P. Tucker,,107,111
491,4,0:02.0,P. Tucker makes 2-pt layup from 1 ft,,109,111
492,4,0:02.0,,Personal take foul by M. Morris (drawn by K. Martin),109,111
493,4,0:02.0,,K. Martin misses free throw 1 of 2,109,111
494,4,0:02.0,,Offensive rebound by Team,109,111
495,4,0:02.0,,K. Martin misses free throw 2 of 2,109,111
496,4,0:02.0,Defensive rebound by P. Tucker,,109,111
