,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
389,4,3:05.0,N. Peković makes free throw 1 of 1,,90,89
390,4,2:49.0,,E. Fournier makes 3-pt jump shot from 24 ft,90,92
391,4,2:23.0,T. Young makes 2-pt layup from 2 ft,,92,92
392,4,2:05.0,,E. Fournier misses 2-pt jump shot from 4 ft,92,92
393,4,2:02.0,Defensive rebound by A. Wiggins,,92,92
394,4,2:02.0,Personal foul by E. Payton (drawn by M. Williams),,92,92
395,4,2:02.0,M. Williams makes free throw 1 of 2,,93,92
396,4,2:02.0,M. Williams makes free throw 2 of 2,,94,92
397,4,1:48.0,,E. Payton misses 2-pt jump shot from 9 ft,94,92
398,4,1:46.0,Defensive rebound by T. Young,,94,92
399,4,1:34.0,T. Young misses 2-pt layup from 2 ft,,94,92
400,4,1:32.0,,Defensive rebound by A. Gordon,94,92
401,4,1:29.0,,Orlando full timeout,94,92
402,4,1:21.0,,T. Harris misses 2-pt jump shot from 4 ft,94,92
403,4,1:19.0,Defensive rebound by N. Peković,,94,92
404,4,1:02.0,N. Peković misses 2-pt hook shot from 9 ft,,94,92
405,4,1:00.0,,Defensive rebound by N. Vučević,94,92
406,4,0:53.0,,E. Payton misses 2-pt layup from 2 ft,94,92
407,4,0:51.0,Defensive rebound by N. Peković,,94,92
408,4,0:35.0,M. Williams misses 2-pt jump shot from 21 ft,,94,92
409,4,0:34.0,,Defensive rebound by E. Fournier,94,92
410,4,0:28.0,,E. Fournier misses 2-pt jump shot from 4 ft (block by A. Wiggins),94,92
411,4,0:28.0,Defensive rebound by Team,,94,92
412,4,0:28.0,Minnesota full timeout,,94,92
413,4,0:28.0,,D. Marble enters the game for T. Harris,94,92
414,4,0:28.0,,M. Harkless enters the game for N. Vučević,94,92
415,4,0:24.0,Turnover by K. Martin (lost ball; steal by M. Harkless),,94,92
416,4,0:19.0,,D. Marble misses 2-pt layup from 2 ft (block by M. Williams),94,92
417,4,0:19.0,,Offensive rebound by Team,94,92
418,4,0:19.0,,Orlando full timeout,94,92
419,4,0:19.0,C. Brewer enters the game for K. Martin,,94,92
420,4,0:19.0,,N. Vučević enters the game for M. Harkless,94,92
421,4,0:19.0,,T. Harris enters the game for A. Gordon,94,92
422,4,0:19.0,,C. Frye enters the game for D. Marble,94,92
423,4,0:12.0,,Shooting foul by N. Peković (drawn by N. Vučević),94,92
424,4,0:12.0,,N. Vučević makes free throw 1 of 2,94,93
425,4,0:12.0,G. Dieng enters the game for C. Brewer,,94,93
426,4,0:12.0,,A. Gordon enters the game for C. Frye,94,93
427,4,0:12.0,,N. Vučević makes free throw 2 of 2,94,94
428,4,0:12.0,Minnesota full timeout,,94,94
429,4,0:12.0,K. Martin enters the game for G. Dieng,,94,94
430,4,0:00.0,K. Martin misses 2-pt jump shot from 17 ft,,94,94
431,4,0:00.0,Offensive rebound by Team,,94,94
432,1OT,4:46.0,K. Martin misses 3-pt jump shot from 23 ft,,94,94
433,1OT,4:45.0,Offensive rebound by Team,,94,94
434,1OT,4:45.0,Personal foul by N. Vučević (drawn by K. Martin),,94,94
435,1OT,4:34.0,Turnover by T. Young (lost ball; steal by N. Vučević),,94,94
436,1OT,4:31.0,,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),94,96
437,1OT,4:31.0,,Shooting foul by K. Martin (drawn by A. Gordon),94,96
438,1OT,4:31.0,,A. Gordon makes free throw 1 of 1,94,97
439,1OT,4:23.0,C. Brewer enters the game for A. Wiggins,,94,97
440,1OT,4:10.0,C. Brewer misses 3-pt jump shot from 25 ft,,94,97
441,1OT,4:07.0,,Defensive rebound by T. Harris,94,97
442,1OT,3:50.0,,Shooting foul by N. Peković (drawn by E. Fournier),94,97
443,1OT,3:50.0,,E. Fournier makes free throw 1 of 2,94,98
444,1OT,3:50.0,,E. Fournier makes free throw 2 of 2,94,99
445,1OT,3:42.0,Personal foul by N. Vučević (drawn by N. Peković),,94,99
446,1OT,3:37.0,N. Peković makes 2-pt layup from 2 ft (assist by K. Martin),,96,99
447,1OT,3:23.0,,E. Fournier misses 2-pt jump shot from 4 ft (block by M. Williams),96,99
448,1OT,3:21.0,Defensive rebound by M. Williams,,96,99
449,1OT,3:20.0,Shooting foul by T. Harris (drawn by K. Martin),,96,99
450,1OT,3:20.0,K. Martin makes free throw 1 of 2,,97,99
451,1OT,3:20.0,K. Martin makes free throw 2 of 2,,98,99
452,1OT,3:03.0,,E. Payton makes 2-pt jump shot from 18 ft,98,101
453,1OT,2:40.0,T. Young misses 2-pt jump shot from 7 ft,,98,101
454,1OT,2:39.0,Offensive rebound by N. Peković,,98,101
455,1OT,2:39.0,N. Peković misses 2-pt layup from 2 ft (block by A. Gordon),,98,101
456,1OT,2:36.0,Offensive rebound by C. Brewer,,98,101
457,1OT,2:36.0,Shooting foul by N. Vučević (drawn by C. Brewer),,98,101
458,1OT,2:36.0,C. Brewer misses free throw 1 of 2,,98,101
459,1OT,2:36.0,Offensive rebound by Team,,98,101
460,1OT,2:36.0,C. Brewer makes free throw 2 of 2,,99,101
461,1OT,2:17.0,,E. Payton makes 2-pt jump shot from 6 ft,99,103
462,1OT,1:56.0,T. Young misses 2-pt hook shot from 9 ft,,99,103
463,1OT,1:55.0,,Defensive rebound by A. Gordon,99,103
464,1OT,1:48.0,,Orlando full timeout,99,103
465,1OT,1:35.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by T. Harris),99,106
466,1OT,1:18.0,T. Young misses 2-pt hook shot from 6 ft,,99,106
467,1OT,1:16.0,,Defensive rebound by A. Gordon,99,106
468,1OT,1:02.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Fournier),99,108
469,1OT,0:50.0,Shooting foul by N. Vučević (drawn by N. Peković),,99,108
470,1OT,0:50.0,,C. Frye enters the game for N. Vučević,99,108
471,1OT,0:50.0,N. Peković misses free throw 1 of 2,,99,108
472,1OT,0:50.0,Offensive rebound by Team,,99,108
473,1OT,0:50.0,N. Peković makes free throw 2 of 2,,100,108
474,1OT,0:40.0,,E. Fournier makes 2-pt dunk at rim (assist by C. Frye),100,110
475,1OT,0:36.0,Shooting foul by T. Harris (drawn by C. Brewer),,100,110
476,1OT,0:36.0,C. Brewer makes free throw 1 of 2,,101,110
477,1OT,0:36.0,Z. LaVine enters the game for M. Williams,,101,110
478,1OT,0:36.0,,L. Ridnour enters the game for E. Payton,101,110
479,1OT,0:36.0,,B. Gordon enters the game for A. Gordon,101,110
480,1OT,0:36.0,C. Brewer misses free throw 2 of 2,,101,110
481,1OT,0:36.0,,Defensive rebound by Team,101,110
482,1OT,0:36.0,,Orlando full timeout,101,110
483,1OT,0:36.0,C. Budinger enters the game for T. Young,,101,110
484,1OT,0:36.0,R. Hummel enters the game for N. Peković,,101,110
485,1OT,0:36.0,S. Muhammad enters the game for K. Martin,,101,110
486,1OT,0:26.0,,T. Harris makes 2-pt jump shot from 7 ft (assist by E. Fournier),101,112
487,1OT,0:22.0,Shooting foul by E. Fournier (drawn by Z. LaVine),,101,112
488,1OT,0:22.0,Z. LaVine makes free throw 1 of 2,,102,112
489,1OT,0:22.0,Z. LaVine makes free throw 2 of 2,,103,112
490,1OT,0:22.0,,Personal take foul by Z. LaVine (drawn by E. Fournier),103,112
