,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHARLOTTE_ACTION,NEW ORLEANS_SCORE,CHARLOTTE_SCORE
380,4,5:38.0,,Loose ball foul by C. Zeller (drawn by A. Davis),81,86
381,4,5:38.0,,B. Biyombo enters the game for J. Maxiell,81,86
382,4,5:38.0,,M. Kidd-Gilchrist enters the game for G. Neal,81,86
383,4,5:31.0,Shooting foul by K. Walker (drawn by J. Holiday),,81,86
384,4,5:31.0,J. Holiday misses free throw 1 of 2,,81,86
385,4,5:31.0,Offensive rebound by Team,,81,86
386,4,5:31.0,J. Holiday makes free throw 2 of 2,,82,86
387,4,5:15.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),82,88
388,4,4:57.0,R. Anderson misses 2-pt layup at rim,,82,88
389,4,4:56.0,,Defensive rebound by M. Kidd-Gilchrist,82,88
390,4,4:43.0,,G. Henderson misses 2-pt jump shot from 7 ft,82,88
391,4,4:43.0,Defensive rebound by Team,,82,88
392,4,4:43.0,,Loose ball foul by B. Biyombo (drawn by A. Davis),82,88
393,4,4:28.0,E. Gordon misses 3-pt jump shot from 27 ft,,82,88
394,4,4:27.0,,Defensive rebound by M. Kidd-Gilchrist,82,88
395,4,4:12.0,,Shooting foul by T. Evans (drawn by K. Walker),82,88
396,4,4:12.0,,K. Walker makes free throw 1 of 2,82,89
397,4,4:12.0,,K. Walker makes free throw 2 of 2,82,90
398,4,4:00.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,84,90
399,4,3:40.0,,K. Walker misses 2-pt layup from 2 ft (block by J. Holiday),84,90
400,4,3:39.0,Defensive rebound by J. Holiday,,84,90
401,4,3:35.0,E. Gordon misses 3-pt jump shot from 25 ft,,84,90
402,4,3:32.0,,Defensive rebound by G. Henderson,84,90
403,4,3:19.0,,K. Walker misses 2-pt layup from 2 ft,84,90
404,4,3:18.0,Defensive rebound by R. Anderson,,84,90
405,4,3:00.0,J. Holiday misses 3-pt jump shot from 23 ft,,84,90
406,4,2:59.0,,Defensive rebound by G. Henderson,84,90
407,4,2:46.0,,G. Henderson misses 2-pt jump shot from 16 ft,84,90
408,4,2:44.0,Defensive rebound by E. Gordon,,84,90
409,4,2:39.0,New Orleans full timeout,,84,90
410,4,2:30.0,Shooting foul by B. Biyombo (drawn by A. Davis),,84,90
411,4,2:30.0,A. Davis makes 2-pt layup from 2 ft (assist by E. Gordon),,86,90
412,4,2:30.0,A. Davis makes free throw 1 of 1,,87,90
413,4,2:11.0,,K. Walker misses 2-pt layup from 1 ft,87,90
414,4,2:08.0,Defensive rebound by A. Davis,,87,90
415,4,1:59.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Holiday),,90,90
416,4,1:41.0,,G. Henderson misses 2-pt jump shot from 15 ft (block by A. Davis),90,90
417,4,1:39.0,Defensive rebound by A. Davis,,90,90
418,4,1:24.0,Shooting foul by B. Biyombo (drawn by T. Evans),,90,90
419,4,1:24.0,T. Evans makes free throw 1 of 2,,91,90
420,4,1:24.0,,G. Neal enters the game for M. Kidd-Gilchrist,91,90
421,4,1:24.0,,M. Williams enters the game for B. Biyombo,91,90
422,4,1:24.0,T. Evans makes free throw 2 of 2,,92,90
423,4,1:09.0,,K. Walker makes 2-pt jump shot from 11 ft,92,92
424,4,0:46.0,T. Evans misses 2-pt jump shot from 7 ft,,92,92
425,4,0:45.0,,Defensive rebound by K. Walker,92,92
426,4,0:35.0,,Charlotte full timeout,92,92
427,4,0:35.0,D. Cunningham enters the game for R. Anderson,,92,92
428,4,0:23.0,,K. Walker makes 2-pt jump shot from 16 ft,92,94
429,4,0:23.0,New Orleans full timeout,,92,94
430,4,0:23.0,R. Anderson enters the game for D. Cunningham,,92,94
431,4,0:23.0,,M. Kidd-Gilchrist enters the game for G. Neal,92,94
432,4,0:19.0,A. Davis makes 2-pt layup from 2 ft,,94,94
433,4,0:19.0,,Charlotte full timeout,94,94
434,4,0:19.0,,G. Neal enters the game for M. Kidd-Gilchrist,94,94
435,4,0:01.0,,K. Walker makes 2-pt jump shot from 10 ft,94,96
436,4,0:01.0,,Shooting foul by J. Holiday (drawn by K. Walker),94,96
437,4,0:01.0,,K. Walker makes free throw 1 of 1,94,97
438,4,0:01.0,New Orleans full timeout,,94,97
439,4,0:01.0,,M. Kidd-Gilchrist enters the game for G. Neal,94,97
440,4,0:01.0,New Orleans full timeout,,94,97
441,4,0:00.0,Turnover by T. Evans (bad pass; steal by M. Williams),,94,97
442,4,0:00.0,,Personal foul by R. Anderson (drawn by M. Williams),94,97
443,4,0:00.0,,M. Williams makes free throw 1 of 2,94,98
444,4,0:00.0,,M. Williams misses free throw 2 of 2,94,98
445,4,0:00.0,Defensive rebound by T. Evans,,94,98
