,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DALLAS_ACTION,CHICAGO_SCORE,DALLAS_SCORE
385,4,1:54.0,J. Butler makes 2-pt jump shot from 9 ft,,99,91
386,4,1:39.0,,D. Nowitzki makes 2-pt jump shot from 15 ft,99,93
387,4,1:17.0,T. Gibson misses 2-pt jump shot from 7 ft (block by T. Chandler),,99,93
388,4,1:15.0,,Defensive rebound by D. Nowitzki,99,93
389,4,0:57.0,,M. Ellis misses 3-pt jump shot from 24 ft,99,93
390,4,0:56.0,,Offensive rebound by T. Chandler,99,93
391,4,0:56.0,,Personal foul by P. Gasol (drawn by T. Chandler),99,93
392,4,0:56.0,,T. Chandler makes free throw 1 of 2,99,94
393,4,0:56.0,,T. Chandler makes free throw 2 of 2,99,95
394,4,0:33.0,Shooting foul by C. Parsons (drawn by T. Gibson),,99,95
395,4,0:33.0,T. Gibson misses free throw 1 of 2,,99,95
396,4,0:33.0,Offensive rebound by Team,,99,95
397,4,0:33.0,T. Gibson makes free throw 2 of 2,,100,95
398,4,0:33.0,,Dallas full timeout,100,95
399,4,0:29.0,,M. Ellis makes 2-pt jump shot from 18 ft,100,97
400,4,0:29.0,,Shooting foul by T. Gibson (drawn by M. Ellis),100,97
401,4,0:29.0,,M. Ellis makes free throw 1 of 1,100,98
402,4,0:07.0,D. Rose misses 2-pt layup from 2 ft,,100,98
403,4,0:05.0,Offensive rebound by D. Rose,,100,98
404,4,0:00.0,Personal take foul by C. Parsons (drawn by P. Gasol),,100,98
405,4,0:00.0,P. Gasol makes free throw 1 of 2,,101,98
406,4,0:00.0,P. Gasol makes free throw 2 of 2,,102,98
