,QUARTER,TIME_REMAINING,BOSTON_ACTION,MEMPHIS_ACTION,BOSTON_SCORE,MEMPHIS_SCORE
59,1,3:08.0,,M. Conley misses 3-pt jump shot from 26 ft,14,21
60,1,3:07.0,Defensive rebound by Team,,14,21
61,1,3:01.0,R. Rondo misses 2-pt jump shot from 23 ft,,14,21
62,1,2:59.0,,Defensive rebound by T. Prince,14,21
63,1,2:44.0,,C. Lee misses 2-pt jump shot from 21 ft,14,21
64,1,2:39.0,Defensive rebound by E. Turner,,14,21
65,1,2:39.0,Boston full timeout,,14,21
66,1,2:39.0,P. Pressey enters the game for R. Rondo,,14,21
67,1,2:39.0,,B. Udrih enters the game for M. Conley,14,21
68,1,2:29.0,E. Turner misses 2-pt jump shot from 13 ft,,14,21
69,1,2:28.0,Offensive rebound by T. Zeller,,14,21
70,1,2:25.0,T. Zeller misses 2-pt hook shot from 5 ft,,14,21
71,1,2:21.0,,Defensive rebound by M. Gasol,14,21
72,1,2:09.0,,C. Lee misses 2-pt jump shot from 19 ft,14,21
73,1,2:07.0,Defensive rebound by J. Green,,14,21
74,1,1:58.0,B. Bass misses 2-pt jump shot from 17 ft,,14,21
75,1,1:56.0,,Defensive rebound by M. Gasol,14,21
76,1,1:41.0,,Shooting foul by T. Zeller (drawn by M. Gasol),14,21
77,1,1:41.0,,M. Gasol makes free throw 1 of 2,14,22
78,1,1:41.0,,V. Carter enters the game for C. Lee,14,22
79,1,1:41.0,,M. Gasol makes free throw 2 of 2,14,23
80,1,1:26.0,Turnover by P. Pressey (bad pass; steal by V. Carter),,14,23
81,1,1:07.0,,Turnover by T. Prince (bad pass),14,23
82,1,0:56.0,B. Bass misses 2-pt jump shot from 4 ft,,14,23
83,1,0:56.0,Offensive rebound by E. Turner,,14,23
84,1,0:53.0,E. Turner misses 2-pt jump shot from 16 ft,,14,23
85,1,0:52.0,,Defensive rebound by T. Prince,14,23
86,1,0:39.0,,M. Gasol makes 2-pt jump shot from 11 ft,14,25
87,1,0:31.0,B. Bass makes 2-pt jump shot from 19 ft (assist by P. Pressey),,16,25
88,1,0:16.0,,Turnover by B. Udrih (lost ball),16,25
89,1,0:16.0,,J. Leuer enters the game for M. Gasol,16,25
90,1,0:04.0,J. Green misses 2-pt jump shot from 5 ft,,16,25
91,1,0:03.0,,Defensive rebound by T. Prince,16,25
92,1,0:00.0,,B. Udrih misses 3-pt jump shot from 43 ft,16,25
93,1,0:00.0,,Offensive rebound by Team,16,25
94,2,11:42.0,E. Turner makes 2-pt layup at rim,,18,25
95,2,11:27.0,,Personal foul by K. Olynyk (drawn by K. Koufos),18,25
96,2,11:21.0,,V. Carter misses 2-pt jump shot from 20 ft,18,25
97,2,11:20.0,Defensive rebound by K. Olynyk,,18,25
98,2,11:05.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by B. Bass),,21,25
99,2,10:52.0,,J. Leuer makes 2-pt jump shot from 12 ft (assist by B. Udrih),21,27
100,2,10:43.0,P. Pressey misses 2-pt layup from 1 ft (block by B. Udrih),,21,27
101,2,10:41.0,,Defensive rebound by J. Leuer,21,27
102,2,10:34.0,,B. Udrih makes 2-pt jump shot from 15 ft,21,29
103,2,10:11.0,E. Turner makes 2-pt jump shot from 15 ft,,23,29
104,2,9:57.0,,K. Koufos makes 2-pt dunk at rim (assist by J. Adams),23,31
105,2,9:38.0,,Violation by J. Adams (kicked ball),23,31
106,2,9:29.0,M. Thornton makes 2-pt layup from 1 ft,,25,31
107,2,9:12.0,,B. Udrih misses 2-pt jump shot from 17 ft,25,31
108,2,9:10.0,Defensive rebound by B. Bass,,25,31
109,2,8:53.0,M. Thornton misses 2-pt layup from 1 ft (block by J. Adams),,25,31
110,2,8:53.0,Offensive rebound by Team,,25,31
111,2,8:53.0,Official timeout,,25,31
112,2,8:50.0,M. Thornton misses 3-pt jump shot from 25 ft,,25,31
113,2,8:48.0,,Defensive rebound by J. Adams,25,31
114,2,8:36.0,,Turnover by J. Adams (lost ball; steal by M. Thornton),25,31
115,2,8:32.0,B. Bass makes 2-pt layup at rim,,27,31
116,2,8:14.0,,J. Leuer makes 2-pt jump shot from 18 ft (assist by V. Carter),27,33
117,2,8:00.0,B. Bass makes 2-pt layup from 1 ft (assist by E. Turner),,29,33
118,2,7:42.0,,B. Udrih makes 2-pt jump shot from 12 ft (assist by J. Leuer),29,35
119,2,7:32.0,Personal foul by V. Carter (drawn by B. Bass),,29,35
120,2,7:32.0,,Z. Randolph enters the game for K. Koufos,29,35
121,2,7:32.0,A. Bradley enters the game for E. Turner,,29,35
122,2,7:32.0,,C. Lee enters the game for J. Adams,29,35
123,2,7:17.0,Turnover by B. Bass (lost ball; steal by B. Udrih),,29,35
124,2,7:06.0,,V. Carter misses 3-pt jump shot from 26 ft,29,35
125,2,7:05.0,,Offensive rebound by V. Carter,29,35
126,2,7:02.0,,J. Leuer makes 2-pt jump shot from 9 ft (assist by V. Carter),29,37
127,2,6:42.0,M. Thornton misses 3-pt jump shot from 28 ft,,29,37
128,2,6:40.0,,Defensive rebound by Z. Randolph,29,37
129,2,6:31.0,,Turnover by Z. Randolph (lost ball),29,37
130,2,6:31.0,J. Sullinger enters the game for B. Bass,,29,37
131,2,6:20.0,A. Bradley makes 2-pt jump shot from 22 ft (assist by P. Pressey),,31,37
132,2,6:00.0,,Z. Randolph misses 2-pt jump shot from 20 ft,31,37
133,2,5:58.0,Defensive rebound by J. Sullinger,,31,37
134,2,5:52.0,P. Pressey misses 2-pt layup from 2 ft,,31,37
135,2,5:50.0,,Defensive rebound by Z. Randolph,31,37
136,2,5:45.0,,B. Udrih misses 2-pt jump shot from 16 ft,31,37
137,2,5:44.0,,Offensive rebound by J. Leuer,31,37
138,2,5:41.0,,J. Leuer makes 2-pt layup from 1 ft,31,39
139,2,5:41.0,Boston full timeout,,31,39
140,2,5:41.0,T. Zeller enters the game for K. Olynyk,,31,39
141,2,5:41.0,R. Rondo enters the game for P. Pressey,,31,39
142,2,5:30.0,A. Bradley misses 2-pt jump shot from 17 ft,,31,39
143,2,5:28.0,Offensive rebound by M. Thornton,,31,39
144,2,5:28.0,M. Thornton makes 2-pt layup at rim,,33,39
145,2,5:01.0,,V. Carter misses 3-pt jump shot from 27 ft,33,39
146,2,5:00.0,Defensive rebound by R. Rondo,,33,39
147,2,4:55.0,,M. Conley enters the game for B. Udrih,33,39
148,2,4:52.0,J. Sullinger misses 2-pt jump shot from 4 ft (block by J. Leuer),,33,39
149,2,4:51.0,,Defensive rebound by Z. Randolph,33,39
150,2,4:51.0,,Personal foul by T. Zeller (drawn by Z. Randolph),33,39
151,2,4:41.0,,J. Leuer misses 2-pt jump shot from 16 ft,33,39
152,2,4:40.0,Defensive rebound by J. Sullinger,,33,39
153,2,4:32.0,Turnover by M. Thornton (bad pass; steal by J. Leuer),,33,39
154,2,4:28.0,,C. Lee makes 2-pt layup from 2 ft (assist by V. Carter),33,41
155,2,4:04.0,M. Thornton misses 2-pt jump shot from 6 ft,,33,41
156,2,4:02.0,Offensive rebound by T. Zeller,,33,41
157,2,4:02.0,T. Zeller misses 2-pt tip-in from 1 ft,,33,41
158,2,3:59.0,,Defensive rebound by J. Leuer,33,41
159,2,3:51.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by J. Leuer),33,43
160,2,3:35.0,Turnover by R. Rondo (bad pass; steal by J. Leuer),,33,43
161,2,3:30.0,,J. Leuer makes 2-pt dunk at rim (assist by M. Conley),33,45
162,2,3:29.0,Boston full timeout,,33,45
163,2,3:29.0,J. Green enters the game for M. Thornton,,33,45
164,2,3:28.0,,T. Prince enters the game for V. Carter,33,45
165,2,3:23.0,Personal foul by T. Prince (drawn by J. Green),,33,45
166,2,3:13.0,J. Green makes 2-pt hook shot from 7 ft,,35,45
167,2,2:57.0,,J. Leuer misses 2-pt jump shot from 19 ft,35,45
168,2,2:56.0,Defensive rebound by J. Green,,35,45
169,2,2:53.0,Shooting foul by J. Leuer (drawn by J. Sullinger),,35,45
170,2,2:53.0,,Memphis full timeout,35,45
171,2,2:53.0,,M. Gasol enters the game for J. Leuer,35,45
172,2,2:53.0,J. Sullinger misses free throw 1 of 2,,35,45
173,2,2:53.0,Offensive rebound by Team,,35,45
174,2,2:53.0,J. Sullinger misses free throw 2 of 2,,35,45
175,2,2:51.0,,Defensive rebound by M. Gasol,35,45
176,2,2:32.0,,T. Prince misses 2-pt jump shot from 9 ft,35,45
177,2,2:30.0,Defensive rebound by R. Rondo,,35,45
178,2,2:08.0,J. Green misses 3-pt jump shot from 26 ft,,35,45
179,2,2:05.0,,Defensive rebound by Z. Randolph,35,45
180,2,1:50.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by Z. Randolph),35,48
181,2,1:31.0,J. Green makes 2-pt jump shot from 19 ft,,37,48
182,2,1:14.0,,C. Lee misses 3-pt jump shot from 24 ft,37,48
183,2,1:13.0,Defensive rebound by J. Green,,37,48
184,2,1:04.0,T. Zeller makes 2-pt jump shot from 10 ft (assist by R. Rondo),,39,48
185,2,0:41.0,,M. Gasol misses 2-pt jump shot from 6 ft,39,48
186,2,0:41.0,,Offensive rebound by M. Gasol,39,48
187,2,0:41.0,,M. Gasol makes 2-pt jump shot from 6 ft,39,50
188,2,0:34.0,R. Rondo makes 2-pt jump shot from 3 ft (assist by T. Zeller),,41,50
189,2,0:25.0,,Z. Randolph makes 2-pt layup at rim (assist by M. Conley),41,52
190,2,0:06.0,A. Bradley misses 3-pt jump shot from 27 ft,,41,52
191,2,0:05.0,,Defensive rebound by T. Prince,41,52
192,2,0:00.0,,T. Prince makes 3-pt jump shot from 25 ft,41,55
193,3,11:46.0,Shooting foul by T. Prince (drawn by J. Green),,41,55
194,3,11:46.0,J. Green misses free throw 1 of 2,,41,55
195,3,11:46.0,Offensive rebound by Team,,41,55
196,3,11:46.0,J. Green makes free throw 2 of 2,,42,55
197,3,11:29.0,,Z. Randolph misses 2-pt layup from 4 ft,42,55
198,3,11:26.0,Defensive rebound by J. Green,,42,55
199,3,11:22.0,R. Rondo makes 2-pt jump shot from 9 ft (assist by J. Green),,44,55
200,3,11:10.0,,Turnover by M. Conley (bad pass; steal by R. Rondo),44,55
201,3,11:04.0,A. Bradley makes 2-pt layup from 1 ft (assist by K. Olynyk),,46,55
202,3,10:52.0,,Personal foul by K. Olynyk (drawn by M. Gasol),46,55
203,3,10:41.0,,M. Gasol makes 2-pt layup from 1 ft (assist by Z. Randolph),46,57
204,3,10:28.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Green),,49,57
205,3,10:16.0,,M. Conley misses 2-pt jump shot from 7 ft,49,57
206,3,10:12.0,Defensive rebound by J. Sullinger,,49,57
207,3,9:57.0,J. Green misses 2-pt layup from 2 ft,,49,57
208,3,9:56.0,Offensive rebound by J. Sullinger,,49,57
209,3,9:55.0,J. Sullinger makes 2-pt layup at rim,,51,57
210,3,9:55.0,,Memphis full timeout,51,57
211,3,9:31.0,,M. Gasol makes 2-pt jump shot from 9 ft,51,59
212,3,9:09.0,A. Bradley misses 2-pt jump shot from 16 ft,,51,59
213,3,9:08.0,,Defensive rebound by Z. Randolph,51,59
214,3,8:57.0,,M. Gasol misses 2-pt jump shot from 8 ft,51,59
215,3,8:55.0,Defensive rebound by K. Olynyk,,51,59
216,3,8:51.0,Shooting foul by C. Lee (drawn by R. Rondo),,51,59
217,3,8:51.0,J. Green makes free throw 1 of 2,,52,59
218,3,8:51.0,J. Green makes free throw 2 of 2,,53,59
219,3,8:34.0,,M. Gasol misses 2-pt jump shot from 3 ft (block by J. Sullinger),53,59
220,3,8:32.0,Defensive rebound by J. Green,,53,59
221,3,8:28.0,Turnover by K. Olynyk (step out of bounds),,53,59
222,3,8:15.0,,M. Gasol makes 2-pt layup from 2 ft,53,61
223,3,8:15.0,,Shooting foul by K. Olynyk (drawn by M. Gasol),53,61
224,3,8:15.0,T. Zeller enters the game for K. Olynyk,,53,61
225,3,8:15.0,,M. Gasol makes free throw 1 of 1,53,62
226,3,8:00.0,J. Sullinger misses 2-pt jump shot from 5 ft,,53,62
227,3,7:59.0,,Defensive rebound by Z. Randolph,53,62
228,3,7:47.0,,M. Conley misses 2-pt layup from 2 ft,53,62
229,3,7:45.0,,Offensive rebound by Z. Randolph,53,62
230,3,7:45.0,,Z. Randolph makes 2-pt layup from 2 ft,53,64
231,3,7:28.0,T. Zeller makes 2-pt hook shot from 2 ft,,55,64
232,3,7:19.0,,Personal foul by J. Sullinger (drawn by Z. Randolph),55,64
233,3,7:12.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),55,66
234,3,6:53.0,T. Zeller misses 2-pt jump shot from 8 ft,,55,66
235,3,6:52.0,,Defensive rebound by M. Conley,55,66
236,3,6:46.0,,T. Prince misses 3-pt jump shot from 24 ft,55,66
237,3,6:44.0,,Offensive rebound by M. Gasol,55,66
238,3,6:36.0,,T. Prince misses 2-pt layup from 1 ft (block by T. Zeller),55,66
239,3,6:34.0,,Offensive rebound by Z. Randolph,55,66
240,3,6:34.0,,Shooting foul by J. Sullinger (drawn by Z. Randolph),55,66
241,3,6:34.0,B. Bass enters the game for J. Sullinger,,55,66
242,3,6:34.0,,Z. Randolph makes free throw 1 of 2,55,67
243,3,6:34.0,,Z. Randolph makes free throw 2 of 2,55,68
244,3,6:24.0,Turnover by A. Bradley (bad pass),,55,68
245,3,6:13.0,,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),55,70
246,3,6:11.0,Boston full timeout,,55,70
247,3,6:11.0,E. Turner enters the game for A. Bradley,,55,70
248,3,6:00.0,B. Bass misses 2-pt jump shot from 17 ft,,55,70
249,3,5:59.0,,Defensive rebound by Z. Randolph,55,70
250,3,5:40.0,,Z. Randolph misses 2-pt jump shot from 18 ft,55,70
251,3,5:39.0,,Offensive rebound by T. Prince,55,70
252,3,5:39.0,,T. Prince misses 2-pt tip-in from 2 ft,55,70
253,3,5:39.0,Defensive rebound by Team,,55,70
254,3,5:26.0,J. Green misses 2-pt dunk at rim,,55,70
255,3,5:24.0,,Defensive rebound by Z. Randolph,55,70
256,3,5:16.0,,M. Gasol misses 3-pt jump shot from 25 ft,55,70
257,3,5:15.0,Defensive rebound by J. Green,,55,70
258,3,5:05.0,R. Rondo misses 3-pt jump shot from 25 ft,,55,70
259,3,5:04.0,,Defensive rebound by Z. Randolph,55,70
260,3,5:04.0,,Turnover by Z. Randolph (lost ball),55,70
261,3,5:04.0,,B. Udrih enters the game for M. Conley,55,70
262,3,4:56.0,R. Rondo misses 2-pt jump shot from 5 ft,,55,70
263,3,4:55.0,,Defensive rebound by T. Prince,55,70
264,3,4:42.0,,Shooting foul by J. Green (drawn by M. Gasol),55,70
265,3,4:42.0,,M. Gasol makes free throw 1 of 2,55,71
266,3,4:42.0,,V. Carter enters the game for T. Prince,55,71
267,3,4:42.0,K. Olynyk enters the game for T. Zeller,,55,71
268,3,4:42.0,,M. Gasol makes free throw 2 of 2,55,72
269,3,4:25.0,J. Green misses 3-pt jump shot from 25 ft,,55,72
270,3,4:23.0,,Defensive rebound by B. Udrih,55,72
271,3,4:11.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Gasol),55,74
272,3,4:02.0,Shooting foul by M. Gasol (drawn by K. Olynyk),,55,74
273,3,4:02.0,K. Olynyk makes free throw 1 of 2,,56,74
274,3,4:02.0,P. Pressey enters the game for R. Rondo,,56,74
275,3,4:02.0,K. Olynyk makes free throw 2 of 2,,57,74
276,3,3:46.0,,Turnover by M. Gasol (lost ball; steal by P. Pressey),57,74
277,3,3:40.0,K. Olynyk makes 2-pt layup from 2 ft (assist by E. Turner),,59,74
278,3,3:26.0,,Shooting foul by B. Bass (drawn by B. Udrih),59,74
279,3,3:26.0,,B. Udrih misses free throw 1 of 2,59,74
280,3,3:26.0,,Offensive rebound by Team,59,74
281,3,3:26.0,,J. Adams enters the game for C. Lee,59,74
282,3,3:26.0,M. Thornton enters the game for J. Green,,59,74
283,3,3:26.0,,K. Koufos enters the game for M. Gasol,59,74
284,3,3:26.0,,B. Udrih makes free throw 2 of 2,59,75
285,3,3:12.0,K. Olynyk makes 2-pt jump shot from 11 ft,,61,75
286,3,2:53.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by Z. Randolph),61,78
287,3,2:34.0,K. Olynyk makes 2-pt jump shot from 12 ft,,63,78
288,3,2:21.0,,V. Carter misses 2-pt jump shot from 23 ft,63,78
289,3,2:19.0,Defensive rebound by B. Bass,,63,78
290,3,2:04.0,P. Pressey misses 3-pt jump shot from 25 ft,,63,78
291,3,2:01.0,Offensive rebound by B. Bass,,63,78
292,3,1:59.0,B. Bass makes 2-pt layup from 1 ft,,65,78
293,3,1:59.0,Shooting foul by K. Koufos (drawn by B. Bass),,65,78
294,3,1:59.0,B. Bass makes free throw 1 of 1,,66,78
295,3,1:45.0,,Turnover by K. Koufos (lost ball),66,78
296,3,1:37.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by P. Pressey),,69,78
297,3,1:36.0,,Memphis full timeout,69,78
298,3,1:17.0,,V. Carter misses 2-pt jump shot from 16 ft,69,78
299,3,1:15.0,Defensive rebound by E. Turner,,69,78
300,3,1:08.0,P. Pressey misses 3-pt jump shot from 25 ft,,69,78
301,3,1:06.0,,Defensive rebound by Z. Randolph,69,78
302,3,0:55.0,,Z. Randolph misses 2-pt jump shot from 5 ft (block by B. Bass),69,78
303,3,0:53.0,Defensive rebound by P. Pressey,,69,78
304,3,0:52.0,Shooting foul by V. Carter (drawn by M. Thornton),,69,78
305,3,0:52.0,M. Thornton makes free throw 1 of 2,,70,78
306,3,0:52.0,,J. Leuer enters the game for Z. Randolph,70,78
307,3,0:52.0,M. Thornton misses free throw 2 of 2,,70,78
308,3,0:52.0,,Defensive rebound by J. Leuer,70,78
309,3,0:36.0,,B. Udrih misses 2-pt jump shot from 7 ft,70,78
310,3,0:36.0,,Offensive rebound by Team,70,78
311,3,0:36.0,Loose ball foul by K. Olynyk (drawn by K. Koufos),,70,78
312,3,0:36.0,,K. Koufos makes free throw 1 of 2,70,79
313,3,0:36.0,,K. Koufos makes free throw 2 of 2,70,80
314,3,0:24.0,E. Turner misses 2-pt jump shot from 17 ft,,70,80
315,3,0:23.0,,Defensive rebound by J. Leuer,70,80
316,3,0:03.0,,B. Udrih makes 2-pt layup from 1 ft,70,82
317,3,0:00.0,M. Thornton misses 3-pt jump shot from 40 ft,,70,82
318,3,0:00.0,Offensive rebound by Team,,70,82
319,4,11:49.0,,K. Koufos misses 2-pt layup from 1 ft,70,82
320,4,11:44.0,Defensive rebound by K. Olynyk,,70,82
321,4,11:35.0,Shooting foul by J. Leuer (drawn by J. Green),,70,82
322,4,11:35.0,J. Green makes free throw 1 of 2,,71,82
323,4,11:35.0,J. Green makes free throw 2 of 2,,72,82
324,4,11:22.0,,J. Adams misses 2-pt jump shot from 21 ft,72,82
325,4,11:21.0,,Offensive rebound by B. Udrih,72,82
326,4,11:14.0,,J. Leuer makes 3-pt jump shot from 23 ft (assist by B. Udrih),72,85
327,4,10:57.0,M. Thornton misses 3-pt jump shot from 24 ft,,72,85
328,4,10:56.0,,Defensive rebound by K. Koufos,72,85
329,4,10:46.0,,B. Udrih misses 2-pt jump shot from 20 ft,72,85
330,4,10:45.0,Defensive rebound by E. Turner,,72,85
331,4,10:45.0,,Loose ball foul by K. Koufos (drawn by E. Turner),72,85
332,4,10:28.0,E. Turner makes 2-pt layup from 2 ft,,74,85
333,4,10:10.0,,Turnover by V. Carter (lost ball; steal by P. Pressey),74,85
334,4,10:06.0,E. Turner makes 2-pt dunk at rim,,76,85
335,4,9:45.0,,J. Leuer makes 2-pt layup from 1 ft,76,87
336,4,9:32.0,E. Turner makes 2-pt jump shot from 17 ft,,78,87
337,4,9:17.0,,J. Leuer misses 3-pt jump shot from 26 ft,78,87
338,4,9:16.0,Defensive rebound by E. Turner,,78,87
339,4,9:08.0,E. Turner misses 2-pt jump shot from 13 ft,,78,87
340,4,9:05.0,,Defensive rebound by J. Adams,78,87
341,4,8:59.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by J. Adams),78,90
342,4,8:46.0,Shooting foul by K. Koufos (drawn by K. Olynyk),,78,90
343,4,8:46.0,Official timeout,,78,90
344,4,8:46.0,,M. Conley enters the game for J. Adams,78,90
345,4,8:46.0,K. Olynyk misses free throw 1 of 2,,78,90
346,4,8:46.0,Offensive rebound by Team,,78,90
347,4,8:46.0,K. Olynyk makes free throw 2 of 2,,79,90
348,4,8:30.0,,J. Leuer misses 2-pt layup from 2 ft (block by K. Olynyk),79,90
349,4,8:28.0,Defensive rebound by K. Olynyk,,79,90
350,4,8:24.0,Turnover by M. Thornton (traveling),,79,90
351,4,8:10.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by J. Leuer),79,93
352,4,7:49.0,Personal foul by J. Leuer (drawn by J. Green),,79,93
353,4,7:49.0,R. Rondo enters the game for P. Pressey,,79,93
354,4,7:49.0,,M. Gasol enters the game for K. Koufos,79,93
355,4,7:43.0,J. Green misses 3-pt jump shot from 26 ft,,79,93
356,4,7:42.0,,Defensive rebound by V. Carter,79,93
357,4,7:25.0,,J. Leuer makes 2-pt layup from 2 ft,79,95
358,4,7:18.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by E. Turner),,82,95
359,4,7:00.0,,M. Gasol makes 2-pt dunk at rim (assist by B. Udrih),82,97
360,4,6:42.0,M. Thornton misses 3-pt jump shot from 26 ft,,82,97
361,4,6:42.0,,Defensive rebound by Team,82,97
362,4,6:42.0,J. Sullinger enters the game for K. Olynyk,,82,97
363,4,6:31.0,,B. Udrih makes 2-pt layup from 2 ft (assist by V. Carter),82,99
364,4,6:27.0,Boston full timeout,,82,99
365,4,6:17.0,J. Green misses 2-pt jump shot from 10 ft,,82,99
366,4,6:16.0,,Defensive rebound by J. Leuer,82,99
367,4,6:01.0,,V. Carter makes 2-pt jump shot from 6 ft (assist by J. Leuer),82,101
368,4,5:50.0,J. Sullinger misses 3-pt jump shot from 26 ft,,82,101
369,4,5:49.0,,Defensive rebound by M. Conley,82,101
370,4,5:41.0,,M. Conley makes 2-pt layup from 1 ft,82,103
371,4,5:30.0,J. Sullinger makes 3-pt jump shot from 25 ft (assist by E. Turner),,85,103
372,4,5:11.0,,M. Gasol misses 2-pt jump shot from 11 ft,85,103
373,4,5:07.0,Defensive rebound by E. Turner,,85,103
374,4,5:03.0,Shooting foul by J. Leuer (drawn by J. Green),,85,103
375,4,5:03.0,J. Green makes free throw 1 of 2,,86,103
376,4,5:03.0,,T. Prince enters the game for V. Carter,86,103
377,4,5:03.0,A. Bradley enters the game for E. Turner,,86,103
378,4,5:03.0,B. Bass enters the game for M. Thornton,,86,103
379,4,5:03.0,J. Green misses free throw 2 of 2,,86,103
380,4,5:01.0,,Defensive rebound by M. Gasol,86,103
381,4,4:47.0,,Turnover by M. Gasol (traveling),86,103
382,4,4:37.0,J. Sullinger misses 3-pt jump shot from 25 ft,,86,103
383,4,4:36.0,,Defensive rebound by J. Leuer,86,103
384,4,4:26.0,,M. Gasol misses 2-pt jump shot from 4 ft (block by J. Sullinger),86,103
