,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PORTLAND_ACTION,CLEVELAND_SCORE,PORTLAND_SCORE
176,2,3:37.0,,R. Lopez makes free throw 2 of 2,44,45
177,2,3:26.0,S. Marion misses 2-pt layup from 1 ft,,44,45
178,2,3:25.0,Offensive rebound by L. James,,44,45
179,2,3:23.0,S. Marion makes 2-pt layup from 1 ft (assist by L. James),,46,45
180,2,3:10.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by L. Aldridge),46,48
181,2,2:58.0,Personal block foul by D. Lillard (drawn by K. Irving),,46,48
182,2,2:58.0,Cleveland full timeout,,46,48
183,2,2:43.0,K. Irving misses 2-pt jump shot from 14 ft (block by N. Batum),,46,48
184,2,2:42.0,,Defensive rebound by W. Matthews,46,48
185,2,2:29.0,,D. Lillard misses 3-pt jump shot from 22 ft,46,48
186,2,2:28.0,Defensive rebound by L. James,,46,48
187,2,2:20.0,K. Love misses 2-pt jump shot from 7 ft,,46,48
188,2,2:19.0,,Defensive rebound by N. Batum,46,48
189,2,2:10.0,,R. Lopez makes 2-pt jump shot from 10 ft (assist by W. Matthews),46,50
190,2,1:50.0,L. James misses 3-pt jump shot from 24 ft,,46,50
191,2,1:49.0,Offensive rebound by S. Marion,,46,50
192,2,1:46.0,Shooting foul by R. Lopez (drawn by K. Irving),,46,50
193,2,1:46.0,K. Irving makes free throw 1 of 2,,47,50
194,2,1:46.0,B. Haywood enters the game for K. Love,,47,50
195,2,1:46.0,K. Irving makes free throw 2 of 2,,48,50
196,2,1:24.0,,W. Matthews misses 3-pt jump shot from 22 ft,48,50
197,2,1:23.0,Defensive rebound by T. Thompson,,48,50
198,2,1:02.0,S. Marion misses 2-pt jump shot from 7 ft (block by R. Lopez),,48,50
199,2,1:02.0,Offensive rebound by Team,,48,50
200,2,1:02.0,Cleveland full timeout,,48,50
201,2,1:00.0,T. Thompson makes 2-pt jump shot from 19 ft (assist by S. Marion),,50,50
202,2,0:46.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by N. Batum),50,53
203,2,0:27.0,Offensive foul by T. Thompson (drawn by W. Matthews),,50,53
204,2,0:27.0,Turnover by T. Thompson (offensive foul),,50,53
205,2,0:27.0,M. Dellavedova enters the game for K. Irving,,50,53
206,2,0:15.0,,Shooting foul by B. Haywood (drawn by D. Lillard),50,53
207,2,0:15.0,,D. Lillard makes free throw 1 of 2,50,54
208,2,0:15.0,K. Irving enters the game for M. Dellavedova,,50,54
209,2,0:15.0,M. Miller enters the game for B. Haywood,,50,54
210,2,0:15.0,D. Waiters enters the game for T. Thompson,,50,54
211,2,0:15.0,,S. Blake enters the game for L. Aldridge,50,54
212,2,0:15.0,,D. Lillard makes free throw 2 of 2,50,55
213,2,0:02.0,K. Irving misses 3-pt jump shot from 25 ft,,50,55
214,2,0:01.0,,Defensive rebound by D. Lillard,50,55
215,3,11:35.0,Turnover by A. Varejão (lost ball; steal by R. Lopez),,50,55
216,3,11:29.0,,D. Lillard makes 2-pt dunk at rim,50,57
217,3,11:12.0,Turnover by D. Waiters (traveling),,50,57
218,3,10:53.0,,D. Lillard misses 2-pt jump shot from 22 ft,50,57
219,3,10:52.0,Defensive rebound by K. Love,,50,57
220,3,10:46.0,D. Waiters makes 2-pt jump shot from 12 ft,,52,57
221,3,10:25.0,,L. Aldridge makes 2-pt jump shot from 9 ft,52,59
222,3,10:11.0,K. Irving misses 2-pt jump shot from 16 ft,,52,59
223,3,10:10.0,,Defensive rebound by L. Aldridge,52,59
224,3,10:03.0,,Personal foul by L. James (drawn by W. Matthews),52,59
225,3,9:54.0,,R. Lopez makes 2-pt jump shot from 7 ft (assist by D. Lillard),52,61
226,3,9:31.0,K. Irving makes 2-pt jump shot from 17 ft,,54,61
227,3,9:11.0,,L. Aldridge misses 2-pt jump shot from 19 ft,54,61
228,3,9:08.0,Defensive rebound by K. Love,,54,61
229,3,8:51.0,D. Waiters misses 2-pt jump shot from 18 ft,,54,61
230,3,8:50.0,,Defensive rebound by W. Matthews,54,61
231,3,8:40.0,,Shooting foul by K. Love (drawn by L. Aldridge),54,61
232,3,8:40.0,,L. Aldridge makes free throw 1 of 2,54,62
233,3,8:40.0,,L. Aldridge makes free throw 2 of 2,54,63
234,3,8:21.0,D. Waiters misses 2-pt hook shot from 3 ft,,54,63
235,3,8:20.0,,Defensive rebound by D. Lillard,54,63
236,3,8:11.0,,Shooting foul by L. James (drawn by R. Lopez),54,63
237,3,8:11.0,,R. Lopez makes free throw 1 of 2,54,64
238,3,8:11.0,,R. Lopez makes free throw 2 of 2,54,65
239,3,8:07.0,Turnover by A. Varejão (bad pass),,54,65
240,3,7:55.0,,W. Matthews misses 3-pt jump shot from 23 ft,54,65
241,3,7:54.0,Defensive rebound by K. Love,,54,65
242,3,7:42.0,L. James misses 2-pt layup from 2 ft,,54,65
243,3,7:41.0,Offensive rebound by K. Love,,54,65
244,3,7:41.0,K. Love misses 2-pt tip-in from 1 ft,,54,65
245,3,7:40.0,,Defensive rebound by L. Aldridge,54,65
246,3,7:34.0,,N. Batum misses 3-pt jump shot from 24 ft,54,65
247,3,7:33.0,Defensive rebound by K. Irving,,54,65
248,3,7:22.0,Turnover by L. James (bad pass; steal by R. Lopez),,54,65
249,3,7:18.0,,L. Aldridge makes 2-pt layup from 1 ft,54,67
250,3,7:10.0,Cleveland full timeout,,54,67
251,3,6:52.0,K. Love makes 3-pt jump shot from 24 ft,,57,67
252,3,6:34.0,,N. Batum makes 2-pt jump shot from 20 ft (assist by R. Lopez),57,69
253,3,6:22.0,L. James misses 2-pt jump shot from 5 ft,,57,69
254,3,6:21.0,,Defensive rebound by R. Lopez,57,69
255,3,6:12.0,,D. Lillard misses 2-pt jump shot from 11 ft,57,69
256,3,6:12.0,Defensive rebound by A. Varejão,,57,69
257,3,6:09.0,Personal foul by N. Batum (drawn by D. Waiters),,57,69
258,3,6:09.0,T. Thompson enters the game for A. Varejão,,57,69
259,3,6:04.0,K. Irving misses 2-pt layup from 2 ft,,57,69
260,3,6:03.0,Offensive rebound by T. Thompson,,57,69
261,3,5:57.0,K. Love misses 3-pt jump shot from 23 ft,,57,69
262,3,5:56.0,Offensive rebound by T. Thompson,,57,69
263,3,5:44.0,K. Irving misses 2-pt jump shot from 20 ft,,57,69
264,3,5:44.0,Offensive rebound by Team,,57,69
265,3,5:44.0,,Loose ball foul by W. Matthews (drawn by T. Thompson),57,69
266,3,5:44.0,,S. Blake enters the game for W. Matthews,57,69
267,3,5:44.0,,C. Kaman enters the game for R. Lopez,57,69
268,3,5:39.0,D. Waiters misses 2-pt jump shot from 21 ft,,57,69
269,3,5:39.0,Offensive rebound by Team,,57,69
270,3,5:39.0,,Loose ball foul by L. Aldridge (drawn by K. Love),57,69
271,3,5:32.0,K. Irving misses 3-pt jump shot from 27 ft,,57,69
272,3,5:31.0,,Defensive rebound by N. Batum,57,69
273,3,5:13.0,,Turnover by L. Aldridge (lost ball; steal by T. Thompson),57,69
274,3,5:09.0,D. Waiters makes 2-pt layup from 1 ft,,59,69
275,3,4:50.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by S. Blake),59,71
276,3,4:34.0,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),,62,71
277,3,4:20.0,,L. Aldridge misses 2-pt jump shot from 12 ft,62,71
278,3,4:18.0,Defensive rebound by L. James,,62,71
279,3,4:12.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,64,71
280,3,3:52.0,,D. Lillard makes 3-pt jump shot from 26 ft,64,74
281,3,3:26.0,Shooting foul by L. Aldridge (drawn by K. Love),,64,74
282,3,3:26.0,K. Love makes free throw 1 of 2,,65,74
283,3,3:26.0,S. Marion enters the game for D. Waiters,,65,74
284,3,3:26.0,K. Love makes free throw 2 of 2,,66,74
285,3,3:07.0,,Turnover by C. Kaman (lost ball),66,74
286,3,2:48.0,,Portland full timeout,66,74
287,3,2:43.0,K. Love misses 2-pt jump shot from 22 ft,,66,74
288,3,2:43.0,,Defensive rebound by C. Kaman,66,74
289,3,2:24.0,,S. Blake misses 3-pt jump shot from 24 ft,66,74
290,3,2:24.0,Defensive rebound by L. James,,66,74
291,3,2:14.0,Turnover by L. James (bad pass; steal by L. Aldridge),,66,74
292,3,2:07.0,,N. Batum misses 3-pt jump shot from 24 ft,66,74
293,3,2:06.0,Defensive rebound by L. James,,66,74
294,3,1:57.0,T. Thompson makes 2-pt dunk at rim (assist by K. Love),,68,74
295,3,1:37.0,,Turnover by N. Batum (traveling),68,74
296,3,1:37.0,M. Miller enters the game for L. James,,68,74
297,3,1:37.0,,W. Barton enters the game for N. Batum,68,74
298,3,1:37.0,,W. Matthews enters the game for D. Lillard,68,74
299,3,1:20.0,T. Thompson misses 2-pt dunk at rim (block by C. Kaman),,68,74
300,3,1:18.0,,Defensive rebound by W. Matthews,68,74
301,3,1:06.0,,L. Aldridge makes 2-pt hook shot from 4 ft,68,76
302,3,0:42.0,Shooting foul by C. Kaman (drawn by T. Thompson),,68,76
303,3,0:42.0,T. Thompson misses free throw 1 of 2,,68,76
304,3,0:42.0,Offensive rebound by Team,,68,76
305,3,0:42.0,M. Dellavedova enters the game for K. Love,,68,76
306,3,0:42.0,T. Thompson makes free throw 2 of 2,,69,76
307,3,0:24.0,,W. Matthews misses 3-pt jump shot from 24 ft,69,76
308,3,0:22.0,Defensive rebound by Team,,69,76
309,3,0:02.0,Turnover by K. Irving (bad pass),,69,76
310,3,0:02.0,,D. Lillard enters the game for C. Kaman,69,76
311,3,0:00.0,,D. Lillard misses 3-pt jump shot from 35 ft (block by S. Marion),69,76
312,3,0:00.0,,Offensive rebound by Team,69,76
313,4,11:38.0,,W. Barton misses 2-pt jump shot from 21 ft,69,76
314,4,11:37.0,Defensive rebound by S. Marion,,69,76
315,4,11:20.0,D. Waiters misses 2-pt jump shot from 8 ft,,69,76
316,4,11:18.0,Offensive rebound by T. Thompson,,69,76
317,4,11:18.0,T. Thompson misses 2-pt tip-in from 1 ft,,69,76
318,4,11:17.0,,Defensive rebound by T. Robinson,69,76
319,4,11:03.0,,T. Robinson misses 2-pt layup from 1 ft (block by S. Marion),69,76
320,4,11:02.0,Defensive rebound by M. Miller,,69,76
321,4,10:46.0,T. Thompson misses 2-pt jump shot from 8 ft,,69,76
322,4,10:45.0,,Defensive rebound by T. Robinson,69,76
323,4,10:32.0,,W. Matthews makes 2-pt layup from 2 ft,69,78
324,4,10:21.0,M. Dellavedova misses 2-pt jump shot from 7 ft,,69,78
325,4,10:21.0,,Defensive rebound by C. Kaman,69,78
326,4,10:14.0,,W. Barton misses 2-pt layup from 1 ft,69,78
327,4,10:12.0,,Offensive rebound by T. Robinson,69,78
328,4,10:12.0,Loose ball foul by D. Waiters (drawn by W. Barton),,69,78
329,4,9:59.0,,W. Matthews makes 2-pt jump shot from 15 ft,69,80
330,4,9:59.0,,Technical foul by T. Robinson,69,80
331,4,9:59.0,Technical foul by S. Marion,,69,80
332,4,9:59.0,Personal foul by T. Robinson (drawn by S. Marion),,69,80
333,4,9:59.0,K. Love enters the game for S. Marion,,69,80
334,4,9:59.0,A. Varejão enters the game for T. Thompson,,69,80
335,4,9:59.0,,D. Lillard enters the game for W. Barton,69,80
336,4,9:38.0,D. Waiters makes 2-pt jump shot from 21 ft,,71,80
337,4,9:27.0,,Personal foul by M. Miller (drawn by W. Matthews),71,80
338,4,9:12.0,,Shooting foul by A. Varejão (drawn by C. Kaman),71,80
339,4,9:12.0,,C. Kaman makes free throw 1 of 2,71,81
340,4,9:12.0,L. James enters the game for M. Miller,,71,81
341,4,9:12.0,,N. Batum enters the game for W. Matthews,71,81
342,4,9:12.0,,C. Kaman misses free throw 2 of 2,71,81
343,4,9:11.0,Defensive rebound by A. Varejão,,71,81
344,4,8:56.0,D. Waiters misses 2-pt jump shot from 3 ft (block by D. Lillard),,71,81
345,4,8:54.0,,Defensive rebound by D. Lillard,71,81
346,4,8:49.0,,Personal foul by M. Dellavedova (drawn by S. Blake),71,81
347,4,8:49.0,Official timeout,,71,81
348,4,8:49.0,K. Irving enters the game for M. Dellavedova,,71,81
349,4,8:42.0,,Shooting foul by D. Waiters (drawn by D. Lillard),71,81
350,4,8:42.0,,D. Lillard makes free throw 1 of 2,71,82
351,4,8:42.0,,R. Lopez enters the game for C. Kaman,71,82
352,4,8:42.0,,L. Aldridge enters the game for T. Robinson,71,82
353,4,8:42.0,,D. Lillard makes free throw 2 of 2,71,83
354,4,8:19.0,Turnover by L. James (traveling),,71,83
355,4,8:10.0,,D. Lillard misses 3-pt jump shot from 25 ft,71,83
356,4,8:09.0,Defensive rebound by A. Varejão,,71,83
357,4,7:52.0,L. James misses 2-pt jump shot from 8 ft,,71,83
358,4,7:52.0,,Defensive rebound by S. Blake,71,83
359,4,7:37.0,,Turnover by N. Batum (bad pass; steal by K. Irving),71,83
360,4,7:26.0,A. Varejão misses 2-pt hook shot from 2 ft,,71,83
361,4,7:24.0,,Defensive rebound by R. Lopez,71,83
362,4,7:09.0,,Offensive foul by L. Aldridge (drawn by A. Varejão),71,83
363,4,7:09.0,,Turnover by L. Aldridge (offensive foul),71,83
364,4,6:56.0,K. Irving misses 2-pt jump shot from 16 ft,,71,83
365,4,6:55.0,Offensive rebound by A. Varejão,,71,83
366,4,6:52.0,K. Love makes 3-pt jump shot from 22 ft (assist by A. Varejão),,74,83
367,4,6:37.0,,Shooting foul by K. Love (drawn by D. Lillard),74,83
368,4,6:37.0,,D. Lillard makes free throw 1 of 2,74,84
369,4,6:37.0,M. Dellavedova enters the game for D. Waiters,,74,84
370,4,6:37.0,,W. Matthews enters the game for S. Blake,74,84
371,4,6:37.0,,D. Lillard makes free throw 2 of 2,74,85
372,4,6:25.0,Personal foul by W. Matthews (drawn by L. James),,74,85
373,4,6:19.0,L. James misses 2-pt jump shot from 13 ft,,74,85
374,4,6:18.0,Offensive rebound by A. Varejão,,74,85
375,4,6:18.0,A. Varejão misses 2-pt tip-in from 1 ft,,74,85
376,4,6:15.0,Offensive rebound by M. Dellavedova,,74,85
377,4,6:11.0,K. Love misses 3-pt jump shot from 23 ft,,74,85
378,4,6:11.0,,Defensive rebound by N. Batum,74,85
379,4,6:01.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by D. Lillard),74,87
380,4,5:51.0,Personal foul by W. Matthews (drawn by K. Irving),,74,87
381,4,5:51.0,,Portland full timeout,74,87
382,4,5:34.0,K. Irving misses 3-pt jump shot from 23 ft,,74,87
383,4,5:33.0,,Defensive rebound by W. Matthews,74,87
384,4,5:20.0,,L. Aldridge misses 2-pt jump shot from 12 ft,74,87
385,4,5:19.0,Defensive rebound by L. James,,74,87
386,4,4:58.0,K. Irving misses 2-pt jump shot from 18 ft,,74,87
387,4,4:56.0,,Defensive rebound by W. Matthews,74,87
388,4,4:52.0,,W. Matthews misses 2-pt layup from 2 ft (block by A. Varejão),74,87
389,4,4:52.0,,Offensive rebound by Team,74,87
390,4,4:40.0,,Shooting foul by A. Varejão (drawn by W. Matthews),74,87
391,4,4:40.0,,W. Matthews makes free throw 1 of 2,74,88
392,4,4:40.0,J. Harris enters the game for M. Dellavedova,,74,88
393,4,4:40.0,,W. Matthews makes free throw 2 of 2,74,89
