,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
52,1,6:25.0,,S. Adams misses 2-pt tip-in from 1 ft,7,10
53,1,6:24.0,,Offensive rebound by R. Westbrook,7,10
54,1,6:23.0,,R. Westbrook misses 2-pt layup from 1 ft,7,10
55,1,6:22.0,Defensive rebound by Team,,7,10
56,1,6:22.0,,Loose ball foul by R. Westbrook (drawn by M. Barnes),7,10
57,1,6:22.0,J. Crawford enters the game for A. Rivers,,7,10
58,1,6:03.0,S. Hawes makes 2-pt jump shot from 8 ft (assist by M. Barnes),,9,10
59,1,5:44.0,,K. Durant makes 2-pt jump shot from 11 ft,9,12
60,1,5:31.0,J. Crawford misses 3-pt jump shot from 25 ft,,9,12
61,1,5:30.0,,Defensive rebound by R. Westbrook,9,12
62,1,5:26.0,,Turnover by R. Westbrook (bad pass; steal by M. Barnes),9,12
63,1,5:22.0,J. Crawford makes 2-pt layup from 1 ft (assist by M. Barnes),,11,12
64,1,5:04.0,,Turnover by R. Westbrook (bad pass; steal by M. Barnes),11,12
65,1,5:01.0,M. Barnes makes 2-pt layup at rim,,13,12
66,1,4:46.0,,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),13,14
67,1,4:27.0,S. Hawes makes 2-pt jump shot from 16 ft (assist by C. Paul),,15,14
68,1,4:10.0,,K. Durant makes 2-pt jump shot from 14 ft,15,16
69,1,3:58.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by C. Paul),,18,16
70,1,3:45.0,,D. Waiters enters the game for A. Roberson,18,16
71,1,3:45.0,,N. Collison enters the game for S. Ibaka,18,16
72,1,3:35.0,,K. Durant misses 2-pt jump shot from 14 ft,18,16
73,1,3:35.0,Defensive rebound by J. Crawford,,18,16
74,1,3:29.0,J. Crawford misses 2-pt jump shot from 4 ft,,18,16
75,1,3:27.0,,Defensive rebound by D. Waiters,18,16
76,1,3:19.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by D. Waiters),18,18
77,1,3:06.0,Personal foul by N. Collison (drawn by S. Hawes),,18,18
78,1,3:00.0,J. Crawford misses 2-pt jump shot from 9 ft,,18,18
79,1,2:59.0,,Defensive rebound by Team,18,18
80,1,2:59.0,LA Clippers full timeout,,18,18
81,1,2:59.0,,R. Jackson enters the game for R. Westbrook,18,18
82,1,2:39.0,,K. Durant makes 2-pt jump shot from 11 ft,18,20
83,1,2:25.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by J. Crawford),,21,20
84,1,2:11.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by D. Waiters),21,22
85,1,1:58.0,Shooting foul by K. Durant (drawn by D. Jordan),,21,22
86,1,1:58.0,D. Jordan makes free throw 1 of 2,,22,22
87,1,1:58.0,G. Davis enters the game for S. Hawes,,22,22
88,1,1:58.0,,M. McGary enters the game for S. Adams,22,22
89,1,1:58.0,D. Jordan misses free throw 2 of 2,,22,22
90,1,1:57.0,Offensive rebound by Team,,22,22
91,1,1:54.0,C. Paul makes 2-pt layup from 1 ft (assist by M. Barnes),,24,22
92,1,1:39.0,,K. Durant misses 2-pt jump shot from 15 ft,24,22
93,1,1:38.0,,Offensive rebound by M. McGary,24,22
94,1,1:35.0,,K. Durant misses 3-pt jump shot from 24 ft,24,22
95,1,1:33.0,Defensive rebound by J. Crawford,,24,22
96,1,1:22.0,C. Paul makes 2-pt jump shot from 15 ft,,26,22
97,1,1:01.0,,M. McGary makes 2-pt jump shot from 3 ft (assist by N. Collison),26,24
98,1,0:52.0,G. Davis misses 2-pt jump shot from 17 ft,,26,24
99,1,0:51.0,,Defensive rebound by R. Jackson,26,24
100,1,0:46.0,,M. McGary makes 2-pt layup from 1 ft (assist by R. Jackson),26,26
101,1,0:31.0,C. Paul misses 3-pt jump shot from 25 ft,,26,26
102,1,0:29.0,,Defensive rebound by N. Collison,26,26
103,1,0:06.0,,R. Jackson makes 2-pt jump shot from 18 ft,26,28
104,1,0:00.0,M. Barnes misses 3-pt jump shot from 22 ft,,26,28
105,1,0:00.0,,Defensive rebound by Team,26,28
106,2,11:51.0,Personal block foul by A. Roberson (drawn by J. Crawford),,26,28
107,2,11:42.0,Turnover by H. Türkoğlu (lost ball; steal by D. Waiters),,26,28
108,2,11:40.0,,Shooting foul by H. Türkoğlu (drawn by D. Waiters),26,28
109,2,11:40.0,,D. Waiters misses free throw 1 of 2,26,28
110,2,11:40.0,,Offensive rebound by Team,26,28
111,2,11:40.0,,D. Waiters makes free throw 2 of 2,26,29
112,2,11:26.0,J. Crawford misses 2-pt jump shot from 19 ft,,26,29
113,2,11:25.0,,Defensive rebound by M. McGary,26,29
114,2,11:19.0,,R. Jackson makes 2-pt jump shot from 3 ft,26,31
115,2,11:19.0,,Shooting foul by A. Rivers (drawn by R. Jackson),26,31
116,2,11:19.0,,R. Jackson makes free throw 1 of 1,26,32
117,2,11:07.0,G. Davis misses 2-pt layup from 1 ft (block by N. Collison),,26,32
118,2,11:06.0,,Defensive rebound by D. Waiters,26,32
119,2,10:56.0,,D. Waiters misses 2-pt jump shot from 3 ft,26,32
120,2,10:55.0,Defensive rebound by G. Davis,,26,32
121,2,10:50.0,Personal foul by A. Roberson (drawn by A. Rivers),,26,32
122,2,10:43.0,H. Türkoğlu misses 3-pt jump shot from 22 ft,,26,32
123,2,10:42.0,,Defensive rebound by A. Roberson,26,32
124,2,10:36.0,,D. Waiters makes 2-pt layup from 1 ft (assist by R. Jackson),26,34
125,2,10:29.0,LA Clippers full timeout,,26,34
126,2,10:29.0,,R. Westbrook enters the game for A. Roberson,26,34
127,2,10:29.0,C. Paul enters the game for H. Türkoğlu,,26,34
128,2,10:21.0,J. Crawford makes 2-pt jump shot from 17 ft (assist by C. Paul),,28,34
129,2,10:06.0,,D. Waiters misses 2-pt layup from 2 ft,28,34
130,2,10:05.0,,Offensive rebound by N. Collison,28,34
131,2,10:05.0,,N. Collison makes 2-pt dunk at rim,28,36
132,2,9:52.0,S. Hawes misses 3-pt jump shot from 24 ft,,28,36
133,2,9:51.0,,Defensive rebound by D. Waiters,28,36
134,2,9:46.0,,M. McGary makes 2-pt layup from 1 ft (assist by D. Waiters),28,38
135,2,9:28.0,S. Hawes makes 2-pt layup from 1 ft (assist by C. Paul),,30,38
136,2,9:08.0,,N. Collison misses 2-pt jump shot from 15 ft,30,38
137,2,9:07.0,,Offensive rebound by M. McGary,30,38
138,2,9:07.0,,M. McGary makes 2-pt tip-in from 1 ft,30,40
139,2,8:44.0,A. Rivers makes 2-pt jump shot from 6 ft,,32,40
140,2,8:30.0,,R. Jackson makes 2-pt jump shot from 16 ft,32,42
141,2,8:24.0,LA Clippers full timeout,,32,42
142,2,8:24.0,D. Jordan enters the game for G. Davis,,32,42
143,2,8:11.0,Shooting foul by M. McGary (drawn by S. Hawes),,32,42
144,2,8:11.0,S. Hawes makes free throw 1 of 2,,33,42
145,2,8:11.0,S. Hawes misses free throw 2 of 2,,33,42
146,2,8:11.0,,Defensive rebound by M. McGary,33,42
147,2,7:56.0,,R. Westbrook misses 3-pt jump shot from 24 ft,33,42
148,2,7:55.0,,Offensive rebound by M. McGary,33,42
149,2,7:48.0,,R. Jackson makes 2-pt jump shot from 6 ft,33,44
150,2,7:34.0,J. Crawford makes 2-pt jump shot from 21 ft (assist by D. Jordan),,35,44
151,2,7:34.0,Shooting foul by D. Waiters (drawn by J. Crawford),,35,44
152,2,7:34.0,M. Barnes enters the game for A. Rivers,,35,44
153,2,7:34.0,,K. Durant enters the game for N. Collison,35,44
154,2,7:34.0,J. Crawford makes free throw 1 of 1,,36,44
155,2,7:15.0,,D. Waiters makes 2-pt jump shot from 16 ft,36,46
156,2,7:05.0,Personal foul by R. Jackson (drawn by J. Crawford),,36,46
157,2,7:05.0,A. Rivers enters the game for S. Hawes,,36,46
158,2,7:05.0,J. Crawford makes free throw 1 of 2,,37,46
159,2,7:05.0,J. Crawford misses free throw 2 of 2,,37,46
160,2,7:04.0,,Defensive rebound by M. McGary,37,46
161,2,6:56.0,,M. McGary makes 2-pt layup at rim (assist by R. Westbrook),37,48
162,2,6:56.0,,Shooting foul by J. Crawford (drawn by M. McGary),37,48
163,2,6:56.0,,S. Ibaka enters the game for D. Waiters,37,48
164,2,6:56.0,,M. McGary makes free throw 1 of 1,37,49
165,2,6:37.0,A. Rivers misses 3-pt jump shot from 24 ft,,37,49
166,2,6:35.0,Offensive rebound by D. Jordan,,37,49
167,2,6:35.0,D. Jordan makes 2-pt tip-in from 1 ft,,39,49
168,2,6:21.0,,S. Ibaka misses 3-pt jump shot from 22 ft,39,49
169,2,6:20.0,Defensive rebound by Team,,39,49
170,2,6:19.0,S. Hawes enters the game for J. Crawford,,39,49
171,2,5:58.0,C. Paul misses 3-pt jump shot from 22 ft,,39,49
172,2,5:56.0,,Defensive rebound by R. Westbrook,39,49
173,2,5:53.0,,Shooting foul by A. Rivers (drawn by R. Westbrook),39,49
174,2,5:53.0,,R. Westbrook makes free throw 1 of 2,39,50
175,2,5:53.0,,S. Adams enters the game for M. McGary,39,50
176,2,5:53.0,,R. Westbrook makes free throw 2 of 2,39,51
177,2,5:35.0,A. Rivers misses 2-pt jump shot from 10 ft,,39,51
178,2,5:34.0,,Defensive rebound by R. Jackson,39,51
179,2,5:24.0,,S. Adams makes 2-pt hook shot from 3 ft (assist by R. Jackson),39,53
180,2,5:02.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by C. Paul),,42,53
181,2,4:39.0,,R. Westbrook misses 2-pt jump shot from 18 ft,42,53
182,2,4:38.0,Defensive rebound by A. Rivers,,42,53
183,2,4:26.0,Shooting foul by R. Jackson (drawn by C. Paul),,42,53
184,2,4:26.0,C. Paul makes free throw 1 of 2,,43,53
185,2,4:26.0,J. Crawford enters the game for A. Rivers,,43,53
186,2,4:26.0,C. Paul makes free throw 2 of 2,,44,53
187,2,4:12.0,,S. Ibaka misses 2-pt jump shot from 18 ft,44,53
188,2,4:10.0,,Offensive rebound by K. Durant,44,53
189,2,4:10.0,,Shooting foul by M. Barnes (drawn by K. Durant),44,53
190,2,4:10.0,,K. Durant makes free throw 1 of 2,44,54
191,2,4:10.0,,K. Durant makes free throw 2 of 2,44,55
192,2,3:57.0,J. Crawford misses 2-pt jump shot from 19 ft (block by S. Adams),,44,55
193,2,3:56.0,Offensive rebound by Team,,44,55
194,2,3:54.0,S. Hawes misses 2-pt layup from 1 ft (block by S. Ibaka),,44,55
195,2,3:52.0,Offensive rebound by S. Hawes,,44,55
196,2,3:49.0,S. Hawes makes 2-pt jump shot from 16 ft,,46,55
197,2,3:42.0,,Oklahoma City full timeout,46,55
198,2,3:36.0,,R. Westbrook misses 2-pt layup from 2 ft,46,55
199,2,3:36.0,,Offensive rebound by Team,46,55
200,2,3:36.0,Loose ball foul by S. Hawes (drawn by S. Adams),,46,55
201,2,3:36.0,,Oklahoma City full timeout,46,55
202,2,3:36.0,,P. Jones enters the game for R. Jackson,46,55
203,2,3:36.0,,S. Adams misses free throw 1 of 2,46,55
204,2,3:36.0,,Offensive rebound by Team,46,55
205,2,3:36.0,,S. Adams makes free throw 2 of 2,46,56
206,2,3:35.0,Personal take foul by P. Jones (drawn by D. Jordan),,46,56
207,2,3:35.0,,N. Collison enters the game for S. Adams,46,56
208,2,3:35.0,D. Jordan misses free throw 1 of 2,,46,56
209,2,3:35.0,Offensive rebound by Team,,46,56
210,2,3:35.0,,R. Jackson enters the game for P. Jones,46,56
211,2,3:35.0,D. Jordan makes free throw 2 of 2,,47,56
212,2,3:14.0,,R. Jackson makes 2-pt jump shot from 7 ft (assist by K. Durant),47,58
213,2,2:49.0,S. Hawes misses 2-pt hook shot from 5 ft,,47,58
214,2,2:48.0,,Defensive rebound by K. Durant,47,58
215,2,2:43.0,,R. Westbrook makes 2-pt jump shot from 16 ft (assist by K. Durant),47,60
216,2,2:16.0,C. Paul makes 2-pt jump shot from 17 ft,,49,60
217,2,1:59.0,,S. Ibaka misses 3-pt jump shot from 22 ft,49,60
218,2,1:58.0,Defensive rebound by D. Jordan,,49,60
219,2,1:46.0,S. Hawes makes 3-pt jump shot from 25 ft (assist by C. Paul),,52,60
220,2,1:24.0,,K. Durant misses 2-pt jump shot from 10 ft,52,60
221,2,1:23.0,,Offensive rebound by N. Collison,52,60
222,2,1:19.0,,Shooting foul by S. Hawes (drawn by S. Ibaka),52,60
223,2,1:19.0,,S. Ibaka makes free throw 1 of 2,52,61
224,2,1:19.0,H. Türkoğlu enters the game for S. Hawes,,52,61
225,2,1:19.0,,A. Roberson enters the game for N. Collison,52,61
226,2,1:19.0,,S. Ibaka misses free throw 2 of 2,52,61
227,2,1:18.0,Defensive rebound by D. Jordan,,52,61
228,2,1:07.0,C. Paul misses 2-pt jump shot from 16 ft,,52,61
229,2,1:07.0,,Defensive rebound by R. Westbrook,52,61
230,2,1:02.0,,Shooting foul by H. Türkoğlu (drawn by R. Jackson),52,61
231,2,1:02.0,,R. Jackson misses free throw 1 of 2,52,61
232,2,1:02.0,,Offensive rebound by Team,52,61
233,2,1:02.0,,R. Jackson makes free throw 2 of 2,52,62
234,2,1:02.0,LA Clippers full timeout,,52,62
235,2,0:54.0,J. Crawford misses 3-pt jump shot from 26 ft,,52,62
236,2,0:52.0,,Defensive rebound by R. Westbrook,52,62
237,2,0:43.0,,R. Westbrook makes 2-pt jump shot from 6 ft,52,64
238,2,0:32.0,C. Paul makes 2-pt layup at rim,,54,64
239,2,0:20.0,,Personal foul by C. Paul (drawn by K. Durant),54,64
240,2,0:20.0,,K. Durant makes free throw 1 of 2,54,65
241,2,0:20.0,,K. Durant makes free throw 2 of 2,54,66
242,2,0:00.0,M. Barnes misses 2-pt layup at rim,,54,66
243,2,0:00.0,Offensive rebound by M. Barnes,,54,66
244,2,0:00.0,M. Barnes makes 2-pt tip-in at rim,,56,66
245,2,0:00.0,Violation by Team (delay of game),,56,66
246,3,11:43.0,Personal foul by R. Westbrook (drawn by A. Rivers),,56,66
247,3,11:31.0,Turnover by M. Barnes (bad pass),,56,66
248,3,11:15.0,,S. Ibaka makes 2-pt dunk at rim (assist by K. Durant),56,68
249,3,11:06.0,Turnover by S. Hawes (bad pass),,56,68
250,3,10:45.0,,N. Collison makes 2-pt dunk at rim (assist by R. Westbrook),56,70
251,3,10:33.0,A. Rivers makes 2-pt jump shot from 4 ft (assist by C. Paul),,58,70
252,3,10:26.0,,R. Westbrook makes 2-pt jump shot from 11 ft,58,72
253,3,10:05.0,C. Paul misses 3-pt jump shot from 24 ft,,58,72
254,3,10:04.0,,Defensive rebound by A. Roberson,58,72
255,3,9:55.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Ibaka),58,75
256,3,9:53.0,LA Clippers full timeout,,58,75
257,3,9:36.0,Turnover by A. Rivers (lost ball; steal by A. Roberson),,58,75
258,3,9:30.0,,Turnover by K. Durant (bad pass; steal by C. Paul),58,75
259,3,9:27.0,,Offensive charge foul by M. Barnes (drawn by N. Collison),58,75
260,3,9:27.0,Turnover by M. Barnes (offensive foul),,58,75
261,3,9:17.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by R. Westbrook),58,77
262,3,9:10.0,Personal foul by A. Roberson (drawn by C. Paul),,58,77
263,3,9:01.0,S. Hawes misses 2-pt jump shot from 12 ft,,58,77
264,3,9:00.0,Offensive rebound by D. Jordan,,58,77
265,3,8:58.0,D. Jordan makes 2-pt layup from 1 ft,,60,77
266,3,8:47.0,,R. Westbrook misses 3-pt jump shot from 24 ft,60,77
267,3,8:46.0,Defensive rebound by C. Paul,,60,77
268,3,8:39.0,Turnover by C. Paul (bad pass; steal by S. Ibaka),,60,77
269,3,8:34.0,,R. Westbrook makes 2-pt layup at rim (assist by K. Durant),60,79
270,3,8:22.0,Personal foul by K. Durant (drawn by D. Jordan),,60,79
271,3,8:13.0,Turnover by S. Hawes (lost ball; steal by A. Roberson),,60,79
272,3,8:07.0,,A. Roberson makes 2-pt dunk at rim (assist by K. Durant),60,81
273,3,8:07.0,LA Clippers full timeout,,60,81
274,3,7:45.0,M. Barnes makes 2-pt jump shot from 12 ft,,62,81
275,3,7:29.0,,S. Ibaka misses 2-pt hook shot from 9 ft,62,81
276,3,7:28.0,Defensive rebound by D. Jordan,,62,81
277,3,7:14.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by C. Paul),,65,81
278,3,6:58.0,,N. Collison misses 2-pt jump shot from 16 ft,65,81
279,3,6:57.0,Defensive rebound by D. Jordan,,65,81
280,3,6:43.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,67,81
281,3,6:41.0,,Oklahoma City full timeout,67,81
282,3,6:27.0,,K. Durant misses 2-pt jump shot from 19 ft,67,81
283,3,6:25.0,Defensive rebound by Team,,67,81
284,3,6:11.0,S. Hawes misses 2-pt jump shot from 9 ft,,67,81
285,3,6:10.0,Offensive rebound by D. Jordan,,67,81
286,3,6:07.0,D. Jordan misses 2-pt layup from 1 ft,,67,81
287,3,6:06.0,,Defensive rebound by A. Roberson,67,81
288,3,5:57.0,,R. Westbrook misses 2-pt jump shot from 3 ft (block by S. Hawes),67,81
289,3,5:55.0,,Offensive rebound by R. Westbrook,67,81
290,3,5:55.0,,Personal foul by C. Paul (drawn by R. Westbrook),67,81
291,3,5:54.0,,Personal foul by D. Jordan (drawn by N. Collison),67,81
292,3,5:50.0,,Shooting foul by A. Rivers (drawn by K. Durant),67,81
293,3,5:50.0,,K. Durant makes free throw 1 of 2,67,82
294,3,5:50.0,,K. Durant makes free throw 2 of 2,67,83
295,3,5:36.0,M. Barnes misses 3-pt jump shot from 24 ft,,67,83
296,3,5:35.0,Offensive rebound by C. Paul,,67,83
297,3,5:13.0,Personal foul by N. Collison (drawn by S. Hawes),,67,83
298,3,5:13.0,J. Crawford enters the game for A. Rivers,,67,83
299,3,5:05.0,C. Paul makes 2-pt jump shot from 12 ft,,69,83
300,3,4:44.0,,Turnover by R. Westbrook (bad pass; steal by D. Jordan),69,83
301,3,4:39.0,Personal block foul by K. Durant (drawn by C. Paul),,69,83
302,3,4:39.0,C. Paul makes free throw 1 of 2,,70,83
303,3,4:39.0,C. Paul makes free throw 2 of 2,,71,83
304,3,4:23.0,,R. Westbrook makes 2-pt jump shot from 4 ft,71,85
305,3,3:55.0,J. Crawford misses 2-pt jump shot from 14 ft (block by A. Roberson),,71,85
306,3,3:53.0,,Defensive rebound by R. Westbrook,71,85
307,3,3:51.0,,R. Westbrook misses 2-pt layup from 1 ft,71,85
308,3,3:49.0,,Offensive rebound by K. Durant,71,85
309,3,3:49.0,,K. Durant makes 2-pt layup at rim,71,87
310,3,3:49.0,,Violation by Team (delay of game),71,87
311,3,3:31.0,S. Hawes misses 2-pt jump shot from 9 ft,,71,87
312,3,3:30.0,,Defensive rebound by N. Collison,71,87
313,3,3:24.0,,R. Westbrook misses 2-pt layup at rim,71,87
314,3,3:24.0,,Offensive rebound by Team,71,87
315,3,3:24.0,Loose ball foul by D. Jordan (drawn by S. Ibaka),,71,87
316,3,3:24.0,,D. Waiters enters the game for A. Roberson,71,87
317,3,3:24.0,,M. McGary enters the game for N. Collison,71,87
318,3,3:21.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by K. Durant),71,90
319,3,3:07.0,Turnover by J. Crawford (lost ball; steal by R. Westbrook),,71,90
320,3,3:07.0,,Personal foul by J. Crawford (drawn by R. Westbrook),71,90
321,3,3:07.0,Technical foul by J. Crawford,,71,90
322,3,3:07.0,,K. Durant makes technical free throw,71,91
323,3,3:07.0,,R. Westbrook makes free throw 1 of 2,71,92
324,3,3:07.0,,R. Westbrook makes free throw 2 of 2,71,93
325,3,2:44.0,M. Barnes misses 2-pt jump shot from 7 ft,,71,93
326,3,2:43.0,,Defensive rebound by K. Durant,71,93
327,3,2:37.0,,R. Westbrook misses 3-pt jump shot from 24 ft,71,93
328,3,2:36.0,Defensive rebound by Team,,71,93
329,3,2:34.0,,R. Jackson enters the game for K. Durant,71,93
330,3,2:21.0,C. Paul misses 2-pt jump shot from 4 ft,,71,93
331,3,2:20.0,Offensive rebound by C. Paul,,71,93
332,3,2:14.0,C. Paul makes 2-pt jump shot from 15 ft,,73,93
333,3,1:48.0,,R. Jackson makes 3-pt jump shot from 26 ft,73,96
334,3,1:33.0,D. Jordan misses 2-pt layup at rim,,73,96
335,3,1:32.0,,Defensive rebound by M. McGary,73,96
336,3,1:30.0,,Personal foul by D. Jordan (drawn by R. Westbrook),73,96
337,3,1:30.0,,R. Westbrook makes free throw 1 of 2,73,97
338,3,1:30.0,A. Rivers enters the game for C. Paul,,73,97
339,3,1:30.0,,R. Westbrook makes free throw 2 of 2,73,98
340,3,1:18.0,J. Crawford misses 3-pt jump shot from 23 ft,,73,98
341,3,1:17.0,Offensive rebound by D. Jordan,,73,98
342,3,1:12.0,J. Crawford makes 2-pt jump shot from 7 ft (assist by D. Jordan),,75,98
343,3,1:00.0,,Offensive foul by M. McGary (drawn by A. Rivers),75,98
344,3,1:00.0,,Turnover by M. McGary (offensive foul),75,98
345,3,0:51.0,A. Rivers misses 2-pt jump shot from 5 ft,,75,98
346,3,0:50.0,,Defensive rebound by R. Westbrook,75,98
347,3,0:45.0,,Turnover by R. Westbrook (bad pass; steal by A. Rivers),75,98
348,3,0:37.0,J. Crawford misses 2-pt jump shot from 19 ft,,75,98
349,3,0:36.0,,Defensive rebound by S. Ibaka,75,98
350,3,0:12.0,,R. Westbrook makes 3-pt jump shot from 24 ft,75,101
351,3,0:02.0,J. Crawford misses 2-pt jump shot from 4 ft,,75,101
352,3,0:01.0,,Defensive rebound by R. Westbrook,75,101
353,4,11:39.0,,Turnover by D. Waiters (lost ball; steal by C. Paul),75,101
354,4,11:34.0,A. Rivers makes 2-pt dunk at rim (assist by C. Paul),,77,101
355,4,11:24.0,,Personal foul by J. Crawford (drawn by A. Roberson),77,101
356,4,11:11.0,,S. Ibaka misses 3-pt jump shot from 23 ft,77,101
357,4,11:11.0,Defensive rebound by C. Paul,,77,101
358,4,11:02.0,A. Rivers misses 3-pt jump shot from 24 ft,,77,101
359,4,11:01.0,,Defensive rebound by R. Jackson,77,101
360,4,10:52.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by R. Jackson),77,104
361,4,10:32.0,J. Crawford makes 2-pt jump shot from 16 ft (assist by C. Paul),,79,104
362,4,10:03.0,,D. Waiters misses 2-pt jump shot from 20 ft,79,104
363,4,10:01.0,,Offensive rebound by Team,79,104
364,4,10:01.0,,Personal foul by C. Paul (drawn by D. Waiters),79,104
365,4,9:44.0,,D. Waiters misses 3-pt jump shot from 22 ft,79,104
366,4,9:43.0,,Offensive rebound by S. Ibaka,79,104
367,4,9:43.0,,S. Ibaka makes 2-pt layup from 2 ft,79,106
368,4,9:25.0,J. Crawford misses 2-pt jump shot from 11 ft,,79,106
369,4,9:25.0,,Defensive rebound by S. Ibaka,79,106
370,4,9:20.0,,Shooting foul by S. Hawes (drawn by A. Roberson),79,106
371,4,9:20.0,,A. Roberson makes free throw 1 of 2,79,107
372,4,9:20.0,C. Wilcox enters the game for C. Paul,,79,107
373,4,9:20.0,E. Udoh enters the game for D. Jordan,,79,107
374,4,9:20.0,,P. Jones enters the game for S. Ibaka,79,107
375,4,9:20.0,,A. Roberson misses free throw 2 of 2,79,107
376,4,9:19.0,,Offensive rebound by M. McGary,79,107
377,4,8:55.0,,M. McGary makes 2-pt jump shot from 12 ft (assist by R. Jackson),79,109
378,4,8:36.0,S. Hawes misses 3-pt jump shot from 24 ft,,79,109
379,4,8:35.0,,Defensive rebound by M. McGary,79,109
380,4,8:31.0,,P. Jones makes 2-pt dunk at rim (assist by R. Jackson),79,111
381,4,8:31.0,LA Clippers full timeout,,79,111
382,4,8:31.0,H. Türkoğlu enters the game for S. Hawes,,79,111
