,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BROOKLYN_ACTION,CLEVELAND_SCORE,BROOKLYN_SCORE
392,4,2:25.0,,Shooting foul by K. Love (drawn by J. Jack),93,101
393,4,2:25.0,,J. Jack makes free throw 1 of 2,93,102
394,4,2:25.0,,J. Jack makes free throw 2 of 2,93,103
395,4,2:05.0,Cleveland full timeout,,93,103
396,4,2:00.0,Turnover by Team (shot clock),,93,103
397,4,1:42.0,,A. Anderson misses 3-pt jump shot from 24 ft,93,103
398,4,1:41.0,Defensive rebound by I. Shumpert,,93,103
399,4,1:32.0,Personal foul by A. Anderson (drawn by L. James),,93,103
400,4,1:32.0,L. James makes free throw 1 of 2,,94,103
401,4,1:32.0,L. James misses free throw 2 of 2,,94,103
402,4,1:31.0,,Defensive rebound by J. Johnson,94,103
403,4,1:08.0,,J. Jack misses 2-pt jump shot from 6 ft,94,103
404,4,1:07.0,Defensive rebound by K. Love,,94,103
405,4,1:04.0,Personal block foul by A. Anderson (drawn by L. James),,94,103
406,4,1:04.0,L. James makes free throw 1 of 2,,95,103
407,4,1:04.0,L. James makes free throw 2 of 2,,96,103
408,4,1:04.0,,Brooklyn full timeout,96,103
409,4,1:04.0,T. Thompson enters the game for K. Love,,96,103
410,4,0:47.0,,J. Johnson misses 3-pt jump shot from 23 ft,96,103
411,4,0:46.0,,Offensive rebound by Team,96,103
412,4,0:46.0,Loose ball foul by J. Smith (drawn by A. Anderson),,96,103
413,4,0:46.0,,A. Anderson makes free throw 1 of 2,96,104
414,4,0:46.0,,A. Anderson makes free throw 2 of 2,96,105
415,4,0:46.0,Cleveland full timeout,,96,105
416,4,0:46.0,K. Love enters the game for T. Thompson,,96,105
417,4,0:40.0,L. James makes 2-pt dunk at rim (assist by K. Love),,98,105
418,4,0:23.0,,Personal foul by K. Love (drawn by J. Jack),98,105
419,4,0:23.0,T. Thompson enters the game for K. Love,,98,105
420,4,0:23.0,,J. Jack makes free throw 1 of 2,98,106
421,4,0:23.0,,J. Jack misses free throw 2 of 2,98,106
422,4,0:22.0,Defensive rebound by T. Thompson,,98,106
423,4,0:22.0,Cleveland full timeout,,98,106
424,4,0:18.0,K. Irving misses 3-pt jump shot from 24 ft,,98,106
425,4,0:17.0,,Defensive rebound by A. Anderson,98,106
