,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
79,1,2:43.0,,B. Wright misses 2-pt tip-in from 1 ft,20,11
80,1,2:41.0,,Offensive rebound by P. Tucker,20,11
81,1,2:31.0,,B. Knight misses 3-pt jump shot from 23 ft,20,11
82,1,2:30.0,Defensive rebound by P. Mills,,20,11
83,1,2:22.0,Turnover by B. Diaw (bad pass),,20,11
84,1,2:22.0,San Antonio full timeout,,20,11
85,1,2:22.0,,M. Morris enters the game for P. Tucker,20,11
86,1,2:07.0,,G. Green misses 2-pt jump shot from 16 ft,20,11
87,1,2:06.0,Defensive rebound by B. Diaw,,20,11
88,1,1:50.0,M. Belinelli misses 3-pt jump shot from 25 ft,,20,11
89,1,1:49.0,Offensive rebound by A. Baynes,,20,11
90,1,1:46.0,P. Mills misses 3-pt jump shot from 25 ft,,20,11
91,1,1:45.0,,Defensive rebound by G. Green,20,11
92,1,1:38.0,,Shooting foul by M. Ginóbili (drawn by B. Wright),20,11
93,1,1:38.0,,B. Wright makes free throw 1 of 2,20,12
94,1,1:38.0,,B. Wright misses free throw 2 of 2,20,12
95,1,1:37.0,Defensive rebound by A. Baynes,,20,12
96,1,1:25.0,P. Mills misses 3-pt jump shot from 25 ft,,20,12
97,1,1:24.0,Offensive rebound by Team,,20,12
98,1,1:24.0,,Loose ball foul by M. Morris (drawn by A. Baynes),20,12
99,1,1:24.0,A. Baynes makes free throw 1 of 2,,21,12
100,1,1:24.0,,E. Barron enters the game for M. Morris,21,12
101,1,1:24.0,A. Baynes makes free throw 2 of 2,,22,12
102,1,1:07.0,,Personal block foul by P. Mills (drawn by B. Knight),22,12
103,1,1:07.0,,B. Knight makes free throw 1 of 2,22,13
104,1,1:07.0,,B. Knight misses free throw 2 of 2,22,13
105,1,1:06.0,Defensive rebound by A. Baynes,,22,13
106,1,0:50.0,M. Ginóbili makes 2-pt jump shot from 8 ft,,24,13
107,1,0:37.0,,Offensive foul by E. Barron (drawn by P. Mills),24,13
108,1,0:37.0,,Turnover by E. Barron (offensive foul),24,13
109,1,0:32.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,24,13
110,1,0:31.0,,Defensive rebound by M. Morris,24,13
111,1,0:09.0,,E. Barron misses 2-pt layup at rim,24,13
112,1,0:08.0,Defensive rebound by M. Ginóbili,,24,13
113,1,0:02.0,Offensive foul by M. Ginóbili (drawn by B. Knight),,24,13
114,1,0:02.0,Turnover by M. Ginóbili (offensive foul),,24,13
115,1,0:00.0,,M. Morris misses 3-pt jump shot from 45 ft,24,13
116,1,0:00.0,,Offensive rebound by Team,24,13
117,2,11:46.0,,B. Knight misses 2-pt jump shot from 5 ft,24,13
118,2,11:45.0,,Offensive rebound by B. Wright,24,13
119,2,11:42.0,,Turnover by G. Green (traveling),24,13
120,2,11:23.0,B. Diaw misses 2-pt jump shot from 3 ft (block by B. Wright),,24,13
121,2,11:23.0,,Defensive rebound by Team,24,13
122,2,11:00.0,,G. Green misses 2-pt jump shot from 21 ft,24,13
123,2,10:59.0,,Offensive rebound by Team,24,13
124,2,10:59.0,,Turnover by Team (shot clock),24,13
125,2,10:59.0,,E. Bledsoe enters the game for G. Green,24,13
126,2,10:43.0,B. Diaw misses 2-pt jump shot from 8 ft,,24,13
127,2,10:41.0,Offensive rebound by A. Baynes,,24,13
128,2,10:38.0,A. Baynes makes 2-pt hook shot from 3 ft,,26,13
129,2,10:25.0,,B. Knight misses 2-pt jump shot from 4 ft,26,13
130,2,10:24.0,Defensive rebound by A. Baynes,,26,13
131,2,10:12.0,Shooting foul by M. Morris (drawn by A. Baynes),,26,13
132,2,10:12.0,A. Baynes makes free throw 1 of 2,,27,13
133,2,10:12.0,K. Leonard enters the game for M. Ginóbili,,27,13
134,2,10:12.0,,A. Goodwin enters the game for B. Wright,27,13
135,2,10:12.0,A. Baynes makes free throw 2 of 2,,28,13
136,2,10:00.0,,E. Bledsoe misses 2-pt dunk at rim (block by K. Leonard),28,13
137,2,10:00.0,,Offensive rebound by Team,28,13
138,2,9:56.0,,Personal foul by M. Belinelli (drawn by E. Bledsoe),28,13
139,2,9:46.0,,E. Barron misses 2-pt layup from 2 ft (block by A. Baynes),28,13
140,2,9:45.0,Defensive rebound by K. Leonard,,28,13
141,2,9:36.0,M. Belinelli makes 2-pt jump shot from 20 ft,,30,13
142,2,9:21.0,,Turnover by E. Bledsoe (lost ball),30,13
143,2,9:21.0,,A. Len enters the game for E. Barron,30,13
144,2,9:06.0,M. Belinelli misses 2-pt jump shot from 20 ft,,30,13
145,2,9:05.0,,Defensive rebound by M. Morris,30,13
146,2,8:58.0,,M. Morris misses 2-pt jump shot from 16 ft,30,13
147,2,8:56.0,Defensive rebound by K. Leonard,,30,13
148,2,8:54.0,K. Leonard makes 2-pt dunk at rim,,32,13
149,2,8:54.0,Shooting foul by A. Goodwin (drawn by K. Leonard),,32,13
150,2,8:54.0,Official timeout,,32,13
151,2,8:54.0,,M. Morris enters the game for A. Goodwin,32,13
152,2,8:54.0,K. Leonard makes free throw 1 of 1,,33,13
153,2,8:44.0,,B. Knight misses 2-pt layup from 1 ft,33,13
154,2,8:43.0,Defensive rebound by A. Baynes,,33,13
155,2,8:38.0,P. Mills misses 3-pt jump shot from 24 ft,,33,13
156,2,8:37.0,,Defensive rebound by E. Bledsoe,33,13
157,2,8:16.0,,M. Morris misses 2-pt jump shot from 15 ft,33,13
158,2,8:15.0,Defensive rebound by Team,,33,13
159,2,8:15.0,T. Parker enters the game for P. Mills,,33,13
160,2,7:55.0,K. Leonard misses 2-pt jump shot from 9 ft (block by M. Morris),,33,13
161,2,7:52.0,,Defensive rebound by M. Morris,33,13
162,2,7:50.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,33,13
163,2,7:49.0,,Offensive rebound by E. Bledsoe,33,13
164,2,7:41.0,,Turnover by M. Morris (bad pass; steal by K. Leonard),33,13
165,2,7:33.0,M. Belinelli misses 2-pt jump shot from 18 ft,,33,13
166,2,7:32.0,,Defensive rebound by M. Morris,33,13
167,2,7:28.0,,M. Morris makes 2-pt dunk at rim (assist by M. Morris),33,15
168,2,7:05.0,A. Baynes makes 2-pt hook shot from 5 ft (assist by B. Diaw),,35,15
169,2,6:45.0,,M. Morris misses 2-pt jump shot from 12 ft,35,15
170,2,6:44.0,Defensive rebound by K. Leonard,,35,15
171,2,6:39.0,Offensive foul by A. Baynes (drawn by E. Bledsoe),,35,15
172,2,6:39.0,Turnover by A. Baynes (offensive foul),,35,15
173,2,6:39.0,,P. Tucker enters the game for M. Morris,35,15
174,2,6:39.0,T. Splitter enters the game for A. Baynes,,35,15
175,2,6:27.0,,M. Morris makes 2-pt dunk at rim (assist by B. Knight),35,17
176,2,6:25.0,San Antonio full timeout,,35,17
177,2,6:25.0,T. Duncan enters the game for B. Diaw,,35,17
178,2,6:15.0,Turnover by T. Duncan (bad pass; steal by A. Len),,35,17
179,2,6:08.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by B. Knight),35,19
180,2,5:56.0,Personal foul by M. Morris (drawn by T. Parker),,35,19
181,2,5:56.0,,T. Warren enters the game for M. Morris,35,19
182,2,5:56.0,D. Green enters the game for M. Belinelli,,35,19
183,2,5:47.0,K. Leonard misses 2-pt jump shot from 7 ft,,35,19
184,2,5:46.0,Offensive rebound by Team,,35,19
185,2,5:46.0,M. Ginóbili enters the game for T. Splitter,,35,19
186,2,5:43.0,D. Green makes 2-pt jump shot from 19 ft (assist by M. Ginóbili),,37,19
187,2,5:28.0,,P. Tucker misses 2-pt jump shot from 17 ft,37,19
188,2,5:27.0,Defensive rebound by K. Leonard,,37,19
189,2,5:22.0,,Offensive charge foul by T. Duncan (drawn by B. Knight),37,19
190,2,5:22.0,Turnover by T. Duncan (offensive foul),,37,19
191,2,5:14.0,,Shooting foul by K. Leonard (drawn by E. Bledsoe),37,19
192,2,5:14.0,,E. Bledsoe misses free throw 1 of 2,37,19
193,2,5:14.0,,Offensive rebound by Team,37,19
194,2,5:14.0,,E. Bledsoe makes free throw 2 of 2,37,20
195,2,4:57.0,T. Duncan makes 2-pt hook shot from 5 ft (assist by T. Parker),,39,20
196,2,4:38.0,,Shooting foul by T. Duncan (drawn by E. Bledsoe),39,20
197,2,4:38.0,,E. Bledsoe makes free throw 1 of 2,39,21
198,2,4:38.0,,M. Thornton enters the game for B. Knight,39,21
199,2,4:38.0,,E. Bledsoe makes free throw 2 of 2,39,22
200,2,4:21.0,T. Parker misses 2-pt jump shot from 18 ft,,39,22
201,2,4:21.0,,Defensive rebound by Team,39,22
202,2,4:09.0,,A. Len misses 2-pt jump shot from 8 ft,39,22
203,2,4:08.0,Defensive rebound by T. Duncan,,39,22
204,2,4:07.0,Personal foul by T. Warren (drawn by T. Duncan),,39,22
205,2,3:53.0,D. Green makes 3-pt jump shot from 26 ft (assist by M. Ginóbili),,42,22
206,2,3:31.0,,T. Warren misses 2-pt jump shot from 9 ft,42,22
207,2,3:31.0,,Offensive rebound by Team,42,22
208,2,3:18.0,,P. Tucker misses 3-pt jump shot from 24 ft,42,22
209,2,3:17.0,Defensive rebound by M. Ginóbili,,42,22
210,2,3:09.0,M. Ginóbili misses 2-pt jump shot from 11 ft,,42,22
211,2,3:08.0,,Defensive rebound by E. Bledsoe,42,22
212,2,3:02.0,,T. Warren makes 2-pt layup at rim (assist by M. Thornton),42,24
213,2,3:02.0,San Antonio full timeout,,42,24
214,2,2:47.0,T. Parker misses 2-pt layup at rim,,42,24
215,2,2:46.0,Offensive rebound by T. Duncan,,42,24
216,2,2:39.0,K. Leonard makes 2-pt layup at rim (assist by T. Duncan),,44,24
217,2,2:26.0,,Turnover by E. Bledsoe (traveling),44,24
218,2,2:26.0,,Phoenix full timeout,44,24
219,2,2:06.0,T. Parker makes 2-pt layup from 1 ft (assist by M. Ginóbili),,46,24
220,2,1:52.0,,M. Thornton misses 2-pt jump shot from 16 ft,46,24
221,2,1:51.0,Defensive rebound by D. Green,,46,24
222,2,1:42.0,T. Parker misses 2-pt jump shot from 3 ft,,46,24
223,2,1:41.0,,Defensive rebound by A. Len,46,24
224,2,1:28.0,,Turnover by P. Tucker (bad pass; steal by K. Leonard),46,24
225,2,1:27.0,Personal foul by P. Tucker (drawn by K. Leonard),,46,24
226,2,1:27.0,K. Leonard makes free throw 1 of 2,,47,24
227,2,1:27.0,K. Leonard makes free throw 2 of 2,,48,24
228,2,1:15.0,,A. Len misses 2-pt layup from 2 ft (block by K. Leonard),48,24
229,2,1:15.0,Offensive rebound by Team,,48,24
230,2,0:55.0,K. Leonard misses 3-pt jump shot from 24 ft,,48,24
231,2,0:54.0,,Defensive rebound by P. Tucker,48,24
232,2,0:46.0,,M. Thornton misses 2-pt jump shot from 7 ft,48,24
233,2,0:44.0,Defensive rebound by T. Duncan,,48,24
234,2,0:33.0,T. Duncan misses 2-pt jump shot from 19 ft,,48,24
235,2,0:32.0,,Defensive rebound by Team,48,24
236,2,0:10.0,,M. Thornton misses 3-pt jump shot from 24 ft,48,24
237,2,0:09.0,Defensive rebound by M. Ginóbili,,48,24
238,2,0:01.0,D. Green makes 3-pt jump shot from 25 ft,,51,24
239,3,11:45.0,,M. Morris misses 3-pt jump shot from 24 ft,51,24
240,3,11:42.0,Defensive rebound by K. Leonard,,51,24
241,3,11:36.0,K. Leonard makes 2-pt hook shot from 6 ft,,53,24
242,3,11:17.0,,G. Green makes 2-pt jump shot from 19 ft (assist by M. Morris),53,26
243,3,11:09.0,Personal foul by M. Morris (drawn by T. Splitter),,53,26
244,3,11:03.0,K. Leonard misses 2-pt jump shot from 19 ft,,53,26
245,3,11:02.0,Offensive rebound by T. Duncan,,53,26
246,3,10:46.0,T. Parker makes 2-pt jump shot from 19 ft,,55,26
247,3,10:33.0,,G. Green makes 2-pt jump shot from 17 ft (assist by M. Morris),55,28
248,3,10:18.0,T. Parker misses 3-pt jump shot from 23 ft,,55,28
249,3,10:17.0,,Defensive rebound by P. Tucker,55,28
250,3,10:09.0,,Shooting foul by T. Duncan (drawn by M. Morris),55,28
251,3,10:09.0,,M. Morris makes free throw 1 of 2,55,29
252,3,10:09.0,,M. Morris misses free throw 2 of 2,55,29
253,3,10:08.0,Defensive rebound by K. Leonard,,55,29
254,3,9:52.0,D. Green misses 3-pt jump shot from 25 ft,,55,29
255,3,9:51.0,,Defensive rebound by P. Tucker,55,29
256,3,9:45.0,,G. Green misses 3-pt jump shot from 24 ft,55,29
257,3,9:43.0,Defensive rebound by D. Green,,55,29
258,3,9:31.0,T. Splitter misses 2-pt hook shot from 7 ft,,55,29
259,3,9:30.0,,Defensive rebound by E. Bledsoe,55,29
260,3,9:23.0,,G. Green misses 3-pt jump shot from 24 ft,55,29
261,3,9:22.0,Defensive rebound by D. Green,,55,29
262,3,9:18.0,Turnover by D. Green (bad pass; steal by M. Morris),,55,29
263,3,9:08.0,,P. Tucker misses 3-pt jump shot from 23 ft,55,29
264,3,9:07.0,Defensive rebound by T. Splitter,,55,29
265,3,8:56.0,K. Leonard makes 2-pt jump shot from 16 ft,,57,29
266,3,8:37.0,,Offensive foul by M. Morris (drawn by T. Splitter),57,29
267,3,8:37.0,,Turnover by M. Morris (offensive foul),57,29
268,3,8:16.0,T. Parker makes 2-pt layup from 1 ft,,59,29
269,3,7:59.0,,M. Morris misses 2-pt jump shot from 5 ft,59,29
270,3,7:58.0,Defensive rebound by Team,,59,29
271,3,7:44.0,T. Splitter makes 2-pt layup at rim (assist by T. Parker),,61,29
272,3,7:44.0,Shooting foul by A. Len (drawn by T. Splitter),,61,29
273,3,7:44.0,T. Splitter misses free throw 1 of 1,,61,29
274,3,7:44.0,,Defensive rebound by A. Len,61,29
275,3,7:26.0,,G. Green misses 3-pt jump shot from 24 ft,61,29
276,3,7:25.0,Defensive rebound by T. Duncan,,61,29
277,3,7:16.0,K. Leonard misses 2-pt jump shot from 10 ft,,61,29
278,3,7:15.0,,Defensive rebound by E. Bledsoe,61,29
279,3,7:00.0,,M. Morris misses 2-pt layup from 1 ft (block by T. Splitter),61,29
280,3,6:58.0,Defensive rebound by T. Duncan,,61,29
281,3,6:54.0,T. Parker misses 2-pt layup at rim,,61,29
282,3,6:53.0,,Defensive rebound by A. Len,61,29
283,3,6:44.0,,P. Tucker misses 2-pt hook shot from 5 ft,61,29
284,3,6:41.0,Defensive rebound by D. Green,,61,29
285,3,6:36.0,San Antonio full timeout,,61,29
286,3,6:36.0,,B. Wright enters the game for M. Morris,61,29
287,3,6:21.0,T. Parker misses 3-pt jump shot from 23 ft,,61,29
288,3,6:20.0,,Defensive rebound by P. Tucker,61,29
289,3,5:55.0,,E. Bledsoe misses 2-pt jump shot from 11 ft,61,29
290,3,5:54.0,Defensive rebound by D. Green,,61,29
291,3,5:40.0,T. Duncan makes 2-pt jump shot from 11 ft,,63,29
292,3,5:22.0,,P. Tucker makes 3-pt jump shot from 24 ft,63,32
293,3,5:11.0,D. Green misses 2-pt jump shot from 13 ft,,63,32
294,3,5:10.0,,Defensive rebound by P. Tucker,63,32
295,3,4:56.0,,E. Bledsoe makes 2-pt layup from 1 ft,63,34
296,3,4:56.0,,Shooting foul by T. Splitter (drawn by E. Bledsoe),63,34
297,3,4:56.0,,M. Morris enters the game for A. Len,63,34
298,3,4:56.0,M. Ginóbili enters the game for T. Duncan,,63,34
299,3,4:56.0,A. Baynes enters the game for D. Green,,63,34
300,3,4:56.0,P. Mills enters the game for T. Parker,,63,34
301,3,4:56.0,,E. Bledsoe makes free throw 1 of 1,63,35
302,3,4:45.0,P. Mills misses 3-pt jump shot from 24 ft,,63,35
303,3,4:44.0,Offensive rebound by Team,,63,35
304,3,4:43.0,,Loose ball foul by P. Tucker (drawn by A. Baynes),63,35
305,3,4:36.0,Shooting foul by M. Morris (drawn by A. Baynes),,63,35
306,3,4:36.0,A. Baynes makes free throw 1 of 2,,64,35
307,3,4:36.0,A. Baynes makes free throw 2 of 2,,65,35
308,3,4:21.0,,Turnover by G. Green (lost ball),65,35
309,3,4:21.0,B. Diaw enters the game for T. Splitter,,65,35
310,3,4:21.0,,A. Goodwin enters the game for G. Green,65,35
311,3,4:09.0,B. Diaw misses 2-pt jump shot from 11 ft,,65,35
312,3,4:07.0,Offensive rebound by A. Baynes,,65,35
313,3,4:04.0,Turnover by A. Baynes (lost ball; steal by B. Wright),,65,35
314,3,4:00.0,,Shooting foul by B. Diaw (drawn by P. Tucker),65,35
315,3,4:00.0,,P. Tucker makes free throw 1 of 2,65,36
316,3,4:00.0,,P. Tucker makes free throw 2 of 2,65,37
317,3,3:48.0,K. Leonard misses 2-pt layup from 2 ft,,65,37
318,3,3:47.0,,Defensive rebound by A. Goodwin,65,37
319,3,3:40.0,,Turnover by M. Morris (bad pass; steal by P. Mills),65,37
320,3,3:34.0,K. Leonard makes 2-pt layup from 1 ft (assist by M. Ginóbili),,67,37
321,3,3:14.0,,M. Morris makes 2-pt layup from 1 ft (assist by A. Goodwin),67,39
322,3,2:51.0,P. Mills misses 3-pt jump shot from 23 ft,,67,39
323,3,2:51.0,,Defensive rebound by E. Bledsoe,67,39
324,3,2:41.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,67,39
325,3,2:40.0,Defensive rebound by B. Diaw,,67,39
326,3,2:32.0,K. Leonard misses 2-pt jump shot from 15 ft,,67,39
327,3,2:30.0,Offensive rebound by A. Baynes,,67,39
328,3,2:16.0,B. Diaw makes 2-pt jump shot from 18 ft (assist by P. Mills),,69,39
329,3,2:04.0,,A. Goodwin misses 2-pt layup from 1 ft,69,39
330,3,2:03.0,,Offensive rebound by B. Wright,69,39
331,3,2:03.0,,Shooting foul by A. Baynes (drawn by B. Wright),69,39
332,3,2:03.0,,Phoenix full timeout,69,39
333,3,2:03.0,,R. Bullock enters the game for P. Tucker,69,39
334,3,2:03.0,M. Belinelli enters the game for K. Leonard,,69,39
335,3,2:03.0,,B. Wright makes free throw 1 of 2,69,40
336,3,2:03.0,,B. Wright makes free throw 2 of 2,69,41
337,3,1:45.0,M. Ginóbili misses 2-pt jump shot from 5 ft (block by B. Wright),,69,41
338,3,1:42.0,,Defensive rebound by M. Morris,69,41
339,3,1:40.0,,A. Goodwin misses 2-pt layup from 1 ft,69,41
340,3,1:39.0,,Offensive rebound by M. Morris,69,41
341,3,1:36.0,,M. Morris misses 2-pt layup from 1 ft,69,41
342,3,1:35.0,,Offensive rebound by A. Goodwin,69,41
343,3,1:30.0,,R. Bullock misses 2-pt jump shot from 18 ft,69,41
344,3,1:29.0,Defensive rebound by B. Diaw,,69,41
345,3,1:16.0,P. Mills misses 2-pt layup from 1 ft (block by R. Bullock),,69,41
346,3,1:16.0,Offensive rebound by Team,,69,41
347,3,1:16.0,Personal foul by E. Bledsoe (drawn by P. Mills),,69,41
348,3,1:16.0,P. Mills makes free throw 1 of 2,,70,41
349,3,1:16.0,P. Mills makes free throw 2 of 2,,71,41
350,3,1:03.0,Offensive charge foul by A. Goodwin (drawn by M. Ginóbili),,71,41
351,3,1:03.0,,Turnover by A. Goodwin (offensive foul),71,41
352,3,0:47.0,B. Diaw makes 2-pt layup from 2 ft (assist by M. Ginóbili),,73,41
353,3,0:30.0,,M. Morris misses 2-pt jump shot from 3 ft,73,41
354,3,0:29.0,Defensive rebound by A. Baynes,,73,41
355,3,0:08.0,M. Belinelli makes 2-pt jump shot from 10 ft,,75,41
356,3,0:01.0,,A. Goodwin misses 2-pt jump shot from 17 ft,75,41
357,3,0:00.0,Defensive rebound by M. Belinelli,,75,41
358,4,11:40.0,P. Mills misses 3-pt jump shot from 24 ft,,75,41
359,4,11:38.0,,Defensive rebound by Team,75,41
360,4,11:19.0,,Turnover by T. Warren (bad pass),75,41
361,4,11:02.0,B. Diaw misses 2-pt hook shot from 6 ft,,75,41
362,4,11:00.0,,Defensive rebound by A. Len,75,41
363,4,10:49.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Bullock),75,44
364,4,10:23.0,B. Diaw misses 2-pt jump shot from 9 ft,,75,44
365,4,10:22.0,,Defensive rebound by A. Len,75,44
366,4,10:13.0,,A. Len makes 2-pt hook shot from 3 ft (assist by A. Goodwin),75,46
367,4,10:01.0,Offensive foul by J. Ayres (drawn by T. Warren),,75,46
368,4,10:01.0,Turnover by J. Ayres (offensive foul),,75,46
369,4,9:51.0,,Turnover by A. Goodwin (bad pass),75,46
370,4,9:36.0,C. Joseph misses 2-pt layup from 2 ft,,75,46
371,4,9:35.0,,Defensive rebound by M. Morris,75,46
372,4,9:30.0,,M. Morris makes 3-pt jump shot from 25 ft,75,49
373,4,9:11.0,B. Diaw misses 3-pt jump shot from 24 ft,,75,49
374,4,9:06.0,,Defensive rebound by Team,75,49
375,4,9:06.0,M. Bonner enters the game for P. Mills,,75,49
376,4,8:59.0,,Personal foul by M. Belinelli (drawn by A. Goodwin),75,49
377,4,8:59.0,Official timeout,,75,49
378,4,8:43.0,,M. Morris makes 3-pt jump shot from 24 ft,75,52
379,4,8:28.0,Turnover by C. Joseph (bad pass; steal by M. Morris),,75,52
380,4,8:24.0,,M. Morris makes 2-pt layup at rim,75,54
381,4,8:24.0,,Shooting foul by C. Joseph (drawn by M. Morris),75,54
382,4,8:24.0,A. Baynes enters the game for J. Ayres,,75,54
383,4,8:24.0,,M. Morris makes free throw 1 of 1,75,55
384,4,8:12.0,B. Diaw makes 2-pt layup at rim,,77,55
385,4,8:02.0,,Turnover by R. Bullock (lost ball; steal by C. Joseph),77,55
386,4,7:56.0,M. Belinelli misses 3-pt jump shot from 25 ft,,77,55
387,4,7:55.0,,Defensive rebound by A. Len,77,55
388,4,7:43.0,,M. Morris misses 2-pt jump shot from 3 ft,77,55
389,4,7:42.0,Defensive rebound by M. Bonner,,77,55
390,4,7:27.0,B. Diaw misses 2-pt layup at rim,,77,55
391,4,7:25.0,,Defensive rebound by T. Warren,77,55
392,4,7:04.0,,Personal block foul by A. Baynes (drawn by A. Len),77,55
393,4,7:04.0,K. Leonard enters the game for M. Bonner,,77,55
