,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MINNESOTA_ACTION,BROOKLYN_SCORE,MINNESOTA_SCORE
383,4,3:10.0,,C. Budinger makes 2-pt jump shot from 5 ft (assist by L. Brown),117,100
384,4,2:54.0,Turnover by B. Bogdanović (discontinued dribble),,117,100
385,4,2:54.0,Brooklyn full timeout,,117,100
386,4,2:54.0,,A. Payne enters the game for J. Hamilton,117,100
387,4,2:54.0,,Z. LaVine enters the game for L. Brown,117,100
388,4,2:30.0,,A. Wiggins misses 2-pt jump shot from 20 ft,117,100
389,4,2:29.0,Defensive rebound by J. Jack,,117,100
390,4,2:13.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,117,100
391,4,2:12.0,,Defensive rebound by A. Wiggins,117,100
392,4,2:02.0,,A. Payne makes 2-pt jump shot from 20 ft (assist by C. Budinger),117,102
393,4,2:00.0,Brooklyn full timeout,,117,102
394,4,2:00.0,J. Jordan enters the game for M. Plumlee,,117,102
395,4,2:00.0,C. Jefferson enters the game for T. Young,,117,102
396,4,2:00.0,D. Morris enters the game for J. Jack,,117,102
397,4,1:45.0,A. Anderson misses 2-pt jump shot from 12 ft,,117,102
398,4,1:44.0,,Defensive rebound by Z. LaVine,117,102
399,4,1:37.0,,Z. LaVine makes 2-pt layup from 2 ft,117,104
400,4,1:36.0,Turnover by J. Jordan (bad pass; steal by G. Dieng),,117,104
401,4,1:33.0,,Z. LaVine makes 2-pt layup from 1 ft,117,106
402,4,1:14.0,J. Jordan makes 2-pt layup from 1 ft,,119,106
403,4,0:58.0,,Personal foul by C. Jefferson (drawn by A. Payne),119,106
404,4,0:47.0,,C. Budinger misses 2-pt jump shot from 16 ft,119,106
405,4,0:46.0,,Offensive rebound by A. Wiggins,119,106
406,4,0:44.0,,A. Wiggins misses 2-pt layup at rim,119,106
407,4,0:42.0,Defensive rebound by A. Anderson,,119,106
408,4,0:26.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,119,106
409,4,0:25.0,Offensive rebound by D. Morris,,119,106
410,4,0:04.0,A. Anderson makes 3-pt jump shot from 24 ft (assist by D. Morris),,122,106
411,4,0:01.0,,Z. LaVine misses 3-pt jump shot from 28 ft,122,106
412,4,0:00.0,,Offensive rebound by Team,122,106
