,QUARTER,TIME_REMAINING,PHOENIX_ACTION,TORONTO_ACTION,PHOENIX_SCORE,TORONTO_SCORE
46,1,6:29.0,,Turnover by A. Johnson (bad pass; steal by E. Bledsoe),14,10
47,1,6:25.0,E. Bledsoe makes 3-pt jump shot from 22 ft,,17,10
48,1,6:20.0,,Toronto full timeout,17,10
49,1,6:20.0,,L. Williams enters the game for T. Ross,17,10
50,1,6:20.0,,P. Patterson enters the game for A. Johnson,17,10
51,1,6:12.0,,K. Lowry makes 2-pt jump shot from 10 ft,17,12
52,1,5:59.0,Offensive foul by M. Morris (drawn by D. DeRozan),,17,12
53,1,5:59.0,Turnover by M. Morris (offensive foul),,17,12
54,1,5:42.0,,K. Lowry makes 2-pt layup from 2 ft (assist by P. Patterson),17,14
55,1,5:24.0,M. Morris makes 2-pt jump shot from 9 ft,,19,14
56,1,5:09.0,,L. Williams makes 3-pt jump shot from 22 ft,19,17
57,1,4:48.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,19,17
58,1,4:47.0,,Defensive rebound by P. Patterson,19,17
59,1,4:40.0,,Shooting foul by A. Len (drawn by J. Valančiūnas),19,17
60,1,4:40.0,,J. Valančiūnas makes free throw 1 of 2,19,18
61,1,4:40.0,,J. Valančiūnas makes free throw 2 of 2,19,19
62,1,4:25.0,G. Green enters the game for G. Dragić,,19,19
63,1,4:15.0,M. Morris misses 2-pt jump shot from 12 ft,,19,19
64,1,4:14.0,,Defensive rebound by J. Valančiūnas,19,19
65,1,4:01.0,,D. DeRozan makes 2-pt jump shot from 12 ft (assist by K. Lowry),19,21
66,1,3:31.0,M. Morris misses 3-pt jump shot from 23 ft,,19,21
67,1,3:31.0,,Defensive rebound by L. Williams,19,21
68,1,3:24.0,,L. Williams misses 2-pt jump shot from 5 ft,19,21
69,1,3:23.0,Defensive rebound by A. Len,,19,21
70,1,3:14.0,G. Green misses 3-pt jump shot from 25 ft,,19,21
71,1,3:12.0,,Defensive rebound by K. Lowry,19,21
72,1,3:10.0,P. Tucker enters the game for M. Morris,,19,21
73,1,3:01.0,,Shooting foul by P. Tucker (drawn by D. DeRozan),19,21
74,1,3:01.0,,D. DeRozan makes free throw 1 of 2,19,22
75,1,3:01.0,,D. DeRozan misses free throw 2 of 2,19,22
76,1,3:00.0,Defensive rebound by P. Tucker,,19,22
77,1,2:48.0,G. Green misses 2-pt jump shot from 11 ft,,19,22
78,1,2:47.0,Offensive rebound by M. Morris,,19,22
79,1,2:43.0,M. Morris misses 2-pt layup from 2 ft,,19,22
80,1,2:41.0,,Defensive rebound by K. Lowry,19,22
81,1,2:36.0,,K. Lowry misses 3-pt jump shot from 23 ft,19,22
82,1,2:35.0,Defensive rebound by P. Tucker,,19,22
83,1,2:27.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,19,22
84,1,2:25.0,,Defensive rebound by P. Patterson,19,22
85,1,2:19.0,,D. DeRozan makes 2-pt jump shot from 3 ft (assist by P. Patterson),19,24
86,1,2:13.0,Phoenix full timeout,,19,24
87,1,2:13.0,,G. Vásquez enters the game for K. Lowry,19,24
88,1,2:03.0,G. Green makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,22,24
89,1,1:44.0,,D. DeRozan misses 2-pt jump shot from 17 ft,22,24
90,1,1:43.0,,Offensive rebound by Team,22,24
91,1,1:43.0,I. Thomas enters the game for E. Bledsoe,,22,24
92,1,1:36.0,,J. Valančiūnas makes 2-pt jump shot from 2 ft (assist by P. Patterson),22,26
93,1,1:16.0,I. Thomas makes 2-pt hook shot from 4 ft,,24,26
94,1,0:55.0,,G. Vásquez misses 2-pt jump shot from 17 ft,24,26
95,1,0:55.0,,Offensive rebound by Team,24,26
96,1,0:55.0,Loose ball foul by A. Len (drawn by J. Valančiūnas),,24,26
97,1,0:55.0,,J. Valančiūnas makes free throw 1 of 2,24,27
98,1,0:55.0,,J. Valančiūnas misses free throw 2 of 2,24,27
99,1,0:53.0,Defensive rebound by P. Tucker,,24,27
100,1,0:30.0,M. Morris makes 2-pt jump shot from 13 ft,,26,27
101,1,0:08.0,,L. Williams misses 2-pt jump shot from 20 ft,26,27
102,1,0:07.0,,Offensive rebound by J. Valančiūnas,26,27
103,1,0:06.0,,J. Valančiūnas makes 2-pt tip-in at rim,26,29
104,1,0:00.0,M. Morris misses 3-pt jump shot from 26 ft,,26,29
105,1,0:00.0,Offensive rebound by Team,,26,29
106,2,11:46.0,I. Thomas misses 2-pt jump shot from 9 ft,,26,29
107,2,11:45.0,Offensive rebound by M. Plumlee,,26,29
108,2,11:40.0,Personal foul by J. Johnson (drawn by G. Green),,26,29
109,2,11:27.0,P. Tucker misses 2-pt jump shot from 4 ft,,26,29
110,2,11:25.0,,Defensive rebound by J. Johnson,26,29
111,2,11:13.0,,Shooting foul by M. Plumlee (drawn by L. Williams),26,29
112,2,11:13.0,,L. Williams makes free throw 1 of 2,26,30
113,2,11:13.0,S. Randolph enters the game for M. Plumlee,,26,30
114,2,11:13.0,,L. Williams makes free throw 2 of 2,26,31
115,2,10:59.0,I. Thomas makes 2-pt jump shot from 17 ft,,28,31
116,2,10:48.0,,G. Vásquez misses 3-pt jump shot from 25 ft,28,31
117,2,10:46.0,Defensive rebound by S. Randolph,,28,31
118,2,10:36.0,G. Green misses 2-pt jump shot from 16 ft,,28,31
119,2,10:34.0,Offensive rebound by G. Green,,28,31
120,2,10:33.0,G. Green makes 2-pt layup from 2 ft,,30,31
121,2,10:16.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by G. Vásquez),30,34
122,2,10:02.0,Personal block foul by J. Johnson (drawn by G. Green),,30,34
123,2,9:57.0,G. Green makes 2-pt jump shot from 18 ft (assist by I. Thomas),,32,34
124,2,9:47.0,,L. Williams makes 2-pt jump shot from 18 ft,32,36
125,2,9:39.0,P. Tucker makes 2-pt hook shot from 3 ft,,34,36
126,2,9:29.0,,C. Hayes makes 2-pt hook shot from 10 ft (assist by L. Williams),34,38
127,2,9:16.0,I. Thomas misses 3-pt jump shot from 24 ft,,34,38
128,2,9:15.0,,Defensive rebound by Team,34,38
129,2,8:57.0,,Turnover by G. Vásquez (bad pass; steal by I. Thomas),34,38
130,2,8:55.0,Personal foul by L. Williams (drawn by I. Thomas),,34,38
131,2,8:55.0,Official timeout,,34,38
132,2,8:45.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by P. Tucker),,37,38
133,2,8:30.0,,Personal foul by P. Tucker (drawn by L. Williams),37,38
134,2,8:22.0,,L. Williams makes 2-pt jump shot from 14 ft,37,40
135,2,8:06.0,Turnover by G. Green (bad pass; steal by J. Johnson),,37,40
136,2,8:04.0,,Personal foul by G. Green (drawn by G. Vásquez),37,40
137,2,8:04.0,,T. Ross enters the game for J. Johnson,37,40
138,2,7:54.0,,L. Williams misses 3-pt jump shot from 26 ft,37,40
139,2,7:53.0,Defensive rebound by A. Tolliver,,37,40
140,2,7:48.0,Personal foul by P. Patterson (drawn by I. Thomas),,37,40
141,2,7:48.0,E. Bledsoe enters the game for G. Green,,37,40
142,2,7:48.0,G. Dragić enters the game for P. Tucker,,37,40
143,2,7:48.0,,D. DeRozan enters the game for L. Williams,37,40
144,2,7:31.0,A. Tolliver misses 3-pt jump shot from 25 ft,,37,40
145,2,7:30.0,Offensive rebound by E. Bledsoe,,37,40
146,2,7:25.0,E. Bledsoe makes 2-pt layup from 1 ft,,39,40
147,2,7:11.0,,D. DeRozan makes 2-pt jump shot from 8 ft,39,42
148,2,6:59.0,G. Dragić misses 3-pt jump shot from 24 ft,,39,42
149,2,6:58.0,,Defensive rebound by T. Ross,39,42
150,2,6:47.0,,Toronto full timeout,39,42
151,2,6:47.0,,K. Lowry enters the game for G. Vásquez,39,42
152,2,6:42.0,,T. Ross makes 2-pt dunk at rim (assist by C. Hayes),39,44
153,2,6:28.0,E. Bledsoe misses 2-pt dunk at rim,,39,44
154,2,6:26.0,,Defensive rebound by Team,39,44
155,2,6:21.0,,Personal foul by E. Bledsoe (drawn by D. DeRozan),39,44
156,2,6:21.0,,A. Johnson enters the game for C. Hayes,39,44
157,2,6:09.0,,Turnover by D. DeRozan (traveling),39,44
158,2,5:52.0,,J. Valančiūnas enters the game for P. Patterson,39,44
159,2,5:46.0,G. Dragić misses 2-pt jump shot from 8 ft,,39,44
160,2,5:45.0,,Defensive rebound by J. Valančiūnas,39,44
161,2,5:33.0,,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by A. Johnson),39,46
162,2,5:28.0,Turnover by E. Bledsoe (bad pass; steal by D. DeRozan),,39,46
163,2,5:27.0,Technical foul by I. Thomas,,39,46
164,2,5:27.0,,D. DeRozan misses technical free throw,39,46
165,2,5:27.0,,Offensive rebound by Team,39,46
166,2,5:27.0,P. Tucker enters the game for I. Thomas,,39,46
167,2,5:27.0,M. Morris enters the game for A. Tolliver,,39,46
168,2,5:27.0,G. Green enters the game for S. Randolph,,39,46
169,2,5:11.0,,D. DeRozan misses 2-pt jump shot from 20 ft,39,46
170,2,5:10.0,,Offensive rebound by J. Valančiūnas,39,46
171,2,5:07.0,,J. Valančiūnas misses 2-pt hook shot from 1 ft,39,46
172,2,5:06.0,Defensive rebound by M. Morris,,39,46
173,2,5:02.0,Turnover by G. Dragić (lost ball),,39,46
174,2,4:50.0,,Shooting foul by G. Dragić (drawn by T. Ross),39,46
175,2,4:50.0,,T. Ross makes free throw 1 of 3,39,47
176,2,4:50.0,,T. Ross makes free throw 2 of 3,39,48
177,2,4:50.0,M. Morris enters the game for G. Dragić,,39,48
178,2,4:50.0,,T. Ross makes free throw 3 of 3,39,49
179,2,4:37.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by M. Morris),,42,49
180,2,4:18.0,,Turnover by K. Lowry (offensive foul),42,49
181,2,4:18.0,Offensive charge foul by K. Lowry (drawn by M. Morris),,42,49
182,2,4:00.0,M. Morris makes 2-pt jump shot from 11 ft,,44,49
183,2,3:46.0,,A. Johnson misses 2-pt jump shot from 4 ft,44,49
184,2,3:45.0,,Offensive rebound by Team,44,49
185,2,3:38.0,,K. Lowry misses 3-pt jump shot from 24 ft,44,49
186,2,3:37.0,Defensive rebound by P. Tucker,,44,49
187,2,3:26.0,Shooting foul by K. Lowry (drawn by M. Morris),,44,49
188,2,3:26.0,M. Morris misses free throw 1 of 2,,44,49
189,2,3:26.0,Offensive rebound by Team,,44,49
190,2,3:26.0,M. Morris makes free throw 2 of 2,,45,49
191,2,3:11.0,,K. Lowry misses 2-pt layup from 1 ft,45,49
192,2,3:10.0,Defensive rebound by M. Morris,,45,49
193,2,2:49.0,G. Green misses 2-pt jump shot from 14 ft,,45,49
194,2,2:48.0,Offensive rebound by M. Morris,,45,49
195,2,2:44.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,45,49
196,2,2:42.0,,Defensive rebound by J. Valančiūnas,45,49
197,2,2:36.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by K. Lowry),45,52
198,2,2:12.0,M. Morris misses 3-pt jump shot from 23 ft,,45,52
199,2,2:11.0,,Defensive rebound by T. Ross,45,52
200,2,2:05.0,,Toronto full timeout,45,52
201,2,2:05.0,Phoenix full timeout,,45,52
202,2,1:53.0,,D. DeRozan misses 2-pt jump shot from 15 ft,45,52
203,2,1:51.0,Defensive rebound by P. Tucker,,45,52
204,2,1:32.0,M. Morris misses 2-pt jump shot from 14 ft,,45,52
205,2,1:31.0,,Defensive rebound by T. Ross,45,52
206,2,1:20.0,,T. Ross misses 2-pt jump shot from 18 ft,45,52
207,2,1:19.0,Defensive rebound by M. Morris,,45,52
208,2,1:14.0,G. Green makes 2-pt dunk at rim,,47,52
209,2,1:00.0,,K. Lowry misses 2-pt jump shot from 4 ft (block by M. Morris),47,52
210,2,0:58.0,,Offensive rebound by K. Lowry,47,52
211,2,0:57.0,,K. Lowry misses 2-pt jump shot from 2 ft,47,52
212,2,0:56.0,Defensive rebound by E. Bledsoe,,47,52
213,2,0:56.0,Personal foul by D. DeRozan (drawn by E. Bledsoe),,47,52
214,2,0:56.0,E. Bledsoe misses free throw 1 of 2,,47,52
215,2,0:56.0,Offensive rebound by Team,,47,52
216,2,0:56.0,,L. Williams enters the game for J. Valančiūnas,47,52
217,2,0:56.0,E. Bledsoe makes free throw 2 of 2,,48,52
218,2,0:36.0,,Turnover by A. Johnson (lost ball; steal by M. Morris),48,52
219,2,0:26.0,Turnover by G. Green (kicked ball),,48,52
220,2,0:05.0,,K. Lowry makes 2-pt layup from 2 ft (assist by D. DeRozan),48,54
221,2,0:00.0,E. Bledsoe misses 2-pt layup from 2 ft,,48,54
222,2,0:00.0,,Defensive rebound by T. Ross,48,54
223,3,11:47.0,Personal foul by A. Johnson (drawn by E. Bledsoe),,48,54
224,3,11:34.0,M. Morris makes 2-pt layup from 3 ft,,50,54
225,3,11:12.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft,50,56
226,3,10:49.0,G. Dragić makes 2-pt layup from 2 ft (assist by E. Bledsoe),,52,56
227,3,10:33.0,,J. Valančiūnas makes 2-pt layup from 2 ft,52,58
228,3,10:16.0,G. Dragić makes 2-pt layup from 2 ft (assist by M. Plumlee),,54,58
229,3,9:58.0,,Shooting foul by M. Morris (drawn by K. Lowry),54,58
230,3,9:58.0,,K. Lowry makes free throw 1 of 2,54,59
231,3,9:58.0,,K. Lowry makes free throw 2 of 2,54,60
232,3,9:37.0,M. Morris makes 2-pt jump shot from 12 ft,,56,60
233,3,9:20.0,,D. DeRozan misses 2-pt layup from 2 ft,56,60
234,3,9:19.0,,Offensive rebound by A. Johnson,56,60
235,3,9:17.0,,A. Johnson makes 2-pt hook shot from 2 ft,56,62
236,3,8:59.0,Turnover by M. Morris (bad pass),,56,62
237,3,8:59.0,A. Len enters the game for M. Plumlee,,56,62
238,3,8:51.0,,Offensive foul by J. Valančiūnas (drawn by A. Len),56,62
239,3,8:51.0,,Turnover by J. Valančiūnas (offensive foul),56,62
240,3,8:38.0,G. Dragić misses 2-pt layup from 2 ft,,56,62
241,3,8:37.0,Offensive rebound by A. Len,,56,62
242,3,8:32.0,M. Morris misses 3-pt jump shot from 22 ft,,56,62
243,3,8:31.0,,Defensive rebound by K. Lowry,56,62
244,3,8:28.0,,Shooting foul by E. Bledsoe (drawn by D. DeRozan),56,62
245,3,8:28.0,,D. DeRozan makes free throw 1 of 2,56,63
246,3,8:28.0,,D. DeRozan misses free throw 2 of 2,56,63
247,3,8:26.0,Defensive rebound by A. Len,,56,63
248,3,8:18.0,Turnover by M. Morris (traveling),,56,63
249,3,8:05.0,,D. DeRozan misses 2-pt layup from 4 ft,56,63
250,3,8:04.0,Defensive rebound by M. Morris,,56,63
251,3,8:00.0,E. Bledsoe makes 2-pt layup at rim (assist by G. Dragić),,58,63
252,3,8:00.0,Shooting foul by K. Lowry (drawn by E. Bledsoe),,58,63
253,3,8:00.0,E. Bledsoe misses free throw 1 of 1,,58,63
254,3,7:59.0,,Defensive rebound by J. Valančiūnas,58,63
255,3,7:47.0,,Shooting foul by M. Morris (drawn by D. DeRozan),58,63
256,3,7:47.0,,D. DeRozan makes free throw 1 of 2,58,64
257,3,7:47.0,,D. DeRozan makes free throw 2 of 2,58,65
258,3,7:36.0,M. Morris misses 3-pt jump shot from 23 ft,,58,65
259,3,7:35.0,,Defensive rebound by J. Valančiūnas,58,65
260,3,7:19.0,,D. DeRozan makes 2-pt jump shot from 15 ft (assist by K. Lowry),58,67
261,3,6:56.0,Turnover by M. Morris (bad pass; steal by A. Johnson),,58,67
262,3,6:52.0,,K. Lowry makes 2-pt layup from 2 ft (assist by A. Johnson),58,69
263,3,6:52.0,Phoenix full timeout,,58,69
264,3,6:52.0,P. Tucker enters the game for M. Morris,,58,69
265,3,6:39.0,M. Morris makes 2-pt jump shot from 10 ft (assist by E. Bledsoe),,60,69
266,3,6:25.0,,Turnover by K. Lowry (bad pass; steal by E. Bledsoe),60,69
267,3,6:20.0,E. Bledsoe misses 2-pt layup from 2 ft (block by K. Lowry),,60,69
268,3,6:16.0,Offensive rebound by P. Tucker,,60,69
269,3,6:13.0,Turnover by P. Tucker (lost ball; steal by K. Lowry),,60,69
270,3,6:10.0,,T. Ross makes 2-pt layup at rim (assist by K. Lowry),60,71
271,3,5:57.0,M. Morris misses 3-pt jump shot from 24 ft,,60,71
272,3,5:56.0,,Defensive rebound by K. Lowry,60,71
273,3,5:47.0,,D. DeRozan misses 2-pt layup from 2 ft (block by E. Bledsoe),60,71
274,3,5:44.0,Defensive rebound by A. Len,,60,71
275,3,5:43.0,Turnover by G. Dragić (offensive foul),,60,71
276,3,5:43.0,,Offensive charge foul by G. Dragić (drawn by K. Lowry),60,71
277,3,5:29.0,,K. Lowry misses 2-pt jump shot from 18 ft,60,71
278,3,5:28.0,Defensive rebound by P. Tucker,,60,71
279,3,5:20.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,63,71
280,3,5:00.0,,T. Ross misses 2-pt jump shot from 10 ft (block by E. Bledsoe),63,71
281,3,4:58.0,Defensive rebound by P. Tucker,,63,71
282,3,4:55.0,G. Dragić makes 2-pt layup from 2 ft (assist by P. Tucker),,65,71
283,3,4:54.0,,Toronto full timeout,65,71
284,3,4:54.0,,L. Williams enters the game for T. Ross,65,71
285,3,4:54.0,,G. Vásquez enters the game for K. Lowry,65,71
286,3,4:45.0,,D. DeRozan misses 2-pt jump shot from 10 ft,65,71
287,3,4:43.0,Defensive rebound by Team,,65,71
288,3,4:40.0,Turnover by E. Bledsoe (palming),,65,71
289,3,4:29.0,,G. Vásquez makes 2-pt jump shot from 16 ft,65,73
290,3,4:12.0,G. Dragić misses 2-pt jump shot from 9 ft,,65,73
291,3,4:11.0,Offensive rebound by G. Dragić,,65,73
292,3,4:06.0,A. Len misses 2-pt jump shot from 9 ft,,65,73
293,3,4:04.0,,Defensive rebound by A. Johnson,65,73
294,3,3:59.0,,Personal foul by P. Tucker (drawn by D. DeRozan),65,73
295,3,3:59.0,,D. DeRozan makes free throw 1 of 2,65,74
296,3,3:59.0,,P. Patterson enters the game for A. Johnson,65,74
297,3,3:59.0,G. Green enters the game for E. Bledsoe,,65,74
298,3,3:59.0,,D. DeRozan misses free throw 2 of 2,65,74
299,3,3:58.0,Defensive rebound by A. Len,,65,74
300,3,3:43.0,Turnover by G. Dragić (lost ball; steal by G. Vásquez),,65,74
301,3,3:37.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by G. Vásquez),65,76
302,3,3:15.0,Def 3 sec tech foul by P. Patterson,,65,76
303,3,3:15.0,G. Green makes technical free throw,,66,76
304,3,3:15.0,A. Tolliver enters the game for M. Morris,,66,76
305,3,3:02.0,A. Tolliver misses 3-pt jump shot from 25 ft,,66,76
306,3,3:01.0,,Defensive rebound by P. Patterson,66,76
307,3,2:54.0,,Turnover by G. Vásquez (bad pass; steal by A. Len),66,76
308,3,2:36.0,G. Green misses 2-pt jump shot from 9 ft,,66,76
309,3,2:36.0,,Defensive rebound by J. Valančiūnas,66,76
310,3,2:20.0,,D. DeRozan misses 2-pt jump shot from 9 ft,66,76
311,3,2:19.0,Defensive rebound by A. Len,,66,76
312,3,2:13.0,Turnover by A. Tolliver (bad pass; steal by L. Williams),,66,76
313,3,2:12.0,,Personal foul by A. Tolliver (drawn by L. Williams),66,76
314,3,2:12.0,,L. Williams misses free throw 1 of 2,66,76
315,3,2:12.0,,Offensive rebound by Team,66,76
316,3,2:12.0,,K. Lowry enters the game for D. DeRozan,66,76
317,3,2:12.0,,L. Williams makes free throw 2 of 2,66,77
318,3,1:56.0,P. Tucker misses 3-pt jump shot from 22 ft,,66,77
319,3,1:55.0,,Defensive rebound by P. Patterson,66,77
320,3,1:41.0,,K. Lowry makes 2-pt layup from 3 ft (assist by P. Patterson),66,79
321,3,1:23.0,Turnover by G. Dragić (bad pass; steal by L. Williams),,66,79
322,3,1:19.0,Offensive charge foul by K. Lowry (drawn by A. Tolliver),,66,79
323,3,1:19.0,,Turnover by K. Lowry (offensive foul),66,79
324,3,1:19.0,I. Thomas enters the game for G. Dragić,,66,79
325,3,1:06.0,A. Len misses 2-pt jump shot from 18 ft,,66,79
326,3,1:05.0,,Defensive rebound by G. Vásquez,66,79
327,3,0:51.0,,G. Vásquez misses 3-pt jump shot from 27 ft,66,79
328,3,0:50.0,Defensive rebound by Team,,66,79
329,3,0:36.0,I. Thomas misses 2-pt jump shot from 9 ft (block by L. Williams),,66,79
330,3,0:34.0,,Defensive rebound by K. Lowry,66,79
331,3,0:27.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by K. Lowry),66,81
332,3,0:10.0,Personal foul by G. Vásquez (drawn by I. Thomas),,66,81
333,3,0:10.0,,T. Ross enters the game for K. Lowry,66,81
334,3,0:01.0,I. Thomas misses 3-pt jump shot from 27 ft,,66,81
335,3,0:00.0,Offensive rebound by Team,,66,81
336,4,11:50.0,,L. Williams misses 3-pt jump shot from 24 ft,66,81
337,4,11:49.0,Defensive rebound by A. Len,,66,81
338,4,11:26.0,A. Len misses 2-pt jump shot from 9 ft,,66,81
339,4,11:25.0,,Defensive rebound by L. Williams,66,81
340,4,11:09.0,,C. Hayes makes 2-pt jump shot from 1 ft (assist by G. Vásquez),66,83
341,4,11:09.0,Phoenix full timeout,,66,83
342,4,11:09.0,M. Morris enters the game for A. Len,,66,83
343,4,11:09.0,E. Bledsoe enters the game for A. Tolliver,,66,83
344,4,10:58.0,E. Bledsoe makes 3-pt jump shot from 22 ft (assist by P. Tucker),,69,83
345,4,10:38.0,,C. Hayes misses 2-pt layup from 2 ft,69,83
346,4,10:37.0,Defensive rebound by M. Morris,,69,83
347,4,10:29.0,M. Morris makes 2-pt dunk at rim (assist by G. Green),,71,83
348,4,10:06.0,,G. Vásquez misses 3-pt jump shot from 25 ft,71,83
349,4,10:05.0,Defensive rebound by Team,,71,83
350,4,9:57.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,74,83
351,4,9:55.0,,Toronto full timeout,74,83
352,4,9:39.0,,L. Williams misses 3-pt jump shot from 22 ft,74,83
353,4,9:38.0,Defensive rebound by E. Bledsoe,,74,83
354,4,9:29.0,G. Green misses 3-pt jump shot from 24 ft,,74,83
355,4,9:28.0,Offensive rebound by E. Bledsoe,,74,83
356,4,9:23.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by M. Morris),,77,83
357,4,8:59.0,,G. Vásquez misses 2-pt jump shot from 3 ft,77,83
358,4,8:58.0,Defensive rebound by I. Thomas,,77,83
359,4,8:52.0,I. Thomas makes 3-pt jump shot from 24 ft,,80,83
360,4,8:30.0,,K. Lowry misses 3-pt jump shot from 24 ft,80,83
361,4,8:29.0,Defensive rebound by M. Morris,,80,83
362,4,8:18.0,M. Morris misses 3-pt jump shot from 25 ft,,80,83
363,4,8:17.0,,Defensive rebound by Team,80,83
364,4,8:17.0,,J. Valančiūnas enters the game for C. Hayes,80,83
365,4,8:17.0,,T. Ross enters the game for G. Vásquez,80,83
366,4,8:05.0,,K. Lowry misses 2-pt layup from 2 ft,80,83
367,4,8:03.0,,Offensive rebound by J. Valančiūnas,80,83
368,4,8:02.0,,J. Valančiūnas makes 2-pt layup from 2 ft,80,85
369,4,7:57.0,,Offensive charge foul by I. Thomas (drawn by T. Ross),80,85
370,4,7:57.0,Turnover by I. Thomas (offensive foul),,80,85
371,4,7:50.0,,Offensive foul by L. Williams (drawn by E. Bledsoe),80,85
372,4,7:50.0,,Turnover by L. Williams (offensive foul),80,85
373,4,7:38.0,Turnover by G. Green (bad pass; steal by T. Ross),,80,85
374,4,7:35.0,,L. Williams makes 2-pt dunk at rim (assist by T. Ross),80,87
375,4,7:12.0,G. Green makes 3-pt jump shot from 24 ft (assist by I. Thomas),,83,87
376,4,6:54.0,,Shooting foul by E. Bledsoe (drawn by J. Valančiūnas),83,87
377,4,6:54.0,,J. Valančiūnas makes free throw 1 of 2,83,88
378,4,6:54.0,,D. DeRozan enters the game for P. Patterson,83,88
379,4,6:54.0,,J. Valančiūnas makes free throw 2 of 2,83,89
380,4,6:39.0,M. Morris misses 2-pt dunk at rim,,83,89
381,4,6:37.0,,Defensive rebound by K. Lowry,83,89
382,4,6:30.0,,L. Williams misses 3-pt jump shot from 24 ft,83,89
