,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
30,1,8:05.0,,Defensive rebound by H. Sims,5,4
31,1,7:53.0,,K. McDaniels makes 2-pt dunk at rim (assist by M. Carter-Williams),5,6
32,1,7:40.0,J. Calderón makes 2-pt jump shot from 17 ft (assist by L. Amundson),,7,6
33,1,7:26.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft,7,6
34,1,7:25.0,,Offensive rebound by M. Carter-Williams,7,6
35,1,7:24.0,,M. Carter-Williams misses 2-pt tip-in at rim,7,6
36,1,7:23.0,,Offensive rebound by H. Sims,7,6
37,1,7:23.0,,H. Sims misses 2-pt tip-in from 1 ft,7,6
38,1,7:21.0,Defensive rebound by L. Amundson,,7,6
39,1,7:14.0,C. Anthony misses 2-pt layup from 1 ft,,7,6
40,1,7:12.0,,Defensive rebound by K. McDaniels,7,6
41,1,7:05.0,,H. Sims misses 2-pt layup from 2 ft,7,6
42,1,7:03.0,,Offensive rebound by M. Carter-Williams,7,6
43,1,7:03.0,,M. Carter-Williams makes 2-pt tip-in at rim,7,8
44,1,7:02.0,New York full timeout,,7,8
45,1,7:02.0,,J. Grant enters the game for F. Aldemir,7,8
46,1,6:44.0,L. Amundson makes 2-pt jump shot from 8 ft (assist by J. Calderón),,9,8
47,1,6:24.0,,R. Covington makes 2-pt layup from 1 ft,9,10
48,1,6:09.0,J. Smith misses 2-pt jump shot from 17 ft,,9,10
49,1,6:08.0,,Defensive rebound by K. McDaniels,9,10
50,1,5:59.0,,H. Sims makes 2-pt layup at rim (assist by M. Carter-Williams),9,12
51,1,5:38.0,C. Anthony makes 2-pt jump shot from 5 ft,,11,12
52,1,5:30.0,,Personal foul by J. Smith (drawn by M. Carter-Williams),11,12
53,1,5:30.0,,M. Thomas enters the game for H. Sims,11,12
54,1,5:30.0,T. Hardaway enters the game for L. Galloway,,11,12
55,1,5:30.0,L. Thomas enters the game for L. Amundson,,11,12
56,1,5:13.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft (block by J. Smith),11,12
57,1,5:10.0,Defensive rebound by L. Thomas,,11,12
58,1,5:04.0,L. Thomas makes 2-pt jump shot from 13 ft (assist by J. Calderón),,13,12
59,1,4:43.0,,K. McDaniels misses 2-pt layup at rim,13,12
60,1,4:42.0,Defensive rebound by J. Calderón,,13,12
61,1,4:38.0,,H. Thompson enters the game for K. McDaniels,13,12
62,1,4:38.0,,L. Drew enters the game for R. Covington,13,12
63,1,4:35.0,Personal foul by H. Thompson (drawn by T. Hardaway),,13,12
64,1,4:25.0,T. Hardaway misses 2-pt jump shot from 21 ft,,13,12
65,1,4:23.0,,Defensive rebound by M. Thomas,13,12
66,1,4:14.0,,L. Drew misses 3-pt jump shot from 27 ft,13,12
67,1,4:12.0,Defensive rebound by C. Anthony,,13,12
68,1,4:07.0,T. Hardaway misses 2-pt layup from 2 ft (block by J. Grant),,13,12
69,1,4:04.0,,Defensive rebound by M. Carter-Williams,13,12
70,1,3:57.0,,J. Grant misses 3-pt jump shot from 25 ft,13,12
71,1,3:56.0,Defensive rebound by C. Anthony,,13,12
72,1,3:48.0,Personal foul by H. Thompson (drawn by C. Anthony),,13,12
73,1,3:48.0,,J. Sampson enters the game for M. Carter-Williams,13,12
74,1,3:48.0,A. Stoudemire enters the game for J. Smith,,13,12
75,1,3:43.0,L. Thomas misses 2-pt jump shot from 10 ft (block by J. Grant),,13,12
76,1,3:40.0,Offensive rebound by J. Calderón,,13,12
77,1,3:35.0,A. Stoudemire makes 2-pt layup from 1 ft (assist by J. Calderón),,15,12
78,1,3:35.0,Shooting foul by M. Thomas (drawn by A. Stoudemire),,15,12
79,1,3:35.0,A. Stoudemire makes free throw 1 of 1,,16,12
80,1,3:35.0,,Philadelphia full timeout,16,12
81,1,3:23.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by L. Drew),16,15
82,1,3:01.0,A. Stoudemire misses 2-pt jump shot from 7 ft,,16,15
83,1,2:59.0,,Defensive rebound by M. Thomas,16,15
84,1,2:50.0,,M. Thomas misses 3-pt jump shot from 24 ft,16,15
85,1,2:48.0,Defensive rebound by T. Hardaway,,16,15
86,1,2:41.0,Shooting foul by J. Sampson (drawn by T. Hardaway),,16,15
87,1,2:41.0,T. Hardaway makes free throw 1 of 2,,17,15
88,1,2:41.0,S. Larkin enters the game for J. Calderón,,17,15
89,1,2:41.0,T. Hardaway makes free throw 2 of 2,,18,15
90,1,2:18.0,,J. Sampson makes 2-pt jump shot from 9 ft (assist by H. Thompson),18,17
91,1,1:57.0,C. Anthony misses 3-pt jump shot from 25 ft,,18,17
92,1,1:55.0,,Defensive rebound by L. Drew,18,17
93,1,1:38.0,,Offensive foul by H. Thompson (drawn by S. Larkin),18,17
94,1,1:38.0,,Turnover by H. Thompson (offensive foul),18,17
95,1,1:38.0,,K. McDaniels enters the game for H. Thompson,18,17
96,1,1:38.0,T. Wear enters the game for C. Anthony,,18,17
97,1,1:17.0,T. Hardaway misses 3-pt jump shot from 26 ft,,18,17
98,1,1:15.0,Offensive rebound by T. Wear,,18,17
99,1,1:01.0,L. Thomas misses 2-pt jump shot from 7 ft,,18,17
100,1,1:00.0,,Defensive rebound by Team,18,17
101,1,0:43.0,,Personal foul by T. Hardaway (drawn by K. McDaniels),18,17
102,1,0:38.0,,Personal foul by A. Stoudemire (drawn by L. Drew),18,17
103,1,0:38.0,,L. Drew makes free throw 1 of 2,18,18
104,1,0:38.0,,L. Drew misses free throw 2 of 2,18,18
105,1,0:33.0,Defensive rebound by A. Stoudemire,,18,18
106,1,0:17.0,L. Thomas misses 2-pt jump shot from 17 ft,,18,18
107,1,0:16.0,,Defensive rebound by J. Grant,18,18
108,1,0:00.0,,Turnover by J. Grant (traveling),18,18
109,2,11:46.0,S. Larkin makes 3-pt jump shot from 26 ft (assist by T. Wear),,21,18
110,2,11:29.0,,Turnover by L. Drew (step out of bounds),21,18
111,2,11:10.0,A. Stoudemire misses 2-pt layup from 2 ft (block by F. Aldemir),,21,18
112,2,11:09.0,Offensive rebound by Team,,21,18
113,2,11:06.0,T. Hardaway misses 2-pt jump shot from 18 ft,,21,18
114,2,11:05.0,Offensive rebound by T. Wear,,21,18
115,2,11:00.0,Personal foul by K. McDaniels (drawn by A. Stoudemire),,21,18
116,2,10:51.0,T. Hardaway makes 2-pt jump shot from 14 ft (assist by L. Thomas),,23,18
117,2,10:41.0,,Personal foul by A. Stoudemire (drawn by H. Sims),23,18
118,2,10:33.0,,Turnover by K. McDaniels (lost ball),23,18
119,2,10:25.0,Turnover by S. Larkin (lost ball; steal by L. Drew),,23,18
120,2,10:22.0,,K. McDaniels makes 2-pt dunk at rim (assist by L. Drew),23,20
121,2,10:07.0,S. Larkin makes 2-pt layup at rim (assist by L. Thomas),,25,20
122,2,9:51.0,,K. McDaniels misses 2-pt jump shot from 15 ft,25,20
123,2,9:51.0,Defensive rebound by Team,,25,20
124,2,9:51.0,,Loose ball foul by H. Sims (drawn by A. Stoudemire),25,20
125,2,9:51.0,,M. Carter-Williams enters the game for L. Drew,25,20
126,2,9:38.0,Shooting foul by H. Sims (drawn by A. Stoudemire),,25,20
127,2,9:38.0,A. Stoudemire makes free throw 1 of 2,,26,20
128,2,9:38.0,A. Stoudemire makes free throw 2 of 2,,27,20
129,2,9:28.0,,H. Sims makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),27,22
130,2,9:12.0,Turnover by T. Wear (bad pass; steal by M. Carter-Williams),,27,22
131,2,9:02.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,27,22
132,2,9:00.0,,Offensive rebound by F. Aldemir,27,22
133,2,8:55.0,,Philadelphia full timeout,27,22
134,2,8:55.0,,J. Grant enters the game for K. McDaniels,27,22
135,2,8:55.0,J. Smith enters the game for T. Wear,,27,22
136,2,8:55.0,L. Galloway enters the game for S. Larkin,,27,22
137,2,8:55.0,C. Anthony enters the game for A. Stoudemire,,27,22
138,2,8:45.0,,H. Sims misses 2-pt jump shot from 17 ft,27,22
139,2,8:43.0,Defensive rebound by L. Galloway,,27,22
140,2,8:24.0,T. Hardaway misses 3-pt jump shot from 29 ft (block by J. Grant),,27,22
141,2,8:22.0,Offensive rebound by T. Hardaway,,27,22
142,2,8:20.0,T. Hardaway misses 2-pt jump shot from 18 ft,,27,22
143,2,8:17.0,,Defensive rebound by F. Aldemir,27,22
144,2,8:09.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by H. Sims),27,24
145,2,7:51.0,J. Smith misses 2-pt jump shot from 14 ft,,27,24
146,2,7:48.0,Offensive rebound by C. Anthony,,27,24
147,2,7:47.0,C. Anthony misses 2-pt layup from 2 ft (block by F. Aldemir),,27,24
148,2,7:45.0,Offensive rebound by C. Anthony,,27,24
149,2,7:45.0,C. Anthony misses 2-pt layup from 1 ft,,27,24
150,2,7:43.0,,Defensive rebound by H. Sims,27,24
151,2,7:37.0,,J. Grant makes 2-pt dunk at rim (assist by M. Carter-Williams),27,26
152,2,7:24.0,Shooting foul by F. Aldemir (drawn by T. Hardaway),,27,26
153,2,7:24.0,T. Hardaway makes free throw 1 of 2,,28,26
154,2,7:24.0,T. Hardaway misses free throw 2 of 2,,28,26
155,2,7:22.0,,Defensive rebound by Team,28,26
156,2,7:21.0,J. Calderón enters the game for T. Hardaway,,28,26
157,2,7:11.0,,H. Sims makes 2-pt layup from 1 ft (assist by R. Covington),28,28
158,2,7:05.0,New York full timeout,,28,28
159,2,7:05.0,,J. Sampson enters the game for J. Grant,28,28
160,2,7:02.0,Personal foul by J. Sampson (drawn by C. Anthony),,28,28
161,2,7:02.0,C. Anthony misses free throw 1 of 2,,28,28
162,2,7:02.0,Offensive rebound by Team,,28,28
163,2,7:02.0,L. Amundson enters the game for L. Thomas,,28,28
164,2,7:02.0,C. Anthony makes free throw 2 of 2,,29,28
165,2,6:57.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),29,31
166,2,6:43.0,L. Galloway makes 2-pt layup from 1 ft (assist by C. Anthony),,31,31
167,2,6:20.0,,J. Sampson misses 2-pt jump shot from 5 ft,31,31
168,2,6:18.0,Defensive rebound by J. Smith,,31,31
169,2,6:10.0,C. Anthony misses 2-pt jump shot from 15 ft,,31,31
170,2,6:07.0,,Defensive rebound by M. Carter-Williams,31,31
171,2,6:00.0,,M. Carter-Williams misses 2-pt jump shot from 4 ft (block by L. Amundson),31,31
172,2,5:59.0,,Offensive rebound by Team,31,31
173,2,5:59.0,Official timeout,,31,31
174,2,5:59.0,,M. Thomas enters the game for F. Aldemir,31,31
175,2,5:47.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,31,31
176,2,5:47.0,Defensive rebound by Team,,31,31
177,2,5:25.0,Turnover by C. Anthony (traveling),,31,31
178,2,5:12.0,,M. Carter-Williams makes 2-pt jump shot from 7 ft,31,33
179,2,5:02.0,Turnover by J. Smith (lost ball; steal by M. Carter-Williams),,31,33
180,2,4:58.0,,M. Carter-Williams misses 2-pt layup at rim,31,33
181,2,4:55.0,Defensive rebound by L. Amundson,,31,33
182,2,4:46.0,Offensive foul by C. Anthony (drawn by M. Carter-Williams),,31,33
183,2,4:46.0,Turnover by C. Anthony (offensive foul),,31,33
184,2,4:29.0,,Turnover by J. Sampson (lost ball),31,33
185,2,4:12.0,J. Smith makes 2-pt jump shot from 13 ft (assist by L. Amundson),,33,33
186,2,4:03.0,,M. Thomas misses 3-pt jump shot from 25 ft,33,33
187,2,4:02.0,Defensive rebound by J. Calderón,,33,33
188,2,3:53.0,J. Smith misses 2-pt jump shot from 14 ft,,33,33
189,2,3:51.0,Offensive rebound by C. Anthony,,33,33
190,2,3:49.0,C. Anthony makes 2-pt layup at rim,,35,33
191,2,3:29.0,,M. Carter-Williams misses 2-pt jump shot from 11 ft,35,33
192,2,3:27.0,Defensive rebound by J. Calderón,,35,33
193,2,3:20.0,J. Calderón makes 3-pt jump shot from 26 ft (assist by L. Galloway),,38,33
194,2,3:19.0,,Philadelphia full timeout,38,33
195,2,3:19.0,,K. McDaniels enters the game for H. Sims,38,33
196,2,3:19.0,,J. Grant enters the game for J. Sampson,38,33
197,2,3:06.0,,Personal foul by J. Calderón (drawn by M. Carter-Williams),38,33
198,2,2:58.0,,K. McDaniels makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),38,36
199,2,2:29.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by J. Calderón),,40,36
200,2,2:18.0,,Shooting foul by J. Calderón (drawn by M. Carter-Williams),40,36
201,2,2:18.0,New York full timeout,,40,36
202,2,2:18.0,L. Thomas enters the game for L. Amundson,,40,36
203,2,2:18.0,T. Hardaway enters the game for J. Calderón,,40,36
204,2,2:18.0,,M. Carter-Williams makes free throw 1 of 2,40,37
205,2,2:18.0,,M. Carter-Williams makes free throw 2 of 2,40,38
206,2,1:56.0,L. Galloway makes 2-pt jump shot from 7 ft,,42,38
207,2,1:38.0,,M. Carter-Williams misses 2-pt jump shot from 10 ft,42,38
208,2,1:37.0,,Offensive rebound by M. Thomas,42,38
209,2,1:36.0,,Shooting foul by J. Smith (drawn by M. Thomas),42,38
210,2,1:36.0,,M. Thomas misses free throw 1 of 2,42,38
211,2,1:36.0,,Offensive rebound by Team,42,38
212,2,1:36.0,A. Stoudemire enters the game for J. Smith,,42,38
213,2,1:36.0,,M. Thomas misses free throw 2 of 2,42,38
214,2,1:35.0,Defensive rebound by A. Stoudemire,,42,38
215,2,1:18.0,,Violation by M. Thomas (def goaltending),42,38
216,2,1:18.0,T. Hardaway makes 2-pt jump shot from 5 ft (assist by L. Galloway),,44,38
217,2,1:09.0,,M. Thomas misses 2-pt jump shot from 6 ft (block by T. Hardaway),44,38
218,2,1:08.0,,Offensive rebound by M. Thomas,44,38
219,2,1:07.0,,Shooting foul by L. Galloway (drawn by M. Thomas),44,38
220,2,1:07.0,,M. Thomas makes free throw 1 of 2,44,39
221,2,1:07.0,,M. Thomas makes free throw 2 of 2,44,40
222,2,0:52.0,L. Thomas misses 2-pt jump shot from 14 ft,,44,40
223,2,0:49.0,Offensive rebound by C. Anthony,,44,40
224,2,0:49.0,C. Anthony makes 2-pt layup from 1 ft,,46,40
225,2,0:49.0,,Technical foul by Team,46,40
226,2,0:49.0,C. Anthony makes technical free throw,,47,40
227,2,0:29.0,,Turnover by M. Carter-Williams (lost ball; steal by L. Galloway),47,40
228,2,0:10.0,L. Galloway misses 2-pt layup from 2 ft,,47,40
229,2,0:10.0,Offensive rebound by A. Stoudemire,,47,40
230,2,0:10.0,A. Stoudemire makes 2-pt dunk at rim,,49,40
231,2,0:03.0,,M. Carter-Williams makes 2-pt jump shot from 4 ft,49,42
232,2,0:00.0,L. Galloway misses 3-pt jump shot from 77 ft,,49,42
233,2,0:00.0,Offensive rebound by Team,,49,42
234,3,11:44.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Calderón),,52,42
235,3,11:32.0,,Turnover by H. Sims (lost ball),52,42
236,3,11:26.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by J. Calderón),,55,42
237,3,11:25.0,,Philadelphia full timeout,55,42
238,3,11:13.0,,H. Sims makes 2-pt jump shot from 17 ft (assist by R. Covington),55,44
239,3,11:01.0,J. Smith makes 2-pt jump shot from 12 ft (assist by J. Calderón),,57,44
240,3,10:46.0,,M. Carter-Williams misses 2-pt jump shot from 10 ft,57,44
241,3,10:44.0,Defensive rebound by C. Anthony,,57,44
242,3,10:37.0,C. Anthony misses 2-pt jump shot from 6 ft,,57,44
243,3,10:35.0,,Defensive rebound by K. McDaniels,57,44
244,3,10:20.0,,H. Sims misses 2-pt jump shot from 18 ft,57,44
245,3,10:18.0,,Offensive rebound by M. Carter-Williams,57,44
246,3,10:13.0,,R. Covington misses 3-pt jump shot from 25 ft,57,44
247,3,10:11.0,Defensive rebound by C. Anthony,,57,44
248,3,10:04.0,J. Calderón misses 3-pt jump shot from 26 ft,,57,44
249,3,10:01.0,,Defensive rebound by H. Sims,57,44
250,3,9:52.0,,Shooting foul by L. Galloway (drawn by M. Carter-Williams),57,44
251,3,9:52.0,,M. Carter-Williams makes free throw 1 of 2,57,45
252,3,9:52.0,,M. Carter-Williams misses free throw 2 of 2,57,45
253,3,9:49.0,Defensive rebound by J. Smith,,57,45
254,3,9:30.0,Personal foul by M. Carter-Williams (drawn by J. Smith),,57,45
255,3,9:25.0,L. Galloway makes 2-pt jump shot from 17 ft (assist by L. Amundson),,59,45
256,3,9:08.0,,K. McDaniels misses 2-pt jump shot from 15 ft (block by L. Galloway),59,45
257,3,9:06.0,,Offensive rebound by H. Sims,59,45
258,3,9:05.0,,H. Sims misses 2-pt jump shot from 6 ft,59,45
259,3,9:03.0,,Offensive rebound by K. McDaniels,59,45
260,3,9:03.0,,K. McDaniels misses 2-pt layup from 1 ft,59,45
261,3,9:02.0,,Offensive rebound by K. McDaniels,59,45
262,3,9:02.0,,K. McDaniels misses 2-pt layup from 1 ft,59,45
263,3,9:00.0,,Offensive rebound by F. Aldemir,59,45
264,3,8:54.0,,F. Aldemir misses 2-pt jump shot from 8 ft,59,45
265,3,8:51.0,Defensive rebound by J. Calderón,,59,45
266,3,8:49.0,C. Anthony misses 3-pt jump shot from 26 ft,,59,45
267,3,8:49.0,,Defensive rebound by M. Carter-Williams,59,45
268,3,8:49.0,,Shooting foul by L. Amundson (drawn by M. Carter-Williams),59,45
269,3,8:49.0,,M. Carter-Williams makes free throw 1 of 2,59,46
270,3,8:49.0,,M. Carter-Williams makes free throw 2 of 2,59,47
271,3,8:25.0,Turnover by Team (shot clock),,59,47
272,3,8:11.0,,M. Carter-Williams misses 2-pt jump shot from 5 ft (block by J. Smith),59,47
273,3,8:09.0,,Offensive rebound by H. Sims,59,47
274,3,8:03.0,,K. McDaniels misses 2-pt layup from 1 ft,59,47
275,3,8:01.0,Defensive rebound by C. Anthony,,59,47
276,3,7:47.0,J. Smith makes 2-pt jump shot from 3 ft (assist by L. Galloway),,61,47
277,3,7:39.0,,Shooting foul by L. Amundson (drawn by K. McDaniels),61,47
278,3,7:39.0,,K. McDaniels makes free throw 1 of 2,61,48
279,3,7:39.0,,K. McDaniels makes free throw 2 of 2,61,49
280,3,7:25.0,Def 3 sec tech foul by F. Aldemir,,61,49
281,3,7:25.0,C. Anthony makes technical free throw,,62,49
282,3,7:25.0,,J. Grant enters the game for F. Aldemir,62,49
283,3,7:19.0,J. Calderón misses 3-pt jump shot from 25 ft,,62,49
284,3,7:17.0,,Defensive rebound by Team,62,49
285,3,7:16.0,,L. Drew enters the game for K. McDaniels,62,49
286,3,6:59.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by L. Drew),62,52
287,3,6:44.0,C. Anthony misses 2-pt jump shot from 17 ft,,62,52
288,3,6:40.0,,Defensive rebound by H. Sims,62,52
289,3,6:29.0,,R. Covington misses 3-pt jump shot from 28 ft,62,52
290,3,6:28.0,Defensive rebound by L. Galloway,,62,52
291,3,6:14.0,Personal foul by R. Covington (drawn by C. Anthony),,62,52
292,3,6:14.0,,M. Thomas enters the game for H. Sims,62,52
293,3,6:04.0,L. Amundson misses 2-pt jump shot from 19 ft,,62,52
294,3,6:03.0,,Defensive rebound by M. Thomas,62,52
295,3,5:50.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft,62,52
296,3,5:48.0,Defensive rebound by L. Amundson,,62,52
297,3,5:34.0,C. Anthony makes 2-pt layup from 1 ft (assist by J. Smith),,64,52
298,3,5:12.0,,Turnover by L. Drew (bad pass; steal by C. Anthony),64,52
299,3,5:06.0,C. Anthony misses 2-pt layup from 1 ft (block by J. Grant),,64,52
300,3,5:03.0,,Defensive rebound by R. Covington,64,52
301,3,4:59.0,,L. Drew makes 3-pt jump shot from 25 ft (assist by R. Covington),64,55
302,3,4:37.0,J. Calderón misses 2-pt jump shot from 21 ft,,64,55
303,3,4:36.0,,Defensive rebound by R. Covington,64,55
304,3,4:20.0,Violation by L. Amundson (kicked ball),,64,55
305,3,4:20.0,,H. Thompson enters the game for R. Covington,64,55
306,3,4:20.0,A. Stoudemire enters the game for L. Amundson,,64,55
307,3,4:20.0,,J. Sampson enters the game for J. Grant,64,55
308,3,4:20.0,,K. McDaniels enters the game for M. Carter-Williams,64,55
309,3,4:20.0,L. Thomas enters the game for J. Smith,,64,55
310,3,4:12.0,,H. Thompson misses 3-pt jump shot from 24 ft,64,55
311,3,4:09.0,Defensive rebound by A. Stoudemire,,64,55
312,3,3:51.0,L. Thomas makes 2-pt hook shot from 4 ft (assist by C. Anthony),,66,55
313,3,3:33.0,,Turnover by M. Thomas (bad pass; steal by C. Anthony),66,55
314,3,3:11.0,A. Stoudemire makes 2-pt hook shot from 7 ft,,68,55
315,3,2:56.0,,M. Thomas makes 2-pt layup from 2 ft (assist by K. McDaniels),68,57
316,3,2:56.0,,Shooting foul by A. Stoudemire (drawn by M. Thomas),68,57
317,3,2:56.0,New York full timeout,,68,57
318,3,2:56.0,T. Hardaway enters the game for J. Calderón,,68,57
319,3,2:56.0,Violation by A. Stoudemire (lane),,68,57
320,3,2:56.0,,M. Thomas misses free throw 1 of 1,68,57
321,3,2:53.0,,Offensive rebound by H. Thompson,68,57
322,3,2:46.0,,K. McDaniels makes 3-pt jump shot from 25 ft (assist by L. Drew),68,60
323,3,2:26.0,L. Galloway makes 2-pt layup from 1 ft (assist by L. Thomas),,70,60
324,3,2:26.0,Shooting foul by M. Thomas (drawn by L. Galloway),,70,60
325,3,2:26.0,L. Galloway misses free throw 1 of 1,,70,60
326,3,2:25.0,Offensive rebound by L. Thomas,,70,60
327,3,2:24.0,L. Thomas makes 2-pt layup from 1 ft,,72,60
328,3,1:59.0,,L. Drew misses 3-pt jump shot from 26 ft,72,60
329,3,1:58.0,Defensive rebound by A. Stoudemire,,72,60
330,3,1:50.0,C. Anthony misses 3-pt jump shot from 24 ft,,72,60
331,3,1:49.0,,Defensive rebound by Team,72,60
332,3,1:49.0,Loose ball foul by A. Stoudemire (drawn by M. Thomas),,72,60
333,3,1:49.0,,M. Thomas makes free throw 1 of 2,72,61
334,3,1:49.0,S. Larkin enters the game for L. Galloway,,72,61
335,3,1:49.0,J. Smith enters the game for A. Stoudemire,,72,61
336,3,1:49.0,,M. Thomas makes free throw 2 of 2,72,62
337,3,1:37.0,T. Hardaway makes 2-pt jump shot from 18 ft (assist by C. Anthony),,74,62
338,3,1:15.0,,K. McDaniels misses 2-pt jump shot from 15 ft,74,62
339,3,1:13.0,Defensive rebound by J. Smith,,74,62
340,3,1:00.0,T. Hardaway misses 3-pt jump shot from 25 ft,,74,62
341,3,0:58.0,,Defensive rebound by M. Thomas,74,62
342,3,0:45.0,,K. McDaniels misses 2-pt jump shot from 19 ft,74,62
343,3,0:44.0,Defensive rebound by T. Hardaway,,74,62
344,3,0:34.0,J. Smith misses 2-pt layup from 2 ft,,74,62
345,3,0:32.0,,Defensive rebound by H. Thompson,74,62
346,3,0:20.0,,J. Sampson misses 3-pt jump shot from 24 ft,74,62
347,3,0:19.0,Defensive rebound by J. Smith,,74,62
348,3,0:04.0,L. Thomas misses 2-pt layup from 1 ft,,74,62
349,3,0:02.0,,Defensive rebound by M. Thomas,74,62
350,3,0:00.0,,H. Thompson misses 3-pt jump shot from 37 ft,74,62
351,3,0:00.0,,Offensive rebound by Team,74,62
352,4,11:43.0,,R. Covington makes 2-pt jump shot from 4 ft,74,64
353,4,11:28.0,T. Hardaway misses 2-pt jump shot from 7 ft (block by R. Covington),,74,64
354,4,11:28.0,Offensive rebound by Team,,74,64
355,4,11:25.0,T. Hardaway makes 2-pt jump shot from 18 ft (assist by T. Wear),,76,64
356,4,11:00.0,,M. Carter-Williams makes 2-pt jump shot from 14 ft,76,66
357,4,10:35.0,T. Wear misses 2-pt jump shot from 12 ft,,76,66
358,4,10:33.0,,Defensive rebound by J. Grant,76,66
359,4,10:21.0,,H. Sims misses 2-pt jump shot from 10 ft,76,66
360,4,10:19.0,,Offensive rebound by H. Sims,76,66
361,4,10:14.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by J. Grant),76,69
362,4,9:56.0,L. Thomas misses 2-pt jump shot from 13 ft,,76,69
363,4,9:54.0,Offensive rebound by A. Stoudemire,,76,69
364,4,9:50.0,Turnover by A. Stoudemire (bad pass; steal by M. Carter-Williams),,76,69
365,4,9:48.0,,Turnover by R. Covington (traveling),76,69
366,4,9:34.0,T. Hardaway makes 2-pt layup at rim (assist by S. Larkin),,78,69
367,4,9:20.0,,Shooting foul by S. Larkin (drawn by M. Carter-Williams),78,69
368,4,9:20.0,,M. Carter-Williams makes free throw 1 of 2,78,70
369,4,9:20.0,,M. Carter-Williams makes free throw 2 of 2,78,71
370,4,9:09.0,S. Larkin misses 2-pt layup at rim,,78,71
371,4,9:07.0,Offensive rebound by A. Stoudemire,,78,71
372,4,9:04.0,Turnover by A. Stoudemire (traveling),,78,71
373,4,8:49.0,,H. Sims misses 2-pt jump shot from 19 ft,78,71
374,4,8:47.0,Defensive rebound by L. Thomas,,78,71
375,4,8:27.0,S. Larkin misses 3-pt jump shot from 25 ft (block by J. Grant),,78,71
376,4,8:26.0,,Defensive rebound by Team,78,71
377,4,8:26.0,Official timeout,,78,71
378,4,8:26.0,L. Galloway enters the game for S. Larkin,,78,71
379,4,8:26.0,C. Anthony enters the game for T. Wear,,78,71
