,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
42,1,6:42.0,,J. Dudley misses 2-pt jump shot from 10 ft,11,14
43,1,6:42.0,Defensive rebound by Team,,11,14
44,1,6:42.0,,Loose ball foul by Z. Pachulia (drawn by M. Gasol),11,14
45,1,6:25.0,T. Prince misses 2-pt jump shot from 14 ft,,11,14
46,1,6:24.0,Offensive rebound by Z. Randolph,,11,14
47,1,6:13.0,Z. Randolph misses 2-pt jump shot from 11 ft,,11,14
48,1,6:12.0,,Defensive rebound by B. Knight,11,14
49,1,6:04.0,,Shooting block foul by T. Prince (drawn by E. İlyasova),11,14
50,1,6:04.0,,E. İlyasova misses free throw 1 of 2,11,14
51,1,6:04.0,,Offensive rebound by Team,11,14
52,1,6:04.0,,E. İlyasova makes free throw 2 of 2,11,15
53,1,5:47.0,Turnover by M. Gasol (3 sec),,11,15
54,1,5:47.0,J. Leuer enters the game for Z. Randolph,,11,15
55,1,5:37.0,,Turnover by B. Knight (lost ball; steal by T. Prince),11,15
56,1,5:33.0,J. Leuer misses 2-pt layup from 2 ft,,11,15
57,1,5:30.0,Offensive rebound by M. Gasol,,11,15
58,1,5:29.0,M. Gasol makes 2-pt layup at rim,,13,15
59,1,5:06.0,,E. İlyasova makes 2-pt jump shot from 17 ft (assist by J. Dudley),13,17
60,1,4:53.0,M. Conley misses 2-pt jump shot from 5 ft,,13,17
61,1,4:52.0,,Defensive rebound by E. İlyasova,13,17
62,1,4:40.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,13,17
63,1,4:39.0,Defensive rebound by J. Leuer,,13,17
64,1,4:31.0,Personal foul by Z. Pachulia (drawn by M. Gasol),,13,17
65,1,4:31.0,M. Gasol makes free throw 1 of 2,,14,17
66,1,4:31.0,M. Gasol makes free throw 2 of 2,,15,17
67,1,4:21.0,,Turnover by B. Knight (lost ball; steal by M. Conley),15,17
68,1,4:07.0,Turnover by M. Conley (traveling),,15,17
69,1,3:58.0,,Turnover by J. Dudley (back court),15,17
70,1,3:50.0,Personal foul by B. Knight (drawn by M. Conley),,15,17
71,1,3:50.0,M. Conley makes free throw 1 of 2,,16,17
72,1,3:50.0,,O. Mayo enters the game for J. Dudley,16,17
73,1,3:50.0,M. Conley makes free throw 2 of 2,,17,17
74,1,3:39.0,,Turnover by O. Mayo (bad pass),17,17
75,1,3:25.0,T. Prince makes 2-pt jump shot from 18 ft (assist by M. Conley),,19,17
76,1,3:24.0,,Milwaukee full timeout,19,17
77,1,3:24.0,,J. Bayless enters the game for B. Knight,19,17
78,1,2:59.0,,O. Mayo misses 2-pt jump shot from 16 ft,19,17
79,1,2:58.0,Defensive rebound by J. Leuer,,19,17
80,1,2:43.0,M. Conley misses 2-pt layup at rim,,19,17
81,1,2:41.0,,Defensive rebound by G. Antetokounmpo,19,17
82,1,2:26.0,,Z. Pachulia makes 2-pt layup at rim (assist by G. Antetokounmpo),19,19
83,1,2:04.0,Shooting foul by G. Antetokounmpo (drawn by M. Gasol),,19,19
84,1,2:04.0,M. Gasol makes free throw 1 of 2,,20,19
85,1,2:04.0,B. Udrih enters the game for M. Conley,,20,19
86,1,2:04.0,Q. Pondexter enters the game for C. Lee,,20,19
87,1,2:04.0,M. Gasol makes free throw 2 of 2,,21,19
88,1,1:44.0,,E. İlyasova makes 2-pt layup at rim (assist by O. Mayo),21,21
89,1,1:23.0,M. Gasol misses 2-pt jump shot from 15 ft,,21,21
90,1,1:23.0,,Defensive rebound by Team,21,21
91,1,1:23.0,Loose ball foul by J. Leuer (drawn by E. İlyasova),,21,21
92,1,1:11.0,,Turnover by O. Mayo (palming),21,21
93,1,0:56.0,B. Udrih misses 3-pt jump shot from 25 ft,,21,21
94,1,0:55.0,,Defensive rebound by E. İlyasova,21,21
95,1,0:45.0,,Turnover by J. Bayless (bad pass; steal by M. Gasol),21,21
96,1,0:38.0,Q. Pondexter misses 3-pt jump shot from 24 ft,,21,21
97,1,0:36.0,Offensive rebound by J. Leuer,,21,21
98,1,0:28.0,T. Prince misses 2-pt jump shot from 13 ft,,21,21
99,1,0:27.0,Offensive rebound by J. Leuer,,21,21
100,1,0:27.0,J. Leuer makes 2-pt tip-in at rim,,23,21
101,1,0:01.0,,J. Bayless misses 2-pt jump shot from 17 ft,23,21
102,1,0:01.0,Defensive rebound by Q. Pondexter,,23,21
103,1,0:00.0,Q. Pondexter misses 3-pt jump shot from 39 ft,,23,21
104,1,0:00.0,Offensive rebound by Team,,23,21
105,2,11:41.0,Q. Pondexter makes 2-pt layup at rim,,25,21
106,2,11:16.0,,O. Mayo makes 2-pt jump shot from 6 ft (assist by J. Henson),25,23
107,2,10:50.0,J. Leuer makes 2-pt jump shot from 10 ft (assist by Q. Pondexter),,27,23
108,2,10:29.0,,J. Henson misses 2-pt layup at rim,27,23
109,2,10:28.0,,Offensive rebound by Team,27,23
110,2,10:18.0,,J. Parker makes 2-pt jump shot from 15 ft (assist by O. Mayo),27,25
111,2,10:04.0,Turnover by J. Leuer (bad pass; steal by O. Mayo),,27,25
112,2,9:59.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by O. Mayo),27,27
113,2,9:49.0,Turnover by B. Udrih (lost ball; steal by J. Bayless),,27,27
114,2,9:49.0,,Personal foul by B. Udrih (drawn by J. Bayless),27,27
115,2,9:36.0,,Shooting block foul by J. Leuer (drawn by G. Antetokounmpo),27,27
116,2,9:36.0,,G. Antetokounmpo makes free throw 1 of 2,27,28
117,2,9:36.0,T. Allen enters the game for T. Prince,,27,28
118,2,9:36.0,,G. Antetokounmpo makes free throw 2 of 2,27,29
119,2,9:16.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,27,29
120,2,9:15.0,,Defensive rebound by O. Mayo,27,29
121,2,9:12.0,,Turnover by O. Mayo (lost ball; steal by T. Allen),27,29
122,2,9:04.0,Q. Pondexter makes 2-pt dunk at rim (assist by T. Allen),,29,29
123,2,8:49.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),29,31
124,2,8:33.0,K. Koufos makes 2-pt layup at rim (assist by T. Allen),,31,31
125,2,8:31.0,,Milwaukee full timeout,31,31
126,2,8:31.0,Z. Randolph enters the game for J. Leuer,,31,31
127,2,8:17.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft,31,33
128,2,8:05.0,Shooting foul by O. Mayo (drawn by Q. Pondexter),,31,33
129,2,8:05.0,Q. Pondexter misses free throw 1 of 2,,31,33
130,2,8:05.0,Offensive rebound by Team,,31,33
131,2,8:05.0,Q. Pondexter makes free throw 2 of 2,,32,33
132,2,7:52.0,,J. Parker misses 3-pt jump shot from 24 ft,32,33
133,2,7:50.0,,Offensive rebound by J. Henson,32,33
134,2,7:48.0,,J. Henson misses 2-pt hook shot from 2 ft,32,33
135,2,7:47.0,Defensive rebound by Z. Randolph,,32,33
136,2,7:41.0,Offensive foul by K. Koufos (drawn by J. Henson),,32,33
137,2,7:41.0,Turnover by K. Koufos (offensive foul),,32,33
138,2,7:25.0,,J. Bayless misses 2-pt layup from 2 ft,32,33
139,2,7:23.0,,Offensive rebound by J. Henson,32,33
140,2,7:17.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,32,33
141,2,7:15.0,Defensive rebound by Z. Randolph,,32,33
142,2,7:05.0,Personal foul by G. Antetokounmpo (drawn by Z. Randolph),,32,33
143,2,6:52.0,Q. Pondexter misses 2-pt layup at rim,,32,33
144,2,6:50.0,Offensive rebound by K. Koufos,,32,33
145,2,6:50.0,K. Koufos misses 2-pt tip-in at rim,,32,33
146,2,6:50.0,Offensive rebound by Team,,32,33
147,2,6:48.0,Q. Pondexter misses 2-pt layup at rim (block by G. Antetokounmpo),,32,33
148,2,6:45.0,,Defensive rebound by J. Parker,32,33
149,2,6:44.0,,J. Parker makes 2-pt dunk at rim (assist by J. Bayless),32,35
150,2,6:44.0,Memphis full timeout,,32,35
151,2,6:44.0,C. Lee enters the game for Q. Pondexter,,32,35
152,2,6:29.0,C. Lee misses 3-pt jump shot from 24 ft,,32,35
153,2,6:27.0,,Defensive rebound by O. Mayo,32,35
154,2,6:21.0,,O. Mayo misses 3-pt jump shot from 26 ft,32,35
155,2,6:19.0,Defensive rebound by C. Lee,,32,35
156,2,6:15.0,Shooting foul by J. Bayless (drawn by Z. Randolph),,32,35
157,2,6:15.0,Z. Randolph makes free throw 1 of 2,,33,35
158,2,6:15.0,Z. Randolph makes free throw 2 of 2,,34,35
159,2,5:54.0,,G. Antetokounmpo misses 2-pt jump shot from 5 ft,34,35
160,2,5:53.0,Defensive rebound by C. Lee,,34,35
161,2,5:43.0,T. Allen makes 2-pt jump shot from 4 ft,,36,35
162,2,5:21.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,36,35
163,2,5:20.0,Defensive rebound by K. Koufos,,36,35
164,2,4:58.0,C. Lee makes 3-pt jump shot from 23 ft (assist by K. Koufos),,39,35
165,2,4:32.0,,O. Mayo makes 2-pt jump shot from 15 ft,39,37
166,2,4:10.0,K. Koufos misses 2-pt layup from 1 ft,,39,37
167,2,4:09.0,Offensive rebound by Z. Randolph,,39,37
168,2,4:09.0,Z. Randolph makes 2-pt tip-in at rim,,41,37
169,2,4:00.0,,J. Parker misses 2-pt jump shot from 15 ft,41,37
170,2,3:57.0,Defensive rebound by Z. Randolph,,41,37
171,2,3:43.0,B. Udrih misses 3-pt jump shot from 23 ft,,41,37
172,2,3:42.0,,Defensive rebound by J. Parker,41,37
173,2,3:38.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),41,39
174,2,3:21.0,Memphis full timeout,,41,39
175,2,3:21.0,M. Gasol enters the game for B. Udrih,,41,39
176,2,3:21.0,M. Conley enters the game for K. Koufos,,41,39
177,2,3:21.0,,L. Sanders enters the game for J. Bayless,41,39
178,2,3:21.0,,B. Knight enters the game for J. Henson,41,39
179,2,3:14.0,Turnover by M. Gasol (3 sec),,41,39
180,2,2:57.0,,L. Sanders misses 2-pt layup at rim,41,39
181,2,2:55.0,Defensive rebound by C. Lee,,41,39
182,2,2:34.0,Shooting foul by L. Sanders (drawn by M. Gasol),,41,39
183,2,2:34.0,Official timeout,,41,39
184,2,2:34.0,,E. İlyasova enters the game for G. Antetokounmpo,41,39
185,2,2:34.0,,J. Dudley enters the game for O. Mayo,41,39
186,2,2:34.0,M. Gasol makes free throw 1 of 3,,42,39
187,2,2:34.0,M. Gasol makes free throw 2 of 3,,43,39
188,2,2:34.0,,Z. Pachulia enters the game for L. Sanders,43,39
189,2,2:34.0,M. Gasol makes free throw 3 of 3,,44,39
190,2,2:15.0,,E. İlyasova misses 3-pt jump shot from 26 ft,44,39
191,2,2:15.0,,Offensive rebound by Team,44,39
192,2,2:15.0,Loose ball foul by T. Allen (drawn by J. Parker),,44,39
193,2,2:09.0,,J. Dudley misses 2-pt jump shot from 20 ft,44,39
194,2,2:07.0,,Offensive rebound by J. Parker,44,39
195,2,2:04.0,,J. Parker misses 2-pt hook shot from 6 ft,44,39
196,2,2:03.0,,Offensive rebound by Z. Pachulia,44,39
197,2,1:50.0,,J. Dudley misses 2-pt hook shot from 7 ft,44,39
198,2,1:50.0,Defensive rebound by Team,,44,39
199,2,1:50.0,,Loose ball foul by E. İlyasova (drawn by Z. Randolph),44,39
200,2,1:50.0,Z. Randolph makes free throw 1 of 2,,45,39
201,2,1:50.0,Z. Randolph makes free throw 2 of 2,,46,39
202,2,1:27.0,,Z. Pachulia makes 2-pt layup at rim (assist by B. Knight),46,41
203,2,1:08.0,M. Gasol misses 2-pt jump shot from 17 ft,,46,41
204,2,1:06.0,,Defensive rebound by E. İlyasova,46,41
205,2,0:56.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by E. İlyasova),46,44
206,2,0:44.0,Offensive foul by Z. Randolph (drawn by Z. Pachulia),,46,44
207,2,0:44.0,Turnover by Z. Randolph (offensive foul),,46,44
208,2,0:36.0,,E. İlyasova misses 3-pt jump shot from 25 ft,46,44
209,2,0:35.0,Defensive rebound by C. Lee,,46,44
210,2,0:24.0,M. Conley makes 2-pt layup at rim,,48,44
211,2,0:02.0,,Turnover by J. Dudley (traveling),48,44
212,2,0:00.0,Z. Randolph makes 3-pt jump shot from 42 ft (assist by T. Allen),,51,44
213,3,11:42.0,M. Gasol misses 2-pt layup at rim,,51,44
214,3,11:40.0,,Defensive rebound by B. Knight,51,44
215,3,11:27.0,,Turnover by B. Knight (bad pass; steal by T. Allen),51,44
216,3,11:20.0,Turnover by M. Gasol (bad pass; steal by L. Sanders),,51,44
217,3,11:19.0,,Personal foul by T. Allen (drawn by J. Parker),51,44
218,3,11:05.0,,E. İlyasova makes 2-pt jump shot from 16 ft (assist by K. Middleton),51,46
219,3,10:52.0,Shooting foul by K. Middleton (drawn by Z. Randolph),,51,46
220,3,10:52.0,Z. Randolph makes 2-pt layup at rim,,53,46
221,3,10:52.0,Z. Randolph makes free throw 1 of 1,,54,46
222,3,10:41.0,,B. Knight misses 3-pt jump shot from 26 ft,54,46
223,3,10:40.0,Defensive rebound by T. Allen,,54,46
224,3,10:35.0,T. Allen makes 2-pt layup at rim,,56,46
225,3,10:11.0,,K. Middleton makes 2-pt jump shot from 7 ft,56,48
226,3,9:51.0,T. Allen misses 2-pt layup at rim,,56,48
227,3,9:51.0,,Defensive rebound by Team,56,48
228,3,9:51.0,Loose ball foul by Z. Randolph (drawn by E. İlyasova),,56,48
229,3,9:51.0,Technical foul by T. Allen,,56,48
230,3,9:51.0,,B. Knight misses technical free throw,56,48
231,3,9:51.0,,Offensive rebound by Team,56,48
232,3,9:41.0,,B. Knight misses 2-pt layup from 1 ft,56,48
233,3,9:39.0,,Offensive rebound by L. Sanders,56,48
234,3,9:39.0,,L. Sanders misses 2-pt tip-in at rim,56,48
235,3,9:37.0,,Offensive rebound by J. Parker,56,48
236,3,9:35.0,,J. Parker makes 2-pt dunk at rim,56,50
237,3,9:19.0,Shooting foul by K. Middleton (drawn by C. Lee),,56,50
238,3,9:19.0,C. Lee makes free throw 1 of 2,,57,50
239,3,9:19.0,C. Lee makes free throw 2 of 2,,58,50
240,3,9:05.0,,J. Parker misses 2-pt jump shot from 17 ft,58,50
241,3,9:04.0,Defensive rebound by T. Allen,,58,50
242,3,8:59.0,T. Allen misses 2-pt layup at rim,,58,50
243,3,8:57.0,Offensive rebound by Z. Randolph,,58,50
244,3,8:57.0,Z. Randolph misses 2-pt layup at rim (block by L. Sanders),,58,50
245,3,8:57.0,Offensive rebound by Team,,58,50
246,3,8:51.0,C. Lee misses 2-pt jump shot from 19 ft,,58,50
247,3,8:50.0,,Defensive rebound by E. İlyasova,58,50
248,3,8:43.0,,Turnover by E. İlyasova (offensive foul),58,50
249,3,8:43.0,,Offensive foul by E. İlyasova (drawn by M. Conley),58,50
250,3,8:26.0,Z. Randolph makes 2-pt jump shot from 9 ft,,60,50
251,3,8:08.0,,B. Knight misses 2-pt layup from 2 ft,60,50
252,3,8:06.0,,Offensive rebound by L. Sanders,60,50
253,3,8:06.0,,L. Sanders misses 2-pt tip-in at rim,60,50
254,3,8:03.0,,Offensive rebound by L. Sanders,60,50
255,3,8:03.0,,L. Sanders makes 2-pt tip-in at rim,60,52
256,3,7:47.0,Turnover by M. Conley (bad pass; steal by L. Sanders),,60,52
257,3,7:43.0,,K. Middleton makes 2-pt dunk at rim (assist by B. Knight),60,54
258,3,7:20.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by C. Lee),,62,54
259,3,7:06.0,,Personal foul by T. Allen (drawn by J. Parker),62,54
260,3,6:58.0,,B. Knight misses 2-pt jump shot from 18 ft,62,54
261,3,6:57.0,Defensive rebound by Z. Randolph,,62,54
262,3,6:47.0,Z. Randolph misses 2-pt jump shot from 19 ft,,62,54
263,3,6:46.0,,Defensive rebound by K. Middleton,62,54
264,3,6:34.0,,K. Middleton misses 3-pt jump shot from 23 ft,62,54
265,3,6:33.0,Defensive rebound by Z. Randolph,,62,54
266,3,6:26.0,Personal foul by L. Sanders (drawn by M. Gasol),,62,54
267,3,6:26.0,,Z. Pachulia enters the game for L. Sanders,62,54
268,3,6:14.0,M. Conley misses 2-pt jump shot from 19 ft,,62,54
269,3,6:13.0,,Defensive rebound by B. Knight,62,54
270,3,6:09.0,,B. Knight makes 2-pt layup at rim,62,56
271,3,6:03.0,T. Allen makes 2-pt layup from 2 ft (assist by M. Conley),,64,56
272,3,6:03.0,Shooting foul by Z. Pachulia (drawn by T. Allen),,64,56
273,3,6:03.0,T. Allen makes free throw 1 of 1,,65,56
274,3,5:44.0,,E. İlyasova makes 2-pt jump shot from 20 ft (assist by B. Knight),65,58
275,3,5:29.0,T. Allen misses 2-pt layup at rim,,65,58
276,3,5:27.0,,Defensive rebound by Z. Pachulia,65,58
277,3,5:21.0,,Milwaukee full timeout,65,58
278,3,5:21.0,T. Prince enters the game for C. Lee,,65,58
279,3,5:21.0,,Turnover by B. Knight (lost ball),65,58
280,3,5:06.0,Shooting foul by E. İlyasova (drawn by M. Gasol),,65,58
281,3,5:06.0,M. Gasol makes free throw 1 of 2,,66,58
282,3,5:06.0,M. Gasol makes free throw 2 of 2,,67,58
283,3,4:54.0,,B. Knight makes 2-pt jump shot from 19 ft,67,60
284,3,4:32.0,,Offensive charge foul by M. Conley (drawn by E. İlyasova),67,60
285,3,4:32.0,Turnover by M. Conley (offensive foul),,67,60
286,3,4:10.0,,Turnover by B. Knight (bad pass; steal by T. Prince),67,60
287,3,4:07.0,T. Prince misses 2-pt layup at rim,,67,60
288,3,4:07.0,,Defensive rebound by Team,67,60
289,3,3:55.0,,B. Knight makes 2-pt jump shot from 19 ft,67,62
290,3,3:41.0,Z. Randolph misses 2-pt layup at rim,,67,62
291,3,3:41.0,Offensive rebound by Team,,67,62
292,3,3:41.0,B. Udrih enters the game for M. Conley,,67,62
293,3,3:41.0,,J. Bayless enters the game for B. Knight,67,62
294,3,3:19.0,Z. Randolph misses 2-pt jump shot from 7 ft,,67,62
295,3,3:17.0,,Defensive rebound by E. İlyasova,67,62
296,3,3:08.0,,J. Parker makes 2-pt jump shot from 13 ft,67,64
297,3,2:53.0,Memphis full timeout,,67,64
298,3,2:53.0,Q. Pondexter enters the game for T. Allen,,67,64
299,3,2:53.0,,O. Mayo enters the game for K. Middleton,67,64
300,3,2:43.0,M. Gasol misses 2-pt jump shot from 14 ft,,67,64
301,3,2:41.0,Offensive rebound by Team,,67,64
302,3,2:29.0,M. Gasol makes 2-pt dunk at rim (assist by B. Udrih),,69,64
303,3,2:10.0,,J. Bayless misses 3-pt jump shot from 26 ft,69,64
304,3,2:09.0,Defensive rebound by Team,,69,64
305,3,1:50.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,69,64
306,3,1:49.0,,Defensive rebound by Team,69,64
307,3,1:49.0,Loose ball foul by Z. Randolph (drawn by Z. Pachulia),,69,64
308,3,1:49.0,J. Leuer enters the game for Z. Randolph,,69,64
309,3,1:49.0,,G. Antetokounmpo enters the game for J. Parker,69,64
310,3,1:36.0,,O. Mayo misses 3-pt jump shot from 26 ft,69,64
311,3,1:35.0,,Offensive rebound by Z. Pachulia,69,64
312,3,1:33.0,,Z. Pachulia misses 2-pt layup from 1 ft,69,64
313,3,1:31.0,,Offensive rebound by E. İlyasova,69,64
314,3,1:31.0,,E. İlyasova misses 2-pt tip-in at rim,69,64
315,3,1:30.0,,Offensive rebound by E. İlyasova,69,64
316,3,1:30.0,,E. İlyasova misses 2-pt tip-in at rim,69,64
317,3,1:30.0,,Offensive rebound by Team,69,64
318,3,1:30.0,,J. Dudley enters the game for E. İlyasova,69,64
319,3,1:14.0,,Z. Pachulia misses 2-pt layup from 1 ft,69,64
320,3,1:14.0,Defensive rebound by M. Gasol,,69,64
321,3,1:14.0,Personal foul by Z. Pachulia (drawn by M. Gasol),,69,64
322,3,1:14.0,M. Gasol misses free throw 1 of 2,,69,64
323,3,1:14.0,Offensive rebound by Team,,69,64
324,3,1:14.0,,J. Henson enters the game for Z. Pachulia,69,64
325,3,1:14.0,M. Gasol makes free throw 2 of 2,,70,64
326,3,0:50.0,,J. Henson misses 2-pt hook shot from 6 ft (block by M. Gasol),70,64
327,3,0:48.0,Defensive rebound by M. Gasol,,70,64
328,3,0:29.0,T. Prince misses 2-pt jump shot from 6 ft,,70,64
329,3,0:28.0,Offensive rebound by Q. Pondexter,,70,64
330,3,0:28.0,Shooting foul by J. Henson (drawn by Q. Pondexter),,70,64
331,3,0:28.0,Q. Pondexter makes free throw 1 of 2,,71,64
332,3,0:28.0,K. Koufos enters the game for M. Gasol,,71,64
333,3,0:28.0,T. Allen enters the game for B. Udrih,,71,64
334,3,0:28.0,Q. Pondexter makes free throw 2 of 2,,72,64
335,3,0:02.0,,J. Dudley misses 2-pt jump shot from 15 ft,72,64
336,3,0:01.0,,Offensive rebound by J. Dudley,72,64
337,3,0:00.0,,J. Dudley makes 2-pt layup at rim,72,66
338,4,11:47.0,,G. Antetokounmpo misses 2-pt layup at rim,72,66
339,4,11:46.0,,Offensive rebound by J. Henson,72,66
340,4,11:35.0,,J. Henson makes 2-pt layup at rim (assist by O. Mayo),72,68
341,4,11:20.0,B. Udrih misses 2-pt jump shot from 18 ft,,72,68
342,4,11:18.0,,Defensive rebound by O. Mayo,72,68
343,4,11:13.0,,O. Mayo misses 3-pt jump shot from 25 ft,72,68
344,4,11:12.0,,Offensive rebound by J. Bayless,72,68
345,4,11:08.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by J. Bayless),72,71
346,4,11:07.0,Memphis full timeout,,72,71
347,4,11:07.0,C. Lee enters the game for Q. Pondexter,,72,71
348,4,11:07.0,Z. Randolph enters the game for K. Koufos,,72,71
349,4,10:42.0,J. Leuer misses 2-pt hook shot from 5 ft,,72,71
350,4,10:40.0,,Defensive rebound by J. Henson,72,71
351,4,10:31.0,,Shooting foul by J. Leuer (drawn by G. Antetokounmpo),72,71
352,4,10:31.0,,G. Antetokounmpo makes free throw 1 of 2,72,72
353,4,10:31.0,,G. Antetokounmpo makes free throw 2 of 2,72,73
354,4,10:13.0,T. Prince misses 2-pt layup at rim,,72,73
355,4,10:11.0,Offensive rebound by T. Prince,,72,73
356,4,10:11.0,T. Prince makes 2-pt tip-in at rim,,74,73
357,4,9:59.0,,Shooting foul by T. Prince (drawn by G. Antetokounmpo),74,73
358,4,9:59.0,,G. Antetokounmpo makes free throw 1 of 2,74,74
359,4,9:59.0,,G. Antetokounmpo makes free throw 2 of 2,74,75
360,4,9:47.0,C. Lee misses 3-pt jump shot from 23 ft,,74,75
361,4,9:46.0,,Defensive rebound by J. Henson,74,75
362,4,9:42.0,,O. Mayo makes 2-pt layup at rim (assist by J. Bayless),74,77
363,4,9:21.0,Z. Randolph misses 2-pt hook shot from 2 ft,,74,77
364,4,9:19.0,Offensive rebound by J. Leuer,,74,77
365,4,9:19.0,J. Leuer makes 2-pt tip-in at rim,,76,77
366,4,9:11.0,,O. Mayo misses 3-pt jump shot from 23 ft,76,77
367,4,9:10.0,Defensive rebound by Z. Randolph,,76,77
368,4,8:55.0,B. Udrih makes 2-pt layup at rim,,78,77
369,4,8:36.0,,J. Henson makes 2-pt layup at rim (assist by O. Mayo),78,79
370,4,8:14.0,Shooting foul by J. Bayless (drawn by B. Udrih),,78,79
371,4,8:14.0,B. Udrih makes free throw 1 of 2,,79,79
372,4,8:14.0,B. Udrih makes free throw 2 of 2,,80,79
373,4,8:00.0,,J. Bayless misses 3-pt jump shot from 23 ft,80,79
374,4,7:59.0,Defensive rebound by J. Leuer,,80,79
375,4,7:44.0,J. Leuer misses 2-pt jump shot from 19 ft,,80,79
376,4,7:42.0,Offensive rebound by C. Lee,,80,79
377,4,7:32.0,Z. Randolph misses 2-pt jump shot from 14 ft,,80,79
378,4,7:30.0,Offensive rebound by Z. Randolph,,80,79
379,4,7:12.0,Turnover by B. Udrih (lost ball; steal by J. Bayless),,80,79
380,4,7:09.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Bayless),80,81
381,4,6:58.0,Memphis full timeout,,80,81
382,4,6:58.0,,L. Sanders enters the game for J. Henson,80,81
383,4,6:58.0,M. Gasol enters the game for J. Leuer,,80,81
384,4,6:58.0,M. Conley enters the game for B. Udrih,,80,81
385,4,6:43.0,M. Conley misses 3-pt jump shot from 27 ft,,80,81
386,4,6:41.0,Offensive rebound by Z. Randolph,,80,81
387,4,6:34.0,C. Lee makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,83,81
