,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
56,1,5:32.0,,P. Pierce makes free throw 1 of 2,13,14
57,1,5:32.0,,P. Pierce makes free throw 2 of 2,13,15
58,1,5:28.0,Shooting foul by M. Gortat (drawn by R. Westbrook),,13,15
59,1,5:28.0,R. Westbrook makes free throw 1 of 2,,14,15
60,1,5:28.0,R. Westbrook misses free throw 2 of 2,,14,15
61,1,5:27.0,,Defensive rebound by K. Humphries,14,15
62,1,5:03.0,,M. Gortat misses 3-pt jump shot from 25 ft,14,15
63,1,5:02.0,Defensive rebound by R. Westbrook,,14,15
64,1,4:58.0,S. Adams misses 2-pt layup from 1 ft,,14,15
65,1,4:55.0,,Defensive rebound by M. Gortat,14,15
66,1,4:54.0,,R. Butler enters the game for B. Beal,14,15
67,1,4:54.0,D. Waiters enters the game for A. Roberson,,14,15
68,1,4:41.0,,K. Humphries misses 2-pt jump shot from 17 ft,14,15
69,1,4:40.0,,Offensive rebound by M. Gortat,14,15
70,1,4:37.0,,M. Gortat makes 2-pt tip-in from 1 ft,14,17
71,1,4:22.0,S. Adams misses 2-pt layup from 2 ft (block by M. Gortat),,14,17
72,1,4:21.0,,Defensive rebound by J. Wall,14,17
73,1,4:13.0,,J. Wall misses 3-pt jump shot from 27 ft,14,17
74,1,4:12.0,Defensive rebound by S. Adams,,14,17
75,1,4:05.0,R. Westbrook misses 2-pt jump shot from 18 ft,,14,17
76,1,4:04.0,Offensive rebound by S. Adams,,14,17
77,1,4:02.0,S. Adams misses 2-pt layup from 1 ft,,14,17
78,1,4:01.0,Offensive rebound by S. Adams,,14,17
79,1,4:00.0,S. Adams makes 2-pt tip-in from 2 ft,,16,17
80,1,3:43.0,,O. Porter enters the game for P. Pierce,16,17
81,1,3:39.0,,R. Butler makes 2-pt jump shot from 18 ft (assist by O. Porter),16,19
82,1,3:22.0,Turnover by R. Westbrook (bad pass; steal by R. Butler),,16,19
83,1,3:17.0,,R. Butler makes 2-pt dunk at rim (assist by J. Wall),16,21
84,1,3:09.0,Oklahoma City full timeout,,16,21
85,1,3:09.0,K. Perkins enters the game for S. Adams,,16,21
86,1,3:00.0,D. Waiters makes 2-pt layup at rim,,18,21
87,1,2:46.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),18,23
88,1,2:32.0,D. Waiters makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,20,23
89,1,2:19.0,,O. Porter misses 2-pt jump shot from 16 ft,20,23
90,1,2:18.0,Defensive rebound by D. Waiters,,20,23
91,1,2:07.0,K. Durant enters the game for R. Westbrook,,20,23
92,1,2:07.0,R. Jackson enters the game for S. Ibaka,,20,23
93,1,2:05.0,A. Morrow misses 2-pt jump shot from 16 ft,,20,23
94,1,2:03.0,,Defensive rebound by R. Butler,20,23
95,1,1:57.0,,Shooting foul by A. Morrow (drawn by O. Porter),20,23
96,1,1:57.0,,O. Porter misses free throw 1 of 2,20,23
97,1,1:57.0,,Offensive rebound by Team,20,23
98,1,1:57.0,,O. Porter makes free throw 2 of 2,20,24
99,1,1:45.0,K. Perkins makes 2-pt hook shot from 4 ft (assist by K. Durant),,22,24
100,1,1:22.0,,J. Wall misses 2-pt jump shot from 18 ft,22,24
101,1,1:21.0,,Offensive rebound by K. Humphries,22,24
102,1,1:16.0,,M. Gortat misses 2-pt jump shot from 15 ft,22,24
103,1,1:15.0,Defensive rebound by D. Waiters,,22,24
104,1,1:09.0,D. Waiters misses 2-pt layup from 2 ft (block by M. Gortat),,22,24
105,1,1:07.0,Offensive rebound by A. Morrow,,22,24
106,1,1:05.0,A. Morrow makes 2-pt layup from 1 ft,,24,24
107,1,0:55.0,,K. Séraphin enters the game for M. Gortat,24,24
108,1,0:51.0,,Personal foul by K. Perkins (drawn by R. Butler),24,24
109,1,0:51.0,,R. Butler makes free throw 1 of 2,24,25
110,1,0:51.0,,R. Butler makes free throw 2 of 2,24,26
111,1,0:36.0,K. Durant makes 2-pt jump shot from 17 ft,,26,26
112,1,0:30.0,,R. Butler misses 3-pt jump shot from 25 ft,26,26
113,1,0:29.0,,Offensive rebound by K. Séraphin,26,26
114,1,0:27.0,,K. Séraphin misses 2-pt jump shot from 1 ft,26,26
115,1,0:27.0,,Offensive rebound by K. Séraphin,26,26
116,1,0:26.0,,K. Séraphin makes 2-pt layup from 1 ft,26,28
117,1,0:05.0,K. Durant misses 2-pt jump shot from 4 ft,,26,28
118,1,0:04.0,Offensive rebound by K. Perkins,,26,28
119,1,0:02.0,K. Perkins misses 2-pt jump shot from 3 ft,,26,28
120,1,0:01.0,,Defensive rebound by O. Porter,26,28
121,1,0:00.0,,J. Wall makes 3-pt jump shot from 31 ft,26,31
122,2,11:46.0,,Shooting foul by K. Perkins (drawn by K. Humphries),26,31
123,2,11:46.0,,K. Humphries makes free throw 1 of 2,26,32
124,2,11:46.0,,K. Humphries makes free throw 2 of 2,26,33
125,2,11:33.0,A. Morrow misses 2-pt jump shot from 15 ft,,26,33
126,2,11:32.0,,Defensive rebound by K. Humphries,26,33
127,2,11:21.0,,B. Beal misses 2-pt jump shot from 6 ft (block by R. Jackson),26,33
128,2,11:19.0,Defensive rebound by K. Durant,,26,33
129,2,11:14.0,R. Jackson misses 3-pt jump shot from 26 ft,,26,33
130,2,11:12.0,Offensive rebound by D. Waiters,,26,33
131,2,11:06.0,D. Waiters misses 3-pt jump shot from 22 ft,,26,33
132,2,11:05.0,,Defensive rebound by K. Humphries,26,33
133,2,10:59.0,,A. Miller misses 2-pt layup at rim,26,33
134,2,10:57.0,Defensive rebound by K. Perkins,,26,33
135,2,10:53.0,Turnover by D. Waiters (bad pass),,26,33
136,2,10:37.0,,B. Beal misses 2-pt layup at rim,26,33
137,2,10:36.0,Defensive rebound by K. Perkins,,26,33
138,2,10:27.0,R. Jackson misses 2-pt jump shot from 11 ft,,26,33
139,2,10:26.0,Offensive rebound by Team,,26,33
140,2,10:24.0,K. Durant misses 2-pt jump shot from 16 ft,,26,33
141,2,10:22.0,,Defensive rebound by A. Miller,26,33
142,2,10:10.0,,Shooting foul by K. Perkins (drawn by K. Séraphin),26,33
143,2,10:10.0,,K. Séraphin makes free throw 1 of 2,26,34
144,2,10:10.0,S. Adams enters the game for K. Perkins,,26,34
145,2,10:10.0,,Turnover by K. Humphries (lane violation.),26,34
146,2,10:10.0,Oklahoma City full timeout,,26,34
147,2,10:06.0,Personal foul by R. Butler (drawn by K. Durant),,26,34
148,2,9:52.0,R. Jackson misses 2-pt jump shot from 20 ft,,26,34
149,2,9:51.0,,Defensive rebound by K. Humphries,26,34
150,2,9:34.0,,K. Séraphin misses 2-pt jump shot from 8 ft,26,34
151,2,9:33.0,Defensive rebound by R. Jackson,,26,34
152,2,9:26.0,S. Adams makes 2-pt dunk at rim (assist by R. Jackson),,28,34
153,2,9:26.0,Shooting foul by K. Séraphin (drawn by S. Adams),,28,34
154,2,9:26.0,S. Adams misses free throw 1 of 1,,28,34
155,2,9:25.0,,Defensive rebound by K. Humphries,28,34
156,2,9:12.0,,R. Butler misses 2-pt jump shot from 14 ft,28,34
157,2,9:11.0,Defensive rebound by S. Adams,,28,34
158,2,9:04.0,R. Jackson misses 2-pt jump shot from 17 ft,,28,34
159,2,9:03.0,,Defensive rebound by B. Beal,28,34
160,2,8:49.0,,K. Humphries makes 2-pt jump shot from 18 ft (assist by A. Miller),28,36
161,2,8:41.0,Oklahoma City full timeout,,28,36
162,2,8:41.0,R. Westbrook enters the game for R. Jackson,,28,36
163,2,8:24.0,A. Morrow misses 2-pt jump shot from 22 ft,,28,36
164,2,8:22.0,,Defensive rebound by R. Butler,28,36
165,2,8:03.0,,K. Humphries misses 2-pt jump shot from 8 ft,28,36
166,2,8:01.0,,Offensive rebound by B. Beal,28,36
167,2,7:44.0,,A. Miller misses 2-pt layup at rim (block by S. Adams),28,36
168,2,7:42.0,Defensive rebound by K. Durant,,28,36
169,2,7:40.0,Shooting foul by K. Humphries (drawn by K. Durant),,28,36
170,2,7:40.0,K. Durant makes free throw 1 of 2,,29,36
171,2,7:40.0,,N. Hilário enters the game for K. Humphries,29,36
172,2,7:40.0,K. Durant makes free throw 2 of 2,,30,36
173,2,7:17.0,,R. Butler misses 2-pt jump shot from 8 ft,30,36
174,2,7:16.0,Defensive rebound by K. Durant,,30,36
175,2,7:10.0,K. Durant misses 3-pt jump shot from 28 ft,,30,36
176,2,7:09.0,Offensive rebound by S. Adams,,30,36
177,2,7:03.0,A. Morrow misses 3-pt jump shot from 25 ft,,30,36
178,2,7:02.0,,Defensive rebound by A. Miller,30,36
179,2,6:55.0,,K. Séraphin misses 2-pt jump shot from 6 ft,30,36
180,2,6:53.0,Defensive rebound by S. Adams,,30,36
181,2,6:43.0,R. Westbrook misses 2-pt jump shot from 10 ft,,30,36
182,2,6:42.0,,Defensive rebound by A. Miller,30,36
183,2,6:36.0,,Turnover by R. Butler (lost ball; steal by R. Westbrook),30,36
184,2,6:31.0,Shooting foul by K. Séraphin (drawn by K. Durant),,30,36
185,2,6:31.0,K. Durant makes free throw 1 of 2,,31,36
186,2,6:31.0,,J. Wall enters the game for A. Miller,31,36
187,2,6:31.0,,M. Gortat enters the game for K. Séraphin,31,36
188,2,6:31.0,,P. Pierce enters the game for R. Butler,31,36
189,2,6:31.0,K. Durant makes free throw 2 of 2,,32,36
190,2,6:21.0,,B. Beal misses 2-pt jump shot from 20 ft,32,36
191,2,6:20.0,Defensive rebound by S. Adams,,32,36
192,2,6:06.0,R. Westbrook misses 2-pt jump shot from 19 ft,,32,36
193,2,6:04.0,,Defensive rebound by P. Pierce,32,36
194,2,5:49.0,,N. Hilário makes 2-pt dunk at rim,32,38
195,2,5:34.0,K. Durant misses 3-pt jump shot from 24 ft,,32,38
196,2,5:34.0,,Defensive rebound by Team,32,38
197,2,5:34.0,Loose ball foul by S. Adams (drawn by M. Gortat),,32,38
198,2,5:34.0,Official timeout,,32,38
199,2,5:34.0,S. Ibaka enters the game for A. Morrow,,32,38
200,2,5:16.0,,B. Beal misses 2-pt jump shot from 4 ft,32,38
201,2,5:14.0,Defensive rebound by S. Adams,,32,38
202,2,5:00.0,Turnover by R. Westbrook (lost ball; steal by B. Beal),,32,38
203,2,4:56.0,,J. Wall makes 2-pt dunk at rim (assist by B. Beal),32,40
204,2,4:34.0,S. Ibaka misses 2-pt jump shot from 8 ft,,32,40
205,2,4:33.0,,Defensive rebound by Team,32,40
206,2,4:15.0,,Turnover by B. Beal (lost ball; steal by D. Waiters),32,40
207,2,4:03.0,D. Waiters makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,34,40
208,2,3:41.0,,N. Hilário misses 2-pt jump shot from 3 ft,34,40
209,2,3:40.0,Defensive rebound by S. Adams,,34,40
210,2,3:34.0,S. Ibaka misses 3-pt jump shot from 26 ft,,34,40
211,2,3:32.0,,Defensive rebound by J. Wall,34,40
212,2,3:26.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),34,43
213,2,3:08.0,S. Ibaka misses 3-pt jump shot from 25 ft,,34,43
214,2,3:07.0,,Defensive rebound by P. Pierce,34,43
215,2,3:00.0,,P. Pierce misses 3-pt jump shot from 26 ft,34,43
216,2,2:59.0,Defensive rebound by S. Adams,,34,43
217,2,2:38.0,K. Durant makes 2-pt layup at rim (assist by S. Ibaka),,36,43
218,2,2:16.0,,J. Wall misses 3-pt jump shot from 22 ft,36,43
219,2,2:15.0,Defensive rebound by D. Waiters,,36,43
220,2,2:08.0,Offensive foul by K. Durant (drawn by B. Beal),,36,43
221,2,2:08.0,Turnover by K. Durant (offensive foul),,36,43
222,2,2:08.0,,Washington full timeout,36,43
223,2,1:58.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by N. Hilário),36,46
224,2,1:39.0,D. Waiters misses 2-pt jump shot from 22 ft,,36,46
225,2,1:38.0,,Defensive rebound by P. Pierce,36,46
226,2,1:33.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Wall),36,48
227,2,1:11.0,S. Ibaka misses 2-pt layup from 2 ft,,36,48
228,2,1:10.0,,Defensive rebound by M. Gortat,36,48
229,2,0:54.0,,P. Pierce misses 3-pt jump shot from 28 ft,36,48
230,2,0:53.0,Defensive rebound by R. Westbrook,,36,48
231,2,0:40.0,Turnover by S. Ibaka (bad pass; steal by J. Wall),,36,48
232,2,0:35.0,,B. Beal misses 3-pt jump shot from 27 ft,36,48
233,2,0:33.0,,Offensive rebound by P. Pierce,36,48
234,2,0:31.0,,B. Beal makes 2-pt dunk at rim (assist by P. Pierce),36,50
235,2,0:10.0,R. Westbrook makes 2-pt jump shot from 10 ft,,38,50
236,2,0:02.0,,Personal take foul by R. Westbrook (drawn by J. Wall),38,50
237,2,0:02.0,,K. Humphries enters the game for N. Hilário,38,50
238,2,0:02.0,,Washington full timeout,38,50
239,2,0:02.0,A. Roberson enters the game for S. Adams,,38,50
240,2,0:01.0,,B. Beal misses 3-pt jump shot from 27 ft (block by K. Durant),38,50
241,2,0:01.0,,Offensive rebound by B. Beal,38,50
242,3,11:44.0,,B. Beal misses 2-pt jump shot from 18 ft,38,50
243,3,11:43.0,Defensive rebound by S. Adams,,38,50
244,3,11:29.0,K. Durant misses 2-pt jump shot from 16 ft,,38,50
245,3,11:29.0,,Defensive rebound by Team,38,50
246,3,11:29.0,Loose ball foul by S. Adams (drawn by B. Beal),,38,50
247,3,11:29.0,,Technical foul by Team,38,50
248,3,11:29.0,Technical foul by R. Westbrook,,38,50
249,3,11:14.0,,Turnover by J. Wall (bad pass; steal by A. Roberson),38,50
250,3,11:07.0,S. Ibaka misses 2-pt jump shot from 18 ft,,38,50
251,3,11:06.0,,Defensive rebound by M. Gortat,38,50
252,3,10:46.0,,M. Gortat misses 2-pt jump shot from 17 ft,38,50
253,3,10:45.0,Defensive rebound by S. Ibaka,,38,50
254,3,10:31.0,S. Ibaka makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,40,50
255,3,10:14.0,,J. Wall misses 2-pt jump shot from 13 ft,40,50
256,3,10:12.0,Defensive rebound by K. Durant,,40,50
257,3,9:56.0,S. Ibaka misses 2-pt jump shot from 13 ft,,40,50
258,3,9:55.0,,Defensive rebound by P. Pierce,40,50
259,3,9:50.0,,Turnover by J. Wall (bad pass),40,50
260,3,9:26.0,R. Westbrook misses 3-pt jump shot from 27 ft,,40,50
261,3,9:24.0,,Defensive rebound by B. Beal,40,50
262,3,9:09.0,,B. Beal misses 3-pt jump shot from 23 ft,40,50
263,3,9:08.0,Defensive rebound by A. Roberson,,40,50
264,3,9:00.0,K. Durant misses 2-pt layup from 2 ft,,40,50
265,3,9:00.0,Offensive rebound by Team,,40,50
266,3,9:00.0,,Loose ball foul by P. Pierce (drawn by S. Adams),40,50
267,3,8:54.0,R. Westbrook misses 2-pt jump shot from 14 ft,,40,50
268,3,8:54.0,,Defensive rebound by M. Gortat,40,50
269,3,8:43.0,,B. Beal misses 3-pt jump shot from 23 ft,40,50
270,3,8:42.0,Defensive rebound by S. Adams,,40,50
271,3,8:38.0,R. Westbrook makes 2-pt jump shot from 6 ft,,42,50
272,3,8:38.0,Shooting foul by J. Wall (drawn by R. Westbrook),,42,50
273,3,8:38.0,R. Westbrook makes free throw 1 of 1,,43,50
274,3,8:20.0,,B. Beal makes 2-pt jump shot from 13 ft (assist by N. Hilário),43,52
275,3,8:09.0,K. Durant makes 3-pt jump shot from 27 ft,,46,52
276,3,7:47.0,Violation by S. Ibaka (def goaltending),,46,52
277,3,7:47.0,,N. Hilário makes 2-pt layup from 1 ft,46,54
278,3,7:35.0,S. Ibaka misses 2-pt jump shot from 17 ft,,46,54
279,3,7:34.0,Offensive rebound by S. Adams,,46,54
280,3,7:22.0,R. Westbrook makes 2-pt dunk at rim (assist by K. Durant),,48,54
281,3,7:07.0,,N. Hilário misses 2-pt jump shot from 12 ft,48,54
282,3,7:06.0,Defensive rebound by S. Ibaka,,48,54
283,3,6:58.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,51,54
284,3,6:57.0,,Washington full timeout,51,54
285,3,6:33.0,,Turnover by Team (shot clock),51,54
286,3,6:14.0,R. Westbrook misses 3-pt jump shot from 26 ft,,51,54
287,3,6:12.0,Offensive rebound by S. Ibaka,,51,54
288,3,5:59.0,K. Durant misses 2-pt layup from 2 ft (block by M. Gortat),,51,54
289,3,5:59.0,Offensive rebound by Team,,51,54
290,3,5:57.0,Turnover by A. Roberson (bad pass; steal by J. Wall),,51,54
291,3,5:52.0,,J. Wall misses 2-pt layup at rim,51,54
292,3,5:50.0,Defensive rebound by S. Adams,,51,54
293,3,5:30.0,Turnover by K. Durant (lost ball; steal by P. Pierce),,51,54
294,3,5:11.0,,M. Gortat misses 2-pt layup from 2 ft,51,54
295,3,5:09.0,Defensive rebound by R. Westbrook,,51,54
296,3,5:04.0,R. Westbrook misses 2-pt jump shot from 21 ft,,51,54
297,3,5:02.0,,Defensive rebound by M. Gortat,51,54
298,3,4:55.0,,Shooting foul by R. Westbrook (drawn by J. Wall),51,54
299,3,4:55.0,,J. Wall makes free throw 1 of 2,51,55
300,3,4:55.0,N. Collison enters the game for S. Ibaka,,51,55
301,3,4:55.0,A. Morrow enters the game for K. Durant,,51,55
302,3,4:55.0,,K. Humphries enters the game for N. Hilário,51,55
303,3,4:55.0,,J. Wall makes free throw 2 of 2,51,56
304,3,4:36.0,N. Collison makes 2-pt hook shot from 3 ft (assist by R. Westbrook),,53,56
305,3,4:16.0,,Turnover by B. Beal (bad pass; steal by A. Morrow),53,56
306,3,4:06.0,R. Westbrook makes 2-pt jump shot from 5 ft,,55,56
307,3,3:52.0,,R. Butler enters the game for B. Beal,55,56
308,3,3:44.0,,J. Wall misses 2-pt jump shot from 19 ft,55,56
309,3,3:43.0,,Offensive rebound by P. Pierce,55,56
310,3,3:40.0,,P. Pierce makes 2-pt layup from 2 ft,55,58
311,3,3:26.0,R. Westbrook makes 2-pt jump shot from 14 ft,,57,58
312,3,3:26.0,Shooting foul by J. Wall (drawn by R. Westbrook),,57,58
313,3,3:26.0,D. Waiters enters the game for A. Roberson,,57,58
314,3,3:26.0,Violation by Team (delay of game),,57,58
315,3,3:26.0,R. Westbrook makes free throw 1 of 1,,58,58
316,3,3:09.0,,P. Pierce makes 2-pt layup from 2 ft,58,60
317,3,2:56.0,R. Westbrook misses 2-pt jump shot from 21 ft,,58,60
318,3,2:55.0,,Defensive rebound by J. Wall,58,60
319,3,2:45.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),58,62
320,3,2:45.0,Oklahoma City full timeout,,58,62
321,3,2:45.0,K. Perkins enters the game for S. Adams,,58,62
322,3,2:32.0,D. Waiters misses 2-pt layup from 1 ft,,58,62
323,3,2:31.0,,Defensive rebound by R. Butler,58,62
324,3,2:25.0,,P. Pierce misses 3-pt jump shot from 23 ft,58,62
325,3,2:25.0,Defensive rebound by Team,,58,62
326,3,2:14.0,R. Westbrook makes 2-pt jump shot from 11 ft,,60,62
327,3,1:57.0,,Turnover by R. Butler (lost ball; steal by N. Collison),60,62
328,3,1:51.0,R. Westbrook makes 2-pt jump shot from 14 ft,,62,62
329,3,1:32.0,,R. Butler makes 3-pt jump shot from 22 ft (assist by J. Wall),62,65
330,3,1:14.0,N. Collison misses 3-pt jump shot from 22 ft,,62,65
331,3,1:13.0,Offensive rebound by R. Westbrook,,62,65
332,3,1:13.0,Shooting foul by M. Gortat (drawn by R. Westbrook),,62,65
333,3,1:13.0,R. Westbrook makes free throw 1 of 2,,63,65
334,3,1:13.0,,O. Porter enters the game for P. Pierce,63,65
335,3,1:13.0,R. Westbrook makes free throw 2 of 2,,64,65
336,3,1:00.0,,O. Porter misses 3-pt jump shot from 23 ft,64,65
337,3,0:59.0,Defensive rebound by N. Collison,,64,65
338,3,0:54.0,R. Westbrook misses 2-pt jump shot from 17 ft,,64,65
339,3,0:52.0,,Defensive rebound by K. Humphries,64,65
340,3,0:48.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),64,67
341,3,0:39.0,K. Perkins makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,66,67
342,3,0:31.0,,J. Wall makes 3-pt jump shot from 26 ft,66,70
343,3,0:13.0,,Violation by J. Wall (kicked ball),66,70
344,3,0:13.0,K. Durant enters the game for N. Collison,,66,70
345,3,0:03.0,R. Westbrook misses 3-pt jump shot from 27 ft,,66,70
346,3,0:02.0,,Defensive rebound by K. Humphries,66,70
347,3,0:01.0,,J. Wall misses 3-pt jump shot from 55 ft,66,70
348,3,0:00.0,,Offensive rebound by Team,66,70
349,4,11:43.0,D. Waiters misses 2-pt jump shot from 7 ft,,66,70
350,4,11:41.0,,Defensive rebound by R. Butler,66,70
351,4,11:26.0,,K. Séraphin misses 2-pt jump shot from 5 ft,66,70
352,4,11:25.0,,Offensive rebound by K. Humphries,66,70
353,4,11:19.0,,A. Miller misses 2-pt jump shot from 4 ft,66,70
354,4,11:17.0,,Offensive rebound by Team,66,70
355,4,11:10.0,,R. Butler misses 2-pt jump shot from 16 ft,66,70
356,4,11:09.0,Defensive rebound by K. Durant,,66,70
357,4,11:03.0,Shooting foul by K. Séraphin (drawn by K. Durant),,66,70
358,4,11:03.0,K. Durant misses free throw 1 of 2,,66,70
359,4,11:03.0,Offensive rebound by Team,,66,70
360,4,11:03.0,K. Durant makes free throw 2 of 2,,67,70
361,4,10:46.0,,K. Séraphin makes 2-pt hook shot from 12 ft,67,72
362,4,10:29.0,K. Durant makes 3-pt jump shot from 28 ft (assist by D. Waiters),,70,72
363,4,10:02.0,,K. Séraphin misses 2-pt jump shot from 10 ft (block by K. Perkins),70,72
364,4,10:00.0,Defensive rebound by K. Perkins,,70,72
365,4,9:52.0,D. Waiters misses 3-pt jump shot from 26 ft,,70,72
366,4,9:50.0,,Defensive rebound by A. Miller,70,72
367,4,9:46.0,,K. Séraphin makes 2-pt dunk at rim (assist by A. Miller),70,74
368,4,9:38.0,A. Morrow makes 2-pt jump shot from 5 ft (assist by R. Jackson),,72,74
369,4,9:38.0,Shooting foul by K. Humphries (drawn by A. Morrow),,72,74
370,4,9:38.0,,B. Beal enters the game for O. Porter,72,74
371,4,9:38.0,A. Morrow makes free throw 1 of 1,,73,74
372,4,9:15.0,,A. Miller misses 2-pt jump shot from 16 ft,73,74
373,4,9:14.0,Defensive rebound by K. Durant,,73,74
374,4,9:10.0,D. Waiters makes 2-pt layup at rim (assist by K. Durant),,75,74
375,4,8:50.0,,Shooting foul by K. Perkins (drawn by A. Miller),75,74
376,4,8:50.0,Official timeout,,75,74
377,4,8:50.0,,N. Hilário enters the game for K. Humphries,75,74
378,4,8:50.0,,A. Miller misses free throw 1 of 2,75,74
379,4,8:50.0,,Offensive rebound by Team,75,74
380,4,8:50.0,,A. Miller misses free throw 2 of 2,75,74
381,4,8:49.0,Defensive rebound by A. Morrow,,75,74
382,4,8:40.0,K. Durant makes 3-pt jump shot from 26 ft (assist by R. Jackson),,78,74
383,4,8:20.0,,Shooting foul by R. Jackson (drawn by B. Beal),78,74
384,4,8:20.0,,B. Beal makes free throw 1 of 2,78,75
385,4,8:20.0,,J. Wall enters the game for A. Miller,78,75
386,4,8:20.0,,B. Beal makes free throw 2 of 2,78,76
387,4,8:06.0,K. Durant makes 2-pt layup from 1 ft,,80,76
388,4,7:51.0,,K. Séraphin makes 2-pt hook shot from 11 ft,80,78
389,4,7:34.0,D. Waiters misses 3-pt jump shot from 25 ft,,80,78
390,4,7:33.0,Offensive rebound by K. Perkins,,80,78
