,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,OKLAHOMA CITY_ACTION,WASHINGTON_SCORE,OKLAHOMA CITY_SCORE
59,1,4:04.0,,R. Westbrook misses 2-pt jump shot from 14 ft,17,17
60,1,4:03.0,Defensive rebound by M. Gortat,,17,17
61,1,3:54.0,Shooting foul by S. Ibaka (drawn by J. Wall),,17,17
62,1,3:54.0,J. Wall makes free throw 1 of 2,,18,17
63,1,3:54.0,R. Butler enters the game for P. Pierce,,18,17
64,1,3:54.0,K. Humphries enters the game for N. Hilário,,18,17
65,1,3:54.0,,P. Jones enters the game for K. Durant,18,17
66,1,3:54.0,,N. Collison enters the game for S. Ibaka,18,17
67,1,3:54.0,J. Wall makes free throw 2 of 2,,19,17
68,1,3:41.0,,Shooting foul by J. Wall (drawn by R. Westbrook),19,17
69,1,3:41.0,Technical foul by J. Wall,,19,17
70,1,3:41.0,,R. Westbrook misses technical free throw,19,17
71,1,3:41.0,,Offensive rebound by Team,19,17
72,1,3:41.0,,R. Westbrook makes free throw 1 of 2,19,18
73,1,3:41.0,A. Miller enters the game for J. Wall,,19,18
74,1,3:41.0,,R. Westbrook makes free throw 2 of 2,19,19
75,1,3:26.0,R. Butler makes 3-pt jump shot from 23 ft (assist by B. Beal),,22,19
76,1,3:15.0,Violation by M. Gortat (kicked ball),,22,19
77,1,3:15.0,,A. Morrow enters the game for A. Roberson,22,19
78,1,3:08.0,,R. Westbrook misses 2-pt layup from 1 ft,22,19
79,1,3:06.0,Defensive rebound by B. Beal,,22,19
80,1,3:06.0,Personal foul by R. Westbrook (drawn by B. Beal),,22,19
81,1,3:06.0,,Technical foul by R. Westbrook,22,19
82,1,3:06.0,B. Beal makes technical free throw,,23,19
83,1,3:06.0,B. Beal makes free throw 1 of 2,,24,19
84,1,3:06.0,,R. Jackson enters the game for R. Westbrook,24,19
85,1,3:06.0,B. Beal makes free throw 2 of 2,,25,19
86,1,2:49.0,,N. Collison makes 2-pt dunk at rim (assist by K. Perkins),25,21
87,1,2:31.0,K. Humphries misses 2-pt jump shot from 12 ft (block by N. Collison),,25,21
88,1,2:29.0,,Defensive rebound by K. Perkins,25,21
89,1,2:16.0,,R. Jackson misses 2-pt layup from 2 ft,25,21
90,1,2:15.0,Defensive rebound by M. Gortat,,25,21
91,1,1:57.0,A. Miller makes 2-pt layup from 1 ft,,27,21
92,1,1:44.0,,N. Collison makes 2-pt jump shot from 16 ft (assist by R. Jackson),27,23
93,1,1:34.0,Washington full timeout,,27,23
94,1,1:25.0,K. Humphries misses 2-pt jump shot from 16 ft,,27,23
95,1,1:24.0,,Defensive rebound by R. Jackson,27,23
96,1,1:04.0,,N. Collison misses 2-pt jump shot from 4 ft,27,23
97,1,1:04.0,Defensive rebound by Team,,27,23
98,1,1:04.0,,Loose ball foul by K. Perkins (drawn by A. Miller),27,23
99,1,1:04.0,A. Miller makes free throw 1 of 2,,28,23
100,1,1:04.0,M. Webster enters the game for M. Gortat,,28,23
101,1,1:04.0,K. Séraphin enters the game for B. Beal,,28,23
102,1,1:04.0,A. Miller makes free throw 2 of 2,,29,23
103,1,0:51.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by N. Collison),29,26
104,1,0:37.0,K. Séraphin misses 2-pt jump shot from 20 ft,,29,26
105,1,0:36.0,,Defensive rebound by P. Jones,29,26
106,1,0:24.0,,K. Perkins makes 2-pt hook shot from 4 ft,29,28
107,1,0:01.0,R. Butler misses 2-pt jump shot from 17 ft,,29,28
108,1,0:00.0,,Defensive rebound by Team,29,28
109,2,11:46.0,Turnover by M. Webster (step out of bounds),,29,28
110,2,11:33.0,,K. Perkins makes 2-pt layup at rim (assist by R. Jackson),29,30
111,2,11:33.0,,Shooting foul by K. Séraphin (drawn by K. Perkins),29,30
112,2,11:33.0,,K. Perkins misses free throw 1 of 1,29,30
113,2,11:33.0,Defensive rebound by K. Humphries,,29,30
114,2,11:15.0,Shooting foul by K. Perkins (drawn by M. Webster),,29,30
115,2,11:15.0,M. Webster makes free throw 1 of 2,,30,30
116,2,11:15.0,M. Webster misses free throw 2 of 2,,30,30
117,2,11:14.0,,Defensive rebound by N. Collison,30,30
118,2,10:57.0,,R. Jackson misses 2-pt layup from 2 ft,30,30
119,2,10:55.0,,Offensive rebound by K. Perkins,30,30
120,2,10:54.0,,K. Perkins misses 2-pt layup from 1 ft,30,30
121,2,10:53.0,,Offensive rebound by N. Collison,30,30
122,2,10:53.0,,N. Collison misses 2-pt tip-in from 1 ft,30,30
123,2,10:51.0,,Offensive rebound by N. Collison,30,30
124,2,10:49.0,,N. Collison makes 2-pt hook shot from 3 ft,30,32
125,2,10:33.0,A. Miller makes 2-pt layup at rim (assist by K. Humphries),,32,32
126,2,10:22.0,,Turnover by K. Perkins (bad pass; steal by A. Miller),32,32
127,2,10:05.0,Turnover by K. Séraphin (bad pass; steal by R. Jackson),,32,32
128,2,10:04.0,,Personal take foul by A. Miller (drawn by R. Jackson),32,32
129,2,10:04.0,,K. Durant enters the game for P. Jones,32,32
130,2,9:50.0,,K. Durant makes 2-pt jump shot from 9 ft (assist by R. Jackson),32,34
131,2,9:28.0,K. Humphries misses 2-pt jump shot from 13 ft,,32,34
132,2,9:27.0,,Defensive rebound by K. Perkins,32,34
133,2,9:10.0,,R. Jackson makes 2-pt jump shot from 17 ft,32,36
134,2,8:55.0,A. Miller misses 2-pt jump shot from 17 ft,,32,36
135,2,8:54.0,Offensive rebound by K. Humphries,,32,36
136,2,8:49.0,Personal foul by A. Morrow (drawn by M. Webster),,32,36
137,2,8:49.0,Official timeout,,32,36
138,2,8:41.0,Offensive foul by K. Séraphin (drawn by K. Perkins),,32,36
139,2,8:41.0,Turnover by K. Séraphin (offensive foul),,32,36
140,2,8:28.0,,Turnover by A. Morrow (traveling),32,36
141,2,8:15.0,N. Hilário enters the game for K. Séraphin,,32,36
142,2,8:15.0,,R. Westbrook enters the game for R. Jackson,32,36
143,2,8:05.0,Turnover by R. Butler (lost ball; steal by K. Perkins),,32,36
144,2,8:00.0,,R. Westbrook misses 2-pt layup at rim,32,36
145,2,7:59.0,Defensive rebound by M. Webster,,32,36
146,2,7:43.0,Shooting foul by K. Perkins (drawn by A. Miller),,32,36
147,2,7:43.0,A. Miller makes free throw 1 of 2,,33,36
148,2,7:43.0,B. Beal enters the game for M. Webster,,33,36
149,2,7:43.0,A. Miller makes free throw 2 of 2,,34,36
150,2,7:28.0,,K. Durant misses 2-pt jump shot from 15 ft,34,36
151,2,7:27.0,Defensive rebound by K. Humphries,,34,36
152,2,7:17.0,R. Butler misses 2-pt jump shot from 14 ft,,34,36
153,2,7:16.0,Offensive rebound by K. Humphries,,34,36
154,2,7:05.0,A. Miller makes 2-pt layup from 1 ft,,36,36
155,2,6:49.0,,N. Collison makes 2-pt layup from 1 ft (assist by R. Westbrook),36,38
156,2,6:27.0,A. Miller makes 3-pt jump shot from 24 ft (assist by N. Hilário),,39,38
157,2,6:11.0,,N. Collison makes 2-pt layup from 1 ft (assist by R. Westbrook),39,40
158,2,5:55.0,K. Humphries makes 2-pt layup from 2 ft (assist by N. Hilário),,41,40
159,2,5:55.0,Shooting foul by K. Durant (drawn by K. Humphries),,41,40
160,2,5:55.0,,Oklahoma City full timeout,41,40
161,2,5:55.0,,S. Adams enters the game for K. Perkins,41,40
162,2,5:55.0,,S. Ibaka enters the game for N. Collison,41,40
163,2,5:55.0,K. Humphries misses free throw 1 of 1,,41,40
164,2,5:55.0,,Defensive rebound by R. Westbrook,41,40
165,2,5:46.0,,Offensive foul by K. Durant (drawn by A. Miller),41,40
166,2,5:46.0,,Turnover by K. Durant (offensive foul),41,40
167,2,5:46.0,M. Gortat enters the game for K. Humphries,,41,40
168,2,5:46.0,,P. Jones enters the game for K. Durant,41,40
169,2,5:29.0,N. Hilário makes 2-pt dunk at rim (assist by A. Miller),,43,40
170,2,5:13.0,,P. Jones makes 2-pt hook shot from 4 ft,43,42
171,2,5:03.0,N. Hilário makes 2-pt dunk at rim (assist by A. Miller),,45,42
172,2,4:48.0,,R. Westbrook misses 2-pt jump shot from 17 ft,45,42
173,2,4:47.0,Defensive rebound by Team,,45,42
174,2,4:46.0,J. Wall enters the game for R. Butler,,45,42
175,2,4:46.0,P. Pierce enters the game for A. Miller,,45,42
176,2,4:32.0,B. Beal makes 2-pt jump shot from 4 ft (assist by N. Hilário),,47,42
177,2,4:12.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),47,44
178,2,3:56.0,B. Beal misses 2-pt jump shot from 10 ft,,47,44
179,2,3:55.0,,Defensive rebound by S. Ibaka,47,44
180,2,3:46.0,,R. Westbrook makes 2-pt jump shot from 9 ft,47,46
181,2,3:19.0,J. Wall misses 2-pt jump shot from 5 ft,,47,46
182,2,3:18.0,,Defensive rebound by S. Ibaka,47,46
183,2,3:13.0,,A. Morrow makes 2-pt jump shot from 13 ft (assist by R. Westbrook),47,48
184,2,3:05.0,Washington full timeout,,47,48
185,2,3:05.0,,Technical foul by K. Durant,47,48
186,2,3:05.0,,A. Roberson enters the game for A. Morrow,47,48
187,2,3:05.0,B. Beal makes technical free throw,,48,48
188,2,2:55.0,N. Hilário makes 2-pt layup from 1 ft,,50,48
189,2,2:40.0,,R. Westbrook misses 2-pt jump shot from 18 ft,50,48
190,2,2:39.0,,Offensive rebound by S. Ibaka,50,48
191,2,2:35.0,,S. Ibaka makes 2-pt jump shot from 15 ft,50,50
192,2,2:18.0,N. Hilário misses 2-pt jump shot from 15 ft,,50,50
193,2,2:17.0,Offensive rebound by M. Gortat,,50,50
194,2,2:14.0,Turnover by N. Hilário (dbl dribble),,50,50
195,2,2:14.0,D. Blair enters the game for N. Hilário,,50,50
196,2,1:57.0,,R. Westbrook makes 2-pt jump shot from 17 ft,50,52
197,2,1:39.0,Turnover by B. Beal (bad pass; steal by P. Jones),,50,52
198,2,1:37.0,,P. Jones makes 2-pt dunk at rim,50,54
199,2,1:27.0,P. Pierce makes 3-pt jump shot from 23 ft (assist by J. Wall),,53,54
200,2,1:07.0,,Personal foul by D. Blair (drawn by R. Westbrook),53,54
201,2,1:07.0,A. Miller enters the game for J. Wall,,53,54
202,2,1:07.0,,N. Collison enters the game for S. Ibaka,53,54
203,2,0:55.0,,Shooting foul by P. Pierce (drawn by P. Jones),53,54
204,2,0:55.0,,P. Jones misses free throw 1 of 2,53,54
205,2,0:55.0,,Offensive rebound by Team,53,54
206,2,0:55.0,,P. Jones makes free throw 2 of 2,53,55
207,2,0:39.0,P. Pierce makes 2-pt jump shot from 14 ft,,55,55
208,2,0:34.0,,R. Westbrook misses 3-pt jump shot from 23 ft,55,55
209,2,0:33.0,Defensive rebound by D. Blair,,55,55
210,2,0:12.0,Turnover by B. Beal (bad pass; steal by N. Collison),,55,55
211,2,0:08.0,,Turnover by R. Westbrook (bad pass),55,55
212,2,0:08.0,Washington full timeout,,55,55
213,2,0:08.0,J. Wall enters the game for A. Miller,,55,55
214,2,0:08.0,R. Butler enters the game for D. Blair,,55,55
215,2,0:08.0,,R. Jackson enters the game for S. Adams,55,55
216,2,0:02.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,57,55
217,2,0:00.0,,R. Westbrook misses 3-pt jump shot from 39 ft,57,55
218,2,0:00.0,Defensive rebound by Team,,57,55
219,3,11:45.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by B. Beal),,60,55
220,3,11:29.0,,Turnover by K. Durant (bad pass; steal by N. Hilário),60,55
221,3,11:23.0,Offensive foul by P. Pierce (drawn by K. Durant),,60,55
222,3,11:23.0,Turnover by P. Pierce (offensive foul),,60,55
223,3,11:15.0,,Offensive foul by S. Adams (drawn by P. Pierce),60,55
224,3,11:15.0,,Turnover by S. Adams (offensive foul),60,55
225,3,11:01.0,Personal foul by R. Westbrook (drawn by P. Pierce),,60,55
226,3,10:50.0,N. Hilário misses 2-pt jump shot from 16 ft,,60,55
227,3,10:50.0,,Defensive rebound by S. Adams,60,55
228,3,10:43.0,,K. Durant misses 3-pt jump shot from 24 ft,60,55
229,3,10:42.0,Defensive rebound by M. Gortat,,60,55
230,3,10:21.0,J. Wall makes 3-pt jump shot from 24 ft (assist by B. Beal),,63,55
231,3,10:07.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Durant),63,57
232,3,9:48.0,M. Gortat misses 2-pt jump shot from 8 ft,,63,57
233,3,9:47.0,,Defensive rebound by S. Adams,63,57
234,3,9:38.0,,R. Westbrook makes 2-pt layup at rim,63,59
235,3,9:23.0,B. Beal misses 2-pt jump shot from 14 ft,,63,59
236,3,9:22.0,,Defensive rebound by K. Durant,63,59
237,3,9:07.0,Offensive charge foul by R. Westbrook (drawn by N. Hilário),,63,59
238,3,9:07.0,,Turnover by R. Westbrook (offensive foul),63,59
239,3,9:07.0,,R. Jackson enters the game for R. Westbrook,63,59
240,3,8:58.0,J. Wall misses 2-pt jump shot from 13 ft,,63,59
241,3,8:57.0,,Defensive rebound by S. Adams,63,59
242,3,8:47.0,,Turnover by R. Jackson (bad pass),63,59
243,3,8:38.0,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),,65,59
244,3,8:35.0,,Oklahoma City full timeout,65,59
245,3,8:23.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by S. Adams),65,61
246,3,8:04.0,B. Beal misses 2-pt jump shot from 18 ft,,65,61
247,3,8:04.0,,Defensive rebound by K. Durant,65,61
248,3,8:00.0,,Shooting foul by P. Pierce (drawn by K. Durant),65,61
249,3,8:00.0,,K. Durant makes free throw 1 of 2,65,62
250,3,8:00.0,R. Butler enters the game for P. Pierce,,65,62
251,3,8:00.0,,K. Durant makes free throw 2 of 2,65,63
252,3,7:49.0,Personal foul by S. Ibaka (drawn by N. Hilário),,65,63
253,3,7:40.0,N. Hilário misses 2-pt layup from 1 ft (block by A. Roberson),,65,63
254,3,7:38.0,Offensive rebound by B. Beal,,65,63
255,3,7:38.0,B. Beal misses 2-pt layup from 2 ft,,65,63
256,3,7:36.0,,Defensive rebound by S. Adams,65,63
257,3,7:26.0,,S. Ibaka misses 3-pt jump shot from 24 ft,65,63
258,3,7:25.0,Defensive rebound by B. Beal,,65,63
259,3,7:06.0,M. Gortat misses 2-pt jump shot from 10 ft,,65,63
260,3,7:05.0,,Defensive rebound by S. Ibaka,65,63
261,3,6:53.0,,R. Jackson misses 3-pt jump shot from 24 ft,65,63
262,3,6:52.0,Defensive rebound by M. Gortat,,65,63
263,3,6:43.0,Turnover by M. Gortat (traveling),,65,63
264,3,6:28.0,,R. Jackson makes 2-pt jump shot from 11 ft (assist by S. Adams),65,65
265,3,6:17.0,R. Butler makes 2-pt dunk at rim (assist by J. Wall),,67,65
266,3,6:06.0,,K. Durant misses 3-pt jump shot from 24 ft,67,65
267,3,6:05.0,Defensive rebound by N. Hilário,,67,65
268,3,6:00.0,J. Wall makes 2-pt jump shot from 17 ft,,69,65
269,3,5:40.0,,Personal foul by R. Butler (drawn by K. Durant),69,65
270,3,5:34.0,,K. Durant makes 2-pt jump shot from 8 ft (assist by R. Jackson),69,67
271,3,5:10.0,B. Beal makes 3-pt jump shot from 23 ft,,72,67
272,3,4:54.0,,S. Adams misses 2-pt hook shot from 5 ft,72,67
273,3,4:54.0,Defensive rebound by B. Beal,,72,67
274,3,4:49.0,R. Butler misses 2-pt layup from 2 ft (block by K. Durant),,72,67
275,3,4:49.0,,Defensive rebound by Team,72,67
276,3,4:49.0,K. Humphries enters the game for N. Hilário,,72,67
277,3,4:37.0,,R. Jackson misses 2-pt jump shot from 18 ft,72,67
278,3,4:36.0,Defensive rebound by B. Beal,,72,67
279,3,4:28.0,B. Beal misses 3-pt jump shot from 23 ft,,72,67
280,3,4:27.0,,Defensive rebound by A. Roberson,72,67
281,3,4:13.0,,S. Ibaka makes 3-pt jump shot from 22 ft (assist by R. Jackson),72,70
282,3,4:05.0,R. Butler makes 3-pt jump shot from 24 ft (assist by J. Wall),,75,70
283,3,3:44.0,,K. Durant makes 2-pt jump shot from 4 ft (assist by R. Jackson),75,72
284,3,3:19.0,R. Butler misses 2-pt jump shot from 18 ft,,75,72
285,3,3:18.0,,Defensive rebound by A. Roberson,75,72
286,3,3:08.0,,Shooting foul by B. Beal (drawn by A. Roberson),75,72
287,3,3:08.0,,A. Roberson misses free throw 1 of 2,75,72
288,3,3:08.0,,Offensive rebound by Team,75,72
289,3,3:08.0,,K. Perkins enters the game for S. Adams,75,72
290,3,3:08.0,,A. Roberson misses free throw 2 of 2,75,72
291,3,3:07.0,Defensive rebound by B. Beal,,75,72
292,3,2:51.0,R. Butler misses 3-pt jump shot from 22 ft,,75,72
293,3,2:50.0,Offensive rebound by K. Humphries,,75,72
294,3,2:50.0,K. Humphries makes 2-pt dunk at rim,,77,72
295,3,2:36.0,,K. Perkins misses 2-pt jump shot from 6 ft (block by J. Wall),77,72
296,3,2:36.0,,Offensive rebound by Team,77,72
297,3,2:36.0,Washington full timeout,,77,72
298,3,2:36.0,,A. Morrow enters the game for A. Roberson,77,72
299,3,2:26.0,,R. Jackson makes 2-pt jump shot from 18 ft (assist by K. Durant),77,74
300,3,1:59.0,J. Wall makes 3-pt jump shot from 24 ft,,80,74
301,3,1:37.0,,R. Jackson misses 2-pt jump shot from 7 ft,80,74
302,3,1:37.0,Defensive rebound by M. Gortat,,80,74
303,3,1:37.0,Personal take foul by R. Jackson (drawn by J. Wall),,80,74
304,3,1:26.0,J. Wall makes 2-pt jump shot from 7 ft,,82,74
305,3,1:05.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by R. Jackson),82,76
306,3,0:44.0,J. Wall misses 3-pt jump shot from 24 ft,,82,76
307,3,0:43.0,,Defensive rebound by K. Durant,82,76
308,3,0:37.0,,K. Durant makes 3-pt jump shot from 24 ft,82,79
309,3,0:16.0,B. Beal misses 2-pt jump shot from 3 ft,,82,79
310,3,0:15.0,,Defensive rebound by K. Durant,82,79
311,3,0:01.0,,K. Durant makes 3-pt jump shot from 26 ft,82,82
312,3,0:00.0,J. Wall misses 3-pt jump shot from 77 ft,,82,82
313,3,0:00.0,,Defensive rebound by Team,82,82
314,4,11:44.0,,K. Perkins misses 2-pt jump shot from 4 ft,82,82
315,4,11:42.0,Defensive rebound by K. Séraphin,,82,82
316,4,11:28.0,R. Butler makes 3-pt jump shot from 23 ft (assist by J. Wall),,85,82
317,4,11:16.0,A. Miller enters the game for J. Wall,,85,82
318,4,11:08.0,,R. Jackson makes 3-pt jump shot from 24 ft,85,85
319,4,10:49.0,Personal foul by K. Perkins (drawn by B. Beal),,85,85
320,4,10:44.0,Turnover by K. Humphries (offensive foul),,85,85
321,4,10:44.0,Offensive foul by K. Humphries (drawn by P. Jones),,85,85
322,4,10:27.0,,P. Jones makes 2-pt jump shot from 4 ft,85,87
323,4,10:02.0,,Offensive charge foul by B. Beal (drawn by N. Collison),85,87
324,4,10:02.0,Turnover by B. Beal (offensive foul),,85,87
325,4,10:02.0,,R. Westbrook enters the game for P. Jones,85,87
326,4,9:53.0,,R. Jackson misses 2-pt jump shot from 6 ft,85,87
327,4,9:51.0,Defensive rebound by K. Séraphin,,85,87
328,4,9:35.0,K. Humphries makes 2-pt jump shot from 15 ft (assist by B. Beal),,87,87
329,4,9:16.0,,A. Morrow makes 3-pt jump shot from 25 ft (assist by R. Jackson),87,90
330,4,8:53.0,K. Séraphin misses 2-pt hook shot from 8 ft,,87,90
331,4,8:52.0,,Defensive rebound by N. Collison,87,90
332,4,8:47.0,,R. Westbrook makes 2-pt jump shot from 15 ft,87,92
333,4,8:46.0,Washington full timeout,,87,92
334,4,8:46.0,J. Wall enters the game for B. Beal,,87,92
335,4,8:32.0,K. Humphries makes 2-pt jump shot from 19 ft (assist by J. Wall),,89,92
336,4,8:15.0,,A. Morrow misses 3-pt jump shot from 22 ft,89,92
337,4,8:12.0,Defensive rebound by A. Miller,,89,92
338,4,8:06.0,K. Séraphin misses 2-pt layup from 1 ft,,89,92
339,4,8:05.0,,Defensive rebound by N. Collison,89,92
340,4,7:42.0,,A. Morrow misses 2-pt jump shot from 10 ft,89,92
341,4,7:41.0,Defensive rebound by R. Butler,,89,92
342,4,7:22.0,Turnover by A. Miller (bad pass; steal by R. Jackson),,89,92
343,4,7:17.0,,R. Westbrook misses 2-pt jump shot from 13 ft,89,92
344,4,7:16.0,Defensive rebound by K. Séraphin,,89,92
345,4,7:02.0,K. Séraphin makes 2-pt dunk at rim (assist by K. Humphries),,91,92
346,4,7:01.0,,Oklahoma City full timeout,91,92
347,4,7:01.0,N. Hilário enters the game for K. Séraphin,,91,92
348,4,7:01.0,,S. Ibaka enters the game for N. Collison,91,92
349,4,7:01.0,,K. Durant enters the game for A. Morrow,91,92
350,4,6:50.0,,K. Perkins makes 2-pt dunk at rim (assist by R. Westbrook),91,94
351,4,6:28.0,K. Humphries misses 2-pt jump shot from 17 ft,,91,94
352,4,6:27.0,Offensive rebound by A. Miller,,91,94
353,4,6:25.0,A. Miller misses 2-pt layup from 1 ft (block by K. Perkins),,91,94
354,4,6:25.0,Offensive rebound by Team,,91,94
355,4,6:19.0,R. Butler misses 2-pt jump shot from 22 ft,,91,94
356,4,6:18.0,Offensive rebound by K. Humphries,,91,94
357,4,6:10.0,J. Wall makes 2-pt jump shot from 18 ft,,93,94
358,4,5:56.0,,Shooting foul by R. Butler (drawn by K. Durant),93,94
359,4,5:56.0,,K. Durant misses free throw 1 of 2,93,94
360,4,5:56.0,,Offensive rebound by Team,93,94
361,4,5:56.0,,K. Durant makes free throw 2 of 2,93,95
362,4,5:40.0,A. Miller makes 2-pt jump shot from 5 ft (assist by K. Humphries),,95,95
363,4,5:26.0,,K. Durant misses 2-pt jump shot from 15 ft,95,95
364,4,5:24.0,Defensive rebound by J. Wall,,95,95
365,4,5:14.0,A. Miller misses 2-pt jump shot from 6 ft,,95,95
366,4,5:13.0,,Defensive rebound by K. Durant,95,95
367,4,5:08.0,,Personal foul by N. Hilário (drawn by K. Durant),95,95
368,4,4:52.0,,R. Westbrook misses 3-pt jump shot from 22 ft,95,95
369,4,4:51.0,Defensive rebound by K. Humphries,,95,95
370,4,4:43.0,R. Butler misses 3-pt jump shot from 23 ft,,95,95
371,4,4:42.0,,Defensive rebound by K. Durant,95,95
372,4,4:33.0,,K. Durant makes 3-pt jump shot from 24 ft,95,98
373,4,4:05.0,A. Miller misses 2-pt jump shot from 10 ft,,95,98
374,4,4:04.0,,Defensive rebound by S. Ibaka,95,98
375,4,3:58.0,,R. Westbrook misses 2-pt jump shot from 4 ft,95,98
376,4,3:56.0,Defensive rebound by A. Miller,,95,98
377,4,3:47.0,J. Wall misses 3-pt jump shot from 24 ft,,95,98
378,4,3:46.0,,Defensive rebound by K. Durant,95,98
379,4,3:24.0,,K. Durant makes 2-pt jump shot from 18 ft,95,100
380,4,3:23.0,Washington full timeout,,95,100
381,4,3:23.0,P. Pierce enters the game for R. Butler,,95,100
382,4,3:23.0,B. Beal enters the game for A. Miller,,95,100
383,4,3:10.0,J. Wall misses 2-pt layup at rim,,95,100
384,4,3:10.0,Offensive rebound by Team,,95,100
385,4,3:10.0,M. Gortat enters the game for K. Humphries,,95,100
386,4,3:04.0,N. Hilário makes 2-pt jump shot from 17 ft (assist by J. Wall),,97,100
387,4,2:41.0,,R. Westbrook makes 2-pt layup from 2 ft,97,102
