,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
389,4,2:35.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),84,86
390,4,2:19.0,Turnover by M. Conley (lost ball; steal by K. Korver),,84,86
391,4,2:01.0,,K. Korver misses 3-pt jump shot from 25 ft,84,86
392,4,2:00.0,Defensive rebound by M. Gasol,,84,86
393,4,1:35.0,M. Gasol misses 2-pt jump shot from 14 ft,,84,86
394,4,1:34.0,,Defensive rebound by P. Millsap,84,86
395,4,1:19.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by A. Horford),84,89
396,4,1:09.0,N. Calathes misses 3-pt jump shot from 24 ft,,84,89
397,4,1:06.0,,Defensive rebound by P. Millsap,84,89
398,4,1:00.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by A. Horford),84,92
399,4,1:00.0,Memphis full timeout,,84,92
400,4,0:50.0,C. Lee misses 3-pt jump shot from 25 ft,,84,92
401,4,0:48.0,,Defensive rebound by K. Korver,84,92
402,4,0:29.0,,J. Teague makes 2-pt layup from 1 ft,84,94
403,4,0:21.0,N. Calathes misses 2-pt jump shot from 8 ft,,84,94
404,4,0:17.0,,Defensive rebound by K. Korver,84,94
405,4,0:15.0,,Turnover by K. Korver (step out of bounds),84,94
406,4,0:15.0,Memphis full timeout,,84,94
407,4,0:13.0,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),,86,94
408,4,0:12.0,,Personal take foul by M. Gasol (drawn by P. Millsap),86,94
409,4,0:12.0,,P. Millsap makes free throw 1 of 2,86,95
410,4,0:12.0,,D. Schröder enters the game for D. Carroll,86,95
411,4,0:12.0,,K. Bazemore enters the game for A. Horford,86,95
412,4,0:12.0,,T. Sefolosha enters the game for K. Korver,86,95
413,4,0:12.0,,M. Scott enters the game for J. Teague,86,95
414,4,0:12.0,,P. Millsap makes free throw 2 of 2,86,96
415,4,0:03.0,M. Conley misses 3-pt jump shot from 25 ft,,86,96
416,4,0:01.0,,Defensive rebound by T. Sefolosha,86,96
