,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
59,1,2:50.0,Offensive rebound by R. Anderson,,11,16
60,1,2:49.0,R. Anderson misses 2-pt layup from 1 ft,,11,16
61,1,2:48.0,Offensive rebound by A. Davis,,11,16
62,1,2:47.0,A. Davis misses 2-pt layup from 2 ft,,11,16
63,1,2:46.0,,Defensive rebound by P. Antić,11,16
64,1,2:40.0,,Turnover by J. Teague (lost ball; steal by J. Salmons),11,16
65,1,2:26.0,T. Evans misses 3-pt jump shot from 24 ft,,11,16
66,1,2:25.0,,Defensive rebound by M. Scott,11,16
67,1,2:19.0,,J. Teague misses 2-pt layup from 1 ft (block by T. Evans),11,16
68,1,2:19.0,,Offensive rebound by Team,11,16
69,1,2:19.0,New Orleans full timeout,,11,16
70,1,2:19.0,,K. Bazemore enters the game for D. Carroll,11,16
71,1,2:09.0,,M. Scott misses 2-pt jump shot from 12 ft,11,16
72,1,2:06.0,Defensive rebound by T. Evans,,11,16
73,1,1:53.0,R. Anderson makes 2-pt jump shot from 17 ft (assist by J. Salmons),,13,16
74,1,1:31.0,,S. Mack misses 2-pt layup from 1 ft,13,16
75,1,1:29.0,,Offensive rebound by M. Scott,13,16
76,1,1:28.0,,M. Scott misses 2-pt layup at rim (block by J. Salmons),13,16
77,1,1:27.0,,Offensive rebound by J. Teague,13,16
78,1,1:24.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by J. Teague),13,19
79,1,1:04.0,R. Anderson makes 2-pt layup from 1 ft (assist by J. Salmons),,15,19
80,1,1:00.0,,Turnover by S. Mack (bad pass),15,19
81,1,1:00.0,,D. Schröder enters the game for J. Teague,15,19
82,1,1:00.0,R. Smith enters the game for T. Evans,,15,19
83,1,0:40.0,Offensive foul by L. Babbitt (drawn by M. Scott),,15,19
84,1,0:40.0,Turnover by L. Babbitt (offensive foul),,15,19
85,1,0:26.0,,M. Scott misses 3-pt jump shot from 25 ft,15,19
86,1,0:25.0,,Offensive rebound by Team,15,19
87,1,0:25.0,Loose ball foul by A. Davis (drawn by P. Antić),,15,19
88,1,0:14.0,,Shooting foul by L. Babbitt (drawn by K. Bazemore),15,19
89,1,0:14.0,,K. Bazemore misses free throw 1 of 2,15,19
90,1,0:14.0,,Offensive rebound by Team,15,19
91,1,0:14.0,,K. Bazemore misses free throw 2 of 2,15,19
92,1,0:13.0,Defensive rebound by A. Davis,,15,19
93,1,0:02.0,Turnover by R. Smith (lost ball),,15,19
94,1,0:02.0,,K. Korver enters the game for K. Bazemore,15,19
95,2,11:51.0,,D. Schröder makes 2-pt layup from 1 ft (assist by S. Mack),15,21
96,2,11:32.0,R. Anderson misses 3-pt jump shot from 23 ft,,15,21
97,2,11:31.0,,Defensive rebound by D. Schröder,15,21
98,2,11:11.0,,D. Schröder makes 2-pt layup from 1 ft,15,23
99,2,10:59.0,Turnover by R. Smith (bad pass; steal by P. Millsap),,15,23
100,2,10:53.0,,S. Mack misses 3-pt jump shot from 24 ft,15,23
101,2,10:51.0,,Offensive rebound by P. Millsap,15,23
102,2,10:50.0,,P. Millsap makes 2-pt layup at rim,15,25
103,2,10:50.0,New Orleans full timeout,,15,25
104,2,10:50.0,J. Holiday enters the game for L. Babbitt,,15,25
105,2,10:50.0,J. Fredette enters the game for R. Smith,,15,25
106,2,10:37.0,R. Anderson misses 3-pt jump shot from 25 ft,,15,25
107,2,10:36.0,,Defensive rebound by K. Bazemore,15,25
108,2,10:23.0,,Turnover by P. Millsap (discontinued dribble),15,25
109,2,10:07.0,J. Holiday misses 2-pt jump shot from 18 ft,,15,25
110,2,10:06.0,,Defensive rebound by Team,15,25
111,2,9:47.0,,D. Schröder misses 3-pt jump shot from 24 ft,15,25
112,2,9:46.0,Defensive rebound by Ö. Aşık,,15,25
113,2,9:40.0,J. Salmons misses 3-pt jump shot from 23 ft,,15,25
114,2,9:39.0,,Defensive rebound by K. Bazemore,15,25
115,2,9:23.0,,P. Millsap makes 2-pt layup from 1 ft (assist by S. Mack),15,27
116,2,9:05.0,Shooting foul by P. Antić (drawn by Ö. Aşık),,15,27
117,2,9:05.0,Ö. Aşık makes free throw 1 of 2,,16,27
118,2,9:05.0,,K. Korver enters the game for S. Mack,16,27
119,2,9:05.0,Ö. Aşık makes free throw 2 of 2,,17,27
120,2,8:46.0,,P. Millsap misses 2-pt layup from 1 ft,17,27
121,2,8:43.0,Defensive rebound by J. Holiday,,17,27
122,2,8:36.0,J. Salmons misses 2-pt jump shot from 3 ft,,17,27
123,2,8:34.0,Offensive rebound by R. Anderson,,17,27
124,2,8:34.0,R. Anderson makes 2-pt tip-in from 1 ft,,19,27
125,2,8:25.0,Offensive charge foul by D. Schröder (drawn by J. Fredette),,19,27
126,2,8:25.0,,Turnover by D. Schröder (offensive foul),19,27
127,2,8:25.0,T. Evans enters the game for J. Salmons,,19,27
128,2,8:25.0,,J. Teague enters the game for P. Antić,19,27
129,2,8:25.0,,A. Horford enters the game for D. Schröder,19,27
130,2,8:12.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. Evans),,22,27
131,2,7:48.0,,P. Millsap makes 2-pt layup from 2 ft (assist by K. Korver),22,29
132,2,7:32.0,J. Holiday makes 2-pt layup from 1 ft (assist by T. Evans),,24,29
133,2,7:16.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by J. Teague),24,31
134,2,6:59.0,,D. Carroll enters the game for K. Bazemore,24,31
135,2,6:59.0,A. Davis enters the game for R. Anderson,,24,31
136,2,6:56.0,J. Holiday misses 3-pt jump shot from 23 ft,,24,31
137,2,6:55.0,,Defensive rebound by P. Millsap,24,31
138,2,6:47.0,,J. Teague misses 3-pt jump shot from 25 ft,24,31
139,2,6:45.0,Defensive rebound by Ö. Aşık,,24,31
140,2,6:36.0,T. Evans makes 2-pt layup from 1 ft,,26,31
141,2,6:22.0,,J. Teague misses 2-pt jump shot from 17 ft,26,31
142,2,6:20.0,Defensive rebound by A. Davis,,26,31
143,2,6:07.0,J. Fredette misses 2-pt jump shot from 19 ft,,26,31
144,2,6:04.0,,Defensive rebound by D. Carroll,26,31
145,2,6:01.0,,Atlanta full timeout,26,31
146,2,5:53.0,,Turnover by J. Teague (traveling),26,31
147,2,5:41.0,A. Davis misses 2-pt jump shot from 9 ft,,26,31
148,2,5:37.0,Offensive rebound by A. Davis,,26,31
149,2,5:37.0,A. Davis misses 2-pt layup from 2 ft,,26,31
150,2,5:37.0,,Defensive rebound by P. Millsap,26,31
151,2,5:24.0,,Turnover by A. Horford (traveling),26,31
152,2,5:07.0,Turnover by Ö. Aşık (lost ball; steal by P. Millsap),,26,31
153,2,5:00.0,,K. Korver misses 3-pt jump shot from 25 ft,26,31
154,2,4:57.0,,Offensive rebound by A. Horford,26,31
155,2,4:49.0,,Personal foul by T. Evans (drawn by D. Carroll),26,31
156,2,4:40.0,,A. Horford misses 2-pt jump shot from 18 ft,26,31
157,2,4:39.0,Defensive rebound by A. Davis,,26,31
158,2,4:28.0,Turnover by A. Davis (bad pass; steal by D. Carroll),,26,31
159,2,4:25.0,,Shooting foul by A. Davis (drawn by D. Carroll),26,31
160,2,4:25.0,,D. Carroll makes free throw 1 of 2,26,32
161,2,4:25.0,A. Rivers enters the game for T. Evans,,26,32
162,2,4:25.0,,P. Antić enters the game for A. Horford,26,32
163,2,4:25.0,,D. Carroll makes free throw 2 of 2,26,33
164,2,4:09.0,Ö. Aşık makes 2-pt layup at rim (assist by J. Fredette),,28,33
165,2,3:55.0,,K. Korver misses 3-pt jump shot from 23 ft,28,33
166,2,3:54.0,Defensive rebound by J. Holiday,,28,33
167,2,3:51.0,Turnover by J. Holiday (bad pass),,28,33
168,2,3:51.0,R. Anderson enters the game for A. Davis,,28,33
169,2,3:36.0,,Turnover by K. Korver (bad pass),28,33
170,2,3:18.0,J. Fredette misses 2-pt jump shot from 10 ft,,28,33
171,2,3:18.0,,Defensive rebound by Team,28,33
172,2,3:01.0,,J. Teague misses 2-pt layup from 1 ft (block by Ö. Aşık),28,33
173,2,2:59.0,Defensive rebound by Ö. Aşık,,28,33
174,2,2:55.0,Turnover by R. Anderson (step out of bounds),,28,33
175,2,2:55.0,Official timeout,,28,33
176,2,2:55.0,,A. Horford enters the game for P. Millsap,28,33
177,2,2:39.0,,A. Horford misses 2-pt hook shot from 3 ft,28,33
178,2,2:36.0,Defensive rebound by Ö. Aşık,,28,33
179,2,2:17.0,J. Holiday misses 2-pt jump shot from 4 ft (block by A. Horford),,28,33
180,2,2:10.0,,Defensive rebound by A. Horford,28,33
181,2,2:10.0,,J. Teague makes 2-pt layup from 2 ft (assist by A. Horford),28,35
182,2,1:59.0,Ö. Aşık misses 2-pt layup from 1 ft (block by A. Horford),,28,35
183,2,1:59.0,,Defensive rebound by Team,28,35
184,2,1:47.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by J. Teague),28,37
185,2,1:26.0,A. Rivers misses 2-pt layup from 2 ft,,28,37
186,2,1:25.0,,Defensive rebound by A. Horford,28,37
187,2,1:19.0,,D. Carroll makes 2-pt jump shot from 4 ft,28,39
188,2,1:00.0,R. Anderson misses 3-pt jump shot from 25 ft,,28,39
189,2,0:59.0,,Defensive rebound by D. Carroll,28,39
190,2,0:50.0,,A. Horford makes 2-pt layup from 2 ft (assist by P. Antić),28,41
191,2,0:32.0,A. Rivers misses 3-pt jump shot from 23 ft,,28,41
192,2,0:31.0,,Defensive rebound by J. Teague,28,41
193,2,0:14.0,,Personal take foul by J. Holiday (drawn by J. Teague),28,41
194,2,0:14.0,,Atlanta full timeout,28,41
195,2,0:14.0,,M. Scott enters the game for P. Antić,28,41
196,2,0:14.0,J. Salmons enters the game for J. Fredette,,28,41
197,2,0:04.0,,J. Teague misses 2-pt jump shot from 3 ft,28,41
198,2,0:03.0,Defensive rebound by Ö. Aşık,,28,41
199,3,11:51.0,,Turnover by J. Teague (bad pass; steal by A. Davis),28,41
200,3,11:47.0,T. Evans makes 2-pt layup from 1 ft (assist by J. Holiday),,30,41
201,3,11:47.0,Shooting foul by D. Carroll (drawn by T. Evans),,30,41
202,3,11:47.0,T. Evans misses free throw 1 of 1,,30,41
203,3,11:45.0,Offensive rebound by Ö. Aşık,,30,41
204,3,11:29.0,A. Davis makes 2-pt jump shot from 4 ft (assist by T. Evans),,32,41
205,3,11:28.0,,Atlanta full timeout,32,41
206,3,11:15.0,,Turnover by P. Millsap (lost ball; steal by T. Evans),32,41
207,3,11:09.0,T. Evans misses 2-pt layup from 1 ft,,32,41
208,3,11:09.0,,Defensive rebound by Team,32,41
209,3,11:01.0,,D. Carroll misses 2-pt jump shot from 5 ft,32,41
210,3,11:00.0,Defensive rebound by T. Evans,,32,41
211,3,10:36.0,J. Holiday misses 3-pt jump shot from 24 ft,,32,41
212,3,10:35.0,,Defensive rebound by K. Korver,32,41
213,3,10:17.0,,A. Horford misses 2-pt jump shot from 18 ft,32,41
214,3,10:16.0,Defensive rebound by A. Davis,,32,41
215,3,10:10.0,Ö. Aşık makes 2-pt dunk at rim (assist by J. Holiday),,34,41
216,3,9:53.0,,Personal foul by A. Davis (drawn by J. Teague),34,41
217,3,9:46.0,,K. Korver misses 3-pt jump shot from 24 ft,34,41
218,3,9:45.0,Defensive rebound by Ö. Aşık,,34,41
219,3,9:30.0,Turnover by T. Evans (bad pass; steal by P. Millsap),,34,41
220,3,9:24.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by P. Millsap),34,44
221,3,9:12.0,A. Davis misses 2-pt jump shot from 20 ft,,34,44
222,3,9:10.0,,Defensive rebound by P. Millsap,34,44
223,3,9:03.0,,D. Carroll makes 2-pt jump shot from 18 ft (assist by P. Millsap),34,46
224,3,8:38.0,A. Rivers misses 3-pt jump shot from 25 ft,,34,46
225,3,8:33.0,,Defensive rebound by K. Korver,34,46
226,3,8:31.0,,J. Teague makes 2-pt layup from 1 ft (assist by K. Korver),34,48
227,3,8:31.0,,Shooting foul by A. Rivers (drawn by J. Teague),34,48
228,3,8:31.0,,J. Teague makes free throw 1 of 1,34,49
229,3,8:11.0,A. Davis makes 2-pt layup from 1 ft (assist by A. Rivers),,36,49
230,3,8:01.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),36,51
231,3,7:41.0,Personal foul by P. Millsap (drawn by J. Holiday),,36,51
232,3,7:41.0,,D. Schröder enters the game for J. Teague,36,51
233,3,7:26.0,T. Evans misses 3-pt jump shot from 24 ft,,36,51
234,3,7:23.0,Offensive rebound by Ö. Aşık,,36,51
235,3,7:20.0,Ö. Aşık misses 2-pt layup from 1 ft (block by P. Millsap),,36,51
236,3,7:18.0,,Defensive rebound by K. Korver,36,51
237,3,7:17.0,Offensive charge foul by P. Millsap (drawn by T. Evans),,36,51
238,3,7:17.0,,Turnover by P. Millsap (offensive foul),36,51
239,3,6:59.0,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),,38,51
240,3,6:45.0,,Shooting foul by J. Holiday (drawn by D. Schröder),38,51
241,3,6:45.0,,D. Schröder misses free throw 1 of 2,38,51
242,3,6:45.0,,Offensive rebound by Team,38,51
243,3,6:45.0,,D. Schröder makes free throw 2 of 2,38,52
244,3,6:31.0,J. Holiday makes 2-pt jump shot from 12 ft,,40,52
245,3,6:13.0,,A. Horford misses 2-pt jump shot from 16 ft,40,52
246,3,6:12.0,Defensive rebound by A. Davis,,40,52
247,3,5:59.0,Ö. Aşık misses 2-pt layup at rim (block by P. Millsap),,40,52
248,3,5:57.0,,Defensive rebound by A. Horford,40,52
249,3,5:52.0,,D. Carroll makes 2-pt layup at rim (assist by D. Schröder),40,54
250,3,5:32.0,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),,42,54
251,3,5:19.0,,A. Horford misses 2-pt jump shot from 19 ft,42,54
252,3,5:17.0,Defensive rebound by T. Evans,,42,54
253,3,5:11.0,T. Evans makes 2-pt layup from 1 ft,,44,54
254,3,4:54.0,,P. Antić enters the game for A. Horford,44,54
255,3,4:48.0,,P. Antić misses 3-pt jump shot from 24 ft,44,54
256,3,4:46.0,Defensive rebound by T. Evans,,44,54
257,3,4:43.0,New Orleans full timeout,,44,54
258,3,4:43.0,,J. Teague enters the game for K. Korver,44,54
259,3,4:43.0,R. Anderson enters the game for Ö. Aşık,,44,54
260,3,4:43.0,J. Salmons enters the game for A. Rivers,,44,54
261,3,4:43.0,J. Fredette enters the game for J. Holiday,,44,54
262,3,4:31.0,A. Davis misses 2-pt jump shot from 17 ft,,44,54
263,3,4:29.0,,Defensive rebound by D. Schröder,44,54
264,3,4:21.0,,Personal block foul by J. Salmons (drawn by D. Carroll),44,54
265,3,4:16.0,,D. Schröder makes 2-pt layup at rim,44,56
266,3,3:59.0,Shooting foul by D. Carroll (drawn by T. Evans),,44,56
267,3,3:59.0,T. Evans misses free throw 1 of 2,,44,56
268,3,3:59.0,Offensive rebound by Team,,44,56
269,3,3:59.0,T. Evans makes free throw 2 of 2,,45,56
270,3,3:47.0,,D. Schröder misses 2-pt layup from 2 ft,45,56
271,3,3:44.0,Defensive rebound by R. Anderson,,45,56
272,3,3:33.0,T. Evans misses 2-pt layup from 1 ft,,45,56
273,3,3:31.0,Offensive rebound by A. Davis,,45,56
274,3,3:29.0,A. Davis misses 2-pt layup at rim,,45,56
275,3,3:28.0,,Defensive rebound by P. Millsap,45,56
276,3,3:19.0,,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),45,58
277,3,2:58.0,R. Anderson misses 3-pt jump shot from 25 ft,,45,58
278,3,2:54.0,Offensive rebound by T. Evans,,45,58
279,3,2:54.0,Shooting foul by D. Carroll (drawn by T. Evans),,45,58
280,3,2:54.0,T. Evans misses free throw 1 of 2,,45,58
281,3,2:54.0,Offensive rebound by Team,,45,58
282,3,2:54.0,,K. Bazemore enters the game for D. Carroll,45,58
283,3,2:54.0,T. Evans makes free throw 2 of 2,,46,58
284,3,2:41.0,,D. Schröder makes 2-pt layup at rim,46,60
285,3,2:22.0,T. Evans misses 2-pt layup from 1 ft,,46,60
286,3,2:20.0,Offensive rebound by R. Anderson,,46,60
287,3,2:20.0,R. Anderson makes 2-pt tip-in at rim,,48,60
288,3,1:56.0,,Turnover by D. Schröder (lost ball; steal by A. Davis),48,60
289,3,1:52.0,Turnover by A. Davis (bad pass; steal by J. Teague),,48,60
290,3,1:49.0,,J. Teague makes 2-pt layup at rim,48,62
291,3,1:34.0,J. Salmons misses 3-pt jump shot from 23 ft,,48,62
292,3,1:32.0,,Defensive rebound by P. Antić,48,62
293,3,1:21.0,,Turnover by P. Millsap (lost ball),48,62
294,3,1:21.0,,A. Horford enters the game for P. Millsap,48,62
295,3,1:21.0,J. Withey enters the game for A. Davis,,48,62
296,3,1:10.0,J. Withey misses 2-pt layup at rim (block by K. Bazemore),,48,62
297,3,1:08.0,Offensive rebound by J. Withey,,48,62
298,3,1:08.0,Turnover by R. Anderson (traveling),,48,62
299,3,0:56.0,,D. Schröder misses 2-pt layup from 1 ft,48,62
300,3,0:53.0,Defensive rebound by J. Fredette,,48,62
301,3,0:49.0,T. Evans misses 2-pt layup from 1 ft (block by A. Horford),,48,62
302,3,0:48.0,Offensive rebound by J. Withey,,48,62
303,3,0:30.0,J. Salmons makes 3-pt jump shot from 25 ft (assist by R. Anderson),,51,62
304,3,0:06.0,,K. Bazemore misses 3-pt jump shot from 24 ft,51,62
305,3,0:04.0,,Offensive rebound by J. Teague,51,62
306,3,0:02.0,,Turnover by J. Teague (traveling),51,62
307,3,0:00.0,R. Anderson misses 3-pt jump shot from 48 ft,,51,62
308,3,0:00.0,Offensive rebound by Team,,51,62
309,4,11:54.0,Personal foul by D. Schröder (drawn by J. Fredette),,51,62
310,4,11:37.0,J. Salmons misses 2-pt jump shot from 19 ft,,51,62
311,4,11:35.0,,Defensive rebound by K. Bazemore,51,62
312,4,11:27.0,,D. Schröder makes 2-pt layup from 1 ft,51,64
313,4,11:10.0,Personal foul by D. Schröder (drawn by R. Anderson),,51,64
314,4,11:02.0,J. Holiday misses 2-pt jump shot from 11 ft,,51,64
315,4,11:00.0,Offensive rebound by J. Holiday,,51,64
316,4,10:57.0,J. Holiday makes 2-pt layup from 1 ft,,53,64
317,4,10:40.0,,Turnover by S. Mack (bad pass; steal by J. Fredette),53,64
318,4,10:33.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Fredette),,56,64
319,4,10:13.0,,P. Antić makes 2-pt jump shot from 18 ft (assist by A. Horford),56,66
320,4,9:53.0,J. Salmons misses 3-pt jump shot from 25 ft,,56,66
321,4,9:52.0,Offensive rebound by Team,,56,66
322,4,9:52.0,,K. Korver enters the game for S. Mack,56,66
323,4,9:52.0,,P. Millsap enters the game for P. Antić,56,66
324,4,9:52.0,Ö. Aşık enters the game for J. Withey,,56,66
325,4,9:43.0,J. Holiday misses 2-pt jump shot from 11 ft,,56,66
326,4,9:42.0,,Defensive rebound by A. Horford,56,66
327,4,9:22.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Schröder),56,69
328,4,9:15.0,R. Anderson misses 3-pt jump shot from 24 ft,,56,69
329,4,9:14.0,,Defensive rebound by K. Bazemore,56,69
330,4,8:54.0,,K. Bazemore misses 2-pt jump shot at rim,56,69
331,4,8:54.0,,Offensive rebound by K. Bazemore,56,69
332,4,8:54.0,,K. Bazemore makes 2-pt layup at rim,56,71
333,4,8:54.0,,Shooting foul by J. Fredette (drawn by K. Bazemore),56,71
334,4,8:54.0,Official timeout,,56,71
335,4,8:54.0,T. Evans enters the game for J. Fredette,,56,71
336,4,8:54.0,,K. Bazemore makes free throw 1 of 1,56,72
337,4,8:42.0,Personal foul by K. Bazemore (drawn by T. Evans),,56,72
338,4,8:28.0,T. Evans misses 2-pt jump shot from 4 ft,,56,72
339,4,8:27.0,Offensive rebound by Ö. Aşık,,56,72
340,4,8:27.0,Ö. Aşık makes 2-pt tip-in at rim,,58,72
341,4,8:16.0,,Turnover by D. Schröder (bad pass; steal by T. Evans),58,72
342,4,8:11.0,T. Evans misses 2-pt layup from 1 ft (block by K. Bazemore),,58,72
343,4,8:09.0,Offensive rebound by R. Anderson,,58,72
344,4,8:00.0,J. Salmons misses 2-pt jump shot from 15 ft,,58,72
345,4,7:58.0,Offensive rebound by R. Anderson,,58,72
346,4,7:58.0,R. Anderson makes 2-pt tip-in at rim,,60,72
347,4,7:36.0,,D. Schröder misses 2-pt jump shot from 17 ft,60,72
348,4,7:35.0,Defensive rebound by Ö. Aşık,,60,72
349,4,7:22.0,T. Evans makes 2-pt jump shot from 7 ft,,62,72
350,4,7:17.0,,Atlanta full timeout,62,72
351,4,7:17.0,,P. Antić enters the game for A. Horford,62,72
352,4,7:17.0,,J. Teague enters the game for K. Bazemore,62,72
353,4,7:17.0,,D. Carroll enters the game for D. Schröder,62,72
354,4,7:08.0,,Shooting foul by J. Salmons (drawn by K. Korver),62,72
355,4,7:08.0,,K. Korver makes free throw 1 of 3,62,73
356,4,7:08.0,,K. Korver makes free throw 2 of 3,62,74
357,4,7:08.0,,K. Korver makes free throw 3 of 3,62,75
358,4,6:53.0,J. Salmons makes 3-pt jump shot from 24 ft (assist by J. Holiday),,65,75
359,4,6:36.0,,J. Teague makes 3-pt jump shot from 25 ft,65,78
360,4,6:24.0,T. Evans makes 2-pt layup at rim (assist by J. Holiday),,67,78
361,4,6:06.0,,D. Carroll makes 2-pt layup at rim (assist by J. Teague),67,80
362,4,5:47.0,J. Holiday makes 2-pt jump shot from 18 ft (assist by T. Evans),,69,80
363,4,5:27.0,,P. Millsap misses 2-pt jump shot from 17 ft,69,80
364,4,5:26.0,Defensive rebound by J. Holiday,,69,80
365,4,5:14.0,J. Salmons makes 3-pt jump shot from 24 ft (assist by J. Holiday),,72,80
366,4,4:57.0,,Shooting foul by R. Anderson (drawn by J. Teague),72,80
367,4,4:57.0,,J. Teague makes free throw 1 of 2,72,81
368,4,4:57.0,A. Davis enters the game for Ö. Aşık,,72,81
369,4,4:57.0,,A. Horford enters the game for P. Antić,72,81
370,4,4:57.0,,J. Teague makes free throw 2 of 2,72,82
371,4,4:38.0,R. Anderson makes 3-pt jump shot from 22 ft (assist by J. Salmons),,75,82
372,4,4:22.0,,J. Teague makes 2-pt jump shot from 8 ft (assist by K. Korver),75,84
373,4,4:08.0,T. Evans makes 2-pt layup at rim (assist by J. Holiday),,77,84
374,4,3:47.0,,A. Horford misses 2-pt hook shot from 8 ft (block by A. Davis),77,84
375,4,3:45.0,,Offensive rebound by P. Millsap,77,84
376,4,3:42.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by P. Millsap),77,87
377,4,3:26.0,J. Holiday makes 2-pt jump shot from 10 ft,,79,87
378,4,3:12.0,,J. Teague misses 3-pt jump shot from 25 ft,79,87
379,4,3:10.0,,Offensive rebound by A. Horford,79,87
380,4,3:00.0,,Turnover by D. Carroll (bad pass; steal by T. Evans),79,87
381,4,2:51.0,New Orleans full timeout,,79,87
382,4,2:43.0,Shooting foul by A. Horford (drawn by A. Davis),,79,87
383,4,2:43.0,A. Davis misses free throw 1 of 2,,79,87
384,4,2:43.0,Offensive rebound by Team,,79,87
385,4,2:43.0,A. Davis makes free throw 2 of 2,,80,87
386,4,2:31.0,,P. Millsap makes 2-pt dunk at rim (assist by K. Korver),80,89
387,4,2:31.0,,Shooting foul by T. Evans (drawn by P. Millsap),80,89
388,4,2:31.0,,P. Millsap makes free throw 1 of 1,80,90
